SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
2,6,2,2,1,4,0,28-01100,9,12129
1,6,2,1,5,6,0,17-03529,13,6344
2,6,2,2,0,2,0,08-00803,9,3546
2,6,1,0,0,7,0,08-00803,N,3857
2,6,1,2,0,3,1,36-04010,9,17738
1,6,1,2,1,8,0,08-00803,3,4500
1,6,2,1,0,7,0,17-03531,N,5511
1,6,1,1,0,6,4,19-01700,5,9937
2,1,6,2,3,3,0,51-01301,14,21894
2,6,6,2,0,4,0,06-08507,N,3387
1,1,1,1,8,8,0,51-01301,14,22333
1,6,6,1,0,4,0,06-08507,N,3832
1,N,2,2,N,3,0,28-01100,N,26924
1,1,1,1,5,10,0,29-01901,9,13199
2,N,2,2,9,2,0,26-02702,9,26472
1,1,1,2,5,5,4,36-03710,5,16741
2,5,1,1,0,3,0,38-00100,9,19659
2,1,6,2,8,9,0,06-08507,4,1365
2,3,1,1,5,5,0,19-01700,4,8548
1,6,1,2,4,8,0,06-08507,10,3217
1,6,6,1,4,4,0,17-03531,10,7528
2,6,6,1,5,8,0,06-08507,1,3190
2,1,6,1,8,10,0,24-01004,14,10744
2,1,1,2,8,11,0,29-01901,16,13756
1,1,1,1,3,11,0,06-07502,10,943
1,1,1,1,5,5,0,38-00100,15,18979
1,6,2,2,4,7,0,32-00405,10,15862
1,1,1,1,3,3,1,17-03531,N,7949
1,6,1,1,2,7,0,30-00600,6,14881
1,1,1,1,6,8,0,06-07502,9,1809
2,4,5,2,4,3,1,30-00600,13,15326
1,N,2,1,9,12,0,17-03529,9,25200
1,2,1,1,9,9,0,24-01004,6,8712
1,1,1,1,8,6,0,36-04010,14,18115
1,4,1,1,9,9,0,08-00803,4,3997
2,1,1,1,3,5,0,38-00100,4,20966
1,4,1,2,4,5,0,17-03531,6,7085
1,1,2,2,5,4,0,08-00803,5,3812
2,6,1,0,1,8,4,36-03710,9,15669
1,1,2,2,5,4,0,01-01301,3,548
1,1,1,2,6,9,0,51-51255,14,22964
1,1,2,1,5,6,0,01-01301,9,0
1,1,1,2,6,4,0,36-04010,10,17770
1,3,1,1,0,5,0,19-01700,N,9462
2,1,9,1,7,5,0,40-00200,7,20944
1,N,1,1,9,1,0,19-01700,9,25716
2,6,2,2,0,3,0,13-04600,9,6330
2,1,1,1,0,2,1,30-00600,7,15535
1,6,1,0,0,3,0,32-00405,5,15129
2,6,2,2,4,4,0,32-00405,10,16824
2,6,2,1,6,7,0,17-03531,N,6575
1,N,1,1,9,9,0,51-01301,9,25916
2,4,1,1,3,9,0,28-01100,N,12802
1,N,9,2,N,N,1,32-00405,N,24067
1,1,1,1,4,7,0,38-00100,14,19446
2,3,1,1,7,4,0,17-03531,14,7788
2,1,1,1,1,8,0,51-01301,9,21882
1,1,1,1,8,1,0,24-01004,3,10334
2,N,1,1,9,2,0,06-07502,9,22654
2,6,1,1,0,4,1,30-00600,9,14860
2,N,6,1,N,3,0,06-08507,N,24429
2,6,9,1,1,6,0,36-04010,13,18514
1,1,1,2,5,5,0,38-00100,1,19758
2,1,1,1,9,7,0,30-00600,0,13864
2,N,6,1,9,2,0,19-01700,9,26039
1,6,2,2,0,3,0,36-03710,9,16185
1,6,2,1,0,3,0,24-01004,9,9523
1,1,2,2,4,4,0,32-00405,9,15620
2,6,2,2,0,4,0,01-01301,6,1216
1,1,1,1,7,7,0,17-03531,1,7798
1,1,1,1,9,10,0,38-00100,9,18207
2,6,1,1,6,7,0,17-03531,11,7845
2,1,2,2,0,5,0,36-03710,9,16056
1,4,2,2,5,6,0,26-02702,13,10750
2,1,1,1,9,12,0,08-00803,6,4023
2,1,1,1,6,10,0,19-01700,16,9228
2,1,1,1,6,1,0,30-00600,7,15244
2,6,2,0,5,4,0,36-03710,12,16165
2,6,8,1,0,5,1,32-00405,6,16239
1,1,1,1,5,9,0,38-00100,0,18081
1,6,1,0,1,5,0,38-00100,N,18294
2,6,2,2,4,6,0,26-02702,11,11109
1,N,1,1,9,9,0,36-04010,9,23891
1,4,2,2,2,10,0,19-01700,9,8841
2,1,2,2,6,6,0,26-02702,11,11339
2,N,1,1,9,12,0,36-04010,9,24277
1,2,6,2,4,8,0,40-00200,13,21709
2,1,1,2,1,9,0,38-00100,6,21116
2,6,6,1,8,6,0,06-07502,10,2538
2,N,1,1,N,N,0,17-03529,N,25781
2,1,1,1,8,7,0,38-00100,11,19575
1,N,1,1,9,1,0,29-01901,9,26592
2,6,1,0,3,7,0,13-04600,4,4565
2,N,2,2,N,3,0,36-04010,N,24877
1,4,2,1,5,8,0,13-04600,N,4968
2,6,2,2,2,4,0,36-03710,11,16290
1,1,1,1,6,9,0,08-00803,15,3800
1,N,8,1,9,9,1,30-00600,9,22118
2,1,1,1,8,10,0,51-51255,16,22244
2,1,1,1,9,5,0,32-00405,12,16591
2,4,1,1,7,6,0,24-01004,10,10929
2,1,1,2,3,2,0,06-08507,12,2149
1,4,1,2,5,5,0,36-04010,11,17950
2,2,2,0,5,5,0,28-01100,5,11321
2,6,1,1,1,7,0,40-00200,6,19735
1,N,2,2,9,2,0,36-03710,9,22574
1,N,1,1,N,3,4,26-02702,N,26753
2,N,2,2,9,2,0,01-01301,9,23175
2,6,2,2,8,6,0,01-01301,15,0
2,6,1,2,0,2,4,19-01700,9,9700
2,1,1,1,5,4,0,38-00100,11,19187
2,6,2,2,6,3,0,08-00803,15,4276
2,1,1,2,0,5,0,29-01901,2,13578
2,6,6,1,0,9,0,06-08507,N,1880
1,1,2,1,1,8,0,13-04600,9,4791
1,3,2,2,3,3,0,01-01301,N,773
1,1,1,1,9,9,0,51-01301,10,21649
2,6,2,2,2,4,0,17-03529,13,6791
2,6,1,2,8,9,0,24-01004,N,10770
2,N,2,1,N,3,0,17-03531,N,25562
2,6,3,2,0,4,0,38-00100,N,19580
1,1,1,1,9,10,0,06-08507,3,1002
1,6,2,2,0,4,0,08-00803,6,3716
1,1,2,1,0,4,0,36-03710,3,16917
1,6,2,2,9,9,0,32-00405,7,16666
1,1,2,1,3,4,0,17-03531,N,6811
2,N,1,1,N,1,0,19-01700,N,26048
2,4,2,1,6,5,0,36-04010,10,17791
2,6,1,2,4,5,0,30-00600,14,15870
1,6,1,0,7,6,1,36-03710,10,16947
2,1,3,1,0,7,0,40-00200,6,19938
2,1,9,2,0,9,0,24-01004,N,9082
2,6,1,2,4,5,0,26-02702,14,11811
2,1,2,1,7,11,0,17-03531,N,6959
2,2,2,1,0,4,0,08-00803,9,5023
1,N,1,1,9,2,0,40-00200,9,25693
1,4,3,1,2,6,0,38-00100,12,19133
2,6,1,1,6,7,0,30-00600,11,13577
1,6,1,2,2,9,0,17-03529,9,6757
2,3,2,2,3,3,0,17-03529,9,5634
1,1,6,2,1,2,0,01-01301,1,1426
1,1,2,1,3,2,0,26-02702,9,11508
2,1,1,1,1,9,0,24-01004,N,9513
2,6,1,1,0,3,0,36-04010,9,18422
2,1,6,2,0,10,0,24-01004,12,10839
2,6,2,1,2,7,0,13-04600,6,6238
2,4,1,0,2,4,1,06-07502,9,425
2,4,1,2,8,9,0,06-08507,12,2065
2,1,1,1,0,8,0,36-04010,2,17274
1,6,1,0,1,1,0,28-01100,9,11460
2,3,1,1,4,9,0,30-00600,7,14701
1,N,1,1,N,1,0,38-00100,N,25548
1,N,1,1,N,3,0,30-00600,N,27071
1,1,2,1,0,4,0,17-03529,9,4581
2,1,1,1,0,5,0,38-00100,N,19215
2,6,2,1,1,3,0,17-03529,9,6639
1,1,2,1,2,6,0,01-01301,3,393
1,6,8,0,2,3,4,40-00200,13,20147
1,1,1,1,2,10,0,24-01004,10,8960
1,6,1,0,4,6,0,24-01004,7,10285
1,6,2,0,0,3,0,32-00405,9,15739
1,4,1,1,8,1,0,51-01301,1,22328
2,1,8,2,5,5,4,36-03710,12,18337
2,N,6,2,N,3,0,06-08507,N,24151
1,1,2,1,7,5,0,19-01700,16,8402
1,1,1,1,8,1,4,51-01301,14,21264
2,6,2,2,0,6,0,13-04600,N,5091
2,N,9,2,N,3,0,51-51255,N,26222
1,6,3,2,0,3,0,36-04010,15,18168
2,4,2,1,5,1,0,17-03529,15,5757
1,N,2,2,9,2,0,51-01301,9,25681
2,4,1,1,5,7,0,40-00200,N,20710
1,6,2,2,2,4,0,17-03529,N,7969
2,6,1,2,6,8,4,13-04600,6,5621
1,1,1,1,7,8,1,30-00600,6,14269
1,6,2,0,5,4,0,01-01301,12,473
2,1,2,1,3,4,0,13-04600,12,5281
2,6,2,2,6,4,0,26-02702,5,11162
2,1,6,2,0,4,0,19-01700,5,10194
1,1,2,1,6,7,0,28-01100,9,11938
2,6,1,2,4,8,0,17-03531,5,6366
1,6,2,0,0,5,0,36-03710,3,16493
2,N,1,2,N,1,4,36-03710,N,24354
1,6,1,2,4,9,0,08-00803,10,3498
1,6,1,2,2,5,0,29-01901,13,13307
1,1,1,2,0,1,0,06-08507,1,3005
2,1,1,1,7,9,0,38-00100,11,19992
2,1,1,1,4,1,0,24-01004,12,10632
2,1,1,2,1,4,0,32-00405,N,16058
2,4,2,2,6,8,0,08-00803,5,4266
2,6,1,2,4,9,0,08-00803,11,4784
1,1,1,1,1,9,0,30-00600,N,13842
2,1,1,2,1,7,0,19-01700,9,9055
1,N,1,1,9,2,0,51-01301,9,25183
2,1,1,1,8,11,0,51-01301,10,20553
2,4,1,2,1,6,0,40-00200,6,21236
1,N,1,1,N,3,0,08-00803,N,25042
2,6,8,2,5,8,4,01-01301,10,2268
2,1,3,1,8,3,1,30-00600,14,14960
1,4,1,0,1,6,0,36-03710,9,15739
1,N,1,1,N,3,0,24-01004,N,26350
1,6,1,1,4,5,0,19-01700,5,8772
1,5,2,2,2,4,0,17-03529,N,6921
1,6,6,1,8,8,0,06-07502,7,2317
1,4,2,1,6,7,0,01-01301,16,729
2,N,2,0,9,2,0,17-03531,9,25014
1,1,1,1,9,9,0,38-00100,1,18613
1,1,6,1,1,9,0,51-01301,15,21902
1,4,2,2,6,8,0,17-03531,12,7223
1,6,8,0,1,3,2,32-00405,14,15915
2,6,1,2,9,10,0,06-07502,8,2477
1,4,2,2,0,1,0,28-01100,9,12212
2,N,2,2,N,3,0,29-01901,N,27252
1,N,9,1,9,12,0,06-07502,9,23805
1,1,1,1,3,8,0,19-01700,13,8609
2,N,1,1,9,2,0,19-01700,9,26144
1,1,2,2,6,3,0,13-04600,6,6045
2,N,1,1,9,2,0,51-01301,9,25393
2,N,1,2,N,1,0,51-51255,N,25725
1,6,1,2,6,8,1,51-01301,14,21395
2,6,8,2,1,2,2,32-00405,9,17001
2,N,1,2,N,3,0,06-08507,N,23965
1,3,1,1,9,7,0,19-01700,N,8427
2,N,1,2,N,N,0,32-00405,N,23264
1,6,2,2,8,9,0,36-04010,12,17473
2,6,2,2,4,8,0,01-01301,N,682
2,1,1,1,9,12,0,24-01004,16,9830
1,6,1,2,8,7,0,08-00803,10,4106
1,N,2,1,N,3,0,28-01100,N,26976
1,6,6,1,3,8,0,28-01100,9,12940
1,1,1,2,1,5,0,30-00600,5,14246
2,4,2,2,5,10,2,36-03710,12,17562
2,3,1,1,4,6,4,19-01700,9,9849
2,3,1,2,5,6,0,06-08507,5,3426
1,6,1,1,1,4,0,51-01301,14,23820
1,6,2,0,2,4,0,17-03529,N,5439
1,6,1,2,2,6,0,29-01901,13,12775
1,6,1,2,8,6,0,13-04600,1,4681
1,6,6,2,4,1,0,01-01301,1,2470
1,N,8,2,N,3,4,36-04010,N,24093
1,N,9,1,9,2,0,24-01004,9,26159
1,N,6,1,9,2,0,19-01700,9,26018
1,N,3,2,N,3,0,40-00200,N,24839
1,1,1,1,0,1,0,51-01301,10,21959
1,1,1,1,8,11,0,24-01004,N,9685
2,6,6,2,9,10,0,06-07502,6,2305
1,1,1,1,8,9,0,26-02702,3,11222
1,6,1,2,5,9,0,17-03529,4,6955
2,6,9,1,2,9,1,08-00803,14,3959
1,6,6,1,0,4,0,06-08507,N,2031
1,4,3,2,4,5,0,40-00200,N,21113
2,1,2,1,7,8,0,01-01301,9,31
1,1,1,1,8,10,1,51-01301,1,20538
1,6,1,2,0,4,0,06-08507,13,3558
1,6,1,2,3,9,0,06-07502,N,2537
1,1,1,1,8,1,0,06-07502,3,2332
1,1,1,1,6,7,0,38-00100,15,18776
2,6,6,2,0,6,0,13-04600,13,5834
2,4,2,1,1,7,0,26-02702,14,11254
1,1,1,2,5,3,1,30-00600,13,14568
2,N,2,1,N,3,0,36-04010,N,23978
2,6,1,1,1,6,0,38-00100,13,18301
1,4,1,2,3,5,0,19-01700,10,8237
1,1,9,1,2,4,0,06-08507,1,3501
1,6,1,2,7,1,0,06-07502,9,1058
2,1,1,1,0,6,0,17-03531,11,7016
2,6,2,1,5,7,0,17-03531,6,7790
1,6,1,0,0,3,1,28-01100,9,11882
1,6,1,2,0,3,0,38-00100,N,19277
1,1,1,1,5,5,0,38-00100,N,18976
1,1,6,1,6,1,0,19-01700,4,8465
1,1,1,1,8,11,0,19-01700,1,9487
2,6,2,1,7,9,0,13-04600,16,5588
1,1,2,2,6,8,0,51-01301,10,21277
2,1,1,2,6,6,0,06-07502,11,992
2,1,1,1,1,5,0,36-04010,9,18118
1,1,1,1,8,1,0,51-01301,15,20009
1,1,1,1,8,1,0,40-00200,15,20493
1,6,2,2,2,4,0,13-04600,1,6329
2,1,1,1,6,1,0,19-01700,1,9096
2,6,1,0,5,6,0,36-03710,8,15605
2,4,1,2,0,7,0,17-03531,9,6367
1,1,1,1,7,1,0,19-01700,15,9741
1,6,2,2,1,3,0,13-04600,13,5157
2,1,2,1,7,7,0,28-01100,11,12358
1,1,6,2,8,1,0,06-07502,1,889
1,1,2,2,4,9,0,51-51255,16,22194
2,6,6,1,8,9,0,06-08507,6,2229
1,1,1,1,4,7,0,29-01901,3,14019
2,1,1,1,5,8,0,17-03531,9,6399
1,4,8,1,0,7,1,32-00405,N,16543
1,N,1,1,9,2,0,19-01700,9,26008
2,1,2,1,6,8,0,36-03710,10,17123
1,1,1,1,7,1,0,06-07502,10,941
2,1,1,1,2,1,0,24-01004,13,10276
2,3,1,1,2,8,0,29-01901,9,13064
1,6,1,1,5,8,0,30-00600,0,15528
2,1,1,2,1,4,0,36-04010,8,18188
2,4,1,1,1,7,0,19-01700,N,8656
2,4,1,1,9,12,0,08-00803,12,3691
2,1,1,1,9,12,0,28-01100,11,12030
2,N,1,2,9,2,2,19-01700,9,25895
1,2,2,1,6,7,0,13-04600,15,5728
2,N,1,1,9,2,0,06-08507,9,24625
2,6,1,2,2,3,0,29-01901,5,14781
2,6,2,0,0,5,2,29-01901,N,12989
2,N,6,2,N,3,0,06-08507,N,24258
1,6,2,1,2,5,0,30-00600,N,13723
2,1,1,1,0,4,0,38-00100,9,19169
1,6,1,1,7,3,4,19-01700,10,8977
1,N,1,1,N,3,0,08-00803,N,26058
2,1,1,1,7,8,0,38-00100,0,19223
1,1,1,1,8,6,0,36-04010,5,17455
2,6,1,1,0,4,0,24-01004,N,10258
2,1,1,1,2,5,0,38-00100,9,20494
2,3,1,2,2,3,2,32-00405,9,16094
2,6,2,2,3,5,0,17-03529,N,7676
2,3,2,1,6,8,0,08-00803,9,3928
1,4,1,1,8,10,2,51-01301,11,21452
2,N,1,1,9,2,0,19-01700,9,26002
2,4,2,1,5,8,0,28-01100,10,12202
1,6,2,0,2,6,0,36-03710,3,17832
1,N,2,2,N,3,0,01-01301,N,24898
1,1,2,1,4,4,0,29-01901,16,12604
2,N,1,1,N,1,0,51-01301,N,26074
2,3,1,2,1,8,4,30-00600,9,15394
2,4,1,1,7,11,0,51-01301,1,22337
2,N,1,1,N,3,0,40-00200,N,24877
1,6,6,2,7,8,0,40-00200,1,22059
2,6,2,2,1,6,0,08-00803,9,4245
2,6,8,2,0,7,4,36-03710,N,18963
1,6,1,1,9,9,0,26-02702,10,11009
2,6,1,2,8,8,0,06-07502,1,1227
2,4,2,1,6,1,0,26-02702,11,11083
1,6,2,1,0,1,0,17-03529,N,8113
1,N,1,2,N,N,1,32-00405,N,23208
1,6,1,2,9,11,0,06-07502,10,1025
2,N,1,1,N,N,0,24-01004,N,26160
2,6,1,2,8,10,0,19-01700,11,8464
1,1,1,1,8,8,0,19-01700,8,9618
1,1,2,1,3,6,0,01-01301,N,530
2,1,2,1,3,4,0,13-04600,N,6078
1,6,1,2,3,11,0,26-02702,11,11418
2,N,9,2,9,1,0,13-04600,9,24590
2,6,9,2,7,10,0,06-07502,11,3190
2,N,1,2,9,2,4,51-01301,9,25403
2,N,2,2,9,12,0,36-03710,9,22454
2,6,1,0,0,6,0,28-01100,9,12063
1,2,1,2,7,11,0,19-01700,1,8512
1,6,2,2,0,4,0,17-03529,9,5439
2,6,2,1,2,7,0,36-04010,9,17162
1,6,6,2,5,8,0,01-01301,10,622
1,6,2,1,1,4,0,01-01301,6,0
1,4,2,2,5,6,0,26-02702,13,11582
1,1,6,1,8,10,0,06-07502,11,1686
2,6,2,1,4,6,0,17-03529,6,6030
2,4,2,1,2,11,0,17-03529,12,7004
2,2,2,2,0,11,0,17-03529,N,7063
2,1,1,1,9,10,0,08-00803,4,4073
1,6,2,2,0,5,0,01-01301,6,379
2,1,8,2,0,4,4,06-08507,9,2244
1,6,2,2,1,5,0,36-03710,14,17416
1,N,1,1,9,9,0,24-01004,9,26228
1,N,1,1,N,3,0,30-00600,N,27168
1,6,6,2,4,7,0,26-02702,10,12200
2,4,2,2,4,9,0,13-04600,N,4745
2,6,2,2,2,6,0,32-00405,10,17290
2,1,3,1,4,5,0,30-00600,13,13379
1,N,1,1,9,2,0,29-01901,9,26478
1,3,6,1,0,8,0,06-07502,3,1637
2,1,1,1,7,10,0,51-51255,16,21820
2,1,6,2,0,6,0,17-03531,3,6421
1,1,1,1,9,11,0,17-03529,12,6682
1,1,1,1,9,9,0,38-00100,9,18680
2,6,2,2,1,10,0,17-03529,10,7673
2,4,1,1,9,5,0,38-00100,1,19000
1,1,1,1,6,4,0,29-01901,2,13311
1,6,2,1,2,4,0,28-01100,10,12295
1,6,2,2,4,7,0,32-00405,10,16874
2,1,1,1,4,8,0,19-01700,10,7879
2,1,1,1,4,7,0,36-04010,6,18111
1,6,3,2,3,8,0,26-02702,14,11476
2,4,2,2,6,10,0,19-01700,14,9464
1,2,2,2,1,3,0,40-00200,6,22533
1,N,2,2,N,3,0,17-03529,N,25437
1,1,6,2,8,11,0,06-07502,5,1252
2,6,2,1,0,6,0,17-03529,12,5422
2,1,1,1,8,8,0,19-01700,7,8934
1,6,1,2,8,11,0,51-01301,10,21313
2,N,2,1,9,9,0,28-01100,9,26847
2,N,1,2,N,1,0,24-01004,N,26482
1,N,1,1,9,2,0,06-08507,9,24356
2,6,1,1,6,7,0,19-01700,9,8248
2,N,1,1,9,9,0,29-01901,9,27012
2,6,2,2,4,5,0,17-03531,10,6867
1,6,1,0,2,6,0,06-08507,10,2085
2,N,1,2,9,2,2,40-00200,9,25595
1,6,2,1,0,3,0,17-03529,9,4473
2,6,7,2,0,2,0,36-04010,13,18482
2,1,6,1,8,1,0,06-07502,7,1484
2,1,1,1,5,6,0,38-00100,11,19555
2,N,6,1,9,2,0,06-07502,9,22861
2,2,1,1,0,4,0,17-03531,5,7319
1,6,1,1,0,5,0,24-01004,N,10870
2,1,6,1,8,9,0,24-01004,12,10529
1,1,1,1,7,4,0,38-00100,18,19024
2,6,1,2,1,5,0,17-03529,9,8053
1,6,2,1,1,4,0,08-00803,5,4656
1,1,2,1,0,6,0,26-02702,17,12165
1,1,1,1,7,4,0,17-03531,5,7964
2,1,9,2,9,11,0,51-01301,4,23450
2,6,1,2,1,7,0,17-03529,14,6733
1,1,1,1,6,5,0,30-00600,3,14454
2,N,1,1,9,2,0,40-00200,9,25338
1,1,2,2,7,9,0,36-04010,16,18056
2,N,2,1,9,2,0,36-03710,9,23052
1,N,1,1,9,9,0,40-00200,9,25187
2,1,3,2,4,5,0,40-00200,12,20670
2,1,1,1,6,7,0,38-00100,9,19307
1,N,1,1,9,2,0,19-01700,9,26124
2,N,3,1,N,1,0,30-00600,N,27104
2,6,9,2,0,8,0,26-02702,15,11301
2,1,6,2,5,6,0,01-01301,11,1715
1,1,1,1,2,8,0,19-01700,15,8684
2,6,1,0,1,7,0,13-04600,10,4314
1,6,1,0,0,7,1,28-01100,N,11452
1,3,1,2,3,8,0,08-00803,N,4338
2,1,2,1,3,5,0,36-04010,10,16469
2,6,2,0,4,4,0,19-01700,10,8635
1,N,9,1,N,N,0,38-00100,N,25804
2,N,1,1,N,N,0,24-01004,N,26473
1,6,1,0,2,3,0,30-00600,9,14193
1,1,1,1,9,5,0,19-01700,3,8157
1,1,2,2,0,5,0,36-04010,6,17629
2,N,8,2,N,N,1,38-00100,N,25294
2,1,6,2,0,8,0,24-01004,10,10687
2,4,1,2,0,4,0,30-00600,14,13509
1,1,2,2,4,7,0,19-01700,14,7479
2,6,2,0,0,4,0,29-01901,N,12701
1,1,1,1,9,9,0,26-02702,9,10973
1,6,2,2,0,7,0,13-04600,9,6637
1,1,1,1,5,6,0,29-01901,5,13510
2,1,1,1,8,12,0,24-01004,N,8531
2,6,9,1,5,10,0,24-01004,16,10266
2,1,1,1,7,8,0,29-01901,0,13872
2,1,1,2,0,6,0,38-00100,11,18120
1,6,6,1,0,7,0,24-01004,N,9386
1,N,2,2,N,N,2,17-03531,N,25510
2,N,2,1,N,2,0,36-04010,N,24522
1,6,6,2,3,9,0,06-08507,4,1590
2,4,2,1,4,10,0,17-03529,N,7295
1,6,2,2,5,6,0,29-01901,6,13418
1,1,1,1,9,9,0,06-08507,10,2954
2,1,1,1,6,6,0,19-01700,9,8791
1,1,1,1,3,4,0,38-00100,9,19701
1,6,1,1,5,10,0,38-00100,0,18974
2,1,2,2,0,9,0,36-04010,N,16999
1,1,1,1,9,5,0,38-00100,7,20224
2,6,2,2,3,3,0,17-03529,N,7020
2,1,1,1,9,12,0,24-01004,10,9892
1,1,6,2,1,6,0,36-04010,5,18414
1,N,1,1,N,3,0,06-07502,N,24764
1,3,1,1,6,4,0,29-01901,4,13710
2,1,1,1,2,5,0,19-01700,N,7824
2,2,1,2,8,10,0,06-07502,9,953
1,6,3,2,0,3,1,36-04010,9,18540
1,6,2,2,0,3,0,01-01301,9,0
1,1,1,1,9,9,0,24-01004,10,10504
1,1,1,1,8,10,0,29-01901,11,14069
1,N,9,1,9,9,0,13-04600,9,24646
1,6,6,2,3,4,0,06-07502,14,2517
1,1,1,1,8,11,0,24-01004,10,10717
1,6,1,0,0,3,1,01-01301,2,468
2,1,1,1,4,11,0,24-01004,10,10015
1,6,1,2,0,4,2,36-03710,N,18678
2,4,1,2,6,9,0,19-01700,14,8531
2,6,2,2,0,5,0,17-03531,N,5937
2,1,1,2,3,6,0,06-08507,3,2881
1,1,1,2,3,6,3,32-00405,9,16125
2,1,1,1,0,5,0,38-00100,12,19950
1,6,1,1,5,8,0,38-00100,0,19352
2,N,2,2,9,9,0,40-00200,9,25745
1,6,2,0,0,6,0,01-01301,9,0
2,1,1,1,7,8,2,32-00405,1,16650
2,4,2,2,5,4,0,36-03710,6,15235
2,6,2,0,0,3,4,36-03710,N,17885
2,N,1,2,N,2,0,24-01004,N,26279
1,6,2,2,0,3,0,01-01301,9,203
2,1,1,1,0,8,0,36-04010,9,17842
2,1,1,2,7,10,0,51-51255,10,22448
1,1,1,1,4,7,0,30-00600,5,13964
2,6,9,2,0,3,0,19-01700,13,7874
1,6,1,2,7,1,0,51-01301,11,21350
2,6,8,2,0,4,4,01-01301,9,1001
2,1,6,1,1,8,0,26-02702,13,11514
1,1,1,1,4,6,0,29-01901,0,14037
2,1,1,1,8,1,0,36-04010,11,18570
1,1,1,2,9,9,0,06-07502,9,2903
2,1,2,2,6,5,0,17-03529,8,6349
1,1,1,1,9,11,0,26-02702,11,11709
2,6,8,2,0,6,4,32-00405,9,16162
1,N,3,2,9,1,0,36-04010,9,23519
2,6,2,2,1,5,0,36-04010,10,16977
1,6,2,2,3,6,0,06-08507,13,3552
2,N,1,1,N,2,0,29-01901,N,27252
1,N,9,1,N,3,0,06-08507,N,24065
2,1,1,1,3,6,0,29-01901,1,13632
1,N,2,2,N,3,0,17-03531,N,25694
2,1,1,1,2,4,0,30-00600,N,16203
2,N,2,2,N,3,2,17-03531,N,25347
1,1,1,1,8,1,0,51-01301,15,21724
2,N,1,1,N,2,0,24-01004,N,26445
2,N,2,2,N,3,0,17-03529,N,25223
2,4,6,2,6,4,0,06-07502,13,1086
2,3,2,1,5,4,0,13-04600,N,4779
2,6,6,0,8,7,0,26-02702,11,11234
1,N,2,2,9,9,0,51-01301,9,25923
2,1,1,1,8,11,0,19-01700,N,8189
2,4,2,2,5,5,0,13-04600,4,4803
2,N,1,1,N,3,0,38-00100,N,25029
2,3,2,1,8,12,0,28-01100,11,12851
