AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
69,1,1,2,1,1,N,7,5
58,1,1,1,1,1,N,9,10
9,1,N,2,1,1,N,N,3
75,1,1,2,1,1,N,1,10
44,1,4,2,1,2,N,2,9
80,1,1,2,1,1,N,3,7
47,1,1,2,1,1,N,3,11
70,1,1,2,1,1,N,0,1
56,1,1,2,1,1,N,7,12
13,1,4,2,1,1,N,N,3
50,1,4,1,1,2,N,9,5
13,1,N,1,1,1,N,N,3
53,1,4,1,1,1,N,7,5
68,1,N,1,1,1,N,1,7
52,1,1,2,1,1,N,3,12
50,9,1,2,1,1,N,2,7
16,1,6,2,3,0,N,1,4
36,1,6,1,3,0,N,5,3
39,1,1,1,1,1,N,0,9
22,1,6,2,1,2,N,2,5
70,1,6,2,3,0,N,7,10
11,2,N,1,1,1,N,N,3
56,1,6,1,3,0,N,1,1
38,1,1,1,1,1,N,8,10
42,1,2,1,1,2,N,9,10
53,1,N,1,1,1,N,8,9
58,1,4,1,3,0,N,9,7
17,1,6,1,1,2,N,0,4
43,1,2,1,2,0,N,8,9
20,1,6,2,2,0,N,2,5
39,1,1,2,1,1,N,0,10
19,1,6,2,1,2,N,0,7
57,1,1,2,1,1,N,8,5
63,1,1,1,1,1,N,8,9
36,1,6,1,1,1,N,0,9
0,1,N,1,1,1,N,N,N
14,1,N,2,1,2,N,2,3
52,1,6,2,1,1,N,7,6
40,1,1,1,1,1,N,4,12
1,1,N,1,1,1,N,N,N
28,1,6,2,1,1,N,6,9
1,1,N,2,1,1,N,N,N
50,1,1,1,1,1,N,1,8
43,1,1,2,1,1,N,8,11
26,1,6,2,1,1,N,3,9
21,1,6,2,1,2,N,2,5
13,1,N,2,1,1,N,N,3
48,1,1,1,1,1,N,9,9
56,1,1,2,1,2,N,0,1
34,1,6,1,1,2,N,2,7
21,2,6,2,1,1,N,5,5
67,1,1,1,1,1,N,9,5
27,1,1,2,1,1,N,5,9
30,1,6,1,1,1,N,4,9
34,1,6,2,1,1,N,7,5
45,1,1,2,1,1,N,4,12
33,1,1,2,1,1,N,1,9
71,1,1,1,1,1,N,6,9
66,1,1,1,1,1,N,9,5
19,1,6,2,1,1,N,1,7
43,1,1,2,1,1,N,9,10
16,1,6,1,1,1,N,0,4
38,1,1,2,1,1,N,0,9
62,1,1,1,1,1,N,0,9
71,1,1,2,1,1,N,6,5
13,1,1,1,1,1,N,N,3
10,1,N,1,1,1,N,N,3
37,8,1,2,1,1,N,8,9
65,1,3,1,1,1,N,4,12
13,1,N,2,1,1,N,N,3
43,1,1,1,1,1,N,9,10
2,1,N,1,1,1,N,N,N
79,1,3,2,1,1,N,5,5
33,1,1,2,1,1,N,0,9
72,1,1,1,1,2,N,9,7
49,1,1,2,1,1,N,3,3
74,1,1,1,1,1,N,5,5
30,1,2,1,1,2,N,7,9
29,1,6,1,1,1,N,2,9
78,8,1,2,1,1,N,9,9
70,1,1,2,1,1,N,7,7
70,1,6,2,1,2,N,2,7
47,1,4,1,1,2,N,9,10
29,1,1,1,1,1,N,7,10
34,1,1,1,1,1,N,7,4
52,2,1,2,1,1,N,3,8
7,1,N,2,1,2,N,N,3
37,1,1,1,1,2,N,8,10
66,1,1,2,1,1,N,4,7
41,1,1,2,1,1,N,4,4
54,1,1,2,1,1,N,9,9
58,1,1,1,1,1,N,8,10
31,1,1,2,1,1,N,4,10
11,1,N,1,1,1,N,N,3
45,1,3,2,1,1,N,7,9
30,1,1,1,1,1,N,6,4
59,1,1,2,1,1,N,8,8
77,1,3,1,1,1,N,4,5
63,1,1,1,1,1,N,4,9
72,1,1,2,1,1,N,7,9
18,1,6,2,3,0,N,1,1
25,1,6,2,3,0,N,6,10
72,1,1,1,1,1,N,1,7
60,1,1,1,1,1,N,8,7
38,1,1,2,1,1,N,0,10
4,6,N,1,1,1,N,N,2
15,6,6,2,1,1,N,0,4
30,1,6,1,3,0,N,6,4
36,1,1,2,1,1,N,6,10
55,1,6,1,1,1,N,7,8
51,1,6,2,3,0,N,7,9
50,1,4,1,1,1,N,9,9
28,1,1,2,1,1,N,6,4
50,6,6,1,1,2,N,8,7
72,1,6,1,1,2,N,8,9
18,1,6,1,1,1,N,4,1
37,1,1,1,1,1,N,5,9
7,1,6,1,1,2,N,N,2
13,1,N,2,1,1,N,N,3
19,1,6,2,1,1,N,2,7
43,1,1,2,1,1,N,9,6
32,1,1,1,1,1,N,9,5
53,1,1,2,1,1,N,7,5
23,1,6,2,1,2,N,1,6
54,1,1,1,1,1,N,7,6
74,1,4,1,1,1,N,6,8
6,1,N,1,1,1,N,N,2
36,1,1,1,1,1,N,5,9
65,1,1,2,1,2,N,4,5
59,1,4,1,1,2,N,9,9
47,1,1,1,1,2,N,8,10
35,1,4,1,1,1,N,9,8
53,1,1,2,1,1,N,8,11
70,1,1,1,1,1,N,7,5
89,1,3,1,3,0,N,9,5
59,1,1,1,1,2,N,4,7
37,1,1,2,1,1,N,6,9
71,1,4,2,1,1,N,1,8
24,1,6,2,3,0,N,3,9
58,1,1,1,1,1,N,5,10
30,1,6,1,1,1,N,6,4
49,1,1,2,1,1,N,3,9
68,1,6,2,1,2,N,5,10
45,1,3,2,1,2,N,8,12
21,1,6,1,1,2,N,1,2
15,6,6,2,1,1,N,0,3
55,1,6,2,1,2,N,8,10
65,1,1,2,1,2,N,7,7
57,1,4,2,1,1,N,9,9
60,1,2,1,3,0,N,9,10
38,1,1,2,1,1,N,9,10
20,1,6,2,1,1,N,1,7
11,1,N,2,1,1,N,N,3
12,6,N,1,1,2,N,N,3
44,1,2,1,3,0,N,8,10
72,1,1,2,1,1,N,1,10
27,1,6,2,1,1,N,5,9
77,1,1,1,1,2,N,4,7
12,1,N,2,1,1,N,N,3
65,1,1,2,1,1,N,5,12
21,1,6,1,1,2,N,2,7
54,1,1,2,1,2,N,7,7
34,1,1,2,1,1,N,0,10
71,2,1,1,1,1,N,4,10
27,1,6,2,1,1,N,6,8
65,1,1,1,1,1,N,6,5
72,9,1,1,1,1,N,8,4
32,1,1,1,1,1,N,9,8
5,1,N,1,1,1,N,N,2
50,1,1,1,1,1,N,6,7
45,1,1,2,1,1,N,9,9
47,1,1,2,1,1,N,7,4
66,1,1,2,1,1,N,3,7
68,1,1,1,1,2,N,7,10
23,1,6,2,1,1,N,1,7
72,2,1,2,1,1,N,8,5
41,1,6,2,1,2,N,2,8
57,1,1,1,1,1,N,8,9
76,1,1,2,1,1,N,4,9
54,1,6,1,1,1,N,2,9
54,1,4,2,1,1,N,8,10
56,1,1,1,1,1,N,9,12
68,1,1,1,1,1,N,7,9
39,1,1,2,1,1,N,8,10
14,1,N,2,1,2,N,N,3
35,1,1,1,1,1,N,5,12
23,1,6,1,1,2,N,3,9
27,1,1,1,1,2,N,1,7
16,1,6,2,1,1,N,0,4
53,1,1,1,1,1,N,0,5
80,1,1,1,1,1,N,7,9
19,1,6,1,1,1,N,0,7
71,8,4,1,1,2,N,8,5
19,8,6,2,1,2,2,2,7
41,1,1,2,1,1,N,6,10
51,1,6,2,1,1,N,7,9
17,1,6,2,3,0,N,2,4
42,1,1,1,1,1,N,0,10
4,1,N,2,1,1,N,N,1
43,1,6,2,2,0,N,9,10
44,1,6,1,1,1,N,5,9
38,1,1,1,1,1,N,7,9
79,1,3,2,1,2,N,0,5
69,1,1,2,1,1,N,0,9
2,1,N,2,1,1,N,N,N
12,1,6,2,1,2,N,N,3
32,1,6,2,1,1,N,4,9
44,1,2,2,1,1,N,0,9
7,6,N,2,1,1,N,7,2
53,6,6,2,1,1,N,7,5
22,1,3,1,1,1,N,5,9
41,1,6,2,1,2,N,0,9
14,1,N,2,1,1,N,N,4
71,1,1,1,1,1,N,8,8
32,1,6,2,1,2,N,9,10
70,1,4,1,1,1,N,6,10
4,1,N,1,1,1,N,N,1
57,1,4,2,1,1,N,9,5
8,1,N,2,1,1,N,8,3
51,1,1,1,1,2,N,6,7
20,1,6,1,1,2,N,1,5
47,1,4,2,1,1,N,8,10
54,1,1,1,1,1,N,4,6
74,1,1,2,1,1,N,5,7
72,2,1,1,1,2,N,7,8
52,1,6,1,1,1,N,7,10
23,1,6,1,1,1,N,2,9
65,1,4,1,1,1,N,6,9
55,1,1,2,1,1,N,6,10
80,1,1,1,1,1,N,7,5
42,6,1,2,1,2,N,9,9
73,1,1,1,1,1,N,2,7
84,1,N,2,1,1,N,7,9
88,1,1,2,1,1,N,4,8
18,1,6,2,1,1,N,1,7
70,1,1,2,1,1,N,4,7
12,6,N,1,1,1,N,N,3
64,1,1,1,1,2,N,6,10
13,6,4,2,1,2,N,N,3
18,1,6,2,1,1,N,0,4
45,1,1,2,1,1,N,9,7
62,1,1,2,1,1,N,6,5
46,1,4,1,1,1,N,5,6
55,1,3,1,1,1,N,2,9
39,1,1,2,1,1,N,0,5
66,1,4,1,1,1,N,5,7
75,1,1,2,1,1,N,2,10
73,1,4,1,1,1,N,4,7
50,1,1,1,1,1,N,6,10
32,6,6,2,1,1,N,7,5
65,1,1,1,1,1,N,9,10
53,9,3,1,1,2,N,2,5
41,1,1,1,1,1,N,4,9
8,1,N,2,1,2,N,N,12
2,6,N,1,1,1,N,9,N
94,1,2,2,3,0,N,7,6
70,1,1,2,1,1,N,7,12
39,1,6,1,1,1,N,8,10
57,1,1,1,1,1,N,3,9
85,1,1,1,1,1,N,9,9
59,1,1,1,1,1,N,6,10
8,9,N,1,1,1,N,3,3
35,6,6,1,1,1,N,9,9
86,1,1,1,1,1,N,0,9
13,6,N,1,1,1,N,N,3
27,1,6,2,1,1,N,2,9
20,1,6,1,1,2,N,1,5
89,1,3,2,1,1,N,8,5
5,6,N,1,1,2,N,N,2
24,1,6,2,3,0,N,3,10
31,1,1,1,1,1,N,8,9
5,6,N,1,1,1,N,N,N
27,6,6,2,1,1,N,1,10
79,1,1,2,1,1,N,0,7
0,1,N,2,1,1,N,N,3
10,1,3,2,1,2,6,N,3
6,2,N,2,1,1,N,N,2
6,1,N,2,1,1,N,4,3
54,1,1,1,1,1,N,8,9
57,1,1,1,1,1,N,9,7
59,1,1,2,1,1,N,9,9
48,6,1,1,1,1,N,3,9
63,1,1,1,1,1,N,5,7
54,1,2,2,1,1,N,7,10
58,1,1,2,1,1,N,2,5
22,6,6,2,1,1,N,2,9
19,1,6,2,1,1,N,1,7
64,1,1,2,1,1,N,2,9
40,1,1,2,1,1,N,0,10
4,1,N,1,1,1,N,N,10
40,1,1,1,1,1,N,6,9
17,1,6,2,1,1,N,1,4
0,1,N,2,1,1,N,N,N
48,1,1,2,1,1,N,9,7
17,1,6,1,1,1,N,1,4
51,1,1,1,1,1,N,9,12
17,1,6,1,1,1,N,2,4
76,1,1,1,1,1,N,9,10
80,1,1,1,1,1,N,3,9
84,1,N,2,1,1,4,0,12
57,1,1,2,1,1,N,9,7
36,1,1,2,1,1,N,4,9
59,1,1,2,1,1,N,7,5
57,1,4,1,3,0,N,5,5
35,1,1,1,1,2,N,9,10
56,1,1,2,1,1,N,8,7
22,6,6,2,1,2,N,6,7
2,1,N,2,1,1,N,N,N
52,1,1,2,1,1,N,2,10
49,1,1,1,1,2,N,7,9
65,1,4,2,1,1,N,4,11
65,1,4,2,1,1,N,5,5
27,1,6,2,1,2,N,7,9
42,1,1,2,1,1,N,8,9
45,2,4,1,3,0,N,9,9
28,2,6,2,1,1,N,6,7
10,1,3,2,1,1,N,N,3
57,1,1,1,1,1,N,8,7
10,1,N,1,1,1,N,N,3
21,1,6,2,2,0,N,1,4
50,1,1,2,1,1,N,8,10
40,8,6,2,1,1,N,4,9
17,1,6,1,1,1,N,1,4
65,1,1,2,1,1,N,1,7
58,1,1,1,1,1,N,3,9
50,1,1,1,1,1,N,9,7
19,8,6,2,1,1,N,1,7
18,1,6,2,1,2,N,8,4
50,1,1,2,1,1,N,2,5
91,1,4,2,1,1,N,3,5
54,1,1,2,1,2,N,3,10
17,1,6,2,1,1,N,0,4
64,1,1,1,1,1,N,8,10
17,1,6,1,1,1,N,1,4
61,1,3,1,3,0,N,7,9
33,1,2,1,1,1,N,6,8
78,1,1,2,1,1,N,6,5
69,1,1,1,1,1,N,2,8
3,1,N,1,1,1,N,6,1
3,1,N,2,1,1,N,N,1
42,1,1,1,1,1,N,7,7
24,6,6,2,1,1,N,7,9
26,9,1,1,1,1,N,4,9
88,1,3,2,1,1,N,5,8
51,1,6,1,3,0,N,9,8
70,1,3,1,1,2,N,2,5
63,1,4,2,1,1,N,3,5
29,1,6,2,3,0,N,3,9
3,1,N,1,1,1,N,N,N
66,1,4,1,1,1,N,8,9
74,1,1,2,1,1,N,5,5
52,1,6,1,1,1,N,6,5
18,1,6,2,1,1,N,1,1
74,1,1,2,1,1,N,2,10
2,1,N,1,1,1,N,N,N
14,1,N,1,1,2,2,N,3
79,1,6,1,2,0,N,7,9
59,1,1,1,1,1,N,9,7
16,1,6,1,1,1,N,0,4
29,1,6,2,1,2,N,3,4
17,1,6,2,1,1,N,0,4
60,6,1,2,1,1,N,6,9
21,1,6,2,1,1,N,1,7
50,1,6,2,1,1,N,7,12
62,1,1,2,1,1,N,7,8
94,1,3,2,1,1,N,6,5
27,1,6,1,1,1,N,5,7
49,1,1,1,1,1,N,9,9
41,1,1,2,1,1,N,4,4
2,1,N,2,1,1,N,N,N
31,1,1,1,1,1,N,2,9
19,6,6,2,1,1,N,1,5
17,1,6,1,1,1,N,1,4
48,1,1,2,1,2,N,9,9
21,6,6,1,3,0,N,5,7
10,1,N,2,1,1,N,N,3
32,1,1,1,1,2,N,9,9
24,1,6,1,1,2,N,5,9
5,1,N,1,1,1,N,N,9
41,1,1,1,1,1,N,9,9
63,1,1,2,1,1,N,7,12
53,6,1,1,1,1,N,6,5
67,1,4,2,1,1,N,2,7
72,1,1,1,1,1,N,1,9
63,1,1,2,1,1,N,1,7
1,1,N,2,1,2,4,N,N
64,1,1,1,1,1,N,8,10
24,2,6,1,1,1,N,5,10
31,1,4,2,1,2,N,8,5
3,1,N,1,1,1,1,N,1
48,1,1,1,1,1,N,9,4
89,2,3,1,1,1,N,6,8
76,1,1,1,1,1,N,8,10
85,1,1,2,1,1,N,3,5
60,1,1,1,1,1,N,6,7
57,1,1,1,1,1,N,9,5
29,1,1,2,1,1,N,3,7
6,9,N,2,1,1,N,N,2
6,1,N,1,1,1,N,4,2
14,1,N,2,1,1,N,N,4
21,1,6,1,3,0,N,1,9
72,1,1,1,1,1,N,2,5
21,6,6,1,1,1,N,1,5
4,1,N,2,1,1,N,N,1
67,1,1,2,1,1,N,3,10
71,1,3,1,3,0,N,9,10
38,6,3,2,1,1,N,7,1
67,1,1,1,1,2,N,4,6
12,1,N,1,1,1,N,N,3
50,1,1,2,1,1,N,7,10
63,1,6,2,1,2,N,6,9
24,1,6,2,1,2,N,7,7
19,1,6,2,1,2,N,0,7
69,1,4,2,1,1,N,3,5
31,1,6,2,1,2,N,8,9
17,1,6,2,3,0,N,1,4
26,1,6,2,1,2,N,7,4
0,1,N,2,1,1,N,N,N
48,6,1,2,1,1,N,3,4
48,1,1,1,1,1,N,5,4
43,1,1,2,1,1,N,8,4
43,1,1,1,1,1,N,2,8
35,1,1,2,1,1,N,0,8
40,1,6,1,1,1,N,9,9
27,6,3,2,1,2,N,1,7
14,2,N,2,1,1,N,N,3
46,1,1,2,1,2,N,2,10
54,1,1,1,1,1,N,9,12
56,6,5,1,1,1,N,9,1
65,1,1,1,1,2,N,5,5
29,1,2,1,1,2,N,8,4
40,1,1,1,1,1,N,8,10
63,1,1,2,1,2,N,3,7
65,1,1,1,1,1,N,5,5
72,1,2,2,1,2,N,2,9
51,1,1,1,1,1,N,4,9
72,2,1,1,1,1,N,8,9
79,1,1,2,1,1,N,2,9
84,1,1,1,1,1,N,3,3
46,1,1,2,1,1,N,8,10
6,1,N,2,1,1,N,N,2
56,1,6,1,1,1,N,2,10
70,1,5,1,1,2,N,8,5
59,1,1,1,1,1,N,8,7
6,1,N,2,1,1,N,6,2
29,1,6,1,1,1,N,6,9
10,1,N,2,1,1,N,N,3
89,1,3,2,1,2,N,6,10
52,1,1,2,1,1,N,5,N
0,9,N,2,1,1,N,N,N
0,1,N,2,1,1,N,8,N
3,6,3,2,1,1,N,N,N
60,1,1,2,1,2,N,2,5
1,1,N,2,1,1,N,N,N
64,1,1,1,1,1,N,9,8
41,1,1,1,1,1,N,4,10
51,1,5,1,1,2,N,7,9
26,1,6,2,1,1,N,5,10
48,1,3,2,1,1,N,5,7
2,1,N,1,1,1,N,N,N
36,1,1,1,1,1,N,8,9
24,9,6,2,1,1,N,3,9
11,1,N,2,1,2,N,N,3
14,1,N,2,1,1,N,N,3
52,1,1,1,1,1,N,9,5
21,1,5,2,1,1,N,2,5
8,1,N,1,1,1,N,N,3
49,1,4,1,2,0,N,6,9
51,2,1,2,1,1,1,7,8
16,6,6,2,1,1,N,1,3
47,1,4,2,1,2,N,8,11
48,1,1,1,1,1,N,6,5
30,1,1,2,1,1,N,8,9
24,6,4,2,1,1,N,7,10
50,1,1,1,1,1,N,9,5
70,1,1,2,1,1,N,6,8
81,1,3,1,1,1,N,0,7
35,1,3,1,1,1,N,0,8
32,1,1,2,1,2,N,2,9
91,9,1,2,1,1,N,3,9
69,1,1,1,1,1,N,6,8
4,1,N,1,1,1,N,N,1
53,1,1,2,1,1,N,6,8
