PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00703,64,2,1,0,6,1,4,1,1,2099.2,5370,9,12,0.0,0,0,N,1,2,2,2,83.60000000000001,128.0
25-01300,64,2,4,0,1,0,2,1,1,1484.8000000000002,3970,15,5,95000.0,3,306,N,2,2,2,2,33.2,25.6
25-02800,50,2,1,0,2,1,3,1,1,3635.2000000000003,290,6,4,20500.0,5,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01000,63,1,1,0,1,0,2,1,1,2406.4,N,N,10,650800.0,5,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01300,65,2,6,0,1,0,4,1,1,1484.8000000000002,N,N,5,134000.0,6,501,N,2,1,2,2,83.60000000000001,25.6
25-01000,56,2,1,0,1,3,5,1,1,2406.4,6870,9,9,123700.0,9,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01000,7,1,N,0,1,2,4,1,1,2406.4,N,N,9,N,N,501,N,2,2,2,2,134.0,128.0
25-01300,15,2,6,0,1,2,4,1,0,1484.8000000000002,N,N,4,0.0,0,N,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,78,2,4,0,1,0,7,1,2,3020.7999999999997,N,N,11,51300.0,8,501,N,2,2,1,2,83.60000000000001,76.80000000000001
25-02800,60,2,1,0,1,0,2,1,1,3635.2000000000003,2970,12,10,0.0,0,0,N,2,2,2,2,134.0,128.0
25-01000,69,1,1,0,1,0,2,1,2,2406.4,6870,9,8,40000.0,5,153,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,36,2,1,0,1,0,N,1,2,3020.7999999999997,7860,11,8,55000.0,6,392,N,2,2,2,2,33.2,25.6
25-01000,28,2,6,0,1,N,N,1,1,2406.4,N,N,8,36100.0,4,501,N,1,2,2,1,33.2,25.6
25-00503,58,2,6,0,6,0,4,1,1,3020.7999999999997,9370,7,8,81300.0,9,501,N,2,2,2,2,33.2,25.6
25-01300,31,2,1,0,2,0,4,3,1,1484.8000000000002,N,N,10,N,N,212,N,2,2,2,2,83.60000000000001,128.0
25-00503,59,1,N,0,1,0,3,2,1,3020.7999999999997,3080,6,9,51600.0,6,501,N,2,2,2,2,33.2,76.80000000000001
25-00703,11,2,N,0,1,2,5,2,1,2713.6,N,N,5,N,N,501,N,2,2,2,2,33.2,76.80000000000001
25-00703,20,2,6,0,1,0,2,1,1,2099.2,9370,2,5,67800.0,2,501,N,2,2,2,2,184.4,179.2
25-00503,55,2,1,0,1,0,2,3,1,3020.7999999999997,8564,15,9,627600.0,9,501,N,2,2,2,2,234.8,230.4
25-01300,46,1,1,0,1,2,4,1,1,1484.8000000000002,8680,14,7,45200.0,9,501,N,2,2,2,2,134.0,179.2
25-00703,31,2,1,0,1,2,4,3,1,2099.2,7390,10,10,8700.0,7,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,12,1,1,0,1,2,4,1,2,3020.7999999999997,N,N,3,N,N,205,N,2,2,2,2,134.0,128.0
25-02800,80,1,1,0,1,0,2,1,0,3635.2000000000003,7860,11,5,15900.0,8,10,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,16,2,6,0,1,1,3,1,2,3020.7999999999997,N,N,4,0.0,0,472,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,39,2,1,0,1,0,N,1,1,3635.2000000000003,8191,12,5,155250.0,7,501,N,2,2,2,2,134.0,128.0
25-00503,49,1,1,0,1,N,N,1,1,3020.7999999999997,8590,14,10,81280.0,4,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,54,2,1,0,1,0,2,1,0,3635.2000000000003,5190,4,5,171920.0,1,N,N,2,2,2,1,83.60000000000001,76.80000000000001
25-02800,62,2,6,0,1,0,N,1,2,3635.2000000000003,4265,12,5,116800.0,2,155,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,72,1,1,0,1,0,3,1,2,2099.2,N,N,12,5000.0,2,104,N,1,2,2,2,33.2,25.6
25-00503,0,1,N,0,1,N,N,1,1,3020.7999999999997,N,N,N,110000.0,8,501,N,2,N,2,2,184.4,179.2
25-01300,12,2,N,0,1,1,3,1,1,1484.8000000000002,N,N,3,N,N,467,N,N,2,2,2,83.60000000000001,25.6
25-01000,47,2,1,0,1,0,2,1,2,2406.4,7860,11,3,393700.0,6,501,N,2,2,2,2,83.60000000000001,128.0
25-01000,9,1,N,0,1,4,6,1,1,2406.4,6970,9,3,40000.0,N,501,N,2,2,2,2,486.8,332.79999999999995
25-00703,14,2,N,0,8,2,4,1,1,2099.2,N,N,3,N,N,501,N,N,2,2,2,83.60000000000001,76.80000000000001
25-01000,28,2,1,0,1,1,3,1,1,2406.4,7860,11,9,30000.0,4,26,N,2,2,2,2,33.2,384.0
25-00503,14,1,N,0,9,2,5,1,1,3020.7999999999997,N,N,3,N,N,501,N,N,2,2,2,83.60000000000001,76.80000000000001
25-00503,68,1,1,0,1,0,2,1,1,3020.7999999999997,6190,4,7,224000.0,4,501,N,2,2,2,2,134.0,128.0
25-00703,60,2,1,0,1,0,2,1,1,2099.2,4980,15,7,34100.0,3,166,N,2,2,1,2,134.0,128.0
25-02800,63,1,3,0,1,0,N,1,1,3635.2000000000003,5275,16,5,167250.0,2,501,N,2,2,2,2,33.2,25.6
25-00703,45,1,1,0,1,0,N,1,1,2099.2,7380,10,10,105020.0,3,490,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,22,2,6,0,1,0,N,1,2,3635.2000000000003,5391,12,7,N,N,471,N,2,2,2,2,33.2,25.6
25-02800,13,2,N,0,6,2,4,1,1,3635.2000000000003,8680,14,3,N,N,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,71,2,1,0,1,0,2,1,1,3020.7999999999997,N,N,1,70000.0,7,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,42,1,1,0,6,0,N,1,1,2099.2,9290,12,9,0.0,0,501,N,2,2,2,2,33.2,25.6
25-02800,77,2,4,0,9,0,N,1,1,3635.2000000000003,N,N,10,3000.0,1,55,N,2,2,2,2,285.2,281.6
25-02800,50,1,1,0,6,0,3,1,1,3635.2000000000003,9780,10,11,0.0,0,83,N,2,2,2,2,134.0,76.80000000000001
25-01300,39,1,6,0,1,2,4,1,1,1484.8000000000002,770,3,9,45000.0,8,199,N,2,2,2,2,83.60000000000001,128.0
25-02800,5,2,N,0,6,0,5,3,1,3635.2000000000003,N,N,7,N,N,228,N,1,2,2,2,83.60000000000001,76.80000000000001
25-00703,46,1,1,0,6,3,5,1,1,2099.2,4680,15,10,213100.0,3,501,3,2,2,2,2,83.60000000000001,76.80000000000001
25-01000,7,1,N,0,1,0,5,1,1,2406.4,N,N,3,N,N,228,N,N,2,2,2,83.60000000000001,76.80000000000001
25-01300,21,2,6,0,1,0,N,3,1,1484.8000000000002,6170,12,8,63800.0,1,501,N,2,2,2,2,33.2,25.6
25-00703,5,1,N,0,1,2,5,1,1,2099.2,7860,11,5,N,N,501,N,2,2,2,2,33.2,76.80000000000001
25-02800,41,2,1,0,1,2,4,1,1,3635.2000000000003,4971,6,3,12000.0,5,501,N,2,2,2,2,184.4,76.80000000000001
25-00503,46,2,N,0,1,0,4,1,1,3020.7999999999997,7890,12,10,116800.0,9,501,N,2,2,2,2,33.2,76.80000000000001
25-00703,42,2,1,0,1,2,5,1,2,2099.2,9590,15,8,55210.0,6,140,N,2,2,2,2,134.0,128.0
25-01300,77,1,2,0,1,0,2,1,1,1484.8000000000002,6991,12,10,120000.0,6,309,N,2,2,2,2,33.2,25.6
25-01000,5,2,N,0,1,2,4,1,2,2406.4,N,N,12,34900.0,7,481,N,2,2,2,2,134.0,128.0
25-00503,88,2,6,0,1,0,N,1,1,3020.7999999999997,N,N,5,121700.0,3,214,N,2,1,2,2,83.60000000000001,76.80000000000001
25-01300,75,1,1,0,1,1,6,1,1,1484.8000000000002,N,N,10,3000.0,5,501,N,2,2,2,2,134.0,128.0
25-00703,32,1,6,0,1,2,4,1,1,2099.2,9590,15,9,456000.0,6,501,N,2,2,2,2,134.0,76.80000000000001
25-00703,42,1,1,0,1,2,4,1,2,2099.2,6870,9,5,110010.0,2,460,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,49,2,1,0,1,0,N,1,1,3020.7999999999997,8370,13,10,126800.0,9,501,N,2,2,2,2,33.2,76.80000000000001
25-02800,57,2,1,0,1,0,N,1,1,3635.2000000000003,6190,12,5,139800.0,7,454,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,12,2,1,0,1,1,3,1,1,3020.7999999999997,N,N,3,N,N,501,N,2,2,2,2,33.2,25.6
25-02800,22,1,6,0,1,0,N,1,1,3635.2000000000003,8191,12,7,65500.0,1,441,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,94,2,3,0,1,0,2,1,1,2099.2,N,N,11,11300.0,3,501,N,2,1,2,2,83.60000000000001,128.0
25-00503,10,2,6,0,1,2,4,2,2,3020.7999999999997,8191,12,3,178400.0,9,501,N,1,2,2,2,83.60000000000001,25.6
25-01000,51,2,6,0,1,0,5,1,1,2406.4,7270,4,5,229500.0,7,501,N,2,2,2,2,134.0,128.0
25-00503,55,2,1,0,1,0,3,1,1,3020.7999999999997,7460,10,12,144000.0,4,143,N,2,2,2,2,234.8,230.4
25-00503,36,2,1,0,1,2,4,1,1,3020.7999999999997,8191,12,9,27080.0,3,501,N,2,2,2,2,335.59999999999997,230.4
25-01300,17,2,6,0,1,1,3,1,1,1484.8000000000002,6870,9,5,90100.0,1,236,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,75,2,1,0,1,0,2,1,1,2099.2,N,N,7,0.0,0,108,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,42,2,4,0,1,0,N,1,1,2099.2,N,N,8,173400.0,2,226,N,2,2,2,2,33.2,128.0
25-01300,65,2,1,0,1,4,6,1,0,1484.8000000000002,7290,10,10,224000.0,2,470,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01000,63,1,4,0,1,0,2,1,2,2406.4,3390,4,N,110000.0,8,501,N,2,2,2,2,386.0,25.6
25-02800,73,1,2,2,1,0,5,1,1,3635.2000000000003,N,N,9,162650.0,4,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,2,2,4,0,1,1,6,1,1,2099.2,N,N,N,56540.0,9,501,N,2,N,1,2,234.8,179.2
25-02800,47,1,3,0,1,0,4,1,1,3635.2000000000003,770,3,10,100600.0,3,501,N,2,2,2,2,83.60000000000001,128.0
25-00703,22,2,6,0,1,0,2,1,1,2099.2,8470,13,9,16220.0,1,240,5,2,2,2,2,83.60000000000001,25.6
25-00703,61,1,1,0,1,0,N,1,2,2099.2,370,7,9,63800.0,6,112,N,2,2,2,2,134.0,76.80000000000001
25-00503,6,2,N,0,1,0,N,1,1,3020.7999999999997,7870,11,2,N,N,140,N,2,2,2,2,386.0,128.0
25-00703,8,2,N,0,1,2,4,1,0,2099.2,N,N,3,121700.0,1,N,N,2,2,2,2,83.60000000000001,128.0
25-02800,30,1,2,0,1,0,3,1,2,3635.2000000000003,9470,16,9,84140.0,2,316,N,2,2,2,2,184.4,179.2
25-00503,57,1,1,4,1,0,N,1,1,3020.7999999999997,5275,14,2,140000.0,7,501,N,2,2,2,2,33.2,76.80000000000001
25-00503,60,1,1,0,6,0,N,1,1,3020.7999999999997,9470,5,7,790.0,6,501,N,2,2,2,2,184.4,25.6
25-00703,65,1,1,4,1,0,2,1,1,2099.2,5090,8,12,0.0,0,309,N,1,2,2,2,134.0,128.0
25-01300,41,1,4,0,1,0,2,1,1,1484.8000000000002,4971,6,9,65000.0,7,501,N,2,2,1,2,33.2,25.6
25-02800,31,2,1,0,1,0,N,1,1,3635.2000000000003,7390,10,1,450.0,5,232,N,2,2,2,2,134.0,179.2
25-02800,14,2,N,4,1,3,5,1,1,3635.2000000000003,6970,9,3,N,N,501,N,2,2,2,2,33.2,25.6
25-00703,58,1,4,0,1,0,N,1,1,2099.2,8370,13,7,172400.0,1,501,N,2,N,2,2,134.0,128.0
25-02800,55,2,1,0,1,0,2,1,1,3635.2000000000003,7860,11,9,17400.0,8,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00503,19,1,6,0,6,2,4,3,1,3020.7999999999997,8470,9,7,107600.0,1,93,N,2,2,2,2,33.2,76.80000000000001
25-02800,22,1,6,0,1,0,2,1,1,3635.2000000000003,7290,10,9,168000.0,3,56,N,2,2,2,2,33.2,25.6
25-01000,20,2,6,0,1,0,N,3,2,2406.4,2490,8,7,0.0,0,68,N,2,2,2,2,83.60000000000001,128.0
25-01000,12,1,N,0,6,2,4,1,2,2406.4,N,N,3,N,N,106,N,2,2,2,2,33.2,25.6
25-00703,61,1,3,0,1,0,2,1,1,2099.2,N,N,9,118300.0,9,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,16,2,6,0,1,1,3,1,0,2099.2,N,N,4,0.0,0,N,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,35,2,6,0,1,0,N,1,1,3635.2000000000003,8780,15,7,2000.0,9,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,10,2,N,0,1,2,4,1,2,3635.2000000000003,N,N,5,N,N,497,N,2,2,2,2,134.0,76.80000000000001
25-02800,35,1,1,0,8,0,N,1,2,3635.2000000000003,5070,1,11,110000.0,2,304,N,2,2,2,2,33.2,76.80000000000001
25-00503,3,1,N,0,2,2,4,1,0,3020.7999999999997,N,N,1,N,N,325,N,2,N,2,2,134.0,128.0
25-00703,34,2,6,0,1,1,4,1,1,2099.2,N,N,9,20000.0,3,435,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01000,30,2,6,0,1,0,2,1,1,2406.4,7870,11,7,11100.0,9,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01300,46,1,6,1,1,1,4,1,1,1484.8000000000002,8170,4,7,55000.0,6,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,70,2,6,0,1,0,2,1,2,2099.2,8680,14,7,56400.0,3,48,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01300,18,1,6,0,6,0,2,1,2,1484.8000000000002,3490,7,8,20.0,1,356,N,2,2,2,2,83.60000000000001,25.6
25-01300,14,2,N,0,6,1,4,1,1,1484.8000000000002,N,N,3,N,N,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,66,2,4,0,1,0,2,1,1,2099.2,4795,10,12,243300.0,8,501,N,2,2,2,2,134.0,128.0
25-01300,21,1,6,0,1,0,2,1,1,1484.8000000000002,8680,14,8,30000.0,4,65,N,2,2,2,2,134.0,76.80000000000001
25-00503,81,2,3,0,1,2,4,2,1,3020.7999999999997,N,N,5,196400.0,8,501,N,2,2,2,1,83.60000000000001,76.80000000000001
25-01000,64,2,1,0,1,0,2,1,2,2406.4,1880,12,7,12700.0,6,161,N,2,2,2,2,83.60000000000001,76.80000000000001
25-02800,77,1,1,0,1,0,N,1,1,3635.2000000000003,7390,10,11,16180.0,4,501,N,2,1,2,2,33.2,384.0
25-01300,35,2,2,0,1,1,4,1,1,1484.8000000000002,7970,12,7,161200.0,9,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-00703,39,1,6,0,1,2,4,1,1,2099.2,6870,9,9,90000.0,8,501,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01300,11,2,N,0,1,4,6,1,2,1484.8000000000002,N,N,3,N,N,302,N,2,2,2,2,83.60000000000001,76.80000000000001
25-01300,89,2,4,0,1,0,4,1,1,1484.8000000000002,N,N,5,69010.0,3,501,N,2,2,2,1,33.2,25.6
25-00703,51,2,6,0,1,0,3,1,0,2099.2,6970,9,10,30000.0,4,230,N,2,2,2,2,134.0,128.0
25-00703,14,1,N,0,1,2,4,1,1,2099.2,N,N,7,N,N,47,N,2,2,2,2,33.2,25.6
25-00503,33,2,1,0,1,0,2,1,1,3020.7999999999997,8563,4,9,70000.0,8,501,N,2,2,2,2,83.60000000000001,76.80000000000001
