,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
47,25-01000,38,2,N,0,1,3,6,1,2,2406.4,N,3,N,N,501,N,2,N,2,2
48,25-02800,77,2,N,0,1,2,4,1,1,2099.2,N,3,N,N,306,N,2,2,2,2
49,25-00503,81,2,6,0,1,2,4,1,1,3020.7999999999997,14,9,175000.0,7,494,N,2,2,2,2
50,25-01000,53,1,1,0,1,3,6,1,1,2406.4,10,10,85000.0,8,398,N,2,2,2,2
51,25-01000,20,2,1,0,1,0,2,1,1,2406.4,2,4,21500.0,0,412,N,2,2,2,2
52,25-02800,70,1,1,0,1,0,3,1,1,3635.2000000000003,14,9,627500.0,8,501,N,2,2,2,2
53,25-02800,80,1,4,0,1,4,N,1,1,3635.2000000000003,10,7,73000.0,4,228,N,2,2,2,2
54,25-00703,28,1,6,0,1,0,N,1,1,2099.2,N,5,171400.0,2,501,N,2,2,2,2
55,25-01300,1,1,1,0,1,2,4,1,2,1484.8000000000002,N,7,0.0,0,4,N,2,2,2,2
56,25-01000,77,1,5,0,1,3,5,1,1,2406.4,N,3,N,N,368,N,2,2,2,2
57,25-01000,5,2,N,0,1,1,3,1,1,2406.4,N,7,N,N,501,N,2,2,2,2
58,25-00703,71,2,6,0,1,0,N,1,1,2099.2,13,8,17500.0,7,489,N,2,2,2,2
59,25-00703,28,2,N,0,1,3,5,1,1,2099.2,N,7,N,N,501,N,N,1,2,2
60,25-02800,43,1,1,0,2,1,3,1,1,3635.2000000000003,10,9,97900.0,5,73,N,2,2,2,2
61,25-00703,65,1,1,0,1,0,6,3,0,2099.2,N,10,0.0,0,N,N,2,2,2,2
62,25-02800,9,2,1,0,1,0,5,1,1,3635.2000000000003,N,7,0.0,0,501,N,1,N,2,2
63,25-01000,29,1,1,0,1,0,6,1,1,2406.4,14,9,89000.0,7,501,N,2,2,2,2
64,25-00703,15,2,6,0,1,0,N,1,1,2099.2,N,7,0.0,0,166,N,2,2,2,2
65,25-00503,56,2,6,0,2,0,2,1,1,3020.7999999999997,11,7,115000.0,5,501,N,2,2,2,2
66,25-01000,86,2,6,0,1,2,4,1,1,2406.4,6,4,132000.0,2,252,N,2,1,2,2
67,25-02800,29,2,1,0,1,0,2,1,1,3635.2000000000003,N,5,78020.0,2,239,N,2,N,2,2
68,25-00703,71,1,6,0,2,2,4,1,1,2099.2,10,5,18400.0,7,309,N,2,2,2,2
69,25-02800,57,1,1,0,6,0,3,1,2,3635.2000000000003,3,10,46300.0,7,252,N,2,2,2,2
70,25-01300,56,1,1,0,1,0,2,1,1,1484.8000000000002,12,7,12000.0,9,501,N,2,2,2,2
71,25-01300,67,2,1,0,1,0,2,1,2,1484.8000000000002,6,7,56110.0,6,501,N,2,2,2,2
72,25-00503,71,1,N,0,1,1,3,1,1,3020.7999999999997,N,1,N,N,501,N,2,2,2,2
73,25-01000,8,2,1,0,1,0,2,1,0,2406.4,14,3,52600.0,2,139,N,2,2,2,2
74,25-02800,18,2,1,0,1,0,2,1,1,3635.2000000000003,6,4,215000.0,4,501,N,2,2,2,2
75,25-01000,3,1,1,0,1,0,2,3,0,2406.4,N,5,97100.0,2,N,N,2,2,2,2
76,25-01300,76,2,6,0,1,0,6,1,2,1484.8000000000002,6,5,167250.0,3,297,N,2,2,2,2
77,25-00503,18,2,1,0,1,0,2,1,2,3020.7999999999997,14,9,14400.0,2,27,N,2,2,2,2
78,25-00703,91,2,N,0,6,1,4,1,1,2099.2,N,3,N,N,452,N,2,2,2,1
79,25-00703,54,2,1,0,1,2,4,1,1,2099.2,12,9,16000.0,8,501,N,2,2,2,2
80,25-01300,24,2,N,0,1,1,3,1,2,1484.8000000000002,N,5,N,N,78,N,2,2,2,1
81,25-00703,64,2,N,0,1,2,3,1,1,2099.2,N,7,N,N,207,N,2,2,2,2
82,25-00503,81,1,1,0,2,0,2,1,1,3020.7999999999997,11,9,378000.0,8,501,N,2,2,2,2
83,25-00503,57,2,1,0,1,0,4,1,1,3020.7999999999997,4,N,419500.0,7,501,N,2,2,2,2
84,25-00703,45,2,1,0,2,3,6,1,2,2099.2,11,5,7800.0,5,280,N,2,2,2,2
85,25-01000,23,2,N,0,1,2,4,1,1,2406.4,N,3,N,N,501,N,2,2,2,2
86,25-01000,4,1,3,0,1,0,N,1,1,2406.4,N,2,470200.0,9,501,N,N,N,2,1
87,25-00503,26,1,1,0,1,3,5,1,1,3020.7999999999997,4,5,9600.0,3,501,N,2,2,2,2
88,25-01300,46,1,1,0,1,0,3,1,1,1484.8000000000002,6,10,74120.0,5,501,N,2,2,2,2
89,25-01300,81,2,2,0,1,0,N,1,1,1484.8000000000002,10,9,8250.0,9,501,N,2,2,2,2
90,25-02800,53,2,6,0,1,1,3,1,2,3635.2000000000003,9,4,51400.0,1,288,N,2,2,2,2
91,25-00503,49,2,1,1,1,2,4,1,2,3020.7999999999997,10,5,90400.0,2,501,N,2,2,2,2
92,25-02800,79,1,6,0,1,0,N,1,1,3635.2000000000003,N,9,61500.0,2,501,N,2,2,2,2
93,25-00703,83,2,1,0,1,2,4,1,1,2099.2,9,10,195000.0,6,434,2,2,2,2,2
94,25-01000,37,2,6,0,1,1,3,3,0,2406.4,N,N,1600.0,3,N,N,2,2,2,2
95,25-01300,25,1,6,0,1,0,4,1,1,1484.8000000000002,12,8,N,4,145,N,2,2,2,2
96,25-01000,83,2,1,0,1,0,3,1,2,2406.4,N,10,0.0,0,254,N,N,2,2,2
97,25-00703,60,1,6,0,6,1,3,1,1,2099.2,14,5,68800.0,1,298,N,2,2,2,2
98,25-00503,15,1,6,0,1,0,N,1,1,3020.7999999999997,9,9,21300.0,2,501,3,2,2,2,2
99,25-01000,20,1,1,0,1,0,2,1,1,2406.4,10,9,118300.0,9,501,N,2,2,2,2
100,25-00703,15,1,6,0,6,0,2,1,1,2099.2,3,10,85120.0,3,114,N,2,2,2,2
101,25-02800,31,1,1,0,1,2,4,1,1,3635.2000000000003,12,9,13100.0,4,314,N,2,2,2,2
102,25-00703,7,2,1,0,1,0,2,1,1,2099.2,12,7,117000.0,1,501,N,2,2,2,2
103,25-01000,52,1,1,0,1,0,2,1,1,2406.4,7,12,4200.0,9,501,N,2,2,2,2
104,25-02800,75,1,6,0,9,0,N,1,1,3635.2000000000003,12,10,124000.0,7,501,N,2,2,2,2
105,25-00503,77,2,N,4,1,1,6,1,2,3020.7999999999997,N,8,N,N,501,N,2,2,2,2
106,25-00703,78,1,1,0,1,1,3,1,2,2099.2,10,9,51010.0,8,120,N,2,2,2,2
107,25-00703,9,2,1,0,8,1,3,1,2,2099.2,12,11,20000.0,8,501,N,2,2,2,2
108,25-00503,20,1,1,3,1,0,2,1,1,3020.7999999999997,10,5,105020.0,5,18,N,2,2,2,2
109,25-00703,25,1,6,0,1,0,4,1,0,2099.2,N,7,0.0,0,N,N,2,2,2,2
110,25-00703,69,1,6,0,6,N,N,1,1,2099.2,14,3,49250.0,1,501,N,1,2,2,2
111,25-00703,35,1,1,0,1,2,4,1,1,2099.2,N,9,5000.0,2,7,N,2,2,2,2
112,25-00503,61,2,3,3,1,N,N,1,1,3020.7999999999997,4,9,85020.0,7,501,N,2,2,2,2
113,25-00503,76,1,1,0,1,0,2,1,1,3020.7999999999997,11,10,61000.0,5,148,N,2,2,2,2
114,25-02800,68,1,1,1,1,2,4,1,1,3635.2000000000003,10,10,28090.0,5,12,N,2,2,2,2
115,25-00703,86,1,N,0,6,2,4,1,2,2099.2,N,3,N,N,501,N,2,2,2,1
116,25-01300,38,2,6,0,1,0,N,1,1,1484.8000000000002,6,5,77100.0,2,501,N,2,2,2,2
117,25-00703,39,2,1,0,1,0,2,1,1,2099.2,9,9,61060.0,6,501,N,2,1,2,2
118,25-00703,67,1,N,0,1,2,3,1,2,2099.2,N,2,N,N,501,N,2,N,2,2
119,25-01300,51,1,1,0,1,0,2,1,1,1484.8000000000002,N,10,81800.0,9,501,N,2,2,2,2
120,25-02800,50,2,1,0,1,0,2,1,1,3635.2000000000003,12,12,100900.0,8,501,N,2,2,2,2
121,25-00503,54,2,1,0,1,2,4,1,1,3020.7999999999997,N,12,2400.0,9,501,N,1,2,2,2
122,25-00703,45,2,4,2,1,0,N,1,1,2099.2,1,N,80800.0,9,501,N,2,2,2,2
123,25-00503,23,2,6,0,1,N,N,1,2,3020.7999999999997,4,5,57500.0,1,252,N,2,2,2,2
124,25-00703,75,2,4,0,1,0,9,1,1,2099.2,N,5,0.0,0,501,N,2,2,2,2
125,25-00703,63,2,6,0,1,0,2,1,1,2099.2,7,9,8980.0,3,492,N,2,2,2,2
126,25-00503,77,2,1,0,1,0,2,1,1,3020.7999999999997,11,8,200300.0,5,206,N,2,2,2,2
127,25-01000,15,1,6,0,1,N,N,1,1,2406.4,3,10,88000.0,6,105,N,2,2,2,2
128,25-01000,45,2,3,0,1,0,2,1,2,2406.4,14,9,76170.0,3,106,N,2,2,2,2
129,25-01300,41,1,N,0,1,2,4,1,1,1484.8000000000002,N,3,N,N,501,N,2,2,2,2
130,25-00503,80,2,4,0,6,0,N,1,1,3020.7999999999997,10,10,377700.0,9,501,N,2,2,2,2
131,25-02800,23,1,1,0,8,0,4,1,2,3635.2000000000003,N,5,18700.0,5,356,N,2,2,2,2
132,25-00703,82,1,6,0,1,0,2,1,2,2099.2,10,7,450000.0,3,501,N,2,2,2,2
133,25-01300,73,1,6,1,6,0,N,1,2,1484.8000000000002,9,7,96300.0,1,107,2,2,2,2,2
134,25-01300,74,2,1,0,6,2,4,1,2,1484.8000000000002,N,7,0.0,0,179,N,2,2,2,2
135,25-00503,94,1,4,3,1,0,N,1,1,3020.7999999999997,N,9,1900.0,8,501,N,2,2,2,2
136,25-01300,28,2,N,0,1,2,4,1,1,1484.8000000000002,N,3,N,N,266,N,2,N,2,2
137,25-00703,8,1,6,0,1,0,3,1,1,2099.2,16,9,99400.0,3,501,N,2,2,2,2
138,25-02800,37,1,6,0,1,N,N,1,2,3635.2000000000003,9,7,43500.0,1,51,N,2,2,2,2
139,25-00503,67,2,3,0,1,0,N,1,1,3020.7999999999997,14,10,44100.0,7,501,N,2,2,2,2
140,25-01300,69,2,6,0,1,0,N,1,1,1484.8000000000002,8,7,0.0,0,501,N,2,2,2,2
141,25-00703,23,1,1,0,1,0,2,1,2,2099.2,N,10,0.0,0,105,N,2,N,2,2
142,25-00703,21,2,N,0,1,2,4,1,1,2099.2,N,3,N,N,501,N,2,2,1,2
143,25-00703,56,2,1,0,6,2,4,1,1,2099.2,9,5,39400.0,2,501,N,2,2,2,2
144,25-02800,90,1,N,0,1,3,5,1,1,3635.2000000000003,N,3,N,N,501,N,2,2,2,2
145,25-01000,87,1,1,0,1,3,6,1,1,2406.4,6,5,31900.0,5,43,N,2,2,2,2
146,25-00703,8,1,4,0,1,0,N,1,1,2713.6,3,7,155300.0,6,501,N,2,2,2,2
147,25-02800,58,1,6,0,1,0,N,1,1,3635.2000000000003,11,12,96700.0,8,501,N,2,2,2,2
148,25-01300,7,2,4,0,1,0,N,1,2,1484.8000000000002,13,9,12400.0,8,501,N,2,2,2,2
149,25-02800,6,2,1,0,1,N,5,1,1,3635.2000000000003,11,9,N,7,501,N,2,2,2,2
150,25-00503,70,2,6,0,2,0,3,3,0,3020.7999999999997,10,7,255000.0,1,N,N,2,2,2,2
151,25-00703,37,1,1,0,5,1,3,1,1,2099.2,16,10,78300.0,9,501,N,2,2,2,2
152,25-02800,22,2,6,0,6,4,N,1,1,2099.2,4,7,233130.0,1,69,N,2,2,2,2
153,25-02800,35,2,1,0,1,2,4,1,1,3635.2000000000003,14,10,13900.0,3,501,N,2,2,2,1
154,25-01000,21,2,6,0,1,0,4,1,2,2406.4,10,9,9400.0,8,72,N,2,2,2,2
155,25-01300,61,2,6,0,1,1,3,1,1,1484.8000000000002,N,N,16000.0,7,501,N,2,2,2,2
156,25-00503,67,1,1,0,1,0,2,1,1,3020.7999999999997,16,10,29200.0,9,501,N,2,2,2,2
157,25-00703,40,2,6,0,1,0,N,3,2,2099.2,12,4,74350.0,1,426,N,2,2,2,2
158,25-01000,3,2,1,0,1,N,5,1,1,2406.4,10,1,33300.0,9,501,N,2,2,2,2
159,25-00503,15,2,1,0,1,0,2,1,1,3020.7999999999997,4,5,57300.0,3,501,N,2,2,2,2
160,25-00503,27,1,1,0,1,2,4,1,1,3020.7999999999997,14,5,68900.0,7,501,N,2,2,2,2
161,25-00703,27,2,6,0,1,0,N,1,2,2099.2,9,7,760.0,1,142,N,2,2,2,2
162,25-02800,30,1,6,0,1,0,N,1,2,3635.2000000000003,10,5,29100.0,1,12,N,2,2,2,2
163,25-00503,34,1,1,0,1,3,5,1,1,3020.7999999999997,11,9,31200.0,6,501,N,2,2,2,2
164,25-00503,62,1,N,0,1,1,3,1,2,3020.7999999999997,N,1,N,N,501,N,2,2,2,2
165,25-00703,1,2,3,0,1,N,N,1,1,2099.2,6,10,627500.0,4,501,N,2,2,2,2
166,25-01300,7,2,1,0,1,0,6,1,1,1484.8000000000002,10,5,156030.0,2,52,N,2,2,2,2
167,25-01300,78,1,6,0,1,0,9,1,1,1484.8000000000002,N,4,16220.0,6,340,N,2,2,2,2
168,25-01300,10,2,1,0,1,0,2,1,0,1484.8000000000002,N,4,142700.0,2,N,N,2,2,2,2
169,25-01300,56,1,N,0,6,2,4,1,1,1484.8000000000002,N,N,N,N,501,N,2,2,2,2
170,25-00703,73,1,1,0,1,2,4,1,2,2099.2,16,7,230000.0,3,208,N,2,2,2,2
171,25-00703,40,2,1,0,1,3,6,3,0,2099.2,6,7,31700.0,1,426,N,2,1,2,1
172,25-00503,20,2,1,0,1,0,2,1,1,3020.7999999999997,17,10,40040.0,6,473,N,2,2,2,2
173,25-01000,68,2,1,0,1,0,4,1,1,2406.4,6,9,760.0,3,501,N,2,2,2,2
174,25-00503,45,1,N,0,1,4,6,1,1,3020.7999999999997,N,3,N,N,318,N,2,N,2,2
175,25-00703,26,1,1,0,1,0,2,1,1,2099.2,9,5,393700.0,2,3,1,2,2,2,2
176,25-00503,6,2,1,0,1,1,4,1,1,3020.7999999999997,7,8,6020.0,6,314,N,2,2,2,2
177,25-00703,74,1,1,0,1,0,2,1,1,2099.2,9,7,249300.0,6,361,N,2,2,2,2
178,25-00703,32,1,1,0,1,1,3,1,2,2099.2,10,9,34200.0,4,291,N,2,2,2,2
179,25-00503,68,1,1,0,1,0,2,1,2,3020.7999999999997,10,4,52700.0,1,263,N,2,2,2,2
180,25-00503,29,2,6,0,1,1,3,1,1,3020.7999999999997,11,7,181700.0,7,501,N,2,2,2,2
181,25-02800,17,1,1,0,6,0,2,1,1,1792.0,4,9,249300.0,8,501,N,2,2,2,2
182,25-01300,74,1,2,0,1,0,N,1,1,1484.8000000000002,N,7,177500.0,2,424,N,2,2,2,2
183,25-00703,39,2,1,0,1,0,2,1,2,2099.2,10,8,56200.0,4,332,N,2,2,2,2
184,25-01000,28,2,N,0,1,1,3,1,1,2406.4,N,3,N,N,501,N,2,N,2,2
185,25-01000,89,1,6,0,1,N,N,1,2,2406.4,17,5,0.0,0,418,N,2,2,2,2
186,25-01300,18,2,1,0,1,2,4,1,1,1484.8000000000002,12,9,720.0,9,501,N,2,2,2,2
187,25-00503,35,2,1,0,1,0,2,1,1,3020.7999999999997,10,2,41600.0,9,501,N,2,2,2,2
188,25-01300,46,1,1,0,1,0,2,1,1,1484.8000000000002,14,10,48200.0,4,241,N,2,2,2,2
189,25-00703,47,2,4,0,1,N,N,1,1,2099.2,10,10,31000.0,9,501,N,2,2,2,2
190,25-00503,12,1,6,0,1,0,N,1,1,3020.7999999999997,N,7,87400.0,1,394,N,2,2,2,2
191,25-00703,71,1,6,0,1,0,N,3,0,2099.2,17,4,0.0,0,N,N,2,2,2,2
192,25-02800,75,2,N,0,6,N,5,1,1,3635.2000000000003,N,11,N,N,501,N,1,2,2,2
193,25-01000,49,1,N,4,1,2,4,1,1,2406.4,N,3,N,N,501,N,2,2,2,2
194,25-00503,58,2,4,0,1,0,N,1,1,3020.7999999999997,4,5,271000.0,3,501,N,2,2,2,2
195,25-01300,30,1,1,0,2,3,6,1,1,1484.8000000000002,10,7,31900.0,4,501,N,2,2,2,2
196,25-01300,77,1,1,0,1,2,4,1,2,1484.8000000000002,N,7,64020.0,0,222,N,2,N,2,2
197,25-00703,19,2,4,0,1,1,N,1,1,2099.2,11,5,9950.0,6,501,N,2,2,2,2
198,25-01300,80,2,N,0,1,N,5,1,1,1484.8000000000002,N,6,N,N,501,N,2,2,2,2
199,25-01000,57,2,N,0,1,2,4,1,1,2406.4,N,3,N,N,501,N,2,2,2,2
200,25-00703,85,2,1,0,6,0,3,1,1,2099.2,10,9,45800.0,3,129,N,2,2,2,2
201,25-00703,64,1,1,0,1,2,4,1,1,2099.2,14,10,16400.0,8,501,N,2,2,2,2
202,25-02800,19,2,1,1,1,2,4,1,2,3635.2000000000003,9,5,66300.0,6,501,N,2,2,2,2
203,25-01000,35,2,N,0,1,1,4,1,2,2406.4,N,N,N,N,501,N,2,2,2,2
204,25-02800,17,2,3,0,1,N,N,1,1,3635.2000000000003,6,9,22200.0,3,267,N,2,2,2,2
205,25-01300,8,2,1,0,1,2,4,1,1,1484.8000000000002,12,7,3700.0,7,501,N,2,2,2,2
206,25-01000,56,1,1,0,1,0,4,1,1,2406.4,N,10,243500.0,9,501,N,1,2,2,2
207,25-00703,38,1,1,0,1,0,3,1,1,2099.2,11,10,25500.0,7,501,N,2,2,2,2
208,25-01000,7,1,6,0,1,N,N,3,0,2406.4,9,7,455000.0,2,N,N,2,2,2,2
209,25-01300,23,1,6,0,1,2,4,1,1,1484.8000000000002,6,5,132000.0,6,501,N,2,2,2,2
210,25-01000,69,1,1,0,1,0,3,3,1,2406.4,N,5,0.0,0,N,N,2,1,2,2
211,25-00703,1,2,4,0,1,0,N,1,2,2099.2,9,9,378100.0,7,501,N,2,2,2,1
212,25-00703,94,1,1,0,8,0,2,1,2,2099.2,16,5,194000.0,7,476,N,2,2,2,2
213,25-02800,23,1,N,0,1,2,4,1,2,3635.2000000000003,N,3,N,N,402,N,2,2,2,2
214,25-00703,90,2,1,0,1,0,6,1,1,2099.2,9,10,7990.0,8,501,5,1,2,2,2
215,25-00703,42,1,6,0,1,2,4,1,1,2099.2,10,9,55200.0,7,501,N,2,2,2,2
216,25-00703,39,2,4,0,1,1,N,1,1,2099.2,4,5,68600.0,3,501,N,2,2,2,2
217,25-01000,86,1,1,0,1,2,4,1,1,2406.4,10,1,55200.0,8,501,N,2,2,2,2
218,25-00503,89,2,3,0,1,0,N,1,1,3020.7999999999997,11,4,80800.0,1,295,N,2,2,2,2
219,25-00703,58,2,1,0,1,0,2,1,1,2099.2,N,5,58200.0,2,144,N,2,2,2,2
220,25-01000,73,1,1,0,1,0,5,1,2,2406.4,N,4,74120.0,8,501,N,2,2,2,2
221,25-00703,30,2,1,0,1,0,2,1,1,2099.2,15,10,153700.0,5,501,N,2,2,2,2
222,25-00703,40,1,3,0,1,0,N,2,0,2099.2,N,7,0.0,0,216,N,2,2,2,2
223,25-02800,40,2,6,0,6,N,N,3,2,3635.2000000000003,14,7,87200.0,1,426,N,1,2,2,2
224,25-01000,58,1,2,0,1,0,2,3,0,2406.4,N,5,0.0,0,N,N,2,1,2,2
225,25-01300,7,2,6,0,1,0,2,1,1,1484.8000000000002,6,9,33600.0,8,234,N,2,2,2,1
226,25-01300,48,2,6,0,1,1,2,1,2,1484.8000000000002,6,8,167500.0,5,480,N,2,2,2,2
227,25-00703,74,1,6,0,1,1,3,1,1,3942.4,3,5,94000.0,3,501,N,2,2,2,2
228,25-02800,67,2,1,0,3,0,2,1,1,3635.2000000000003,12,5,560.0,6,501,N,2,2,2,2
229,25-02800,57,1,1,0,1,0,2,1,1,3635.2000000000003,14,5,80800.0,4,501,N,2,2,2,2
230,25-02800,24,1,1,0,1,0,2,1,1,3635.2000000000003,10,5,265100.0,1,501,N,2,2,2,2
231,25-02800,37,2,6,0,1,0,3,1,1,3635.2000000000003,9,5,180250.0,1,309,N,2,2,2,2
232,25-02800,89,2,1,0,1,3,6,1,1,3635.2000000000003,16,9,90010.0,8,501,N,2,2,2,2
233,25-01300,26,2,6,0,1,0,N,3,0,1484.8000000000002,12,7,47010.0,1,N,N,2,2,2,2
234,25-01000,56,1,1,0,1,0,2,1,1,2406.4,10,5,700.0,7,501,N,2,2,2,2
235,25-02800,53,2,1,0,1,2,4,1,1,3635.2000000000003,14,10,2900.0,6,501,N,2,2,2,2
236,25-00703,61,2,6,0,1,0,N,1,1,2099.2,9,9,224500.0,6,501,5,1,2,2,1
237,25-02800,1,1,1,0,1,0,4,1,1,3942.4,3,5,33100.0,3,501,N,2,2,2,2
238,25-00703,80,2,6,2,1,0,3,1,1,2099.2,N,7,0.0,0,501,N,2,2,2,2
239,25-00703,16,1,2,0,1,0,N,1,2,2099.2,N,10,0.0,0,501,N,1,2,2,2
240,25-01300,51,1,3,0,1,0,N,1,1,1484.8000000000002,N,9,27700.0,8,501,N,2,2,2,2
241,25-02800,11,1,6,0,1,1,3,1,1,3635.2000000000003,N,7,245500.0,1,405,N,2,N,2,2
242,25-00703,35,1,1,0,1,2,3,1,0,2099.2,N,5,73400.0,3,N,N,2,2,2,2
243,25-00703,60,1,6,0,1,0,4,1,2,2099.2,3,9,457000.0,3,136,N,2,2,2,2
244,25-00503,28,2,1,0,1,0,2,1,1,3020.7999999999997,4,12,178400.0,3,501,N,2,2,2,2
245,25-01000,80,1,1,0,1,2,4,1,1,2406.4,3,9,3100.0,7,501,N,1,2,2,2
246,25-01300,18,2,6,0,6,N,N,1,1,1484.8000000000002,10,9,62000.0,5,501,N,2,2,2,2
247,25-01300,10,1,N,0,1,N,5,1,2,1484.8000000000002,N,8,N,N,501,N,2,2,2,2
248,25-00703,64,2,6,0,1,0,2,1,1,2099.2,14,7,700.0,1,263,N,2,2,2,2
249,25-00503,26,2,1,0,1,0,4,1,1,3020.7999999999997,N,9,3400.0,3,268,N,2,2,2,2
250,25-02800,71,1,N,0,1,1,3,1,1,3635.2000000000003,N,2,N,N,501,N,2,2,2,2
251,25-01300,74,2,1,0,1,0,4,1,1,1484.8000000000002,15,9,343300.0,9,501,N,2,2,2,2
