,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
189,2,1,1,1,4,0,25-01300,37,0,5,228,2
190,2,N,1,1,N,0,25-01300,3,2,4,501,2
191,2,1,1,1,5,0,25-00703,38,2,4,501,2
192,2,6,1,0,7,0,25-00703,32,1,6,305,2
193,1,N,6,1,N,0,25-02800,0,1,2,501,2
194,1,1,1,1,9,0,25-01000,60,0,N,501,2
195,1,1,1,1,0,0,25-02800,48,1,3,277,1
196,1,4,1,0,1,0,25-01000,63,0,2,N,2
197,1,1,1,1,9,0,25-00503,63,0,4,501,2
198,1,1,1,2,6,0,25-01300,46,0,2,192,2
199,1,6,1,1,1,0,25-01000,17,2,4,501,2
200,2,N,1,1,N,0,25-00703,5,2,4,501,2
201,1,1,1,1,5,0,25-01300,74,0,2,501,2
202,1,1,1,1,8,0,25-01000,54,N,N,501,2
203,1,4,1,1,9,0,25-00503,42,1,4,501,2
204,1,4,1,1,6,0,25-00703,73,0,2,501,2
205,2,6,1,1,3,0,25-00503,82,N,N,487,2
206,2,4,1,1,7,0,25-02800,68,0,3,501,2
207,2,1,1,1,7,0,25-00503,68,0,4,501,2
208,1,4,1,1,N,0,25-02800,8,2,4,302,2
209,2,N,6,1,N,0,25-01300,8,2,4,501,2
210,1,1,1,1,9,0,25-01000,75,0,N,501,2
211,2,6,1,1,4,0,25-00703,21,N,N,223,2
212,1,1,1,0,0,0,25-00503,44,2,6,N,2
213,2,2,1,1,5,0,25-00703,84,0,4,501,2
214,1,N,1,1,N,0,25-00703,2,3,5,501,2
215,1,6,1,1,9,0,25-01000,58,0,N,501,2
216,2,4,1,1,3,0,25-02800,60,0,4,501,2
217,1,1,6,1,9,0,25-02800,46,2,4,501,2
218,1,6,1,1,N,0,25-01300,8,2,4,501,2
219,2,6,1,1,2,0,25-01000,20,N,N,420,2
220,1,6,1,1,6,0,25-00703,69,0,2,501,2
221,2,1,1,1,0,0,25-00703,64,0,N,451,2
222,1,6,1,1,4,0,25-02800,21,N,N,228,2
223,2,N,8,1,N,0,25-00703,11,4,6,501,2
224,2,1,1,2,6,0,25-02800,50,0,N,456,2
225,2,N,1,1,N,0,25-00503,1,2,7,268,2
226,2,1,1,2,5,0,25-01000,30,3,5,250,2
227,1,6,1,1,8,0,25-00703,46,2,4,501,2
228,2,N,1,1,N,0,25-02800,2,2,4,501,2
229,2,5,1,1,3,0,25-00703,89,2,4,501,2
230,1,1,1,1,2,0,25-02800,73,0,N,139,2
231,1,4,1,1,7,0,25-00503,63,0,N,501,2
232,1,N,1,0,N,0,25-01300,12,3,5,137,2
233,1,1,1,1,7,0,25-01000,72,0,2,501,2
234,1,6,1,1,7,0,25-00503,30,0,2,501,2
235,1,4,1,1,4,2,25-00503,67,0,2,501,1
236,1,1,1,2,4,0,25-02800,71,0,N,227,2
237,2,1,1,1,8,0,25-01000,72,0,5,501,2
238,2,1,1,1,5,0,25-01000,32,N,N,501,2
239,1,1,1,1,9,0,25-01300,41,2,3,236,2
240,1,1,1,1,8,0,25-00703,53,0,N,501,2
241,2,6,1,1,6,0,25-01000,24,0,N,501,2
242,2,6,1,1,3,0,25-00503,18,1,4,501,2
243,2,1,1,2,0,0,25-01000,48,2,4,305,1
244,2,2,1,2,5,0,25-01300,72,0,2,351,2
245,1,1,6,1,9,0,25-01000,54,1,3,501,2
246,1,1,1,1,1,0,25-01000,71,0,N,459,2
247,1,N,6,1,N,0,25-01300,6,2,4,85,2
248,1,1,1,1,9,0,25-00503,36,2,4,501,2
249,1,1,6,1,8,0,25-01300,39,2,4,501,2
250,2,6,1,1,0,0,25-02800,15,N,N,501,2
251,2,N,1,2,N,0,25-01300,8,1,3,116,2
252,1,N,1,1,N,0,25-02800,13,2,4,267,2
253,2,6,1,1,0,4,25-01000,15,2,4,501,2
254,1,1,1,1,8,0,25-01000,52,0,4,501,2
255,2,3,6,1,3,2,25-00703,84,2,4,236,2
256,2,4,1,1,4,0,25-00703,43,2,4,228,2
257,2,N,1,1,N,0,25-00503,6,3,5,501,2
258,1,1,1,2,7,0,25-02800,48,1,2,501,2
259,2,1,1,2,6,0,25-01300,56,0,N,478,2
260,2,6,1,1,2,0,25-00503,36,0,N,45,2
261,2,1,1,2,3,0,25-00703,78,0,3,387,2
262,1,N,1,1,N,0,25-00503,10,1,3,501,1
263,1,2,1,0,0,0,25-00703,72,1,3,N,2
264,2,6,1,1,8,0,25-00503,68,0,N,501,2
265,1,6,6,1,9,0,25-01300,56,0,4,501,2
266,1,1,1,1,4,0,25-01000,44,0,N,128,2
267,1,1,9,1,0,0,25-00703,35,0,N,0,2
268,1,4,1,2,0,0,25-01000,60,0,2,501,2
269,2,1,1,1,6,0,25-01000,69,0,N,501,2
270,2,1,1,1,7,0,25-00703,65,0,2,501,2
271,2,1,1,1,5,0,25-01300,38,1,3,501,2
272,1,1,1,1,7,0,25-01300,49,1,3,501,2
273,2,3,1,1,4,0,25-00703,94,0,4,501,2
274,2,2,1,1,2,0,25-00503,27,3,5,112,2
275,1,6,1,1,4,0,25-01300,27,N,N,27,2
276,2,1,1,1,6,0,25-00703,35,0,N,157,2
277,1,N,1,1,N,0,25-00703,9,2,6,463,2
278,2,1,1,1,7,0,25-00503,62,0,N,501,1
279,1,N,1,1,N,0,25-02800,2,1,2,195,2
280,2,N,1,2,N,0,25-00503,11,2,4,501,2
281,1,6,1,1,6,0,25-01300,29,0,N,454,2
282,2,1,1,1,5,0,25-00503,53,0,3,501,2
283,1,6,1,2,1,0,25-00703,19,0,2,28,2
284,2,3,6,2,7,0,25-00703,87,0,N,501,2
285,2,6,1,2,0,0,25-00703,36,3,5,0,1
286,2,N,1,1,N,0,25-00703,4,0,N,153,2
287,2,3,1,1,7,0,25-00703,69,0,4,501,2
288,1,N,1,2,N,0,25-02800,0,1,3,302,2
289,1,6,1,1,7,0,25-01300,49,1,6,501,2
290,2,6,1,1,5,1,25-01300,25,0,2,478,2
291,1,N,1,1,N,0,25-00503,9,2,4,501,2
292,1,6,1,1,9,0,25-00503,19,N,N,501,2
293,1,1,1,2,1,0,25-00703,38,2,4,27,2
294,1,1,1,1,8,0,25-00703,31,0,2,501,2
295,1,4,1,1,3,0,25-02800,52,0,N,12,2
296,1,1,1,1,7,0,25-00703,43,1,4,501,2
297,1,N,2,2,N,0,25-01300,11,2,6,19,2
298,2,6,1,1,9,0,25-01000,61,0,2,501,2
299,1,1,1,1,2,0,25-00703,54,0,2,269,2
300,1,N,1,2,N,0,25-02800,3,3,5,501,2
301,1,2,9,1,9,0,25-00703,51,2,4,501,2
302,2,1,1,1,2,0,25-01300,74,0,2,501,2
303,1,1,1,1,5,0,25-02800,50,2,4,501,2
304,1,6,1,2,1,0,25-00703,19,N,N,472,2
305,2,6,1,1,0,0,25-00703,69,0,3,501,2
306,1,3,1,1,N,0,25-02800,88,0,2,501,2
307,1,N,1,1,N,0,25-00703,0,1,3,501,2
308,2,1,1,2,4,0,25-02800,48,1,3,78,1
309,1,1,1,1,7,0,25-01000,65,N,N,501,2
310,1,6,1,1,8,0,25-02800,29,0,2,499,2
311,1,6,1,1,4,0,25-02800,25,0,2,288,2
312,2,1,1,1,6,0,25-02800,62,0,N,501,2
313,2,1,1,1,4,0,25-00703,58,0,2,501,2
314,1,1,1,2,6,2,25-02800,58,0,2,363,2
315,1,6,1,1,8,0,25-01000,38,4,6,501,2
316,2,1,1,1,8,0,25-00703,68,0,N,297,2
317,1,1,2,1,9,0,25-02800,51,2,4,501,2
318,2,1,1,1,6,0,25-00703,68,0,2,480,2
319,2,N,1,1,N,0,25-00503,10,4,6,110,2
320,1,3,1,1,9,0,25-02800,73,0,N,501,2
321,2,N,1,1,N,0,25-01000,8,2,4,501,2
322,1,N,2,1,N,4,25-01000,14,1,3,501,2
323,2,1,1,1,5,0,25-01300,59,2,4,501,2
324,1,1,1,1,8,0,25-00503,46,2,3,501,2
325,1,4,6,1,5,0,25-00503,64,0,N,501,2
326,1,N,6,1,N,0,25-01300,3,3,5,501,2
327,1,1,6,1,5,0,25-02800,37,2,4,340,2
328,2,N,1,1,N,0,25-01300,1,2,4,386,2
329,1,1,1,1,9,0,25-00703,67,0,3,281,2
330,2,1,1,1,7,0,25-01000,38,2,4,501,2
331,1,4,1,1,6,0,25-01000,60,1,2,501,2
332,1,6,1,1,6,4,25-00503,43,0,N,159,2
333,1,6,8,1,3,0,25-02800,29,0,2,501,2
334,2,6,1,1,7,0,25-01300,61,2,4,501,2
335,1,1,1,1,8,0,25-00503,49,4,6,501,2
336,1,3,1,1,9,0,25-02800,72,0,N,501,2
337,1,6,1,2,5,0,25-01000,28,0,N,305,1
338,2,1,1,1,7,0,25-00703,59,0,2,501,2
339,2,1,1,1,0,0,25-02800,54,0,2,215,2
340,1,3,1,1,2,0,25-00703,24,1,4,59,2
341,2,6,1,2,4,0,25-00703,91,0,N,487,2
342,2,6,1,1,3,0,25-00503,24,0,N,7,2
343,1,6,1,0,0,0,25-02800,50,2,4,N,2
344,2,4,1,2,4,0,25-00703,83,N,N,323,2
345,1,6,1,1,0,0,25-02800,19,N,N,186,2
346,2,N,1,2,N,2,25-01000,5,2,4,272,2
347,2,4,1,1,7,0,25-00503,47,1,3,501,2
348,1,1,6,1,5,0,25-01300,51,0,2,478,2
349,2,1,1,1,8,0,25-00703,61,0,2,501,2
350,2,N,1,1,N,0,25-01000,10,3,5,501,2
351,1,1,1,1,9,0,25-01300,39,1,3,501,2
352,1,4,1,1,9,0,25-01000,50,2,4,501,2
353,2,6,9,2,2,0,25-00703,20,1,4,91,2
354,1,2,1,1,2,0,25-02800,69,0,2,240,2
355,2,1,1,2,5,0,25-00503,70,0,2,59,2
356,1,1,1,1,1,0,25-00503,60,0,N,366,2
357,1,N,1,1,N,0,25-00703,7,2,4,215,2
358,2,6,1,1,2,0,25-00503,20,0,2,227,2
359,1,2,1,1,9,0,25-00503,44,0,3,501,2
360,1,1,1,0,0,0,25-01300,52,0,4,N,2
361,1,1,1,2,9,0,25-00503,56,0,4,501,2
362,1,3,1,1,5,0,25-00503,88,0,2,501,2
363,2,2,1,1,6,0,25-02800,36,2,6,124,2
364,2,1,1,1,6,0,25-00703,58,0,2,501,2
365,1,3,1,1,9,0,25-00503,81,0,4,501,2
366,2,6,1,1,2,0,25-01300,73,0,N,387,2
367,2,6,1,1,1,0,25-01300,19,0,4,417,2
368,1,1,1,1,4,0,25-00503,43,0,2,231,2
369,1,1,1,1,2,0,25-00703,70,0,2,501,2
370,1,6,1,2,5,0,25-00703,24,0,7,501,2
371,2,3,1,1,3,0,25-00703,89,0,4,501,2
372,1,1,1,2,0,0,25-02800,38,1,3,501,2
373,1,N,9,1,N,0,25-00703,12,2,4,501,2
374,1,N,1,1,N,0,25-01000,0,0,2,501,2
375,2,N,1,1,N,0,25-00703,0,0,N,501,2
376,2,N,1,2,0,0,25-00703,94,2,4,164,2
377,1,6,1,2,1,0,25-02800,30,0,5,501,2
378,1,3,1,1,4,0,25-02800,67,0,2,394,2
379,1,1,1,1,4,0,25-00703,69,1,3,213,2
380,2,1,1,1,7,0,25-00503,34,1,3,501,2
381,1,6,6,1,0,1,25-02800,19,1,4,501,2
382,2,6,1,1,1,0,25-01000,19,N,N,215,2
383,2,6,1,2,2,0,25-01000,51,2,4,71,2
384,1,1,1,1,1,0,25-00503,48,3,5,279,2
385,1,1,1,2,2,0,25-00703,76,0,2,317,2
386,1,1,1,1,9,0,25-00703,61,0,2,501,2
387,2,4,1,1,6,0,25-01000,55,0,N,157,2
388,2,1,1,0,1,0,25-01000,78,0,4,N,1
389,1,3,1,2,2,0,25-01000,94,0,N,468,2
390,1,1,1,1,9,0,25-00703,52,1,3,501,2
391,1,1,1,1,9,0,25-01300,58,1,3,501,2
392,2,1,6,1,2,0,25-00703,34,0,2,501,2
393,1,4,1,1,7,0,25-01300,51,1,4,501,2
394,1,N,1,2,N,0,25-00703,4,2,4,218,2
395,2,1,1,1,8,0,25-01300,60,0,N,501,2
396,1,1,1,1,0,0,25-01300,66,0,6,501,2
397,2,3,1,1,6,0,25-00703,30,0,N,330,2
398,2,6,1,1,1,2,25-01300,18,N,N,113,2
399,1,1,1,2,6,0,25-02800,53,0,N,501,2
400,1,1,1,1,3,0,25-01300,72,0,N,345,2
401,1,1,1,1,7,0,25-01000,40,1,4,384,2
402,2,N,1,1,N,0,25-01300,11,3,5,282,2
403,1,N,1,1,N,0,25-00703,11,3,6,501,2
404,2,1,1,1,7,0,25-00503,71,0,N,501,2
405,2,4,6,1,3,0,25-00503,78,3,5,66,2
406,1,6,1,1,7,0,25-01300,44,0,2,501,2
407,2,1,1,1,3,0,25-00703,78,0,N,187,2
408,1,1,1,1,5,0,25-02800,35,N,N,501,2
409,2,6,1,1,1,0,25-01300,24,0,2,427,2
410,1,1,1,1,9,0,25-00503,32,0,N,501,2
411,2,N,1,1,N,0,25-00503,11,2,4,501,2
412,1,1,1,2,5,0,25-01300,35,4,7,292,1
413,2,1,6,0,2,0,25-00703,63,0,2,N,2
414,1,N,6,1,N,0,25-01300,9,2,4,297,2
415,2,1,1,1,4,2,25-01300,58,0,N,284,2
416,1,2,1,1,4,0,25-00503,49,4,6,501,2
417,1,6,1,1,3,0,25-00703,32,2,4,473,2
418,1,6,1,2,6,0,25-01300,24,0,2,488,2
419,1,1,1,1,7,0,25-02800,58,0,N,501,2
420,1,3,1,1,2,0,25-00503,77,0,6,501,2
421,2,1,1,1,5,0,25-00703,38,2,4,501,2
422,1,1,1,2,7,0,25-02800,73,0,4,501,2
423,2,1,1,1,9,0,25-00503,58,0,N,501,2
424,2,1,1,1,8,0,25-02800,56,1,3,501,2
425,2,1,1,1,2,0,25-01300,45,0,2,501,2
426,2,1,1,1,6,0,25-02800,65,0,N,315,2
427,2,6,1,0,0,0,25-00703,36,0,6,N,2
428,2,6,1,1,8,0,25-02800,38,3,5,501,2
429,1,1,1,1,9,0,25-00703,54,0,2,501,2
430,2,1,1,0,3,1,25-00703,60,0,2,N,2
431,1,6,9,2,6,0,25-01300,26,0,3,295,2
432,1,1,1,1,8,0,25-02800,26,0,N,501,2
433,1,1,1,2,7,0,25-02800,58,0,4,501,2
434,2,6,1,1,1,0,25-00503,15,1,3,501,2
435,2,4,1,1,7,0,25-02800,80,2,4,501,2
436,1,6,1,1,7,0,25-00703,45,2,4,305,2
437,2,6,1,1,7,0,25-01300,68,0,2,501,2
438,2,1,1,1,7,0,25-01300,53,0,4,103,2
439,1,1,1,2,2,0,25-01000,71,0,3,294,2
440,1,6,1,1,6,0,25-02800,35,0,2,501,2
441,1,6,1,1,9,0,25-01300,32,0,3,501,2
442,1,1,1,1,7,0,25-00503,71,0,4,501,2
443,1,6,1,1,6,0,25-00503,23,0,N,501,2
444,2,2,6,1,4,0,25-00703,51,0,2,227,2
445,2,1,1,0,0,0,25-02800,36,0,N,N,2
446,1,1,1,1,3,0,25-00503,81,N,N,501,2
447,1,1,1,2,8,0,25-00503,58,0,N,501,2
448,1,1,1,1,N,0,25-00703,78,N,N,301,2
449,1,3,1,1,2,0,25-00503,88,0,N,99,2
450,1,6,1,1,8,0,25-00703,26,0,2,501,2
451,2,4,1,1,5,0,25-02800,88,2,4,501,2
452,1,1,1,1,6,0,25-00503,63,0,2,501,2
453,2,1,6,1,0,0,25-00703,90,N,N,0,2
454,2,N,1,2,N,0,25-00503,1,1,2,440,2
455,2,6,9,2,5,0,25-00503,28,0,N,498,2
456,2,6,1,1,5,0,25-00503,27,0,2,501,2
457,2,N,1,2,N,0,25-00703,7,2,4,111,2
458,1,1,1,1,8,0,25-00503,76,0,2,501,2
459,1,1,1,1,2,0,25-00703,61,0,2,265,2
460,2,N,6,2,N,0,25-00703,8,2,4,136,2
461,2,6,1,1,4,0,25-00503,24,0,2,128,2
462,2,2,1,2,2,0,25-01300,64,0,2,210,2
463,1,6,1,0,1,0,25-00703,22,0,2,N,2
464,2,1,1,1,5,0,25-01300,65,0,2,501,2
465,1,1,1,1,2,0,25-00503,69,0,2,12,2
466,2,1,1,1,3,0,25-00703,75,0,N,218,2
467,2,4,1,1,5,0,25-00503,51,0,3,501,2
468,1,3,1,1,4,0,25-01300,74,0,2,394,2
469,2,1,1,1,5,0,25-00703,60,0,N,375,2
470,1,1,8,2,9,0,25-00503,48,0,2,501,2
471,2,3,1,1,0,0,25-01000,85,0,N,0,2
472,2,6,1,1,0,0,25-02800,19,N,N,501,2
473,1,1,1,1,1,0,25-01000,78,0,2,501,2
474,1,6,6,1,7,0,25-01300,23,0,N,501,2
475,1,1,1,1,7,0,25-01000,52,0,N,501,2
476,2,1,1,1,9,0,25-01300,45,1,3,501,2
477,2,1,6,0,3,4,25-02800,45,0,N,N,2
