,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
26,25-00503,49,2,1,0,1,4,6,1,1,3020.7999999999997,10,1,9510.0,8,501,N,2,2,2,2
27,25-00503,23,1,6,0,1,0,N,1,1,3020.7999999999997,10,5,278000.0,9,191,N,2,2,2,2
28,25-00503,19,2,6,0,1,0,N,1,1,3020.7999999999997,16,7,11000.0,8,501,N,1,2,2,2
29,25-00703,70,1,1,0,1,0,4,1,1,2099.2,11,10,106500.0,9,501,N,2,2,2,2
30,25-01000,10,2,N,0,1,3,4,1,1,2406.4,N,3,N,N,501,N,2,2,2,2
31,25-00703,57,1,3,0,1,1,3,1,1,2099.2,3,7,10000.0,2,501,N,2,2,2,2
32,25-02800,52,1,1,0,1,0,2,1,2,3635.2000000000003,16,9,139900.0,3,118,N,2,2,2,2
33,25-00703,83,1,4,0,1,N,N,1,1,2099.2,N,7,15200.0,4,501,N,2,2,2,1
34,25-01300,29,2,6,0,1,0,2,2,0,1484.8000000000002,10,9,12000.0,2,N,N,2,2,2,2
35,25-00703,30,1,6,0,6,2,4,1,1,2099.2,15,9,15700.0,9,501,N,2,2,2,2
36,25-02800,89,2,3,0,1,0,N,1,1,3635.2000000000003,4,10,207200.0,8,501,N,2,N,2,2
37,25-02800,1,1,N,0,1,2,4,1,1,3635.2000000000003,9,N,N,4,17,N,N,N,2,2
38,25-00703,36,1,6,0,6,2,3,1,1,2099.2,6,10,8700.0,7,501,N,2,2,2,2
39,25-00703,87,2,3,0,1,0,2,1,1,2099.2,N,12,19320.0,6,501,N,2,2,2,2
40,25-00703,11,2,N,0,1,2,4,1,1,2099.2,N,12,N,N,501,N,N,2,2,2
41,25-01000,72,1,1,0,1,0,N,1,1,2406.4,3,9,113500.0,1,154,N,2,2,2,2
42,25-01300,81,1,3,4,1,3,4,1,1,1484.8000000000002,3,9,240600.0,8,501,N,2,2,2,2
43,25-00703,30,1,1,0,1,1,3,1,2,2099.2,15,9,90000.0,1,501,N,2,2,2,2
44,25-00703,35,2,6,0,1,5,6,1,1,2099.2,12,10,175000.0,3,501,N,2,2,2,2
45,25-01000,25,1,6,0,1,0,2,1,1,2406.4,12,9,50000.0,6,308,N,2,2,2,2
46,25-01000,91,1,1,0,9,0,2,1,1,2406.4,16,7,55000.0,6,214,N,2,1,2,2
47,25-00703,52,1,4,0,1,0,3,1,1,2099.2,14,1,50000.0,6,501,N,2,2,2,2
48,25-00503,47,1,1,0,1,2,4,1,1,3020.7999999999997,9,3,37900.0,8,501,N,2,2,2,2
49,25-01000,46,2,1,0,1,0,2,1,1,2406.4,12,12,50050.0,9,501,N,1,2,2,2
50,25-00503,37,1,6,0,1,3,5,2,0,3020.7999999999997,10,4,19220.0,1,N,N,2,2,2,2
51,25-01000,0,2,N,0,1,4,6,1,1,2406.4,N,N,N,N,501,N,2,N,2,2
52,25-01300,17,2,6,0,1,1,3,1,1,1484.8000000000002,14,4,150090.0,8,501,N,2,2,2,2
53,25-01300,75,1,1,4,1,0,N,1,1,1484.8000000000002,9,7,59700.0,9,501,N,2,2,2,2
54,25-00503,63,1,4,2,1,N,N,1,1,3020.7999999999997,10,5,65100.0,2,501,N,2,2,2,2
55,25-02800,2,2,N,0,1,2,4,1,1,3635.2000000000003,N,10,N,N,501,N,N,N,2,2
56,25-02800,66,1,6,0,1,0,N,1,1,3635.2000000000003,9,11,34500.0,3,59,N,2,2,2,2
57,25-00503,25,1,6,0,1,2,3,1,1,3020.7999999999997,12,5,156020.0,7,501,N,2,2,2,2
58,25-00703,1,2,N,0,6,1,4,1,1,2099.2,N,N,N,N,501,N,2,N,2,2
59,25-00703,65,2,1,0,1,0,2,1,1,2099.2,N,11,232000.0,7,501,N,2,2,2,2
60,25-01000,54,2,4,0,1,0,N,1,1,2406.4,11,7,8100.0,9,501,N,2,2,2,2
61,25-02800,56,1,1,0,1,0,2,1,1,3635.2000000000003,6,6,26500.0,4,214,N,2,2,2,2
62,25-01000,64,1,1,0,1,0,4,1,2,2406.4,16,9,188500.0,8,47,N,2,2,2,2
63,25-01000,81,1,3,0,1,0,N,1,2,2406.4,6,9,151200.0,4,300,N,2,2,2,2
64,25-02800,68,2,1,0,1,0,2,1,2,3635.2000000000003,11,9,271000.0,8,501,N,2,2,2,2
65,25-00703,36,1,1,0,1,0,3,1,1,2099.2,10,9,29500.0,1,135,N,2,2,2,2
66,25-00703,7,1,N,0,1,3,5,1,0,2099.2,4,10,N,N,47,N,2,2,2,2
67,25-00503,19,2,6,0,6,N,N,1,1,3020.7999999999997,8,5,484000.0,8,501,N,2,2,2,2
68,25-00503,11,2,N,0,1,2,4,1,1,3020.7999999999997,N,3,N,N,501,N,2,2,2,2
69,25-02800,37,1,6,0,1,2,3,1,1,3635.2000000000003,6,9,150000.0,5,501,N,2,2,2,2
70,25-01300,80,2,6,0,1,1,3,1,1,1484.8000000000002,N,11,112200.0,8,501,N,2,2,2,2
71,25-01300,82,2,4,0,1,N,N,1,1,1484.8000000000002,N,8,70000.0,7,501,N,2,2,2,2
72,25-00703,75,1,1,0,1,0,2,1,1,2099.2,N,10,93500.0,4,199,N,2,2,2,2
73,25-00703,80,2,1,0,1,0,2,1,1,2099.2,N,11,90000.0,8,501,N,2,2,2,2
74,25-01000,7,2,N,0,1,2,4,1,1,2406.4,N,2,N,N,501,N,2,2,2,2
75,25-01300,56,1,5,0,1,0,2,1,1,1484.8000000000002,14,10,190000.0,9,501,N,2,2,2,2
76,25-02800,4,2,N,0,1,2,7,1,1,3635.2000000000003,N,2,2000.0,1,501,N,1,N,2,2
77,25-01000,65,2,1,0,1,0,2,1,1,2406.4,6,9,208000.0,4,372,N,2,2,2,1
78,25-00503,42,1,1,0,1,4,6,1,2,3020.7999999999997,11,4,114300.0,5,305,N,2,2,2,2
79,25-01300,86,2,1,0,1,0,N,1,1,1484.8000000000002,N,5,219600.0,6,340,N,2,2,2,2
80,25-00703,45,1,4,0,1,N,N,1,1,2099.2,4,9,79100.0,8,501,N,2,2,2,2
81,25-01300,32,1,1,0,1,0,2,1,1,1484.8000000000002,3,7,25800.0,3,41,N,2,2,2,2
82,25-00703,80,2,6,4,1,1,3,1,1,2099.2,N,10,0.0,0,501,N,2,2,2,2
83,25-01300,24,2,6,0,1,3,5,1,1,1484.8000000000002,N,5,30000.0,4,457,N,2,2,2,2
84,25-00703,17,1,6,0,1,N,N,1,1,2099.2,14,4,6000.0,2,196,N,2,2,2,2
85,25-01300,69,2,1,0,1,0,3,1,2,1484.8000000000002,N,4,33500.0,5,501,N,1,2,2,2
86,25-00703,8,2,N,0,1,2,4,1,1,2099.2,N,3,48400.0,6,191,N,2,2,2,2
87,25-01000,38,2,1,0,1,2,4,1,2,2406.4,14,9,0.0,0,501,N,1,2,2,2
88,25-00703,84,1,1,0,1,0,N,1,1,2099.2,6,9,45000.0,5,501,N,2,1,2,2
89,25-01000,49,2,1,0,1,0,2,2,2,2406.4,12,9,61000.0,2,N,N,2,2,2,2
90,25-00703,10,2,N,0,1,1,3,1,2,2099.2,N,3,N,N,343,N,2,2,2,2
91,25-01000,25,2,6,0,1,0,N,1,1,2406.4,N,7,N,N,442,N,2,2,2,2
92,25-02800,19,2,6,0,6,0,2,1,1,3635.2000000000003,14,7,17800.0,3,501,N,2,2,2,2
93,25-01300,26,1,6,0,1,0,2,1,1,1484.8000000000002,10,7,60000.0,6,501,N,2,2,2,2
94,25-01300,28,1,6,0,1,0,3,1,1,1484.8000000000002,5,10,10000.0,2,150,N,2,2,2,2
95,25-00703,87,2,1,0,1,0,N,1,1,2099.2,8,7,272000.0,1,470,N,2,2,2,2
96,25-01300,14,2,N,0,1,2,3,1,1,1484.8000000000002,N,3,N,N,451,N,2,2,2,2
97,25-00503,33,2,6,0,1,2,4,1,1,3020.7999999999997,9,10,90000.0,3,213,N,2,2,2,2
98,25-00503,88,2,2,0,2,N,N,1,1,3020.7999999999997,N,7,0.0,0,449,N,1,2,2,2
99,25-00503,18,2,6,0,1,0,2,1,1,3020.7999999999997,N,2,353600.0,5,10,N,2,2,2,2
100,25-01000,80,2,1,0,1,0,2,1,1,2406.4,11,11,2000.0,1,501,N,1,2,2,2
101,25-00703,39,2,1,0,1,2,4,1,1,2099.2,6,7,50000.0,6,501,N,2,2,2,2
102,25-02800,23,2,6,0,1,0,N,1,1,3635.2000000000003,11,7,33000.0,2,191,N,2,2,2,2
103,25-00503,56,2,3,0,1,0,3,2,0,3020.7999999999997,12,8,3500.0,2,N,N,2,2,2,2
104,25-01300,54,1,1,0,1,0,2,1,1,1484.8000000000002,10,9,57700.0,2,501,N,2,2,1,2
105,25-00703,8,2,N,0,6,2,4,1,1,2099.2,N,3,0.0,0,501,N,2,2,2,1
106,25-00703,58,1,1,1,1,0,2,1,1,2099.2,14,10,68000.0,7,501,N,2,2,2,2
107,25-00703,12,1,N,0,6,2,4,1,1,2099.2,N,3,N,N,272,N,2,2,2,2
108,25-00503,4,2,N,1,1,2,4,1,1,3020.7999999999997,N,9,N,N,470,N,1,N,2,2
109,25-00703,35,1,1,0,1,0,2,1,1,2099.2,10,10,0.0,0,501,N,2,2,2,2
110,25-01000,55,2,1,0,1,1,4,1,1,2406.4,N,7,173000.0,9,501,N,2,2,2,2
111,25-00703,7,1,N,0,1,1,3,1,1,2099.2,13,10,N,N,501,N,2,2,2,2
112,25-02800,55,2,1,0,1,0,4,1,2,3635.2000000000003,13,7,85000.0,3,442,N,2,2,2,2
113,25-00503,38,2,1,0,1,2,4,1,1,3020.7999999999997,N,9,38920.0,3,501,N,2,2,2,2
114,25-00503,63,1,6,0,1,0,2,1,1,3020.7999999999997,N,8,16500.0,9,501,N,2,2,2,2
115,25-02800,2,1,N,0,1,2,4,1,1,3635.2000000000003,N,N,N,N,56,N,N,2,2,2
116,25-00703,4,1,N,0,1,1,4,1,1,2099.2,N,2,N,N,494,N,2,N,2,2
117,25-00703,16,2,6,0,1,2,4,1,1,2099.2,N,4,7820.0,3,418,N,2,2,2,2
118,25-00703,77,1,1,0,1,1,3,1,1,2099.2,7,9,25000.0,4,501,N,2,2,2,2
119,25-00703,75,1,1,0,1,0,N,1,1,2099.2,N,3,0.0,0,501,N,2,2,2,2
120,25-01000,1,2,N,0,1,1,3,1,1,2406.4,N,N,N,N,135,N,N,N,2,2
121,25-01300,41,2,1,0,1,2,4,1,1,1484.8000000000002,8,7,206100.0,3,501,N,1,2,2,2
122,25-01000,30,2,1,0,1,2,4,1,1,2406.4,4,9,45600.0,1,501,N,2,2,2,2
123,25-00503,17,2,6,0,6,1,2,1,1,3020.7999999999997,16,4,18000.0,3,501,N,2,2,2,2
124,25-02800,1,2,N,0,1,5,6,1,1,3635.2000000000003,N,N,N,N,373,N,2,N,2,2
125,25-00703,74,1,1,0,1,0,2,1,2,2099.2,7,5,108000.0,2,365,N,2,2,2,2
126,25-01300,52,2,3,0,1,0,2,1,1,1484.8000000000002,N,5,120000.0,8,501,N,2,2,2,2
127,25-00703,5,2,N,0,1,2,4,1,1,2099.2,N,2,125000.0,9,501,N,2,2,2,2
128,25-00703,75,2,1,0,1,0,2,1,1,2099.2,N,7,35020.0,1,45,N,2,2,2,2
129,25-00503,37,1,1,0,1,2,4,1,1,3020.7999999999997,10,9,80000.0,7,501,N,2,2,2,2
130,25-01000,39,1,1,0,1,N,N,1,1,2406.4,N,6,30000.0,4,501,N,2,2,2,2
131,25-01300,22,2,6,0,8,0,3,1,1,1484.8000000000002,N,8,N,N,356,N,2,2,2,2
132,25-00703,43,1,1,0,1,0,N,1,2,2099.2,12,9,0.0,0,378,N,2,2,2,2
133,25-02800,34,1,1,0,1,1,6,1,1,3635.2000000000003,7,8,49500.0,9,501,N,2,2,2,2
134,25-02800,3,2,N,0,1,3,5,1,1,3635.2000000000003,N,1,N,N,501,N,N,N,2,2
135,25-02800,69,1,2,0,6,0,6,2,0,3635.2000000000003,N,4,15000.0,3,N,N,2,2,2,2
136,25-00503,14,1,N,0,1,1,2,1,1,3020.7999999999997,N,3,N,N,375,N,2,2,2,2
137,25-01300,41,2,6,0,1,1,3,1,1,1484.8000000000002,11,9,40000.0,5,94,N,2,2,2,2
138,25-01000,38,1,1,0,6,0,3,1,1,2406.4,12,9,0.0,0,118,N,2,2,2,2
139,25-00703,26,2,6,0,1,0,2,1,1,2099.2,6,9,79000.0,2,501,N,2,2,2,2
140,25-00503,27,2,6,0,1,0,4,1,1,3020.7999999999997,9,9,42000.0,5,258,N,2,2,1,2
141,25-01300,12,2,N,0,1,2,4,1,1,1484.8000000000002,N,3,N,N,501,N,2,2,2,2
142,25-00503,14,2,1,0,1,2,5,1,1,3020.7999999999997,N,3,N,N,501,N,2,2,2,2
143,25-00703,52,2,1,0,1,0,N,1,1,2099.2,11,5,26200.0,3,166,N,2,2,2,2
144,25-00703,34,1,1,0,6,0,2,1,1,2099.2,10,9,67200.0,6,501,N,1,2,2,2
145,25-00703,17,2,6,0,1,2,4,1,1,2099.2,N,4,47140.0,6,435,N,2,2,2,2
146,25-00703,31,2,1,0,1,0,4,1,1,2099.2,4,4,60000.0,9,501,N,1,2,2,2
147,25-00703,49,1,1,2,1,2,3,1,1,2099.2,6,8,250000.0,9,501,N,2,2,2,2
148,25-00703,19,1,6,0,1,N,N,1,1,2099.2,5,7,115600.0,7,501,N,2,2,2,2
149,25-00503,35,1,6,0,1,2,4,1,2,3020.7999999999997,5,9,6100.0,8,501,N,2,2,2,2
150,25-00503,88,1,N,0,1,0,5,1,2,3020.7999999999997,N,12,30000.0,4,2,N,2,1,2,2
151,25-00703,39,2,6,0,1,0,3,1,1,2099.2,11,8,35200.0,7,501,N,2,2,2,2
152,25-02800,54,2,6,4,1,0,2,1,1,3635.2000000000003,N,4,38600.0,8,501,N,2,2,2,2
153,25-01000,18,2,6,0,1,2,4,3,0,2406.4,8,5,82800.0,1,N,N,1,2,2,2
154,25-02800,35,2,1,0,1,2,4,3,1,3635.2000000000003,16,10,25000.0,4,223,N,2,2,2,2
155,25-02800,55,1,1,0,1,0,2,1,1,3635.2000000000003,16,5,465000.0,9,501,N,2,2,2,2
156,25-00703,41,1,6,0,6,N,N,1,1,2099.2,9,10,83200.0,2,496,N,2,2,1,1
157,25-01000,14,2,1,0,6,1,3,1,1,2406.4,N,3,N,N,405,N,2,2,2,2
158,25-00703,10,2,N,0,1,1,7,3,2,2099.2,N,3,4000.0,1,382,N,2,2,2,2
159,25-00703,0,2,N,0,1,1,2,1,1,2099.2,N,N,N,N,501,N,2,N,2,2
160,25-00503,83,2,3,0,1,0,3,1,1,3020.7999999999997,N,11,110000.0,8,501,N,1,2,2,2
161,25-02800,42,1,1,0,1,2,4,1,1,3635.2000000000003,3,5,200000.0,9,501,N,2,2,2,2
162,25-00703,6,1,N,0,1,2,4,1,1,2099.2,N,2,N,N,64,N,N,2,2,2
163,25-00503,58,1,1,0,1,0,N,1,1,3020.7999999999997,N,10,627200.0,7,501,N,2,2,2,2
164,25-01300,48,1,1,0,1,0,N,1,1,1484.8000000000002,6,7,100000.0,8,501,N,2,1,2,2
165,25-00703,84,1,1,0,2,N,N,1,2,2099.2,N,9,1200.0,1,162,N,2,2,2,2
166,25-00703,42,2,1,0,1,0,2,1,1,2099.2,11,10,112500.0,9,501,N,2,2,2,2
167,25-01000,51,2,1,0,1,0,4,1,2,2406.4,10,9,40000.0,5,15,N,2,2,2,2
168,25-01000,87,2,1,0,1,0,4,1,1,2406.4,N,12,0.0,0,501,N,2,2,2,2
169,25-00703,69,1,1,0,1,0,2,1,1,2099.2,6,8,100000.0,8,501,N,2,2,2,2
170,25-01000,4,1,N,0,1,1,3,1,1,2406.4,N,5,N,N,375,N,2,N,2,2
171,25-00703,53,2,1,0,1,1,3,3,1,2099.2,12,9,79500.0,2,348,N,2,2,2,2
172,25-00503,12,1,N,0,1,2,4,1,2,3020.7999999999997,N,3,N,N,238,N,2,2,2,2
173,25-01300,40,2,1,0,1,2,4,1,1,1484.8000000000002,11,9,60000.0,6,501,N,2,2,2,2
174,25-01300,50,2,4,0,1,1,3,1,1,1484.8000000000002,11,9,0.0,0,501,N,2,2,2,2
175,25-00703,68,2,1,0,1,0,2,1,1,2099.2,15,7,700.0,8,501,N,1,2,2,2
176,25-00703,48,1,1,0,1,0,2,1,2,2099.2,10,9,11300.0,8,501,N,2,2,2,2
177,25-00703,58,1,1,4,1,0,3,1,1,2099.2,4,5,67900.0,4,99,N,2,2,2,2
178,25-01000,75,2,1,0,6,3,5,1,1,2406.4,N,3,300.0,8,501,N,2,2,2,2
179,25-00503,21,1,6,0,1,0,3,1,1,3020.7999999999997,N,5,38000.0,5,432,N,2,2,2,2
180,25-00703,82,2,3,0,1,0,3,1,1,2099.2,N,1,248200.0,6,475,N,2,1,2,2
181,25-02800,14,2,N,0,1,2,3,1,1,3635.2000000000003,N,3,N,N,501,N,2,2,2,2
182,25-00703,32,1,1,0,1,2,4,1,1,2099.2,12,5,120000.0,8,501,N,2,2,2,2
183,25-00503,52,1,1,0,1,0,6,1,1,3020.7999999999997,N,10,0.0,0,139,N,2,2,2,2
184,25-01300,31,2,1,0,1,2,4,1,1,1484.8000000000002,14,7,52000.0,6,51,N,2,2,2,2
185,25-01000,80,1,1,0,1,2,4,1,1,2406.4,N,10,35800.0,9,501,N,2,2,2,2
186,25-00503,6,2,N,0,1,2,4,1,1,3020.7999999999997,N,8,N,N,501,N,2,2,2,2
187,25-01300,9,2,3,0,1,2,5,1,2,1484.8000000000002,N,3,55000.0,6,435,N,2,2,2,2
188,25-00703,65,2,1,0,1,0,N,1,1,2099.2,12,5,32000.0,4,501,N,2,2,2,2
189,25-01300,27,2,6,0,1,0,2,1,1,1484.8000000000002,11,7,45000.0,5,501,N,2,2,2,2
190,25-01000,55,1,1,0,1,1,5,1,1,2406.4,9,9,181500.0,9,501,N,2,2,2,1
191,25-00703,47,2,6,0,1,1,3,1,1,2099.2,16,3,50000.0,6,302,N,2,2,2,2
192,25-01300,61,2,1,0,1,0,2,1,1,1484.8000000000002,N,10,9700.0,9,501,N,1,2,2,2
193,25-02800,89,2,3,0,1,0,2,1,1,3635.2000000000003,16,12,109600.0,3,98,N,2,1,2,2
194,25-00503,24,1,6,0,1,0,3,1,1,3020.7999999999997,4,9,60000.0,6,200,N,2,2,2,2
195,25-01300,52,1,1,0,1,1,3,1,1,1484.8000000000002,9,5,494500.0,6,501,N,2,2,2,2
196,25-00703,75,1,1,0,1,N,N,1,1,2099.2,N,5,83040.0,2,172,N,2,1,2,2
197,25-00703,39,2,1,0,1,2,4,1,2,2099.2,12,9,6000.0,1,317,N,2,2,2,2
198,25-00503,38,2,6,0,1,2,4,1,2,3020.7999999999997,12,5,0.0,0,0,N,2,2,2,2
199,25-02800,34,2,1,0,1,1,4,1,1,3635.2000000000003,11,12,35000.0,5,501,N,1,2,2,2
200,25-00703,6,1,N,0,6,2,4,1,1,2099.2,N,2,N,N,501,N,2,2,2,2
201,25-02800,83,2,1,0,1,0,2,1,1,3635.2000000000003,N,7,61060.0,9,501,N,2,2,2,2
202,25-01000,49,1,4,0,1,1,4,1,1,2406.4,4,7,50000.0,6,457,N,2,2,2,2
203,25-00503,36,2,1,0,1,1,3,1,1,3020.7999999999997,12,1,36600.0,2,8,N,2,2,2,2
204,25-02800,72,1,1,0,8,0,2,1,2,3635.2000000000003,16,7,31000.0,3,78,N,2,2,2,2
205,25-01000,22,2,6,0,1,N,N,1,1,2406.4,2,8,90000.0,8,501,N,2,2,2,2
206,25-02800,64,1,N,0,1,0,2,1,2,3635.2000000000003,6,7,14600.0,4,501,N,2,2,2,2
207,25-01000,60,1,1,0,1,0,2,3,0,2406.4,10,8,8000.0,2,N,N,2,2,2,2
208,25-01300,69,1,1,0,6,0,6,1,1,1484.8000000000002,9,10,0.0,0,501,N,2,2,2,2
209,25-02800,13,2,N,0,1,1,4,1,1,3635.2000000000003,N,3,N,N,467,N,2,2,2,2
210,25-00703,70,2,1,0,1,0,2,1,1,2099.2,9,9,114300.0,7,501,N,2,2,2,2
211,25-00703,34,1,1,0,1,0,N,1,2,2099.2,4,3,75000.0,7,501,N,1,2,2,2
212,25-00503,12,2,N,0,6,1,3,1,1,3020.7999999999997,N,3,N,N,501,N,N,2,2,2
213,25-01000,62,1,3,0,1,0,2,1,2,2406.4,8,9,155060.0,3,312,N,2,2,2,2
214,25-01300,44,2,1,0,1,2,4,1,1,1484.8000000000002,9,9,0.0,0,501,N,2,2,2,2
215,25-00703,24,1,6,0,1,0,4,1,1,2099.2,10,9,62010.0,8,501,N,2,2,2,2
216,25-01300,54,1,1,0,1,0,2,1,1,1484.8000000000002,10,8,2000.0,1,297,N,2,1,2,2
217,25-00503,23,2,6,0,1,0,5,1,1,3020.7999999999997,10,9,250000.0,9,501,N,2,2,2,2
218,25-01300,27,2,1,0,1,0,N,1,1,1484.8000000000002,9,10,-800.0,9,501,N,2,2,2,2
219,25-01000,25,1,6,0,2,0,2,1,1,2406.4,13,9,N,N,501,N,2,2,2,2
220,25-00703,61,1,1,0,1,0,2,1,1,2099.2,7,9,53000.0,6,501,N,2,2,2,2
221,25-02800,0,1,N,0,1,1,3,1,1,3635.2000000000003,N,N,46400.0,9,501,N,2,2,2,2
222,25-00503,59,1,1,0,1,0,4,1,2,3020.7999999999997,10,10,100000.0,8,501,N,2,2,2,2
223,25-00503,49,1,4,0,1,1,2,1,1,3020.7999999999997,4,9,123220.0,5,501,N,2,2,2,2
224,25-02800,37,2,6,0,1,1,3,1,1,3635.2000000000003,6,5,80000.0,7,501,N,2,2,2,2
225,25-00503,31,1,1,0,1,0,2,1,1,3020.7999999999997,14,7,200.0,3,501,N,2,2,2,2
226,25-01000,31,1,6,0,1,N,N,1,1,2406.4,9,9,65000.0,7,501,N,2,2,1,2
227,25-02800,7,2,N,0,1,2,4,1,1,3635.2000000000003,N,2,N,N,252,N,N,2,2,2
228,25-00703,13,1,6,0,2,2,5,1,1,2099.2,N,3,N,N,501,N,N,2,2,2
229,25-01300,69,2,1,0,1,0,N,1,1,1484.8000000000002,N,7,113600.0,5,498,N,1,2,2,2
230,25-00503,48,1,4,4,6,0,N,1,1,3020.7999999999997,10,9,4000.0,1,501,N,2,2,2,2
231,25-02800,65,1,1,0,1,0,2,1,1,3635.2000000000003,12,12,56110.0,5,224,N,2,2,2,2
232,25-01300,46,1,1,0,1,0,2,1,1,1484.8000000000002,10,11,85000.0,8,501,N,2,2,2,1
233,25-00703,11,2,N,0,6,2,4,1,1,2099.2,N,3,N,N,501,N,2,2,2,2
234,25-01300,55,2,1,0,1,2,5,1,1,1484.8000000000002,10,5,3500.0,9,501,N,1,2,2,2
235,25-02800,43,2,1,0,1,2,5,1,1,3635.2000000000003,N,5,0.0,0,501,N,2,2,2,2
236,25-02800,61,1,N,0,1,0,2,3,0,3635.2000000000003,4,2,6000.0,1,N,N,2,2,2,2
237,25-00703,50,2,1,0,1,2,5,1,1,2099.2,6,11,186000.0,8,501,N,2,2,2,2
238,25-00703,58,1,1,0,1,0,2,1,2,2099.2,11,5,65000.0,7,501,N,2,2,2,2
239,25-00503,57,2,1,0,1,0,2,1,1,3020.7999999999997,9,8,28000.0,8,501,N,2,2,2,2
240,25-01000,66,1,4,0,6,0,3,1,1,2406.4,10,7,52000.0,9,501,N,2,1,2,2
241,25-02800,57,1,1,0,1,0,N,1,1,3635.2000000000003,6,11,90000.0,8,501,N,2,2,2,2
242,25-01000,14,2,N,0,1,0,N,1,0,2406.4,N,3,0.0,0,0,N,2,2,2,2
243,25-02800,50,2,1,0,1,0,N,1,1,3635.2000000000003,6,5,43200.0,7,501,N,2,2,2,2
244,25-00503,47,2,1,0,6,2,4,1,1,3020.7999999999997,16,9,13500.0,5,501,N,2,2,2,2
245,25-01000,67,1,4,0,1,0,2,1,1,2406.4,10,5,200000.0,9,501,N,2,2,2,2
246,25-01000,43,2,1,0,1,0,N,1,1,2406.4,13,8,85000.0,8,501,N,2,2,2,2
247,25-00503,71,2,1,0,1,0,N,1,1,3020.7999999999997,N,8,45200.0,5,501,N,2,2,2,2
248,25-01300,45,2,1,0,6,1,3,1,1,1484.8000000000002,4,6,114900.0,5,501,N,2,2,2,2
249,25-02800,14,2,N,0,1,N,N,1,1,3635.2000000000003,N,3,N,N,205,N,2,2,2,2
250,25-00503,18,1,6,0,1,0,N,1,1,3020.7999999999997,6,9,7300.0,5,501,N,2,2,2,2
251,25-01000,89,1,3,0,1,0,2,1,2,2406.4,N,12,100000.0,8,501,N,2,2,2,2
