,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
201,2,1,1,1,6,0,25-02800,85,0,2,21,2
202,1,1,1,1,6,0,25-00703,77,2,3,182,2
203,2,1,1,1,9,0,25-01300,28,0,2,501,2
204,1,1,1,1,1,0,25-00703,47,0,2,501,2
205,1,1,1,1,2,0,25-00703,42,0,2,328,2
206,1,6,1,1,0,0,25-02800,54,2,4,315,2
207,1,N,1,2,N,0,25-00703,77,3,5,382,2
208,1,1,1,1,8,2,25-00703,18,2,4,501,2
209,2,6,1,1,8,0,25-01300,38,0,2,501,2
210,2,N,1,1,N,0,25-02800,74,0,6,501,2
211,1,N,2,1,N,0,25-00703,12,0,4,501,2
212,1,1,1,1,4,0,25-01000,72,2,4,424,2
213,2,4,1,1,4,2,25-00703,69,0,2,107,2
214,1,N,2,1,N,0,25-02800,31,0,4,501,2
215,2,1,1,2,8,0,25-00503,40,0,3,501,2
216,2,N,1,1,N,0,25-00703,2,1,3,501,2
217,2,1,1,1,6,0,25-00503,59,0,3,486,2
218,2,1,1,1,4,0,25-00503,85,0,2,161,2
219,1,1,1,1,2,0,25-00703,62,1,4,3,2
220,2,1,1,2,5,0,25-01300,53,0,2,199,2
221,2,3,1,1,3,0,25-02800,26,0,3,8,2
222,1,N,1,1,N,0,25-01300,24,0,4,501,2
223,2,4,6,1,9,0,25-01000,91,0,3,501,2
224,2,1,1,1,8,0,25-00703,66,0,2,501,2
225,2,1,1,2,4,0,25-02800,69,2,3,482,2
226,2,N,1,1,N,0,25-02800,42,0,2,501,2
227,2,1,8,1,9,0,25-00503,61,0,2,501,2
228,1,1,1,2,9,0,25-00703,13,2,4,501,2
229,1,1,1,2,9,0,25-00503,15,0,2,501,2
230,1,6,1,1,2,0,25-00703,7,N,N,60,2
231,1,1,1,2,2,0,25-01000,27,2,2,475,2
232,2,6,2,2,5,0,25-02800,29,0,N,501,2
233,1,6,1,1,0,0,25-02800,63,N,N,501,2
234,2,6,1,1,0,0,25-00703,23,2,4,501,2
235,2,N,1,1,N,0,25-00703,1,0,6,501,2
236,2,N,1,1,N,0,25-01300,48,1,3,501,2
237,1,6,1,1,0,3,25-01300,52,0,N,501,2
238,1,6,1,1,2,4,25-00703,42,0,2,501,2
239,2,N,1,1,N,4,25-01000,91,2,7,501,2
240,1,4,1,1,7,0,25-00503,21,N,2,501,2
241,2,1,6,1,0,0,25-01300,52,0,3,501,2
242,2,1,1,1,8,0,25-01300,81,1,3,501,2
243,1,6,1,1,1,0,25-00703,22,0,N,242,2
244,1,3,1,1,2,0,25-02800,94,4,N,7,2
245,2,1,1,1,9,0,25-02800,94,0,4,501,2
246,1,N,1,1,N,0,25-01000,31,0,4,501,2
247,1,1,6,0,3,0,25-00703,46,0,2,N,2
248,2,1,1,2,4,0,25-00703,22,0,2,165,2
249,2,1,1,0,3,0,25-01300,82,0,2,N,2
250,1,5,1,1,3,0,25-01300,46,0,6,276,2
251,2,6,1,1,0,0,25-02800,82,4,4,56,2
252,1,1,1,2,1,0,25-02800,19,2,4,391,2
253,1,3,1,1,7,0,25-00503,55,N,N,501,2
254,1,1,1,1,5,0,25-01300,51,1,4,501,2
255,2,N,1,2,N,0,25-02800,23,2,4,501,2
256,2,1,1,1,8,0,25-01300,59,2,4,501,2
257,2,3,1,2,N,0,25-00503,79,0,N,94,2
258,1,1,1,0,1,0,25-00703,0,0,2,N,2
259,2,6,1,2,0,0,25-02800,58,0,2,408,2
260,2,1,1,1,6,0,25-01300,44,2,4,501,2
261,1,6,1,1,1,0,25-01000,38,0,N,301,2
262,1,3,1,1,2,0,25-01300,88,0,N,501,2
263,2,3,1,1,3,0,25-00703,53,0,N,52,2
264,1,N,1,1,N,0,25-02800,36,5,7,501,2
265,2,6,1,1,1,0,25-00503,81,0,N,272,2
266,2,1,1,2,0,0,25-00703,94,0,2,501,2
267,2,1,1,1,8,0,25-00503,42,0,2,501,2
268,2,6,1,1,1,0,25-00503,27,0,N,207,2
269,1,1,1,1,8,3,25-01300,52,1,3,501,2
270,2,N,1,1,N,0,25-01000,85,2,4,470,2
271,1,4,1,1,6,0,25-00503,8,0,N,217,2
272,2,6,6,1,2,0,25-01300,1,1,5,17,2
273,2,1,1,1,6,0,25-00703,53,0,2,501,2
274,2,6,1,1,0,0,25-00703,57,0,N,501,2
275,1,3,1,1,9,0,25-01000,12,0,N,501,2
276,1,N,1,1,N,0,25-01300,77,2,4,501,2
277,2,1,1,1,8,0,25-01000,67,0,4,501,2
278,1,1,2,1,4,0,25-00703,66,1,3,89,2
279,2,1,1,1,6,0,25-01000,90,0,2,501,2
280,1,4,1,1,9,0,25-00503,64,0,3,501,2
281,2,6,1,2,5,0,25-00703,22,2,4,387,2
282,2,1,1,1,7,0,25-02800,31,1,3,501,2
283,2,6,1,1,1,0,25-01300,82,2,4,501,2
284,2,4,6,1,9,0,25-00703,47,0,N,501,2
285,2,1,1,1,9,0,25-02800,50,0,3,501,2
286,1,6,1,1,0,0,25-00703,15,2,4,501,2
287,1,6,1,1,2,0,25-01300,40,2,4,104,2
288,2,1,1,1,6,0,25-00703,79,0,4,501,2
289,1,2,6,2,5,0,25-01300,63,0,N,340,2
290,2,1,1,1,9,0,25-01000,60,0,4,501,2
291,1,1,1,1,8,0,25-00503,27,2,4,501,2
292,1,1,1,2,0,0,25-00503,21,0,2,501,2
293,1,N,6,1,N,0,25-01000,42,3,5,501,2
294,1,1,1,1,7,0,25-02800,58,0,2,501,2
295,2,N,1,1,N,0,25-01000,29,0,4,501,2
296,1,1,1,1,6,0,25-01000,38,2,4,4,2
297,1,1,1,1,2,0,25-01300,68,0,2,481,2
298,1,1,1,1,8,4,25-00703,35,0,4,309,2
299,1,6,1,1,8,0,25-01000,70,N,N,501,1
300,2,1,1,1,5,0,25-00703,37,1,3,440,2
301,1,1,1,1,0,0,25-00503,15,2,2,372,2
302,2,N,1,1,N,0,25-00703,78,4,9,501,2
303,2,N,1,0,N,0,25-02800,20,0,4,284,2
304,2,1,1,1,8,0,25-00703,59,1,3,501,2
305,1,N,1,2,N,0,25-00503,7,2,5,179,2
306,1,6,1,1,0,0,25-01300,45,1,6,37,2
307,2,6,6,1,7,0,25-00703,29,0,2,501,2
308,2,6,1,1,7,0,25-01000,14,2,4,501,2
309,1,1,1,2,4,0,25-02800,59,2,4,315,2
310,2,1,1,1,5,0,25-00503,53,2,2,501,2
311,1,1,1,2,5,0,25-01300,65,0,2,263,2
312,1,4,1,1,3,0,25-00703,20,N,N,438,2
313,2,6,1,1,6,0,25-00703,53,0,N,501,2
314,1,1,1,1,9,4,25-00703,72,0,4,501,2
315,2,1,1,1,9,0,25-00503,89,0,2,501,2
316,1,6,1,1,2,0,25-00503,56,0,N,501,2
317,2,3,1,1,1,0,25-01300,23,0,2,501,2
318,2,1,1,2,1,0,25-00503,19,0,2,92,2
319,2,4,1,2,5,0,25-01000,38,0,N,262,2
320,2,3,1,1,7,0,25-00503,2,0,N,501,2
321,2,4,1,2,4,0,25-00703,82,0,N,12,2
322,2,1,1,1,9,0,25-00503,50,2,4,501,2
323,1,1,1,1,6,0,25-00503,38,4,6,217,2
324,1,3,1,1,1,0,25-00503,2,0,N,501,2
325,1,4,1,1,4,0,25-02800,72,1,3,234,2
326,1,N,1,1,N,0,25-00703,17,0,4,501,2
327,1,4,1,1,2,0,25-01300,35,2,5,266,2
328,1,1,1,1,9,0,25-00703,91,0,2,501,2
329,2,6,1,1,7,0,25-01000,78,N,N,501,2
330,1,1,1,1,7,0,25-01300,42,4,6,501,2
331,2,3,1,1,1,0,25-02800,55,1,3,501,2
332,2,6,1,1,0,0,25-00503,29,N,N,501,2
333,1,6,1,1,1,0,25-00503,30,1,3,42,2
334,1,1,1,2,6,0,25-02800,17,1,3,501,2
335,1,N,1,2,N,0,25-00503,76,2,4,501,2
336,1,1,1,1,0,0,25-02800,22,0,4,75,2
337,2,1,9,1,9,0,25-02800,61,2,4,501,2
338,2,N,6,0,3,0,25-00703,52,2,4,N,2
339,2,1,9,1,8,0,25-01000,56,1,3,501,2
340,2,6,1,2,1,0,25-01000,94,0,2,303,2
341,2,1,1,1,9,0,25-02800,85,0,2,501,2
342,1,N,1,1,N,0,25-00703,47,2,4,501,2
343,2,6,1,0,0,0,25-01300,41,0,4,N,2
344,2,6,1,1,5,0,25-00503,60,2,6,501,2
345,2,1,1,1,7,0,25-00703,76,0,2,501,2
346,1,3,1,0,1,0,25-00503,83,0,2,N,2
347,2,2,1,2,3,0,25-02800,81,1,5,347,2
348,1,4,1,1,3,0,25-00503,11,0,3,266,2
349,2,1,1,1,8,0,25-02800,56,3,5,501,2
350,2,6,1,1,6,0,25-00503,84,0,N,501,2
351,2,N,1,1,N,0,25-00503,56,3,5,501,2
352,1,1,1,0,2,0,25-01000,79,1,3,N,2
353,2,6,1,1,1,0,25-01000,42,1,3,501,2
354,2,1,1,2,8,0,25-00703,24,0,2,501,2
355,2,6,9,2,1,0,25-02800,2,1,4,301,2
356,1,1,1,2,9,0,25-00503,62,2,4,501,2
357,2,6,1,1,9,0,25-00703,30,2,4,501,2
358,2,N,1,2,N,0,25-00703,17,1,5,47,2
359,1,1,1,1,7,0,25-01300,68,1,3,501,2
360,1,1,1,1,9,0,25-01000,28,0,4,501,2
361,2,6,1,1,1,4,25-01300,14,2,4,501,2
362,2,N,1,1,N,0,25-01000,1,5,9,384,2
363,1,6,1,1,6,0,25-00703,58,0,N,501,2
364,1,4,1,1,6,0,25-01300,78,3,5,501,2
365,1,6,1,2,1,0,25-01300,45,1,3,320,2
366,2,N,1,1,N,0,25-01300,21,0,5,501,2
367,2,N,1,1,N,0,25-00503,50,0,3,501,2
368,2,6,1,1,9,0,25-00503,30,N,N,501,2
369,1,1,1,1,9,0,25-01300,54,0,3,501,2
370,2,1,1,0,2,0,25-02800,37,0,2,N,2
371,2,1,1,2,2,0,25-00703,77,0,2,259,2
372,1,1,1,1,7,0,25-00503,55,0,4,477,2
373,1,6,6,0,1,0,25-01300,1,2,4,N,2
374,2,6,1,1,3,0,25-00703,55,0,3,368,2
375,1,6,1,1,2,4,25-00503,37,4,6,7,2
376,2,6,1,1,7,0,25-00703,19,2,4,501,2
377,1,N,1,1,N,0,25-00503,3,0,4,501,1
378,2,1,1,1,0,0,25-01000,18,1,3,501,2
379,1,1,1,2,3,0,25-00503,46,1,2,203,2
380,1,1,1,1,6,0,25-01000,43,0,2,501,2
381,1,N,9,2,N,0,25-01300,28,4,6,501,2
382,2,4,1,0,4,0,25-01300,59,N,N,N,2
383,1,1,1,1,9,1,25-01300,52,0,2,501,2
384,2,1,6,2,6,0,25-00503,30,0,2,94,2
385,2,1,6,1,9,0,25-00503,42,0,2,501,2
386,2,1,1,1,8,0,25-00703,35,0,2,501,2
387,2,1,1,2,3,0,25-01300,65,0,2,241,2
388,2,N,1,1,N,0,25-02800,2,1,4,501,2
389,1,1,1,1,9,0,25-00703,58,1,5,501,2
390,1,1,1,1,9,0,25-01000,52,0,3,501,2
391,1,1,1,1,7,0,25-00703,46,2,4,501,2
392,1,1,1,1,8,0,25-02800,79,3,5,501,2
393,2,1,1,0,1,0,25-01300,30,2,4,N,2
394,2,6,1,1,2,0,25-02800,63,0,N,287,2
395,1,6,1,2,1,0,25-00703,45,3,4,353,2
396,1,6,1,1,1,0,25-01300,65,0,3,501,2
397,1,1,9,1,5,0,25-01000,46,4,6,309,2
398,2,N,1,1,N,0,25-00703,80,0,4,501,2
399,2,N,1,1,N,0,25-00703,39,0,4,501,2
400,2,6,1,1,0,0,25-01000,7,2,4,484,2
401,1,N,1,2,N,0,25-01300,30,0,2,501,2
402,1,1,1,1,9,0,25-00503,87,0,2,501,2
403,1,6,1,2,4,0,25-00503,23,N,N,322,2
404,1,1,1,1,7,0,25-00703,58,0,2,501,2
405,2,N,1,1,N,4,25-01000,36,3,5,501,2
406,1,N,3,1,N,0,25-00703,16,0,3,272,2
407,2,1,1,1,5,0,25-01300,82,2,4,501,2
408,1,N,1,1,N,0,25-01000,36,1,3,501,2
409,1,1,1,1,6,0,25-00503,76,2,4,143,2
410,1,1,1,1,0,0,25-00703,15,0,2,501,2
411,2,1,1,1,9,0,25-00503,81,0,4,501,2
412,2,1,1,1,7,0,25-00503,82,0,3,501,2
413,2,6,1,2,7,0,25-01000,34,0,2,501,2
414,2,1,1,2,6,0,25-00703,72,0,2,282,2
415,1,1,1,2,6,0,25-00703,59,0,4,83,2
416,2,N,1,1,N,0,25-00503,85,2,4,501,2
417,2,1,1,1,9,0,25-01300,54,5,9,501,2
418,2,N,1,2,N,0,25-00503,18,2,4,114,2
419,2,1,2,1,9,0,25-01300,76,0,2,501,2
420,2,1,1,1,8,0,25-01000,52,0,2,501,2
421,1,N,1,1,N,0,25-01300,75,0,3,501,2
422,1,1,1,1,0,0,25-00503,75,0,4,501,2
423,2,6,1,2,3,0,25-01000,67,N,N,484,2
424,1,4,1,0,3,0,25-02800,23,N,N,N,2
425,1,6,1,0,0,0,25-00503,64,0,N,N,2
426,1,4,1,1,2,0,25-00503,26,N,N,81,2
427,2,6,3,0,1,0,25-00703,16,1,4,N,2
428,1,6,6,0,1,0,25-00703,45,N,N,N,2
429,1,4,1,1,7,0,25-00503,4,0,N,501,2
430,2,1,1,1,9,0,25-00703,45,0,4,501,2
431,1,6,1,1,1,0,25-01000,2,N,N,501,2
432,1,4,6,1,7,0,25-00703,46,0,N,501,2
433,1,6,1,1,5,0,25-01000,2,1,4,428,2
434,2,6,1,1,6,0,25-00703,77,1,4,501,2
435,2,1,1,1,5,0,25-00703,54,2,4,501,2
436,1,6,6,1,3,0,25-00703,46,1,3,371,2
437,2,N,1,1,N,0,25-00703,91,4,6,227,2
438,2,1,1,1,4,0,25-00503,23,0,3,501,2
439,1,6,1,1,1,4,25-01000,37,2,4,370,2
440,2,N,1,1,N,0,25-01300,83,0,4,501,2
441,2,N,1,1,N,0,25-00703,87,2,4,501,2
442,2,6,1,1,3,0,25-00503,26,4,N,297,2
443,1,6,1,2,2,0,25-00503,44,0,N,34,2
444,1,6,1,2,1,0,25-01300,42,0,3,501,2
445,2,6,6,1,1,0,25-01300,50,0,2,501,2
446,2,6,1,2,3,0,25-00503,87,0,N,382,2
447,1,3,1,1,3,0,25-02800,70,N,N,501,2
448,1,N,1,1,N,0,25-00703,91,2,4,501,2
449,1,6,1,2,3,0,25-02800,68,0,2,413,2
450,2,4,1,1,7,0,25-00703,14,0,N,501,2
451,1,1,1,1,5,0,25-00503,61,0,3,51,2
452,2,1,1,1,0,0,25-00703,77,2,5,151,2
453,1,1,1,1,9,0,25-00703,38,2,4,501,2
454,1,1,1,1,9,0,25-01300,6,3,5,501,2
455,2,6,1,2,0,0,25-01000,52,0,N,363,2
456,1,1,1,1,5,0,25-01300,22,0,2,384,2
457,1,4,1,1,3,0,25-00703,4,0,N,309,2
458,2,1,1,1,9,0,25-02800,37,0,2,501,2
459,1,N,1,1,N,0,25-00703,4,0,6,501,2
460,1,6,1,0,4,0,25-00703,72,2,3,N,2
461,1,6,1,1,5,0,25-00703,53,0,N,501,2
462,2,6,1,1,7,0,25-00703,72,N,N,501,2
463,2,1,1,1,9,0,25-01300,60,0,2,501,2
464,2,6,1,1,6,0,25-02800,90,0,3,501,2
465,1,1,1,1,9,0,25-01300,43,1,3,501,2
466,1,1,1,1,5,0,25-01300,53,0,2,164,2
467,2,1,1,1,7,0,25-01300,5,0,4,179,2
468,1,N,1,1,N,0,25-02800,27,2,4,368,2
469,1,1,6,1,6,0,25-01000,81,1,3,501,2
470,2,1,1,1,8,4,25-00703,88,0,2,501,2
471,1,1,1,1,8,0,25-02800,70,0,2,501,1
472,1,6,6,0,1,0,25-00703,85,0,2,N,2
473,2,1,1,1,5,0,25-00503,26,0,2,501,2
474,1,6,1,1,1,0,25-00703,75,N,N,44,2
475,1,6,1,1,8,0,25-00703,25,N,N,501,2
476,1,1,1,1,2,4,25-00703,35,1,2,24,2
477,2,1,1,1,0,0,25-01300,60,0,2,501,2
