,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
48,2,3,6,1,4,0,25-02800,74,N,6,73
49,2,N,1,0,9,0,25-01300,43,1,N,339
50,2,4,7,1,5,1,25-02800,46,1,N,55
51,2,2,6,2,5,4,25-01300,81,2,4,51
52,2,1,8,2,N,0,25-01300,77,0,3,382
53,2,6,3,1,6,0,25-00703,83,2,4,219
54,2,6,3,0,2,4,25-02800,64,1,3,461
55,1,6,9,0,9,0,25-00703,2,1,6,0
56,1,3,5,0,N,4,25-02800,50,1,5,271
57,2,3,7,1,8,0,25-00503,0,1,N,91
58,1,4,8,2,2,0,25-01300,75,5,7,224
59,2,5,9,0,8,4,25-00703,4,0,5,406
60,2,1,1,1,4,3,25-00503,1,0,6,279
61,1,5,5,1,0,2,25-00703,59,0,2,238
62,1,1,8,1,8,0,25-01300,48,5,5,391
63,2,4,2,1,2,4,25-01300,31,N,2,199
64,2,6,6,1,1,0,25-00503,5,5,2,397
65,2,5,9,2,4,2,25-00703,51,2,4,318
66,1,2,9,1,4,3,25-00703,76,1,N,190
67,1,2,3,0,0,0,25-01300,33,2,7,176
68,1,5,5,1,1,2,25-00503,60,N,7,352
69,1,N,1,2,7,0,25-01300,61,4,9,457
70,2,3,6,2,3,0,25-02800,49,1,3,193
71,2,1,2,0,N,0,25-01300,53,2,5,241
72,2,1,3,0,0,0,25-00503,42,2,4,15
73,1,5,2,2,3,3,25-00503,51,5,N,186
74,2,1,1,1,7,2,25-00703,49,0,5,91
75,2,N,6,1,5,2,25-01300,43,4,3,242
76,1,N,7,2,4,3,25-01000,30,1,7,37
77,2,N,7,2,5,0,25-00703,53,1,3,397
78,2,1,2,1,7,4,25-00703,81,1,9,64
79,2,1,9,1,3,2,25-01000,76,0,3,438
80,2,N,2,2,N,4,25-00503,61,N,3,157
81,1,3,2,1,4,4,25-00503,66,4,3,454
82,2,N,2,2,6,2,25-01000,25,3,2,374
83,1,1,7,2,2,1,25-02800,49,N,5,324
84,2,4,1,1,0,4,25-00703,67,5,6,170
85,1,4,6,0,4,1,25-02800,36,2,3,88
86,1,1,9,0,8,2,25-02800,39,5,4,172
87,1,5,2,2,3,4,25-01000,82,4,N,90
88,2,2,5,2,0,3,25-01000,18,2,9,32
89,2,N,9,0,9,3,25-00703,56,1,2,301
90,2,3,2,2,N,0,25-00703,13,N,N,54
91,1,1,3,0,7,4,25-02800,43,0,5,127
92,1,6,1,1,6,3,25-00703,53,4,3,486
93,2,1,8,0,7,1,25-02800,24,4,4,65
94,2,2,5,1,6,2,25-01300,25,2,2,422
95,2,2,8,0,8,2,25-00703,37,N,4,189
96,2,6,6,1,N,3,25-00503,80,0,6,89
97,2,2,6,0,N,3,25-00703,33,2,3,273
98,1,6,5,1,9,4,25-00703,79,1,6,356
99,2,4,5,1,4,2,25-00503,26,1,7,109
100,2,N,9,2,0,3,25-00703,61,2,5,65
101,2,1,2,0,0,3,25-01300,16,1,6,37
102,1,N,6,1,2,1,25-01000,28,4,5,235
103,2,3,6,2,8,0,25-00703,82,N,4,360
104,1,4,8,1,9,3,25-01000,0,4,4,369
105,1,1,6,2,5,3,25-02800,84,3,9,122
106,1,1,6,0,7,0,25-01000,70,4,9,228
107,2,1,1,2,2,0,25-02800,59,3,2,194
108,2,N,2,1,4,3,25-01300,24,0,4,177
109,2,4,2,2,3,3,25-01300,80,N,7,334
110,1,1,8,0,5,2,25-01000,77,5,5,501
111,1,N,5,1,8,2,25-00703,35,N,9,232
112,2,6,1,0,2,2,25-00703,14,2,2,186
113,2,N,1,0,N,2,25-00503,75,4,4,302
114,2,4,5,0,6,3,25-00703,67,4,7,174
115,2,5,6,0,N,3,25-00703,74,N,5,415
116,1,5,9,1,5,0,25-01000,38,1,3,59
117,1,6,5,1,7,0,25-02800,77,5,4,238
118,2,2,7,2,5,3,25-00503,29,5,9,186
119,2,2,1,0,0,4,25-01300,47,5,3,385
120,2,2,5,0,7,4,25-00703,85,2,4,245
121,1,6,1,1,6,4,25-00503,43,1,2,182
122,1,N,9,0,1,1,25-01000,9,1,5,82
123,2,4,1,2,6,2,25-00503,74,3,4,41
124,2,1,2,1,1,3,25-01300,24,5,9,47
125,1,5,7,2,5,0,25-00703,54,4,9,265
126,2,1,7,0,3,0,25-00503,51,4,N,292
127,1,2,9,2,1,2,25-01300,3,2,4,284
128,2,N,2,2,8,0,25-00703,76,3,N,21
129,2,1,5,0,0,0,25-00703,90,2,9,427
130,2,3,7,0,6,0,25-02800,63,4,3,83
131,2,2,5,1,6,2,25-01000,60,0,4,9
132,1,N,3,1,8,4,25-01000,24,2,6,51
133,1,1,3,2,7,1,25-00703,27,N,7,117
134,2,4,1,2,7,4,25-00503,58,1,N,447
135,1,N,7,1,8,0,25-00503,27,0,3,60
136,2,N,1,1,7,0,25-00703,28,4,7,244
137,1,5,2,1,6,0,25-00503,44,1,5,308
138,2,N,7,1,8,0,25-00703,68,1,3,414
139,2,N,8,1,5,0,25-01300,27,4,4,115
140,2,6,1,1,N,4,25-00703,49,4,3,48
141,1,1,9,2,7,0,25-01000,87,0,2,166
142,2,4,7,0,6,2,25-00703,3,5,N,76
143,2,2,2,1,N,0,25-00503,60,N,2,160
144,1,N,1,1,8,2,25-00703,23,N,7,332
145,2,1,3,1,9,2,25-00703,48,1,N,187
146,2,5,1,1,3,1,25-00503,81,0,4,457
147,2,N,9,0,6,0,25-00503,56,0,4,124
148,2,5,1,1,6,1,25-02800,53,N,7,323
149,1,6,2,1,5,4,25-01300,16,4,6,158
150,2,5,8,1,9,0,25-01000,14,N,N,28
151,2,5,3,1,3,1,25-00503,35,4,N,246
152,1,1,9,1,7,4,25-00703,11,N,2,272
153,2,N,1,0,2,2,25-01000,26,2,3,289
154,2,2,1,1,9,3,25-00503,16,N,4,31
155,1,1,9,1,N,0,25-00703,34,N,7,224
156,1,1,5,2,4,4,25-01300,31,3,5,495
157,2,6,9,1,1,1,25-00703,48,4,9,31
158,2,5,5,1,3,4,25-01000,33,3,3,423
159,1,2,8,1,6,4,25-01300,1,0,7,473
160,2,5,6,1,5,0,25-00503,67,3,5,293
161,2,N,5,0,N,2,25-01000,69,2,4,400
162,2,N,9,0,9,2,25-01300,21,4,3,3
163,2,N,2,1,9,3,25-01000,73,1,2,369
164,1,4,6,1,3,3,25-01300,80,0,4,440
165,2,4,9,1,1,1,25-00503,89,0,N,356
166,2,1,9,2,7,0,25-00703,57,4,5,61
167,2,N,2,0,4,0,25-00503,3,0,7,450
168,2,6,7,1,6,0,25-01300,26,2,N,452
169,1,5,1,2,7,1,25-02800,10,5,9,179
170,1,3,6,1,5,2,25-00503,10,0,7,467
171,1,3,7,0,6,4,25-02800,47,1,4,459
172,1,N,6,1,2,3,25-02800,12,4,5,58
173,2,2,2,0,6,4,25-02800,87,2,5,252
174,1,1,6,1,8,3,25-01000,79,1,7,494
175,1,1,8,1,4,2,25-01000,49,5,N,209
176,1,3,7,0,1,0,25-01300,79,2,4,161
177,2,4,7,1,6,0,25-01000,75,5,4,191
178,1,N,7,2,7,4,25-00703,39,2,7,130
179,2,1,3,2,9,3,25-01000,60,4,4,329
180,1,4,2,0,8,3,25-02800,69,N,N,319
181,2,5,2,2,2,4,25-01300,41,0,N,308
182,1,1,2,1,2,1,25-01300,44,0,N,342
183,2,5,2,1,0,0,25-02800,9,1,3,172
184,2,3,8,2,4,0,25-02800,63,1,2,398
185,2,4,6,0,3,1,25-00503,33,3,4,358
186,2,1,8,1,N,3,25-01000,31,2,3,420
187,2,3,1,1,4,3,25-01300,66,N,N,394
188,1,N,1,1,3,0,25-00503,8,4,2,251
189,1,2,8,1,N,0,25-00703,76,4,5,468
190,2,1,2,0,0,4,25-02800,4,N,2,263
191,2,5,1,0,0,2,25-01300,63,4,N,293
192,1,1,3,1,3,0,25-00503,68,2,3,233
193,1,2,9,0,5,2,25-02800,54,1,3,467
194,2,N,3,1,9,0,25-01000,4,3,4,332
195,2,N,8,0,N,4,25-00703,9,2,3,39
196,2,N,8,0,9,2,25-02800,48,1,3,32
197,1,5,2,2,2,2,25-00503,31,0,2,107
198,2,4,5,0,6,3,25-01300,75,2,5,34
199,2,6,9,0,0,2,25-00503,13,4,4,361
200,2,N,9,0,5,1,25-02800,65,2,3,98
201,1,N,7,0,8,4,25-01300,28,1,9,378
202,2,2,8,2,0,1,25-01300,73,4,7,443
203,1,6,8,1,9,2,25-01000,90,4,N,2
204,1,3,5,2,2,0,25-00703,34,5,5,19
205,1,3,2,1,2,0,25-01300,78,4,6,242
206,1,1,9,1,N,1,25-01300,76,3,7,382
207,2,4,5,1,9,3,25-00703,81,5,N,172
208,1,1,5,0,9,3,25-00703,27,4,5,386
209,1,1,8,0,0,1,25-00703,6,0,2,163
210,2,2,2,2,N,0,25-01000,15,1,9,277
211,1,5,2,0,8,4,25-00703,78,4,3,162
212,1,4,3,0,4,2,25-02800,67,2,3,444
213,1,4,6,0,9,1,25-00703,77,2,7,42
214,2,1,9,1,N,4,25-01300,32,5,4,53
215,2,3,6,0,1,0,25-00503,4,4,5,371
216,1,N,2,0,3,1,25-00503,44,3,N,117
217,2,1,2,0,3,3,25-01000,55,2,6,266
218,1,3,1,1,4,3,25-02800,83,1,4,286
219,2,6,8,2,8,3,25-01000,76,5,3,139
220,1,3,6,2,N,0,25-00503,57,1,7,11
221,2,6,8,0,4,1,25-00503,84,3,6,264
222,1,5,8,1,9,4,25-00703,33,N,3,302
223,1,6,8,1,5,3,25-02800,90,0,5,334
224,2,N,9,1,2,0,25-01300,7,1,4,344
225,2,2,2,1,3,0,25-01000,65,N,9,456
226,2,1,2,1,5,0,25-00703,27,2,4,255
227,2,2,3,1,3,3,25-00503,7,2,5,257
228,1,6,7,1,3,4,25-00703,15,0,5,342
229,1,N,9,0,1,3,25-00503,22,N,4,165
230,1,4,5,0,4,0,25-00503,25,5,3,142
231,2,4,3,1,N,3,25-00503,23,1,7,257
232,2,6,9,1,8,2,25-00503,90,1,N,437
233,2,N,2,2,4,1,25-00503,37,3,4,317
234,2,2,3,1,7,1,25-00703,61,4,9,26
235,2,5,8,2,9,0,25-01300,45,N,5,160
236,2,1,6,1,4,0,25-02800,44,1,4,83
237,1,2,1,1,6,0,25-00703,22,2,2,247
238,1,4,1,2,6,3,25-02800,46,3,7,477
239,2,4,5,0,N,1,25-01000,45,2,7,395
240,1,1,5,1,6,0,25-01300,55,1,4,54
241,1,6,7,1,8,1,25-02800,16,0,7,430
242,1,1,6,1,2,2,25-01000,4,0,3,16
243,2,4,1,1,7,0,25-00503,88,4,5,113
244,2,1,6,0,9,3,25-00703,7,2,3,52
245,1,4,2,0,4,1,25-00703,16,4,4,60
246,1,6,6,1,2,1,25-01300,52,N,5,260
247,1,6,5,1,9,2,25-02800,74,1,4,161
248,2,6,1,0,9,4,25-01000,73,5,N,245
249,1,N,9,1,0,0,25-01300,63,N,N,199
250,2,4,5,0,2,0,25-01300,41,5,4,472
251,2,N,8,0,1,0,25-01000,68,2,7,374
252,2,1,1,0,N,0,25-00703,0,3,4,194
253,1,1,9,0,N,3,25-01000,20,4,7,424
254,2,5,1,0,9,1,25-00503,70,2,5,3
255,2,1,2,1,7,1,25-02800,30,0,5,351
256,2,6,7,1,6,4,25-00703,89,0,2,467
257,2,1,3,0,3,2,25-01300,7,2,9,176
258,1,1,1,1,8,4,25-00503,34,4,5,108
259,2,4,5,1,0,2,25-00703,20,4,4,116
260,2,5,7,2,2,1,25-00503,53,1,7,128
261,2,N,8,0,1,2,25-02800,40,0,9,340
262,2,2,9,2,6,1,25-01000,24,2,5,386
263,1,5,2,0,0,2,25-00703,60,N,9,193
264,1,N,7,2,4,4,25-01300,78,5,4,420
265,2,2,1,1,5,0,25-00703,14,3,3,105
266,1,4,8,2,8,0,25-02800,82,1,7,76
267,2,2,9,0,2,3,25-02800,23,3,6,465
268,1,4,9,2,5,3,25-02800,29,1,5,415
269,2,1,7,0,N,0,25-01000,68,0,7,252
270,2,2,1,0,1,2,25-01000,26,1,6,275
271,1,N,3,1,3,1,25-02800,60,4,6,N
272,1,1,2,2,N,0,25-00703,65,3,3,117
273,2,4,6,2,0,3,25-02800,16,2,7,268
274,1,2,3,1,N,4,25-01000,70,2,3,91
275,2,1,6,0,2,0,25-00703,29,4,5,145
276,1,3,8,2,1,0,25-00703,27,N,4,492
277,1,6,7,1,6,4,25-02800,44,N,N,164
278,1,N,6,1,9,1,25-00503,23,N,2,254
279,1,N,1,2,2,3,25-00503,1,1,4,308
280,1,N,5,1,2,1,25-00703,15,3,4,29
281,1,6,2,2,3,0,25-02800,37,1,4,218
282,1,4,2,1,4,2,25-02800,23,1,4,493
283,1,N,6,0,2,2,25-01000,4,0,4,226
284,2,1,1,1,N,4,25-00503,54,5,4,152
285,2,1,9,2,0,1,25-00703,12,2,9,451
286,2,N,9,2,3,2,25-02800,67,0,N,76
287,2,4,1,1,6,3,25-00703,58,4,2,209
288,1,4,2,0,4,2,25-01000,35,4,3,424
289,1,4,2,1,6,4,25-00703,13,1,9,101
290,2,2,6,2,3,0,25-00503,56,1,7,266
291,1,6,6,2,1,2,25-00503,10,N,7,291
292,2,N,5,2,9,3,25-00503,81,5,2,113
293,2,6,5,1,2,0,25-00703,3,5,5,352
294,2,4,9,1,0,4,25-01300,74,1,5,221
295,2,5,1,2,8,4,25-00703,2,5,3,163
296,2,6,8,1,9,1,25-00503,60,N,7,60
297,1,4,2,0,8,1,25-02800,29,0,4,228
298,1,1,8,1,1,3,25-02800,71,3,2,62
299,1,6,7,0,3,0,25-01300,31,0,3,65
300,1,5,1,1,7,1,25-01300,28,2,5,86
301,2,2,2,2,2,2,25-00703,35,3,5,58
302,1,N,6,1,4,4,25-00503,8,2,7,0
303,1,4,3,0,2,1,25-02800,31,1,2,147
304,2,N,7,0,9,0,25-02800,70,1,4,165
305,2,4,6,1,3,0,25-01000,69,3,6,290
306,1,5,1,0,2,1,25-00503,53,4,2,77
307,2,1,6,1,8,2,25-00703,21,N,4,121
308,1,3,6,1,1,1,25-00703,40,2,9,75
309,2,5,7,1,8,0,25-01000,63,4,4,407
310,2,2,2,0,9,3,25-00703,45,4,6,99
311,1,N,5,2,2,1,25-00503,45,0,6,326
312,1,1,3,2,1,0,25-00703,61,1,3,429
313,2,2,3,1,4,3,25-00703,64,5,9,4
314,1,N,7,1,4,4,25-00703,21,0,N,334
315,2,3,2,1,8,1,25-02800,45,3,2,128
316,2,2,1,2,4,0,25-00703,15,2,5,456
317,1,5,1,0,N,3,25-00703,36,N,3,130
318,1,4,9,1,7,0,25-01000,29,1,5,86
319,1,3,2,1,9,0,25-02800,56,4,3,94
320,2,5,1,1,0,0,25-00503,69,1,7,353
321,1,6,7,2,3,3,25-01300,21,4,9,135
322,2,2,3,0,0,0,25-00703,9,0,6,447
323,1,6,3,1,8,3,25-01300,15,1,3,447
324,1,6,1,2,2,2,25-00703,50,3,6,467
325,1,4,8,1,2,0,25-00503,36,2,2,143
326,1,6,3,0,3,0,25-02800,16,0,3,392
327,2,5,2,0,2,2,25-00703,78,2,4,343
328,2,6,9,2,0,1,25-02800,63,0,5,366
329,1,4,6,1,7,2,25-01300,91,4,7,45
330,2,4,6,2,5,3,25-00703,36,N,7,495
331,2,3,2,0,7,3,25-02800,11,5,9,386
332,2,1,8,1,3,3,25-01300,42,4,N,104
333,2,N,5,2,3,2,25-00503,4,2,N,135
334,1,4,8,2,N,0,25-01300,64,4,6,448
335,2,N,6,0,3,0,25-01000,64,2,7,311
336,1,2,8,2,8,0,25-02800,8,0,7,212
337,2,6,3,2,6,4,25-00703,68,1,5,348
338,2,1,5,2,1,1,25-01300,17,5,4,287
339,1,2,1,1,3,1,25-00503,59,5,9,301
340,1,5,6,1,1,2,25-01300,46,0,7,272
341,1,1,7,0,1,4,25-00703,52,2,7,234
342,2,1,6,1,5,3,25-00703,82,2,2,121
343,1,N,2,1,8,4,25-01000,71,4,2,11
344,1,1,2,2,0,3,25-01300,6,1,5,284
345,2,2,6,1,0,0,25-01300,15,N,3,400
346,2,3,2,2,8,0,25-00703,50,2,N,387
347,1,1,7,1,9,2,25-00703,73,5,2,493
348,1,2,2,2,2,2,25-00703,33,0,2,226
349,2,2,6,2,1,2,25-00503,31,5,N,358
350,1,5,6,0,7,2,25-00503,61,4,9,371
351,1,N,1,1,8,0,25-00503,23,3,N,431
352,2,3,3,1,1,1,25-02800,69,0,7,1
353,1,2,5,1,6,0,25-00703,69,0,2,117
354,2,4,9,2,8,0,25-00703,68,4,7,500
355,2,N,6,2,7,1,25-00503,73,2,2,315
356,1,6,8,0,9,2,25-01000,55,2,2,111
357,2,3,8,1,2,2,25-02800,48,3,N,221
358,1,5,2,2,1,4,25-02800,72,1,3,17
359,1,3,7,2,3,2,25-02800,27,0,7,242
360,1,N,1,1,2,2,25-01000,34,2,7,144
361,2,4,5,1,9,0,25-00703,70,0,2,379
362,1,N,6,0,5,0,25-01300,9,4,N,76
363,2,3,6,0,6,1,25-01000,15,N,3,168
364,1,4,2,1,1,2,25-00503,59,3,4,78
365,1,5,9,1,1,3,25-00703,12,2,6,429
366,1,3,6,2,4,3,25-00703,41,1,4,124
367,1,3,8,0,1,2,25-00703,81,1,N,407
368,1,4,1,1,0,0,25-00503,7,4,N,282
369,1,6,9,2,4,0,25-00703,83,4,9,19
370,1,N,6,0,N,0,25-00503,82,N,N,252
371,1,2,3,0,4,0,25-00703,14,2,5,440
372,1,5,5,2,3,2,25-01000,35,2,N,266
373,1,1,1,0,3,4,25-00703,86,3,N,456
374,1,5,5,0,7,1,25-00703,79,4,7,354
375,1,2,1,1,0,3,25-00703,17,5,3,372
376,2,5,1,1,9,4,25-00503,65,4,4,394
377,2,N,3,2,5,0,25-00503,64,1,6,267
378,1,N,6,0,7,1,25-00703,39,0,2,497
379,1,N,8,1,9,4,25-00503,94,0,2,220
380,2,4,5,0,7,4,25-00703,18,5,2,108
381,2,6,5,0,N,3,25-00703,71,0,6,454
382,1,1,1,1,1,0,25-02800,31,3,4,181
383,2,N,5,1,N,3,25-02800,33,2,3,70
384,2,1,1,0,N,1,25-01300,44,1,N,289
385,1,5,8,0,6,0,25-00503,43,1,4,133
386,1,5,1,0,8,0,25-00503,91,1,5,135
387,1,2,1,1,4,3,25-00703,94,0,7,439
388,2,4,1,2,2,0,25-00703,24,2,4,159
389,2,2,2,0,2,0,25-01300,56,N,4,403
390,2,3,5,1,0,4,25-00703,77,1,2,39
391,2,6,6,1,6,2,25-02800,64,5,5,345
392,1,5,3,0,9,4,25-00703,15,5,9,32
393,2,5,1,2,6,4,25-01000,25,N,3,205
394,2,4,9,1,9,4,25-01000,43,4,2,496
395,2,N,8,2,8,0,25-01000,13,4,9,412
396,1,2,6,2,6,4,25-00503,35,2,4,494
397,1,5,6,2,1,3,25-02800,67,5,2,458
398,2,1,1,0,1,0,25-01000,61,5,6,375
399,2,N,1,1,3,1,25-01300,15,4,5,200
400,2,5,9,1,4,0,25-02800,94,0,3,56
401,1,1,9,2,7,0,25-00503,33,5,7,208
402,2,4,8,2,7,0,25-01000,50,3,4,75
403,1,3,2,1,0,1,25-02800,23,N,9,114
404,1,5,9,0,8,3,25-02800,7,4,2,276
405,1,1,5,0,6,1,25-00703,40,3,7,93
406,1,4,5,1,7,2,25-01000,17,5,4,117
407,1,1,9,1,5,2,25-02800,47,N,3,112
408,2,5,6,2,9,4,25-01300,45,3,N,209
409,1,2,7,0,0,4,25-01300,43,0,5,420
410,2,3,8,2,4,0,25-00503,17,1,N,230
411,2,6,7,2,7,2,25-02800,1,5,3,223
412,2,4,5,2,1,2,25-02800,76,0,6,325
413,2,5,2,0,2,0,25-00703,24,N,2,177
414,1,1,3,1,9,0,25-02800,38,0,2,110
415,2,N,6,1,5,4,25-02800,26,0,3,468
416,1,3,2,1,3,2,25-00503,1,1,2,494
417,2,1,5,0,5,0,25-01000,70,0,2,47
418,1,3,2,0,N,0,25-00703,61,2,6,152
419,1,1,1,1,4,0,25-02800,59,4,3,385
420,2,N,2,1,4,0,25-00703,63,0,4,228
421,2,N,7,0,1,1,25-01000,23,1,9,413
422,2,3,7,1,0,0,25-02800,13,1,4,301
423,1,1,2,2,9,3,25-00503,49,N,2,63
424,2,N,8,1,0,3,25-01300,66,N,N,426
425,2,5,1,0,0,0,25-00503,10,5,2,311
426,1,1,8,1,9,1,25-00503,49,0,3,339
427,2,1,3,2,0,0,25-00503,68,4,N,385
428,2,3,6,0,2,3,25-01000,75,2,6,422
429,1,N,2,1,3,4,25-00503,49,1,2,371
430,2,2,1,0,N,0,25-00703,87,4,5,39
431,1,6,3,0,9,2,25-01000,0,0,6,347
432,1,4,5,2,N,2,25-00703,56,2,3,243
433,1,5,7,1,1,0,25-00703,45,N,9,121
434,1,2,1,1,5,3,25-00703,51,1,4,279
435,2,6,8,0,4,3,25-01000,49,4,N,127
436,1,1,5,1,9,1,25-01300,91,1,4,471
437,2,4,2,2,6,0,25-00703,17,1,6,279
438,1,4,1,1,9,4,25-02800,18,0,9,154
439,2,6,7,2,3,4,25-00703,55,N,3,368
440,1,2,2,2,5,4,25-00503,7,2,2,179
441,2,1,7,2,0,1,25-02800,63,3,5,344
442,2,5,9,0,7,2,25-01000,22,1,3,110
443,1,2,7,0,7,4,25-01000,76,5,9,174
444,2,1,1,2,8,2,25-00703,89,5,4,98
445,2,1,2,1,5,3,25-01000,19,5,7,419
446,1,5,1,1,7,4,25-02800,71,N,2,16
447,1,6,2,1,9,1,25-02800,7,N,6,204
448,1,3,6,1,0,1,25-00703,8,1,N,203
449,1,2,2,2,8,0,25-00703,56,1,5,158
450,1,4,2,0,1,4,25-02800,15,2,4,116
451,2,N,6,1,6,1,25-02800,77,3,7,280
452,1,2,1,0,3,2,25-01000,90,0,4,214
453,2,2,1,1,8,3,25-00703,90,0,3,117
454,2,2,6,1,0,3,25-00503,26,1,9,198
455,1,5,6,1,4,0,25-01300,1,3,3,107
456,2,1,3,2,2,2,25-00503,88,0,N,38
457,2,N,6,2,0,4,25-01000,51,N,5,223
458,1,2,7,1,3,1,25-01300,75,2,5,286
459,2,1,6,0,7,0,25-00703,23,4,2,191
460,1,5,7,1,1,2,25-02800,66,1,4,212
461,2,5,1,1,7,4,25-01300,90,1,5,140
462,2,N,3,1,7,2,25-00503,82,2,3,216
463,2,N,7,2,9,3,25-00503,79,2,9,89
464,1,5,8,0,N,1,25-01300,88,4,7,274
465,2,1,1,1,6,3,25-00703,87,1,5,282
466,1,6,6,2,6,2,25-01300,88,5,3,31
467,1,5,3,0,9,2,25-02800,10,N,4,323
468,2,3,2,2,8,0,25-02800,75,4,7,111
469,2,1,9,1,2,1,25-01300,24,2,3,81
470,2,4,1,0,0,2,25-00703,54,5,2,38
471,2,3,1,2,3,3,25-02800,31,0,7,329
472,1,6,6,2,2,0,25-01000,75,1,9,339
473,2,3,2,0,9,2,25-00703,0,3,2,117
474,2,2,2,2,9,4,25-02800,38,1,3,265
475,2,3,6,1,0,2,25-00503,11,0,4,384
476,1,1,6,0,1,0,25-00703,67,1,4,239
477,2,6,5,0,0,4,25-01000,67,2,4,256
478,2,3,6,1,8,2,25-00703,81,0,7,285
479,1,5,8,2,6,4,25-00503,57,N,4,474
480,1,2,1,1,8,3,25-02800,88,1,2,379
481,1,1,5,2,1,0,25-02800,24,0,4,465
482,2,1,1,1,N,0,25-00703,86,2,6,408
483,2,3,8,2,6,2,25-01300,40,1,6,98
484,2,4,7,0,0,0,25-01000,54,N,5,81
485,1,1,9,2,0,1,25-01300,8,0,9,264
486,2,5,8,2,6,3,25-00703,32,1,4,484
487,2,1,2,1,6,1,25-00503,63,N,N,183
488,2,4,2,0,3,1,25-02800,82,5,3,18
489,1,N,3,0,7,2,25-00703,38,4,3,173
490,1,5,1,2,9,3,25-01300,67,2,7,347
491,2,N,8,1,6,0,25-02800,87,4,4,166
492,2,N,6,1,1,4,25-00703,7,2,2,286
493,1,3,5,0,N,3,25-00503,45,1,4,113
494,1,1,6,2,N,4,25-02800,8,3,7,71
495,2,N,6,1,0,2,25-01300,77,1,9,429
496,2,5,7,2,4,4,25-01300,8,2,2,317
497,1,2,3,1,4,3,25-00503,24,5,7,322
498,2,N,6,2,1,1,25-00703,15,2,4,10
499,1,N,2,2,0,0,25-01300,35,3,7,451
500,2,4,7,0,2,0,25-02800,76,0,4,43
501,2,5,7,0,N,4,25-00503,68,2,5,441
502,2,5,5,1,3,3,25-00703,71,4,7,99
503,1,2,3,0,0,3,25-01300,31,2,2,82
504,1,6,9,2,2,2,25-00703,80,3,N,311
505,2,2,7,2,5,0,25-00503,23,0,6,477
506,1,5,3,1,5,1,25-00703,57,2,3,496
507,2,1,2,2,2,2,25-00503,48,3,9,114
508,2,4,1,1,0,1,25-01300,7,4,7,113
509,2,6,5,2,3,2,25-01000,22,0,2,168
510,2,N,2,0,8,4,25-02800,43,5,9,442
511,1,1,3,0,7,2,25-00703,94,1,6,348
512,1,6,9,1,1,2,25-00703,3,3,6,471
513,1,6,8,0,N,0,25-00503,51,2,4,25
