,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
76,25-00703,34,2,3,0,1,0,2,1,1,2175.1268157958984,16,5,67500.0,6,23,N,2,2,2,2
77,25-01000,44,1,1,0,1,2,2,1,1,2799.2850189208984,11,4,4400.0,2,12,N,2,2,2,2
78,25-00503,78,2,4,2,1,0,4,1,1,2756.4095001220703,14,7,378100.0,0,397,N,2,2,2,2
79,25-00703,26,1,1,0,1,0,5,1,2,2145.059616088867,4,9,42500.0,7,501,N,2,2,2,2
80,25-01300,31,1,1,0,1,0,3,1,1,1553.9374389648438,9,12,37580.0,3,501,N,2,2,2,2
81,25-01300,17,1,1,0,1,2,2,1,1,2638.8747005462646,11,9,291000.0,7,501,N,2,2,2,2
82,25-01000,63,2,1,0,1,2,2,1,1,2412.190170288086,12,11,26500.0,5,239,N,2,2,2,2
83,25-01300,73,1,3,0,1,0,5,1,1,1628.2229614257812,16,9,43400.0,7,501,N,2,2,2,2
84,25-02800,56,1,1,0,6,3,2,1,1,2638.959403991699,9,10,0.0,7,N,N,2,2,2,2
85,25-01000,21,2,6,0,1,0,3,1,1,2715.638298034668,N,9,104500.0,3,467,N,2,2,2,2
86,25-01000,63,2,1,0,1,1,2,1,1,1905.0567779541016,11,9,20000.0,7,501,N,2,2,2,2
87,25-00703,76,2,4,0,1,2,2,1,1,1856.3013763427734,16,10,102200.0,2,34,N,2,2,2,2
88,25-02800,58,2,2,0,1,1,2,1,1,2250.564254760742,4,7,13200.0,3,113,N,2,2,2,2
89,25-00703,67,1,1,0,1,0,3,1,1,2853.757797241211,10,9,40000.0,7,501,N,2,2,2,2
90,25-01300,18,2,6,0,1,0,3,1,1,1505.4506530761719,10,9,90000.0,7,501,N,2,2,2,2
91,25-02800,12,2,1,0,1,0,3,1,2,2946.885971069336,10,9,12500.0,8,227,N,2,2,2,2
92,25-00503,75,2,5,0,6,0,2,1,2,2670.9510536193848,15,9,81000.0,9,266,N,2,2,2,2
93,25-02800,22,1,6,0,1,0,7,1,1,1850.8819122314453,N,8,190000.0,5,501,N,2,2,2,2
94,25-00503,29,2,1,0,6,0,3,1,1,2803.0065002441406,10,9,10000.0,9,363,N,2,2,2,2
95,25-00703,70,2,1,0,1,0,N,1,1,1914.0470275878906,4,7,5400.0,3,501,N,2,2,2,2
96,25-01000,48,2,6,0,1,2,4,1,1,2504.2722911834717,7,9,65900.0,3,131,N,2,2,2,2
97,25-00703,62,2,4,0,9,0,2,1,1,2721.4771766662598,N,5,5000.0,0,276,N,2,2,2,2
98,25-00503,29,1,6,0,1,0,4,1,1,3449.4600830078125,4,9,46600.0,4,447,N,2,2,2,2
99,25-01000,51,1,3,0,2,0,7,1,1,2185.4155349731445,7,9,55000.0,3,204,N,2,2,2,2
100,25-00703,31,1,2,0,1,0,4,1,1,2441.7213401794434,6,9,70000.0,3,501,N,2,2,2,2
101,25-00703,46,1,1,0,1,0,2,1,2,2588.7672481536865,N,9,12500.0,9,501,N,2,2,2,2
102,25-00703,41,1,1,0,1,0,2,1,1,1635.877685546875,14,7,20800.0,6,244,N,2,2,2,2
103,25-01000,35,1,4,0,1,1,N,1,1,1628.6301879882812,2,8,48000.0,N,454,N,2,2,2,2
104,25-01300,28,1,1,0,1,0,N,1,1,2481.333541870117,9,10,22200.0,3,345,N,2,2,2,2
105,25-00703,54,2,6,0,1,0,2,1,1,1519.8790893554688,N,9,10500.0,5,501,N,2,2,2,2
106,25-00703,24,2,4,0,1,0,2,1,1,1680.1169738769531,12,9,50000.0,9,501,N,2,2,2,2
107,25-01300,53,2,1,0,1,0,N,1,1,1675.035888671875,16,9,0.0,5,353,N,1,2,2,2
108,25-00503,36,2,6,0,1,1,5,1,2,2631.3094005584717,14,4,11000.0,8,341,N,2,2,2,2
109,25-00703,17,1,1,0,1,0,6,1,1,3030.7208099365234,10,8,15000.0,5,331,N,2,2,2,2
110,25-00503,66,1,1,0,6,1,N,1,1,3006.1979064941406,N,9,18000.0,6,292,N,2,2,2,2
111,25-01000,72,1,2,0,1,2,3,1,2,2339.520736694336,N,3,190000.0,9,20,4,2,2,2,2
112,25-02800,36,1,1,4,1,0,2,1,2,2466.370288848877,14,10,45000.0,9,501,N,2,2,2,2
113,25-01300,6,2,6,0,1,0,2,1,1,2169.4813079833984,9,4,154670.0,9,501,N,2,2,2,2
114,25-02800,71,1,6,0,1,1,2,1,1,3271.884307861328,10,9,56000.0,2,454,N,2,2,2,2
115,25-01000,46,2,6,0,6,0,6,1,2,2377.913398742676,2,7,64300.0,4,8,N,2,2,2,1
116,25-00703,42,1,6,0,1,0,2,1,1,2023.197982788086,13,3,84140.0,8,501,N,2,2,2,2
117,25-00703,44,2,1,0,1,0,3,1,1,1884.8665618896484,6,9,20000.0,7,248,N,2,2,2,2
118,25-00503,65,2,1,0,1,1,3,1,1,3137.3716888427734,4,7,637000.0,4,501,N,2,2,2,2
119,25-01300,47,1,1,0,1,2,4,1,2,2461.479804992676,10,10,39900.0,7,501,N,2,2,2,2
120,25-01300,0,1,1,0,1,0,4,1,1,2478.588275909424,6,7,37300.0,9,501,N,2,2,2,2
121,25-02800,58,1,1,0,1,0,3,1,1,2814.496139526367,3,7,627000.0,3,351,N,2,2,2,2
122,25-00703,51,1,2,0,1,0,2,1,1,1803.495864868164,6,8,97000.0,1,501,N,2,2,2,2
123,25-00503,74,1,4,0,1,0,2,1,1,2142.713897705078,N,5,45500.0,5,121,N,2,2,2,2
124,25-02800,11,2,1,0,1,2,3,1,1,2248.9029846191406,10,8,50000.0,3,398,N,2,2,2,2
125,25-01300,59,2,3,0,1,0,N,1,1,1581.5623779296875,4,5,600.0,9,501,N,2,2,2,2
126,25-00703,56,2,6,0,1,0,N,1,1,2313.455032348633,7,7,800.0,6,194,N,2,2,2,2
127,25-01300,37,1,1,0,1,1,3,1,2,2205.199188232422,7,11,88400.0,0,424,N,2,2,2,2
128,25-01300,52,2,6,0,1,0,2,1,1,1840.6004028320312,10,8,15000.0,5,394,N,2,2,2,2
129,25-00503,50,2,1,0,1,0,3,1,1,1614.4630432128906,N,9,65660.0,1,501,N,2,2,2,2
130,25-00703,79,2,6,0,1,0,3,1,1,2774.4516830444336,3,10,50000.0,6,501,N,2,1,1,2
131,25-00703,23,2,1,0,1,1,3,1,1,2322.245147705078,15,12,40000.0,2,501,N,1,2,2,2
132,25-00703,44,1,4,0,1,0,2,1,1,2624.8335037231445,N,5,139500.0,9,501,N,2,2,2,2
133,25-01000,18,1,6,0,1,2,5,1,1,2239.0763092041016,14,5,40000.0,6,244,N,2,2,2,2
134,25-02800,1,1,6,0,1,0,2,1,2,2803.525192260742,N,5,60500.0,4,501,N,2,2,2,2
135,25-00703,28,1,1,0,1,0,2,1,2,1417.5398864746094,7,3,250000.0,4,501,N,2,2,2,2
136,25-01300,31,2,4,0,1,0,2,1,1,1542.9027709960938,6,3,10800.0,5,501,N,2,2,2,2
137,25-00503,75,2,1,0,1,4,6,1,1,1823.4443817138672,4,7,5000.0,6,501,N,2,2,2,2
138,25-02800,28,1,3,0,1,3,2,1,1,2789.8061294555664,9,8,17000.0,4,478,N,2,2,2,2
139,25-02800,67,2,1,0,1,0,4,1,1,2452.527172088623,N,7,5200.0,8,474,N,2,2,2,2
140,25-01000,17,2,1,0,1,0,4,1,2,2320.2743606567383,4,7,245000.0,8,176,N,2,2,2,2
141,25-00703,16,1,1,0,1,2,3,1,1,1716.051513671875,6,8,600.0,4,231,N,2,2,2,2
142,25-00703,41,2,4,0,1,0,2,1,2,2462.9508171081543,14,9,141500.0,3,501,N,2,2,2,2
143,25-01000,57,2,1,0,1,0,2,1,1,3234.9086303710938,7,8,32500.0,0,397,N,2,2,2,2
144,25-02800,60,2,1,0,6,0,6,1,1,3283.4613342285156,4,3,122100.0,6,248,N,2,2,2,2
145,25-02800,69,1,6,0,1,0,5,1,1,2760.3493576049805,15,10,278500.0,3,376,N,2,2,2,2
146,25-02800,62,1,1,0,1,0,4,1,1,2658.9945755004883,6,6,35400.0,7,501,N,2,2,2,2
147,25-01000,21,2,4,0,1,0,5,1,1,1934.8668975830078,8,9,47700.0,5,16,N,2,2,2,2
148,25-01300,71,2,1,0,1,0,3,1,1,1448.8007507324219,6,7,213200.0,7,501,N,2,2,2,2
149,25-00703,58,1,2,0,1,0,4,1,1,3130.348129272461,3,7,45050.0,6,501,N,2,2,2,2
150,25-00703,61,1,1,0,1,0,5,1,1,1870.6850891113281,11,9,67400.0,1,501,N,2,2,2,2
151,25-00503,64,2,6,4,1,0,4,1,2,1801.369873046875,4,N,20000.0,N,212,N,2,2,2,2
152,25-01000,24,2,1,0,1,0,2,1,1,1759.87890625,3,10,64000.0,7,501,N,2,2,2,2
153,25-00503,94,2,1,0,1,0,2,1,1,2944.9158935546875,3,12,7500.0,4,501,N,2,2,2,2
154,25-00503,16,1,6,0,1,2,4,1,1,2409.1796875,10,11,1000.0,6,382,N,2,2,2,2
155,25-00503,38,2,1,0,1,1,2,1,1,2998.5267028808594,14,9,205000.0,6,501,N,2,2,2,2
156,25-01300,48,1,3,0,1,2,5,1,1,2382.614288330078,N,9,15450.0,5,137,N,2,2,2,2
157,25-01000,20,2,4,0,1,0,3,1,1,2871.834815979004,15,9,26700.0,5,501,N,2,2,2,2
158,25-00703,65,2,6,0,1,0,2,1,1,1636.9965515136719,8,5,85000.0,7,376,N,2,2,2,2
159,25-01000,31,2,4,0,1,0,N,1,2,1872.6903228759766,11,11,84500.0,3,409,N,2,2,2,2
160,25-02800,35,2,1,0,1,0,N,1,1,2260.4230194091797,8,7,52000.0,4,501,N,2,2,2,2
161,25-01000,59,2,1,0,1,1,N,1,1,1554.8969116210938,3,9,56000.0,5,501,N,2,2,2,2
162,25-02800,50,1,6,0,1,0,2,1,1,2657.599094390869,N,5,29500.0,7,501,N,2,2,2,2
163,25-00703,48,2,4,0,1,2,5,1,1,1622.59375,N,5,52000.0,8,501,N,2,2,2,2
164,25-00503,23,1,3,0,1,0,2,1,1,1628.5203247070312,N,5,0.0,2,0,N,2,2,2,2
165,25-00703,69,1,6,0,6,0,2,1,1,2866.364517211914,6,5,18600.0,9,68,N,2,2,2,2
166,25-00703,55,1,5,0,1,0,3,1,1,3241.8587188720703,11,10,115000.0,7,501,N,2,2,2,2
167,25-01000,47,2,1,0,1,1,3,1,1,2396.326530456543,N,9,50000.0,9,501,N,2,2,2,2
168,25-00703,54,1,3,0,1,0,N,1,1,3348.1050720214844,3,4,6020.0,3,501,N,2,2,2,2
169,25-00703,17,1,4,0,1,1,3,1,2,2360.13614654541,4,5,27000.0,3,374,N,2,2,2,2
170,25-02800,72,2,6,0,1,0,3,1,1,3039.9788513183594,10,5,53000.0,5,217,N,2,2,2,2
171,25-01000,67,2,4,0,1,1,2,1,1,2154.6373138427734,11,9,18150.0,6,501,N,2,2,2,2
172,25-00703,24,2,1,0,1,2,3,1,1,2388.8649139404297,N,8,33000.0,2,459,N,2,2,2,2
173,25-01300,7,2,1,0,6,1,N,1,1,1713.2257385253906,14,9,100000.0,4,294,N,2,2,2,2
174,25-00703,9,2,1,0,1,0,2,1,1,1589.9993286132812,N,9,108000.0,1,501,N,2,2,2,2
175,25-00703,40,2,1,2,2,0,3,1,1,1679.8817749023438,9,11,3000.0,6,275,N,2,2,2,2
176,25-01000,2,1,6,0,6,0,3,1,1,3118.718734741211,12,9,65000.0,5,459,N,2,2,2,2
177,25-02800,42,2,1,0,1,0,N,1,1,3225.6981506347656,N,5,196000.0,5,226,N,2,2,2,2
178,25-00703,67,1,4,0,1,0,5,1,1,1982.9473266601562,N,4,15800.0,6,501,N,2,2,2,2
179,25-01300,54,1,6,0,1,0,2,1,1,2027.2696990966797,5,4,6110.0,1,490,N,2,2,2,2
180,25-00703,35,2,1,0,1,0,2,1,2,2621.244327545166,3,7,0.0,5,478,N,2,2,2,2
181,25-00703,75,2,6,0,1,4,2,1,1,2350.962356567383,14,11,21800.0,7,501,N,2,2,2,2
182,25-00503,55,1,1,0,1,0,2,1,1,1712.6343078613281,7,8,80000.0,6,304,N,2,2,2,2
183,25-00503,0,1,4,0,1,0,4,1,1,3396.103973388672,N,9,35000.0,9,478,N,2,2,2,2
184,25-02800,53,1,1,0,6,0,3,1,1,2087.5137786865234,15,5,45600.0,6,380,N,1,2,2,2
185,25-00703,65,2,4,0,1,1,N,1,1,3013.9385986328125,15,3,30000.0,3,371,N,2,1,2,2
186,25-01000,47,1,1,0,1,2,3,1,1,2050.0289764404297,11,4,23400.0,4,190,N,2,2,2,2
187,25-00703,33,1,1,0,6,0,3,1,1,1972.8062591552734,7,9,0.0,8,242,N,2,2,2,2
188,25-02800,48,1,2,0,1,0,4,1,1,2561.692185640335,14,7,80400.0,1,501,N,2,2,2,2
189,25-01000,18,1,1,0,1,2,4,1,1,2136.563430786133,12,9,205000.0,4,501,N,2,2,2,2
190,25-01300,29,2,1,0,1,0,3,1,1,2018.5066375732422,7,7,311000.0,7,501,N,2,2,2,2
191,25-02800,88,1,1,0,1,0,N,1,1,3299.7807006835938,N,5,72000.0,3,402,N,2,2,2,2
192,25-00503,55,1,1,0,1,0,3,1,1,2254.601593017578,4,9,75000.0,4,501,N,2,2,2,2
193,25-00503,49,2,6,0,1,0,N,1,2,3776.799560546875,N,5,133010.0,4,501,N,2,2,2,2
194,25-01300,25,1,1,0,1,0,N,1,1,1915.5521087646484,14,5,42000.0,6,501,N,2,2,2,2
195,25-02800,50,2,6,0,1,0,3,1,1,2541.7886691093445,N,4,70000.0,4,501,N,2,2,2,2
196,25-00703,57,1,1,0,1,2,4,1,1,2561.2287060916424,11,7,28300.0,5,501,N,2,2,2,2
197,25-00703,24,2,1,0,1,0,3,1,1,2638.680025100708,14,9,32500.0,2,501,N,2,2,2,2
198,25-00503,62,1,1,0,1,2,4,1,2,3536.333465576172,11,9,0.0,4,445,N,2,2,2,2
199,25-02800,76,2,3,0,6,1,4,1,1,2320.5066986083984,11,9,1600.0,1,334,N,2,2,2,2
200,25-01000,25,1,1,0,1,0,2,1,1,1572.3347778320312,17,10,225000.0,5,501,N,2,2,2,2
201,25-01300,52,1,6,0,9,0,3,1,1,2054.4755096435547,8,12,97800.0,1,360,N,2,2,2,2
202,25-01300,57,2,1,0,1,2,5,1,1,2083.9444580078125,10,10,78000.0,2,501,N,2,2,2,2
203,25-01000,89,1,4,0,1,3,7,1,1,2192.191696166992,4,8,92000.0,5,68,N,2,2,2,2
204,25-01300,76,2,1,0,1,1,3,1,2,3332.2123413085938,6,8,47140.0,6,423,N,1,2,2,2
205,25-00703,36,1,1,0,1,0,3,1,1,3052.469024658203,9,9,150500.0,1,501,N,2,2,2,2
206,25-00503,34,1,6,0,6,0,3,1,2,2752.823516845703,12,7,95900.0,0,42,N,1,2,2,2
207,25-00503,72,1,1,0,1,0,2,1,1,3054.210174560547,N,5,0.0,4,501,N,2,2,2,2
208,25-00703,52,1,2,0,1,0,3,1,1,2567.622864484787,10,7,700.0,6,287,N,1,2,2,2
209,25-00503,85,1,1,0,1,0,3,1,2,3348.9369201660156,2,9,120000.0,3,470,N,2,2,2,2
210,25-00703,72,2,1,0,1,0,4,1,1,2394.196475982666,N,5,9590.0,2,501,N,2,2,2,2
211,25-02800,39,2,1,0,6,0,5,1,1,3444.182342529297,N,9,15000.0,6,501,N,2,2,2,2
212,25-02800,70,1,1,0,1,2,2,1,2,2416.2439765930176,11,4,151000.0,8,120,N,2,2,2,2
213,25-00703,28,1,6,0,1,1,N,1,1,2254.2219467163086,N,9,140000.0,9,428,N,2,2,2,2
214,25-01000,54,2,1,0,1,0,2,1,1,3227.698715209961,10,7,70000.0,7,501,N,2,2,2,2
215,25-00703,18,2,1,0,1,0,4,1,1,1622.7850036621094,14,7,102000.0,9,253,N,2,2,2,2
216,25-01000,63,1,6,0,1,0,4,1,1,2103.960952758789,N,7,15000.0,4,454,N,2,2,2,2
217,25-01000,19,1,1,0,1,1,N,1,1,1286.6411743164062,8,9,141020.0,6,501,N,2,2,2,2
218,25-02800,52,2,1,0,1,0,6,1,1,2092.558837890625,4,5,69010.0,6,322,N,2,1,2,2
219,25-01000,71,1,1,0,1,0,N,1,1,3020.6004791259766,10,3,23000.0,8,501,N,2,2,2,2
220,25-00703,26,1,2,0,1,0,N,2,2,2026.2975006103516,5,5,40000.0,3,501,N,2,2,2,2
221,25-00703,56,2,1,0,1,0,N,1,2,2156.191925048828,11,5,55000.0,2,501,N,2,2,2,2
222,25-00503,61,2,1,0,1,1,2,1,1,3256.8236541748047,16,1,91000.0,2,501,N,2,2,2,2
223,25-00703,55,1,3,0,6,1,2,1,2,2853.3681030273438,N,5,2230.0,4,487,N,2,2,2,2
224,25-00503,55,2,1,0,1,1,2,1,1,3176.9578552246094,N,5,300500.0,6,501,N,2,2,2,2
225,25-02800,48,2,6,0,1,0,2,1,1,2678.391670227051,4,10,21500.0,9,449,N,2,2,2,2
226,25-02800,46,2,6,0,2,1,3,1,1,2167.0380859375,12,9,39000.0,2,61,N,2,2,2,2
227,25-02800,70,1,5,0,9,2,4,1,1,3475.0702209472656,16,9,64000.0,8,501,N,2,2,2,2
228,25-00703,20,1,4,0,1,0,N,1,1,2237.3192291259766,N,5,55000.0,6,501,N,2,2,1,2
229,25-00503,42,1,1,0,1,1,5,1,2,1994.2748260498047,4,9,102000.0,5,306,N,2,2,2,2
230,25-00703,50,2,3,0,1,0,2,1,1,1962.4859771728516,6,9,28000.0,2,501,N,2,2,2,2
231,25-01300,48,2,1,0,1,0,2,1,1,2269.855583190918,6,9,53000.0,8,94,N,2,2,2,2
232,25-00703,78,1,1,0,1,0,2,1,2,2364.7713470458984,12,7,147000.0,6,315,N,2,2,2,2
233,25-00703,59,2,1,0,1,0,3,1,1,2361.957015991211,4,9,90000.0,8,497,N,2,2,2,2
234,25-01300,61,2,4,2,1,0,3,1,2,2312.023857116699,9,1,484000.0,5,156,N,2,2,2,2
235,25-00503,37,2,4,0,1,0,4,1,2,3463.9535217285156,16,1,19200.0,7,501,N,2,2,2,2
236,25-02800,76,1,4,0,1,0,3,1,2,2024.24072265625,N,10,82000.0,9,0,N,2,2,2,2
237,25-00703,50,1,1,0,6,0,3,1,1,2091.637222290039,6,10,3040.0,9,34,N,2,2,2,2
238,25-01300,37,2,1,0,1,0,4,1,1,1959.9810943603516,6,4,0.0,8,501,N,2,2,2,2
239,25-02800,59,1,6,0,1,1,2,1,1,2152.721664428711,6,6,10000.0,0,501,N,2,2,2,2
240,25-00503,73,1,1,0,1,0,2,1,1,2195.973419189453,9,10,37020.0,7,N,N,2,2,2,2
241,25-00703,58,2,1,0,1,0,N,1,1,2605.5904664993286,11,10,41200.0,1,501,N,2,2,2,2
242,25-00703,50,1,1,0,1,0,N,1,1,3063.5491485595703,N,8,8500.0,8,501,N,2,2,2,2
