,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
42,45,0,2,0,2,2,1,305,36-04010,6,1,57,0,3,1,501,40.0
43,26,0,4,1,4,1,0,157,38-00100,6,2,39,0,N,6,323,0.0
44,35,0,4,0,2,1,0,151,29-01901,6,1,81,0,N,9,501,20.0
45,30,0,N,1,N,1,2,501,36-04010,9,1,6,2,3,N,243,0.0
46,54,0,N,0,4,1,5,198,06-08507,8,2,11,2,4,N,501,20.0
47,58,0,2,N,7,1,1,98,17-03529,9,1,58,1,4,4,501,20.0
48,44,0,3,1,4,1,0,67,06-07502,6,1,84,0,2,9,501,0.0
49,64,0,1,0,6,2,7,265,32-00405,9,1,28,1,3,6,194,0.0
50,40,0,2,1,4,0,3,79,19-01700,2,1,60,N,N,0,N,0.0
51,26,0,5,0,N,2,2,246,24-01004,3,2,76,0,N,3,146,40.0
52,61,0,3,2,3,1,6,501,24-01004,8,2,74,0,2,7,501,20.0
53,27,0,N,1,4,1,3,352,26-02702,6,2,3,2,4,N,95,20.0
54,95,2,1,1,6,2,8,98,51-51255,6,2,31,1,3,8,501,40.0
55,53,1,1,1,2,1,4,448,17-03531,1,2,30,0,2,0,119,20.0
56,27,0,2,1,N,2,1,98,17-03529,6,1,49,0,N,5,296,20.0
57,80,0,1,2,4,2,2,136,29-01901,9,2,35,1,3,1,501,0.0
58,46,4,1,0,7,2,7,334,30-00600,1,1,53,4,12,8,362,0.0
59,65,0,6,0,4,1,4,368,17-03529,8,2,17,3,5,1,501,0.0
60,27,1,6,0,4,1,5,58,17-03529,1,2,22,3,5,2,76,0.0
61,76,3,6,2,6,2,8,210,29-01901,2,1,57,0,N,3,91,0.0
62,52,0,1,1,2,2,8,271,29-01901,9,1,28,0,2,0,501,20.0
63,86,4,1,0,N,1,3,501,38-00100,8,2,60,0,2,6,501,40.0
64,66,4,1,3,4,1,0,409,36-03710,2,2,50,0,2,4,298,0.0
65,73,0,2,2,2,1,7,294,06-07502,6,2,51,1,2,7,392,40.0
66,22,1,3,1,5,2,3,324,13-04600,2,2,87,0,2,7,501,0.0
67,8,1,N,0,N,1,0,184,38-00100,3,2,1,1,3,N,N,0.0
68,86,4,6,0,N,2,3,474,13-04600,2,2,29,4,5,5,116,0.0
69,65,4,6,0,N,2,8,313,51-01301,9,2,48,0,N,8,501,60.0
70,11,3,6,3,2,2,7,263,24-01004,1,2,46,0,N,5,320,0.0
71,24,0,1,0,5,1,4,116,36-03710,6,2,41,2,4,5,501,0.0
72,57,4,5,1,N,1,6,398,24-01004,1,1,73,0,4,8,501,0.0
73,63,0,4,0,3,0,2,45,38-00100,1,1,54,N,N,2,67,20.0
74,56,1,1,0,4,1,0,48,24-01004,8,2,42,0,2,6,501,20.0
75,51,1,4,3,3,1,0,178,38-00100,1,2,59,0,6,6,437,0.0
76,75,4,6,0,5,2,0,500,26-02702,2,2,26,0,N,4,188,20.0
77,39,2,1,2,2,2,7,501,32-00405,1,2,28,3,5,0,3,0.0
78,72,1,6,1,5,1,0,370,06-07502,8,2,26,3,5,2,32,20.0
79,36,1,1,2,2,2,3,182,06-07502,1,1,38,1,3,7,501,0.0
80,20,1,1,1,5,1,0,186,17-03529,1,2,63,0,2,8,501,0.0
81,37,0,6,1,3,1,5,501,36-04010,5,1,35,0,5,1,227,0.0
82,35,4,4,2,2,1,1,37,51-51255,9,1,42,0,N,9,501,0.0
83,56,1,3,2,2,1,4,7,30-00600,1,1,61,0,N,6,264,0.0
84,65,0,3,0,4,2,6,112,38-00100,6,2,64,0,N,4,219,20.0
85,24,0,3,1,3,1,7,501,08-00803,6,2,83,0,N,3,189,0.0
86,30,0,5,0,2,1,9,287,36-03710,1,1,37,0,N,1,16,20.0
87,44,1,N,4,N,1,2,221,30-00600,3,1,9,0,6,N,199,0.0
88,22,0,2,1,3,2,3,501,24-01004,6,1,33,0,N,9,501,20.0
89,46,2,1,1,2,2,2,469,51-01301,1,1,42,2,4,7,282,0.0
90,66,1,4,0,N,1,6,N,30-00600,1,1,34,0,N,6,268,60.0
91,57,1,4,0,3,1,3,405,19-01700,8,1,55,0,N,8,472,20.0
92,53,2,6,0,4,2,8,338,51-51255,9,1,37,0,N,7,501,20.0
93,52,0,2,1,3,0,4,77,06-07502,2,2,44,N,N,0,0,0.0
94,27,1,6,0,4,2,8,18,51-51255,8,2,26,1,3,6,341,0.0
95,2,4,5,0,4,1,2,4,24-01004,1,2,66,0,2,2,501,40.0
96,8,0,4,3,3,1,1,501,32-00405,9,2,68,0,3,6,501,40.0
97,55,2,6,0,3,2,3,501,24-01004,1,2,24,0,N,4,227,20.0
98,61,2,6,0,2,2,9,501,17-03531,1,1,61,0,N,2,68,40.0
99,8,2,6,0,N,2,7,0,17-03531,2,1,40,2,3,5,172,0.0
100,21,0,1,2,3,1,0,437,30-00600,5,1,28,3,5,4,83,0.0
101,8,2,1,0,N,1,4,188,19-01700,1,2,76,0,2,3,501,20.0
102,56,1,N,0,3,2,9,302,19-01700,2,1,12,3,4,N,87,0.0
103,34,1,5,3,3,2,8,501,06-08507,1,2,59,0,2,1,48,0.0
104,61,0,2,0,N,0,1,501,40-00200,1,1,88,N,N,4,138,20.0
105,69,4,4,0,2,2,2,501,06-08507,1,1,48,0,N,9,501,40.0
106,73,2,1,2,4,1,8,317,24-01004,1,1,62,0,3,9,501,0.0
107,28,0,1,N,N,2,3,139,17-03529,8,1,33,0,2,0,188,0.0
108,38,4,5,0,3,2,4,498,24-01004,1,2,27,0,N,5,361,20.0
109,19,3,1,1,2,1,5,228,24-01004,1,1,61,0,2,9,501,20.0
110,68,0,5,1,2,1,9,321,29-01901,1,1,63,0,N,8,443,0.0
111,29,4,6,0,N,1,1,229,36-04010,2,1,37,0,3,5,501,20.0
112,42,0,4,0,3,0,8,153,17-03531,2,1,61,N,N,0,0,0.0
113,59,0,4,0,3,2,2,86,17-03531,1,2,63,0,N,8,501,20.0
114,73,0,4,0,4,1,6,302,08-00803,9,2,74,0,N,4,227,20.0
115,48,0,N,4,3,1,1,159,08-00803,2,1,8,2,4,N,501,0.0
116,37,4,4,1,5,1,0,N,51-51255,1,2,57,0,3,4,316,0.0
117,27,1,6,2,6,1,0,400,06-08507,8,2,43,0,2,3,338,0.0
118,87,0,4,1,3,0,4,297,32-00405,6,1,55,N,N,2,75,0.0
119,53,4,2,1,2,1,5,501,19-01700,1,2,62,0,N,3,130,0.0
120,76,2,6,7,3,1,0,333,51-51255,1,1,56,0,N,9,501,0.0
121,49,4,2,0,6,2,5,310,36-03710,2,2,63,0,3,2,44,20.0
122,39,0,2,0,2,2,5,308,40-00200,9,2,40,0,2,7,285,40.0
123,23,0,4,0,N,1,6,501,36-04010,9,1,66,0,2,4,206,20.0
124,38,0,5,0,N,2,0,202,17-03531,1,2,54,0,2,4,204,20.0
125,52,0,5,1,5,1,0,245,08-00803,6,2,44,3,4,1,28,0.0
126,80,0,2,0,N,2,2,167,17-03531,1,1,36,0,2,9,501,20.0
127,84,2,1,0,2,2,5,41,29-01901,1,1,32,0,2,7,501,40.0
128,88,0,4,0,4,2,N,501,28-01100,3,1,44,0,N,4,129,20.0
129,55,1,2,0,2,2,0,0,36-03710,1,2,58,0,5,0,297,40.0
130,27,1,1,0,3,1,0,221,38-00100,9,1,32,3,5,6,331,0.0
131,53,0,2,2,4,2,N,416,19-01700,6,1,28,0,N,1,44,0.0
132,42,0,1,0,2,1,8,501,01-01301,8,1,59,0,3,0,0,20.0
133,33,2,6,0,6,2,5,190,26-02702,1,2,26,0,N,5,237,40.0
134,55,0,1,3,6,1,5,151,13-04600,3,2,48,0,3,9,501,0.0
135,66,0,5,3,5,0,5,501,30-00600,1,1,51,N,N,0,N,0.0
136,23,4,1,0,2,1,4,189,51-51255,6,1,36,0,2,3,501,40.0
137,19,0,3,0,5,2,3,181,01-01301,9,2,64,0,3,3,222,40.0
138,69,0,3,0,N,2,9,501,08-00803,9,2,67,0,N,3,137,40.0
139,49,2,6,2,3,2,N,60,51-01301,2,2,32,0,N,1,44,0.0
140,54,1,2,0,3,1,7,501,24-01004,1,2,55,0,N,7,501,60.0
141,17,0,1,0,3,1,3,501,17-03529,8,2,52,0,2,0,501,40.0
142,69,0,4,0,3,1,3,219,19-01700,6,1,59,0,3,9,501,40.0
143,63,0,6,0,N,2,2,186,51-51255,7,1,23,0,N,6,408,40.0
144,79,4,6,0,3,2,0,288,28-01100,1,1,19,0,N,4,121,20.0
145,51,4,2,3,5,1,4,37,51-51255,1,2,37,0,2,7,501,0.0
146,60,0,1,1,N,1,4,384,24-01004,3,2,67,0,3,6,501,0.0
147,80,0,6,0,N,0,7,378,13-04600,3,1,33,N,N,7,N,40.0
148,68,0,2,0,3,2,5,371,06-07502,7,2,52,0,6,4,86,20.0
149,32,0,3,2,N,2,0,130,29-01901,9,1,80,0,N,3,111,20.0
150,39,0,5,0,6,2,3,470,32-00405,9,2,38,3,4,5,124,0.0
151,50,2,4,0,6,1,2,228,51-51255,1,1,39,0,N,9,501,20.0
152,30,0,6,0,5,0,4,N,36-03710,6,2,53,N,N,0,N,20.0
153,68,0,1,0,3,2,2,181,19-01700,8,1,67,0,2,2,217,40.0
154,23,1,6,0,7,1,7,206,40-00200,3,1,22,0,3,2,182,20.0
155,36,0,N,9,3,1,7,188,01-01301,1,1,2,2,4,N,87,0.0
156,57,3,6,0,N,2,6,435,30-00600,1,1,15,4,12,0,362,0.0
157,59,0,6,1,2,2,0,181,13-04600,5,1,59,0,N,3,87,20.0
158,55,1,1,1,5,1,8,501,19-01700,8,2,48,1,5,3,211,40.0
159,27,0,3,3,5,2,0,254,36-04010,6,2,58,0,3,5,246,0.0
160,71,2,4,0,3,1,4,501,19-01700,1,2,53,0,N,3,145,20.0
161,45,0,3,4,2,1,0,384,17-03531,1,2,60,0,N,3,108,0.0
162,43,0,1,0,4,1,6,266,01-01301,8,2,59,0,3,0,0,20.0
163,40,0,2,1,2,2,1,177,29-01901,1,2,26,0,N,1,22,20.0
