SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,1,2,1,2,10,2,48-02507,13,2684
1,1,1,1,8,7,0,48-02510,12,2463
2,1,1,1,4,10,0,48-02510,13,2867
2,1,1,2,7,10,0,48-02101,13,2724
1,1,1,1,1,7,0,48-02510,14,573
2,1,1,1,8,10,0,48-02510,2,774
1,1,1,2,5,1,0,48-02510,1,1927
1,6,1,1,9,4,0,48-02101,9,8662
2,6,1,1,6,1,0,48-02510,13,2505
1,1,1,1,8,7,0,48-02507,18,3020
2,1,1,2,2,7,0,48-02507,13,2212
1,1,1,1,4,7,0,48-02101,6,1639
2,1,1,1,8,7,0,48-02510,13,2143
1,6,1,2,8,10,0,48-02101,3,2208
1,1,1,2,4,10,0,48-02510,12,2743
1,1,1,1,8,7,0,48-02102,13,519
1,1,1,2,8,7,0,48-02507,3,3109
2,1,8,1,1,10,0,48-02515,13,2372
1,1,1,1,7,10,0,48-02510,17,2571
1,6,1,1,9,3,0,48-02507,9,1084
2,6,1,1,4,7,0,48-02507,10,1915
1,6,1,2,1,10,0,48-02510,4,2750
2,1,1,2,5,7,0,48-02507,14,2415
1,1,1,1,0,9,0,48-02510,14,2208
1,1,1,1,6,10,0,48-02510,12,2328
1,6,1,2,7,10,0,48-02507,13,2030
1,1,1,1,8,7,0,48-02510,2,2123
1,1,1,1,7,7,0,48-02510,13,2316
2,6,1,1,2,7,0,48-02510,5,2238
2,3,1,1,7,10,0,48-02101,N,596
1,1,1,2,8,10,0,48-02101,9,3343
2,1,1,2,3,10,0,48-02510,12,2695
2,1,1,1,4,7,0,48-02507,12,2508
1,6,1,2,7,10,0,48-02515,5,2310
1,1,1,2,8,10,1,48-02507,14,2255
2,1,1,1,8,5,0,48-02510,14,333
2,6,1,1,0,9,0,48-02507,13,2159
1,1,1,1,4,1,0,48-02507,3,2167
1,6,1,2,1,3,0,48-02507,9,8917
2,1,1,2,8,10,0,48-02507,10,2006
1,N,1,2,9,10,0,48-02507,9,9020
1,1,1,1,8,10,0,48-02507,1,2643
1,1,1,2,5,1,0,48-02510,2,683
1,1,1,1,8,5,0,48-02510,13,2224
1,6,1,1,8,10,4,48-02507,4,2590
1,1,1,2,7,10,0,48-02510,12,1933
1,1,1,1,8,3,0,48-02507,3,2612
1,1,1,2,7,10,0,48-02510,12,2432
2,1,1,2,4,7,0,48-02507,13,2310
1,6,1,2,9,10,0,48-02510,9,2850
1,1,1,2,7,10,0,48-02510,11,2416
1,6,1,1,9,10,0,48-02510,9,3159
2,6,1,2,7,11,0,48-02507,9,2456
2,1,1,2,7,10,0,48-02510,12,1934
1,1,1,2,8,7,0,48-02510,9,2789
1,1,1,1,8,10,0,48-02510,18,2566
1,6,1,2,9,10,0,48-02510,9,2915
1,6,1,2,9,10,0,48-02507,9,1259
2,6,1,0,8,1,0,48-02510,13,2405
2,1,1,1,5,5,0,48-02510,9,700
1,1,1,1,5,6,0,48-02510,17,1354
1,1,1,1,8,10,0,48-02507,13,2642
2,6,1,2,5,10,0,48-02507,13,2745
2,1,1,2,8,1,3,48-02101,3,2694
1,6,1,2,5,10,0,48-02510,11,2645
1,6,1,1,9,10,0,48-02507,9,1054
2,6,1,2,8,10,0,48-02101,14,2281
1,1,1,1,8,10,0,48-02510,14,1876
1,1,1,2,8,7,0,48-02510,4,612
2,1,1,1,7,10,0,48-02516,4,2118
1,1,1,2,5,10,0,48-02510,3,2709
2,1,1,2,5,10,0,48-02510,13,2913
2,1,1,1,7,7,0,48-02510,18,2110
2,1,1,1,8,10,0,48-02101,14,2387
1,N,1,2,9,1,0,48-02507,9,9029
1,1,1,1,5,7,0,48-02510,12,1867
1,1,1,1,7,7,0,48-02507,12,2402
1,1,1,1,8,5,0,48-02510,3,2804
1,4,1,2,8,5,0,48-02507,4,2351
2,1,1,2,4,7,0,48-02101,3,2104
1,1,1,1,5,7,0,48-02510,4,2715
1,1,1,1,8,10,0,48-02510,18,2951
1,1,1,1,5,1,0,48-02510,14,2641
1,6,1,1,5,5,0,48-02101,14,2146
1,1,8,2,0,10,0,48-02510,14,2129
1,6,1,1,9,4,0,48-02507,9,3197
1,6,1,2,7,1,0,48-02510,9,2651
2,1,1,1,5,10,0,48-02510,13,2306
1,1,1,2,8,1,0,48-02510,10,2362
1,1,1,1,8,10,0,48-02507,2,2095
2,1,1,2,5,7,0,48-02510,14,2019
1,6,1,2,4,1,1,48-02507,9,997
1,1,1,2,4,10,0,48-02510,2,2619
2,6,1,2,8,10,0,48-02510,1,3050
2,6,1,2,1,9,0,48-02510,9,647
1,1,1,2,7,6,0,48-02507,12,2077
1,1,1,2,8,10,0,48-02510,13,2117
1,1,1,1,8,6,0,48-02101,3,2213
2,1,1,2,5,7,0,48-02507,14,6494
1,1,1,2,5,1,0,48-02101,13,2101
2,1,1,2,8,10,0,48-02510,13,2338
2,3,1,2,0,1,0,48-02507,N,560
2,6,1,1,8,10,0,48-02101,6,2164
1,1,1,1,8,7,0,48-02510,13,2623
1,3,1,2,0,10,0,48-02507,N,8363
1,1,1,1,8,10,0,48-02510,1,1632
2,1,1,2,8,10,0,48-02510,13,1761
1,1,1,1,8,9,0,48-02101,1,2229
1,3,8,0,8,10,0,48-02507,14,4458
1,6,1,2,0,10,0,48-02507,9,1068
2,1,1,2,7,1,0,48-02510,12,2105
1,1,1,2,8,1,0,48-02507,13,2934
2,1,1,2,4,10,0,48-02510,2,1740
1,1,1,2,8,1,0,48-02510,13,2493
1,1,1,1,1,1,0,48-02507,10,7094
1,6,6,2,0,1,0,48-02510,10,2372
1,1,1,1,5,7,0,48-02510,13,2320
2,1,1,1,7,10,0,48-02507,13,2822
2,6,1,2,8,10,0,48-02510,13,2903
2,1,1,2,7,10,0,48-02507,12,2246
2,1,1,2,0,5,0,48-02516,15,386
1,1,1,2,7,10,0,48-02510,14,2081
2,1,1,2,8,10,0,48-02507,13,2293
1,6,1,1,5,5,0,48-02507,5,402
2,1,1,2,8,10,0,48-02510,4,2132
1,5,1,1,8,1,0,48-02510,14,332
1,N,1,2,9,1,0,48-02101,9,1123
2,6,1,1,2,9,0,48-02507,5,2556
2,1,1,2,7,7,0,48-02510,12,2085
2,6,1,2,9,10,0,48-02507,9,2646
1,1,1,1,8,10,0,48-02515,13,2823
2,1,1,1,7,10,0,48-02510,12,2825
2,1,1,1,4,1,0,48-02510,13,2211
2,1,1,1,5,10,0,48-02507,14,453
2,N,1,1,7,10,0,48-02510,9,2374
1,3,1,1,5,5,0,48-02101,14,6968
1,1,1,2,8,10,0,48-02510,12,2603
2,1,1,2,8,7,0,48-02510,13,2684
1,6,1,2,8,5,0,48-02101,14,917
2,1,1,1,7,1,0,48-02510,1,2154
1,1,1,1,8,10,0,48-02510,18,2210
1,1,1,1,8,10,0,48-02510,15,2540
2,3,2,1,4,10,0,48-02510,14,2579
1,N,1,2,9,1,0,48-02507,9,9205
2,6,1,2,5,10,0,48-02510,13,1949
1,1,1,2,4,10,0,48-02510,2,2970
1,N,1,1,9,1,0,48-02507,N,9275
1,1,1,2,8,10,0,48-02507,13,2717
1,3,1,1,8,5,0,48-02101,9,2936
2,1,1,0,8,10,0,48-02101,13,2779
1,1,1,2,8,7,0,48-02507,12,2598
2,1,1,1,4,10,0,48-02510,10,1721
1,6,1,0,4,6,0,48-02515,10,2206
1,1,1,2,8,10,0,48-02507,12,2189
1,N,1,1,9,3,0,48-02507,9,8844
1,1,8,1,8,10,0,48-02510,13,2428
2,1,1,1,7,7,0,48-02101,2,2201
1,N,1,2,9,3,0,48-02507,9,8745
2,6,3,1,5,5,0,48-02102,14,707
2,1,1,1,8,7,0,48-02510,13,2625
1,1,1,1,8,10,0,48-02510,13,2887
1,1,1,2,7,7,0,48-02507,13,2092
1,1,1,1,8,10,0,48-02510,12,2647
2,1,1,0,2,10,0,48-02515,15,2236
1,1,1,2,4,10,0,48-02101,1,3313
2,1,1,1,5,10,0,48-02507,3,3046
1,1,1,2,9,2,0,48-02101,9,2305
1,1,1,1,0,1,4,48-02507,9,8707
2,6,1,1,0,3,0,48-02101,14,1618
1,1,1,1,8,9,0,48-02510,12,2115
2,1,1,2,7,10,0,48-02510,12,3149
1,1,1,1,8,5,0,48-02510,14,2119
1,1,1,2,9,1,0,48-02507,N,8934
2,1,1,2,5,6,0,48-02510,13,2366
1,N,9,1,9,3,0,48-02507,9,9275
1,N,1,1,9,10,0,48-02507,N,8457
2,1,1,2,4,10,0,48-02510,1,2025
1,N,1,1,9,10,0,48-02101,N,9034
1,6,1,1,8,10,0,48-02510,13,2038
1,6,1,1,5,9,0,48-02510,4,2145
1,N,1,2,8,10,1,48-02101,5,485
2,1,1,1,4,7,0,48-02510,13,2105
1,6,1,0,2,10,4,48-02507,13,266
2,1,1,2,7,7,0,48-02507,13,507
1,6,1,1,9,10,0,48-02507,9,7056
1,1,1,2,3,7,0,48-02507,12,2466
1,1,1,1,8,10,0,48-02510,1,2804
2,1,1,1,5,7,0,48-02507,13,1854
1,1,1,1,8,7,0,48-02510,1,2409
1,1,1,1,8,10,0,48-02510,10,4352
1,1,1,2,8,7,0,48-02507,13,2081
1,1,1,2,5,10,0,48-02515,1,2796
2,1,1,2,5,10,0,48-02510,12,2354
2,1,1,1,4,1,0,48-02510,13,1581
2,1,1,1,8,7,0,48-02507,4,2000
2,1,1,2,4,10,0,48-02510,3,1858
1,1,1,2,8,10,0,48-02507,3,2727
1,1,1,2,5,10,0,48-02510,9,6890
2,1,1,1,8,1,0,48-02510,14,2460
1,1,1,2,8,7,0,48-02510,12,2754
1,1,9,0,8,7,0,48-02510,9,2272
1,1,1,1,8,7,0,48-02510,13,2925
1,1,9,1,4,1,0,48-02507,3,678
2,1,1,1,8,10,0,48-02510,13,3039
1,1,1,1,8,6,0,48-02507,13,2035
1,N,1,2,9,1,0,48-02101,9,774
1,1,1,2,8,7,0,48-02510,0,1764
1,6,1,1,0,10,0,48-02507,9,2550
2,6,1,2,8,10,0,48-02510,4,2624
1,1,1,1,8,7,0,48-02510,12,1731
2,1,1,2,8,7,0,48-02510,13,2418
1,1,1,1,4,7,0,48-02510,0,2338
2,1,1,2,0,10,0,48-02101,N,2086
1,6,1,1,5,10,0,48-02507,14,2201
1,1,1,1,5,1,0,48-02101,4,2066
1,6,2,2,1,5,0,48-02102,4,714
2,1,1,2,8,8,0,48-02510,14,2763
1,1,1,2,5,10,0,48-02507,17,2909
1,1,1,2,8,10,0,48-02510,2,2532
1,1,1,2,8,7,0,48-02101,13,1722
2,1,1,2,7,7,0,48-02510,0,2369
2,1,1,1,8,10,0,48-02510,10,2459
1,1,1,2,0,1,0,48-02101,9,859
2,6,1,1,9,10,2,48-02101,N,948
2,1,1,1,4,10,0,48-02510,14,2041
2,1,1,2,8,10,0,48-02507,13,920
2,1,1,2,4,5,0,48-02507,4,2440
2,6,1,1,8,1,0,48-02507,14,2354
1,1,1,1,4,5,1,48-02507,4,1984
1,N,1,2,9,1,0,48-02507,9,9274
2,1,1,1,5,10,0,48-02101,3,2488
2,1,1,2,4,5,0,48-02507,3,2637
1,1,1,1,8,10,0,48-02101,13,2141
2,6,1,2,1,5,0,48-02507,5,537
1,1,1,2,8,10,0,48-02510,13,2532
2,1,1,1,8,7,0,48-02101,13,2530
1,1,1,1,4,9,0,48-02510,14,2426
1,1,1,1,5,10,0,48-02510,12,2900
1,1,1,1,5,10,0,48-02101,2,1934
1,3,1,1,8,5,0,48-02507,13,3016
2,1,1,2,5,9,0,48-02507,3,4732
1,6,1,2,5,9,0,48-02507,13,1724
2,1,1,1,8,10,0,48-02507,14,2031
1,1,1,1,4,10,0,48-02101,9,859
1,N,1,2,9,10,0,48-02507,9,8944
2,1,1,1,8,10,0,48-02510,1,1953
1,1,1,1,7,7,0,48-02510,12,2427
1,6,1,2,4,7,1,48-02507,13,1990
1,1,1,2,4,7,0,48-02510,13,2460
2,1,1,1,7,10,0,48-02510,0,3080
2,1,1,2,7,7,0,48-02507,2,2328
1,1,1,2,7,10,0,48-02510,11,2239
1,1,1,2,4,7,0,48-02507,13,2028
2,1,1,1,4,7,0,48-02507,12,1956
1,1,1,1,7,10,0,48-02510,13,2252
2,1,1,2,4,7,0,48-02507,12,2184
2,6,1,2,8,7,0,48-02510,1,2351
2,1,1,2,4,7,0,48-02510,12,2855
1,1,1,2,7,7,0,48-02510,11,2458
2,1,1,2,5,10,0,48-02101,13,1862
1,1,1,1,8,10,0,48-02507,12,2496
1,1,1,1,1,7,0,48-02101,3,2428
1,1,1,1,8,10,0,48-02516,3,943
1,1,1,2,8,10,0,48-02510,13,2681
2,N,1,1,8,10,0,48-02510,9,1040
2,6,1,1,4,5,0,48-02101,14,812
1,1,1,1,8,1,0,48-02507,18,2187
2,1,1,1,4,10,0,48-02510,13,1888
1,1,1,2,4,10,0,48-02102,4,2224
1,1,1,2,8,10,0,48-02510,14,2265
1,1,1,1,0,9,0,48-02510,9,8709
1,N,1,1,9,3,0,48-02507,9,8892
2,1,1,2,5,7,0,48-02507,3,2096
1,1,1,2,8,10,0,48-02510,11,2603
1,6,1,1,8,7,0,48-02510,9,2800
1,1,1,2,9,1,0,48-02507,9,8834
2,1,1,1,8,10,0,48-02507,13,1959
1,1,1,1,8,10,0,48-02507,12,2322
1,1,1,2,4,10,0,48-02510,12,2939
1,1,1,1,8,7,0,48-02507,13,2317
2,1,1,2,5,10,0,48-02101,14,1978
1,1,1,1,0,10,0,48-02516,9,934
1,N,1,2,9,1,0,48-02507,9,9151
1,6,1,2,8,7,0,48-02101,4,2221
1,6,1,1,8,10,0,48-02510,14,2532
1,N,1,1,9,3,1,48-02101,N,8670
1,3,1,1,7,9,0,48-02510,3,2606
2,1,1,1,4,10,0,48-02101,17,2458
1,6,1,1,7,7,0,48-02101,9,2533
1,1,1,1,5,7,0,48-02101,12,2603
2,6,1,2,0,10,2,48-02507,9,860
1,1,1,1,8,10,0,48-02101,10,2642
2,N,1,1,9,10,0,48-02507,9,8998
2,1,1,2,8,5,1,48-02101,14,2931
2,6,1,1,7,10,0,48-02510,2,2474
2,1,1,1,5,10,0,48-02510,3,2236
1,6,1,2,4,9,0,48-02102,2,2173
2,1,1,1,8,10,0,48-02510,13,2831
2,1,1,2,7,10,0,48-02510,18,2375
1,6,1,2,5,5,0,48-02101,2,2407
1,N,1,2,9,1,0,48-02507,9,8843
2,6,1,2,8,10,0,48-02510,10,475
1,1,1,1,7,1,0,48-02507,13,2119
2,6,1,1,8,9,0,48-02510,13,2379
1,6,1,2,8,7,0,48-02510,1,2242
1,1,1,1,8,7,0,48-02510,17,2832
2,1,1,0,8,9,0,48-02510,14,2314
1,1,1,2,5,7,0,48-02101,3,2259
2,6,1,1,5,6,0,48-02510,13,2105
1,1,1,2,7,10,0,48-02510,12,2324
1,1,1,2,3,7,0,48-02510,11,1609
1,6,1,2,9,10,0,48-02507,9,3375
2,6,1,1,8,7,0,48-02507,12,1942
1,6,1,1,5,5,0,48-02102,1,1838
1,6,1,1,9,10,0,48-02507,14,3196
1,1,1,2,8,10,0,48-02510,12,2534
1,1,1,2,8,7,0,48-02510,13,2361
1,1,1,1,8,10,0,48-02510,2,2654
1,N,1,1,9,3,0,48-02101,9,7140
1,3,1,1,9,3,0,48-02510,14,2483
1,1,1,2,5,1,0,48-02507,2,3365
2,1,1,0,8,7,0,48-02510,10,4886
1,N,1,2,9,1,0,48-02101,9,8956
1,1,1,2,5,10,0,48-02507,0,3385
1,1,1,1,4,7,0,48-02507,16,2462
2,6,1,2,7,7,0,48-02510,13,479
1,6,1,1,8,9,0,48-02510,9,2493
1,1,1,1,8,10,0,48-02510,13,2242
1,1,1,1,7,7,0,48-02510,13,2173
1,1,1,2,0,10,0,48-02101,13,3285
2,1,1,2,5,1,0,48-02510,10,2254
1,6,1,2,7,10,0,48-02510,13,2429
1,6,1,1,5,5,0,48-02507,3,2876
1,1,1,1,8,1,0,48-02510,9,2776
2,1,1,2,7,7,0,48-02510,13,3042
2,1,1,1,5,9,1,48-02101,10,1878
2,6,1,1,5,7,0,48-02510,9,2442
1,6,1,2,9,10,0,48-02507,10,8694
1,6,1,0,5,5,0,48-02510,15,424
1,1,1,1,8,10,0,48-02101,13,3456
2,1,1,0,8,10,0,48-02507,3,2452
1,1,1,2,8,10,2,48-02507,12,3289
1,1,1,1,5,7,1,48-02507,1,2138
1,1,1,1,8,10,0,48-02510,N,6934
1,3,1,1,9,1,0,48-02507,9,8717
1,1,1,1,8,10,0,48-02510,12,2589
2,1,1,1,8,7,0,48-02510,14,2543
1,1,1,2,8,10,0,48-02510,12,2948
1,1,1,2,7,10,0,48-02510,12,2336
1,1,1,1,8,10,0,48-02510,3,2672
1,1,1,0,8,10,0,48-02510,10,2558
2,6,1,2,9,3,0,48-02507,9,8986
1,1,1,1,8,10,0,48-02101,1,2440
1,1,1,2,8,10,0,48-02507,9,2742
