SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,N,2,1,9,3,10,1,N,2,7765
2,6,1,1,2,9,61,1,N,2,7345
1,4,1,1,8,9,33,1,N,2,7402
1,N,1,1,9,7,0,1,N,2,8907
1,6,1,1,9,4,3,1,N,2,7510
1,1,1,1,0,7,31,1,N,2,7845
1,1,1,1,0,12,29,1,N,2,7748
2,N,2,2,4,3,82,1,N,2,4181
1,6,1,1,1,4,61,1,N,2,7289
1,1,1,1,6,7,26,1,N,2,7893
1,1,1,1,0,7,21,1,N,2,4280
1,1,9,1,8,7,36,1,N,2,7135
1,N,1,1,9,5,2,1,N,2,7687
1,4,2,1,0,7,69,1,N,2,3297
1,N,1,1,N,3,12,1,N,2,7428
1,N,1,1,9,3,11,1,N,2,9005
1,1,1,1,0,7,63,1,N,2,7538
1,4,1,1,1,6,66,2,N,2,4998
1,1,2,1,3,7,49,1,N,2,5998
1,4,1,1,0,7,17,1,N,2,8640
1,N,1,1,9,3,9,1,N,2,9141
1,1,1,1,0,7,28,1,N,2,7974
1,4,1,1,0,6,74,1,N,2,6677
2,4,1,1,0,11,51,1,N,2,7621
1,4,1,1,2,7,53,1,N,2,7288
1,1,1,1,8,9,57,1,N,2,7779
1,4,1,1,1,7,30,1,N,2,3187
1,4,2,1,1,7,55,1,N,2,7046
1,6,1,1,0,7,30,1,N,2,7922
1,N,1,1,N,3,6,1,N,2,9275
1,4,1,2,0,10,41,1,N,2,7067
1,6,8,1,0,5,42,1,N,2,2724
1,4,1,1,1,7,22,1,N,2,8178
1,N,1,1,9,4,4,1,N,2,9116
1,1,1,1,7,7,64,1,N,2,8161
2,4,6,1,1,10,62,1,N,2,7441
1,N,6,1,9,4,3,1,N,2,910
1,1,1,1,0,N,51,1,N,2,8199
1,1,2,1,2,9,32,1,N,2,1055
2,N,1,1,N,3,5,1,N,2,9106
1,1,1,1,0,7,16,1,N,2,8875
2,1,2,1,7,9,32,1,N,2,5715
1,4,1,1,1,5,42,1,N,2,6770
2,6,2,2,0,10,27,1,N,2,5125
1,4,1,1,0,7,22,1,N,2,8421
1,4,1,1,0,7,32,1,N,2,8245
1,1,6,2,2,7,70,1,N,2,760
1,N,2,1,9,3,8,1,N,2,8796
1,N,2,1,9,4,8,1,N,2,7499
1,1,1,1,1,7,65,1,N,2,7892
1,N,1,1,9,3,2,1,N,2,8984
2,N,1,1,N,3,3,1,N,2,9114
1,1,1,1,1,N,37,1,N,2,1213
2,4,2,1,1,10,60,1,N,2,7740
2,4,1,1,1,7,36,1,N,2,7314
1,4,1,1,0,7,47,1,N,2,7704
1,N,2,1,9,3,12,1,N,2,9045
2,6,1,1,9,6,38,1,N,2,7213
1,3,5,1,8,7,38,1,N,2,4883
1,1,1,1,0,7,35,1,N,2,7910
1,1,1,1,1,10,33,1,N,2,6990
2,6,6,2,0,5,39,1,N,2,1308
1,N,1,1,9,4,3,1,N,2,7806
1,5,2,1,0,7,40,1,N,2,7763
1,1,1,1,2,10,44,1,N,2,662
1,N,1,1,3,3,3,1,N,2,8807
2,1,1,1,0,N,29,1,N,2,7360
1,4,1,1,0,7,20,1,N,2,8472
1,N,1,1,9,4,7,1,N,2,8889
2,1,1,1,0,7,33,1,N,2,7137
1,4,1,1,8,7,32,2,N,2,7473
1,N,1,1,9,7,7,1,N,2,9148
1,4,9,1,1,11,35,1,N,2,7190
2,6,1,2,2,4,1,1,N,2,7415
1,1,1,1,1,7,52,1,N,2,7605
1,4,1,1,0,7,18,1,N,2,8548
1,1,1,1,8,7,43,1,N,2,7090
1,N,1,2,9,3,2,1,N,2,2221
1,4,1,1,1,7,66,1,N,2,1115
1,4,1,1,0,7,25,1,N,2,7685
1,4,1,1,1,7,20,1,N,2,8193
1,1,1,1,3,10,60,1,N,2,7576
1,N,1,2,9,4,6,1,N,2,8849
2,1,1,1,1,7,40,1,N,2,7518
2,6,1,1,0,7,28,1,N,2,7797
2,3,3,1,1,7,62,1,N,2,7427
1,N,1,1,1,4,4,1,N,2,8048
1,1,1,1,7,7,21,1,N,2,8236
1,N,9,1,9,5,15,1,N,2,7343
1,6,1,1,1,5,11,1,N,2,7797
1,4,6,1,2,7,63,1,N,1,7369
2,4,1,2,0,7,70,1,N,2,7034
1,4,1,1,0,7,32,1,N,2,3123
1,N,1,1,9,4,10,1,N,2,9167
1,4,1,1,0,7,28,1,N,2,3501
2,6,2,1,0,7,42,1,N,2,7072
1,1,1,1,1,10,27,1,N,2,7932
2,1,2,1,8,7,38,1,N,2,7319
1,N,1,1,9,4,38,1,N,2,7458
1,1,1,1,0,7,33,1,N,2,8004
1,N,1,1,9,4,8,1,N,2,7422
1,1,1,1,7,7,38,1,N,2,2693
1,1,1,1,1,9,33,1,N,2,5556
1,3,1,1,8,7,42,1,5,2,642
2,3,2,0,1,6,21,1,N,2,4778
1,N,1,1,1,7,64,1,N,2,7008
1,3,1,1,1,7,34,1,N,2,3223
1,6,1,0,0,11,16,1,N,2,8021
1,1,1,1,0,7,73,1,N,2,3235
2,4,1,1,1,11,35,1,N,2,7395
1,6,6,0,0,7,39,1,N,2,1143
2,4,2,2,1,4,66,1,N,2,6872
1,N,2,1,5,5,65,1,N,2,7433
1,3,1,1,5,N,30,1,N,2,8061
1,6,6,2,2,5,65,1,N,1,7016
1,1,1,1,4,9,49,1,N,2,7688
1,N,1,1,0,10,33,1,N,2,7402
1,4,1,1,0,N,41,1,N,2,5747
1,3,1,1,8,8,60,1,N,2,7216
1,1,1,1,0,7,20,1,N,2,8081
1,1,1,1,0,7,43,1,N,2,3000
1,1,1,1,0,11,35,1,N,2,7649
1,1,1,1,7,7,24,1,N,2,8268
1,1,1,1,0,7,10,1,N,2,9275
1,4,1,1,1,11,29,1,N,2,7879
1,4,1,1,1,7,69,1,N,2,7622
1,N,1,1,9,4,4,1,N,2,9109
1,1,1,1,0,9,46,1,N,2,7510
1,1,1,1,0,7,32,1,N,2,7779
1,1,6,1,0,7,33,1,N,2,7643
1,1,1,1,0,11,39,1,N,2,7885
1,4,6,2,1,7,39,1,N,2,6444
1,1,1,1,1,7,27,1,N,2,3266
2,6,1,1,1,9,28,1,N,2,4742
1,N,2,1,9,3,6,1,N,2,9105
1,6,1,1,1,7,23,1,N,2,8310
1,6,1,1,0,7,43,1,1,2,7015
1,N,2,1,9,4,4,1,N,2,8998
1,1,1,1,2,7,32,1,N,2,7703
1,1,1,1,1,7,28,1,N,2,5786
1,N,1,1,9,4,0,1,N,2,9275
1,1,8,1,1,11,15,1,N,2,5653
1,3,2,1,1,9,72,1,N,2,5109
1,4,1,1,9,7,31,1,N,2,7460
1,1,9,1,9,4,42,1,N,2,8020
1,6,1,1,5,10,38,1,N,2,7080
1,N,1,1,9,7,6,1,N,2,7284
1,1,1,1,0,7,31,1,N,2,8700
1,1,1,1,1,10,35,1,N,2,6818
1,4,1,1,1,7,3,1,N,2,7672
1,1,1,1,0,11,37,1,N,2,2833
2,1,2,1,0,7,18,1,N,2,7902
1,1,1,1,1,4,33,1,N,2,7516
1,N,1,1,2,4,0,1,N,2,7918
1,4,1,1,0,7,20,1,N,2,8983
1,1,1,1,1,7,71,1,N,2,6881
1,1,2,1,0,N,32,1,N,2,8067
1,3,8,1,0,5,67,1,N,2,7205
2,1,2,1,0,7,68,1,N,2,948
1,1,1,1,0,7,69,1,N,2,7746
2,4,1,1,8,7,41,1,N,2,5845
1,N,1,1,N,3,6,1,N,2,8946
1,1,1,1,1,7,36,1,N,2,7657
1,4,1,1,0,N,25,1,N,2,7850
2,3,1,1,0,9,41,1,N,2,7066
1,1,1,1,0,7,23,1,N,2,8283
1,4,1,1,0,7,67,2,N,2,7434
2,1,1,1,2,7,49,1,N,2,5491
1,1,1,1,7,7,38,1,N,2,5897
1,1,1,1,1,7,62,1,N,2,3422
1,1,2,1,7,10,62,1,N,2,7061
1,1,1,1,0,11,24,1,N,2,7829
2,6,2,1,9,4,2,1,N,2,1046
1,4,8,1,2,N,28,1,N,2,7563
1,6,1,1,1,4,65,1,N,2,7271
1,4,1,1,0,7,46,1,N,2,7826
2,1,1,1,0,9,74,1,N,2,9025
1,4,1,1,1,6,69,1,N,2,7210
1,4,1,1,0,12,20,1,N,2,8698
2,1,1,1,8,5,57,1,N,2,7751
1,1,1,1,1,4,11,1,N,2,6873
1,1,1,1,6,7,18,1,N,2,9049
1,6,1,0,7,N,31,1,N,2,4778
1,1,1,1,1,7,39,1,2,2,4594
2,6,1,1,2,5,40,1,N,2,2675
1,5,9,1,2,4,60,1,N,2,7084
1,3,1,1,0,N,32,1,N,2,7109
1,1,1,1,0,7,32,1,N,2,7986
2,N,9,2,9,4,15,1,N,2,6674
1,1,1,1,0,N,28,1,N,2,7191
1,3,1,1,1,9,31,1,N,2,7403
1,4,1,1,0,7,30,1,N,2,7857
1,4,1,0,1,7,60,1,N,2,7407
1,N,1,1,9,4,0,1,N,2,7595
1,3,1,1,4,7,25,1,N,2,8173
1,4,1,1,0,7,61,3,N,2,1359
2,1,7,1,1,4,59,1,N,2,7475
1,4,1,1,1,9,40,1,N,2,7090
1,1,1,1,1,11,28,1,N,2,1353
1,4,1,1,4,7,64,1,N,2,7279
1,4,1,1,0,7,61,1,N,2,7494
1,N,1,1,9,4,1,1,N,2,9275
1,N,1,1,9,10,37,1,N,2,7392
1,6,2,1,1,10,58,1,N,2,2972
2,1,1,1,0,7,23,1,N,2,9098
1,N,1,1,9,10,30,1,N,2,7659
1,6,2,2,1,9,62,1,N,2,5714
1,1,1,1,8,9,51,1,1,2,7381
1,4,1,1,1,7,64,1,N,2,7551
2,2,9,1,2,3,25,1,6,2,8508
1,N,1,1,9,7,7,1,N,2,8963
1,4,1,1,7,7,59,1,N,2,7946
1,N,1,1,2,3,6,1,N,2,6839
1,6,1,1,0,4,44,1,N,2,7226
1,6,2,1,2,9,43,1,N,2,7167
2,1,1,1,2,N,50,1,N,2,7696
1,1,1,1,1,9,39,1,N,2,4818
1,6,1,1,0,7,31,1,N,2,7903
2,4,1,1,0,11,31,1,N,2,8224
2,4,1,1,0,9,38,1,N,2,2627
1,4,8,1,2,7,43,1,N,2,2164
1,4,1,1,0,5,36,1,N,2,7645
2,1,1,2,3,7,63,1,N,2,925
1,1,2,1,0,7,23,1,N,2,8206
1,4,1,1,0,4,34,1,N,2,7939
1,1,1,1,0,7,30,1,N,2,8817
1,3,1,1,1,7,22,1,N,2,8096
1,4,2,1,1,N,44,1,N,2,7097
1,1,6,1,0,11,24,1,N,2,7968
1,4,9,1,0,7,72,1,N,2,3183
1,N,1,1,2,10,8,1,N,2,7142
2,N,1,2,1,3,45,1,N,2,6806
1,N,1,1,9,4,7,1,N,2,8866
1,6,1,1,1,11,35,1,N,1,7423
1,4,1,1,0,9,34,1,N,1,6517
2,4,1,1,7,11,34,1,N,2,8093
1,1,1,1,0,7,56,1,N,2,1196
2,3,1,2,1,9,65,1,N,2,716
1,N,2,1,9,4,23,1,N,2,7687
2,1,1,1,0,N,31,1,N,2,8127
1,6,1,1,1,10,66,1,N,2,7397
1,4,1,1,4,5,29,1,N,2,3433
1,1,1,1,0,7,24,1,N,2,8224
1,1,2,1,1,N,26,1,N,2,8167
1,3,1,1,0,7,11,3,N,2,7068
1,1,1,1,0,7,29,1,N,2,8068
1,6,1,1,1,7,53,1,N,2,5812
1,5,1,1,0,7,32,1,N,2,6707
1,1,1,1,0,6,32,1,N,2,7796
2,1,9,1,1,7,68,1,N,2,6752
2,6,4,1,1,9,65,3,N,2,7091
1,1,1,1,4,11,33,1,N,2,7694
1,4,1,1,1,11,31,1,N,2,8238
1,1,1,1,0,7,40,1,N,2,7524
1,1,1,1,0,7,41,1,N,2,2567
1,4,1,1,2,7,31,1,N,2,7336
1,4,1,1,0,7,42,1,N,2,910
1,4,1,1,0,7,51,1,N,2,7628
1,4,1,1,0,7,27,1,N,2,8385
1,N,1,1,9,3,9,1,N,2,6910
1,6,1,1,1,4,5,1,N,2,7628
1,N,1,1,9,5,0,1,N,2,8473
1,4,1,1,0,7,30,1,N,2,8097
1,4,1,1,0,11,31,1,N,2,7435
1,N,1,1,2,4,0,1,N,2,7812
1,1,1,1,1,7,35,1,N,2,5117
2,1,1,1,0,7,26,1,N,2,8177
1,6,2,1,0,5,77,1,N,2,7380
1,1,1,1,0,7,33,1,N,2,7454
1,N,1,1,9,4,0,1,N,2,8137
2,4,2,1,9,3,12,1,N,2,8759
2,1,1,1,1,7,51,1,N,2,7505
1,6,1,1,2,4,37,1,N,2,7573
1,1,2,1,1,7,32,1,N,2,7450
1,N,1,1,9,3,4,1,N,2,7595
1,3,1,1,1,9,30,1,N,2,6890
1,1,1,1,1,9,25,1,N,2,7337
1,1,6,1,1,5,30,1,N,2,2993
2,6,2,1,2,7,24,1,N,2,7282
1,4,2,1,0,7,68,1,N,2,8066
2,4,1,1,0,5,67,1,N,2,5229
1,N,1,1,9,4,0,1,N,2,9163
2,1,1,1,1,N,65,1,N,2,5343
2,N,2,1,9,3,16,1,N,2,7287
1,4,1,1,0,7,25,1,N,2,7991
1,1,1,1,0,12,20,1,N,2,7757
2,N,1,1,1,5,0,1,N,2,7919
2,1,1,1,0,9,40,1,N,2,7185
2,N,1,2,5,3,7,1,N,2,9097
1,1,1,1,0,9,38,1,N,2,7829
1,N,1,1,9,3,5,1,N,2,9275
1,1,1,2,4,N,64,1,N,2,7008
1,4,1,2,8,10,40,1,N,1,7590
1,1,1,1,0,7,63,1,N,2,7490
1,1,1,1,8,7,22,1,N,2,7919
1,1,1,1,0,7,62,1,N,2,7417
1,3,1,1,0,7,45,1,N,2,7459
1,3,1,1,1,3,43,1,N,2,7201
1,1,1,1,8,9,72,1,N,2,7204
1,1,1,1,8,11,35,1,N,2,7462
1,1,1,1,0,7,53,1,N,2,8130
1,4,1,2,8,7,42,1,N,2,7226
1,1,1,1,8,N,29,1,N,2,7612
1,4,1,1,0,7,23,1,N,2,7956
1,6,6,1,0,11,37,1,N,2,7150
1,3,1,1,9,7,9,1,N,2,7552
1,N,2,1,9,3,14,1,N,2,8702
1,3,1,1,1,6,26,1,N,2,8283
1,3,1,1,1,11,53,1,N,2,6922
1,4,1,1,0,11,20,1,N,2,8720
1,2,1,1,2,7,69,1,N,2,7076
1,4,1,1,8,7,39,1,N,2,2397
2,1,2,1,1,5,15,1,N,2,7921
1,1,1,1,0,7,35,1,N,2,1218
1,4,1,1,0,7,28,1,N,2,8169
1,3,1,1,0,N,58,1,N,2,7848
1,1,1,1,4,9,37,1,N,2,3133
1,1,1,1,9,3,11,1,N,2,9001
2,1,2,1,0,7,27,1,N,2,7623
1,4,1,1,8,4,3,1,N,2,881
2,1,1,1,2,7,53,1,N,2,7509
1,1,1,1,0,7,15,1,N,2,8676
1,1,1,1,0,7,49,1,N,2,3605
2,1,3,0,8,7,49,1,N,2,2161
1,2,1,1,1,9,71,1,N,1,7248
2,4,1,1,8,7,64,1,N,2,7129
1,N,9,1,9,4,3,1,N,2,7722
1,1,1,1,1,11,31,1,N,2,2887
2,4,2,1,1,9,11,1,N,2,4855
2,3,3,1,0,7,68,1,N,2,7467
1,N,1,1,4,8,13,1,N,2,7808
2,4,1,1,0,7,74,1,N,2,1124
1,1,1,1,0,N,31,1,N,2,7419
2,2,2,2,9,7,17,1,N,2,644
1,4,2,1,0,4,63,1,N,2,7829
1,N,1,2,N,4,0,1,N,2,9275
1,N,1,1,9,4,5,1,N,2,9275
1,N,2,2,9,7,0,1,N,2,9119
1,N,9,1,9,4,0,1,N,2,9128
1,4,1,1,0,7,28,1,N,2,8300
1,4,1,1,0,7,23,1,N,2,8034
1,4,1,1,0,12,54,1,N,2,8202
1,4,1,1,2,5,59,1,N,2,7400
1,4,1,1,0,7,45,1,N,2,8317
1,6,1,1,2,5,24,1,N,2,7624
2,6,1,1,0,7,32,1,N,2,926
1,4,1,1,0,7,36,1,N,2,7906
1,N,1,1,9,4,5,1,N,2,8251
1,N,1,1,9,4,0,1,N,2,9238
2,4,1,1,1,N,32,1,N,2,7569
1,1,1,1,0,7,32,1,N,2,8033
1,1,1,1,0,N,33,1,N,2,7134
1,4,2,1,7,7,26,1,N,2,7938
1,N,1,1,1,4,5,1,N,2,6908
1,1,1,1,0,7,35,1,N,2,7176
1,2,1,1,N,11,63,1,N,2,7543
1,1,1,1,1,10,68,1,N,2,6977
1,1,1,1,0,N,33,1,N,2,1417
1,1,1,1,0,7,36,1,N,2,8002
1,1,1,1,0,7,21,1,N,2,8428
2,4,1,1,0,7,44,1,N,2,7397
1,1,1,1,0,5,42,1,N,2,6935
1,6,1,1,1,4,43,1,N,2,5122
1,1,1,1,8,5,36,1,N,2,7474
1,1,1,1,0,7,22,1,N,2,8178
1,N,1,1,9,3,3,1,N,2,9273
1,4,1,1,0,N,34,1,N,2,7452
1,1,1,1,1,7,5,1,N,2,1075
1,N,1,1,9,3,4,1,N,2,8149
1,N,2,1,9,3,4,1,N,2,8274
1,N,1,1,9,4,3,1,N,2,9275
1,4,2,1,9,4,6,1,N,2,7934
1,4,1,1,1,7,24,1,N,2,6980
1,N,9,1,0,4,5,1,N,2,8698
1,1,1,1,1,11,34,1,N,2,5133
2,N,1,1,1,7,37,1,N,2,8136
1,N,2,1,9,3,2,1,N,2,9260
2,4,1,1,1,10,43,2,N,2,1123
1,N,1,1,1,7,10,1,N,2,8859
2,1,2,1,0,7,76,1,N,2,6932
1,1,1,1,1,N,68,1,N,2,7355
1,1,1,1,1,7,33,1,N,2,7223
1,1,1,1,8,9,35,1,N,2,7208
1,4,1,1,7,7,56,1,N,2,7645
1,N,1,1,0,3,9,1,N,2,7015
1,6,2,1,8,7,32,1,N,1,2746
1,4,1,1,0,7,28,1,N,2,8028
2,1,1,1,1,7,36,1,N,2,7756
1,6,9,1,1,7,44,1,N,2,6928
1,4,1,1,7,11,39,1,N,2,1035
2,4,5,0,2,7,10,1,N,2,2655
1,6,8,1,1,5,42,1,N,2,2471
2,1,1,1,7,9,40,1,N,2,7503
1,3,1,1,0,7,76,1,N,2,2650
1,3,1,1,0,7,36,1,N,1,989
1,1,1,1,0,7,71,1,N,2,7510
1,4,1,1,0,7,19,1,N,2,6097
1,N,1,1,N,3,0,1,N,2,9275
1,1,1,1,0,7,30,1,N,2,8537
1,1,1,1,4,10,32,1,N,2,5741
2,N,1,1,9,7,6,3,N,2,7751
2,4,1,1,1,7,39,1,N,2,7237
1,N,1,1,9,3,8,1,N,2,9275
1,3,6,1,1,9,9,1,N,2,5043
1,4,1,1,0,7,29,1,N,2,8021
1,4,1,1,1,9,42,1,N,2,7033
1,1,1,1,0,7,18,1,N,2,8508
1,4,1,1,0,7,16,1,N,2,8524
1,4,1,2,1,9,25,1,N,2,3397
1,3,1,2,9,4,8,1,N,2,7384
1,4,1,1,1,N,32,1,N,2,7629
1,N,1,1,9,4,5,1,N,2,9221
1,3,1,1,1,9,38,1,N,2,7228
1,4,6,2,9,5,9,1,N,2,7568
1,1,1,1,0,7,25,1,N,2,8345
1,N,1,1,9,4,0,1,N,2,8458
2,1,1,1,0,9,35,1,N,2,5376
1,1,2,1,4,11,27,1,N,2,8271
1,4,1,1,0,12,31,1,N,2,8003
2,1,1,1,0,11,59,1,N,2,1577
1,4,1,1,9,4,35,1,N,2,7633
2,6,2,0,4,4,79,1,N,2,7134
1,1,1,1,0,7,64,1,N,2,1374
1,1,1,1,0,7,38,1,N,2,6504
1,1,1,1,0,7,35,1,N,2,7907
1,4,1,1,0,7,27,1,N,2,7591
1,4,1,1,1,11,32,1,N,2,4963
1,4,1,1,0,7,31,1,N,2,9245
1,N,1,1,N,3,4,1,N,2,7743
1,1,1,1,0,12,68,1,N,2,7028
1,4,1,1,0,7,40,1,N,2,7391
1,4,1,1,1,7,42,1,N,2,1170
1,N,8,1,9,3,6,1,N,2,7843
1,1,1,1,2,5,74,1,N,2,997
1,1,1,1,0,N,52,1,N,2,7836
1,1,1,1,8,N,25,1,N,2,7565
1,4,6,1,0,N,35,1,N,2,7498
2,N,1,1,N,3,6,1,N,2,6787
1,1,5,1,0,6,57,1,N,2,7022
1,6,1,2,1,4,6,1,N,2,734
2,6,2,1,1,3,36,1,N,2,5097
1,4,1,1,0,7,34,1,N,2,5801
1,4,1,1,1,7,39,1,N,2,857
2,1,1,2,4,N,47,1,N,2,1196
1,1,2,1,7,N,58,1,N,2,3512
1,2,2,1,9,7,70,1,N,2,7108
2,4,2,1,0,8,43,1,N,2,684
1,N,1,1,9,4,4,1,N,2,9137
1,1,1,1,1,7,23,1,N,2,8468
1,3,1,1,0,7,65,1,N,2,7556
1,4,2,1,1,N,28,1,N,2,7842
1,1,7,1,1,4,71,1,N,2,6827
1,1,1,1,7,12,25,1,N,2,7963
1,1,1,1,2,7,29,1,2,2,3380
1,4,1,1,0,7,38,1,N,2,5501
2,4,1,1,0,N,71,1,N,2,7331
1,4,1,1,1,7,25,1,N,2,7779
1,4,2,1,1,7,28,1,N,2,8124
2,N,9,1,0,4,26,1,N,2,6086
2,1,1,1,1,7,39,1,N,1,6851
1,4,1,1,1,N,64,1,N,2,6717
1,1,1,1,4,9,43,1,N,2,7311
1,2,1,1,8,7,48,1,N,2,789
2,1,1,1,2,7,65,1,N,2,7614
1,1,2,0,0,5,45,1,N,2,793
1,1,1,1,7,7,26,1,N,2,8114
2,1,1,1,8,4,42,1,N,2,7520
1,N,1,1,9,4,0,1,N,2,9246
2,4,1,1,0,7,33,1,N,2,941
2,3,1,1,8,9,59,1,N,2,2763
1,1,1,1,8,10,33,1,N,2,7674
1,N,1,2,9,3,4,1,N,2,8794
1,1,1,2,1,7,53,1,N,2,5906
1,1,1,1,1,11,26,1,N,2,921
1,3,1,1,1,11,24,1,N,2,892
1,4,1,1,8,5,40,1,N,2,940
1,1,1,1,0,7,26,1,N,2,8711
1,4,1,1,0,N,63,1,N,2,8089
2,N,1,1,0,4,6,1,N,2,7588
1,1,1,1,8,N,42,1,N,2,3556
1,6,1,1,2,5,43,1,N,2,7118
1,4,1,1,1,9,70,1,N,2,7213
1,1,2,1,5,9,25,1,N,2,6882
1,4,2,2,2,5,44,1,N,2,4551
1,1,4,1,7,11,35,1,N,2,7696
1,N,9,2,9,3,8,1,N,2,7362
1,1,1,1,0,7,66,1,N,2,7753
1,4,1,1,0,7,11,1,N,2,8534
1,4,1,1,0,7,27,1,N,2,8563
1,N,1,2,9,3,64,1,N,2,7543
1,N,1,1,9,3,1,1,N,2,8194
1,1,1,1,5,7,21,1,N,2,1080
1,6,1,1,1,9,38,1,N,2,7234
1,4,1,1,0,7,25,1,N,2,8626
2,1,1,1,8,9,30,1,N,2,7584
2,4,1,2,1,9,79,1,N,2,765
1,4,1,1,1,7,41,1,2,2,7371
1,1,1,1,0,N,37,1,N,2,7766
1,1,1,1,2,11,29,1,N,2,3457
1,1,1,1,0,7,32,1,N,2,7925
1,1,1,1,0,N,36,1,N,2,6801
2,4,1,1,1,9,40,1,N,2,4950
1,3,1,1,0,7,44,1,N,2,6260
1,2,1,1,2,7,37,1,N,2,7318
2,1,1,1,0,7,43,1,N,2,7083
1,4,1,1,1,7,30,1,N,2,7853
1,N,1,1,9,5,13,1,N,2,6970
1,4,1,1,2,7,29,1,N,2,8048
1,N,2,1,9,3,0,1,N,2,9275
2,N,1,1,9,3,8,1,N,2,9002
1,1,2,1,5,10,33,1,N,2,6542
1,1,1,1,2,7,38,1,N,2,6748
1,4,1,1,0,N,26,1,N,2,8189
1,4,1,2,0,9,41,1,N,2,6414
1,1,1,1,0,11,57,1,N,2,7315
1,4,1,1,1,11,65,1,N,1,7680
1,1,2,1,8,7,36,1,N,2,5172
1,4,1,1,0,6,31,1,N,2,7814
1,1,1,1,8,7,35,1,N,2,6952
1,1,1,1,0,N,23,1,N,2,8613
1,1,1,1,0,7,28,1,N,2,8127
2,1,1,1,1,7,66,1,N,2,7734
1,1,1,2,0,9,17,1,N,2,7418
2,1,1,1,2,7,42,1,N,2,6488
1,4,1,2,0,6,33,1,N,2,3537
1,6,1,1,0,9,62,1,N,2,1128
1,1,1,1,1,7,42,1,N,2,5843
1,1,1,1,0,9,40,1,N,2,7321
1,N,2,1,9,7,5,1,N,2,7361
1,N,2,1,9,3,6,1,N,2,7308
2,1,1,2,0,5,73,1,N,2,7551
2,1,1,1,0,7,34,1,N,2,7623
2,N,2,1,9,3,49,1,N,2,7464
1,N,1,1,0,7,65,1,N,2,6721
1,1,1,1,7,11,64,1,N,2,7850
2,4,1,1,0,7,68,1,N,2,7602
1,1,2,1,1,N,41,1,N,2,3552
1,4,1,1,0,9,80,1,N,2,7075
1,6,1,0,2,7,5,1,N,2,774
1,1,1,2,8,7,42,1,N,2,5728
1,N,1,1,N,3,2,1,N,2,7849
1,1,2,1,0,11,38,1,N,2,7569
1,1,1,1,3,11,35,1,N,2,7552
1,4,8,1,7,7,30,1,N,2,5051
2,1,6,1,1,9,52,1,N,2,6592
1,1,1,1,0,7,67,1,N,2,7361
1,1,1,1,0,N,29,1,N,2,7847
