SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,4,0,48-02101,92,0,2,63,3094
1,1,1,1,4,0,48-02101,92,0,2,66,2202
2,6,1,1,0,1,48-02515,30,0,N,56,7542
2,4,1,1,2,3,48-02102,64,0,7,155,5301
2,1,1,1,3,0,48-02507,90,0,N,496,5217
2,1,1,1,6,1,48-02101,50,1,3,57,4022
2,1,1,1,7,0,48-02101,77,3,2,56,4237
2,1,1,1,5,0,48-02102,92,0,2,501,5255
2,1,9,1,0,0,48-02516,59,2,4,64,8592
1,1,1,2,8,0,48-02515,65,0,5,57,1956
1,1,1,1,7,0,48-02102,50,2,11,5,4798
1,1,1,2,1,0,48-02515,77,0,N,63,3306
2,6,1,2,4,1,48-02515,69,0,2,126,7336
1,4,1,2,2,0,48-02102,26,0,N,384,3581
2,1,1,1,0,0,48-02102,92,0,2,160,3306
1,6,1,1,0,0,48-02101,32,2,3,66,1279
2,1,1,1,0,0,48-02101,77,2,5,60,3306
1,1,1,1,5,0,48-02507,92,0,2,167,782
2,6,8,1,0,0,48-02101,29,3,5,6,2243
1,1,1,1,0,0,48-02101,92,0,3,491,4554
1,1,1,1,0,0,48-02102,62,2,6,500,1361
1,4,1,1,7,0,48-02507,68,0,5,63,5255
2,1,7,1,2,0,48-02102,32,2,2,210,2060
2,1,1,1,2,0,48-02102,90,1,2,500,4780
2,6,1,1,0,0,48-02102,65,0,3,477,3306
1,1,1,1,8,0,48-02515,75,0,2,56,5405
1,6,1,2,0,0,48-02515,65,0,N,71,3974
1,6,1,2,9,1,48-02102,65,3,7,N,1259
1,1,1,1,8,4,48-02102,83,0,7,78,3885
2,4,1,1,4,0,48-02101,89,0,N,161,4448
1,1,1,1,4,0,48-02510,64,0,2,356,4071
1,6,8,1,0,1,48-02102,67,3,6,59,3191
1,6,1,1,0,0,48-02507,77,2,6,60,0
1,1,8,1,6,0,48-02510,90,2,5,53,4896
2,1,1,0,6,0,48-02516,92,0,6,60,3306
1,6,1,1,8,0,48-02507,58,1,3,60,6361
2,4,2,2,0,0,48-02102,92,0,2,157,3550
2,1,1,1,0,0,48-02101,92,0,3,63,6594
1,6,1,2,0,0,48-02101,65,2,3,134,108
1,1,1,1,9,0,48-02510,48,1,4,61,5096
2,4,1,2,6,1,48-02516,64,N,7,420,1230
1,1,1,1,0,0,48-02101,92,0,2,53,5940
1,1,1,1,7,0,48-02516,77,3,5,56,0
2,1,1,1,7,1,48-02516,77,3,5,57,4834
2,1,1,1,0,0,48-02507,62,0,3,287,6133
1,1,1,1,0,0,48-02101,70,0,6,N,6597
2,6,1,1,6,0,48-02510,52,4,4,501,3306
2,4,1,1,3,0,48-02510,87,0,N,397,2745
1,1,1,1,8,0,48-02516,56,3,5,58,1971
1,1,2,1,3,0,48-02101,82,0,2,81,4892
2,1,1,1,4,2,48-02102,83,0,2,314,0
2,6,1,1,0,1,48-02101,92,3,2,292,3235
1,4,1,1,1,1,48-02102,92,0,N,185,1383
2,1,1,1,0,0,48-02507,77,0,2,59,3306
2,4,8,1,8,0,48-02101,30,0,3,53,5936
2,1,1,1,2,1,48-02102,67,0,3,442,5534
2,6,4,1,4,0,48-02515,71,1,3,271,1686
2,4,1,1,0,0,48-02515,92,2,7,30,3306
2,6,1,1,0,0,48-02101,92,0,5,496,3418
2,1,1,1,7,0,48-02507,58,2,6,60,3100
1,6,6,2,0,2,48-02515,30,5,4,112,4524
2,6,1,1,0,0,48-02516,92,0,2,60,2666
1,1,1,1,1,0,48-02102,73,0,2,63,1014
2,6,1,1,7,0,48-02102,77,0,2,6,0
2,1,1,1,0,0,48-02515,89,0,2,501,0
2,1,1,1,0,0,48-02507,75,0,3,234,5213
1,1,1,1,3,1,48-02507,92,0,2,498,926
2,6,1,1,0,0,48-02101,92,0,2,53,3734
2,6,1,2,0,0,48-02102,83,2,6,65,5744
1,6,2,1,0,0,48-02516,41,0,2,383,0
1,1,5,2,2,0,48-02516,92,1,2,22,2707
2,6,1,1,0,1,48-02515,53,0,5,253,0
2,6,1,1,0,1,48-02101,32,5,6,420,997
2,2,1,1,0,0,48-02102,65,0,4,53,0
1,1,1,1,6,0,48-02516,80,0,2,501,3933
2,3,1,1,1,0,48-02507,88,2,N,17,2960
1,6,1,2,5,3,48-02510,90,0,N,438,4429
2,1,1,2,2,0,48-02101,73,0,N,182,3988
2,4,9,2,0,0,48-02510,33,0,3,500,4170
2,1,3,2,0,1,48-02101,59,0,6,382,4785
2,6,1,1,0,0,48-02507,70,1,6,64,2949
1,1,8,0,9,0,48-02510,36,2,2,53,5145
1,2,1,1,1,0,48-02101,51,1,6,497,3573
2,1,3,1,8,1,48-02101,67,3,5,52,4827
1,1,1,1,6,0,48-02101,92,0,2,52,7086
2,2,1,1,0,0,48-02101,53,1,3,N,3075
2,1,1,1,0,0,48-02510,92,0,2,501,3306
1,6,2,1,0,0,48-02515,32,3,5,272,3306
1,6,2,2,0,0,48-02101,20,0,4,484,2155
1,6,6,1,0,1,48-02510,65,0,6,5,1013
2,6,8,1,3,1,48-02101,92,1,5,66,1843
2,1,1,1,3,0,48-02515,92,0,N,98,479
1,1,1,1,5,1,48-02507,92,0,2,N,5310
2,6,1,1,0,0,48-02515,65,3,5,65,3938
1,6,2,2,0,0,48-02516,92,1,5,500,3306
2,4,1,1,0,0,48-02507,92,0,5,389,3306
1,1,1,1,3,0,48-02507,70,1,3,501,4491
2,2,1,2,0,2,48-02101,41,0,2,58,247
2,1,1,2,2,0,48-02516,77,5,5,N,6732
1,4,1,2,5,0,48-02507,53,0,2,361,2543
2,4,1,1,2,0,48-02101,74,0,N,486,4708
2,1,1,1,4,0,48-02507,92,0,2,451,1144
1,1,1,2,8,1,48-02516,58,3,5,58,926
2,4,1,1,1,0,48-02507,92,0,4,495,3306
2,6,1,1,8,0,48-02101,77,0,5,60,3593
2,1,1,1,1,0,48-02510,77,0,7,436,3306
2,6,1,1,3,0,48-02507,65,1,N,53,5601
2,6,1,2,0,0,48-02101,39,2,6,454,6906
1,1,1,1,1,0,48-02101,72,0,2,381,5357
2,6,1,1,0,1,48-02507,92,0,2,66,5743
1,1,1,1,9,0,48-02101,92,0,2,6,5483
2,1,1,1,8,0,48-02101,79,0,2,222,9053
1,1,1,1,2,0,48-02515,92,0,N,382,0
1,1,4,1,4,0,48-02101,32,2,7,N,4262
2,2,1,1,5,0,48-02101,34,0,6,314,3252
2,1,1,1,N,0,48-02516,92,0,2,66,1150
2,4,1,1,1,0,48-02101,92,0,N,501,5245
2,1,1,1,0,0,48-02516,92,3,2,59,0
1,6,6,1,4,0,48-02102,61,0,2,60,5841
2,1,1,1,0,0,48-02102,92,0,3,501,0
2,3,1,1,1,0,48-02516,92,0,2,66,3320
2,1,1,1,0,1,48-02516,54,1,6,56,5686
2,1,1,1,7,0,48-02507,66,1,3,57,997
2,1,1,1,0,0,48-02516,92,0,2,501,3751
2,1,8,2,1,0,48-02101,73,2,5,501,4392
2,1,1,1,7,0,48-02101,68,0,2,5,0
2,4,1,1,7,0,48-02102,71,0,7,158,250
2,1,1,1,0,0,48-02102,84,0,2,497,4826
1,1,6,1,5,0,48-02516,87,0,2,53,5531
2,1,1,1,6,0,48-02507,69,1,3,6,5477
2,6,1,2,0,0,48-02507,57,0,5,6,546
1,4,1,1,3,1,48-02102,64,N,3,N,5913
2,1,1,1,4,0,48-02516,92,0,N,241,5222
1,4,1,2,7,0,48-02507,77,0,N,66,0
1,6,1,2,0,1,48-02101,65,0,6,N,6837
2,6,1,1,0,0,48-02507,92,0,2,428,3306
1,3,1,1,7,1,48-02102,77,0,3,N,95
1,1,1,1,0,0,48-02510,82,0,2,6,6143
1,1,1,1,4,0,48-02510,68,0,7,496,5425
2,1,1,1,7,0,48-02507,41,0,2,497,5044
1,1,1,1,6,1,48-02507,66,0,2,497,1155
2,4,1,2,0,0,48-02102,92,0,N,22,5798
2,6,1,2,0,2,48-02515,44,0,4,501,299
2,1,1,1,0,1,48-02102,76,0,2,501,4651
1,1,1,2,7,0,48-02102,34,0,8,400,7258
1,1,1,1,0,0,48-02102,77,2,5,N,3306
2,6,1,1,0,0,48-02102,77,0,N,6,3306
2,1,1,2,5,1,48-02101,77,0,2,N,3613
2,2,1,1,3,0,48-02507,92,0,2,64,3306
2,1,2,1,6,0,48-02102,65,5,3,53,4058
2,6,1,1,0,1,48-02101,65,1,2,66,3822
2,1,2,1,0,1,48-02507,92,1,3,N,3306
1,1,1,1,0,0,48-02516,92,0,6,53,2626
1,1,1,1,5,0,48-02516,70,0,2,56,207
1,4,1,1,0,0,48-02516,92,0,4,72,4074
2,1,1,1,4,0,48-02510,78,0,13,5,0
1,6,1,1,0,0,48-02516,77,0,3,59,1341
1,1,1,1,0,0,48-02507,77,3,5,499,6594
2,6,1,1,0,0,48-02507,92,0,5,66,6357
2,6,1,1,0,0,48-02101,54,1,4,57,336
1,1,1,1,5,0,48-02101,71,0,2,63,5404
2,1,1,1,0,0,48-02102,77,0,2,94,3633
1,4,1,2,9,0,48-02102,41,0,N,14,6557
1,1,1,1,4,0,48-02101,92,0,2,74,5531
1,1,8,2,7,1,48-02515,77,1,5,378,4653
1,1,1,1,3,0,48-02102,84,0,5,378,0
1,6,1,1,0,1,48-02101,33,0,7,214,7412
1,1,1,1,2,1,48-02101,51,0,5,483,4927
1,1,1,1,0,0,48-02101,77,0,2,61,0
1,1,1,1,7,0,48-02101,92,0,2,63,5034
1,4,1,1,8,0,48-02507,72,0,2,325,8179
2,6,1,1,0,0,48-02516,60,2,4,57,2962
1,1,1,1,1,0,48-02101,92,0,2,66,3306
2,6,1,1,0,1,48-02507,77,3,N,66,8094
2,3,1,2,3,1,48-02516,23,2,4,493,6780
2,1,3,1,1,0,48-02102,77,0,2,500,0
2,3,1,1,0,0,48-02516,75,0,2,56,4607
1,6,1,1,2,0,48-02102,27,1,5,315,5215
2,1,1,1,1,0,48-02507,92,0,2,63,3788
2,6,2,1,6,0,48-02101,66,1,4,148,3306
2,3,1,1,8,0,48-02515,56,0,3,56,6488
1,6,8,2,0,0,48-02102,65,3,7,31,6333
1,1,1,1,7,0,48-02101,77,0,N,57,4627
1,4,1,1,N,0,48-02101,59,0,2,498,6239
1,1,1,1,7,0,48-02101,59,0,3,53,911
2,1,1,1,0,0,48-02101,78,0,5,57,3745
2,1,1,1,0,1,48-02102,49,3,6,61,5603
2,1,1,1,0,0,48-02516,92,1,5,6,2194
1,1,3,1,9,0,48-02101,92,2,4,64,6210
2,1,8,2,3,1,48-02507,77,2,2,170,3962
2,1,1,1,5,1,48-02516,92,0,2,N,6141
2,1,1,1,2,0,48-02102,92,0,5,308,7442
2,1,1,2,0,0,48-02102,92,0,2,144,4221
1,1,2,1,1,0,48-02516,60,2,5,53,6239
2,1,1,1,3,0,48-02515,92,0,2,52,1179
2,6,1,1,0,0,48-02102,60,0,13,76,5637
2,1,1,1,0,0,48-02510,43,0,5,498,4059
2,4,1,1,3,0,48-02515,78,0,N,5,5015
2,6,8,1,0,0,48-02510,62,3,N,199,1326
2,6,1,1,0,3,48-02102,77,1,2,376,5191
2,6,1,1,0,0,48-02510,92,0,5,59,3306
2,6,1,1,8,0,48-02516,77,0,3,61,4007
1,4,1,1,7,0,48-02102,92,1,N,468,4001
2,6,1,2,0,1,48-02507,77,1,3,66,7622
2,6,1,1,0,0,48-02507,70,5,5,420,8881
2,1,1,1,9,0,48-02101,92,0,2,66,65
2,1,1,1,0,0,48-02101,90,0,3,140,1453
1,3,2,1,2,0,48-02515,65,1,3,443,6526
2,6,1,1,7,1,48-02510,17,0,2,5,5140
1,4,1,2,0,0,48-02507,92,0,N,56,3756
2,1,1,1,1,3,48-02515,92,0,2,59,0
2,1,1,2,0,1,48-02102,92,0,5,6,4937
2,3,1,1,9,0,48-02507,92,0,4,260,1979
2,1,9,1,0,0,48-02101,77,3,5,234,0
2,6,1,1,3,4,48-02101,55,4,5,294,227
2,1,1,1,3,1,48-02102,92,0,3,66,4473
2,4,1,2,0,0,48-02102,59,1,6,354,7137
2,1,1,1,4,0,48-02101,92,0,2,488,1934
1,1,4,1,0,0,48-02515,51,0,3,237,4439
2,5,1,1,0,1,48-02507,77,0,13,65,5025
2,3,1,1,6,0,48-02101,92,0,2,251,4783
1,3,1,0,8,3,48-02516,71,0,4,166,4105
1,1,1,1,0,0,48-02101,73,0,2,498,782
1,4,1,1,2,0,48-02102,58,0,N,356,2664
2,1,1,1,0,0,48-02101,71,5,3,450,5118
2,4,1,2,0,0,48-02510,82,0,2,266,0
2,6,3,2,2,0,48-02515,39,3,2,10,2868
1,1,1,1,2,0,48-02102,77,0,2,58,4676
1,3,1,1,6,0,48-02507,67,0,2,325,4540
1,1,1,1,8,0,48-02516,49,3,3,60,6309
2,4,1,1,7,0,48-02102,52,0,7,35,5321
1,1,1,1,9,0,48-02102,27,0,4,458,8312
2,6,1,2,0,0,48-02101,77,0,6,66,0
2,1,1,1,1,0,48-02510,61,2,5,57,4829
1,1,1,2,1,0,48-02101,92,0,2,5,412
2,6,1,1,0,0,48-02101,61,0,2,66,7106
2,4,1,1,0,0,48-02102,57,1,8,490,1745
1,1,1,1,8,0,48-02102,58,0,2,233,3281
1,1,1,1,5,1,48-02102,27,3,3,484,6006
2,1,1,1,8,0,48-02507,42,1,4,57,6697
1,4,1,1,9,0,48-02515,71,0,2,N,7460
2,1,1,1,8,0,48-02510,17,0,2,139,2522
2,1,9,1,2,0,48-02515,66,0,2,52,163
1,3,1,1,8,0,48-02507,61,3,2,63,2813
2,6,1,1,2,0,48-02507,77,0,2,66,4306
2,1,1,1,0,1,48-02101,70,2,2,200,1951
1,6,1,1,N,0,48-02102,68,0,6,65,4787
2,4,1,1,0,0,48-02101,70,2,7,251,221
2,1,2,1,2,0,48-02507,50,0,3,56,6845
2,1,1,2,8,0,48-02101,68,0,N,59,5056
1,1,1,1,0,1,48-02101,58,2,4,6,4461
2,1,1,1,2,0,48-02101,13,4,5,58,8478
2,6,1,1,9,0,48-02101,18,2,5,57,606
2,1,1,1,0,4,48-02515,52,0,5,171,997
2,1,1,1,3,0,48-02507,91,0,6,292,4853
2,6,1,1,0,0,48-02507,92,2,5,53,819
2,6,1,2,1,0,48-02101,92,0,N,247,3306
2,6,2,1,8,0,48-02102,92,0,N,501,5878
2,4,9,1,0,0,48-02516,12,2,6,61,2712
2,1,1,1,0,0,48-02102,77,3,5,360,3310
2,1,1,1,0,0,48-02102,92,0,2,501,3306
2,6,1,1,0,3,48-02507,77,0,2,327,3913
2,1,1,1,8,0,48-02507,37,1,6,199,3065
1,1,1,2,9,2,48-02507,24,0,2,57,7771
2,6,1,1,0,1,48-02515,77,0,2,206,4472
2,4,1,1,0,0,48-02102,92,1,N,33,3306
1,1,1,1,9,0,48-02507,65,0,4,58,3442
1,1,1,1,9,0,48-02507,41,0,3,53,6303
2,6,6,1,0,1,48-02516,77,3,5,24,4778
1,1,1,1,6,0,48-02102,77,2,4,56,0
1,4,1,1,9,0,48-02510,62,2,5,60,8705
1,1,1,1,7,0,48-02510,81,0,2,52,3539
2,1,1,1,1,0,48-02516,92,0,2,56,4199
1,6,1,1,2,0,48-02102,65,1,2,420,6098
1,1,1,1,0,0,48-02102,62,0,2,477,6250
2,1,1,1,9,0,48-02101,92,0,2,66,3942
2,1,1,1,0,0,48-02102,79,0,3,284,7131
2,1,1,1,0,0,48-02102,25,0,7,53,7450
1,1,1,1,9,0,48-02101,83,0,2,66,6039
1,6,1,2,N,0,48-02102,75,0,N,95,6479
2,1,1,1,7,0,48-02516,92,0,2,6,6321
1,1,1,1,8,0,48-02510,78,1,3,52,3904
1,6,2,2,2,1,48-02515,65,0,5,263,3721
1,6,1,1,5,0,48-02515,21,0,2,114,1214
1,1,1,1,8,0,48-02516,49,1,3,52,1977
2,4,1,1,1,1,48-02516,21,1,5,11,3306
2,6,1,1,0,1,48-02101,65,2,5,57,3306
2,6,1,2,0,0,48-02102,77,0,6,N,2072
1,1,1,1,8,0,48-02102,81,0,4,58,5238
1,1,1,1,8,0,48-02516,92,0,2,59,5519
2,6,4,1,0,0,48-02102,44,0,2,500,5421
2,1,1,1,0,0,48-02516,77,N,3,380,3306
2,1,1,1,7,0,48-02101,81,0,5,56,5596
2,1,1,1,4,4,48-02507,76,0,3,61,6267
2,6,6,1,0,0,48-02102,11,1,5,5,7231
2,1,1,1,7,0,48-02102,77,0,2,66,997
1,6,1,2,8,1,48-02507,51,N,N,374,2216
1,6,1,2,0,0,48-02101,65,1,5,13,3306
1,1,1,1,4,4,48-02102,71,2,5,381,3578
2,4,1,1,6,0,48-02101,37,0,2,429,5259
1,6,5,2,4,0,48-02516,46,2,2,218,5593
2,1,1,1,4,0,48-02507,77,1,3,64,3967
2,3,1,2,0,0,48-02507,92,0,N,66,6926
2,1,1,1,0,1,48-02101,92,2,8,53,3306
1,4,2,2,0,0,48-02101,77,2,4,406,3306
1,4,1,1,2,0,48-02101,68,0,3,498,4310
2,6,1,1,0,0,48-02101,80,0,2,58,1985
2,1,1,1,0,0,48-02101,92,0,2,N,3306
1,1,8,1,7,0,48-02101,77,1,5,56,4355
1,4,1,2,0,1,48-02101,77,2,4,195,997
2,1,1,1,7,0,48-02516,92,0,2,66,240
2,1,1,1,0,0,48-02101,45,2,4,175,4581
2,6,1,1,1,1,48-02101,74,0,2,186,4789
1,6,1,1,0,1,48-02101,77,2,5,66,0
2,4,2,1,0,0,48-02507,78,3,2,66,7355
2,6,1,1,0,0,48-02516,92,6,5,431,3306
2,1,1,1,3,0,48-02102,54,0,3,455,6188
1,1,2,1,6,0,48-02101,83,0,2,383,7433
1,4,1,1,2,0,48-02516,77,0,6,351,3306
2,1,8,1,N,0,48-02101,77,0,5,66,756
1,4,6,1,7,0,48-02515,77,1,4,58,3461
1,3,1,1,3,0,48-02101,92,0,2,66,3201
2,5,1,1,0,0,48-02102,74,0,N,206,1256
2,4,7,1,0,1,48-02102,75,2,11,86,5246
2,1,1,1,6,0,48-02101,85,0,2,N,6761
1,6,5,2,0,1,48-02102,81,2,5,N,2428
2,1,1,1,0,4,48-02101,25,1,3,56,6964
1,1,1,1,9,0,48-02507,92,0,2,66,279
2,4,4,1,0,0,48-02102,40,0,6,227,6359
2,6,1,2,0,4,48-02101,77,0,2,15,3306
1,4,1,2,0,0,48-02507,66,0,2,283,0
1,1,1,1,2,0,48-02507,92,1,2,52,3306
1,1,1,1,8,0,48-02102,77,0,4,57,6997
1,1,1,1,3,0,48-02510,76,0,2,501,2836
2,1,2,1,0,1,48-02507,43,3,4,87,6022
1,6,9,1,3,0,48-02510,76,0,2,57,6298
2,1,1,1,2,0,48-02101,65,0,2,59,1814
2,6,1,1,0,0,48-02515,92,0,N,177,3584
1,6,1,1,0,0,48-02515,65,0,2,413,3306
2,4,1,2,0,1,48-02515,33,7,2,99,4327
1,6,1,1,1,1,48-02101,77,2,5,66,1502
2,4,1,1,0,0,48-02101,92,0,2,66,3358
1,1,1,1,8,0,48-02507,87,0,3,499,5000
2,1,1,1,0,0,48-02507,92,2,2,19,3306
2,6,1,1,0,0,48-02515,65,0,3,492,4335
1,6,1,1,0,0,48-02516,77,3,5,56,3306
2,6,1,1,N,0,48-02101,89,0,N,66,5828
1,3,1,1,8,1,48-02101,83,0,7,2,5915
1,4,1,2,6,0,48-02101,38,0,7,365,1639
2,1,1,1,9,0,48-02101,92,0,2,66,6809
1,1,1,1,7,0,48-02101,92,0,5,57,3724
1,1,1,1,6,0,48-02516,82,0,2,448,2656
1,2,1,2,0,0,48-02102,64,3,2,201,4264
2,3,1,1,4,0,48-02101,92,5,2,59,5005
1,6,1,1,1,0,48-02516,63,0,N,323,4020
1,1,1,1,9,1,48-02102,76,3,5,64,312
1,6,1,1,0,0,48-02102,75,0,5,170,5808
2,1,1,1,7,0,48-02101,76,0,2,418,5924
1,4,6,1,6,1,48-02507,87,0,3,393,3915
1,1,1,1,4,0,48-02516,92,0,2,63,2796
1,1,1,1,5,0,48-02516,80,0,7,466,3761
1,1,1,1,1,0,48-02102,92,0,2,38,4372
1,1,1,1,7,0,48-02510,57,0,2,501,2555
2,4,1,1,6,1,48-02507,65,2,3,57,3437
1,1,1,1,7,0,48-02102,77,0,5,63,2587
1,1,1,1,8,0,48-02101,92,2,2,52,2374
2,6,2,1,5,0,48-02102,14,1,5,79,1008
2,1,1,1,6,0,48-02101,92,0,2,56,0
1,1,1,1,0,0,48-02101,73,4,5,314,5657
2,3,1,1,0,0,48-02101,22,0,8,198,0
1,4,1,1,0,0,48-02102,76,0,N,409,3306
2,1,1,1,4,0,48-02516,66,1,4,168,179
2,1,1,1,9,1,48-02516,77,2,4,251,1510
1,1,1,1,7,1,48-02101,92,0,4,500,2979
1,1,1,1,6,1,48-02101,77,1,2,58,3306
2,1,8,1,0,4,48-02515,42,2,5,267,4703
1,1,1,1,6,1,48-02510,92,1,6,58,3306
1,1,1,1,7,0,48-02516,92,0,2,420,4025
2,4,8,1,0,0,48-02101,83,3,5,245,3530
1,1,1,1,2,0,48-02101,77,0,2,66,997
2,4,1,1,0,0,48-02507,72,2,4,52,3306
2,1,1,1,9,1,48-02101,60,2,3,5,3306
2,3,1,1,1,1,48-02516,48,2,4,56,6188
2,6,1,1,0,0,48-02507,92,0,2,57,3306
1,1,1,1,9,0,48-02516,92,2,6,66,5910
1,6,1,1,0,0,48-02102,26,1,6,314,2006
1,6,9,1,2,0,48-02101,67,5,5,283,3783
1,1,9,2,N,0,48-02516,57,1,6,420,8588
2,5,1,1,0,0,48-02516,82,0,6,215,0
2,6,1,1,0,3,48-02516,77,3,4,240,1678
1,1,1,1,1,0,48-02515,92,0,2,6,2771
2,N,1,2,7,0,48-02515,46,0,N,N,1998
2,6,1,1,0,1,48-02507,72,0,6,420,6420
1,1,1,1,8,0,48-02101,44,2,5,498,5962
1,4,1,1,5,0,48-02516,38,0,2,498,6153
1,6,1,1,0,0,48-02516,52,0,6,63,4655
