PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02102,28,1,1,0,1,1,3,1,1,450.9,490,5,5,190750.0,3,398,N,2,2,2,2,44,68,3658
48-02515,84,2,1,0,1,0,2,1,1,2134.8,N,9,2,95730.0,1,497,N,2,2,2,2,14,15,7503
48-02516,40,2,1,0,1,1,5,1,1,1338.4,8290,1,1,25650.0,5,53,N,2,2,2,2,94,109,4881
48-02510,24,2,4,0,2,5,2,1,1,3092.4,9790,10,8,15650.0,N,57,N,2,2,2,2,96,52,7750
48-02101,24,2,1,0,1,2,2,1,1,357.4,6590,4,1,6900.0,8,61,N,2,1,2,2,27,14,1029
48-02515,23,2,6,1,1,0,2,1,1,1338.4,3390,3,8,5900.0,8,500,N,2,2,2,2,140,201,2910
48-02101,71,1,6,0,1,0,2,1,1,450.9,9870,9,8,59500.0,1,291,N,2,2,2,2,12,36,4815
48-02102,23,2,6,0,1,0,N,1,2,450.9,7480,1,5,256000.0,3,269,N,2,2,2,2,43,66,7460
48-02101,35,2,1,0,1,1,3,1,1,357.4,8990,10,9,690.0,1,56,N,2,2,2,2,66,87,5271
48-02507,41,2,4,0,1,0,N,1,2,3731.1,8290,11,1,7900.0,2,480,N,2,2,2,2,3,15,1094
48-02101,34,1,1,0,1,1,5,1,1,1338.4,6570,17,2,488580.0,8,385,N,2,2,2,2,79,106,6376
48-02101,75,1,1,0,1,0,3,1,2,357.4,N,9,4,33300.0,0,355,N,2,1,2,2,46,34,6169
48-02101,74,1,3,0,1,0,2,1,1,357.4,3080,9,8,61000.0,8,52,N,2,2,2,2,29,45,7515
48-02507,65,1,1,0,1,1,5,1,1,3731.1,N,N,3,10.0,0,499,N,2,2,2,2,17,0,7386
48-02516,57,1,1,0,1,0,N,1,1,1338.4,N,3,8,5700.0,7,56,N,2,2,2,2,77,225,5568
48-02507,60,1,1,0,1,0,3,1,2,3731.1,9180,11,4,68400.0,6,501,N,2,2,2,2,128,145,7243
48-02507,81,2,1,0,1,0,2,1,1,1338.4,N,9,6,118450.0,7,476,N,1,2,2,2,52,98,410
48-02516,12,2,1,0,1,0,2,1,1,450.9,N,N,3,-1300.0,3,155,N,2,2,2,2,57,45,9248
48-02507,33,1,6,0,1,0,3,1,1,3731.1,8570,1,4,55700.0,7,66,N,2,2,2,2,13,67,3916
48-02101,37,1,1,1,6,2,13,1,1,3731.1,8563,2,7,30600.0,6,165,2,2,2,2,2,117,103,4539
48-02515,44,2,6,1,1,3,5,1,2,2134.8,N,9,7,131250.0,0,176,4,1,2,2,2,46,226,3834
48-02102,87,1,1,0,1,0,2,1,1,450.9,2190,9,4,24900.0,2,501,N,2,2,2,2,42,399,2760
48-02516,34,2,1,0,1,0,2,1,1,1338.4,N,1,6,62000.0,8,52,N,2,2,2,2,42,167,9275
48-02515,55,2,1,0,1,0,2,1,1,2134.8,6770,10,4,24120.0,3,285,N,2,2,2,2,45,64,4512
48-02102,46,2,1,0,1,0,4,1,1,1338.4,N,9,2,10000.0,0,N,N,2,2,2,2,155,84,6481
48-02510,58,2,1,0,1,0,2,1,1,3092.4,8380,10,9,67000.0,8,498,N,2,2,2,2,95,124,6007
48-02510,23,2,1,1,1,1,3,1,1,3092.4,7980,15,5,103600.0,6,56,N,2,2,2,2,113,66,1368
48-02510,7,2,4,0,9,0,4,1,1,3092.4,N,9,10,-1300.0,0,53,N,2,2,2,2,24,24,4707
48-02515,76,2,1,0,8,0,N,1,1,2134.8,N,9,1,74200.0,2,269,N,2,2,2,2,34,25,1107
48-02101,48,2,1,0,1,0,2,1,1,357.4,8780,1,4,225060.0,5,58,N,2,2,2,2,56,62,6257
48-02102,54,2,1,0,1,0,N,1,2,2134.8,7980,12,7,27000.0,3,420,N,2,2,2,2,60,71,2371
48-02101,65,1,1,1,1,0,6,1,1,357.4,5190,3,4,79500.0,8,421,N,2,2,2,2,82,106,7308
48-02101,75,1,1,0,1,0,2,1,1,450.9,N,9,5,2700.0,5,388,N,2,2,2,1,60,57,6323
48-02101,27,1,6,0,1,2,N,1,2,450.9,8980,9,5,27420.0,5,389,N,2,2,2,2,154,82,4833
48-02516,9,2,6,0,1,2,4,1,1,1338.4,N,N,3,-1300.0,0,415,N,2,2,2,2,173,76,1813
48-02516,40,2,1,0,1,0,4,1,1,2134.8,9920,9,4,101100.0,0,57,N,2,2,2,2,114,175,3229
48-02510,58,1,1,1,1,0,2,1,1,3092.4,7480,6,8,312100.0,3,75,N,2,2,2,2,79,107,5394
48-02507,80,1,1,0,6,0,2,1,1,3731.1,6670,11,1,44500.0,8,501,N,2,2,2,2,41,31,7196
48-02516,52,2,1,0,1,2,4,1,1,1338.4,N,1,2,-1300.0,8,6,N,2,2,2,2,64,78,7626
48-02507,31,2,1,0,1,0,3,1,1,1338.4,N,10,8,185000.0,6,53,N,2,2,2,2,63,95,8598
48-02507,62,1,1,0,1,0,2,1,1,2134.8,5690,2,2,53000.0,8,60,N,2,2,2,2,3,92,5044
48-02510,12,2,6,0,1,0,N,1,2,3092.4,5190,10,6,59240.0,8,56,N,2,2,2,2,155,93,6801
48-02510,57,1,5,0,1,0,4,1,2,3092.4,N,9,5,53880.0,8,501,N,2,2,2,2,14,29,5263
48-02510,56,2,1,0,1,0,2,1,1,3092.4,7670,4,9,70030.0,6,374,N,2,2,2,2,79,104,6066
48-02515,60,2,1,0,1,1,2,1,1,1338.4,3380,16,7,60700.0,8,501,N,2,2,2,2,11,49,5999
48-02102,57,2,1,0,1,3,2,1,1,450.9,N,9,7,61200.0,8,280,N,2,2,2,2,173,31,8197
48-02510,77,2,1,0,1,1,4,1,1,3092.4,7970,5,7,14500.0,6,59,N,2,2,2,2,13,26,8968
48-02507,43,2,1,0,1,0,2,1,1,3731.1,5790,17,4,49600.0,8,58,N,2,2,2,2,94,45,6855
48-02507,63,2,1,0,1,0,3,1,1,3731.1,N,9,4,101700.0,8,59,N,2,2,2,2,64,63,6661
48-02516,67,1,1,0,1,0,2,1,1,3731.1,N,9,7,102000.0,0,58,N,2,1,2,2,59,93,8517
48-02102,18,1,6,0,1,0,2,1,1,450.9,8290,0,4,44650.0,7,6,N,2,2,2,2,47,98,4197
48-02510,16,2,3,0,1,1,3,1,2,3092.4,8590,11,7,103600.0,3,53,5,2,2,2,2,269,144,4441
48-02102,53,1,3,0,1,3,N,1,2,450.9,5370,1,9,62500.0,2,300,N,2,2,2,1,70,70,4812
48-02516,20,2,6,0,1,5,7,1,1,1338.4,5790,3,4,96500.0,0,483,N,2,2,2,2,120,249,7360
48-02102,36,2,3,0,1,2,5,1,1,450.9,N,N,5,100200.0,0,154,N,2,2,2,2,18,0,8224
48-02515,57,2,4,0,1,0,N,1,1,2134.8,N,9,1,42020.0,0,N,N,2,2,2,2,59,85,1001
48-02510,65,2,1,1,1,1,4,1,1,3092.4,9920,9,5,20700.0,4,3,N,2,2,2,2,74,99,674
48-02510,58,2,6,0,1,0,2,1,1,3092.4,9920,9,7,-1300.0,0,53,N,2,2,2,2,78,87,6627
48-02510,33,1,1,0,1,2,4,1,1,3092.4,8770,2,3,57800.0,8,58,N,2,2,2,2,79,88,7369
48-02510,84,2,1,4,1,0,2,1,1,3092.4,N,N,2,10100.0,0,56,N,2,2,2,1,71,88,8099
48-02515,35,1,4,0,1,0,N,1,2,2134.8,N,N,4,130100.0,2,67,N,2,2,2,2,128,555,6492
48-02516,66,2,1,0,1,0,2,1,1,1338.4,8562,11,1,103100.0,8,52,N,1,2,2,2,46,6,8342
48-02101,57,1,1,0,1,0,2,1,1,357.4,4780,4,6,30340.0,7,61,N,2,2,2,2,8,11,8498
48-02102,28,1,6,0,1,2,4,1,1,450.9,8290,10,5,-1300.0,3,451,N,2,2,2,2,93,84,4431
48-02510,67,2,1,0,2,0,N,1,1,3731.1,6270,9,5,-1300.0,8,59,N,2,2,2,2,71,90,6708
48-02510,43,1,1,0,1,2,3,1,1,3092.4,8180,1,1,53900.0,7,57,N,2,2,2,2,69,139,2806
48-02510,43,2,1,0,6,0,2,1,1,1338.4,N,9,6,165030.0,3,N,N,2,2,2,2,120,161,9275
48-02101,17,2,1,0,1,0,4,1,1,3731.1,8580,9,5,-1300.0,0,69,N,2,2,2,2,22,36,6922
48-02516,59,1,4,0,1,0,N,1,1,1338.4,2180,5,6,21400.0,4,5,N,2,2,2,2,83,120,6048
48-02101,45,2,1,0,1,0,2,1,1,357.4,8191,1,6,24500.0,4,460,N,2,2,2,2,56,132,6565
48-02507,51,2,3,0,1,0,2,1,1,3731.1,N,N,7,39400.0,2,35,N,2,1,2,2,53,69,6512
48-02510,31,2,3,0,1,3,4,1,1,3092.4,7690,2,6,51700.0,8,N,N,2,2,2,2,118,173,2620
48-02102,71,2,1,0,1,3,4,1,1,450.9,N,9,3,101600.0,3,498,N,2,2,2,2,33,70,1179
48-02515,28,2,1,0,1,0,N,1,1,2134.8,5391,12,9,60300.0,2,5,N,2,2,2,2,71,121,4522
48-02101,28,1,1,0,1,2,4,1,1,2134.8,8580,5,3,27600.0,6,319,N,2,2,2,2,59,82,7471
48-02516,24,2,6,1,1,2,3,1,2,1338.4,8870,4,5,N,9,478,N,2,2,2,2,87,95,7590
48-02516,44,2,1,0,1,0,2,1,1,3092.4,7380,5,6,71100.0,4,414,N,2,2,2,2,91,111,1971
48-02516,28,1,1,0,1,1,4,1,1,1338.4,9790,1,5,31200.0,5,450,N,2,2,2,2,70,344,6649
48-02507,65,2,1,0,1,5,2,1,2,3731.1,8690,14,4,122800.0,0,N,N,2,2,2,2,6,49,4315
48-02515,33,1,6,0,1,2,2,1,1,450.9,4490,2,4,196100.0,4,52,N,2,2,2,2,31,50,8268
48-02515,56,1,1,0,1,0,3,1,1,2134.8,9170,5,4,6400.0,3,72,N,2,2,2,2,50,59,9275
48-02101,29,2,4,1,1,0,N,1,1,1338.4,9290,5,8,58200.0,6,237,N,2,2,2,1,225,144,8240
48-02101,48,2,1,0,1,0,4,1,1,450.9,3980,4,7,73000.0,9,60,N,2,2,1,2,40,179,8554
48-02516,45,2,1,0,1,0,3,1,1,1338.4,N,10,4,13650.0,0,57,N,2,2,2,2,66,70,8922
48-02102,17,2,1,0,1,0,3,1,1,2134.8,4570,15,5,37600.0,6,279,N,2,2,2,2,34,1,3616
48-02101,49,2,1,0,1,1,3,1,1,357.4,9920,10,8,557000.0,7,52,N,2,2,2,2,63,79,4659
48-02507,44,1,1,1,1,2,4,1,1,1338.4,N,10,8,29210.0,5,422,N,2,2,2,2,208,205,6852
48-02507,37,1,1,1,1,2,6,1,1,3731.1,8090,1,8,28900.0,4,410,N,2,2,2,2,83,121,7087
48-02510,42,2,6,0,1,0,3,1,2,3092.4,8192,1,4,29004.0,3,371,N,2,2,2,2,164,246,8229
48-02510,33,1,4,0,1,2,3,1,1,450.9,N,3,6,10000.0,0,500,N,2,2,2,2,78,93,7118
48-02101,52,2,1,0,1,0,2,1,1,357.4,N,9,7,102100.0,0,58,N,2,2,2,2,23,9,3764
48-02510,38,2,1,0,1,0,N,1,1,3092.4,9160,11,1,5700.0,8,57,N,2,2,2,2,60,68,5984
48-02101,54,1,1,1,5,0,6,1,1,357.4,8680,13,6,37800.0,2,69,6,2,2,2,1,305,43,2778
48-02102,33,1,6,0,1,4,4,1,1,450.9,2370,3,5,149500.0,0,420,N,2,2,2,2,234,239,3834
48-02515,23,2,6,0,1,2,3,1,1,2134.8,8970,14,1,40590.0,6,56,N,2,N,2,2,78,17,6879
48-02510,57,2,1,0,1,0,N,1,1,3092.4,8370,10,8,31400.0,5,56,N,2,2,2,2,13,61,8661
48-02102,44,2,1,0,1,2,4,1,1,450.9,8290,10,7,30340.0,1,369,N,2,2,2,2,14,30,2121
48-02101,10,2,1,0,1,0,3,1,1,357.4,N,9,5,101000.0,0,443,N,1,2,2,2,164,239,6246
48-02102,33,1,1,0,1,2,4,1,1,450.9,5381,3,8,158500.0,3,60,N,2,2,2,2,30,652,4665
48-02507,41,1,6,0,2,2,5,1,2,1338.4,8270,1,2,30600.0,3,307,N,2,2,2,2,98,273,5194
48-02515,59,1,1,0,1,0,2,1,1,2134.8,3990,14,7,302000.0,4,399,N,2,2,2,2,29,58,2223
48-02101,22,1,1,1,1,3,5,1,1,357.4,N,4,8,N,0,404,N,2,2,2,2,138,58,8901
48-02101,53,1,1,0,1,1,6,1,1,357.4,3790,4,5,80400.0,5,71,6,2,2,2,2,92,84,6053
48-02507,37,2,1,0,1,0,2,1,2,3731.1,N,4,1,29940.0,9,6,N,2,2,2,2,14,38,8152
48-02101,36,2,6,0,8,0,3,1,2,357.4,N,9,7,18330.0,3,408,N,2,1,2,2,57,92,4526
48-02507,49,2,3,1,1,0,N,1,2,3731.1,9920,9,5,151000.0,3,10,N,2,2,2,1,376,200,2273
48-02516,33,1,1,0,1,0,2,1,2,1338.4,6870,2,1,53900.0,3,307,N,2,2,2,2,38,40,8488
48-02102,28,1,4,0,2,0,3,1,1,450.9,8970,10,6,304300.0,5,469,N,2,2,2,2,52,76,4208
48-02102,23,1,1,0,1,0,2,1,1,450.9,5570,7,4,36020.0,5,32,N,2,2,2,2,355,45,5601
48-02510,33,1,6,0,8,0,3,1,1,3092.4,6490,3,1,19900.0,4,389,N,2,2,2,2,38,97,9275
48-02101,48,1,1,1,1,0,2,1,2,357.4,9370,6,7,3500.0,0,499,N,2,2,2,2,380,51,8284
48-02516,69,2,1,0,1,0,2,1,1,357.4,N,9,5,43320.0,8,53,5,2,1,2,1,3,46,5827
48-02507,51,2,4,0,1,0,N,1,1,3731.1,8680,1,5,26650.0,1,259,N,2,2,2,2,65,85,1031
48-02101,57,1,6,0,1,0,2,1,1,1338.4,3291,3,9,58900.0,8,155,N,2,2,2,2,140,296,2765
48-02507,80,1,6,0,2,0,N,1,1,3731.1,4590,4,1,18600.0,5,63,N,2,2,2,2,54,57,8480
48-02516,32,2,1,0,1,0,5,1,1,1338.4,5790,17,6,202050.0,7,60,N,2,2,2,2,92,108,4926
48-02510,62,2,1,0,1,0,2,1,1,3092.4,N,9,8,141900.0,0,88,N,2,2,2,2,69,33,5031
48-02507,49,2,6,0,2,0,N,1,1,3731.1,9370,13,5,34600.0,3,500,N,2,N,2,2,66,57,1339
48-02102,23,1,4,3,3,11,5,1,1,2134.8,8170,14,5,23800.0,4,293,N,2,2,2,2,81,57,3563
48-02516,29,1,6,0,1,0,3,1,2,1338.4,9920,9,4,-1300.0,0,144,N,2,2,2,2,102,101,4479
48-02515,19,1,6,4,2,3,5,1,1,2134.8,8970,1,5,27140.0,1,176,N,2,2,2,2,46,67,4694
48-02510,78,2,4,0,1,0,2,1,1,3092.4,N,9,7,17000.0,8,N,N,2,2,2,2,39,65,9026
48-02507,74,2,1,0,2,0,5,1,2,3731.1,N,N,5,137600.0,1,370,N,2,2,2,2,19,36,4188
48-02101,32,1,1,0,1,3,4,1,2,450.9,8191,3,5,66000.0,3,99,N,2,2,2,2,77,115,5652
48-02102,41,1,6,0,1,0,4,1,1,450.9,5580,3,1,62700.0,7,427,N,2,2,2,2,71,54,7904
48-02102,26,1,1,0,1,3,2,1,1,450.9,N,13,5,183000.0,3,246,N,2,2,2,2,13,59,2726
48-02510,36,1,6,0,1,0,6,1,2,3092.4,5580,N,9,101000.0,0,56,N,2,2,2,2,39,14,5161
48-02510,53,1,1,0,1,2,4,1,1,3092.4,7770,6,10,70600.0,8,500,N,2,2,2,2,85,96,4298
48-02516,46,2,5,0,1,0,7,1,1,1338.4,6890,5,8,100000.0,2,234,2,2,2,2,2,266,98,5182
48-02102,56,1,1,0,1,1,6,1,1,450.9,6890,11,5,43300.0,5,419,N,2,2,2,2,63,18,4447
48-02516,23,2,4,0,1,0,3,1,1,1338.4,N,13,1,151000.0,5,331,N,2,2,2,2,218,48,5582
48-02516,74,1,3,0,1,0,N,1,1,1338.4,N,9,8,96500.0,1,346,N,2,2,2,2,62,71,1498
48-02510,49,2,1,0,9,3,3,1,1,3092.4,5180,5,7,74000.0,3,501,N,2,2,2,2,92,70,7620
48-02101,47,2,1,0,1,0,2,1,1,357.4,N,14,1,29500.0,7,52,N,2,2,2,2,14,22,8004
48-02101,56,2,1,0,1,0,2,1,1,357.4,6270,4,4,119400.0,5,N,N,2,2,2,2,53,95,5432
48-02102,57,1,4,0,1,0,2,1,1,450.9,N,9,7,130.0,1,217,N,2,2,2,2,28,61,6097
48-02101,45,1,1,0,1,1,4,1,1,357.4,7870,2,6,2170.0,3,58,N,2,2,2,2,84,118,2300
48-02101,57,1,6,0,2,4,4,1,1,357.4,N,N,3,102500.0,3,138,N,2,2,2,2,75,65,6175
48-02102,43,1,1,0,1,2,5,1,1,450.9,N,N,5,10520.0,0,216,N,2,2,2,2,62,245,6183
48-02101,23,2,1,0,1,0,2,1,1,357.4,N,9,8,133700.0,3,64,N,2,2,2,2,20,0,9117
48-02515,49,2,3,0,1,0,3,1,1,2134.8,8660,11,5,32400.0,6,89,N,2,2,2,2,27,25,6381
48-02102,38,1,5,0,8,1,4,1,1,450.9,N,14,10,35800.0,8,411,N,2,2,2,2,68,35,2825
48-02101,49,2,3,0,1,0,3,1,1,357.4,8790,10,1,26800.0,7,261,N,2,2,2,2,39,77,6652
48-02515,76,1,4,0,1,0,N,1,1,2134.8,8690,11,10,268000.0,4,253,N,2,2,2,2,82,29,5377
48-02101,52,2,1,0,1,0,2,1,1,357.4,6880,18,6,17400.0,6,6,N,1,2,2,2,65,53,9188
48-02102,61,1,1,0,1,0,2,1,1,1338.4,N,9,4,21200.0,6,300,N,1,2,2,2,46,76,7283
48-02101,39,2,1,0,2,0,2,1,1,3092.4,7870,1,1,-1300.0,4,479,N,2,2,2,2,98,96,2756
48-02507,62,2,6,0,1,0,7,1,1,3731.1,290,3,4,185800.0,2,469,N,1,2,1,2,9,69,3131
48-02102,80,2,1,0,1,3,5,1,1,450.9,9870,9,6,2700.0,3,59,N,2,2,2,2,76,117,2753
48-02102,92,1,3,0,1,0,2,1,1,450.9,9920,N,6,33700.0,2,N,N,2,1,2,2,65,91,6223
48-02516,35,1,1,1,1,1,11,1,2,1338.4,3095,3,4,6600.0,7,57,6,2,2,2,2,88,137,5159
48-02510,38,2,1,0,1,2,2,1,1,3092.4,N,6,9,25900.0,4,497,N,2,2,1,2,116,39,5208
48-02516,17,2,6,1,1,2,5,1,1,1338.4,N,1,6,29004.0,7,305,N,2,2,2,2,120,68,9275
48-02516,57,2,1,0,1,0,7,1,1,1338.4,8563,10,4,46700.0,2,299,N,2,2,2,2,80,91,7609
48-02507,70,2,1,0,1,0,N,1,1,3731.1,3680,5,6,182900.0,1,464,N,2,2,2,2,49,109,2031
48-02101,49,2,1,0,1,0,2,1,1,357.4,4971,1,6,190000.0,8,61,N,2,2,2,2,53,30,9275
48-02101,48,1,1,0,1,0,2,1,1,357.4,9920,3,4,22200.0,6,6,N,2,2,2,2,17,26,7230
48-02101,16,2,6,0,1,1,7,1,1,357.4,9920,10,6,33100.0,6,406,N,2,2,2,2,20,33,7578
48-02507,57,2,1,0,1,0,2,1,1,3092.4,N,9,9,62500.0,0,193,N,2,2,2,2,27,46,3522
48-02516,17,2,1,0,6,1,4,1,1,1338.4,8080,1,8,-1300.0,4,77,N,2,2,2,2,89,308,6589
48-02507,60,1,6,0,1,0,2,1,0,3731.1,7970,10,3,27420.0,1,456,N,2,N,2,2,50,60,5078
48-02102,13,1,6,1,6,3,5,1,1,450.9,8191,4,5,-1300.0,1,155,N,2,2,2,2,47,55,4672
48-02516,16,2,1,0,1,0,4,1,2,1338.4,9380,1,6,22220.0,8,434,N,2,2,2,2,58,97,8787
48-02510,62,1,2,0,1,0,2,1,1,1338.4,N,9,8,6230.0,3,56,N,2,2,2,2,104,57,9275
48-02102,50,1,1,0,1,0,2,1,2,450.9,8980,18,4,14300.0,2,56,N,2,2,2,2,3,22,5775
48-02101,53,1,1,0,1,0,2,1,1,357.4,8170,11,6,2470.0,6,52,N,2,2,2,2,21,31,7373
48-02101,25,2,6,1,6,0,4,1,1,357.4,7890,10,10,-400.0,0,38,5,2,1,2,2,84,79,8702
48-02516,18,2,1,0,1,0,3,1,1,1338.4,N,13,4,152500.0,5,6,N,2,2,2,2,168,121,7207
48-02101,2,1,1,1,1,0,3,1,2,357.4,5690,2,6,503000.0,8,267,N,2,2,2,2,155,139,7063
48-02516,57,2,1,1,1,0,2,1,1,1338.4,7870,4,5,22060.0,2,245,N,2,2,2,2,313,83,3642
48-02102,66,2,1,0,1,1,2,1,2,450.9,6380,4,5,23800.0,5,9,N,1,2,2,2,42,57,4965
48-02515,59,1,4,0,1,0,3,1,1,2134.8,8790,8,1,N,9,52,N,2,2,2,2,14,0,8973
48-02101,17,1,1,1,1,2,4,1,1,357.4,5280,5,4,106700.0,7,496,N,2,2,2,2,144,60,4663
48-02516,49,1,1,0,1,0,2,1,1,2134.8,9590,11,8,221300.0,7,258,N,2,2,2,1,107,125,6929
48-02510,50,2,N,0,1,0,4,1,1,3092.4,6680,4,9,140000.0,8,242,N,2,2,2,2,74,46,1217
48-02510,56,2,1,0,1,0,2,1,2,3092.4,8180,4,7,N,3,53,N,2,2,2,2,100,78,6817
48-02101,21,2,6,0,1,1,3,1,2,357.4,7870,11,8,34200.0,3,399,N,2,2,2,2,68,77,4052
48-02516,68,1,1,0,1,0,2,1,1,1338.4,5470,5,8,370600.0,2,162,N,2,2,1,2,78,261,8185
48-02102,14,2,1,0,1,0,2,1,1,450.9,N,1,9,43000.0,N,501,N,2,2,2,2,153,25,8179
48-02101,68,2,1,0,1,3,2,1,1,357.4,8170,0,1,21300.0,7,312,N,2,1,2,2,28,65,1284
48-02515,54,1,1,0,1,0,2,1,1,3731.1,N,9,5,-1300.0,7,52,N,2,2,2,2,79,72,5234
48-02515,56,2,3,1,1,0,6,1,2,2134.8,7071,10,6,103100.0,8,79,N,2,1,2,2,185,31,5531
48-02510,3,2,1,0,1,2,2,1,1,450.9,9920,9,8,-1300.0,1,462,N,2,2,2,2,73,94,544
48-02101,9,2,6,0,1,0,2,1,2,357.4,N,12,6,-1300.0,2,N,N,2,2,2,2,55,88,6305
48-02102,46,1,1,0,1,0,2,1,1,450.9,8790,5,7,29500.0,6,N,N,2,2,2,2,30,61,7840
48-02101,52,2,1,1,1,0,2,1,1,357.4,7370,16,7,25410.0,4,228,N,2,2,2,2,61,177,3298
48-02515,24,1,6,0,6,0,N,1,1,450.9,N,4,7,-400.0,N,56,N,2,2,1,2,83,93,9275
48-02101,27,1,1,0,1,2,6,1,1,357.4,4080,4,4,720.0,8,60,N,2,2,2,2,51,87,3949
48-02507,49,2,1,0,1,0,2,1,1,3092.4,N,13,6,12100.0,2,52,N,2,2,2,2,48,52,9275
48-02515,27,1,1,0,1,0,3,1,1,2134.8,8564,11,8,530.0,7,52,N,2,2,2,2,19,29,7447
48-02102,57,2,1,0,1,0,4,1,1,2134.8,9390,0,1,950.0,8,53,5,2,2,2,2,37,75,3394
48-02510,50,2,1,0,1,0,2,1,1,3092.4,8580,10,1,22200.0,2,6,N,2,2,2,2,64,116,7869
48-02516,46,2,1,0,1,0,3,1,1,3731.1,8680,0,7,203200.0,8,59,N,2,2,2,2,82,97,7067
48-02101,67,1,1,0,1,5,2,1,1,357.4,8770,13,1,16530.0,5,53,N,2,2,2,1,25,35,4691
48-02516,87,2,3,0,1,0,2,1,1,1338.4,9870,9,4,19700.0,1,61,N,2,2,2,2,32,124,6808
48-02516,49,2,1,0,8,1,4,1,1,357.4,4580,N,1,202050.0,2,419,N,2,2,2,2,76,111,2276
48-02516,33,1,1,1,1,1,3,1,1,450.9,9920,0,8,121000.0,1,N,N,2,2,2,2,151,47,1998
48-02102,22,1,1,0,1,0,5,1,1,450.9,N,0,4,265000.0,6,88,N,2,2,2,2,12,38,4310
48-02516,65,2,1,0,1,2,5,1,1,357.4,8770,10,1,52000.0,3,132,N,2,2,2,2,77,121,5757
48-02510,30,1,1,0,1,2,2,1,1,3092.4,8980,15,1,47000.0,7,61,N,2,2,2,2,3,49,9238
48-02516,79,2,6,0,1,1,N,1,1,1338.4,N,9,4,50900.0,1,212,N,2,2,2,2,62,107,7768
48-02101,44,2,1,0,1,0,2,1,1,357.4,N,0,4,24600.0,2,430,N,2,2,2,2,91,71,7294
48-02510,43,2,4,0,6,0,N,1,1,3092.4,8290,14,5,259600.0,3,14,N,2,2,2,2,96,106,5809
48-02102,32,1,1,0,1,2,4,1,1,450.9,8680,0,10,-1300.0,8,135,N,2,2,2,2,31,90,6854
48-02515,78,1,2,0,3,2,2,1,1,450.9,9920,N,9,850.0,1,212,N,1,1,2,2,34,50,618
48-02507,61,1,1,0,1,0,2,1,2,3731.1,N,4,5,202050.0,5,5,N,2,2,2,2,41,56,4107
48-02102,17,1,6,0,1,1,4,1,1,450.9,8680,1,5,26600.0,6,390,N,2,2,2,2,88,52,8186
48-02101,64,2,3,0,1,0,2,1,1,357.4,N,9,4,121960.0,4,63,N,1,2,2,2,14,54,5049
48-02510,64,1,1,0,1,3,4,1,1,3092.4,N,9,9,-1300.0,0,315,N,2,2,2,1,109,65,7046
