PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
08-00803,4,2,N,0,1,5,6,1,2,3365.7,N,N,3,0.0,0,0,N,2,2,2,2,114,109
06-08507,68,2,1,0,6,0,3,1,1,3356.9,N,N,9,0.0,0,501,N,2,2,2,2,118,116
13-04600,64,2,1,0,2,0,3,1,1,4114.2,8191,16,7,50000.0,6,501,N,2,2,2,2,48,51
38-00100,18,1,6,0,1,0,N,1,2,66.6,8191,12,9,60000.0,6,501,N,2,2,2,2,82,75
32-00405,4,1,N,1,8,3,5,1,2,7944.9,N,N,3,0.0,0,0,N,N,N,2,2,175,194
19-01700,13,2,6,0,1,2,4,1,1,3605.5,N,N,4,0.0,0,501,N,2,2,2,2,293,238
17-03529,53,2,6,0,2,0,N,1,2,15115.9,8170,12,5,25000.0,4,98,N,2,2,2,2,419,354
13-04600,40,1,6,0,1,0,N,1,2,4269.8,8191,12,9,30000.0,6,501,N,2,2,2,2,82,83
38-00100,10,1,6,0,1,0,N,1,2,49.0,8680,14,7,15000.0,3,91,N,2,2,2,2,62,55
17-03531,52,2,1,0,2,0,3,1,1,11146.4,8191,12,9,70000.0,8,501,N,2,2,2,2,64,78
13-04600,54,2,4,0,2,0,N,1,1,11241.6,6991,14,7,60000.0,7,501,N,2,2,2,2,53,81
06-08507,37,2,6,0,1,2,4,1,1,3107.6,8680,14,4,0.0,0,38,N,2,2,2,2,150,187
30-00600,42,2,1,0,1,0,2,1,1,3335.6,7860,10,9,50000.0,7,501,N,2,2,2,2,32,51
38-00100,13,1,6,0,1,0,N,1,1,74.7,N,N,3,0.0,0,0,N,2,2,2,2,36,48
24-01004,49,1,1,0,1,1,3,1,1,4396.7,7870,11,9,150000.0,8,501,N,2,2,2,2,59,110
28-01100,52,1,1,0,1,0,2,1,1,3252.8,770,3,5,30000.0,5,295,N,2,2,2,2,44,46
51-01301,29,2,6,0,1,0,2,1,2,11158.4,8680,14,7,12000.0,2,501,N,2,2,2,2,185,156
01-01301,53,2,6,0,2,0,N,1,2,2863.3,N,N,7,0.0,0,0,N,2,2,2,2,111,103
36-04010,41,2,1,0,2,2,4,1,1,50774.9,8191,16,10,60000.0,8,501,N,2,2,2,2,36,30
17-03529,52,2,1,0,2,0,3,1,2,52151.3,7860,11,9,40000.0,5,501,N,2,2,2,2,173,65
30-00600,30,1,1,0,3,2,4,1,1,3484.1,8590,4,5,10000.0,1,202,N,2,2,2,2,55,64
08-00803,60,2,1,0,1,0,2,1,1,4269.4,8191,16,7,50000.0,6,501,N,2,2,2,2,65,73
36-04010,47,2,6,0,2,0,2,1,2,50199.0,8170,12,5,25000.0,4,197,N,2,2,2,2,119,96
06-07502,34,2,1,0,1,1,3,1,1,33574.5,7380,10,9,80000.0,8,501,N,2,2,2,2,82,81
51-01301,33,2,6,0,1,0,N,1,2,11156.3,7870,11,9,77000.0,7,501,N,2,2,2,2,61,34
51-51255,82,2,1,0,1,0,3,1,1,11249.9,N,N,9,77620.0,6,501,N,2,2,2,2,79,68
40-00200,51,1,1,0,1,0,2,1,1,3590.4,6870,9,5,40000.0,6,501,N,2,2,2,2,50,56
38-00100,35,1,6,0,1,0,2,1,1,53.5,6870,9,9,45000.0,6,501,N,2,2,2,2,142,76
51-01301,1,2,N,0,1,1,3,1,1,11169.0,N,N,3,N,N,501,N,2,2,2,2,197,146
32-00405,28,2,6,0,1,1,4,1,1,7970.5,8680,14,4,5000.0,1,501,N,2,2,2,2,84,132
08-00803,47,2,4,0,1,0,N,1,1,3148.0,8191,12,9,60000.0,6,501,N,2,2,2,2,89,29
08-00803,89,2,3,0,1,0,2,1,1,3277.0,N,N,4,16800.0,3,141,N,2,1,2,2,83,85
17-03529,87,2,6,0,2,0,N,1,2,11171.7,N,N,7,12000.0,2,98,N,2,2,2,2,57,37
08-00803,61,2,1,0,1,0,2,1,1,3344.5,9170,15,10,100000.0,6,501,N,2,2,2,2,53,46
51-01301,24,1,1,0,1,2,4,1,1,11144.1,9590,16,9,209600.0,6,501,N,2,2,2,2,87,76
32-00405,44,2,1,0,1,0,2,1,1,8013.9,8680,14,9,30000.0,4,501,N,2,2,2,2,104,108
24-01004,45,1,6,0,1,0,N,1,2,3285.5,7071,9,9,60000.0,6,501,N,2,2,2,2,116,118
40-00200,39,2,6,0,1,0,N,1,1,3557.5,7860,11,7,840.0,2,15,N,2,2,2,2,58,0
13-04600,30,1,1,0,1,0,2,1,1,4035.4,9590,16,9,100000.0,6,501,N,2,2,2,2,92,44
40-00200,68,1,1,0,1,0,2,1,1,3676.7,8191,12,9,79100.0,6,501,N,2,2,2,2,114,69
19-01700,56,2,1,0,1,0,2,1,1,33677.6,8191,12,9,40000.0,6,501,N,2,2,2,2,97,95
17-03531,65,2,1,0,2,0,2,1,1,11187.9,8470,15,5,12000.0,2,501,N,2,2,2,2,108,116
01-01301,38,2,6,0,1,0,N,1,2,2716.6,8191,12,9,60000.0,6,501,N,2,2,2,2,43,46
36-04010,73,1,1,0,2,0,3,1,1,50587.4,N,N,9,149000.0,6,501,N,2,2,2,2,76,80
17-03531,68,2,6,0,2,0,N,1,2,11136.3,N,N,7,0.0,0,0,N,2,2,2,2,88,45
06-08507,93,1,3,0,1,0,N,1,1,2582.9,N,N,7,5700.0,2,88,N,2,2,2,2,6,0
08-00803,12,2,6,0,1,3,4,1,1,3366.2,N,N,4,0.0,0,501,N,2,2,2,2,87,93
38-00100,14,1,6,0,1,0,N,1,2,26.8,9680,7,7,30000.0,6,501,N,2,2,2,2,107,109
01-01301,16,2,6,0,2,2,4,1,1,3079.7,N,N,4,0.0,0,199,N,2,2,2,2,19,44
30-00600,53,1,6,0,1,0,N,1,2,16.3,7071,9,7,40000.0,6,304,N,2,2,2,2,75,81
01-01301,52,1,6,0,2,0,N,1,2,2879.1,770,7,5,9000.0,2,68,N,2,2,2,2,310,195
06-08507,15,2,6,0,1,0,2,1,1,3062.8,7860,6,7,25000.0,3,501,N,2,2,2,2,285,138
17-03531,76,2,3,0,2,0,N,1,1,11124.5,N,N,7,30000.0,4,501,N,2,2,2,2,61,86
36-04010,48,2,1,0,2,1,3,1,1,50546.8,8191,12,9,60000.0,7,501,N,2,2,2,2,103,106
06-07502,21,1,6,0,1,1,3,1,1,33561.1,6970,9,9,115000.0,6,501,N,2,2,2,2,80,82
17-03531,56,2,1,0,2,0,2,1,1,11194.8,7860,10,9,10000.0,2,501,N,2,2,2,2,71,72
17-03531,70,2,6,0,2,0,N,1,2,11155.7,N,N,7,0.0,0,0,N,2,2,2,2,139,148
19-01700,75,2,1,0,1,0,3,1,1,3592.4,7860,11,10,83600.0,6,501,N,2,2,2,2,51,36
13-04600,50,2,4,0,2,0,N,1,2,52864.7,8170,12,7,30000.0,4,206,N,2,2,2,2,150,83
26-02702,32,1,6,0,1,N,N,3,0,4899.1,8370,10,7,40000.0,5,N,N,2,2,2,2,87,3
51-51255,7,2,N,0,1,2,4,1,1,11230.2,N,N,3,0.0,N,501,N,2,2,2,2,122,75
30-00600,13,2,N,0,1,3,5,1,1,3281.6,N,N,3,0.0,N,501,N,2,2,2,2,193,201
24-01004,78,2,3,0,1,0,N,1,1,3203.2,N,N,9,58400.0,7,501,N,2,2,2,2,55,35
24-01004,64,2,1,0,2,2,5,1,1,4059.1,N,N,3,23900.0,7,331,N,2,2,2,2,130,74
06-08507,30,2,1,0,1,2,4,1,1,3340.0,7860,10,9,10000.0,2,501,N,2,2,2,2,48,46
06-07502,29,2,6,0,1,1,3,1,2,33695.1,8680,14,9,80000.0,6,501,N,2,2,2,2,206,231
19-01700,30,1,6,0,1,0,N,1,2,3938.6,8680,14,7,8000.0,2,90,N,2,2,2,2,198,200
26-02702,33,1,6,0,1,0,N,1,2,4720.8,9680,17,9,60000.0,6,501,N,2,2,2,2,71,25
13-04600,46,2,1,0,2,3,4,1,1,5743.0,8470,13,9,0.0,2,501,N,2,2,2,2,61,92
30-00600,86,1,1,0,1,0,5,1,1,3394.5,N,N,5,12040.0,2,501,N,2,2,2,2,49,11
36-04010,78,2,1,0,2,0,2,1,1,50357.2,N,N,5,21600.0,4,501,N,2,2,2,2,143,168
30-00600,7,1,N,0,3,4,6,1,1,3491.8,N,N,1,N,N,127,N,N,N,2,2,65,59
06-08507,67,1,1,0,1,0,2,1,1,3689.0,8191,9,9,100000.0,6,501,N,2,2,2,2,85,82
17-03529,73,2,6,0,2,0,N,1,2,15068.6,N,N,5,0.0,0,0,N,2,2,2,2,59,68
19-01700,39,1,1,0,1,1,4,1,1,3730.1,7380,10,9,202000.0,9,501,N,2,2,2,2,122,288
32-00405,34,2,1,0,1,0,2,1,1,8009.1,8680,16,9,45000.0,6,501,N,2,2,2,2,66,83
06-08507,76,1,1,0,1,2,4,1,1,2995.3,N,N,1,34500.0,8,501,N,2,2,2,2,82,32
13-04600,64,2,4,0,2,0,3,1,2,52864.7,8170,12,5,12000.0,3,215,N,2,2,2,2,96,48
38-00100,72,2,1,0,1,0,2,1,1,52.7,N,N,5,12000.0,2,118,N,2,2,2,2,76,61
24-01004,18,2,6,0,1,0,2,1,1,4336.7,7390,10,7,0.0,0,501,N,2,2,2,2,154,133
36-04010,26,2,6,0,2,2,5,1,1,50179.2,N,N,4,0.0,0,501,N,2,2,2,2,86,104
30-00600,31,1,6,0,1,N,N,3,0,71.1,170,0,7,0.0,0,N,N,2,2,2,2,6,0
51-51255,43,1,6,0,1,N,N,2,0,11214.2,N,N,7,12000.0,3,N,N,2,2,2,2,49,0
06-08507,31,2,1,0,1,0,3,1,1,3319.4,7690,6,9,10000.0,2,501,N,2,2,2,2,104,107
17-03531,44,2,1,0,2,2,4,1,1,11162.2,N,N,3,N,1,501,N,2,2,2,2,61,73
32-00405,77,2,3,0,1,0,N,1,1,7982.2,N,N,7,58400.0,6,501,N,2,2,2,2,45,61
30-00600,68,1,1,0,1,1,5,1,1,3516.9,180,0,5,-1070.0,1,501,N,2,2,2,2,4,26
06-08507,8,2,N,0,1,0,3,1,1,3153.3,N,N,2,N,N,501,N,2,2,2,2,96,30
13-04600,35,1,6,0,1,N,N,2,0,3735.3,N,16,7,0.0,0,N,N,2,2,2,2,44,0
32-00405,8,1,N,1,8,0,3,1,2,8011.1,N,N,1,9300.0,2,69,N,2,2,2,2,117,101
08-00803,40,1,4,0,1,0,N,1,2,3421.9,8680,14,7,15000.0,3,113,N,2,2,2,2,53,52
13-04600,62,1,6,0,1,N,N,1,2,3935.8,7870,11,10,73000.0,7,388,N,2,2,2,2,85,73
30-00600,0,1,N,0,1,0,3,1,1,34.6,N,N,1,8900.0,N,58,N,N,N,2,2,158,127
36-04010,68,2,6,0,2,0,2,1,1,50948.8,N,N,3,0.0,0,0,N,2,2,2,2,46,79
06-07502,54,2,1,0,1,0,2,1,1,3563.6,7870,11,9,100000.0,8,501,N,2,2,2,2,94,115
26-02702,95,2,3,0,1,0,N,1,2,5386.0,N,N,7,1500.0,2,0,N,2,2,2,2,73,66
06-08507,32,1,6,0,1,1,3,1,1,3183.0,N,N,4,0.0,0,501,N,2,2,2,2,114,142
06-07502,42,2,1,0,1,2,4,1,1,33585.5,7380,10,9,250000.0,8,501,N,2,2,2,2,80,110
19-01700,3,2,1,0,1,0,3,1,1,3564.4,N,N,2,N,2,501,N,2,2,2,2,178,234
08-00803,20,2,6,0,1,0,3,1,1,32.9,8680,6,7,15000.0,2,501,N,2,2,2,2,265,163
06-08507,81,2,4,0,1,0,N,1,1,3224.5,8680,12,5,15000.0,3,91,N,2,2,2,2,93,66
13-04600,51,2,1,0,1,0,3,1,1,3536.7,8660,14,5,30000.0,3,199,N,2,2,2,2,44,58
38-00100,62,2,4,0,1,0,N,1,1,68.0,9370,16,5,30000.0,5,249,N,2,2,2,2,10,20
17-03531,81,2,4,0,2,0,N,1,2,11152.5,7071,14,5,27000.0,4,501,N,2,2,2,2,123,116
01-01301,74,2,1,0,2,0,2,1,1,4053.7,N,N,7,52900.0,6,501,N,2,2,2,2,70,67
08-00803,79,1,1,0,1,0,2,1,1,3386.9,N,N,7,21900.0,4,501,N,2,2,2,2,161,56
13-04600,37,1,6,0,1,0,N,1,2,3575.2,6991,9,9,100000.0,6,501,N,2,2,2,2,143,106
38-00100,34,2,1,0,1,1,3,1,1,58.3,6870,9,5,40000.0,6,501,N,2,2,2,2,183,125
26-02702,62,2,1,0,1,0,2,1,1,4591.5,7860,11,10,50000.0,6,501,N,2,2,2,2,50,64
19-01700,62,2,1,0,1,0,2,1,1,3496.4,N,N,5,15000.0,3,501,N,2,2,2,2,46,62
24-01004,6,1,N,0,1,2,3,1,2,3373.4,N,N,3,0.0,N,501,N,N,N,2,2,164,108
24-01004,61,1,1,0,1,0,2,1,1,3780.8,N,N,9,176000.0,9,501,N,2,2,2,2,149,184
06-08507,57,2,1,0,1,0,2,1,1,3144.0,N,N,9,40800.0,6,501,N,2,2,2,2,83,62
08-00803,26,1,6,0,1,N,N,3,0,3289.2,9920,14,7,0.0,0,N,N,2,2,2,2,64,34
26-02702,72,2,3,0,2,0,2,1,1,3818.6,N,N,7,6000.0,2,105,N,2,2,2,2,190,81
40-00200,56,2,1,0,1,0,3,1,1,3554.3,9370,14,5,32000.0,5,501,N,2,2,2,2,61,31
19-01700,32,1,1,0,1,0,2,1,1,3646.7,7380,11,9,100000.0,8,501,N,2,2,2,2,154,188
51-51255,37,1,1,0,1,2,4,1,1,11216.6,7870,11,10,250000.0,9,501,N,2,2,2,2,127,114
24-01004,84,2,4,0,1,0,N,1,2,3248.2,N,N,9,12000.0,3,164,N,2,2,2,2,44,60
36-03710,59,2,1,0,2,0,2,1,1,11229.8,8191,12,10,70000.0,6,501,N,2,2,2,2,84,44
06-08507,63,2,6,0,1,0,2,1,1,2986.5,N,N,5,0.0,0,0,N,2,2,2,2,195,111
38-00100,57,1,1,0,1,3,4,1,1,3457.1,N,N,12,426000.0,9,501,N,2,2,2,2,53,40
19-01700,81,2,1,0,2,0,2,1,1,3131.3,N,N,4,12000.0,3,63,N,2,1,2,2,93,107
51-51255,54,2,1,0,1,0,2,1,1,11200.7,8191,4,9,559000.0,8,501,N,2,2,2,2,68,127
32-00405,56,1,1,1,1,1,4,1,1,7943.2,770,3,7,50000.0,7,501,N,2,2,2,2,85,87
36-04010,72,2,1,0,2,2,4,1,2,50058.5,8170,N,3,38130.0,4,199,N,2,2,2,2,106,84
17-03531,42,2,6,0,2,N,N,3,0,51120.2,N,N,7,9000.0,2,N,N,2,2,2,2,94,0
30-00600,22,2,6,0,1,N,N,3,0,2956.2,8191,6,7,0.0,0,0,N,2,2,2,2,18,0
13-04600,48,2,1,0,1,0,3,1,1,4109.0,8590,14,9,42000.0,6,501,N,2,2,2,2,66,37
38-00100,76,2,1,0,1,3,3,1,1,65.1,8680,12,5,25000.0,4,501,N,2,2,2,2,76,114
19-01700,11,1,N,0,1,2,5,1,1,3526.5,N,N,N,N,N,501,N,N,N,2,2,56,57
19-01700,58,2,1,0,2,0,2,1,1,3591.5,1180,4,5,40000.0,5,501,N,2,2,2,2,202,167
01-01301,50,2,4,0,1,0,2,1,1,2787.4,7690,4,5,40000.0,6,501,N,2,2,2,2,154,114
17-03529,67,1,6,0,2,0,N,1,2,15095.2,6170,7,5,12000.0,2,98,N,2,2,2,2,279,195
26-02702,40,1,6,0,2,N,N,3,0,4729.0,N,N,5,9000.0,2,4,N,2,2,2,2,251,399
19-01700,33,2,1,0,1,0,2,1,1,3632.4,7690,10,7,25000.0,4,501,N,2,2,2,2,171,156
06-07502,56,2,1,0,1,0,2,1,1,33741.0,7870,11,10,62770.0,4,501,N,2,2,2,2,77,37
32-00405,53,2,4,0,1,0,N,1,1,7994.7,8590,6,5,30000.0,3,249,N,2,2,2,2,47,39
51-01301,39,2,1,0,1,1,3,1,1,11138.4,9470,16,9,60000.0,6,501,N,2,2,2,2,53,45
08-00803,21,2,6,0,2,2,4,1,1,2818.2,8680,6,7,10000.0,2,501,N,2,2,2,2,97,93
17-03529,20,1,6,0,2,0,N,1,2,50850.2,7870,11,7,3300.0,1,15,N,2,2,2,2,112,70
01-01301,33,2,1,0,2,0,2,1,1,3056.3,8191,12,9,50000.0,6,501,N,2,2,2,2,56,34
17-03529,21,2,6,0,2,0,N,1,2,15060.7,8191,12,9,50000.0,6,501,N,2,2,2,2,300,239
13-04600,57,1,6,0,1,N,N,3,0,4137.9,N,10,7,16430.0,3,N,N,2,2,2,2,50,0
06-07502,38,2,6,0,1,0,N,1,2,33610.4,7860,11,9,50000.0,6,501,N,2,2,2,2,116,156
01-01301,72,2,4,0,2,0,N,1,1,2719.0,8270,12,7,15000.0,3,129,N,2,2,2,2,58,49
19-01700,54,2,4,0,1,0,N,1,1,4629.4,7860,10,10,50000.0,6,501,N,2,2,2,2,45,90
24-01004,6,2,N,0,1,3,4,1,1,4088.5,N,N,2,N,N,501,N,N,N,2,2,218,123
51-51255,40,2,1,0,1,0,N,1,1,11213.2,7870,11,10,105000.0,6,501,N,2,2,2,2,107,71
06-08507,5,2,N,0,1,1,3,1,1,3010.4,N,N,2,N,N,501,N,2,2,2,2,70,102
17-03529,10,1,N,0,2,N,N,3,0,51109.6,N,N,3,0.0,0,N,N,2,2,2,2,73,0
06-07502,53,2,3,0,6,0,N,1,2,33579.9,N,N,9,12000.0,3,501,N,2,2,2,2,154,166
17-03531,50,2,6,0,2,0,N,1,2,3383.1,8680,14,7,0.0,1,0,N,2,2,2,2,194,248
19-01700,44,2,1,0,1,1,3,1,1,3559.6,8191,12,9,60000.0,8,501,N,2,2,2,2,41,56
38-00100,21,2,6,0,1,1,5,1,1,66.6,N,N,4,0.0,0,0,N,2,2,2,2,16,26
06-07502,5,2,N,0,1,0,2,1,1,33656.5,N,N,1,N,N,501,N,2,2,2,2,84,79
08-00803,67,1,1,0,1,1,3,1,1,3388.4,N,N,12,244000.0,8,501,N,2,2,2,2,17,48
36-04010,4,1,N,0,2,2,3,1,1,50027.8,N,N,3,N,N,501,N,2,2,2,2,91,85
01-01301,71,1,6,0,2,N,N,2,0,2712.0,N,N,7,22300.0,5,N,N,2,2,2,2,52,0
06-07502,42,2,1,0,1,2,4,1,1,33613.5,N,N,3,13000.0,3,501,N,2,2,2,2,205,173
26-02702,12,2,N,0,2,3,3,1,2,5021.6,N,N,3,0.0,0,501,N,2,2,2,2,206,406
24-01004,4,2,N,0,1,3,5,1,1,3092.6,N,N,3,0.0,0,501,N,2,2,2,2,69,42
32-00405,29,2,1,0,1,2,4,1,2,11168.7,8680,7,4,0.0,0,0,N,2,2,2,2,53,78
17-03529,57,2,6,0,2,0,N,1,2,15079.1,7680,10,7,20000.0,3,98,N,2,2,2,2,170,195
17-03529,60,2,6,0,2,N,N,2,0,51306.7,N,N,7,1630.0,3,N,N,2,2,2,2,25,0
38-00100,15,2,6,0,1,2,4,1,1,49.1,8680,6,4,5000.0,1,501,N,2,2,2,2,94,116
01-01301,28,1,6,0,2,0,2,1,2,2444.2,2090,4,5,40000.0,6,342,N,2,2,2,2,251,366
26-02702,61,2,1,0,2,0,3,1,2,52448.3,8170,12,5,0.0,2,0,N,2,2,2,2,219,93
30-00600,49,1,1,0,1,3,4,1,1,3394.9,6672,12,11,150000.0,6,501,N,2,2,2,2,17,4
26-02702,71,1,1,0,1,2,4,1,1,3555.6,N,N,9,10.0,8,501,N,2,2,2,2,64,60
13-04600,54,2,1,0,1,0,3,1,1,3729.0,7860,10,10,60000.0,7,501,N,2,2,2,2,26,24
17-03529,47,1,6,0,2,0,N,1,2,15069.5,7071,9,7,60000.0,6,501,N,2,2,2,2,125,113
30-00600,52,2,1,0,1,3,4,1,1,3436.5,7860,13,7,20000.0,3,501,N,2,2,2,2,62,65
40-00200,76,1,1,0,1,0,4,1,1,3722.8,N,N,5,14720.0,4,501,N,2,1,2,2,43,48
32-00405,60,2,4,0,1,0,2,1,2,7921.5,N,N,4,9000.0,2,69,N,2,2,2,2,100,80
26-02702,23,1,6,0,1,0,N,1,2,4676.7,8191,4,9,80000.0,6,501,N,2,2,2,2,166,167
08-00803,43,1,1,0,1,2,3,1,1,3432.7,7870,11,10,362000.0,9,501,N,2,2,2,2,30,29
08-00803,68,2,6,0,1,N,N,2,0,3377.6,N,N,7,15000.0,3,N,N,2,2,2,2,61,0
17-03529,33,2,6,0,2,0,2,1,2,11191.4,7390,10,9,80000.0,8,501,N,2,2,2,2,136,175
06-08507,9,1,N,0,1,1,3,1,1,3251.9,N,N,3,0.0,0,501,N,2,2,2,2,114,98
38-00100,72,2,3,0,1,0,N,1,1,63.4,N,N,5,15000.0,3,249,N,2,2,2,2,36,54
08-00803,18,2,6,0,1,0,2,1,1,3511.1,N,N,4,0.0,0,0,N,2,2,2,2,56,66
30-00600,40,2,1,0,1,0,2,1,1,3449.4,170,0,5,0.0,0,0,N,2,2,2,2,232,284
51-51255,47,2,1,0,1,0,3,1,1,11202.3,7860,10,9,25000.0,3,501,N,2,2,2,2,76,72
36-04010,66,2,1,0,2,0,2,1,1,50473.1,N,N,5,0.0,0,501,N,2,2,2,2,187,122
30-00600,21,2,6,0,1,0,N,1,2,3304.8,8680,14,7,7000.0,2,83,N,2,2,2,2,56,9
06-08507,11,2,N,0,1,0,2,1,1,3329.3,N,N,3,N,N,501,N,2,2,2,2,66,52
08-00803,10,2,1,0,1,0,2,1,1,3318.1,N,N,9,0.0,0,501,N,2,2,2,2,57,66
17-03529,38,1,6,0,1,N,N,3,0,15111.5,1990,4,7,12000.0,1,38,N,2,2,2,2,78,0
06-07502,61,1,4,0,1,0,N,1,2,3514.5,7071,9,7,60000.0,7,501,N,2,2,2,2,72,61
26-02702,1,1,N,0,1,3,4,1,1,3807.3,N,N,2,N,N,501,N,N,N,2,2,144,99
08-00803,64,1,1,0,1,0,2,1,1,3730.2,9470,3,7,60000.0,6,501,N,2,2,2,2,72,42
51-51255,21,2,1,0,1,3,4,1,2,11203.3,6970,9,9,70000.0,8,501,N,2,2,2,2,140,144
17-03529,52,1,1,0,2,1,3,1,1,52379.4,7870,11,10,3300.0,3,501,N,2,2,2,2,135,129
01-01301,39,2,6,0,2,2,4,1,1,48598.0,9470,16,7,30900.0,5,199,N,2,2,2,2,30,59
06-08507,28,2,6,0,1,N,N,3,0,2949.5,8270,12,7,10000.0,0,0,N,2,2,2,2,39,13
06-08507,70,2,4,0,1,0,N,1,1,2902.0,N,11,9,30000.0,5,501,N,2,2,2,2,59,23
38-00100,78,2,1,0,1,0,2,1,1,62.3,N,N,7,0.0,0,0,N,2,2,2,2,62,33
38-00100,54,1,6,0,1,0,N,1,1,3464.8,370,1,7,150000.0,6,501,N,2,2,2,2,15,46
30-00600,5,2,N,0,1,0,6,1,1,29.9,N,N,1,N,2,127,N,N,N,2,2,10,21
32-00405,75,1,4,0,1,N,N,2,0,7957.5,N,N,4,9000.0,3,N,N,1,1,2,2,41,1
51-01301,61,1,4,0,1,0,N,1,1,11155.1,7071,9,9,60000.0,8,501,N,2,2,2,2,100,47
19-01700,76,1,3,0,1,0,N,1,1,3764.3,N,N,5,60200.0,7,501,N,2,2,2,2,21,29
51-51255,26,1,6,1,8,0,2,1,2,11236.9,N,N,4,0.0,0,0,N,2,2,2,2,153,47
19-01700,65,1,1,0,1,0,2,1,1,3503.0,7870,11,10,412800.0,8,501,N,2,2,2,2,46,41
24-01004,18,2,N,0,6,1,3,1,1,4182.9,N,N,3,0.0,0,501,N,2,2,2,2,44,37
13-04600,16,1,6,0,2,0,N,1,2,4129.6,8680,14,7,10000.0,2,48,N,2,2,2,2,95,121
08-00803,71,2,1,0,1,0,2,1,1,3365.5,7870,11,10,50700.0,6,501,N,2,2,2,2,81,75
51-01301,39,1,1,0,1,2,4,1,1,11151.4,7380,10,10,250000.0,8,501,N,2,2,2,2,86,94
51-01301,73,2,1,0,1,0,2,1,1,11186.9,7860,10,10,30000.0,4,501,N,2,2,2,2,67,74
30-00600,41,1,1,0,1,0,2,1,1,16.3,770,3,5,15000.0,3,77,N,2,2,2,2,148,74
