,AGEP_x,DEYE_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEYE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
76,93,2,0,3,4,6,2,N,501,51-01301,9,2,51,2,0,N,8,501,33.33333333333333
77,12,2,4,N,3,5,1,N,231,17-03529,1,1,0,2,1,3,N,501,33.33333333333333
78,29,2,0,4,0,N,2,9,226,32-00405,9,1,70,2,0,3,5,159,33.33333333333333
79,67,2,0,3,0,N,2,3,115,40-00200,9,1,65,2,0,N,7,358,50.0
80,50,2,4,1,2,4,2,1,403,13-04600,2,1,29,2,0,2,1,193,33.33333333333333
81,64,2,1,4,0,N,2,2,69,17-03529,1,2,27,2,3,4,3,63,16.666666666666664
82,47,2,4,2,0,N,1,9,501,24-01004,1,1,50,2,0,N,3,155,50.0
83,81,2,4,4,0,N,1,1,383,51-51255,1,2,57,2,0,3,4,316,33.33333333333333
84,41,2,4,1,0,2,1,N,501,36-03710,2,2,50,2,0,2,4,298,50.0
85,44,2,0,4,3,4,1,N,501,19-01700,6,1,59,2,0,3,9,501,33.33333333333333
86,45,2,0,4,0,N,1,7,501,38-00100,6,2,39,2,0,N,6,323,50.0
87,62,1,0,4,0,2,1,5,393,26-02702,9,1,42,2,0,N,9,501,16.666666666666664
88,74,2,0,4,0,N,2,0,102,17-03531,1,2,63,2,0,N,8,501,50.0
89,31,2,0,6,N,N,2,3,297,13-04600,5,1,59,1,0,N,3,87,33.33333333333333
90,0,2,4,N,0,3,2,9,501,51-01301,1,1,12,2,1,2,N,108,16.666666666666664
91,46,2,3,1,0,2,1,8,501,08-00803,1,2,39,2,0,2,8,501,83.33333333333334
92,19,1,4,6,4,6,0,3,N,26-02702,1,1,19,2,N,N,8,N,33.33333333333333
93,40,2,1,N,1,3,2,N,136,51-51255,1,2,4,2,2,4,N,501,33.33333333333333
94,70,2,3,1,0,2,2,6,397,06-07502,1,2,45,2,1,3,0,501,16.666666666666664
95,39,2,4,4,0,N,1,5,114,24-01004,2,1,50,1,0,2,7,501,16.666666666666664
96,70,2,4,3,0,2,1,8,501,51-01301,1,2,74,2,0,N,5,329,33.33333333333333
97,14,2,0,N,1,3,1,9,501,24-01004,8,1,10,2,2,4,N,501,33.33333333333333
98,30,2,0,1,0,2,2,3,132,32-00405,9,1,28,2,1,3,6,194,16.666666666666664
99,82,2,0,2,3,5,2,0,286,17-03531,1,1,36,2,0,2,9,501,16.666666666666664
100,49,2,0,4,0,3,2,6,365,26-02702,2,1,61,2,0,N,2,91,33.33333333333333
101,84,2,0,1,0,2,1,7,97,40-00200,2,1,57,2,0,2,0,86,50.0
102,56,1,0,3,N,N,0,3,N,13-04600,1,2,66,2,N,N,2,74,33.33333333333333
103,49,2,0,4,0,N,1,2,501,38-00100,9,2,36,2,0,N,0,0,50.0
104,16,2,0,6,2,4,2,2,41,38-00100,6,1,27,2,0,N,5,274,16.666666666666664
105,82,2,0,3,2,4,1,4,173,28-01100,9,2,62,2,0,N,2,68,16.666666666666664
106,64,1,0,4,3,5,1,2,126,32-00405,9,1,25,2,0,N,2,91,16.666666666666664
107,14,2,1,N,0,6,1,N,124,40-00200,1,2,12,2,2,4,N,196,33.33333333333333
108,25,2,0,6,0,N,1,4,176,29-01901,9,2,20,2,0,3,2,324,33.33333333333333
109,29,2,2,6,2,3,2,0,501,51-51255,9,1,37,2,0,N,7,501,33.33333333333333
110,27,2,4,6,0,N,1,N,234,36-03710,8,2,34,2,1,2,7,456,16.666666666666664
111,53,2,0,5,0,N,2,4,198,40-00200,3,1,36,2,0,2,2,107,33.33333333333333
112,9,2,1,N,1,6,1,3,132,30-00600,3,1,9,2,0,6,N,199,50.0
113,77,2,0,3,0,3,2,9,501,36-04010,6,2,58,2,0,3,5,246,50.0
114,60,2,1,1,2,4,2,0,150,38-00100,8,2,25,2,3,6,0,222,33.33333333333333
115,47,2,4,1,2,4,1,4,149,38-00100,8,2,60,2,0,2,6,501,16.666666666666664
116,77,2,0,5,0,N,2,3,108,19-01700,2,1,39,2,1,3,5,229,16.666666666666664
117,64,2,0,4,0,3,2,2,189,32-00405,3,1,84,1,0,N,3,114,16.666666666666664
118,56,2,1,2,N,N,1,N,49,40-00200,1,1,23,2,0,3,4,377,16.666666666666664
119,1,2,4,N,1,3,1,5,274,13-04600,1,1,1,2,1,3,N,501,66.66666666666666
120,51,2,0,5,0,2,2,7,501,40-00200,9,1,31,2,0,2,2,285,50.0
121,83,2,2,1,1,3,2,3,42,36-03710,9,2,76,1,0,5,5,501,0.0
122,64,2,0,5,0,N,2,8,501,26-02702,1,2,68,2,0,2,2,51,33.33333333333333
123,52,2,4,6,N,N,2,2,90,32-00405,8,2,21,2,2,3,4,166,16.666666666666664
124,1,2,0,N,0,5,1,9,501,38-00100,2,1,7,2,2,3,N,300,16.666666666666664
125,66,2,0,3,0,N,0,3,140,17-03529,1,2,94,1,N,N,4,N,16.666666666666664
126,18,2,2,6,N,N,2,6,55,19-01700,1,1,50,2,0,N,9,501,33.33333333333333
127,9,2,1,N,1,3,1,5,211,19-01700,9,1,1,2,1,3,N,288,50.0
128,69,2,0,3,N,N,1,5,392,24-01004,8,2,74,2,0,2,7,501,16.666666666666664
129,20,2,0,6,4,6,0,3,N,24-01004,2,2,59,2,N,N,3,N,50.0
130,77,2,4,4,0,N,2,7,480,32-00405,1,1,53,2,0,2,5,211,33.33333333333333
131,42,2,0,1,0,2,2,2,69,38-00100,6,1,41,2,0,2,2,501,66.66666666666666
132,41,2,1,2,N,N,1,0,501,51-51255,1,1,35,2,0,N,4,214,33.33333333333333
133,11,2,4,N,N,N,1,N,501,06-07502,1,2,4,2,1,3,N,501,50.0
134,87,2,1,3,0,N,1,5,151,51-01301,1,2,85,2,0,2,2,123,33.33333333333333
135,94,2,0,5,0,3,0,3,N,26-02702,1,2,54,2,N,N,1,22,16.666666666666664
136,36,2,4,1,0,2,1,3,105,13-04600,9,2,58,2,0,2,4,392,50.0
137,74,2,4,3,0,N,1,1,188,36-04010,2,2,67,2,0,3,8,501,33.33333333333333
138,54,2,2,1,0,2,2,1,28,51-51255,1,2,28,2,0,2,7,501,50.0
139,74,2,0,4,2,4,1,7,20,28-01100,9,2,68,2,0,3,4,116,16.666666666666664
140,48,2,1,6,0,3,2,3,187,06-08507,1,2,57,2,2,3,6,379,33.33333333333333
141,71,2,4,4,0,2,1,2,79,19-01700,1,1,52,2,0,N,8,501,33.33333333333333
142,6,2,1,N,3,5,2,N,45,06-07502,1,1,7,2,3,5,N,291,66.66666666666666
143,53,2,1,4,2,4,2,8,501,08-00803,1,1,36,2,0,N,5,301,16.666666666666664
144,88,2,0,2,0,9,1,7,411,01-01301,1,1,81,2,0,3,4,139,33.33333333333333
145,36,2,4,6,3,5,1,9,501,26-02702,1,1,41,2,1,2,8,501,33.33333333333333
146,25,2,2,5,3,5,2,1,163,36-03710,1,2,95,2,0,N,2,87,16.666666666666664
147,11,2,4,N,0,3,2,8,501,06-08507,1,1,4,2,2,4,N,501,33.33333333333333
148,1,2,0,N,1,6,1,8,501,51-51255,8,1,13,2,1,3,N,501,50.0
149,23,2,1,6,0,N,0,4,214,40-00200,1,1,20,2,N,N,0,N,33.33333333333333
150,44,2,0,4,N,N,1,N,501,36-04010,6,2,64,2,0,5,2,227,16.666666666666664
151,61,2,0,1,0,2,2,0,369,36-04010,8,2,71,2,0,2,6,455,50.0
152,57,2,0,1,0,2,1,2,68,40-00200,5,1,30,2,1,3,9,501,16.666666666666664
153,14,2,2,N,0,5,2,N,67,24-01004,1,2,10,2,4,6,N,501,33.33333333333333
154,72,2,1,3,0,N,1,2,289,30-00600,1,1,61,2,0,N,6,264,50.0
155,79,2,0,1,2,4,2,3,133,29-01901,9,2,35,2,1,3,1,501,16.666666666666664
156,32,2,0,2,0,N,2,9,501,40-00200,9,2,40,1,0,2,7,285,16.666666666666664
157,43,1,4,4,0,N,1,3,501,13-04600,1,1,42,2,0,N,9,501,50.0
158,35,2,0,4,0,3,1,4,398,36-04010,9,2,65,2,0,2,6,452,33.33333333333333
159,64,2,4,4,0,N,2,N,102,51-51255,1,2,64,2,2,4,4,174,33.33333333333333
160,22,2,4,6,1,3,2,8,130,29-01901,1,2,26,2,0,N,5,229,16.666666666666664
161,70,2,0,5,1,9,2,0,501,24-01004,6,1,47,2,0,N,9,501,33.33333333333333
162,26,2,0,1,0,2,2,6,388,17-03529,8,1,33,2,0,2,0,188,50.0
163,42,2,1,1,2,5,2,3,144,06-07502,1,1,38,2,1,3,7,501,16.666666666666664
164,72,2,0,2,0,2,1,8,501,38-00100,2,1,42,2,0,N,8,494,50.0
165,82,2,0,2,0,N,1,1,17,51-01301,2,2,53,2,0,N,6,435,50.0
166,89,2,0,3,0,N,1,N,324,51-01301,2,2,84,2,0,N,7,501,50.0
167,41,2,0,2,0,N,0,0,0,17-03529,2,2,76,2,N,N,5,N,33.33333333333333
168,39,2,0,1,0,2,2,N,468,40-00200,2,2,26,2,0,2,1,305,50.0
169,23,2,1,6,N,N,1,7,501,51-01301,1,2,62,2,0,2,2,123,16.666666666666664
170,47,2,0,5,1,3,2,1,370,40-00200,1,2,48,2,0,4,2,34,16.666666666666664
171,70,1,4,4,0,N,2,4,188,06-08507,1,1,48,2,0,N,9,501,33.33333333333333
172,19,2,2,6,2,4,0,0,N,38-00100,1,1,21,2,N,N,3,N,33.33333333333333
173,26,2,0,6,0,N,2,2,49,08-00803,2,2,26,2,0,N,3,113,66.66666666666666
174,67,2,0,1,1,3,2,5,285,26-02702,9,1,67,2,0,3,0,253,50.0
175,66,1,0,1,0,2,1,8,501,13-04600,6,2,38,2,2,9,4,199,0.0
176,47,2,0,4,5,7,1,9,501,36-04010,9,1,66,2,0,2,4,206,16.666666666666664
177,10,2,0,N,0,8,1,5,219,32-00405,6,2,12,2,2,5,N,154,16.666666666666664
178,95,2,0,2,0,3,2,9,501,26-02702,6,2,29,2,0,N,0,0,33.33333333333333
179,29,2,0,1,5,8,1,8,501,40-00200,2,2,48,2,0,2,5,86,16.666666666666664
180,46,2,2,N,0,2,2,3,187,36-04010,1,2,13,2,2,4,N,218,16.666666666666664
181,8,2,1,N,2,5,1,2,155,30-00600,9,2,12,2,3,6,N,63,16.666666666666664
182,51,2,3,6,1,3,2,0,367,36-04010,2,2,30,2,1,2,2,37,33.33333333333333
183,79,2,0,4,0,N,1,8,255,29-01901,9,2,62,2,0,N,8,444,66.66666666666666
184,15,2,1,6,0,2,2,N,136,26-02702,1,2,21,2,0,N,2,61,33.33333333333333
185,77,2,1,3,0,3,1,2,179,30-00600,1,2,73,2,0,N,1,13,33.33333333333333
186,36,1,4,2,0,3,1,2,84,38-00100,1,2,41,2,1,7,0,501,0.0
187,30,2,1,6,0,N,2,1,144,06-08507,1,1,37,2,0,2,2,48,33.33333333333333
188,39,2,0,2,0,N,2,9,501,06-08507,1,2,85,2,0,N,5,270,50.0
189,41,2,1,4,0,N,1,2,90,19-01700,1,1,78,2,0,N,3,137,50.0
190,60,2,0,4,N,N,0,N,199,36-03710,2,2,48,2,N,N,2,49,50.0
191,6,2,0,N,1,4,1,8,501,06-08507,2,1,14,2,1,3,N,501,50.0
192,18,2,4,6,0,N,1,2,187,13-04600,1,1,33,2,0,N,2,45,66.66666666666666
193,64,2,4,4,0,N,1,1,258,32-00405,1,1,30,2,0,8,4,239,33.33333333333333
194,2,2,0,N,0,5,1,N,246,17-03531,1,2,14,2,1,3,N,372,33.33333333333333
195,5,2,0,N,2,4,1,9,501,36-04010,6,2,6,2,0,7,N,501,33.33333333333333
196,54,2,0,4,0,2,1,1,501,08-00803,6,2,74,2,0,N,9,501,50.0
197,19,2,2,6,2,4,2,N,67,17-03529,2,2,19,2,0,2,2,84,33.33333333333333
198,26,2,0,5,N,N,0,8,60,08-00803,1,1,63,2,N,N,0,N,50.0
199,66,2,2,1,1,3,1,2,75,51-01301,1,2,61,2,0,2,3,501,16.666666666666664
200,53,2,0,1,0,2,2,0,0,06-07502,9,2,46,2,2,4,2,501,16.666666666666664
201,52,2,4,1,0,2,2,5,125,26-02702,1,1,24,2,0,2,5,274,66.66666666666666
202,58,2,1,6,0,2,2,6,178,36-04010,1,1,33,2,0,N,9,501,33.33333333333333
203,64,2,0,2,0,12,2,1,37,38-00100,5,2,28,2,3,4,0,0,16.666666666666664
