SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,5,8,0,2,1,1,38-00100,N,13607
1,N,1,1,9,2,0,30-00600,N,25769
1,N,1,2,N,2,0,36-04010,N,26535
2,1,1,1,7,1,0,19-01700,6,6244
1,N,1,1,9,2,0,24-01004,N,25655
1,N,1,1,N,2,0,38-00100,N,26131
1,1,1,1,1,4,0,38-00100,3,18370
1,N,1,1,N,2,0,36-04010,N,25213
1,1,1,2,7,8,0,51-51255,11,20316
1,3,1,2,3,8,0,51-01301,11,20950
2,6,1,1,4,3,0,32-00405,N,14007
2,1,1,1,7,8,0,38-00100,N,20121
1,3,1,2,1,2,0,19-01700,15,15267
1,1,1,1,7,8,2,51-01301,10,14239
1,4,1,2,1,8,0,38-00100,8,6721
1,6,1,2,1,8,4,30-00600,10,13631
1,1,1,1,9,8,0,30-00600,N,15580
1,6,1,0,1,4,0,08-00803,10,4051
2,1,1,1,1,7,4,30-00600,11,12596
1,1,1,2,9,6,0,19-01700,7,25039
2,1,1,2,1,2,0,38-00100,N,19403
1,N,3,2,4,8,1,38-00100,9,20119
1,6,1,1,1,8,0,24-01004,11,6934
1,1,1,1,6,8,0,30-00600,10,13061
1,1,1,1,9,9,0,24-01004,3,7189
1,1,1,0,1,8,3,30-00600,10,11175
1,1,1,2,6,8,0,17-03529,10,7312
2,6,8,0,1,4,1,32-00405,N,11808
1,6,1,0,1,4,0,17-03531,N,5394
1,N,1,2,9,8,0,19-01700,N,25519
1,6,1,2,1,4,0,38-00100,11,20232
2,1,1,1,3,10,0,24-01004,11,7668
2,N,1,1,N,2,0,38-00100,N,21042
2,6,2,0,4,4,0,24-01004,10,11815
1,1,1,1,9,8,0,19-01700,N,1961
2,1,8,0,1,4,4,30-00600,10,13027
1,6,1,1,9,8,0,13-04600,10,9281
2,6,1,2,1,4,0,08-00803,N,19779
2,N,2,1,0,2,0,36-04010,N,25224
1,N,1,2,N,2,0,19-01700,N,25082
1,1,1,1,1,4,0,38-00100,N,18492
1,N,6,1,N,2,0,08-00803,N,25569
1,4,6,1,0,8,0,24-01004,9,5945
1,1,1,1,9,8,0,24-01004,7,25229
1,N,1,1,N,2,0,36-04010,N,26771
1,1,1,1,1,4,0,38-00100,11,20453
1,6,1,2,6,8,0,32-00405,10,12455
1,1,1,1,N,8,0,36-04010,N,20756
2,N,1,2,9,8,0,19-01700,11,9021
1,N,1,2,9,3,0,38-00100,N,25594
1,6,1,1,1,4,0,24-01004,3,13582
1,N,1,1,N,2,0,19-01700,N,25661
1,3,1,1,1,4,0,06-08507,9,1544
1,6,1,0,1,8,0,13-04600,11,9363
1,1,1,1,9,2,0,24-01004,15,20853
1,6,1,1,3,8,3,24-01004,10,13663
2,3,9,1,6,4,0,13-04600,3,5686
1,6,1,2,1,4,1,24-01004,11,7143
1,1,1,1,9,8,0,24-01004,11,13063
1,1,1,2,1,8,1,38-00100,N,21920
1,1,1,1,3,8,0,24-01004,3,11823
1,1,1,2,9,8,0,24-01004,7,19155
2,6,1,2,1,2,0,13-04600,N,1833
1,N,1,1,9,2,0,36-04010,9,26801
2,N,1,2,N,2,4,36-04010,N,26099
1,1,1,2,6,9,0,19-01700,10,2991
1,1,1,1,9,8,0,19-01700,N,25984
1,6,2,2,1,3,1,32-00405,N,11996
1,1,1,1,2,4,0,38-00100,11,17974
2,1,1,2,4,8,2,30-00600,10,13116
2,6,2,0,1,1,0,06-08507,10,1944
2,6,1,1,1,1,0,24-01004,4,6876
1,1,1,1,1,4,0,17-03529,N,3086
1,1,1,1,7,6,0,38-00100,7,17607
1,1,1,1,7,8,0,32-00405,11,12863
1,2,1,0,2,8,0,30-00600,9,13476
2,1,1,1,1,8,0,51-01301,10,18358
1,1,1,2,7,8,0,51-01301,11,21887
1,N,9,2,N,8,0,36-04010,N,26011
1,5,2,1,3,4,0,30-00600,N,14318
1,1,1,1,9,8,0,19-01700,N,25560
1,6,9,1,0,8,1,19-01700,10,13348
1,1,1,1,9,8,0,24-01004,10,12795
2,N,1,1,9,10,0,13-04600,N,25267
1,6,1,2,1,6,0,17-03529,N,5918
1,1,1,1,4,4,0,38-00100,3,18192
1,1,1,1,6,8,4,51-01301,3,20988
2,1,2,2,1,10,0,08-00803,11,6850
2,1,1,2,8,1,0,51-01301,11,21477
1,1,1,1,4,4,0,08-00803,3,7077
1,1,1,2,7,8,0,13-04600,10,1610
2,1,2,1,1,4,0,17-03529,11,4910
1,6,1,2,1,4,0,24-01004,3,7071
1,1,1,1,6,8,4,24-01004,3,13398
2,6,1,2,1,6,4,24-01004,15,21435
2,1,1,2,7,10,0,38-00100,10,20791
1,6,1,1,2,4,0,51-01301,10,19185
1,N,1,1,N,2,0,36-03710,N,25400
1,6,1,0,1,6,0,17-03531,N,6175
1,1,1,2,2,4,0,40-00200,10,18344
1,1,1,2,7,10,1,24-01004,11,22699
1,6,1,1,6,8,4,24-01004,3,5632
1,4,1,2,1,4,0,30-00600,N,10420
1,N,3,1,9,8,0,24-01004,N,26034
2,1,1,2,7,9,0,51-51255,11,21679
1,N,1,1,9,2,0,24-01004,N,25311
1,1,1,1,6,8,1,51-51255,11,19884
1,6,1,2,1,8,1,17-03529,11,8709
1,1,2,2,2,4,0,38-00100,10,18467
1,N,1,1,9,8,0,38-00100,N,25354
1,6,1,2,2,4,0,38-00100,N,17592
1,N,1,1,9,2,0,29-01901,9,25482
2,6,1,1,1,3,0,17-03529,6,7803
1,1,1,1,9,8,0,19-01700,N,12596
2,N,8,1,N,2,0,06-08507,N,24818
1,1,1,1,7,4,0,51-51255,10,19042
2,2,1,2,4,8,2,30-00600,11,13476
1,1,1,1,9,8,0,24-01004,10,10865
1,1,1,1,7,8,0,24-01004,10,8622
1,6,1,1,7,4,0,19-01700,6,1283
2,6,1,1,2,10,0,19-01700,10,5120
1,1,1,1,9,8,0,24-01004,14,13312
1,1,1,1,8,8,0,24-01004,10,7858
2,1,1,1,3,1,0,29-01901,N,13812
1,1,1,1,6,8,0,19-01700,10,8537
1,1,1,2,7,10,0,51-01301,11,20816
1,1,1,1,0,3,0,29-01901,N,12153
2,1,1,1,1,10,0,38-00100,15,7203
1,1,1,2,9,1,0,51-01301,9,20605
1,1,2,2,3,4,0,17-03531,7,5764
1,N,1,1,9,10,0,30-00600,N,26017
1,1,1,1,7,1,0,40-00200,11,19482
1,1,1,1,6,1,0,24-01004,7,6840
1,1,1,2,7,8,0,38-00100,11,21021
1,1,1,0,1,8,1,40-00200,10,5014
2,1,6,1,1,4,0,13-04600,N,2040
1,N,1,1,N,8,0,29-01901,N,16445
2,6,1,2,3,8,2,32-00405,11,13981
1,6,1,2,1,3,0,51-51255,15,20685
1,1,1,1,9,8,0,24-01004,9,7207
2,6,2,1,4,4,0,08-00803,9,431
1,N,1,1,N,8,0,36-04010,N,25547
1,N,1,1,9,2,0,24-01004,N,25215
1,1,1,2,6,8,1,30-00600,10,14618
1,1,1,2,4,8,0,30-00600,10,13004
1,6,1,2,1,1,0,13-04600,N,7666
1,N,1,1,9,8,0,19-01700,3,15676
1,6,1,0,0,6,0,08-00803,9,7546
1,6,8,1,1,4,0,30-00600,9,13188
1,1,1,1,9,1,0,19-01700,11,13011
1,1,2,2,7,8,0,30-00600,11,13600
1,N,1,2,9,8,0,36-04010,N,24994
2,N,1,2,N,2,0,51-01301,N,21525
1,N,1,2,N,2,0,38-00100,N,20193
2,6,8,2,4,8,0,38-00100,10,20542
1,6,1,1,1,8,0,19-01700,N,12896
1,1,1,1,9,8,0,19-01700,3,26199
2,5,1,2,9,8,0,24-01004,N,14628
2,6,3,1,1,8,0,51-01301,3,19404
1,1,1,1,9,8,0,24-01004,11,8695
1,1,1,1,6,8,0,30-00600,11,14076
1,1,1,1,4,8,0,17-03531,11,6045
1,1,1,1,8,8,0,40-00200,11,17241
1,N,1,2,9,8,1,38-00100,N,20331
2,6,1,0,1,8,0,36-03710,10,12589
1,1,1,2,1,1,0,13-04600,10,6259
2,6,1,2,1,4,0,51-51255,11,21695
1,N,9,2,9,2,0,51-01301,N,26311
1,6,1,2,1,4,0,38-00100,4,16174
1,6,1,1,0,4,0,17-03531,9,4941
1,6,1,1,1,3,0,38-00100,N,16634
1,5,9,1,0,2,0,38-00100,N,18207
1,1,1,2,0,2,0,13-04600,10,6851
1,6,2,1,1,1,0,19-01700,N,7100
1,6,1,2,1,3,0,36-04010,9,16361
1,1,1,1,1,4,1,40-00200,N,19336
2,6,1,2,1,2,1,08-00803,N,2177
2,4,1,1,6,8,1,19-01700,9,16233
2,1,1,1,3,8,0,30-00600,11,13393
1,6,1,2,5,4,0,32-00405,N,12716
1,N,9,1,N,2,0,36-04010,N,25586
1,1,1,1,1,8,0,24-01004,11,13735
1,N,1,1,9,3,0,38-00100,N,17891
1,6,1,1,3,6,0,06-08507,10,9123
1,6,1,2,1,4,4,38-00100,3,20016
1,1,1,1,8,2,0,38-00100,11,19641
2,6,1,2,2,8,1,51-51255,16,22285
1,1,1,2,7,9,0,24-01004,3,13135
1,N,1,1,N,2,0,24-01004,N,25138
1,1,1,2,1,10,0,24-01004,9,13049
1,1,1,2,7,8,2,38-00100,7,20689
2,1,1,2,7,8,0,51-51255,11,20321
1,1,1,2,9,1,0,24-01004,10,8984
1,6,1,2,4,4,1,30-00600,14,20154
1,N,8,2,1,2,4,38-00100,N,19555
2,4,8,1,0,4,0,29-01901,N,11733
1,6,1,2,1,3,0,38-00100,15,19189
1,6,1,2,7,10,1,32-00405,14,12438
2,N,1,2,9,9,0,36-04010,N,22187
2,6,2,2,3,4,0,17-03529,3,4990
1,1,1,1,8,6,0,08-00803,9,757
1,6,5,2,6,8,0,06-07502,7,2070
1,1,6,1,9,10,0,08-00803,N,5602
1,1,1,1,7,1,4,06-08507,15,835
1,6,1,1,1,8,0,17-03531,11,6544
2,N,1,1,9,4,0,38-00100,3,19114
2,6,1,0,1,8,0,17-03529,N,4121
1,4,2,2,1,4,0,30-00600,N,13331
1,1,1,1,8,8,0,24-01004,11,24979
1,6,2,0,1,4,0,08-00803,6,6446
1,1,1,2,0,3,0,30-00600,11,12502
2,1,2,0,9,8,0,24-01004,10,8575
1,6,1,2,9,1,2,24-01004,10,8103
1,6,1,1,4,8,0,38-00100,N,12938
1,1,1,2,1,8,0,38-00100,10,20191
2,6,1,2,2,4,0,40-00200,11,18571
1,6,1,1,9,6,0,38-00100,N,20410
2,1,1,2,3,10,0,51-51255,10,21008
2,1,1,2,8,3,0,40-00200,4,16254
1,N,1,1,N,2,0,13-04600,N,25593
1,3,1,1,3,4,2,19-01700,9,12924
2,1,1,2,7,8,0,51-01301,11,20024
1,N,1,2,N,2,0,36-04010,N,26303
1,1,1,1,4,3,0,30-00600,10,12522
1,6,1,2,9,4,0,32-00405,N,13992
1,N,1,2,9,8,0,38-00100,N,22601
2,1,1,1,9,8,0,24-01004,15,16753
1,1,1,1,9,8,1,24-01004,N,5211
1,1,1,1,3,8,0,30-00600,11,11222
2,N,1,2,9,8,1,40-00200,11,21887
1,1,1,2,4,4,2,29-01901,3,14971
1,6,1,2,4,3,1,30-00600,10,12999
2,1,1,2,7,8,4,38-00100,11,20393
1,6,1,2,1,8,0,24-01004,10,5898
1,1,1,2,8,4,0,40-00200,9,19645
1,1,1,1,8,8,0,24-01004,15,15711
1,1,1,1,6,8,0,32-00405,3,12592
2,1,1,2,4,4,0,38-00100,10,19077
2,N,1,1,N,2,0,08-00803,N,26073
1,6,1,1,3,4,0,36-04010,9,11818
1,N,1,1,N,2,0,38-00100,9,25503
1,1,1,1,1,1,0,36-04010,3,18731
1,6,1,1,9,3,0,19-01700,N,25426
1,N,1,1,9,8,0,24-01004,N,25945
2,1,1,2,8,8,0,08-00803,10,795
1,6,1,2,7,4,0,38-00100,10,17755
1,1,1,2,9,8,0,24-01004,8,22183
1,1,1,2,0,4,0,36-04010,10,4941
1,N,1,1,N,2,0,36-04010,N,25788
1,N,1,1,N,2,0,19-01700,9,26847
1,N,1,2,N,8,0,13-04600,N,24534
2,6,1,1,1,4,0,38-00100,9,20587
1,6,1,1,7,8,0,19-01700,10,6192
2,1,1,2,7,8,0,08-00803,11,1883
2,4,1,2,4,8,0,38-00100,N,2239
2,1,1,1,9,8,0,36-04010,N,20235
1,1,1,0,9,8,0,51-01301,N,7495
1,6,1,2,2,8,0,38-00100,N,17634
1,1,1,2,6,8,0,40-00200,11,20844
2,1,1,1,9,8,0,19-01700,N,2065
1,4,3,1,1,8,4,38-00100,9,21311
2,6,1,2,6,4,1,51-01301,N,19759
1,N,1,2,2,2,0,36-04010,N,25589
1,1,1,1,7,4,0,38-00100,10,18347
1,6,1,2,1,8,0,30-00600,11,12263
1,1,1,2,7,8,0,38-00100,10,19634
1,6,1,2,1,8,1,32-00405,7,13088
1,3,1,0,1,8,1,24-01004,N,5871
1,N,1,1,N,2,0,36-04010,N,26414
1,3,1,0,9,8,0,08-00803,N,5595
1,6,6,0,2,3,0,17-03529,N,1879
1,1,1,1,9,10,0,24-01004,3,18179
1,6,1,2,6,2,4,17-03529,N,5173
1,6,1,2,6,8,0,38-00100,11,20792
1,N,1,1,9,8,0,19-01700,N,26231
1,N,1,2,9,9,0,38-00100,9,25678
2,N,1,2,0,2,0,24-01004,N,25047
2,1,1,0,1,4,0,17-03529,10,2116
2,6,1,0,1,8,0,17-03531,9,1634
1,6,1,2,1,4,0,30-00600,3,4847
2,1,1,2,9,9,0,51-01301,N,21000
2,N,1,2,9,2,4,32-00405,9,25984
2,1,1,2,7,10,0,51-01301,11,21168
1,1,1,2,2,8,2,24-01004,10,7041
1,N,1,1,N,9,0,36-04010,N,19350
1,1,1,1,7,8,0,32-00405,11,14060
2,3,1,2,9,4,0,19-01700,11,13362
2,1,2,1,1,8,0,08-00803,11,1394
2,6,1,2,7,4,4,19-01700,N,13160
1,1,1,1,1,8,0,51-51255,10,18069
1,1,3,1,0,4,0,30-00600,9,12455
1,6,1,2,7,4,1,30-00600,14,13181
1,1,1,1,1,4,4,38-00100,N,20505
1,6,1,2,4,8,0,13-04600,10,1395
2,6,1,2,3,8,0,26-02702,N,9050
1,N,1,2,9,2,4,24-01004,N,8405
1,1,1,1,7,8,0,24-01004,11,15385
2,1,2,1,4,3,0,13-04600,9,5220
1,6,1,1,1,4,0,24-01004,9,13110
1,6,2,2,1,6,0,13-04600,N,1796
2,1,1,2,9,1,0,51-01301,11,21459
2,N,2,2,9,1,0,30-00600,N,13921
1,6,1,2,7,8,1,30-00600,10,14481
1,1,1,1,7,8,0,40-00200,11,17644
2,N,1,1,N,8,0,38-00100,N,24668
1,1,1,1,1,4,1,32-00405,14,13455
2,1,1,1,1,8,0,08-00803,N,6084
1,6,6,1,1,2,0,51-51255,6,20294
1,1,1,2,1,8,0,38-00100,10,19449
1,3,1,0,0,4,0,13-04600,N,5466
2,6,1,2,7,8,0,24-01004,10,12447
1,6,1,1,4,4,0,32-00405,11,14211
2,1,1,1,9,4,0,38-00100,7,12718
2,1,1,1,7,8,0,40-00200,10,17721
2,1,1,2,1,8,0,17-03529,9,5860
1,1,1,2,9,8,0,40-00200,8,13922
1,N,1,2,9,2,0,36-04010,N,20082
1,6,1,2,1,6,0,08-00803,7,7291
1,6,1,1,6,8,0,19-01700,11,21062
1,1,1,1,7,4,0,30-00600,10,13134
2,3,1,1,7,4,2,38-00100,10,17834
1,1,1,0,4,4,0,38-00100,7,19357
1,4,1,1,6,8,0,24-01004,11,14158
2,1,9,1,1,1,0,24-01004,10,1937
1,6,1,2,1,8,0,26-02702,7,5712
1,N,1,2,N,8,0,19-01700,N,25596
1,1,1,1,9,8,0,24-01004,11,6885
1,1,6,1,9,8,2,30-00600,N,12484
1,1,1,1,1,4,0,40-00200,3,17484
2,N,8,2,N,4,1,30-00600,N,26721
2,1,1,1,9,8,0,36-04010,3,12226
2,1,1,1,9,9,0,24-01004,11,22854
2,N,8,0,9,8,1,19-01700,15,11284
1,1,1,1,9,8,0,38-00100,11,20419
2,N,1,1,9,8,0,38-00100,N,26301
1,N,1,2,N,8,0,08-00803,9,25245
1,1,1,1,4,8,0,38-00100,N,18927
1,N,1,1,N,2,0,36-04010,N,25220
2,1,1,2,6,8,0,51-51255,15,21125
1,1,1,1,9,9,0,40-00200,8,20391
1,1,9,1,7,9,0,08-00803,15,6303
1,6,1,1,1,3,4,30-00600,11,13608
1,N,1,1,9,8,0,19-01700,N,25714
1,1,1,1,7,10,0,17-03529,10,6675
1,1,2,2,7,8,0,17-03529,11,1771
1,1,1,1,1,8,0,32-00405,3,22197
2,4,1,1,9,10,0,19-01700,11,9589
1,2,2,2,5,4,0,13-04600,11,1494
2,1,1,2,3,8,0,24-01004,10,13553
1,3,1,1,0,4,0,19-01700,N,13274
2,N,6,1,9,8,0,36-04010,N,22627
1,1,1,1,9,8,0,36-04010,N,20211
1,N,1,1,N,2,0,36-04010,N,26135
1,4,3,2,1,4,0,51-51255,10,19863
1,6,2,2,8,1,1,08-00803,7,1965
2,1,1,1,7,8,0,38-00100,11,19232
2,1,1,1,4,3,0,38-00100,3,17824
2,1,1,2,7,8,0,40-00200,11,19202
1,4,1,2,3,4,4,30-00600,N,14789
1,1,8,1,4,4,0,38-00100,3,18178
1,1,1,1,7,8,0,38-00100,10,21886
1,1,1,2,7,4,0,38-00100,10,16713
2,6,2,2,1,4,0,38-00100,N,6410
1,N,1,1,9,2,0,24-01004,N,25403
1,1,1,1,2,8,0,38-00100,N,19725
2,6,8,2,1,4,0,30-00600,10,14346
1,6,1,0,0,2,0,24-01004,N,7905
1,6,1,2,3,8,2,32-00405,14,14844
1,3,3,2,1,4,0,38-00100,N,18062
1,6,1,2,1,8,0,30-00600,11,15291
2,6,1,2,7,8,0,38-00100,3,20546
2,1,1,1,9,1,4,24-01004,11,14836
1,6,1,2,4,8,0,17-03529,11,2608
1,1,1,1,9,8,0,38-00100,14,21915
1,N,1,1,9,9,0,24-01004,N,25159
2,3,2,2,1,6,0,13-04600,N,5568
2,6,2,2,1,4,0,17-03529,N,7197
1,6,1,1,8,8,0,51-01301,11,20544
1,1,1,0,7,8,0,06-08507,15,7465
1,6,2,2,1,4,0,17-03531,N,7194
1,6,2,1,6,4,0,24-01004,3,7961
1,6,1,0,1,7,0,13-04600,N,3837
1,6,1,1,0,8,4,38-00100,10,13594
2,1,1,1,7,6,0,24-01004,10,14338
1,1,1,2,5,8,0,08-00803,10,7253
1,1,1,1,9,8,0,24-01004,11,7083
2,6,1,2,2,8,0,19-01700,11,6310
1,3,2,2,1,6,0,30-00600,N,13643
1,1,8,2,4,4,2,30-00600,9,12591
1,1,1,1,1,1,0,38-00100,10,19327
1,2,1,0,9,7,0,51-51255,11,22020
1,N,1,1,9,8,0,19-01700,N,25573
1,1,1,1,7,8,0,38-00100,10,20452
1,1,1,1,7,4,0,32-00405,3,11757
2,1,1,1,1,8,0,38-00100,N,1233
1,1,1,2,7,8,0,08-00803,11,1375
1,1,1,1,6,8,0,51-51255,11,22346
2,2,1,1,9,1,0,38-00100,N,19997
1,6,1,2,7,4,0,38-00100,10,18926
1,1,1,0,1,8,1,30-00600,15,5498
2,6,2,1,0,4,0,30-00600,N,12598
2,1,2,0,1,10,0,13-04600,10,5516
1,1,1,1,7,8,0,30-00600,10,10264
1,N,2,1,9,2,0,17-03529,N,24730
1,1,1,1,6,8,0,08-00803,10,1498
1,4,1,2,7,8,0,38-00100,N,21824
2,1,1,2,1,6,0,38-00100,10,22505
1,1,1,1,9,8,0,30-00600,4,12934
1,1,1,2,9,2,0,06-08507,N,25017
1,1,1,2,1,8,0,51-51255,10,18052
1,1,1,1,3,8,0,13-04600,9,7192
1,1,1,1,9,8,1,30-00600,N,13138
1,6,8,2,3,6,0,29-01901,9,12148
2,1,1,2,1,8,0,51-51255,11,20577
1,N,1,2,N,3,0,24-01004,N,26462
1,N,1,1,N,2,0,36-04010,N,25324
2,1,6,1,7,1,0,08-00803,7,7625
1,2,1,1,9,8,0,08-00803,7,2125
1,1,1,1,6,1,0,06-07502,11,1621
1,1,1,1,7,4,0,38-00100,9,18707
1,6,1,2,6,8,1,24-01004,11,7094
2,N,8,2,1,4,1,29-01901,N,13928
1,6,2,0,0,4,0,17-03529,9,2480
1,N,1,2,N,8,0,24-01004,N,26880
2,1,1,1,6,1,0,24-01004,10,14802
1,1,1,1,9,8,0,24-01004,11,4853
2,N,1,1,N,2,0,19-01700,N,25758
1,N,1,1,9,8,0,19-01700,N,26018
1,3,1,0,0,4,0,30-00600,N,12932
1,1,1,1,8,8,0,24-01004,10,12169
1,1,1,2,1,4,0,32-00405,10,14977
2,6,1,2,6,8,1,51-51255,10,19886
1,1,1,1,9,1,0,19-01700,10,7114
1,N,1,1,N,2,0,17-03531,N,26628
1,1,1,1,9,8,0,51-01301,10,19051
1,6,1,1,4,4,0,38-00100,9,18504
2,1,1,2,2,4,0,38-00100,11,20908
2,6,1,1,8,2,0,38-00100,N,19406
1,N,1,2,9,2,0,38-00100,N,20802
2,1,1,2,3,10,0,06-07502,10,1487
1,1,1,2,3,8,0,32-00405,N,15325
2,1,1,2,1,8,0,38-00100,10,20656
1,1,1,1,9,8,0,38-00100,N,20169
1,6,1,2,7,7,0,17-03529,11,7283
1,1,3,2,1,4,0,38-00100,3,17258
1,6,1,1,7,8,0,24-01004,3,5613
1,1,1,1,3,8,0,24-01004,N,4794
