,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
240,1,1,1,2,1,7,0,48-02507,N
241,1,N,2,1,N,2,0,48-02507,N
242,1,1,1,1,0,4,0,48-02102,N
243,2,1,1,1,5,4,1,48-02101,11
244,1,6,1,1,3,7,0,48-02102,N
245,1,3,1,2,3,7,0,48-02507,10
246,1,1,1,1,8,9,0,48-02507,11
247,1,1,1,1,9,5,0,48-02102,9
248,1,1,1,1,6,9,0,48-02102,7
249,1,1,1,1,0,3,0,48-02101,N
250,1,3,1,1,5,10,0,48-02102,4
251,2,6,1,1,0,7,0,48-02101,N
252,1,6,1,1,3,10,0,48-02507,9
253,1,6,9,2,2,5,0,48-02510,10
254,1,N,1,2,N,N,0,48-02516,N
255,2,N,2,1,N,3,1,48-02516,N
256,2,1,1,1,8,10,0,48-02516,9
257,1,1,1,1,5,10,0,48-02102,10
258,2,1,1,1,8,7,0,48-02515,6
259,1,1,1,1,6,9,0,48-02510,12
260,2,1,1,1,7,9,0,48-02101,11
261,2,1,1,2,4,7,0,48-02516,N
262,1,N,1,1,N,3,1,48-02510,N
263,2,1,1,1,3,5,0,48-02510,15
264,1,4,1,1,0,5,0,48-02515,N
265,2,1,1,1,2,6,0,48-02510,N
266,2,1,1,1,4,12,0,48-02102,N
267,2,1,1,1,6,9,0,48-02101,12
268,2,4,7,2,7,9,0,48-02510,13
269,1,1,1,2,3,5,0,48-02507,4
270,2,N,1,1,N,2,0,48-02516,N
271,1,3,2,1,3,5,0,48-02515,4
272,1,N,1,2,N,3,0,48-02101,N
273,2,1,1,1,3,7,0,48-02515,16
274,1,1,1,2,4,6,0,48-02507,14
275,1,6,1,2,2,3,1,48-02102,16
276,1,N,1,1,N,3,0,48-02516,N
277,1,1,1,1,0,9,0,48-02510,N
278,2,1,1,1,9,5,0,48-02515,N
279,1,4,1,1,9,9,0,48-02102,4
280,2,1,2,1,5,7,0,48-02101,11
281,2,1,1,1,8,7,1,48-02102,15
282,2,1,1,1,2,9,1,48-02101,4
283,2,4,1,1,7,8,0,48-02515,N
284,2,1,1,1,6,7,0,48-02507,12
285,2,N,1,2,N,3,0,48-02101,N
286,1,1,1,2,2,6,0,48-02102,6
287,2,1,1,1,3,9,0,48-02507,15
288,2,1,1,1,9,10,0,48-02507,12
289,1,1,2,1,7,9,0,48-02507,6
290,2,1,1,1,9,5,0,48-02101,10
291,1,6,8,2,9,6,1,48-02515,9
292,1,6,1,1,1,9,0,48-02510,N
293,1,6,1,1,3,7,0,48-02510,10
294,2,N,1,1,N,N,0,48-02102,N
295,1,4,1,1,7,7,0,48-02102,16
296,2,1,1,0,8,4,1,48-02101,N
297,1,1,1,1,9,9,0,48-02510,1
298,1,1,1,1,8,2,0,48-02507,15
299,2,4,1,1,6,7,0,48-02101,7
300,2,N,1,1,N,1,0,48-02515,N
301,1,6,1,2,5,9,0,48-02507,8
302,2,1,1,1,6,9,0,48-02516,7
303,2,1,1,1,8,8,0,48-02516,7
304,1,N,1,1,N,N,1,48-02515,N
305,2,4,1,1,0,9,1,48-02515,N
306,2,N,2,1,N,3,0,48-02507,N
307,2,N,1,2,N,2,0,48-02101,N
308,2,1,1,1,4,9,0,48-02510,6
309,2,1,2,2,8,9,1,48-02516,11
310,2,6,1,1,0,4,0,48-02515,16
311,2,4,1,0,2,3,0,48-02101,N
312,2,6,1,1,6,9,0,48-02510,11
313,2,1,1,1,0,7,0,48-02101,14
314,2,N,9,2,N,1,1,48-02102,N
315,2,N,1,1,N,3,0,48-02102,N
316,2,1,1,1,6,5,0,48-02102,12
317,2,1,1,1,4,9,0,48-02507,5
318,1,1,1,1,0,4,0,48-02515,N
319,1,1,1,1,5,5,0,48-02102,9
320,1,2,1,1,8,9,0,48-02516,N
321,2,1,1,1,0,3,0,48-02516,N
322,2,1,8,1,2,6,1,48-02507,N
323,2,1,1,1,7,7,0,48-02102,12
324,2,4,1,1,7,10,0,48-02510,11
325,2,3,1,1,3,5,0,48-02102,N
326,2,N,1,1,N,3,1,48-02101,N
327,2,1,1,1,5,8,0,48-02516,6
328,1,1,1,2,9,10,0,48-02507,7
329,1,N,1,1,N,1,0,48-02510,N
330,1,1,1,1,8,5,0,48-02507,3
331,2,6,1,2,5,8,1,48-02507,12
332,2,4,1,2,6,7,0,48-02102,6
333,1,1,1,1,0,7,0,48-02102,N
334,1,6,1,1,3,7,0,48-02507,N
335,1,1,1,1,9,9,0,48-02510,10
336,2,1,1,1,8,10,0,48-02516,10
337,2,1,1,1,3,4,0,48-02516,15
338,2,N,2,2,N,N,0,48-02515,N
339,2,1,8,1,0,9,1,48-02515,6
340,2,1,1,1,8,5,0,48-02515,11
341,1,6,9,1,5,4,1,48-02515,14
342,2,2,1,1,8,8,0,48-02101,15
343,1,1,1,2,7,10,0,48-02507,4
344,1,1,1,1,3,7,0,48-02507,14
345,1,6,1,1,3,12,0,48-02102,4
346,2,1,1,1,4,9,0,48-02516,11
347,1,1,1,2,6,8,0,48-02101,9
348,1,N,1,2,N,3,0,48-02507,N
349,2,1,1,1,7,9,0,48-02101,11
350,1,1,1,1,7,7,0,48-02101,10
351,1,1,1,1,7,10,0,48-02515,10
352,2,N,1,1,N,N,0,48-02102,N
353,2,N,1,1,N,N,1,48-02510,N
354,2,6,2,1,6,9,0,48-02102,N
355,1,1,1,1,2,4,0,48-02101,10
356,2,6,1,1,5,5,0,48-02101,N
357,2,1,1,1,0,4,0,48-02515,N
358,2,1,1,1,5,5,0,48-02516,N
359,2,4,1,2,0,4,0,48-02101,N
360,2,3,1,2,5,7,0,48-02101,6
361,2,N,1,1,N,1,1,48-02516,N
362,1,3,1,1,6,6,0,48-02516,4
363,1,N,1,2,N,N,0,48-02515,N
364,1,3,1,0,8,7,0,48-02515,4
365,2,N,1,2,N,3,0,48-02102,N
366,1,1,1,1,7,8,0,48-02516,N
367,2,1,1,1,5,5,0,48-02101,6
368,2,3,1,1,0,5,0,48-02102,N
369,2,1,1,1,0,5,0,48-02516,N
370,1,1,1,2,7,9,0,48-02101,18
371,1,1,1,1,6,9,0,48-02507,7
372,2,N,1,1,N,3,1,48-02510,6
373,1,1,6,2,4,6,1,48-02510,10
374,1,N,1,1,N,N,0,48-02515,N
375,1,6,8,2,0,5,4,48-02510,N
376,2,6,6,1,8,10,0,48-02101,10
377,2,N,1,1,N,N,0,48-02507,N
378,1,1,1,1,9,9,0,48-02515,N
379,1,1,1,1,0,4,0,48-02101,N
380,2,6,1,1,2,6,0,48-02510,N
381,1,1,9,2,9,7,0,48-02515,1
382,1,4,1,1,8,9,0,48-02510,4
383,2,1,1,1,5,10,0,48-02102,14
384,1,1,1,1,5,6,0,48-02507,4
385,2,1,1,1,5,8,0,48-02102,12
386,1,6,1,0,0,5,0,48-02101,N
387,2,4,1,2,6,10,0,48-02507,6
388,1,1,1,1,7,5,1,48-02515,3
389,1,2,1,1,4,7,1,48-02515,N
390,2,1,1,1,7,9,0,48-02510,10
391,1,1,1,1,5,5,0,48-02515,7
392,1,3,1,1,8,9,1,48-02102,9
393,2,1,1,1,7,5,1,48-02102,12
394,1,N,1,1,N,N,0,48-02101,N
395,1,1,1,1,7,5,0,48-02515,10
396,2,1,1,1,7,5,0,48-02101,11
397,1,4,1,1,9,7,0,48-02515,4
398,1,1,6,1,9,6,0,48-02102,4
399,1,N,1,1,N,1,0,48-02516,N
400,1,1,1,1,7,7,1,48-02102,18
401,2,4,1,1,5,4,1,48-02101,6
402,2,1,1,1,9,9,0,48-02515,9
403,2,1,1,1,0,5,0,48-02102,9
404,2,6,2,1,0,4,1,48-02102,6
405,2,1,8,1,7,12,0,48-02102,N
406,1,6,1,1,8,5,1,48-02102,4
407,1,6,9,2,3,5,0,48-02516,N
408,1,6,1,2,2,7,0,48-02507,7
409,2,1,1,1,7,7,0,48-02101,6
410,1,6,1,1,3,5,1,48-02510,N
411,2,1,1,1,7,5,0,48-02516,10
412,2,1,1,1,7,5,0,48-02515,10
413,1,N,1,1,N,5,0,48-02101,N
414,2,1,1,2,4,7,1,48-02101,N
415,1,1,1,1,2,5,0,48-02507,14
416,1,1,1,1,0,10,0,48-02510,N
417,2,N,2,1,N,3,1,48-02101,N
418,1,1,1,1,2,3,0,48-02510,N
419,2,1,1,1,5,5,1,48-02101,9
420,1,6,1,0,0,5,1,48-02507,11
421,1,3,1,2,2,6,1,48-02507,17
422,1,1,1,1,4,6,0,48-02101,N
423,1,1,1,1,9,9,0,48-02510,9
424,2,N,2,2,N,1,4,48-02101,N
425,2,6,1,1,2,10,0,48-02507,10
426,2,N,1,2,N,N,1,48-02102,N
427,1,6,1,2,4,9,1,48-02507,10
428,1,1,1,2,2,8,1,48-02101,15
429,1,1,1,2,6,6,0,48-02101,14
430,1,N,1,1,N,3,0,48-02102,N
431,1,1,6,1,9,5,0,48-02507,16
432,2,6,1,1,3,7,0,48-02510,N
433,1,1,1,2,6,10,0,48-02101,10
434,1,6,2,2,3,7,0,48-02101,18
435,2,4,1,1,6,6,0,48-02515,10
436,1,6,1,0,3,5,0,48-02101,N
437,2,1,1,1,5,5,0,48-02515,4
438,1,6,1,2,4,7,0,48-02101,N
439,1,4,1,2,5,8,4,48-02507,9
440,2,4,1,0,2,5,0,48-02510,6
441,1,1,1,1,9,9,0,48-02507,4
442,2,1,1,1,7,9,0,48-02101,N
443,2,2,2,1,4,5,0,48-02516,N
444,1,1,1,1,9,9,0,48-02510,7
445,2,N,1,1,N,2,4,48-02101,N
446,2,1,1,1,7,5,0,48-02510,N
447,1,1,1,1,0,5,1,48-02102,N
448,1,1,1,1,9,3,1,48-02510,7
449,2,1,1,1,8,9,0,48-02515,12
450,2,6,1,1,6,8,0,48-02101,13
451,1,1,1,1,2,5,0,48-02101,N
452,1,1,1,1,0,4,1,48-02516,N
453,1,1,1,1,5,7,0,48-02516,3
454,2,1,1,1,8,9,0,48-02507,12
455,1,6,9,1,3,7,0,48-02515,15
456,2,4,1,0,6,5,1,48-02102,14
457,1,4,1,1,8,7,0,48-02507,15
458,1,1,6,1,6,5,0,48-02507,6
459,1,N,1,1,N,3,1,48-02101,N
460,2,N,9,1,N,2,0,48-02515,N
461,2,1,1,1,3,10,0,48-02101,N
462,2,4,1,1,7,9,0,48-02101,12
463,1,1,1,1,5,5,0,48-02510,N
464,1,1,1,1,7,7,1,48-02101,5
465,2,4,1,1,0,4,1,48-02102,N
466,2,1,8,1,5,10,0,48-02510,14
467,1,1,1,1,8,7,0,48-02507,3
468,2,1,6,1,7,9,0,48-02101,11
469,1,1,1,1,3,6,0,48-02510,14
470,1,6,1,1,4,4,0,48-02102,N
471,2,6,2,0,0,7,1,48-02102,N
472,2,2,1,2,1,6,0,48-02510,11
473,2,6,1,1,0,3,0,48-02516,N
474,2,1,1,2,9,8,0,48-02507,4
475,1,1,1,1,6,8,0,48-02102,7
476,1,N,1,1,N,2,0,48-02515,N
477,2,6,1,1,0,7,0,48-02516,N
478,1,1,1,1,5,8,4,48-02507,16
479,2,6,1,1,0,8,0,48-02507,N
480,1,1,1,1,8,7,0,48-02515,11
481,2,1,1,1,0,4,0,48-02516,N
482,1,4,1,1,6,10,0,48-02510,15
483,2,N,2,1,N,2,4,48-02516,N
484,1,1,1,1,0,3,0,48-02510,N
485,2,1,1,2,0,4,1,48-02515,7
486,2,1,1,1,0,3,1,48-02101,N
487,1,1,1,1,7,9,0,48-02510,10
488,1,1,1,1,8,7,0,48-02515,11
489,1,1,1,1,8,7,0,48-02516,3
490,1,1,1,1,4,5,0,48-02516,N
491,2,N,1,1,N,N,0,48-02510,N
492,1,1,1,1,6,5,0,48-02101,10
493,1,1,1,1,5,4,4,48-02515,14
494,2,6,9,1,8,7,0,48-02102,N
495,1,N,1,1,N,3,1,48-02516,N
496,2,3,1,1,6,5,4,48-02515,13
497,2,1,1,1,3,4,0,48-02515,13
498,2,1,1,1,5,5,0,48-02516,N
499,2,2,1,0,4,12,0,48-02507,N
500,1,1,1,1,8,10,0,48-02102,4
501,1,1,1,1,4,8,1,48-02510,15
502,1,4,1,1,5,7,0,48-02101,6
503,2,1,1,2,7,9,0,48-02515,N
504,1,1,1,1,8,7,0,48-02102,4
505,1,1,6,1,8,9,0,48-02102,16
506,2,3,1,1,2,5,1,48-02515,15
507,2,6,1,2,0,4,1,48-02515,N
508,1,4,1,1,7,9,0,48-02515,10
509,2,6,1,2,2,7,0,48-02510,N
510,2,1,1,2,7,9,0,48-02101,10
511,1,4,7,1,4,9,0,48-02101,5
512,1,1,1,1,9,5,4,48-02101,9
513,1,1,2,2,7,8,0,48-02507,3
514,1,4,1,2,5,6,0,48-02102,17
515,2,1,1,1,0,5,0,48-02102,N
516,1,1,1,1,0,4,0,48-02101,5
517,2,1,1,1,0,4,0,48-02102,N
518,1,N,8,1,N,3,0,48-02101,N
519,2,N,1,1,N,1,1,48-02516,N
520,1,1,1,1,6,7,0,48-02510,6
521,1,N,6,1,N,N,0,48-02516,N
522,1,1,1,1,7,10,0,48-02101,3
523,1,4,1,1,4,9,0,48-02510,14
524,1,6,1,1,8,9,0,48-02101,10
525,2,N,1,1,N,3,0,48-02507,6
526,1,6,2,2,4,7,0,48-02515,6
527,2,N,2,1,N,3,0,48-02510,N
528,1,2,1,1,N,N,0,48-02510,N
529,2,1,1,1,0,7,0,48-02516,5
530,2,1,1,1,4,7,0,48-02516,6
531,2,1,1,2,8,7,1,48-02516,16
532,2,1,1,1,9,10,0,48-02516,1
533,2,6,1,1,3,5,0,48-02516,15
534,1,N,1,1,N,5,0,48-02102,N
535,2,1,8,1,7,9,0,48-02507,6
536,1,1,1,1,7,9,0,48-02515,6
537,2,3,1,1,6,9,0,48-02510,11
538,2,1,1,1,7,9,1,48-02507,11
539,2,6,8,1,8,7,0,48-02510,11
540,2,4,1,2,9,8,0,48-02101,15
541,1,1,1,1,9,9,0,48-02507,4
542,1,1,1,1,7,9,0,48-02507,11
543,2,3,2,0,7,9,0,48-02515,11
544,2,1,1,1,8,9,0,48-02510,6
545,1,1,1,1,6,7,0,48-02516,10
546,2,N,1,1,N,7,0,48-02101,N
547,2,6,1,1,4,3,0,48-02102,N
548,1,4,1,2,8,9,0,48-02510,4
549,2,1,1,1,9,9,0,48-02507,N
550,1,6,2,1,0,7,0,48-02102,N
551,1,N,1,1,N,1,1,48-02516,N
552,2,1,1,1,4,7,0,48-02101,N
553,2,4,1,1,6,4,0,48-02102,N
554,1,6,1,1,0,7,0,48-02507,N
555,1,1,1,1,8,9,4,48-02507,4
556,1,6,9,1,3,9,0,48-02515,N
557,1,1,1,1,5,5,0,48-02507,11
558,1,6,8,2,0,7,0,48-02101,7
559,1,5,1,1,4,5,0,48-02507,14
560,2,1,1,1,8,4,0,48-02101,10
561,1,6,1,1,5,4,0,48-02101,9
562,2,3,1,2,6,8,0,48-02101,12
563,2,1,1,1,6,7,0,48-02516,11
564,1,1,1,1,5,9,0,48-02507,4
565,1,1,1,1,8,5,0,48-02101,4
566,1,1,1,1,8,9,1,48-02101,3
567,2,1,1,1,6,7,0,48-02516,12
568,2,1,1,1,8,8,0,48-02510,16
569,1,1,1,1,2,4,1,48-02101,18
570,1,1,1,1,7,7,0,48-02516,3
571,1,1,1,1,0,4,1,48-02515,N
572,1,1,1,1,0,4,0,48-02102,N
573,2,N,1,1,N,3,0,48-02516,N
574,2,4,1,2,7,6,0,48-02101,11
575,2,1,1,1,0,5,0,48-02510,9
576,2,3,1,1,3,5,0,48-02102,13
577,2,1,1,1,0,5,0,48-02515,N
578,1,4,1,2,5,9,0,48-02510,17
579,2,3,1,1,3,8,0,48-02510,N
580,1,6,9,1,0,3,1,48-02515,N
581,2,6,1,1,7,7,0,48-02507,9
582,1,6,2,1,8,9,0,48-02515,5
583,2,4,1,2,6,9,1,48-02102,N
584,1,N,1,2,N,3,0,48-02102,N
585,1,N,1,1,N,N,1,48-02507,N
586,2,1,1,1,5,8,0,48-02507,N
587,1,6,1,1,6,9,0,48-02515,6
588,1,4,1,1,2,4,0,48-02516,4
589,1,N,1,1,N,3,1,48-02101,N
590,1,1,1,2,6,6,0,48-02507,12
591,1,N,1,1,N,3,0,48-02515,N
592,1,1,1,1,5,7,0,48-02101,3
593,2,1,1,1,2,10,0,48-02507,N
594,2,1,1,1,5,7,0,48-02516,3
595,1,N,1,1,N,N,0,48-02101,N
596,1,1,1,1,5,7,0,48-02507,7
597,1,1,1,1,5,4,1,48-02102,N
598,2,1,1,1,9,6,0,48-02102,N
599,1,N,1,1,N,2,0,48-02101,N
600,2,1,1,1,6,6,1,48-02515,N
601,1,1,1,1,9,9,0,48-02516,10
602,1,N,1,1,N,1,0,48-02515,N
603,2,1,2,1,3,5,0,48-02102,12
