,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
196,11,1,N,2,1,2,N,N,3
197,42,2,1,2,1,1,N,7,7
198,73,1,1,2,1,1,N,2,9
199,59,1,1,1,1,1,N,3,1
200,68,1,4,1,1,2,N,5,8
201,67,1,3,1,1,1,N,8,7
202,57,1,3,2,1,1,N,4,5
203,20,1,6,1,1,1,N,3,7
204,39,1,3,2,1,1,N,1,7
205,41,1,1,1,1,1,N,8,10
206,66,1,5,1,1,2,5,9,5
207,63,1,1,2,1,1,N,0,4
208,46,1,1,2,1,1,N,4,6
209,49,1,1,1,1,1,N,9,8
210,16,1,6,2,1,1,N,0,4
211,72,1,1,2,1,1,N,6,7
212,47,6,4,2,1,1,N,2,5
213,38,2,1,2,1,1,N,7,9
214,1,1,N,1,1,1,N,N,N
215,48,1,6,2,1,2,N,3,5
216,36,1,1,1,1,1,N,8,7
217,26,1,1,2,1,1,N,3,5
218,18,9,6,2,1,1,N,1,4
219,37,1,4,2,1,1,N,8,5
220,75,1,3,1,2,0,N,7,7
221,60,1,1,1,1,1,N,8,6
222,53,1,4,2,1,2,N,5,7
223,3,1,N,1,1,1,N,N,1
224,35,1,3,2,1,1,N,0,8
225,62,1,1,1,1,1,N,5,5
226,42,1,1,2,1,1,N,0,9
227,54,1,4,1,1,1,N,8,5
228,78,1,6,1,2,0,N,8,5
229,8,1,N,2,1,2,N,N,3
230,23,2,6,2,1,1,N,5,9
231,34,1,6,2,1,1,N,8,9
232,26,1,1,2,1,1,N,3,9
233,31,1,4,1,1,1,N,0,7
234,48,1,1,2,1,1,N,0,5
235,59,2,1,2,1,1,N,0,11
236,8,1,N,2,1,1,N,N,3
237,47,8,1,2,1,1,N,1,5
238,74,1,1,1,1,1,N,7,7
239,17,1,6,2,1,1,N,2,4
240,76,1,1,1,1,1,N,5,9
241,12,1,N,2,1,1,N,N,3
242,1,1,N,2,1,1,N,N,9
243,46,1,1,1,1,1,N,6,8
244,29,1,1,1,1,1,N,8,6
245,45,1,1,2,1,1,N,4,9
246,35,1,6,2,3,0,N,7,9
247,70,1,1,2,1,1,N,3,6
248,25,1,6,2,1,1,4,4,6
249,48,1,4,1,1,2,N,9,10
250,18,1,6,1,1,2,N,2,4
251,2,8,N,2,1,1,N,N,N
252,63,2,1,2,1,1,N,8,8
253,67,1,1,1,1,1,N,7,9
254,69,1,1,1,1,1,N,9,9
255,6,1,N,1,1,2,N,N,2
256,0,1,N,1,1,1,N,N,N
257,55,1,1,1,1,1,N,2,9
258,57,2,1,2,1,1,N,1,8
259,78,1,3,1,2,0,N,9,12
260,56,1,1,2,1,1,N,1,8
261,55,1,1,1,1,1,N,6,10
262,61,1,1,2,1,2,N,0,3
263,13,5,N,1,1,1,N,N,3
264,62,1,N,1,1,1,N,8,4
265,33,1,1,1,1,1,N,5,7
266,49,1,3,1,1,2,N,2,5
267,44,1,1,2,1,1,N,1,9
268,52,1,1,1,1,1,N,2,7
269,11,1,N,1,1,1,N,N,3
270,51,2,1,2,1,1,N,2,7
271,0,1,N,2,1,1,N,N,4
272,43,1,1,1,1,1,N,3,5
273,54,1,1,1,1,1,N,9,7
274,3,6,N,1,1,1,N,N,1
275,13,1,N,2,1,2,N,N,10
276,39,1,6,2,1,1,N,0,9
277,32,1,6,2,3,0,N,8,10
278,65,1,6,1,1,1,N,7,5
279,26,2,6,2,1,1,N,3,10
280,28,1,6,2,1,1,N,6,5
281,53,1,4,1,1,1,N,8,6
282,66,6,1,1,1,1,N,5,9
283,50,1,1,2,1,1,N,6,5
284,20,9,6,2,1,2,N,2,4
285,54,1,1,1,1,1,N,5,9
286,46,1,1,2,1,1,N,9,3
287,0,1,N,2,1,1,2,N,N
288,20,1,6,2,1,1,N,0,7
289,15,1,6,2,1,1,N,0,4
290,14,1,N,2,1,1,N,N,3
291,17,9,6,1,1,1,N,2,4
292,21,6,6,2,1,1,N,2,5
293,53,1,6,1,2,0,N,7,10
294,33,8,6,2,1,1,N,2,9
295,4,1,N,2,1,2,N,N,2
296,13,1,N,1,1,2,N,N,3
297,24,1,1,2,1,1,N,0,8
298,60,1,1,2,1,2,N,3,9
299,12,1,N,1,1,1,N,N,3
300,22,1,6,2,1,1,N,4,7
301,58,1,1,1,1,1,N,6,5
302,48,1,1,2,1,1,N,3,5
303,38,1,1,2,1,1,N,3,12
304,50,1,1,1,1,1,N,4,5
305,69,1,3,1,1,1,N,9,1
306,37,1,6,1,1,1,N,4,7
307,16,1,6,2,1,2,N,0,4
308,47,1,1,2,1,1,N,0,5
309,28,1,6,1,1,1,N,9,9
310,36,1,6,1,1,2,N,9,7
311,16,1,6,2,1,1,N,0,4
312,88,1,3,1,1,2,N,2,8
313,70,1,4,2,1,2,N,7,5
314,63,1,4,2,1,1,N,3,8
315,39,1,3,2,1,1,N,0,7
316,63,1,1,1,1,1,N,4,5
317,12,1,N,1,1,2,N,N,3
318,38,6,4,1,1,1,N,7,7
319,58,1,1,1,1,1,N,7,3
320,48,1,1,1,1,1,N,4,7
321,36,2,1,2,1,1,N,2,7
322,7,1,N,1,1,1,N,N,3
323,25,1,6,1,1,1,N,4,7
324,67,1,1,1,1,1,N,7,10
325,69,1,3,2,1,1,N,2,7
326,77,1,4,1,1,2,N,3,7
327,32,1,1,2,1,1,N,7,4
328,69,2,1,2,1,1,N,4,5
329,3,1,N,1,1,2,N,N,1
330,41,1,6,2,1,2,N,7,5
331,55,1,4,1,1,2,N,6,5
332,52,1,1,1,1,2,N,5,7
333,63,1,4,2,1,1,N,7,8
334,33,1,2,1,2,0,N,6,8
335,49,1,1,1,1,1,N,8,5
336,6,1,N,2,1,1,N,N,2
337,27,1,1,2,1,1,N,4,5
338,16,1,6,2,1,1,N,0,4
339,34,1,1,1,1,1,N,N,9
340,45,6,1,2,1,1,N,8,7
341,28,1,4,2,1,1,N,6,5
342,70,1,1,2,1,1,N,4,10
343,19,1,6,2,1,1,N,1,5
344,77,9,3,1,1,2,N,9,3
345,42,1,1,1,1,1,N,9,9
346,20,1,6,2,1,1,N,4,7
347,10,8,N,1,1,2,N,N,3
348,46,6,1,2,1,1,N,4,9
349,59,1,1,1,1,2,N,7,4
350,78,1,6,2,2,0,N,6,7
351,27,1,1,1,1,1,N,4,5
352,21,1,4,2,1,1,N,0,8
353,18,8,6,1,1,1,N,1,5
354,5,1,N,1,1,1,N,N,2
355,42,2,1,1,1,1,N,9,6
356,29,1,1,1,1,1,N,2,7
357,72,9,1,2,1,1,N,8,7
358,20,1,6,2,1,2,N,0,7
359,56,1,1,1,1,2,N,8,7
360,61,1,1,1,1,1,N,5,9
361,68,1,3,1,1,2,N,6,10
362,40,1,5,1,2,0,N,8,5
363,56,1,1,2,1,1,N,0,7
364,45,1,1,1,1,1,N,9,5
365,5,1,N,1,1,1,N,N,2
366,49,1,1,1,1,1,N,9,7
367,13,1,N,2,1,2,N,N,3
368,66,1,5,2,1,2,N,3,12
369,71,1,1,1,1,1,N,6,10
370,36,1,5,2,1,2,N,8,7
371,21,1,6,1,1,1,N,4,7
372,47,1,1,2,1,1,N,0,9
373,55,1,1,1,1,1,N,9,9
374,0,1,N,2,1,1,N,N,N
375,73,1,1,2,1,1,N,6,7
376,29,1,6,2,1,2,N,6,7
377,67,1,1,2,1,1,N,5,9
378,66,1,1,1,1,1,N,3,9
379,63,1,1,2,1,1,N,6,9
380,28,1,4,2,1,1,N,5,7
381,60,1,4,1,1,1,N,6,7
382,54,1,1,2,1,1,N,0,5
383,14,1,N,2,1,1,N,N,4
384,18,1,6,1,1,2,N,1,7
385,57,2,6,1,1,1,N,9,9
386,92,1,3,1,1,1,N,3,7
387,27,1,1,1,1,1,N,0,5
388,7,1,N,1,1,2,N,N,3
389,62,1,4,1,1,2,N,6,1
390,15,1,6,2,1,1,N,0,3
391,3,1,N,1,1,1,N,N,1
392,79,1,1,1,1,1,N,5,4
393,38,1,1,2,1,1,N,9,8
394,64,1,1,2,1,1,N,7,5
395,64,6,1,1,1,1,N,5,5
396,64,6,4,2,1,1,N,9,5
397,17,1,6,2,1,1,N,2,4
398,67,1,1,2,1,1,N,4,5
399,36,2,1,1,1,1,N,5,5
400,52,1,4,2,1,1,N,3,9
401,27,1,6,1,1,1,N,4,5
402,15,1,6,2,1,1,N,0,4
403,43,1,1,2,1,1,N,7,8
404,58,1,4,1,1,2,N,8,7
405,42,1,1,1,1,2,N,8,9
406,61,1,3,2,1,1,N,9,4
407,1,1,N,2,1,2,N,N,N
408,56,1,4,1,1,1,N,9,9
409,7,1,N,2,1,1,3,N,3
410,45,6,1,2,1,1,N,7,7
411,53,1,1,2,1,1,N,7,9
412,78,1,1,2,1,1,N,4,5
413,59,1,1,1,1,1,N,7,9
414,10,2,N,2,1,1,N,N,3
415,39,1,1,1,1,1,N,6,7
416,57,1,1,2,1,2,N,0,4
417,51,1,1,1,1,1,N,8,9
418,21,1,6,2,1,1,N,N,5
419,23,1,6,2,1,1,N,5,5
420,61,1,1,2,1,1,N,6,9
421,52,1,1,2,1,2,N,2,5
422,81,1,3,1,1,1,N,6,7
423,14,1,N,1,1,2,N,N,3
424,65,1,3,1,1,1,N,5,11
425,10,1,N,1,1,1,N,N,3
426,42,1,4,2,1,2,N,5,6
427,52,1,1,1,1,1,N,8,5
428,38,1,2,2,1,1,N,2,7
429,16,1,6,2,1,1,N,0,5
430,33,1,1,1,1,1,N,0,8
431,29,1,6,2,1,1,N,4,5
432,70,1,3,2,3,0,N,4,5
433,48,1,1,1,1,2,N,8,9
434,38,1,6,1,1,2,N,6,5
435,16,1,6,2,1,1,N,0,4
436,55,1,1,2,1,1,N,9,7
437,59,1,1,1,1,1,N,9,9
438,58,1,1,2,1,1,N,9,7
439,3,1,N,2,1,1,N,N,2
440,10,1,N,2,1,1,N,N,3
441,15,1,6,1,1,2,N,9,4
442,39,1,1,2,1,1,N,7,9
443,37,1,4,1,1,1,N,7,7
444,5,1,1,2,1,1,N,N,2
445,76,1,4,2,1,1,N,5,7
446,54,1,1,1,1,1,N,9,9
447,0,1,N,2,1,1,N,3,N
448,63,1,1,1,1,1,2,8,3
449,53,1,1,2,1,1,N,9,10
450,11,1,N,2,1,1,N,N,3
451,34,1,1,2,1,1,N,4,8
452,49,1,1,2,1,1,N,9,9
453,58,1,1,1,1,1,N,9,5
454,51,1,1,2,1,1,N,9,5
455,73,1,1,2,1,1,N,2,7
456,20,8,6,2,1,2,N,4,5
457,7,1,N,1,1,1,N,N,3
458,25,1,6,2,1,1,N,3,5
459,33,8,6,2,2,0,N,4,7
460,34,1,1,1,1,1,N,7,7
461,46,9,4,1,1,1,N,6,9
462,63,9,1,1,1,1,N,8,4
463,59,1,6,1,1,1,N,9,11
464,19,1,6,1,1,1,N,0,5
465,49,1,1,2,1,1,N,8,5
466,72,1,2,1,1,1,N,8,9
467,48,1,6,2,3,0,N,3,10
468,9,2,N,2,1,1,N,N,3
469,62,2,4,2,1,2,N,2,7
470,24,2,6,2,3,0,N,8,9
471,24,2,6,1,1,1,N,3,5
472,6,1,N,1,1,1,N,N,2
473,29,1,6,2,1,1,N,6,9
474,0,9,N,1,1,1,N,N,2
475,47,1,1,1,1,1,N,6,10
476,46,1,6,2,1,1,N,7,6
477,67,1,3,1,1,2,N,8,4
478,15,1,6,2,1,2,N,0,3
479,73,1,1,2,1,1,N,6,5
480,53,1,1,2,1,1,N,7,9
481,25,1,6,1,1,1,N,5,9
482,17,1,6,2,1,1,N,1,4
483,38,1,1,2,1,2,N,3,10
484,71,9,1,2,1,1,N,5,7
485,71,1,4,1,1,1,N,8,7
486,45,6,1,1,1,1,N,5,9
487,44,1,6,2,1,1,N,5,5
488,0,1,N,1,1,1,N,N,N
489,62,1,4,2,1,1,N,8,4
490,32,1,6,2,1,2,N,2,9
491,3,1,N,2,1,1,N,N,1
492,78,1,6,1,1,1,N,9,10
493,43,2,4,2,1,1,N,8,10
494,29,1,1,1,1,1,N,2,8
495,26,1,1,1,1,1,N,7,5
496,65,1,1,1,1,1,N,8,7
497,39,1,1,1,1,1,N,0,12
498,49,1,1,2,1,1,N,6,5
499,58,1,1,2,1,2,N,3,9
500,22,1,1,1,1,2,N,4,7
501,46,1,1,2,1,1,N,4,7
502,49,1,6,1,1,2,N,7,6
503,32,1,1,2,1,1,N,6,8
504,63,1,3,1,1,1,N,5,9
505,5,1,N,2,1,1,N,N,2
506,64,1,1,2,1,1,N,3,6
507,18,1,6,2,1,1,N,2,4
508,58,1,1,2,1,1,N,0,4
509,74,2,1,1,1,1,N,8,7
510,35,1,1,1,1,1,N,9,9
511,5,9,N,1,1,2,N,N,2
512,41,1,6,2,1,1,N,7,7
513,30,1,2,2,1,1,N,4,9
514,31,1,1,2,1,2,N,0,9
515,39,1,1,1,1,1,N,5,5
516,67,1,1,1,1,2,N,5,4
517,10,1,N,2,1,2,N,N,3
518,67,1,3,1,1,1,N,7,7
519,49,2,1,1,1,1,N,3,7
520,45,6,1,2,1,1,N,8,10
521,27,1,1,1,1,2,N,6,7
522,16,1,6,2,1,2,N,0,4
523,11,1,N,2,1,1,N,N,3
524,54,1,1,2,1,1,N,8,7
525,46,1,6,1,1,1,N,0,5
526,63,2,4,2,1,1,N,5,10
527,24,1,6,2,1,1,N,4,9
528,10,1,N,2,1,1,N,N,3
529,30,1,1,2,1,1,N,7,6
530,84,1,1,2,1,1,N,N,3
531,62,1,1,2,1,1,N,6,8
532,62,1,1,2,1,1,N,6,9
533,0,1,N,2,1,1,N,N,N
534,53,1,1,2,1,1,N,3,8
535,67,1,1,1,1,1,N,9,5
536,81,1,2,1,1,1,N,8,7
537,73,1,1,2,1,2,N,6,5
538,44,1,1,1,1,1,N,2,7
539,47,2,1,1,1,1,N,2,9
540,79,1,1,1,1,2,N,4,7
541,16,8,6,2,1,2,N,0,4
542,25,1,1,1,1,1,N,5,7
543,4,1,N,1,1,1,N,N,2
544,35,1,1,1,1,1,N,3,9
545,16,1,6,2,1,1,N,0,4
546,62,1,2,2,3,0,N,0,5
547,67,1,1,1,1,2,N,9,5
548,75,1,1,2,1,1,N,4,3
549,2,1,N,1,1,1,N,N,N
550,40,1,3,2,2,0,N,3,10
551,48,1,1,1,1,2,N,8,3
552,74,1,1,2,1,2,N,9,7
553,10,1,N,1,1,1,N,N,3
554,1,1,N,1,1,2,N,N,N
555,52,1,1,2,1,1,N,0,5
556,16,2,6,2,1,1,N,0,4
557,75,1,4,1,1,1,N,3,11
558,79,1,3,2,1,1,N,1,4
559,26,1,6,2,1,1,N,3,5
560,81,1,3,2,1,1,N,6,8
561,67,1,1,1,1,2,N,9,9
562,45,1,1,1,1,1,N,9,9
563,38,2,1,1,1,2,N,0,9
564,55,1,6,1,1,2,N,9,5
565,5,1,N,2,1,1,N,N,8
566,30,1,1,2,1,1,N,4,3
567,16,1,6,2,1,1,N,0,4
568,14,1,N,2,1,1,N,N,3
569,82,1,1,1,1,1,N,9,5
570,53,1,1,1,1,1,N,9,10
571,12,1,N,1,1,1,N,N,3
572,45,1,1,2,1,1,N,7,9
573,49,1,1,1,1,1,N,9,8
574,71,1,1,1,1,1,N,2,9
575,34,1,1,1,1,1,3,9,4
576,44,2,1,2,1,1,N,6,10
577,0,1,N,2,1,1,N,N,N
578,58,1,1,2,1,1,N,9,7
579,10,1,N,2,1,2,N,N,3
580,20,1,6,1,1,1,N,3,5
581,14,1,N,1,1,1,N,N,3
582,60,2,1,2,1,1,N,5,7
583,44,1,1,1,1,2,N,8,7
584,76,1,3,2,1,1,N,5,2
585,58,1,3,1,1,1,N,5,5
586,62,1,3,1,1,1,N,8,7
587,63,1,1,2,1,1,N,5,7
588,26,1,6,1,1,1,N,2,10
589,39,1,4,1,1,1,N,4,6
590,32,1,1,1,1,1,N,7,4
591,41,1,1,1,1,1,N,5,8
592,44,2,1,2,1,1,N,0,5
593,72,9,3,1,1,1,N,5,9
594,11,1,N,1,1,1,N,N,3
595,75,1,1,2,1,1,N,2,8
596,86,1,1,2,1,1,N,2,5
597,62,1,1,1,1,1,N,4,1
598,13,3,N,2,1,2,N,N,3
599,45,1,1,1,1,1,N,9,7
600,20,1,6,2,1,1,N,0,4
601,23,1,6,2,1,1,N,4,5
602,40,1,1,1,1,1,N,8,9
603,56,2,1,2,1,1,N,6,1
604,16,1,6,1,1,1,N,0,9
605,47,1,1,2,1,2,N,7,7
606,67,1,1,1,1,2,N,3,8
607,61,1,1,2,1,1,N,5,9
608,64,1,4,1,1,2,N,6,10
609,79,1,1,1,1,1,N,4,5
610,8,1,N,1,1,1,N,N,3
611,26,1,6,2,1,2,N,4,9
612,14,1,N,2,1,1,N,N,3
613,34,1,5,1,1,2,N,5,6
614,44,1,1,2,1,1,N,5,5
615,14,1,N,1,1,1,N,N,3
616,78,1,1,2,1,1,N,5,7
617,45,2,4,2,1,1,N,0,3
618,56,1,4,1,1,1,N,9,4
619,7,1,N,1,1,1,N,8,2
620,37,1,1,2,1,1,N,6,9
621,43,8,1,1,1,1,N,0,9
622,12,9,N,1,1,2,N,N,3
623,61,1,1,1,1,1,N,4,5
624,8,1,N,2,1,1,N,N,3
625,69,2,1,2,1,1,N,5,9
626,65,1,1,2,1,1,N,6,9
627,34,1,1,1,1,1,N,7,7
628,49,1,1,1,1,1,N,9,5
629,60,1,4,1,2,0,N,8,9
630,4,1,N,1,1,1,N,N,12
631,34,1,1,1,1,1,N,9,8
632,25,1,1,2,1,1,N,3,5
633,4,1,N,1,1,2,N,N,1
634,68,1,3,2,1,1,N,3,7
635,5,1,N,2,1,1,N,N,1
636,53,8,1,2,1,1,N,2,5
637,65,6,1,1,1,1,N,8,9
638,50,1,1,2,1,1,N,7,7
639,65,1,1,2,1,1,N,5,9
640,30,1,1,2,1,1,N,7,6
641,15,1,6,2,1,1,N,0,4
642,61,1,3,2,1,1,N,6,5
643,24,1,6,1,1,2,N,8,8
644,20,1,6,2,1,2,N,0,5
645,4,1,N,1,1,1,N,N,1
646,66,1,1,1,1,1,N,2,4
647,64,1,1,1,1,1,N,6,9
648,77,1,1,2,1,1,N,3,5
649,34,1,1,2,1,2,N,3,9
650,57,1,4,2,1,1,N,3,10
651,69,1,6,2,1,2,N,2,7
652,13,1,N,1,1,1,N,N,3
653,92,1,3,2,1,1,N,8,9
654,2,1,N,2,1,1,N,N,N
655,75,1,4,2,1,1,N,7,7
656,21,1,6,2,1,2,N,0,7
657,15,1,6,2,1,1,N,0,4
658,43,1,1,2,1,1,N,8,7
659,6,1,N,1,1,1,N,9,2
660,51,1,2,2,1,1,N,7,7
661,17,1,6,2,1,1,N,0,4
662,62,1,1,1,1,1,N,6,9
663,14,1,N,2,1,1,N,N,3
664,10,2,N,1,1,2,N,N,3
665,8,3,N,2,1,1,N,N,3
666,60,2,1,2,1,1,N,7,8
667,65,1,1,2,1,1,N,4,8
668,47,1,1,2,1,2,N,8,9
669,7,1,N,1,1,1,N,8,9
670,11,1,N,1,1,1,N,N,3
671,31,1,6,2,1,1,N,0,11
672,50,1,6,2,1,1,N,9,4
673,18,8,6,2,1,1,N,2,4
674,63,1,6,1,1,1,2,7,6
675,67,1,1,2,1,1,N,4,5
676,46,1,1,1,1,1,N,6,5
677,28,1,1,1,1,1,N,8,5
678,2,1,N,1,1,2,N,N,N
679,63,2,1,1,1,1,N,7,5
680,53,1,1,1,1,1,N,7,4
681,30,1,1,1,1,2,N,7,5
682,41,1,6,1,1,2,N,9,9
683,75,1,1,2,1,1,N,3,7
684,64,1,1,1,1,1,N,0,10
685,63,1,1,1,1,2,N,9,10
686,45,1,1,1,1,2,N,8,10
687,10,9,N,2,1,1,N,N,3
688,62,2,1,1,1,1,N,8,7
689,42,1,6,1,1,1,N,9,9
690,29,1,1,2,1,1,N,2,1
691,13,1,N,2,1,2,N,N,3
692,27,1,6,2,1,1,N,5,7
693,3,1,N,2,1,1,N,N,2
