,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
72,48-02102,28,2,N,0,1,3,5,1,1,448.0,N,3,N,N,465,N,2,2,2,2
73,48-02510,11,2,1,1,1,0,2,1,2,3136.0,4,7,44000.0,6,3,N,2,2,2,2
74,48-02510,37,1,5,0,2,0,2,1,1,3136.0,3,6,100030.0,7,501,N,2,1,2,2
75,48-02102,67,2,1,0,1,0,2,1,1,448.0,6,4,109800.0,3,471,N,2,2,2,2
76,48-02510,57,2,1,0,1,0,4,1,0,3136.0,6,5,26740.0,2,N,N,2,2,1,2
77,48-02516,67,1,3,0,1,4,7,1,2,1216.0,N,10,83000.0,3,365,N,2,2,2,2
78,48-02515,58,1,1,0,1,2,4,3,1,1984.0,N,9,54900.0,8,501,N,2,2,2,2
79,48-02101,4,2,1,0,6,0,2,1,2,448.0,N,4,53500.0,4,324,N,1,2,2,2
80,48-02507,6,2,4,1,1,0,N,1,1,3904.0,14,5,41980.0,4,80,1,2,2,2,2
81,48-02507,59,2,1,0,1,0,2,1,1,3904.0,16,5,37600.0,6,501,N,2,2,2,1
82,48-02510,29,2,1,0,1,0,2,1,1,3136.0,N,8,102000.0,2,369,N,2,2,2,2
83,48-02101,35,1,6,0,1,2,4,1,1,448.0,4,5,498000.0,6,64,N,2,2,2,2
84,48-02516,30,2,6,0,2,0,5,1,1,1216.0,N,8,18400.0,2,251,N,2,2,2,2
85,48-02101,80,1,4,0,1,2,3,1,1,448.0,16,9,189400.0,7,333,N,2,2,2,2
86,48-02516,55,1,5,0,1,0,2,1,1,1216.0,6,7,152500.0,3,501,N,2,2,2,2
87,48-02510,65,1,6,0,6,6,6,1,1,3136.0,4,7,101000.0,2,501,N,2,2,2,1
88,48-02515,56,1,3,0,2,3,N,1,1,1984.0,4,7,19600.0,6,501,N,2,2,2,2
89,48-02510,47,2,1,0,1,1,3,1,2,3136.0,11,5,7100.0,7,133,N,2,2,2,2
90,48-02102,18,1,1,0,1,0,2,1,1,448.0,N,7,54400.0,5,452,N,2,2,2,2
91,48-02516,11,2,N,0,1,3,5,1,2,1216.0,N,N,N,N,126,N,N,N,2,2
92,48-02516,65,1,6,0,1,2,4,1,2,1216.0,4,7,74700.0,4,173,N,2,2,2,2
93,48-02510,3,1,1,0,1,0,2,1,1,3136.0,7,9,25050.0,8,379,N,2,2,2,2
94,48-02101,1,1,6,0,2,3,5,1,1,448.0,N,8,83990.0,5,501,N,2,2,2,2
95,48-02507,74,1,1,2,1,2,4,1,1,3904.0,9,5,98370.0,6,100,N,2,2,2,2
96,48-02102,12,2,1,0,1,3,7,1,1,448.0,14,5,29700.0,9,501,N,2,2,2,2
97,48-02516,75,2,N,1,1,0,N,1,1,1216.0,N,4,N,N,390,N,N,N,2,2
98,48-02510,71,2,1,0,1,2,4,1,1,3136.0,10,7,50100.0,8,501,N,2,2,2,2
99,48-02515,15,2,4,0,1,0,N,1,2,1984.0,3,9,70500.0,7,501,N,2,2,2,2
100,48-02102,13,1,6,0,8,1,3,1,1,448.0,16,8,0.0,0,501,N,2,2,2,2
101,48-02515,68,1,3,0,1,0,N,1,2,1984.0,N,3,255000.0,3,318,N,2,2,2,2
102,48-02515,86,2,6,0,1,1,3,1,1,1984.0,14,7,40900.0,2,175,N,2,2,2,2
103,48-02515,8,1,1,0,1,0,2,1,2,1984.0,14,4,49500.0,2,277,N,2,2,2,2
104,48-02515,64,1,1,1,9,0,3,1,2,1984.0,17,9,67140.0,9,501,N,2,2,2,2
105,48-02102,56,2,1,0,9,0,2,1,1,448.0,15,7,24200.0,8,501,N,2,2,2,2
106,48-02510,25,1,1,1,1,0,2,1,1,3136.0,7,8,101200.0,8,501,N,2,2,2,2
107,48-02510,44,1,1,3,1,0,2,1,2,3136.0,6,7,70300.0,2,1,N,2,1,2,2
108,48-02516,69,1,4,0,1,0,N,1,1,1216.0,6,10,131250.0,6,351,N,2,2,2,2
109,48-02516,40,1,1,0,1,0,2,1,1,1216.0,9,9,56200.0,6,310,N,2,2,2,2
110,48-02515,53,2,2,0,1,0,N,1,1,1984.0,3,4,109500.0,7,182,N,2,2,2,2
111,48-02101,75,1,6,1,1,0,3,1,1,448.0,N,8,41980.0,0,501,N,2,1,2,2
112,48-02102,53,2,6,0,1,0,N,1,1,448.0,7,8,189400.0,4,95,N,1,1,2,2
113,48-02510,65,1,1,1,1,0,2,1,1,3136.0,N,7,71100.0,5,388,N,2,2,2,1
114,48-02507,42,2,N,0,1,0,3,1,1,3904.0,N,3,N,N,501,N,2,2,2,2
115,48-02510,43,2,1,0,1,0,2,1,1,3136.0,N,9,84000.0,5,19,N,2,2,2,2
116,48-02507,81,1,1,0,1,0,5,1,1,3904.0,3,9,40050.0,8,31,N,2,2,2,2
117,48-02510,65,2,1,1,1,2,4,1,1,3136.0,14,10,215000.0,9,501,N,2,2,2,1
118,48-02101,81,2,N,0,1,3,5,1,1,448.0,N,1,N,N,501,N,2,2,2,2
119,48-02102,66,2,1,0,1,0,2,1,1,448.0,N,N,24300.0,4,445,N,2,2,2,2
120,48-02516,24,2,6,0,1,0,N,1,0,1216.0,15,5,99000.0,4,N,N,2,1,2,2
121,48-02507,8,2,1,0,1,0,7,1,1,3904.0,3,9,66100.0,8,501,N,2,2,2,2
122,48-02510,79,1,6,0,1,0,N,1,1,3136.0,N,8,86700.0,2,479,N,2,2,2,2
123,48-02507,74,2,4,0,1,0,N,1,1,3136.0,12,9,98510.0,5,501,N,2,2,2,2
124,48-02101,4,1,6,1,1,0,N,1,1,448.0,N,5,0.0,0,66,N,2,2,2,2
125,48-02515,56,2,5,0,1,0,2,1,1,1984.0,14,5,59600.0,3,78,N,2,2,2,2
126,48-02507,73,2,1,1,1,0,2,1,1,3904.0,N,7,13200.0,3,10,N,2,2,2,2
127,48-02101,60,2,1,1,1,0,2,1,2,448.0,12,8,94200.0,5,349,N,2,2,2,2
128,48-02101,0,2,N,1,1,0,4,1,1,448.0,N,3,N,N,501,N,N,N,2,2
129,48-02102,2,2,N,0,1,0,3,1,2,448.0,N,3,N,N,118,N,1,2,2,2
130,48-02516,2,2,6,0,1,1,3,1,1,1216.0,N,7,81700.0,3,279,N,2,2,2,2
131,48-02510,5,2,1,0,1,0,2,1,1,3136.0,13,10,113700.0,9,28,N,2,2,2,2
132,48-02510,12,1,1,0,1,0,3,1,1,3136.0,3,9,1400.0,7,501,N,1,1,2,2
133,48-02102,46,1,6,0,1,3,5,1,1,448.0,10,9,64500.0,4,137,N,2,2,2,2
134,48-02102,67,1,4,1,1,0,3,1,1,448.0,4,9,137000.0,8,501,N,2,2,2,2
135,48-02102,16,2,1,0,1,0,2,1,1,448.0,16,7,53300.0,6,379,N,2,2,1,2
136,48-02102,77,1,6,0,1,0,4,1,1,448.0,9,5,26100.0,6,501,N,2,2,2,2
137,48-02515,48,1,6,0,1,2,4,1,1,1984.0,14,4,30750.0,3,142,N,2,2,2,2
138,48-02507,82,1,6,0,1,2,4,1,0,3904.0,10,5,88000.0,4,N,N,2,2,2,2
139,48-02516,88,2,1,1,1,0,2,1,1,1216.0,12,7,41980.0,4,33,N,2,2,2,2
140,48-02101,27,1,3,0,2,0,N,1,1,448.0,N,11,45200.0,3,369,N,2,2,2,2
141,48-02510,46,2,N,0,6,0,3,1,2,3136.0,N,3,N,N,292,N,N,N,2,2
142,48-02515,71,1,6,0,9,0,N,1,2,1984.0,17,4,0.0,0,396,N,2,2,2,2
143,48-02510,30,2,1,0,1,0,2,1,1,3136.0,16,2,30200.0,3,410,N,2,2,2,2
144,48-02507,47,2,4,0,1,0,N,1,1,3904.0,15,9,30500.0,1,501,N,2,2,2,2
145,48-02101,3,1,1,1,1,0,2,1,1,448.0,N,7,12510.0,6,81,N,2,2,2,2
146,48-02515,33,1,6,0,1,2,4,2,2,1984.0,10,9,38400.0,1,111,N,2,2,2,2
147,48-02101,26,2,3,0,1,0,N,1,1,448.0,15,7,62700.0,8,286,N,2,2,2,2
148,48-02101,15,2,3,1,1,0,N,1,1,448.0,N,9,0.0,0,143,N,2,1,2,2
149,48-02510,6,1,6,0,1,0,N,1,1,2752.0,4,1,41980.0,2,501,1,2,1,2,2
150,48-02516,25,1,4,0,1,0,N,1,1,1216.0,6,8,12240.0,7,501,N,2,2,2,2
151,48-02510,45,1,N,1,2,3,5,1,1,3136.0,N,3,N,N,226,N,2,2,2,2
152,48-02510,9,1,N,0,1,0,N,1,2,3136.0,N,2,N,N,501,N,N,N,2,2
153,48-02516,67,1,N,1,1,0,N,1,1,1216.0,N,N,N,N,501,N,2,2,2,2
154,48-02102,14,1,N,1,1,3,5,1,1,448.0,N,3,N,N,501,N,N,N,2,2
155,48-02510,17,1,4,0,1,0,2,1,2,3136.0,6,7,99060.0,6,4,N,2,1,2,2
156,48-02102,35,2,3,0,1,0,N,1,2,448.0,9,9,930.0,6,127,N,2,2,2,2
157,48-02101,37,1,4,0,1,1,3,1,1,448.0,N,8,67700.0,2,N,N,2,2,2,2
158,48-02102,36,2,6,0,1,0,2,1,1,448.0,N,5,12680.0,5,410,N,2,2,2,2
159,48-02515,58,2,4,0,1,0,3,1,1,1984.0,4,7,200.0,8,501,N,2,2,2,2
160,48-02515,78,1,1,3,1,0,2,1,0,1984.0,7,5,115000.0,4,N,N,2,2,2,2
161,48-02102,74,2,1,0,1,0,4,1,1,448.0,6,10,25900.0,9,501,N,2,2,2,2
162,48-02101,36,2,N,0,2,0,5,1,2,448.0,N,3,N,N,196,N,N,N,2,2
163,48-02102,27,1,3,1,1,0,N,1,1,448.0,3,5,700.0,7,501,N,2,2,2,2
164,48-02507,3,1,1,3,1,4,7,1,1,3904.0,9,5,59600.0,5,244,N,2,2,2,2
165,48-02102,3,2,1,0,8,0,2,1,1,448.0,N,1,13200.0,2,284,N,2,2,2,2
166,48-02507,54,2,6,0,1,1,5,1,1,3136.0,N,4,0.0,0,71,N,2,1,2,2
167,48-02516,77,2,1,0,1,0,4,1,1,1216.0,14,9,98510.0,9,501,N,2,2,2,2
168,48-02102,49,1,6,0,2,0,N,1,1,448.0,N,5,0.0,0,369,N,2,2,2,2
169,48-02102,53,2,N,0,1,1,3,1,1,448.0,N,3,N,N,480,N,2,2,2,2
170,48-02516,39,1,1,0,1,0,2,1,1,1216.0,9,10,105000.0,9,501,N,2,2,2,2
171,48-02102,13,1,1,0,8,0,3,1,1,448.0,7,9,0.0,0,361,N,2,2,2,2
172,48-02507,45,1,1,4,1,3,5,1,1,3904.0,6,6,123900.0,8,501,N,2,2,2,2
173,48-02510,22,1,1,0,1,0,2,1,2,3136.0,11,9,8200.0,9,501,N,2,2,2,2
174,48-02507,7,2,1,1,1,1,3,1,1,3904.0,11,7,111210.0,9,501,N,2,2,2,2
175,48-02101,13,2,1,0,8,1,2,1,1,448.0,18,2,0.0,0,501,N,2,2,2,2
176,48-02515,44,2,6,1,1,0,2,1,2,1984.0,7,9,0.0,0,164,N,2,2,2,2
177,48-02101,12,2,1,0,1,0,2,1,1,448.0,9,7,304300.0,5,451,N,2,2,2,2
178,48-02515,58,1,6,0,1,0,2,3,0,1984.0,7,9,42600.0,7,N,N,2,2,2,2
179,48-02510,61,1,6,0,1,0,5,1,1,3136.0,9,5,170700.0,5,301,N,2,2,2,2
180,48-02516,68,1,1,0,1,0,2,1,1,1216.0,N,6,0.0,0,501,N,2,1,2,2
181,48-02507,6,2,1,0,8,0,4,1,2,3904.0,14,5,41980.0,4,486,N,2,2,2,2
182,48-02101,9,2,6,0,6,N,N,1,1,448.0,N,8,0.0,0,501,N,2,2,2,2
183,48-02515,37,1,N,0,1,0,5,1,2,1984.0,N,2,N,N,411,N,2,2,2,2
184,48-02102,66,2,6,0,1,0,2,1,1,448.0,11,5,126000.0,4,92,N,2,2,2,2
185,48-02101,50,2,1,0,6,6,7,1,1,448.0,9,10,33600.0,9,501,N,2,2,2,2
186,48-02516,26,1,1,1,1,1,5,1,2,1216.0,4,7,121960.0,7,501,N,2,2,2,2
187,48-02516,28,1,6,4,1,0,2,1,1,1216.0,4,9,58400.0,8,501,N,2,2,2,2
188,48-02515,46,1,N,0,1,0,4,1,2,1984.0,N,3,N,N,371,N,2,2,2,2
189,48-02510,23,1,4,1,1,2,4,1,1,3136.0,16,10,31700.0,7,320,N,2,2,2,2
190,48-02101,3,2,1,0,1,0,2,1,2,448.0,13,10,144000.0,9,501,N,2,1,2,2
191,48-02507,85,1,1,0,1,2,4,1,1,3904.0,3,4,0.0,0,501,N,2,2,2,1
192,48-02507,35,2,2,0,1,0,N,1,1,3904.0,14,5,990.0,4,19,N,1,2,2,2
193,48-02102,20,2,1,0,1,0,2,1,1,448.0,6,2,183000.0,3,501,N,2,2,2,2
194,48-02102,67,2,1,0,1,0,5,1,2,448.0,15,7,250000.0,4,14,N,2,2,2,2
195,48-02101,65,1,1,1,6,3,5,1,2,448.0,15,7,101700.0,2,501,N,2,2,2,1
196,48-02101,65,2,1,1,6,0,2,1,1,448.0,17,8,470.0,2,428,N,2,2,2,1
197,48-02516,47,1,1,0,1,0,2,1,1,1216.0,3,9,350.0,8,501,N,2,2,2,2
198,48-02101,31,2,1,0,1,2,4,1,2,448.0,12,3,129900.0,5,431,N,2,2,2,2
199,48-02515,39,1,1,0,6,0,5,1,1,1984.0,10,4,195800.0,1,116,N,2,2,2,2
200,48-02102,72,1,N,0,1,3,5,1,1,448.0,N,2,N,N,501,N,N,N,2,2
201,48-02507,28,2,N,0,1,0,5,1,2,3904.0,N,N,N,N,359,N,2,2,2,2
202,48-02101,7,1,1,1,1,0,4,1,1,448.0,6,7,38020.0,3,116,N,2,2,2,2
203,48-02515,8,2,1,1,1,3,2,1,1,1984.0,3,9,96000.0,8,501,N,2,2,2,2
204,48-02101,92,2,1,1,1,0,7,1,2,448.0,N,4,0.0,0,5,N,2,2,2,2
205,48-02101,51,2,N,0,1,0,4,1,1,448.0,N,1,N,N,501,N,N,N,2,2
206,48-02101,64,2,4,0,1,0,N,1,1,448.0,6,4,151000.0,3,501,N,2,2,2,2
207,48-02101,80,1,N,1,1,1,3,1,2,448.0,N,1,N,N,187,3,N,N,2,2
208,48-02516,37,1,1,1,1,0,4,1,1,1216.0,N,4,250000.0,4,127,N,2,2,2,2
209,48-02102,29,1,1,0,2,2,4,1,1,448.0,4,7,16500.0,5,295,N,2,2,2,2
210,48-02516,33,2,6,4,1,0,N,1,1,1216.0,N,5,46900.0,2,459,N,2,2,2,2
211,48-02507,61,2,1,0,1,1,2,1,1,3904.0,14,4,53500.0,3,140,N,2,2,2,2
212,48-02102,15,2,4,0,1,1,N,1,1,448.0,6,2,40190.0,3,96,N,2,2,2,2
213,48-02516,57,1,1,0,1,0,2,1,1,1216.0,4,8,42000.0,8,501,N,2,1,1,2
214,48-02510,77,1,4,0,1,0,N,1,1,3136.0,6,9,20800.0,7,56,N,1,1,2,2
215,48-02101,38,1,1,0,1,2,4,1,1,448.0,9,5,72600.0,6,501,N,2,2,2,2
216,48-02101,78,1,1,0,1,0,2,1,1,448.0,N,5,29700.0,5,230,N,2,1,2,2
217,48-02101,19,2,4,1,1,0,2,1,2,448.0,N,6,140.0,5,476,N,2,2,2,2
218,48-02515,80,2,1,0,1,0,3,1,1,1984.0,11,9,179970.0,7,501,N,2,2,2,1
219,48-02101,80,2,1,0,2,1,4,1,0,448.0,12,N,41700.0,4,N,N,2,2,1,2
220,48-02101,81,2,6,0,8,2,3,1,1,448.0,3,4,154000.0,1,66,N,2,2,2,2
221,48-02510,38,2,6,1,1,3,5,1,1,3136.0,12,5,58500.0,6,247,N,2,2,2,1
222,48-02507,42,2,6,0,1,1,4,1,1,3904.0,14,7,15600.0,2,244,N,1,2,2,2
223,48-02101,92,2,N,0,1,0,5,1,1,448.0,N,3,N,N,194,N,N,N,2,2
224,48-02101,27,2,6,0,1,3,5,1,1,448.0,12,7,0.0,5,69,N,2,2,1,2
225,48-02515,1,1,1,1,2,3,6,1,0,1984.0,10,1,86500.0,2,N,N,2,2,2,2
226,48-02515,33,1,4,4,1,0,2,1,1,1984.0,N,5,81240.0,4,293,6,2,2,2,2
227,48-02101,3,2,1,0,1,2,4,1,2,448.0,6,10,74300.0,9,134,N,2,2,2,2
228,48-02516,44,2,6,1,1,3,5,1,1,1216.0,N,9,0.0,0,300,N,2,2,2,2
229,48-02101,42,2,N,0,1,1,4,1,1,448.0,N,N,N,N,259,N,N,N,2,2
230,48-02516,66,1,1,0,1,0,3,1,1,1216.0,7,4,29500.0,3,66,N,2,1,2,2
231,48-02101,17,2,N,0,1,0,3,1,1,448.0,N,3,N,N,172,N,2,2,2,2
232,48-02515,46,1,6,0,2,3,5,1,1,1984.0,N,4,74300.0,3,501,N,2,2,2,2
233,48-02101,31,2,N,0,1,2,4,1,1,448.0,N,1,N,N,472,N,2,2,2,2
234,48-02101,79,1,4,0,1,0,N,1,1,448.0,10,8,31000.0,7,186,N,2,2,2,2
235,48-02515,33,1,6,3,1,0,N,1,1,1984.0,N,7,54700.0,2,501,N,2,2,2,2
236,48-02510,65,1,6,1,1,0,2,1,1,3136.0,N,4,0.0,0,501,N,2,2,2,2
237,48-02516,76,1,4,0,1,N,N,1,2,1216.0,14,5,90500.0,3,270,N,2,2,2,2
238,48-02515,30,1,N,0,1,1,5,1,1,1984.0,N,3,N,N,501,N,2,2,1,2
239,48-02516,59,1,1,0,2,0,4,1,1,1216.0,N,10,13500.0,9,501,N,2,2,2,2
240,48-02516,34,1,1,0,1,0,3,1,2,1216.0,6,7,12000.0,5,207,N,2,2,2,2
241,48-02510,63,2,2,0,1,0,N,1,1,3136.0,4,7,334700.0,9,501,N,2,2,2,1
242,48-02510,47,2,1,0,1,0,3,1,1,3136.0,6,9,17400.0,9,501,N,1,2,2,2
243,48-02507,23,2,4,1,1,3,11,1,1,3904.0,12,7,40590.0,3,77,N,2,2,2,2
244,48-02101,7,1,N,0,1,0,4,1,1,448.0,N,3,N,N,501,N,2,2,2,2
245,48-02507,62,1,1,0,1,0,2,1,2,3904.0,14,12,23800.0,3,501,N,2,1,2,2
246,48-02101,37,1,1,0,1,0,4,1,2,448.0,4,9,87000.0,5,116,N,2,2,2,2
247,48-02101,30,1,1,1,1,2,3,1,1,448.0,18,11,70.0,3,335,N,2,2,2,2
248,48-02102,88,2,6,0,1,3,N,1,1,448.0,N,5,101200.0,2,501,N,2,2,2,2
249,48-02515,33,2,6,0,1,1,2,2,0,1984.0,N,7,96600.0,2,N,N,2,2,2,2
250,48-02101,60,2,1,0,1,2,4,1,1,448.0,4,9,-2100.0,8,501,N,2,2,2,2
251,48-02101,49,2,6,0,1,0,6,1,1,448.0,14,7,20900.0,2,352,N,2,2,2,2
252,48-02102,88,1,6,0,1,0,3,1,1,448.0,9,9,493500.0,6,70,N,2,2,2,2
253,48-02101,31,2,3,1,2,0,N,1,1,448.0,12,7,96600.0,6,501,N,2,2,1,2
254,48-02507,73,1,1,0,1,2,5,1,1,3904.0,6,7,280.0,9,501,N,2,2,2,2
255,48-02515,72,1,1,1,1,2,5,2,1,1984.0,4,9,92000.0,8,501,N,2,2,2,2
256,48-02507,78,2,N,0,1,0,3,1,1,3904.0,N,3,N,N,360,N,N,N,2,1
257,48-02516,51,1,N,4,1,0,5,1,2,1216.0,N,1,N,N,128,N,2,2,2,2
258,48-02507,24,2,6,0,8,0,N,1,1,3904.0,N,7,32100.0,2,501,N,2,2,2,2
259,48-02515,56,2,4,0,1,2,4,1,1,1984.0,14,7,109050.0,7,501,N,2,2,2,2
260,48-02507,10,1,N,0,1,1,3,1,1,3904.0,N,7,N,N,501,N,2,2,2,2
261,48-02516,43,2,6,0,1,2,3,1,1,1216.0,6,5,278500.0,3,501,N,2,2,2,2
262,48-02507,18,2,N,0,1,0,3,1,1,3904.0,N,2,N,N,240,N,2,2,2,2
263,48-02101,5,2,1,0,8,1,4,1,1,448.0,16,5,0.0,0,501,N,2,2,2,2
264,48-02510,53,2,1,0,1,0,5,1,1,3136.0,10,7,24200.0,7,213,N,2,2,2,2
