,Unnamed: 0,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,PUMA
22,2042,73,1,6,0,1,N,N,2,0,N,N,5,15239,2,N,N,1,1,1,2,109,0,51-51255
23,5524,13,1,1,0,1,0,2,1,1,7460,15,9,153021,8,501,N,2,2,2,2,171,88,28-01100
24,1468,24,1,6,0,2,0,2,1,1,N,N,4,-193,3,N,N,2,2,2,2,76,60,26-02702
25,23867,53,2,N,0,1,3,4,1,1,N,N,3,N,N,109,N,2,2,2,2,100,266,08-00803
26,23352,73,1,6,0,2,0,N,1,1,N,N,5,7612,2,138,N,2,2,1,2,76,94,17-03529
27,4263,5,2,4,0,3,0,3,1,2,N,N,3,59078,N,137,N,2,2,2,2,26,74,17-03531
28,9741,34,2,1,0,1,0,N,1,1,180,15,10,185421,9,501,N,2,2,2,2,55,98,06-08507
29,20719,81,2,N,0,1,0,5,1,1,N,N,12,N,N,85,N,N,N,2,2,321,300,17-03531
30,21460,78,1,4,0,3,N,N,2,0,N,N,5,9114,2,N,N,1,1,2,1,104,0,28-01100
31,17441,3,2,4,0,2,0,2,1,1,N,N,3,7938,4,477,N,2,1,2,2,117,105,26-02702
32,17377,62,2,6,0,1,N,N,2,0,7460,12,10,-9,0,N,N,2,2,2,2,43,0,38-00100
33,1885,20,1,6,0,1,N,N,3,0,N,6,7,145,6,N,N,2,2,2,2,65,0,51-01301
34,24648,2,1,N,0,1,2,4,1,2,N,N,12,N,N,501,N,2,2,2,2,194,98,24-01004
35,18176,26,1,1,0,1,4,3,1,1,8170,10,3,8538,1,501,N,2,2,2,2,141,93,38-00100
36,6559,64,1,4,0,1,N,N,2,0,N,N,7,68,6,N,N,2,2,2,2,74,0,51-01301
37,17634,83,1,3,0,1,0,N,1,1,N,N,4,57780,4,N,N,2,1,2,2,26,104,38-00100
38,2883,63,2,6,0,2,0,7,1,2,180,14,7,6676,1,107,N,2,2,2,2,78,81,36-04010
39,24467,5,1,4,0,1,N,N,1,0,N,N,6,-37,0,N,N,2,2,2,2,135,62,38-00100
40,8985,28,1,1,0,1,0,2,1,1,N,12,9,31580,0,109,N,2,2,2,2,91,65,38-00100
41,24330,36,1,N,0,1,2,3,1,1,N,N,2,N,N,489,N,2,2,2,2,75,42,51-01301
42,18279,21,2,1,0,2,0,2,1,1,7270,12,5,5125,3,459,N,2,2,2,2,76,58,28-01100
43,23871,13,1,N,0,9,2,4,1,1,N,N,12,N,N,72,N,N,N,2,2,11,61,28-01100
44,5921,28,2,6,0,3,N,N,2,0,N,N,5,6485,1,N,N,2,2,1,2,119,0,36-04010
45,6198,17,2,6,0,2,0,N,3,2,8191,10,9,72074,7,156,N,2,2,2,2,51,67,06-07502
46,22412,9,1,N,0,2,1,5,1,1,N,N,3,N,N,0,N,2,2,2,2,92,39,17-03531
47,12586,60,1,2,0,2,0,N,1,2,6170,10,4,8153,7,96,N,2,2,2,2,89,103,24-01004
48,24029,40,1,1,1,1,0,4,1,1,8590,10,1,168164,9,501,N,2,2,2,2,77,48,06-08507
49,5043,19,2,6,0,2,N,N,3,0,9290,11,7,324,1,N,N,2,2,2,2,125,0,17-03529
50,25473,70,2,N,0,1,2,5,1,1,N,N,3,N,N,0,N,1,2,2,2,78,60,29-01901
51,13038,18,1,6,0,1,N,N,2,0,7870,8,7,40252,1,N,N,2,2,2,2,34,0,29-01901
52,2153,20,2,6,0,2,N,N,3,0,N,N,5,51,0,N,N,2,2,2,2,36,0,26-02702
53,5568,31,2,1,0,2,0,4,1,1,N,N,5,476,2,501,N,2,2,2,2,46,79,17-03529
54,710,18,1,6,0,2,N,N,2,0,N,N,7,62,0,N,N,2,2,2,2,38,0,36-03710
55,16416,21,1,6,0,1,0,3,1,1,180,8,7,34551,8,501,N,2,2,2,2,199,74,19-01700
56,26989,43,2,N,0,1,1,6,1,1,N,N,3,N,N,114,N,2,2,2,2,482,154,51-01301
57,21384,73,2,4,0,2,0,N,1,1,N,N,12,32340,7,501,N,2,1,2,2,93,41,17-03529
58,8832,1,1,6,0,1,0,2,1,1,7470,15,9,32190,3,154,N,2,2,2,2,30,14,24-01004
59,13503,20,2,6,0,2,N,N,3,0,7860,14,7,-200,1,N,N,2,2,2,2,50,0,17-03531
60,6619,61,2,6,0,1,N,N,1,2,7390,11,8,33938,1,319,N,2,2,2,2,128,66,26-02702
61,4819,27,2,6,0,2,N,N,2,0,N,N,7,247,7,N,N,1,2,2,2,82,0,17-03529
62,24094,47,1,N,0,6,2,4,1,1,N,N,12,N,N,321,N,2,N,2,2,81,297,19-01700
63,24537,2,1,N,0,1,2,4,1,1,N,N,12,N,N,501,N,N,N,2,2,92,82,24-01004
64,24102,6,1,N,0,3,1,4,1,2,N,N,12,N,N,156,N,N,N,2,2,327,292,19-01700
65,18779,46,1,1,0,3,0,4,1,1,N,N,7,64598,0,501,N,2,2,2,2,53,45,13-04600
66,25197,12,1,6,0,3,0,3,1,2,1270,10,9,36197,5,501,N,2,2,2,2,50,175,08-00803
67,8430,8,2,1,0,1,0,2,1,1,7890,10,9,93070,3,501,N,2,1,2,2,82,93,24-01004
68,25387,17,2,N,0,2,3,4,1,1,N,N,3,N,N,218,N,2,2,2,2,58,57,06-08507
69,7965,19,2,6,0,1,N,N,3,0,7870,N,7,230,1,N,N,2,2,2,2,122,0,06-07502
70,24036,13,2,N,0,1,2,4,1,1,N,N,12,N,N,501,N,N,N,2,2,65,56,08-00803
71,26685,4,1,N,0,1,3,3,1,1,N,N,3,N,N,501,N,2,2,2,2,15,41,51-01301
72,26870,34,2,4,0,1,0,2,1,1,8370,16,9,261641,7,501,N,2,2,2,2,106,74,51-01301
73,25712,11,2,1,0,2,0,2,1,1,N,12,1,72471,8,501,N,2,2,2,2,55,79,36-04010
74,27150,41,2,6,0,6,N,N,2,0,N,N,12,157,0,N,N,2,2,2,2,78,0,28-01100
75,22441,76,2,1,0,1,0,2,1,1,7290,10,10,149833,9,501,N,2,2,2,2,80,93,06-08507
76,24562,5,1,N,0,3,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2,76,49,30-00600
77,3827,66,2,6,0,1,N,N,1,2,7860,14,5,9193,1,20,N,1,1,2,2,26,135,51-01301
78,20718,71,1,6,0,2,N,N,2,0,N,N,5,6747,3,N,N,2,1,2,2,65,0,28-01100
79,27075,40,1,2,0,1,0,7,1,2,N,N,4,27981,6,374,N,2,2,2,2,224,58,01-01301
80,23010,16,2,4,0,2,0,2,1,1,N,N,5,-123,4,380,N,2,1,2,2,78,34,17-03529
81,21954,13,2,N,0,3,1,6,1,2,N,N,12,N,N,128,N,N,N,2,2,482,297,32-00405
82,5928,19,2,6,0,1,N,N,3,0,7860,14,7,7897,1,N,N,2,2,2,2,34,0,36-04010
83,845,2,2,1,0,1,0,2,1,1,N,N,1,49354,5,501,N,2,1,2,1,15,98,19-01700
84,1312,84,1,6,0,2,N,N,2,0,N,N,7,7714,1,N,N,2,2,2,2,36,0,36-03710
85,16356,10,1,N,0,1,3,4,1,1,N,N,3,N,N,152,N,2,2,2,2,126,85,30-00600
86,17019,6,1,N,0,1,2,6,1,1,N,N,12,N,N,501,N,N,N,2,2,364,118,51-01301
87,11662,77,2,6,0,1,0,5,1,1,N,N,5,57319,2,143,N,2,2,2,2,48,53,28-01100
88,24256,14,1,N,0,2,3,5,1,2,N,N,3,N,N,423,N,2,2,2,2,366,30,51-51255
89,26467,6,1,N,0,1,0,2,1,1,N,N,1,N,9,501,N,2,2,2,2,52,50,06-08507
90,24290,72,1,N,0,1,3,5,1,1,7270,13,3,N,N,501,N,2,2,2,2,208,32,32-00405
91,26041,48,1,N,1,3,1,4,1,2,N,N,3,N,N,81,N,2,2,2,2,326,98,32-00405
92,24054,43,1,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2,131,75,17-03529
93,4016,43,2,4,0,1,0,N,1,1,7470,14,5,9833,4,193,N,2,2,2,2,133,27,13-04600
94,9028,43,1,6,0,3,3,4,1,1,4690,N,4,22362,0,N,N,2,2,2,2,52,35,38-00100
95,24576,16,2,N,0,3,3,3,1,1,N,N,3,N,N,173,N,2,2,2,2,37,85,38-00100
96,6475,22,2,6,0,2,0,3,1,2,7870,N,4,6075,2,174,N,2,2,2,2,21,348,17-03529
97,16113,43,2,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2,136,104,38-00100
98,10869,18,2,6,0,1,N,N,2,0,7870,12,7,6678,1,N,N,1,2,2,2,21,0,26-02702
99,16859,47,1,N,0,2,0,4,1,1,N,N,12,N,N,213,N,N,N,2,2,388,286,51-01301
100,6693,63,2,6,0,1,0,3,1,1,7490,14,10,47545,3,501,N,2,2,2,2,39,85,06-08507
101,25906,46,2,N,0,1,2,4,1,1,N,N,3,N,N,166,N,2,2,2,2,69,30,08-00803
102,10977,2,1,3,0,1,0,N,1,1,N,N,10,11261,3,202,N,1,1,1,1,53,115,26-02702
103,24420,12,1,1,0,1,3,4,1,1,8370,9,3,8687,1,479,N,2,2,2,2,52,109,38-00100
104,14607,21,2,6,0,2,0,2,1,1,N,N,5,-138,0,262,N,2,2,2,2,36,96,06-07502
105,23923,38,1,N,0,2,1,3,1,1,N,N,3,N,N,188,N,2,2,2,2,96,71,28-01100
106,1654,34,2,1,0,1,0,3,1,1,N,N,4,-47,0,143,N,2,2,2,2,85,117,17-03529
107,26813,14,2,N,0,1,0,3,1,1,N,N,12,N,N,501,N,2,2,2,2,68,40,30-00600
108,23261,14,2,1,0,6,0,2,1,1,7580,12,8,27502,4,67,N,2,2,2,2,196,39,36-04010
109,19967,58,2,1,0,1,0,5,1,1,7390,N,7,5932,2,243,N,2,2,2,2,101,71,13-04600
110,23009,13,2,N,0,3,2,4,1,1,N,N,3,N,N,0,N,2,2,2,2,101,50,40-00200
111,3275,33,2,6,0,2,0,7,1,1,N,N,4,5661,2,169,N,2,2,2,2,28,36,01-01301
112,9823,47,1,1,0,1,2,5,1,1,9160,8,10,59931,9,501,N,2,2,2,2,45,104,24-01004
113,21672,5,1,N,0,1,3,7,1,2,N,N,3,N,N,108,N,2,2,2,2,292,199,51-01301
114,9531,38,2,6,0,1,1,2,1,1,4972,16,9,171949,9,501,N,2,2,2,2,28,116,32-00405
115,18018,3,2,1,0,1,3,2,1,1,N,N,3,56399,0,271,N,2,2,2,2,25,26,38-00100
116,17998,60,2,1,0,1,3,4,1,1,7970,8,7,26004,9,501,N,2,2,2,2,46,79,13-04600
117,4857,64,1,6,0,6,N,N,3,0,8680,8,5,238,0,N,N,1,2,2,2,44,0,06-08507
118,14628,15,1,N,2,3,4,4,1,2,N,N,3,N,N,54,N,2,2,2,2,290,295,17-03531
119,26588,51,2,6,0,6,N,N,3,0,N,N,7,552,0,N,N,2,2,2,2,76,0,24-01004
120,22360,24,2,6,0,3,N,N,2,0,9480,13,7,36156,2,N,N,2,2,2,2,128,0,17-03529
121,3353,20,1,6,0,1,N,N,3,0,9160,8,7,520,1,N,N,2,2,2,2,74,0,13-04600
122,17907,64,2,6,0,1,0,7,1,1,7860,N,7,8359,2,244,N,2,2,2,2,187,109,13-04600
123,24091,16,2,N,0,8,4,7,1,2,N,N,3,N,N,189,N,1,2,2,2,383,183,24-01004
124,12072,18,1,6,0,1,N,N,3,0,7870,14,7,9546,1,N,N,2,2,2,2,145,0,26-02702
125,24737,20,1,N,0,2,4,2,1,2,N,N,3,N,N,121,N,2,2,2,2,166,167,38-00100
126,21652,3,1,N,0,1,1,3,1,2,N,N,3,N,N,501,N,2,N,1,2,102,260,24-01004
127,9992,30,1,2,0,1,0,2,1,1,4690,16,10,174871,9,501,N,2,2,2,2,143,118,24-01004
128,6807,3,1,1,0,1,0,5,1,1,7460,12,9,106500,9,501,N,2,2,2,2,112,61,30-00600
129,4340,18,1,6,0,6,N,N,3,0,8191,0,8,11701,1,N,N,1,2,2,2,111,0,29-01901
130,15295,47,2,1,0,3,2,3,1,1,N,N,4,57549,0,52,N,2,2,2,2,50,279,08-00803
131,1037,21,1,6,0,1,N,N,3,0,N,N,7,-17,0,N,N,2,2,2,2,76,0,13-04600
132,25748,5,1,N,0,2,2,6,1,2,N,N,12,N,N,307,N,N,N,2,2,99,248,30-00600
133,24361,13,2,N,1,1,2,6,1,1,N,N,3,N,N,501,N,2,2,2,2,11,214,30-00600
134,26696,14,2,N,0,2,1,3,1,2,N,N,3,N,N,306,N,2,2,2,2,79,51,51-51255
135,6865,25,2,4,0,3,0,3,1,1,N,N,1,38083,3,501,N,2,1,2,2,99,83,24-01004
136,6196,60,2,6,0,1,0,N,1,1,9590,4,10,152843,9,501,N,2,2,2,2,122,62,08-00803
137,14680,65,2,6,0,1,N,N,2,0,8191,15,5,-267,1,N,N,2,2,2,2,39,0,38-00100
138,23440,13,1,6,0,2,0,2,1,2,N,N,8,22646,4,71,N,2,2,2,2,55,43,28-01100
139,24552,24,1,N,0,3,0,4,1,1,7890,9,3,59010,9,501,N,2,2,2,2,56,74,08-00803
140,19171,57,2,6,0,3,1,2,1,2,7390,12,9,35253,1,203,N,2,2,2,2,69,159,32-00405
141,6321,64,2,6,0,1,0,3,1,1,N,13,7,122416,6,501,N,2,2,2,2,155,43,28-01100
142,26901,43,1,1,0,1,0,4,1,1,4971,10,12,212919,9,501,N,2,2,2,2,49,116,06-08507
143,14399,4,1,N,0,2,2,5,1,2,N,N,3,N,N,116,N,2,2,2,2,249,110,30-00600
144,12263,64,1,6,0,2,N,N,1,2,7870,11,5,25041,6,162,N,2,2,2,2,222,81,17-03531
145,4127,29,1,1,0,1,0,2,1,1,7490,10,9,184301,9,501,N,2,2,2,2,59,83,08-00803
146,26631,68,2,N,0,2,2,4,1,1,N,N,3,N,N,156,N,2,2,2,2,93,44,17-03531
147,11336,29,1,6,0,1,N,N,2,0,2370,15,7,11666,1,N,N,1,2,2,2,22,0,26-02702
148,25793,48,2,N,0,1,2,7,1,1,N,N,1,N,N,132,N,2,2,2,2,74,26,13-04600
149,17579,29,1,6,2,3,1,3,1,2,7390,14,7,34223,1,93,N,2,2,2,2,10,74,36-03710
150,10313,4,1,6,0,2,0,2,1,1,8191,8,5,78121,5,501,N,2,2,2,2,67,60,26-02702
151,24842,17,1,N,0,1,2,4,1,1,N,N,2,N,N,149,N,2,N,2,2,284,144,30-00600
152,19379,1,2,N,0,1,1,7,1,1,N,N,12,N,N,501,N,2,2,2,2,14,88,38-00100
153,26962,47,1,N,0,3,2,3,1,1,N,N,12,N,N,501,N,N,N,2,2,108,226,30-00600
154,23318,23,2,6,0,1,0,N,1,1,8380,10,10,89781,7,501,N,2,2,2,2,47,16,51-01301
155,6719,3,1,6,0,1,0,2,1,1,7870,8,4,28538,2,87,N,1,1,2,2,217,163,08-00803
156,17286,22,2,1,0,1,0,2,1,1,8590,10,10,175111,9,501,N,2,2,2,2,53,40,51-01301
157,27223,78,2,1,0,3,0,2,1,1,N,N,10,58849,4,501,N,2,2,2,2,119,101,51-01301
158,24644,85,1,N,0,3,2,4,1,1,N,N,12,N,N,490,N,N,N,2,2,46,115,24-01004
159,27006,11,2,N,0,1,1,3,1,1,N,N,3,N,N,221,N,2,2,2,2,281,277,06-08507
160,6251,85,2,4,0,1,0,N,1,1,9590,10,8,47499,4,501,N,2,1,1,2,127,84,17-03529
161,4811,63,2,4,0,2,0,N,1,2,7460,11,8,30267,5,199,N,2,2,1,2,40,96,08-00803
162,27249,72,2,N,0,1,3,4,1,1,N,N,3,N,N,501,N,2,2,2,2,65,102,32-00405
163,12993,67,2,6,0,1,0,N,1,2,7870,15,7,10366,1,178,N,2,2,2,2,93,243,06-07502
164,11920,18,1,6,0,1,N,N,3,0,7580,15,7,11284,6,N,N,2,2,2,2,42,0,13-04600
165,26977,16,2,N,0,1,2,4,1,1,N,N,3,N,N,77,N,2,2,2,2,111,69,13-04600
166,25298,69,1,N,0,3,3,5,1,1,N,N,3,N,N,176,N,2,2,2,2,349,207,38-00100
167,25659,6,1,N,4,2,2,4,1,2,N,N,2,N,N,0,N,2,2,2,2,241,67,01-01301
168,26643,1,1,N,0,6,2,3,1,1,N,N,12,N,N,218,N,2,N,2,2,12,221,32-00405
169,12780,40,1,6,0,2,0,N,1,2,7470,14,3,7612,2,169,N,2,2,2,2,98,44,26-02702
170,26639,44,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2,67,94,19-01700
171,311,12,2,6,0,2,N,N,2,0,N,N,3,256,0,N,N,2,2,2,2,64,0,28-01100
172,13633,59,2,6,0,3,2,4,1,1,7860,9,8,29142,1,268,N,2,2,2,2,45,45,08-00803
173,21136,70,1,N,0,1,3,3,1,1,N,N,3,N,N,126,N,2,2,2,2,119,89,30-00600
174,3818,90,1,6,0,2,N,N,3,0,7870,6,7,8306,1,N,N,2,2,2,2,20,0,36-03710
175,6679,46,2,1,0,1,1,4,1,1,N,N,8,531,0,501,N,2,2,2,2,108,43,51-51255
176,7359,5,1,1,0,1,0,3,1,1,170,6,9,190782,9,501,N,1,1,2,2,55,40,24-01004
177,24086,12,2,N,0,1,4,6,1,1,N,N,6,N,N,89,N,N,N,2,2,134,107,30-00600
178,1513,84,1,6,0,1,N,N,3,0,5070,14,7,7217,1,N,N,1,2,2,2,65,0,06-07502
179,13386,29,2,6,0,1,0,N,1,2,7860,11,7,7593,1,111,N,1,1,2,2,182,8,19-01700
180,15144,69,2,6,2,1,N,N,2,0,N,N,5,-132,0,N,N,2,2,2,2,92,0,17-03531
181,8713,71,2,N,0,1,0,2,1,1,8660,13,9,82478,5,78,N,2,2,2,2,52,48,38-00100
182,7560,55,2,1,0,1,4,6,1,1,7860,9,5,43440,3,102,N,2,2,2,2,31,189,32-00405
183,22484,44,1,N,0,1,0,4,1,1,N,N,3,N,N,432,N,2,2,2,2,68,81,24-01004
184,16481,21,1,4,4,2,0,7,1,2,9190,N,5,30237,4,116,N,2,2,2,2,223,213,01-01301
185,26343,11,2,N,0,2,0,3,1,2,N,N,12,N,N,281,N,2,2,2,2,120,62,17-03529
186,13669,79,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,1,2,2,147,29,08-00803
187,2988,19,2,6,0,1,N,N,3,0,7690,6,7,6812,1,N,N,2,2,2,2,41,0,08-00803
188,5846,62,1,4,0,2,0,N,1,2,170,9,5,44564,4,313,N,2,2,2,2,166,91,06-07502
189,11646,32,2,2,0,2,0,2,1,1,8690,12,1,74719,7,228,N,2,2,2,2,87,59,26-02702
190,4600,51,2,1,0,1,0,3,1,2,N,N,9,57962,N,501,N,2,2,2,2,308,93,17-03529
191,1466,28,1,2,0,2,N,N,1,0,6770,9,5,97244,8,501,N,2,2,2,2,139,74,29-01901
192,1756,75,1,6,0,2,N,N,3,0,7860,12,4,19685,6,N,N,2,2,2,2,90,0,01-01301
193,13995,45,1,1,4,1,5,3,1,1,N,N,4,464,0,0,N,2,2,2,2,68,87,08-00803
194,5175,21,1,6,0,2,0,N,1,1,8990,10,7,50539,4,133,N,2,2,2,2,37,68,29-01901
195,13208,49,1,6,0,1,0,N,1,1,7580,10,7,71821,1,186,N,2,2,2,2,154,131,36-04010
196,10900,19,2,6,0,1,N,N,3,0,3570,11,7,4654,6,N,N,2,2,2,2,84,0,29-01901
197,313,22,1,6,0,2,0,2,1,1,N,N,7,78870,6,501,N,2,2,2,2,33,102,24-01004
198,6603,60,2,6,0,2,0,2,1,1,8563,12,7,37528,7,501,N,2,2,2,2,118,67,13-04600
199,4762,19,2,6,0,6,N,N,3,0,7870,8,8,28327,1,N,N,2,2,2,2,15,0,36-04010
200,5722,10,2,4,0,2,0,3,1,1,N,N,1,-197,N,232,N,2,2,2,2,65,43,17-03531
201,21615,13,2,1,0,1,0,2,1,1,7680,10,9,162909,8,501,N,2,2,2,2,135,79,32-00405
202,18096,60,1,1,0,1,0,4,1,1,6190,10,5,43083,9,501,N,2,2,2,2,54,27,38-00100
203,21967,56,1,6,0,1,N,N,3,0,1180,15,7,221,6,N,N,1,2,2,2,109,0,26-02702
204,1377,13,2,1,0,2,0,2,1,2,N,N,5,-223,0,114,N,2,2,2,2,41,46,17-03531
205,20118,44,1,6,0,3,0,4,1,1,7280,12,5,22339,5,179,N,2,2,2,2,168,177,38-00100
206,4662,85,1,4,0,6,N,N,2,0,N,N,5,60,0,N,N,1,2,1,2,37,0,51-51255
207,8096,82,2,6,0,1,0,2,1,1,N,N,9,14382,2,48,N,1,1,2,1,62,32,24-01004
208,17826,52,1,1,0,1,0,7,1,1,6991,10,7,28925,8,501,N,2,2,2,2,87,61,38-00100
209,24706,4,1,N,0,1,4,4,1,2,N,N,12,N,N,238,N,N,N,2,2,354,234,19-01700
210,15792,5,1,N,0,1,2,4,1,2,N,N,3,N,N,304,N,2,2,2,2,198,11,30-00600
211,5339,76,2,4,0,2,0,2,1,1,N,N,9,28335,2,62,N,2,1,2,1,64,18,29-01901
212,14834,48,1,1,0,2,2,5,1,1,7860,N,4,185,0,467,N,2,2,2,2,142,42,28-01100
213,26277,15,2,N,0,1,4,3,1,1,N,N,3,N,N,501,N,2,2,2,2,76,46,06-08507
214,601,28,2,6,0,1,N,N,3,0,4270,14,7,25280,1,N,N,2,2,2,2,28,0,19-01700
215,9681,0,1,3,0,1,0,N,1,1,7380,16,5,278579,8,501,N,2,2,2,2,87,109,24-01004
216,5326,20,1,6,0,1,N,N,3,0,6180,8,7,74429,5,N,N,2,2,2,2,135,0,51-51255
217,16384,44,1,N,0,1,3,4,1,1,N,N,3,N,N,319,N,2,2,2,2,25,66,38-00100
218,12175,75,2,N,0,1,3,4,1,1,N,N,3,N,N,135,N,2,2,2,2,117,62,24-01004
219,11729,20,2,6,0,1,N,N,3,0,7860,8,7,25223,2,N,N,2,2,2,2,42,0,13-04600
220,15014,54,1,6,0,3,3,3,1,2,770,10,8,31084,1,494,N,2,2,2,2,65,66,38-00100
221,7205,67,1,4,0,1,N,N,2,0,7870,9,10,39031,8,N,N,2,2,2,2,127,0,06-08507
222,18992,63,2,6,0,2,1,N,1,2,7380,13,7,46881,1,143,N,2,2,2,2,170,161,17-03531
223,8591,43,2,1,0,1,0,2,1,1,N,12,9,9460,9,501,N,2,2,2,2,99,34,38-00100
224,9352,77,1,1,0,2,0,2,1,1,7870,12,7,35252,5,155,N,2,2,2,2,111,44,38-00100
225,24566,46,1,N,0,1,1,4,1,1,N,N,12,N,N,501,N,N,N,2,2,40,82,13-04600
226,21451,2,1,N,0,3,2,4,1,1,N,N,2,N,N,501,N,N,N,2,2,414,276,30-00600
227,13007,36,2,6,0,1,0,3,1,2,4470,10,10,501572,9,501,N,2,2,2,2,83,59,08-00803
228,5990,44,1,4,0,2,0,2,1,1,N,12,8,34263,2,501,N,2,1,2,2,66,121,28-01100
229,7070,1,1,4,0,1,0,2,1,1,N,N,9,N,3,501,N,1,1,1,2,169,146,24-01004
230,21505,4,1,N,0,1,2,3,1,1,N,N,3,N,N,501,N,2,2,2,2,25,74,06-08507
231,7435,8,2,3,0,1,0,2,1,1,370,10,10,40426,6,53,N,2,1,2,2,213,130,24-01004
232,9563,55,2,6,0,1,0,N,1,1,N,12,5,12206,7,310,N,2,2,2,2,86,63,28-01100
233,20093,47,2,1,0,1,0,2,1,1,N,11,7,N,1,131,N,2,2,2,2,104,38,30-00600
234,14498,20,2,6,0,2,0,2,1,2,170,12,7,9962,1,77,N,2,2,2,2,94,199,06-07502
235,26143,10,2,N,1,1,5,7,1,2,N,N,3,N,N,135,N,2,2,2,2,377,297,08-00803
236,20949,4,1,2,0,2,1,3,1,2,N,N,9,58734,N,391,N,2,2,2,2,68,133,51-51255
237,10677,61,2,6,0,1,N,N,3,0,6970,14,7,9643,1,N,N,2,2,2,2,71,0,19-01700
238,24687,55,1,N,0,1,2,5,1,1,N,15,3,N,N,397,N,2,2,2,2,152,53,06-08507
239,11204,67,2,6,0,1,N,N,3,0,7390,8,7,379,0,N,N,2,2,2,2,51,0,36-04010
240,15748,3,1,N,0,1,2,6,1,2,N,N,1,N,N,191,N,N,N,2,2,247,191,51-01301
241,27241,7,2,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,1,2,2,127,89,24-01004
242,446,21,2,6,0,2,N,N,3,0,7870,6,5,9085,1,N,N,2,2,2,2,98,0,06-07502
243,25037,70,1,N,0,1,4,5,1,1,N,N,3,N,N,501,N,2,2,2,2,12,109,30-00600
244,850,25,2,6,0,1,0,2,1,1,8561,10,7,7617,2,162,N,2,2,2,2,71,83,28-01100
245,17671,43,1,N,0,1,2,4,1,1,N,10,3,59931,N,319,N,2,2,2,2,155,24,30-00600
246,25745,11,1,N,0,1,2,3,1,1,N,N,3,N,N,232,N,2,2,2,2,22,97,19-01700
247,18024,65,2,1,0,1,0,2,1,1,7390,11,10,10859,8,501,N,2,2,2,2,33,95,08-00803
248,12999,64,1,6,0,2,N,N,2,0,N,N,5,10943,2,N,N,1,1,2,2,63,0,06-07502
