,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
44,20,4,6,0,N,2,1,9,08-00803,9,1,20,0,N,0,0,60.0
45,48,0,6,1,6,1,5,257,29-01901,9,2,20,0,3,2,324,0.0
46,35,1,1,2,4,1,0,324,36-03710,3,2,30,2,4,0,232,60.0
47,58,4,4,0,2,1,5,124,26-02702,1,2,52,1,2,5,184,40.0
48,34,0,2,0,9,1,0,501,36-04010,6,2,43,0,7,0,501,60.0
49,25,0,2,0,N,2,2,76,26-02702,2,2,36,0,4,1,501,20.0
50,24,1,6,0,N,2,7,377,13-04600,1,2,20,2,5,3,207,0.0
51,35,1,4,1,3,1,6,468,40-00200,1,2,43,2,4,7,196,0.0
52,37,1,4,0,N,1,6,302,30-00600,1,1,34,0,N,6,268,60.0
53,13,0,N,1,3,1,N,199,38-00100,2,1,7,2,3,N,300,40.0
54,49,4,1,1,4,2,0,0,08-00803,8,2,47,1,3,0,90,40.0
55,43,0,5,N,N,0,2,98,51-01301,2,1,56,N,N,1,15,40.0
56,11,1,N,4,6,2,N,410,30-00600,1,1,14,2,3,N,136,20.0
57,32,4,1,0,2,2,6,309,17-03531,1,1,55,1,4,5,298,0.0
58,13,0,N,1,2,2,N,127,19-01700,6,1,1,1,3,N,122,40.0
59,41,4,4,1,2,1,9,501,32-00405,1,1,30,0,8,4,239,0.0
60,54,4,1,0,2,2,7,501,17-03531,1,2,47,1,4,6,298,0.0
61,58,2,6,0,N,2,4,203,17-03531,2,1,40,2,3,5,172,0.0
62,64,4,1,0,3,2,0,177,36-04010,2,1,53,1,3,0,0,40.0
63,43,0,4,N,N,0,2,64,06-07502,2,1,39,N,N,1,22,40.0
64,44,1,1,1,4,1,0,501,24-01004,8,2,42,0,2,6,501,20.0
65,10,4,N,3,5,1,N,501,26-02702,1,1,14,3,5,N,421,60.0
66,61,1,4,N,N,0,3,90,06-08507,1,2,61,N,N,3,N,80.0
67,43,0,4,N,N,0,0,0,28-01100,2,1,74,N,N,0,0,80.0
68,42,0,2,1,2,1,6,384,38-00100,3,2,42,0,2,7,501,40.0
69,59,2,4,0,N,1,9,501,24-01004,1,2,74,0,N,7,501,60.0
70,24,4,6,0,4,1,2,501,24-01004,2,2,72,0,2,2,64,40.0
71,42,0,1,0,2,2,8,501,51-01301,9,1,31,0,2,8,501,80.0
72,48,4,4,0,2,2,0,31,36-03710,2,1,44,0,3,0,44,40.0
73,76,2,1,0,2,1,3,163,19-01700,1,2,76,0,2,3,501,80.0
74,41,0,2,1,7,1,2,273,38-00100,7,2,70,0,2,2,66,20.0
75,39,4,1,1,3,2,7,48,06-08507,8,2,38,1,3,6,501,40.0
76,74,0,3,N,N,0,0,0,01-01301,1,2,56,N,N,2,N,40.0
77,48,1,1,0,4,1,0,41,17-03531,1,2,30,0,2,0,119,40.0
78,4,1,N,1,3,2,N,501,51-51255,8,1,4,0,N,N,N,40.0
79,93,2,3,0,2,1,4,501,01-01301,2,2,84,0,N,4,169,40.0
80,50,0,1,1,3,1,9,501,26-02702,9,2,48,1,3,9,501,80.0
81,30,1,1,0,2,2,8,501,26-02702,1,2,47,1,3,0,345,0.0
82,51,4,1,0,2,1,2,318,08-00803,1,2,51,0,2,2,501,80.0
83,2,1,N,3,4,2,N,11,38-00100,8,1,7,3,6,N,222,40.0
84,54,1,1,3,5,2,7,246,06-07502,1,1,38,1,3,7,501,20.0
85,51,0,4,0,3,2,9,501,06-07502,2,1,51,0,N,9,501,80.0
86,11,4,N,4,6,1,N,132,01-01301,8,2,14,0,3,N,73,20.0
87,41,2,6,1,2,1,1,287,36-03710,8,1,27,0,3,6,501,0.0
88,46,0,4,0,N,2,5,272,01-01301,1,1,62,0,N,6,303,40.0
89,65,0,4,0,N,1,9,501,29-01901,6,1,81,0,N,9,501,80.0
90,55,0,6,N,N,0,1,N,17-03531,1,1,85,N,N,0,0,40.0
91,43,0,2,0,2,2,9,499,30-00600,1,1,43,0,N,9,501,60.0
92,39,4,6,0,3,1,4,73,01-01301,8,1,28,0,3,3,73,60.0
93,79,0,4,N,N,0,0,0,17-03531,2,1,61,N,N,0,0,80.0
94,72,1,1,0,4,1,3,501,36-03710,1,1,67,0,2,4,403,20.0
95,72,0,5,0,N,2,2,98,06-08507,1,2,39,1,2,2,40,20.0
96,52,4,4,0,N,1,9,501,13-04600,1,2,58,0,N,4,152,40.0
97,17,1,6,N,N,0,0,N,24-01004,1,1,28,N,N,2,N,60.0
98,35,4,1,2,4,1,7,501,36-04010,9,2,48,0,3,8,501,20.0
99,55,0,4,3,6,1,5,501,24-01004,2,2,55,0,2,5,362,40.0
100,15,0,6,1,2,1,0,501,26-02702,6,2,23,0,2,8,501,40.0
101,83,0,6,1,3,1,2,80,13-04600,6,2,17,2,9,0,199,0.0
102,40,4,2,1,2,2,6,118,51-01301,8,1,38,0,N,6,427,20.0
103,21,1,6,0,4,1,4,501,06-07502,8,2,26,3,5,2,32,0.0
104,28,1,6,0,N,2,7,406,17-03529,8,1,27,0,N,3,153,40.0
105,23,0,6,0,4,1,0,234,28-01100,6,1,17,3,7,0,105,20.0
106,68,0,4,0,N,1,8,501,19-01700,2,2,64,0,N,8,501,80.0
107,48,0,2,0,7,1,0,308,06-07502,6,2,51,1,2,7,392,0.0
108,44,0,4,1,2,2,3,76,30-00600,9,2,52,0,N,1,6,0.0
109,88,0,1,0,2,1,2,399,08-00803,2,1,82,0,2,2,97,60.0
110,36,2,5,3,5,2,3,190,36-03710,2,2,45,0,N,3,94,20.0
111,35,2,1,0,2,2,9,501,29-01901,1,2,34,0,2,9,501,80.0
112,71,1,1,0,2,1,6,501,24-01004,8,1,38,0,2,8,501,60.0
113,16,4,6,3,4,2,0,387,24-01004,8,1,33,1,2,2,48,0.0
114,61,0,4,N,N,0,3,265,13-04600,1,2,87,N,N,3,N,60.0
115,31,1,6,0,N,2,6,404,51-51255,1,1,53,0,N,7,456,40.0
116,5,0,N,N,N,0,N,N,13-04600,2,1,14,N,N,N,N,80.0
117,5,0,N,2,4,1,N,501,24-01004,8,1,10,2,4,N,501,80.0
118,31,4,6,3,4,2,5,252,13-04600,1,2,25,0,N,5,213,20.0
119,36,1,1,1,3,1,8,364,19-01700,8,2,48,1,5,3,211,20.0
120,9,2,N,2,5,2,N,501,36-04010,1,1,4,2,4,N,218,40.0
121,56,0,5,0,N,2,9,501,24-01004,6,1,47,0,N,9,501,80.0
122,32,0,2,0,2,2,0,15,24-01004,2,2,59,1,4,0,0,20.0
123,24,4,6,0,5,2,6,481,06-08507,1,1,28,0,N,6,301,40.0
124,57,0,1,0,2,1,9,501,40-00200,8,1,59,0,2,0,0,40.0
125,55,0,6,0,N,2,9,501,51-51255,7,1,23,0,N,6,408,40.0
126,18,0,6,N,N,0,0,N,24-01004,1,2,74,N,N,3,164,40.0
127,9,1,N,3,5,1,N,83,30-00600,9,2,12,3,6,N,63,40.0
128,46,0,2,0,N,1,6,336,13-04600,1,2,32,0,N,6,317,60.0
129,67,2,6,0,N,2,2,114,24-01004,1,2,24,0,N,4,227,40.0
130,59,0,2,N,N,0,0,N,06-08507,6,1,50,N,N,0,N,80.0
131,0,0,N,3,5,1,N,346,28-01100,6,2,2,3,7,N,105,40.0
132,50,1,6,0,N,1,5,297,51-01301,8,2,25,2,4,1,37,0.0
133,4,0,N,2,4,2,N,321,29-01901,1,1,1,1,3,N,261,20.0
134,13,2,N,2,3,2,N,157,32-00405,1,1,4,3,4,N,136,20.0
135,60,0,4,0,2,1,8,501,13-04600,9,2,37,0,N,9,501,40.0
136,70,0,2,0,N,2,9,501,17-03531,1,1,36,0,2,9,501,60.0
137,37,0,1,2,4,1,9,501,06-08507,8,1,51,2,4,9,501,80.0
138,15,2,6,2,4,1,0,316,36-03710,9,2,28,0,N,0,0,20.0
139,25,4,5,0,4,2,3,188,36-03710,9,1,54,0,N,3,98,40.0
140,75,4,6,0,N,2,4,241,51-01301,8,2,38,0,N,6,399,40.0
141,47,0,5,1,2,2,7,442,51-51255,9,1,43,0,N,7,501,20.0
142,67,0,1,0,2,1,5,501,06-08507,9,1,58,1,3,9,501,20.0
143,13,0,N,2,4,1,N,154,40-00200,2,1,9,0,4,N,72,40.0
144,54,4,1,1,6,2,6,329,36-04010,8,1,49,1,6,6,367,60.0
145,69,0,1,0,2,1,9,501,26-02702,3,2,52,0,2,9,501,80.0
146,64,0,4,0,3,1,5,329,26-02702,6,2,46,0,2,5,200,40.0
147,47,0,5,0,N,1,9,501,51-51255,1,2,71,0,N,9,501,80.0
148,77,0,4,0,N,2,2,87,26-02702,9,2,45,0,6,2,48,40.0
149,50,4,3,0,2,2,3,167,32-00405,1,2,93,0,N,2,78,20.0
150,69,1,1,0,6,2,4,176,06-07502,9,1,37,0,2,9,501,20.0
151,61,2,4,0,N,2,6,307,36-03710,9,2,69,0,2,2,112,20.0
152,53,0,5,0,N,2,9,501,06-08507,9,1,41,0,N,9,501,80.0
153,49,4,6,0,N,2,9,501,06-07502,9,1,49,0,N,9,501,100.0
154,14,0,N,3,8,1,N,366,32-00405,2,2,10,2,3,N,N,20.0
155,0,1,N,2,4,2,N,501,51-51255,2,1,3,3,5,N,204,20.0
156,57,0,2,0,N,2,9,501,51-01301,1,1,43,1,2,9,501,40.0
157,28,1,4,N,N,0,0,N,32-00405,8,2,49,N,N,3,N,60.0
158,59,0,2,N,N,0,3,N,40-00200,1,2,84,N,N,3,N,80.0
159,54,1,1,0,2,2,4,212,06-07502,8,2,29,0,4,4,134,40.0
160,16,1,6,1,3,1,0,75,30-00600,9,2,16,3,6,0,63,40.0
161,28,1,1,4,6,2,1,16,40-00200,1,2,48,4,8,0,37,20.0
162,24,0,2,0,5,1,2,154,13-04600,6,1,50,2,9,4,199,0.0
163,30,0,6,0,N,1,6,186,40-00200,6,1,23,0,3,6,501,40.0
164,11,1,N,3,5,1,N,501,30-00600,9,1,11,3,6,N,63,60.0
165,19,4,6,0,N,2,1,2,19-01700,8,2,34,1,3,5,223,0.0
166,95,0,3,N,N,0,2,N,26-02702,1,1,72,N,N,2,90,60.0
167,67,0,4,2,6,1,6,439,36-03710,2,2,65,0,3,6,501,20.0
168,95,0,3,0,N,2,2,89,06-07502,1,1,94,0,N,7,501,40.0
169,24,1,6,0,N,2,6,416,24-01004,1,2,30,0,N,5,349,40.0
170,24,4,6,N,N,0,0,N,13-04600,9,1,20,N,N,0,N,80.0
171,68,4,4,0,3,1,4,455,32-00405,1,2,68,0,N,4,186,60.0
172,43,0,4,0,N,2,8,501,28-01100,3,1,44,0,N,4,129,40.0
173,58,0,1,0,3,2,2,219,38-00100,6,2,38,0,2,9,501,20.0
174,3,1,N,2,4,2,N,218,06-07502,1,1,7,3,5,N,291,20.0
175,22,0,6,1,4,2,6,255,32-00405,7,1,83,0,N,2,59,0.0
176,30,1,1,3,5,2,6,214,38-00100,8,2,25,3,6,0,222,20.0
177,86,0,3,0,N,2,2,90,32-00405,6,1,68,0,N,3,146,40.0
178,17,1,6,N,N,0,0,N,28-01100,1,1,19,N,N,0,N,80.0
179,66,0,1,0,2,1,5,501,40-00200,2,1,57,0,2,0,86,40.0
180,22,0,2,2,3,2,2,313,38-00100,1,2,43,0,N,9,501,0.0
181,40,2,1,2,6,1,7,109,36-03710,2,2,52,0,3,7,501,20.0
182,31,0,6,0,N,2,9,501,06-07502,7,1,21,0,6,2,86,20.0
183,34,0,1,3,6,1,8,118,30-00600,5,1,28,3,5,4,83,20.0
184,14,3,N,4,5,2,N,19,32-00405,1,1,1,1,2,N,106,20.0
185,34,0,1,3,5,2,9,501,19-01700,6,1,25,1,3,4,122,0.0
186,41,4,1,2,4,2,9,501,30-00600,1,1,53,4,12,8,362,0.0
187,24,4,6,N,N,0,2,90,26-02702,1,2,22,N,N,4,N,40.0
188,33,4,1,2,4,1,8,501,38-00100,1,2,35,1,7,9,501,20.0
189,10,1,N,1,5,1,N,245,40-00200,1,2,12,2,4,N,196,20.0
190,51,4,1,0,4,2,5,453,32-00405,8,2,81,0,2,2,64,20.0
191,33,4,4,0,N,1,9,501,13-04600,1,1,42,0,N,9,501,80.0
192,41,0,1,0,2,2,5,501,51-01301,3,2,41,0,2,5,501,100.0
193,27,0,5,N,N,0,0,N,13-04600,9,1,57,N,N,4,N,60.0
194,47,4,6,0,N,1,0,0,01-01301,8,2,18,0,3,0,73,40.0
195,53,4,4,1,3,2,1,350,32-00405,8,2,75,0,N,2,79,0.0
196,50,0,5,N,N,0,4,226,01-01301,1,1,56,N,N,1,11,40.0
197,58,0,2,0,N,2,0,0,17-03529,1,2,73,0,2,2,258,20.0
198,53,0,3,0,N,1,8,501,06-07502,2,2,75,0,N,7,482,40.0
199,26,2,6,0,3,1,6,389,36-03710,2,2,58,0,N,6,381,40.0
200,21,4,4,0,3,1,9,501,51-51255,9,1,42,0,N,9,501,60.0
201,30,0,2,0,2,2,8,501,51-01301,2,1,55,0,N,2,91,20.0
202,61,0,6,N,N,0,1,N,32-00405,3,1,70,N,N,2,N,60.0
203,56,0,6,0,N,2,3,91,01-01301,1,1,46,0,N,6,282,40.0
204,31,1,6,0,3,2,3,226,32-00405,9,1,34,3,4,1,22,0.0
205,34,1,6,0,N,1,8,501,26-02702,1,1,57,0,2,1,259,20.0
206,62,1,1,0,2,1,8,501,13-04600,8,2,57,0,3,0,261,20.0
207,71,0,3,N,N,0,6,173,13-04600,1,2,66,N,N,2,74,40.0
208,7,0,N,4,6,1,N,501,51-51255,8,1,13,1,3,N,501,40.0
209,47,0,5,2,3,1,0,121,32-00405,2,2,59,0,N,1,35,0.0
210,1,4,N,1,2,2,N,101,51-51255,8,2,1,2,4,N,60,40.0
211,26,0,6,0,N,2,0,0,36-04010,8,1,15,1,3,0,0,40.0
212,46,0,2,N,N,0,0,N,51-01301,1,2,58,N,N,0,N,80.0
213,61,1,1,0,2,2,0,398,17-03529,1,2,74,0,2,2,204,40.0
214,32,1,2,0,N,2,6,343,32-00405,1,1,53,1,3,3,157,0.0
215,82,4,1,0,2,2,8,501,17-03529,1,2,42,1,3,8,501,40.0
216,28,4,1,0,2,2,0,164,51-01301,1,2,25,0,2,8,501,40.0
217,32,0,4,1,2,1,6,468,17-03529,6,2,55,0,N,6,382,20.0
218,51,4,1,0,2,2,6,305,28-01100,1,2,23,1,3,5,220,0.0
219,24,4,6,0,3,1,5,270,36-04010,2,1,37,0,3,5,501,60.0
220,63,0,4,N,N,0,2,N,38-00100,5,2,63,N,N,2,N,100.0
221,27,0,6,0,N,2,4,182,26-02702,3,1,21,0,N,3,114,40.0
222,27,0,5,2,3,2,8,501,24-01004,2,2,42,3,4,1,15,0.0
223,85,2,2,0,N,2,9,501,51-51255,1,2,60,0,N,9,501,80.0
224,19,2,6,N,N,0,3,N,38-00100,1,1,21,N,N,3,N,80.0
225,12,0,N,2,4,2,N,501,36-04010,1,1,12,2,4,N,501,100.0
226,40,4,1,1,3,2,0,164,51-01301,8,1,57,2,4,0,38,20.0
227,86,0,2,N,N,0,1,N,17-03531,1,1,57,N,N,1,26,60.0
228,94,4,3,0,2,1,2,302,17-03529,2,2,60,0,2,2,118,60.0
229,37,0,6,0,3,1,0,501,36-03710,1,2,59,0,N,0,0,40.0
230,90,0,2,N,N,0,1,N,06-08507,1,2,94,N,N,0,N,60.0
231,46,0,5,2,3,1,9,501,06-07502,1,1,46,0,N,9,501,60.0
232,67,4,6,0,N,1,1,12,26-02702,1,1,41,1,2,8,501,0.0
233,75,1,1,5,7,1,7,148,08-00803,1,1,72,0,2,8,501,0.0
234,48,0,5,0,5,1,9,288,30-00600,1,2,32,3,4,8,252,0.0
235,7,1,N,1,3,2,N,501,24-01004,1,2,12,2,4,N,466,20.0
236,95,4,3,N,N,0,3,N,08-00803,1,2,73,N,N,0,N,60.0
237,75,0,3,0,N,1,4,184,26-02702,2,2,77,0,3,4,302,40.0
238,23,0,6,0,4,2,3,501,26-02702,3,2,22,0,N,4,175,20.0
239,40,0,5,1,2,2,3,69,40-00200,1,2,48,0,4,2,34,0.0
240,47,0,4,0,N,2,9,501,17-03531,9,2,35,0,N,9,501,80.0
241,58,0,5,0,4,2,1,439,51-51255,9,2,63,0,2,1,35,40.0
242,3,1,N,1,3,2,N,501,51-51255,1,2,4,2,4,N,501,40.0
243,35,1,1,2,4,2,9,501,28-01100,9,2,33,0,2,9,501,40.0
244,55,0,2,1,2,2,2,37,51-01301,2,2,34,0,N,8,501,0.0
245,66,0,3,0,N,2,6,352,26-02702,1,1,76,0,N,5,285,40.0
246,35,4,4,0,N,2,6,404,51-51255,1,2,64,2,4,4,174,0.0
247,42,2,1,2,4,2,2,253,36-04010,8,1,58,0,3,6,251,0.0
248,51,1,1,0,2,1,0,276,29-01901,2,2,94,0,2,0,276,80.0
249,18,1,6,0,2,1,0,80,13-04600,8,1,24,0,3,6,261,20.0
250,32,0,1,0,4,2,0,251,17-03529,8,1,33,0,2,0,188,40.0
251,53,1,1,2,5,2,5,96,06-07502,8,1,29,0,4,0,134,0.0
252,63,2,1,0,3,1,8,501,26-02702,1,1,61,0,5,8,501,60.0
253,53,0,5,0,N,2,5,228,32-00405,9,2,38,3,4,5,124,20.0
254,60,4,6,0,4,2,4,90,06-08507,9,2,47,2,3,4,109,20.0
255,19,1,6,0,4,1,0,501,38-00100,9,1,16,1,2,0,501,40.0
256,31,3,6,0,N,2,2,48,06-07502,1,1,16,3,5,1,371,0.0
257,31,1,1,0,2,2,8,501,51-01301,1,1,42,1,3,9,501,20.0
258,56,0,3,N,N,0,2,N,36-04010,1,1,72,N,N,2,87,60.0
259,63,0,4,0,N,1,9,501,29-01901,9,2,62,0,N,8,444,40.0
260,30,3,6,0,3,1,5,501,51-51255,1,2,52,0,N,9,501,40.0
261,12,2,N,2,4,1,N,501,24-01004,2,2,12,2,4,N,501,100.0
262,48,0,2,N,N,0,0,0,40-00200,3,1,77,N,N,3,99,40.0
263,20,1,6,0,4,1,3,196,40-00200,3,1,22,0,3,2,182,20.0
264,38,0,4,N,N,0,2,40,36-03710,1,2,38,N,N,2,55,80.0
265,9,0,N,N,N,0,N,N,36-03710,1,1,11,N,N,N,N,80.0
266,58,3,4,0,N,2,6,280,32-00405,2,2,64,0,N,4,203,40.0
267,71,0,2,N,N,0,4,50,40-00200,1,1,88,N,N,4,138,60.0
268,74,0,2,0,3,1,4,76,01-01301,1,1,81,0,3,4,139,60.0
269,24,4,1,2,4,2,0,174,51-51255,8,2,30,2,4,0,60,60.0
270,70,0,5,N,N,0,0,N,29-01901,2,2,70,N,N,0,N,100.0
271,33,2,1,1,3,1,6,501,17-03529,8,2,32,2,4,8,501,20.0
272,61,1,4,N,N,0,2,110,32-00405,3,1,47,N,N,6,N,40.0
273,48,1,4,0,N,1,3,97,40-00200,1,1,37,0,3,5,377,20.0
274,29,1,1,0,2,2,9,501,26-02702,8,1,52,0,2,7,384,40.0
275,15,0,6,0,2,1,1,501,08-00803,9,1,15,3,4,1,28,40.0
276,37,4,1,1,3,2,5,194,26-02702,1,1,24,0,2,5,274,20.0
277,35,0,5,1,2,1,8,469,51-51255,1,1,58,0,2,9,501,20.0
278,27,4,5,0,3,1,0,501,24-01004,1,1,73,0,4,8,501,40.0
279,62,0,2,0,N,2,1,17,06-07502,1,2,30,0,N,8,501,40.0
280,60,2,1,0,2,1,9,501,51-01301,1,2,61,0,2,3,501,60.0
281,48,0,1,0,2,1,3,501,13-04600,6,1,52,2,9,5,199,0.0
282,79,0,3,N,N,0,3,90,40-00200,5,2,69,N,N,6,N,40.0
283,9,1,N,4,6,1,N,501,38-00100,8,1,14,4,6,N,501,80.0
284,69,1,4,0,3,2,4,137,17-03529,1,2,27,3,4,3,63,0.0
285,49,1,1,4,8,2,7,497,24-01004,1,2,44,2,4,7,466,20.0
286,29,1,1,2,4,1,0,501,51-01301,8,2,45,2,4,8,501,60.0
287,22,0,6,0,N,2,1,11,06-07502,7,2,25,0,6,0,86,20.0
288,9,1,N,1,4,1,N,148,01-01301,9,1,11,2,4,N,121,40.0
289,94,0,3,0,N,1,5,246,13-04600,1,2,72,0,N,5,246,80.0
290,64,0,3,0,N,1,3,137,17-03531,1,2,60,0,N,3,108,60.0
291,87,0,2,0,N,2,2,73,19-01700,2,1,55,3,6,4,181,0.0
292,47,0,3,2,7,1,6,384,38-00100,5,1,67,0,N,2,116,0.0
293,48,2,1,2,11,2,8,252,32-00405,8,1,43,0,3,8,447,20.0
294,7,4,N,2,5,2,N,367,36-04010,2,2,7,0,2,N,184,40.0
295,13,4,N,1,3,1,N,501,08-00803,1,2,10,0,5,N,501,40.0
296,76,2,3,0,3,1,4,493,36-03710,1,1,56,0,N,4,165,40.0
297,50,1,4,1,3,1,5,288,19-01700,8,1,55,0,N,8,472,0.0
298,30,0,2,0,N,2,8,318,51-01301,1,2,30,0,N,8,501,80.0
299,94,0,3,N,N,0,4,493,17-03529,1,2,94,N,N,4,N,80.0
300,26,0,6,N,N,0,3,N,26-02702,9,1,19,N,N,5,N,60.0
301,11,0,N,5,7,1,N,62,06-08507,2,1,14,1,3,N,501,20.0
302,18,1,6,1,4,1,2,501,30-00600,1,1,16,1,3,0,501,40.0
303,17,0,6,2,4,1,0,501,26-02702,9,1,15,2,4,0,501,80.0
