SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,6,6,2,8,0,51-51255,20,0,N,501
2,1,1,1,8,0,38-00100,36,0,3,501
2,4,1,1,3,0,19-01700,66,0,N,136
2,N,2,2,0,0,01-01301,8,2,3,0
2,3,2,0,3,0,13-04600,82,N,N,N
2,N,1,2,N,0,24-01004,14,1,3,501
1,6,8,2,2,4,36-03710,46,0,N,70
1,1,1,1,8,0,06-08507,47,0,3,501
2,6,2,2,0,0,01-01301,37,0,6,0
2,6,2,1,0,0,29-01901,18,0,2,501
2,1,1,1,4,0,19-01700,57,0,3,314
1,1,1,1,8,0,19-01700,44,3,5,501
2,6,2,2,0,0,29-01901,33,1,2,0
1,1,1,1,9,0,51-01301,26,2,4,501
1,1,1,1,8,0,30-00600,35,0,2,501
2,1,1,1,5,0,19-01700,53,0,3,199
2,N,1,1,N,0,38-00100,10,2,4,323
2,6,2,2,2,2,17-03529,49,0,2,70
2,1,6,1,6,0,06-08507,56,0,4,501
2,6,2,1,4,0,13-04600,59,0,N,227
2,N,1,1,N,0,51-51255,10,1,3,501
1,1,2,1,9,0,17-03529,37,0,2,501
1,1,1,1,9,0,51-01301,60,1,3,501
2,6,2,2,4,0,13-04600,38,0,2,251
1,1,1,1,9,0,24-01004,42,2,4,501
2,4,2,2,2,0,29-01901,68,0,N,98
2,6,1,2,4,1,32-00405,39,1,3,206
2,1,1,1,8,0,51-01301,22,0,2,501
2,1,2,1,7,0,13-04600,73,0,3,501
2,6,2,2,5,0,17-03529,46,0,N,374
2,6,1,1,4,0,30-00600,21,0,N,344
2,1,2,1,7,0,13-04600,49,0,3,501
1,1,1,1,9,0,24-01004,67,0,3,501
1,6,6,2,0,0,06-08507,20,0,N,0
2,6,1,2,0,1,32-00405,18,1,3,0
2,1,2,1,4,0,17-03529,77,0,2,197
2,4,1,1,7,0,51-51255,78,0,N,501
1,N,1,2,N,0,06-08507,9,0,N,501
1,3,1,1,8,0,08-00803,80,0,N,501
2,6,1,1,0,0,24-01004,23,1,3,501
2,1,8,2,5,4,36-03710,46,2,5,230
2,6,1,2,6,0,19-01700,58,0,N,416
2,6,1,1,N,0,24-01004,12,2,4,501
2,1,3,2,0,0,30-00600,29,4,5,99
2,1,1,1,0,0,30-00600,57,3,5,159
2,4,1,1,8,0,51-01301,61,0,N,501
2,3,1,1,4,0,30-00600,67,0,N,159
2,6,1,1,0,0,24-01004,17,2,4,501
1,N,1,1,N,0,24-01004,20,4,5,501
1,1,1,1,9,0,26-02702,61,2,5,501
1,1,1,1,9,0,08-00803,52,0,2,501
1,6,1,2,8,0,06-08507,53,0,N,501
2,6,2,1,5,0,01-01301,25,0,4,279
1,1,1,1,9,0,30-00600,63,0,2,501
1,1,1,1,9,0,24-01004,66,0,2,501
2,6,2,0,0,0,13-04600,61,N,N,N
1,6,1,0,0,0,13-04600,18,N,N,N
2,1,1,1,6,0,19-01700,61,2,4,465
1,1,2,1,9,0,13-04600,65,0,2,501
1,1,6,1,9,0,06-08507,75,0,7,501
1,6,2,1,5,0,28-01100,50,0,N,185
2,4,1,1,8,0,17-03529,63,0,N,501
2,N,2,1,N,0,28-01100,10,0,4,239
2,1,1,2,0,0,32-00405,49,0,2,0
2,N,1,1,N,0,06-08507,14,1,3,501
2,N,1,2,N,1,32-00405,18,0,3,0
1,N,6,1,N,0,17-03529,14,1,3,501
2,6,1,1,1,0,19-01700,13,1,3,465
1,1,1,1,9,0,06-08507,61,0,2,501
2,N,1,2,N,0,32-00405,15,1,3,122
1,1,1,1,0,0,24-01004,79,0,3,501
2,1,1,2,6,0,51-01301,19,0,2,501
1,6,2,1,9,0,13-04600,34,0,2,501
2,6,3,1,0,0,30-00600,19,1,3,58
1,1,1,1,9,0,24-01004,52,1,3,501
2,6,1,1,1,0,51-51255,28,0,2,501
2,1,1,1,6,0,40-00200,63,0,2,295
2,N,2,1,N,0,28-01100,0,4,5,346
1,N,1,2,N,0,40-00200,10,4,4,155
2,1,2,1,2,0,17-03529,85,0,2,501
1,N,2,0,0,0,13-04600,20,N,N,N
2,6,1,2,2,0,32-00405,58,0,N,76
1,1,1,1,8,0,24-01004,77,0,N,501
2,6,2,2,1,0,29-01901,17,0,N,N
2,1,1,1,8,0,51-51255,59,0,2,501
1,N,2,2,N,0,01-01301,9,3,4,0
1,6,2,0,6,0,13-04600,32,N,N,N
1,1,1,1,9,0,51-01301,38,1,3,501
1,6,1,1,0,0,51-51255,21,4,5,501
2,6,1,2,0,1,32-00405,37,1,3,0
1,4,1,1,8,0,51-01301,70,0,N,501
1,1,2,1,2,0,28-01100,72,0,N,0
2,4,1,1,8,0,08-00803,62,0,N,501
1,1,1,1,9,0,38-00100,47,0,3,501
2,4,1,1,6,0,51-51255,68,0,N,316
2,1,1,1,7,0,51-51255,36,3,5,415
2,6,2,1,6,0,28-01100,74,0,N,388
1,1,1,1,8,0,06-08507,72,0,N,501
2,6,2,2,1,0,17-03529,30,0,N,98
1,1,1,1,9,0,06-08507,52,1,4,501
1,6,1,1,8,0,08-00803,23,0,3,501
2,1,1,1,5,0,30-00600,71,0,2,501
1,1,1,1,8,0,24-01004,34,2,5,501
2,6,6,1,0,0,06-08507,13,2,4,501
1,6,1,0,3,0,08-00803,21,N,N,N
2,N,1,1,N,0,38-00100,1,2,4,343
1,6,6,1,0,0,24-01004,22,1,3,501
2,4,8,2,6,0,06-07502,64,0,N,401
2,N,1,1,N,0,51-51255,7,2,4,501
1,6,1,0,1,0,08-00803,27,N,N,N
2,1,1,1,8,0,24-01004,35,1,3,501
2,6,1,1,8,0,51-01301,47,0,N,501
1,6,2,0,5,0,29-01901,60,N,N,N
2,3,1,0,3,0,19-01700,75,N,N,N
2,6,2,2,0,0,28-01100,24,0,10,0
2,6,2,2,4,0,17-03529,29,0,2,374
1,4,1,1,8,0,30-00600,51,0,N,501
2,1,1,1,2,0,06-08507,65,0,2,501
1,1,6,1,9,0,06-08507,66,0,3,501
1,1,1,1,9,0,24-01004,62,2,4,501
2,1,6,1,5,4,06-07502,76,0,2,501
1,6,8,2,0,2,36-03710,20,3,4,135
1,1,1,1,9,0,51-01301,33,1,3,501
1,1,1,1,5,0,06-08507,40,0,2,469
2,N,1,1,N,0,24-01004,13,4,5,501
2,1,1,1,7,0,19-01700,35,2,5,332
2,6,2,2,0,0,17-03529,53,0,2,0
1,1,1,1,9,0,24-01004,80,0,4,501
2,1,1,1,2,0,19-01700,76,0,5,116
1,1,1,1,9,0,24-01004,33,0,3,501
1,1,6,1,9,0,24-01004,30,0,3,501
2,N,2,2,N,0,36-04010,0,1,3,324
2,1,8,2,2,1,32-00405,74,0,4,177
1,6,1,2,1,0,06-08507,24,0,N,15
2,1,1,1,8,0,24-01004,50,0,2,501
2,1,1,1,6,0,19-01700,49,0,2,501
1,1,3,1,4,0,30-00600,43,0,2,368
2,6,1,2,1,0,17-03529,13,0,N,229
2,6,1,2,1,0,51-51255,21,0,2,501
1,6,2,2,8,0,17-03529,33,0,N,501
1,6,1,1,0,0,06-08507,19,0,3,501
2,6,2,2,5,0,17-03529,60,0,N,227
2,1,6,1,6,0,06-08507,45,0,3,255
1,1,1,1,8,0,30-00600,56,0,2,501
2,6,6,2,8,0,06-07502,59,0,N,501
1,1,1,1,9,0,06-08507,59,0,3,501
2,1,1,1,0,0,38-00100,67,0,3,0
1,6,1,2,8,0,08-00803,22,0,N,501
2,N,1,1,N,0,51-51255,18,4,5,331
1,4,2,1,8,0,17-03529,59,0,N,501
1,6,2,0,4,0,17-03529,31,N,N,152
2,N,1,1,N,0,51-51255,1,2,4,501
2,6,2,2,1,0,17-03529,15,0,N,N
2,6,2,2,4,4,36-03710,66,0,N,187
2,6,1,0,4,0,19-01700,62,N,N,106
2,6,2,2,5,0,17-03529,59,0,N,227
1,N,1,2,0,1,06-07502,11,0,N,N
1,1,1,1,9,0,51-51255,66,0,3,501
2,4,1,1,5,0,38-00100,71,0,N,244
2,1,1,1,6,0,19-01700,41,2,4,207
2,1,1,2,0,1,32-00405,50,0,3,0
2,6,2,2,0,0,13-04600,21,3,4,0
1,1,1,1,8,0,51-01301,31,0,2,501
1,6,1,1,6,0,30-00600,39,0,N,295
1,6,1,1,0,0,30-00600,24,0,4,501
2,1,2,1,3,0,17-03529,74,0,2,298
1,1,1,1,8,0,06-08507,37,0,2,501
2,N,1,2,N,0,19-01700,13,2,3,0
2,1,1,1,2,0,06-08507,66,0,3,300
1,6,1,2,5,0,32-00405,36,0,N,190
2,6,2,2,0,0,32-00405,19,1,3,177
1,6,1,2,2,0,38-00100,21,0,N,60
1,6,1,0,5,0,26-02702,17,N,N,N
1,6,1,0,5,1,36-03710,52,N,N,N
2,6,1,2,0,0,19-01700,17,1,3,0
1,6,1,0,0,1,32-00405,18,N,N,N
2,6,6,2,8,0,17-03529,4,0,N,382
2,3,1,1,8,0,19-01700,64,0,N,501
2,1,1,1,0,0,06-08507,63,0,2,501
2,1,6,1,8,4,36-03710,44,1,3,501
2,1,1,1,4,0,32-00405,62,0,2,315
2,6,6,2,5,0,17-03529,19,0,N,382
1,1,1,1,9,0,06-08507,51,2,5,501
1,6,2,1,1,0,17-03529,21,0,2,501
1,6,2,0,8,0,13-04600,36,N,N,N
1,6,1,0,5,0,26-02702,22,N,N,N
2,1,1,2,6,0,24-01004,41,0,2,501
2,1,1,1,2,0,32-00405,80,0,3,436
2,1,1,1,0,0,06-07502,58,0,2,501
2,6,2,2,0,0,13-04600,20,0,3,0
2,6,2,1,0,0,28-01100,49,0,4,0
2,1,1,1,4,0,32-00405,53,0,3,174
1,4,1,1,8,0,51-01301,70,0,N,501
1,1,1,1,8,0,28-01100,66,0,3,501
1,4,1,1,8,0,30-00600,69,0,N,501
2,1,1,1,7,0,24-01004,33,2,4,501
2,1,2,1,3,0,13-04600,63,0,3,199
1,1,1,1,8,0,19-01700,65,3,5,501
2,N,1,1,N,1,19-01700,17,2,4,207
2,N,6,2,N,0,06-08507,13,0,N,287
1,6,2,2,0,4,36-03710,24,0,N,0
1,6,1,1,6,0,30-00600,21,0,2,501
2,N,1,2,N,0,32-00405,11,1,3,212
2,N,1,2,N,0,40-00200,6,4,4,124
1,N,1,1,N,0,08-00803,7,2,3,501
2,6,1,2,1,0,19-01700,23,0,N,189
2,1,8,2,4,4,36-03710,35,0,4,187
1,6,1,1,8,0,51-51255,29,0,2,501
2,3,1,1,5,0,08-00803,77,0,N,208
2,6,2,2,5,0,29-01901,51,0,N,190
2,1,1,1,6,0,38-00100,70,0,2,501
2,3,1,1,4,0,30-00600,81,0,N,208
2,6,2,2,0,0,01-01301,38,0,N,0
1,6,1,0,0,0,06-08507,42,N,N,N
2,1,1,1,0,0,51-01301,64,0,3,501
1,1,1,1,7,0,30-00600,71,0,2,501
1,1,1,1,9,0,24-01004,63,0,4,501
1,1,6,1,9,0,06-07502,59,1,4,501
2,1,1,1,4,0,19-01700,64,0,2,309
1,N,1,1,N,0,30-00600,14,1,3,501
2,1,6,1,5,0,06-08507,33,0,3,255
2,6,2,2,4,0,29-01901,61,0,N,190
2,6,1,2,1,0,26-02702,16,0,N,30
2,N,1,1,N,0,24-01004,8,4,5,246
1,1,6,1,9,0,24-01004,70,2,4,501
2,1,1,1,4,0,06-08507,45,0,2,501
1,6,3,1,5,0,40-00200,37,0,N,228
2,6,1,2,2,0,32-00405,61,0,N,98
1,1,1,1,8,0,30-00600,65,0,N,501
2,1,1,1,0,0,19-01700,50,3,5,159
1,1,1,1,9,0,06-07502,63,0,2,501
2,1,8,2,4,4,36-03710,59,0,2,297
1,1,1,1,9,0,08-00803,56,0,2,501
2,3,2,0,5,0,29-01901,85,N,N,227
2,3,2,2,2,0,17-03531,87,0,N,141
2,1,2,1,5,0,36-04010,65,0,3,501
1,N,6,1,N,0,06-07502,14,2,4,501
2,6,2,2,4,0,17-03529,24,0,N,188
1,6,1,2,6,0,51-51255,47,N,N,453
2,6,2,2,6,0,17-03529,51,0,N,227
2,N,1,2,0,0,19-01700,5,2,3,N
1,6,8,0,0,4,36-03710,28,N,N,N
1,1,2,1,2,0,01-01301,64,0,2,486
2,6,6,2,0,0,06-08507,16,0,2,0
1,4,1,1,7,0,30-00600,64,0,N,501
2,6,2,2,7,0,29-01901,29,0,N,501
1,6,1,1,0,0,26-02702,19,2,5,501
2,1,1,1,4,0,40-00200,56,0,2,256
2,6,1,2,0,1,32-00405,16,2,4,0
2,6,2,2,0,0,32-00405,62,0,N,0
1,1,1,1,9,0,24-01004,60,0,2,501
2,6,1,2,5,0,08-00803,24,0,N,226
2,1,1,1,8,0,24-01004,34,1,2,501
2,6,1,1,0,0,30-00600,17,2,4,183
2,6,1,1,2,0,30-00600,26,0,3,501
1,4,1,1,5,0,06-08507,59,0,N,244
2,6,2,1,2,0,28-01100,34,0,2,105
1,1,1,1,8,0,38-00100,53,1,4,501
2,4,2,1,0,0,01-01301,70,0,N,0
1,3,1,1,6,0,06-08507,81,N,N,501
2,6,2,2,2,0,28-01100,22,0,2,0
1,6,2,0,3,0,13-04600,58,N,N,N
2,1,1,1,8,0,06-08507,30,2,4,501
1,1,1,1,0,0,19-01700,64,0,2,501
1,N,8,2,N,1,32-00405,8,2,4,122
2,6,1,2,0,0,19-01700,19,0,N,0
1,1,1,1,6,0,06-08507,33,0,2,469
2,6,2,2,2,0,17-03531,59,0,2,0
2,6,8,2,3,4,36-03710,64,0,N,11
2,6,1,1,1,0,29-01901,12,0,N,501
2,1,1,1,7,0,30-00600,35,0,4,501
2,1,2,1,3,0,29-01901,72,0,2,315
2,1,1,1,6,0,08-00803,55,2,4,501
1,6,1,2,4,0,30-00600,31,0,N,190
2,N,1,2,0,0,08-00803,6,0,N,394
1,1,6,1,9,0,24-01004,36,2,4,501
1,6,1,2,8,0,08-00803,27,N,N,415
2,1,8,1,9,4,24-01004,52,0,4,501
1,6,1,1,6,0,28-01100,21,0,N,305
1,1,1,1,9,0,51-51255,39,4,5,501
1,6,1,1,8,0,06-08507,50,0,N,501
1,4,1,1,7,0,08-00803,57,0,N,494
2,1,1,1,8,0,51-01301,58,0,2,501
1,6,1,1,1,0,06-08507,25,0,2,287
1,6,2,2,6,0,13-04600,62,0,N,266
1,1,1,1,9,0,19-01700,48,2,4,501
2,N,1,1,N,0,24-01004,5,4,5,311
1,1,1,1,9,0,24-01004,52,0,2,501
2,6,2,2,6,0,17-03529,32,0,N,229
2,6,1,1,0,0,19-01700,15,4,5,246
2,1,6,1,0,0,06-08507,51,0,2,501
2,4,1,1,5,0,19-01700,73,0,N,212
1,1,1,1,2,0,24-01004,73,0,2,501
1,6,3,1,3,0,28-01100,22,0,N,180
1,6,1,1,6,0,19-01700,38,0,N,304
2,6,2,2,5,0,29-01901,35,0,N,152
1,N,6,0,0,4,36-03710,13,N,N,N
2,N,1,1,N,0,24-01004,21,2,4,501
2,3,2,2,0,0,28-01100,70,0,10,0
2,6,1,2,1,0,26-02702,20,0,N,145
2,1,2,1,2,4,36-03710,84,0,2,298
2,1,2,1,4,0,29-01901,67,0,3,199
1,1,1,1,9,0,06-08507,46,1,3,501
2,6,1,2,3,0,06-07502,20,0,N,152
2,6,1,2,2,0,26-02702,21,0,N,76
2,6,1,2,0,0,30-00600,59,0,10,0
2,6,2,1,2,0,13-04600,18,0,2,180
2,6,1,2,0,0,08-00803,14,0,N,0
2,1,1,2,7,4,24-01004,38,4,5,501
2,6,6,0,4,0,17-03529,19,N,N,N
2,6,1,1,0,0,30-00600,21,2,4,183
2,6,2,2,1,0,29-01901,13,0,N,30
2,4,1,1,8,0,24-01004,51,0,N,501
2,1,1,2,0,1,32-00405,33,3,5,196
2,1,1,1,7,0,24-01004,52,1,3,501
2,6,2,2,2,0,13-04600,29,0,N,61
1,N,8,2,0,4,36-03710,13,0,N,0
1,6,8,0,0,4,36-03710,45,N,N,N
1,6,8,0,1,4,36-03710,22,N,N,N
1,4,1,1,6,0,30-00600,55,0,N,395
1,N,2,2,N,2,17-03529,4,2,4,187
2,N,1,1,N,0,30-00600,3,2,4,501
1,6,2,0,5,0,36-03710,29,N,N,229
2,6,1,2,7,0,51-51255,23,0,N,501
2,6,1,2,4,0,08-00803,25,0,N,229
2,6,1,2,6,0,32-00405,34,0,N,267
2,6,1,2,1,0,08-00803,19,0,N,30
2,1,1,1,4,0,19-01700,65,0,2,501
2,N,1,1,N,0,30-00600,16,1,3,314
2,4,2,1,5,0,01-01301,59,0,N,271
2,6,1,1,0,0,51-51255,20,4,5,332
2,1,1,1,5,0,01-01301,64,0,2,501
2,N,2,2,N,0,36-03710,16,0,3,177
1,1,1,1,9,0,24-01004,59,1,4,501
1,N,1,1,N,0,08-00803,14,1,3,501
2,1,1,1,6,0,24-01004,32,1,3,501
2,N,1,2,N,0,24-01004,20,2,4,182
2,1,1,1,0,0,24-01004,62,0,2,501
1,1,1,1,9,0,24-01004,66,0,3,501
2,6,1,1,0,0,30-00600,15,2,4,214
2,1,2,1,2,0,13-04600,75,0,2,501
2,N,2,2,N,0,13-04600,11,4,4,0
1,6,1,2,3,0,06-07502,37,0,N,90
1,6,8,0,2,4,36-03710,32,N,N,N
2,6,2,2,0,0,36-03710,23,1,3,177
1,1,1,1,8,0,01-01301,80,0,2,501
2,1,1,1,4,0,38-00100,55,0,3,366
2,6,2,1,0,0,51-51255,21,0,3,501
2,6,2,2,0,1,36-03710,43,2,4,0
2,6,1,0,0,0,29-01901,39,N,N,0
1,N,8,2,0,2,36-03710,14,0,3,0
1,1,1,1,9,0,38-00100,39,0,3,501
2,1,1,1,7,0,40-00200,73,0,N,501
1,6,2,2,8,0,17-03529,37,0,N,501
1,6,1,2,6,0,51-51255,31,0,N,303
2,1,2,1,7,0,13-04600,45,0,4,501
2,1,1,1,5,0,40-00200,42,4,4,159
2,1,1,2,2,0,19-01700,51,0,2,0
1,1,1,1,8,0,29-01901,41,3,5,501
1,6,1,0,0,0,08-00803,22,N,N,N
2,1,2,1,2,0,17-03529,73,0,2,208
2,3,2,1,2,0,40-00200,86,0,4,116
1,N,6,1,N,0,24-01004,9,2,4,501
1,6,1,2,2,0,36-03710,60,0,N,70
1,6,1,0,1,0,17-03529,22,N,N,N
2,6,2,1,5,0,13-04600,34,2,4,153
1,1,1,1,8,0,19-01700,28,4,5,501
1,4,1,1,8,0,19-01700,53,0,N,501
2,1,2,1,2,0,36-04010,74,0,2,403
1,N,2,2,N,0,36-03710,14,3,4,0
2,1,1,1,5,1,32-00405,54,0,3,314
2,6,2,2,2,0,36-03710,55,0,N,70
1,6,1,1,3,0,30-00600,31,0,N,114
1,1,1,1,9,0,24-01004,59,0,3,501
2,N,1,1,N,0,38-00100,2,4,5,132
2,1,1,1,7,0,51-51255,44,0,2,501
1,1,2,1,9,0,17-03529,47,0,2,501
1,1,1,1,9,0,40-00200,56,0,3,501
2,6,2,0,1,0,13-04600,25,N,N,N
2,3,2,1,2,0,01-01301,93,2,5,415
2,N,1,2,0,0,32-00405,12,2,7,0
1,N,2,2,0,0,13-04600,10,0,N,N
1,6,2,0,0,2,36-04010,16,N,N,N
2,1,1,1,5,0,38-00100,43,0,4,366
2,6,1,1,0,0,51-01301,13,2,4,501
1,3,3,1,5,0,08-00803,65,0,N,268
1,N,6,1,N,0,06-08507,10,4,5,132
2,1,2,1,5,0,01-01301,66,0,2,277
2,1,1,1,7,0,51-51255,54,0,2,501
2,1,1,1,2,0,19-01700,62,0,2,190
2,1,2,1,3,0,01-01301,68,0,2,486
2,1,1,1,3,0,19-01700,71,0,N,140
2,1,2,1,8,0,13-04600,53,0,2,501
1,1,1,1,9,0,38-00100,59,0,4,501
2,6,2,2,0,0,13-04600,25,0,2,0
2,1,1,1,7,0,08-00803,78,0,N,501
1,1,1,1,2,0,06-08507,72,0,2,501
1,6,1,2,6,0,51-01301,36,0,N,501
2,6,2,1,5,0,13-04600,29,0,3,372
2,1,1,1,2,0,19-01700,75,0,3,338
2,6,2,2,5,0,36-04010,38,0,2,374
2,1,2,1,5,0,13-04600,74,0,3,501
1,1,1,1,9,0,51-01301,29,0,3,501
2,1,2,2,5,0,29-01901,62,2,4,174
1,1,1,1,8,0,40-00200,49,1,3,501
2,N,1,2,N,0,32-00405,9,2,4,0
1,6,6,2,6,2,36-03710,32,N,N,501
1,6,2,2,6,0,17-03529,50,0,N,501
1,1,1,1,9,0,19-01700,48,2,4,501
2,6,2,2,0,0,36-03710,54,0,4,0
2,N,1,1,N,0,19-01700,18,1,3,501
2,1,1,1,8,0,24-01004,64,0,3,501
2,N,1,2,0,0,32-00405,19,2,3,0
