SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2,6,2.0,2,6,8,41,1,N,2
1,6,2.0,2,0,4,17,1,N,2
2,6,1.0,1,1,5,49,1,N,2
2,3,1.0,1,1,4,84,1,N,2
1,1,1.0,1,6,5,49,1,N,2
2,1,1.0,1,0,5,45,1,N,2
1,1,8.0,1,0,7,59,1,N,2
2,1,8.0,1,0,7,59,1,N,2
2,6,8.0,1,0,5,56,1,N,2
2,3,2.0,1,4,5,93,1,N,1
1,6,2.0,1,0,5,22,1,N,2
2,5,2.0,2,7,5,47,1,N,2
1,6,2.0,2,0,4,18,1,N,2
2,1,2.0,1,8,10,72,1,N,2
1,1,2.0,1,8,9,75,1,3,2
2,1,2.0,1,8,7,69,1,N,2
1,1,2.0,1,3,7,69,1,N,2
1,6,2.0,2,3,7,63,1,N,2
1,6,2.0,2,2,4,73,1,N,1
1,4,2.0,2,3,5,62,1,N,2
2,4,2.0,2,3,5,69,1,N,2
1,3,2.0,2,1,5,70,1,N,2
2,6,2.0,2,2,5,29,1,N,1
2,4,2.0,2,6,8,53,1,N,2
1,3,2.0,2,3,5,83,1,N,2
1,4,2.0,2,7,7,42,1,N,2
1,1,2.0,1,4,4,73,1,N,2
2,1,2.0,1,3,7,69,1,N,2
2,6,2.0,1,2,7,19,1,N,2
1,6,2.0,1,0,4,16,1,N,2
1,6,2.0,1,2,4,15,1,N,2
2,3,2.0,1,6,7,77,1,N,2
1,4,1.0,2,6,5,62,1,N,2
2,6,2.0,1,2,9,27,1,N,2
2,4,2.0,1,0,9,63,1,N,2
2,4,2.0,1,1,9,63,1,N,2
2,6,2.0,1,5,5,27,1,N,2
2,1,2.0,1,5,7,57,1,N,2
1,1,2.0,1,5,7,68,1,N,2
1,6,2.0,1,4,7,28,1,N,2
2,6,2.0,1,2,8,61,1,N,2
2,1,1.0,2,5,9,57,1,N,2
1,1,1.0,2,1,5,62,1,N,1
2,4,2.0,2,6,8,77,1,N,2
2,6,2.0,2,0,5,33,1,N,2
2,1,2.0,1,0,8,59,1,N,2
1,1,2.0,1,1,5,60,1,N,2
1,6,2.0,1,6,9,30,1,N,2
2,1,2.0,1,8,9,64,1,N,2
1,1,2.0,1,7,5,64,1,5,2
2,6,2.0,1,4,8,30,1,N,2
1,1,2.0,2,5,5,38,1,N,2
2,1,2.0,2,4,5,31,1,N,2
1,1,2.0,2,9,8,59,1,6,2
2,1,2.0,2,2,5,59,1,N,2
2,4,2.0,2,6,8,72,1,N,2
2,6,2.0,2,9,7,58,1,N,2
2,6,2.0,2,4,5,35,1,N,2
1,1,2.0,2,6,7,55,1,N,2
2,1,2.0,2,0,8,55,1,N,2
1,1,2.0,1,2,6,61,1,N,2
2,1,2.0,1,5,5,64,1,N,2
2,4,2.0,1,1,7,25,1,N,1
2,6,2.0,2,3,4,64,1,N,2
1,3,2.0,2,9,7,62,1,N,2
1,6,2.0,2,0,5,26,1,N,2
2,3,2.0,2,8,7,69,1,N,2
2,6,2.0,2,0,5,51,1,N,2
2,3,2.0,1,8,7,63,1,N,2
2,6,2.0,2,4,5,38,1,N,2
1,5,2.0,2,3,4,66,1,5,2
2,1,2.0,1,5,7,64,1,N,2
1,1,2.0,1,2,4,77,1,N,1
1,4,2.0,1,5,5,36,1,N,2
1,6,2.0,1,0,4,16,1,N,2
1,6,2.0,1,7,5,42,1,N,2
2,1,2.0,2,5,7,30,1,N,2
1,1,2.0,2,3,7,26,1,N,2
2,3,1.0,1,3,5,87,1,N,2
2,4,2.0,1,5,7,70,1,N,2
1,1,2.0,1,6,7,39,1,N,2
2,1,2.0,1,5,7,39,1,N,2
2,5,2.0,2,6,5,37,1,N,2
2,6,2.0,2,0,5,18,1,N,2
1,6,2.0,2,0,4,16,1,N,2
1,6,6.0,2,6,5,42,1,N,2
1,6,6.0,2,6,5,41,1,N,2
1,6,1.0,1,4,4,40,1,N,2
2,3,2.0,1,4,7,83,1,N,2
2,2,1.0,1,7,9,66,1,N,2
2,4,2.0,1,4,7,70,1,N,2
2,1,1.0,2,0,6,26,1,N,2
1,1,1.0,2,2,3,29,1,N,2
2,1,2.0,1,6,7,74,1,N,2
1,1,2.0,1,8,5,83,1,N,2
1,3,2.0,1,7,4,84,1,5,2
1,4,2.0,2,3,7,44,1,N,1
2,6,2.0,2,4,8,49,1,N,2
2,6,2.0,2,8,9,51,1,N,2
1,4,2.0,2,2,4,50,1,N,2
2,6,2.0,2,3,4,79,1,N,2
2,4,2.0,2,2,8,70,1,N,2
1,1,2.0,1,9,9,54,1,N,2
2,1,2.0,1,6,7,53,1,N,2
1,1,1.0,1,3,4,55,1,N,1
2,1,1.0,1,1,8,42,1,N,2
1,1,2.0,1,3,4,76,1,N,1
2,1,2.0,1,2,5,71,1,N,2
1,6,2.0,1,9,8,64,1,N,2
2,3,2.0,1,1,5,93,1,N,2
1,4,2.0,1,1,8,60,1,6,2
1,6,1.0,2,6,5,46,1,N,2
2,3,2.0,1,1,10,81,1,N,2
2,3,2.0,1,5,7,85,1,N,2
1,4,2.0,1,5,7,85,1,N,2
1,3,2.0,1,8,5,75,1,N,2
2,1,2.0,1,5,8,56,1,N,2
1,1,2.0,1,8,5,56,1,N,2
1,4,1.0,1,8,8,46,1,N,2
2,3,2.0,1,3,7,63,1,N,2
1,5,2.0,1,0,4,44,1,N,2
2,6,2.0,1,2,4,20,1,N,2
2,3,2.0,1,7,8,60,1,N,2
1,6,2.0,1,0,7,40,1,N,2
2,3,2.0,1,5,7,87,1,N,2
1,1,2.0,1,8,5,57,1,N,2
2,1,2.0,1,1,7,62,1,N,2
2,3,2.0,1,2,1,93,1,N,2
2,6,2.0,1,5,10,58,1,N,2
2,6,2.0,1,2,7,22,1,N,2
2,4,2.0,1,5,8,37,1,N,2
2,6,2.0,1,1,4,16,1,N,2
2,6,2.0,1,0,7,61,1,N,2
2,1,9.0,1,8,10,50,1,N,2
1,1,9.0,1,5,7,52,1,N,2
2,3,2.0,2,5,7,67,1,N,2
2,6,2.0,2,2,5,60,1,N,2
1,5,2.0,1,6,5,62,1,N,2
1,6,2.0,1,2,6,25,1,N,2
2,5,2.0,1,6,7,59,1,N,2
2,4,2.0,2,3,8,56,1,N,2
2,3,2.0,1,4,5,86,1,N,2
2,4,2.0,1,0,9,64,1,N,2
2,4,2.0,1,2,5,67,1,N,2
2,4,2.0,1,9,5,61,1,N,2
2,1,1.0,2,5,7,24,1,N,2
1,1,1.0,2,6,5,29,1,N,2
2,6,2.0,2,4,6,63,1,N,2
2,6,9.0,1,0,4,18,1,N,2
2,6,2.0,2,3,7,41,1,N,2
1,6,2.0,2,4,7,22,1,N,2
1,6,1.0,2,4,7,21,1,N,2
1,6,1.0,2,4,4,20,1,N,2
1,1,2.0,1,4,5,57,1,2,2
2,1,2.0,1,4,5,58,1,N,2
1,1,2.0,1,6,5,42,1,N,2
2,1,2.0,1,6,5,40,1,N,2
1,6,2.0,1,2,5,21,1,N,2
1,6,2.0,1,0,5,18,1,N,2
1,6,2.0,1,0,4,15,1,N,2
2,6,2.0,2,2,7,32,1,N,2
2,6,2.0,2,6,7,28,1,N,2
2,6,2.0,1,8,4,30,1,N,2
1,1,2.0,1,6,7,39,1,N,2
2,1,9.0,1,6,8,39,1,N,2
1,6,2.0,1,1,4,17,1,N,2
2,4,2.0,1,4,7,61,1,N,2
2,6,2.0,1,3,7,27,1,N,2
2,6,1.0,1,5,5,30,1,N,2
1,6,1.0,1,8,3,30,1,N,2
2,6,2.0,2,7,8,41,1,N,2
1,6,2.0,1,7,5,54,1,N,1
1,1,2.0,1,9,10,61,1,N,2
2,1,2.0,1,6,8,60,1,N,2
2,3,2.0,1,8,9,70,1,N,2
2,1,2.0,1,3,5,71,1,N,2
1,1,2.0,1,3,6,72,1,5,1
1,6,2.0,1,4,7,44,1,N,2
1,4,2.0,1,6,7,66,1,3,2
2,3,1.0,1,3,6,76,1,N,2
2,6,9.0,2,2,4,93,1,N,1
1,6,9.0,2,5,7,65,1,N,2
1,1,2.0,1,2,9,56,1,N,2
2,1,2.0,1,1,9,53,1,N,2
1,4,2.0,1,7,7,59,1,N,2
2,5,2.0,1,8,5,63,1,N,2
2,4,2.0,2,8,5,54,1,N,2
2,5,2.0,2,8,7,35,1,N,2
1,6,2.0,2,2,4,17,1,N,2
1,6,2.0,2,0,4,15,1,N,2
1,3,2.0,1,1,5,77,1,N,2
2,1,2.0,1,8,10,68,1,N,2
1,1,2.0,1,8,11,70,1,N,2
2,6,2.0,2,2,4,29,1,N,2
1,1,1.0,1,2,3,56,1,N,2
2,1,1.0,1,0,6,60,1,N,2
1,1,2.0,1,9,10,69,1,N,2
2,1,2.0,1,7,10,65,1,N,2
2,4,2.0,2,2,8,56,1,N,2
2,3,2.0,1,4,4,80,1,N,2
2,4,2.0,1,5,7,51,1,N,2
1,6,2.0,1,6,9,22,1,N,2
1,1,2.0,1,1,7,80,1,N,2
2,1,2.0,1,6,9,75,1,N,2
2,4,1.0,1,4,4,66,1,N,2
2,6,1.0,1,4,4,68,1,N,2
2,6,1.0,1,1,5,20,1,N,2
1,1,2.0,1,8,7,64,1,N,2
2,1,2.0,1,7,10,61,1,N,2
1,6,2.0,1,5,7,31,1,N,2
2,4,2.0,1,1,5,70,1,N,2
2,1,2.0,1,4,5,64,1,N,2
1,1,2.0,1,3,3,61,1,N,2
2,6,2.0,1,2,4,17,1,N,2
1,6,2.0,2,2,5,66,1,N,2
1,6,1.0,1,0,5,60,1,N,2
2,6,2.0,2,7,10,34,1,N,2
1,6,2.0,2,4,5,27,1,N,2
2,1,2.0,2,2,5,58,1,N,2
2,3,2.0,1,4,5,93,1,N,2
2,4,2.0,1,3,7,62,1,N,2
2,3,2.0,2,3,4,64,1,N,2
2,3,2.0,1,2,4,71,1,N,2
1,6,2.0,1,3,4,46,1,N,2
1,1,2.0,1,6,5,75,1,N,2
2,1,2.0,1,6,5,83,1,N,2
2,4,2.0,2,0,8,55,1,N,2
2,1,2.0,1,7,9,48,1,N,2
1,1,2.0,1,5,8,53,1,N,2
2,6,2.0,1,0,4,15,1,N,2
2,4,2.0,1,4,7,70,1,N,2
2,6,2.0,2,1,9,40,1,N,2
2,3,2.0,1,8,8,66,1,N,2
1,1,1.0,1,4,9,26,1,N,2
2,1,1.0,1,1,7,26,1,N,2
2,3,2.0,1,4,8,74,1,N,2
2,6,2.0,2,3,4,38,1,N,2
1,6,2.0,2,0,5,18,1,N,2
1,6,2.0,2,0,5,18,1,N,2
1,2,2.0,1,2,5,45,1,N,2
1,1,2.0,2,4,5,53,1,N,2
2,1,2.0,2,6,9,53,1,N,2
2,1,1.0,2,0,5,32,1,N,2
1,1,1.0,2,1,5,38,1,N,2
2,3,2.0,1,4,4,93,1,N,2
1,6,2.0,1,0,5,20,1,N,2
2,4,2.0,1,8,7,61,1,N,2
2,3,2.0,1,6,7,82,1,N,2
2,3,2.0,1,5,7,60,1,N,2
2,6,2.0,2,0,4,40,1,N,2
1,3,2.0,1,4,4,73,1,N,2
1,6,2.0,1,1,7,28,1,N,2
2,4,2.0,1,2,4,79,1,N,2
1,4,2.0,1,4,6,60,1,N,2
1,6,1.0,1,9,10,79,1,N,2
1,4,2.0,1,3,8,61,1,N,2
2,4,2.0,1,6,7,42,1,N,2
2,6,2.0,1,9,9,46,1,N,2
1,6,2.0,1,4,5,22,1,N,2
2,4,2.0,1,5,10,72,1,N,2
1,1,2.0,1,8,7,77,1,N,2
1,1,2.0,1,4,5,53,1,N,2
2,6,2.0,1,6,7,41,1,N,2
1,6,2.0,1,2,5,26,1,N,2
1,6,2.0,1,2,5,39,1,N,2
2,1,2.0,1,5,9,61,1,N,2
1,1,2.0,1,5,9,65,1,N,2
2,1,2.0,1,6,5,59,1,N,2
1,1,2.0,1,1,5,65,1,N,2
2,6,2.0,1,1,5,39,1,N,2
1,6,2.0,1,4,8,50,1,N,2
1,1,2.0,2,5,4,64,1,N,2
2,6,2.0,1,3,5,58,1,N,1
1,6,2.0,1,3,4,39,1,N,2
1,6,2.0,1,1,4,39,1,N,2
2,6,2.0,1,0,4,23,1,N,1
2,5,2.0,2,1,5,60,1,N,1
1,3,2.0,1,7,5,71,1,N,2
2,6,2.0,2,2,7,52,1,N,2
1,3,2.0,2,2,5,75,1,N,2
1,1,1.0,1,8,9,24,1,N,2
2,1,1.0,1,0,9,23,1,N,2
2,4,2.0,2,4,7,40,1,N,2
2,6,2.0,2,1,4,19,1,N,2
2,6,2.0,2,0,4,16,1,N,2
2,1,2.0,1,2,6,60,1,N,2
1,1,2.0,1,3,7,66,1,N,2
2,6,2.0,2,2,5,62,1,N,2
2,6,2.0,2,0,4,20,1,N,2
1,6,2.0,2,0,4,15,1,N,2
2,4,2.0,1,7,10,76,1,N,2
1,1,1.0,2,4,3,38,1,N,2
2,1,1.0,2,3,5,38,1,N,2
2,6,2.0,1,7,10,61,1,N,2
2,6,9.0,1,6,9,23,1,N,2
2,1,2.0,1,8,12,48,1,4,2
1,1,2.0,1,6,9,55,1,N,2
1,4,2.0,1,2,8,56,1,N,2
1,5,2.0,2,3,4,65,1,N,2
2,5,2.0,2,3,5,65,1,N,2
1,4,2.0,1,3,5,72,1,N,2
1,1,2.0,1,7,8,77,1,5,2
2,1,2.0,1,5,5,74,1,N,2
1,6,2.0,2,5,8,32,1,N,2
2,1,2.0,1,5,7,62,1,N,2
1,1,2.0,1,5,7,65,1,N,2
1,6,2.0,1,5,4,39,1,N,2
1,6,2.0,1,7,5,35,1,N,2
2,3,2.0,1,3,5,74,1,N,2
1,1,2.0,1,4,7,71,1,N,2
2,1,6.0,1,2,5,65,1,N,2
1,6,9.0,1,2,7,30,1,N,2
2,4,2.0,1,3,8,70,1,N,2
2,1,2.0,1,2,5,60,1,N,2
1,1,2.0,1,4,5,58,1,N,2
2,6,2.0,1,6,7,71,1,N,1
2,5,2.0,2,3,7,59,1,N,2
2,3,1.0,1,3,4,88,1,N,2
2,3,2.0,1,6,10,76,1,N,2
1,5,2.0,2,0,5,46,1,N,2
2,4,2.0,2,4,7,47,1,N,1
2,6,2.0,2,1,4,17,1,N,2
1,1,2.0,1,7,12,64,1,N,2
2,1,2.0,1,1,7,61,1,N,2
2,4,2.0,1,2,5,72,1,N,1
2,6,2.0,1,5,5,34,1,N,1
2,6,2.0,1,4,5,59,1,N,2
1,6,2.0,1,4,5,38,1,N,2
2,6,2.0,1,0,5,56,1,N,2
2,3,2.0,1,6,7,67,1,N,2
1,4,2.0,1,1,7,77,1,N,2
2,6,2.0,2,1,5,21,1,N,2
1,1,2.0,1,8,3,81,1,N,2
2,1,2.0,1,2,7,85,1,N,2
2,3,2.0,1,7,5,72,1,N,2
1,4,2.0,2,5,5,46,1,N,2
2,6,2.0,2,2,5,44,1,N,2
2,6,2.0,2,2,5,71,1,N,2
2,6,2.0,1,8,7,60,1,N,2
2,3,2.0,1,4,5,88,1,N,2
2,6,2.0,1,9,4,54,1,N,2
2,6,1.0,1,0,1,70,1,N,1
2,3,2.0,1,5,7,61,1,N,2
2,6,2.0,1,7,10,38,1,N,2
1,4,2.0,1,5,5,56,1,N,2
1,6,2.0,1,7,10,54,1,N,2
2,4,2.0,2,5,7,59,1,N,2
1,6,2.0,2,3,4,55,1,N,1
2,6,2.0,2,6,5,31,1,N,2
2,4,1.0,2,5,10,45,1,N,1
1,6,2.0,2,6,7,27,1,N,2
2,6,1.0,2,3,6,72,1,N,2
1,1,2.0,2,8,5,27,1,N,2
2,1,2.0,2,3,5,26,1,N,2
2,5,2.0,2,1,5,48,1,N,2
2,6,6.0,0,3,5,39,3,N,2
1,6,1.0,0,1,7,22,3,N,2
2,6,1.0,0,2,5,19,3,N,2
1,6,2.0,0,2,4,19,3,N,2
1,6,1.0,0,1,7,21,3,N,2
1,6,1.0,0,7,10,64,3,N,2
2,6,2.0,0,1,7,57,3,N,2
1,4,1.0,0,1,7,68,3,N,2
1,6,9.0,0,1,7,29,3,N,2
1,6,1.0,0,2,7,59,2,N,2
1,6,1.0,0,2,7,22,3,N,2
2,6,1.0,0,2,4,24,3,N,2
2,6,2.0,0,0,5,23,3,N,2
2,6,6.0,0,4,9,26,3,N,2
2,6,1.0,0,2,4,28,3,N,2
1,6,1.0,0,3,8,22,3,N,2
1,6,1.0,0,0,5,56,2,N,2
2,6,1.0,0,0,7,36,3,N,2
1,6,1.0,0,3,7,23,3,N,2
1,6,1.0,0,1,4,16,3,N,2
1,6,1.0,0,5,9,83,2,N,1
1,6,1.0,0,0,7,31,3,N,2
1,6,1.0,0,1,6,18,3,N,2
1,6,2.0,0,1,4,61,3,N,2
1,6,6.0,0,1,5,17,3,N,2
2,6,2.0,0,2,7,21,3,N,2
2,6,1.0,0,2,5,17,3,N,2
1,6,2.0,0,0,9,23,3,N,2
1,6,2.0,0,2,7,59,3,3,2
2,6,6.0,0,3,5,94,2,N,2
2,6,1.0,0,1,5,52,3,N,2
1,6,1.0,0,1,7,46,3,N,1
1,6,1.0,0,1,6,18,3,N,2
1,6,2.0,0,6,5,17,3,N,2
1,4,1.0,0,6,5,68,2,N,2
2,6,1.0,0,1,6,18,3,N,2
2,6,1.0,0,2,4,18,3,N,2
2,6,1.0,0,1,7,57,3,N,2
