SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1.0,1,2.0,1.0,4,5,53,1.0,N,2.0
2.0,6,2.0,1.0,6,7,41,1.0,N,2.0
1.0,6,2.0,1.0,2,5,26,1.0,N,2.0
1.0,6,2.0,1.0,2,5,39,1.0,N,2.0
2.0,6,2.0,2.0,2,7,52,1.0,N,2.0
1.0,1,1.0,1.0,8,9,24,1.0,N,2.0
2.0,1,1.0,1.0,0,9,23,1.0,N,2.0
2.0,6,2.0,2.0,1,4,19,1.0,N,2.0
2.0,6,2.0,2.0,0,4,16,1.0,N,2.0
2.0,6,2.0,2.0,2,5,62,1.0,N,2.0
2.0,6,2.0,2.0,0,4,20,1.0,N,2.0
1.0,6,2.0,2.0,0,4,15,1.0,N,2.0
2.0,1,2.0,1.0,5,7,62,1.0,N,2.0
1.0,6,2.0,1.0,7,5,35,1.0,N,2.0
1.0,1,2.0,1.0,4,7,71,1.0,N,2.0
2.0,1,2.0,1.0,2,5,60,1.0,N,2.0
1.0,1,2.0,1.0,4,5,58,1.0,N,2.0
2.0,6,2.0,2.0,1,4,17,1.0,N,2.0
2.0,6,2.0,1.0,0,5,56,1.0,N,2.0
2.0,6,2.0,2.0,1,5,21,1.0,N,2.0
2.0,6,2.0,2.0,2,5,44,1.0,N,2.0
2.0,6,2.0,2.0,2,5,71,1.0,N,2.0
2.0,4,2.0,2.0,5,7,59,1.0,N,2.0
1.0,6,2.0,2.0,6,7,27,1.0,N,2.0
1.0,6,1.0,0.0,1,7,22,3.0,N,2.0
1.0,6,1.0,0.0,1,7,21,3.0,N,2.0
2.0,6,2.0,0.0,1,7,57,3.0,N,2.0
1.0,6,1.0,0.0,2,7,22,3.0,N,2.0
2.0,6,2.0,0.0,0,5,23,3.0,N,2.0
2.0,6,1.0,0.0,0,7,36,3.0,N,2.0
1.0,6,1.0,0.0,3,7,23,3.0,N,2.0
1.0,6,1.0,0.0,0,7,31,3.0,N,2.0
2.0,6,1.0,0.0,1,7,57,3.0,N,2.0
1.0,6,1.0,2.0,9,9,34,1.0,N,2.0
1.0,1,1.0,2.0,9,9,44,1.0,N,2.0
2.0,1,1.0,2.0,9,9,38,1.0,N,2.0
2.0,6,1.0,2.0,3,9,31,1.0,N,2.0
1.0,1,1.0,1.0,9,10,77,1.0,N,2.0
1.0,6,1.0,2.0,8,9,26,1.0,N,2.0
2.0,1,1.0,2.0,7,10,31,1.0,N,2.0
1.0,1,1.0,1.0,9,9,73,1.0,N,2.0
2.0,1,1.0,1.0,5,7,67,1.0,N,2.0
1.0,6,1.0,1.0,6,9,29,1.0,N,2.0
1.0,1,6.0,1.0,9,9,38,1.0,N,2.0
2.0,1,6.0,1.0,9,9,37,1.0,N,2.0
2.0,1,6.0,1.0,8,10,43,1.0,N,2.0
1.0,1,6.0,1.0,9,9,44,1.0,N,2.0
1.0,6,1.0,2.0,8,9,59,1.0,N,2.0
1.0,1,1.0,1.0,9,12,67,1.0,N,2.0
2.0,1,1.0,1.0,0,10,67,1.0,N,2.0
1.0,6,1.0,2.0,5,7,32,1.0,N,2.0
1.0,1,1.0,1.0,9,9,53,1.0,N,2.0
2.0,1,1.0,1.0,7,9,52,1.0,N,2.0
2.0,6,1.0,1.0,0,5,18,1.0,N,2.0
1.0,1,6.0,1.0,9,10,65,1.0,N,2.0
2.0,1,6.0,1.0,9,10,52,1.0,N,2.0
1.0,1,6.0,1.0,9,12,55,1.0,N,2.0
1.0,1,1.0,1.0,9,10,78,1.0,N,2.0
2.0,1,1.0,1.0,6,9,68,1.0,N,2.0
1.0,1,1.0,1.0,9,5,66,1.0,N,2.0
2.0,1,1.0,1.0,6,9,62,1.0,N,2.0
2.0,6,1.0,1.0,8,9,26,1.0,N,2.0
2.0,6,1.0,1.0,2,9,44,1.0,N,2.0
1.0,6,1.0,2.0,7,9,26,1.0,N,2.0
1.0,6,1.0,2.0,9,9,26,1.0,N,2.0
2.0,1,1.0,2.0,9,9,32,1.0,N,2.0
1.0,1,1.0,2.0,7,10,39,1.0,N,2.0
1.0,1,1.0,2.0,7,9,54,1.0,N,2.0
1.0,1,1.0,1.0,9,10,54,1.0,N,2.0
1.0,6,1.0,2.0,4,9,37,1.0,N,2.0
1.0,1,1.0,2.0,9,10,49,1.0,N,2.0
2.0,1,1.0,1.0,9,10,41,1.0,N,2.0
1.0,1,1.0,1.0,9,12,45,1.0,N,2.0
1.0,1,1.0,1.0,4,10,72,1.0,N,2.0
2.0,1,1.0,1.0,2,9,66,1.0,N,2.0
1.0,6,1.0,2.0,7,9,37,1.0,N,2.0
1.0,1,1.0,1.0,9,10,57,1.0,N,2.0
2.0,1,1.0,1.0,4,9,53,1.0,N,2.0
2.0,6,2.0,2.0,3,7,56,1.0,N,2.0
1.0,1,6.0,1.0,9,11,51,1.0,N,2.0
2.0,1,1.0,1.0,9,10,51,1.0,N,2.0
1.0,1,1.0,1.0,9,9,42,1.0,N,2.0
2.0,1,1.0,1.0,8,9,38,1.0,N,2.0
2.0,1,1.0,2.0,9,10,30,1.0,N,2.0
1.0,1,1.0,2.0,9,10,29,1.0,N,2.0
1.0,1,1.0,2.0,9,10,40,1.0,N,2.0
2.0,1,1.0,1.0,9,9,59,1.0,N,2.0
1.0,1,1.0,1.0,8,9,69,1.0,N,2.0
2.0,4,1.0,1.0,9,9,45,1.0,N,2.0
1.0,6,1.0,2.0,9,9,31,1.0,N,2.0
2.0,1,1.0,1.0,9,10,64,1.0,N,2.0
1.0,1,1.0,1.0,9,9,65,1.0,N,2.0
1.0,4,1.0,1.0,9,9,58,1.0,N,2.0
2.0,1,1.0,1.0,9,7,56,1.0,N,2.0
1.0,1,1.0,1.0,6,8,60,1.0,N,2.0
1.0,6,1.0,1.0,2,4,24,1.0,N,2.0
1.0,6,1.0,2.0,7,9,30,1.0,N,2.0
1.0,6,1.0,2.0,7,9,30,1.0,N,2.0
2.0,6,1.0,2.0,9,9,26,1.0,N,2.0
1.0,6,1.0,1.0,6,9,69,1.0,N,2.0
1.0,6,1.0,2.0,9,10,35,1.0,N,2.0
1.0,6,1.0,2.0,8,9,27,1.0,N,2.0
1.0,1,6.0,1.0,9,12,39,1.0,N,2.0
2.0,1,6.0,1.0,0,9,39,1.0,N,2.0
1.0,1,1.0,1.0,9,10,64,1.0,N,2.0
2.0,1,1.0,1.0,0,9,57,1.0,N,2.0
2.0,6,1.0,1.0,0,4,16,1.0,N,2.0
2.0,1,6.0,1.0,9,10,48,1.0,N,2.0
1.0,1,6.0,1.0,9,12,48,1.0,N,2.0
2.0,6,6.0,1.0,0,4,15,1.0,N,2.0
2.0,6,6.0,1.0,0,4,15,1.0,N,2.0
2.0,1,1.0,1.0,9,11,64,1.0,N,2.0
2.0,4,1.0,1.0,8,10,51,1.0,N,2.0
2.0,6,1.0,1.0,8,10,49,1.0,N,2.0
1.0,1,1.0,1.0,9,8,83,1.0,N,2.0
2.0,1,1.0,1.0,7,9,85,1.0,N,2.0
1.0,6,1.0,2.0,8,9,26,1.0,N,2.0
2.0,6,1.0,2.0,8,9,26,1.0,N,2.0
1.0,1,1.0,1.0,9,10,50,1.0,N,2.0
1.0,1,6.0,2.0,9,10,44,1.0,N,2.0
2.0,1,1.0,1.0,0,9,57,1.0,N,2.0
1.0,1,1.0,1.0,9,10,57,1.0,N,2.0
1.0,6,1.0,2.0,9,10,32,1.0,N,2.0
1.0,1,1.0,1.0,7,9,34,1.0,N,2.0
2.0,1,6.0,1.0,9,10,34,1.0,N,2.0
1.0,4,1.0,1.0,9,10,76,1.0,N,2.0
2.0,6,1.0,2.0,9,9,37,1.0,N,2.0
1.0,1,1.0,1.0,9,9,66,1.0,N,2.0
2.0,1,1.0,1.0,5,9,58,1.0,N,2.0
1.0,1,1.0,1.0,9,9,78,1.0,N,2.0
1.0,1,1.0,1.0,8,12,75,1.0,N,2.0
2.0,1,6.0,1.0,0,9,33,1.0,N,2.0
1.0,1,1.0,2.0,7,9,78,1.0,N,2.0
2.0,1,6.0,1.0,0,10,61,1.0,N,2.0
2.0,1,1.0,2.0,9,9,36,1.0,N,2.0
1.0,1,1.0,1.0,9,9,60,1.0,N,2.0
2.0,1,6.0,1.0,9,10,55,1.0,N,2.0
2.0,6,1.0,2.0,9,9,52,1.0,N,2.0
1.0,1,1.0,1.0,9,12,75,1.0,N,2.0
2.0,1,1.0,1.0,2,9,76,1.0,N,2.0
1.0,1,6.0,1.0,9,12,40,1.0,N,2.0
2.0,1,6.0,1.0,9,10,40,1.0,N,2.0
2.0,6,1.0,2.0,5,9,24,1.0,N,2.0
1.0,1,1.0,1.0,9,10,41,1.0,N,2.0
1.0,1,1.0,1.0,9,10,45,1.0,N,2.0
2.0,1,6.0,1.0,8,10,45,1.0,N,2.0
1.0,1,1.0,1.0,9,9,66,1.0,N,2.0
2.0,1,1.0,1.0,2,8,68,1.0,N,2.0
2.0,1,1.0,1.0,7,7,59,1.0,N,2.0
1.0,1,1.0,1.0,9,5,60,1.0,N,2.0
1.0,6,1.0,1.0,3,7,34,1.0,N,2.0
2.0,1,1.0,1.0,5,9,85,1.0,N,2.0
1.0,6,1.0,1.0,1,7,19,1.0,N,2.0
1.0,1,1.0,1.0,9,7,59,1.0,N,2.0
2.0,1,1.0,1.0,9,10,60,1.0,N,2.0
1.0,1,6.0,1.0,9,12,44,1.0,N,2.0
2.0,1,6.0,1.0,9,10,45,1.0,N,2.0
1.0,1,1.0,1.0,9,7,74,1.0,N,2.0
2.0,1,1.0,1.0,4,9,73,1.0,N,2.0
1.0,1,1.0,1.0,8,9,61,1.0,N,2.0
2.0,1,1.0,1.0,9,9,56,1.0,N,2.0
1.0,1,6.0,1.0,9,10,34,1.0,N,2.0
2.0,1,6.0,1.0,8,10,32,1.0,N,2.0
1.0,1,6.0,1.0,9,12,39,1.0,N,2.0
2.0,1,6.0,1.0,9,11,38,1.0,N,2.0
1.0,1,6.0,1.0,9,9,52,1.0,N,2.0
2.0,1,6.0,1.0,8,10,54,1.0,N,2.0
2.0,6,6.0,1.0,0,4,16,1.0,N,2.0
1.0,1,6.0,1.0,9,10,46,1.0,N,2.0
2.0,6,6.0,1.0,0,4,15,1.0,N,2.0
2.0,1,1.0,1.0,7,12,68,1.0,N,2.0
1.0,1,1.0,1.0,8,10,72,1.0,N,2.0
1.0,1,6.0,2.0,9,10,42,1.0,N,2.0
1.0,6,1.0,1.0,9,9,30,1.0,N,2.0
2.0,6,1.0,1.0,8,9,27,1.0,N,2.0
1.0,1,6.0,2.0,9,10,42,1.0,N,2.0
2.0,6,1.0,2.0,9,9,28,1.0,N,2.0
1.0,6,1.0,2.0,9,9,31,1.0,N,2.0
2.0,1,1.0,1.0,1,10,63,1.0,N,2.0
1.0,1,1.0,1.0,9,10,64,1.0,N,2.0
1.0,1,1.0,2.0,9,12,33,1.0,N,2.0
1.0,6,1.0,2.0,9,10,37,1.0,N,2.0
1.0,6,1.0,2.0,8,9,24,1.0,N,2.0
2.0,6,1.0,2.0,7,9,24,1.0,N,2.0
1.0,1,1.0,1.0,9,11,78,1.0,N,2.0
1.0,1,1.0,2.0,9,9,36,1.0,N,2.0
2.0,1,1.0,2.0,0,9,34,1.0,N,2.0
1.0,1,1.0,2.0,9,9,34,1.0,N,2.0
2.0,1,1.0,2.0,7,10,29,1.0,N,2.0
1.0,1,6.0,1.0,9,9,60,1.0,N,2.0
2.0,1,6.0,1.0,9,10,56,1.0,N,2.0
1.0,6,6.0,1.0,0,4,15,1.0,N,2.0
2.0,1,1.0,2.0,7,9,38,1.0,N,2.0
1.0,1,1.0,2.0,9,9,42,1.0,N,2.0
1.0,1,1.0,2.0,9,11,39,1.0,N,2.0
2.0,1,6.0,1.0,8,9,31,1.0,N,2.0
1.0,1,6.0,1.0,9,10,31,1.0,N,2.0
1.0,6,6.0,2.0,8,9,24,1.0,N,2.0
1.0,6,6.0,2.0,8,9,24,1.0,N,2.0
1.0,6,6.0,2.0,8,9,24,1.0,N,2.0
1.0,1,1.0,1.0,9,11,64,1.0,N,2.0
2.0,1,1.0,1.0,0,9,64,1.0,N,2.0
1.0,1,6.0,1.0,9,12,45,1.0,N,2.0
2.0,1,6.0,1.0,9,10,45,1.0,N,2.0
2.0,6,6.0,1.0,0,4,17,1.0,N,2.0
2.0,6,1.0,2.0,8,9,27,1.0,N,2.0
1.0,1,1.0,1.0,9,9,82,1.0,N,2.0
2.0,1,1.0,1.0,8,9,76,1.0,N,2.0
2.0,1,1.0,1.0,0,11,68,1.0,N,2.0
1.0,1,1.0,1.0,9,10,45,1.0,N,2.0
2.0,1,1.0,1.0,6,9,41,1.0,N,2.0
2.0,6,1.0,1.0,0,3,15,1.0,N,2.0
1.0,1,1.0,1.0,4,10,79,1.0,N,2.0
2.0,1,1.0,1.0,2,5,77,1.0,N,2.0
1.0,1,1.0,1.0,9,10,53,1.0,N,2.0
2.0,1,1.0,2.0,9,10,41,1.0,N,2.0
1.0,1,1.0,2.0,7,9,45,1.0,N,2.0
1.0,1,6.0,1.0,9,12,47,1.0,N,2.0
2.0,1,6.0,1.0,7,10,43,1.0,N,2.0
1.0,6,1.0,2.0,9,10,35,1.0,N,2.0
2.0,3,1.0,1.0,9,9,74,1.0,N,2.0
1.0,1,6.0,1.0,9,10,48,1.0,N,2.0
2.0,1,6.0,1.0,0,9,42,1.0,N,2.0
1.0,6,6.0,1.0,0,4,15,1.0,N,2.0
1.0,1,1.0,2.0,9,9,47,1.0,N,2.0
1.0,1,1.0,1.0,9,9,52,1.0,N,2.0
2.0,1,1.0,1.0,2,10,48,1.0,N,2.0
1.0,6,1.0,1.0,0,3,15,1.0,N,2.0
2.0,1,6.0,1.0,9,9,45,1.0,N,2.0
1.0,1,6.0,1.0,9,9,59,1.0,N,2.0
2.0,6,1.0,2.0,7,9,28,1.0,N,2.0
1.0,6,1.0,2.0,5,9,29,1.0,N,2.0
1.0,6,1.0,2.0,7,9,43,1.0,N,2.0
1.0,1,1.0,2.0,9,9,29,1.0,N,2.0
2.0,1,1.0,2.0,2,7,28,1.0,N,2.0
2.0,6,1.0,2.0,8,10,48,1.0,N,2.0
2.0,1,6.0,2.0,0,9,50,1.0,N,2.0
1.0,6,1.0,1.0,8,9,72,1.0,N,2.0
2.0,1,1.0,1.0,9,11,43,1.0,N,2.0
1.0,1,1.0,1.0,9,9,42,1.0,N,2.0
2.0,6,1.0,1.0,1,9,28,1.0,N,2.0
2.0,6,1.0,1.0,8,10,32,1.0,N,2.0
1.0,1,1.0,1.0,2,9,65,1.0,N,2.0
1.0,1,1.0,1.0,8,11,71,1.0,N,2.0
2.0,1,1.0,1.0,6,8,74,1.0,N,2.0
1.0,6,1.0,2.0,8,9,26,1.0,N,2.0
2.0,6,1.0,2.0,8,9,27,1.0,N,2.0
2.0,6,1.0,2.0,8,9,25,1.0,N,2.0
2.0,1,6.0,1.0,7,10,59,1.0,N,2.0
1.0,1,6.0,2.0,9,10,51,1.0,N,2.0
1.0,1,1.0,1.0,6,8,86,1.0,N,2.0
2.0,1,1.0,1.0,2,4,83,1.0,N,2.0
1.0,6,1.0,1.0,5,9,55,1.0,N,2.0
2.0,1,1.0,1.0,9,9,41,1.0,N,2.0
1.0,1,1.0,1.0,9,10,46,1.0,N,2.0
1.0,1,1.0,2.0,9,11,43,1.0,N,2.0
2.0,1,1.0,2.0,9,10,40,1.0,N,2.0
2.0,1,1.0,1.0,3,9,55,1.0,N,2.0
1.0,1,1.0,1.0,9,12,54,1.0,N,2.0
1.0,6,1.0,1.0,0,4,16,1.0,N,2.0
1.0,6,1.0,2.0,9,10,32,1.0,N,2.0
2.0,1,1.0,1.0,0,9,47,1.0,N,2.0
1.0,1,6.0,1.0,9,9,49,1.0,N,2.0
1.0,6,1.0,1.0,1,5,19,1.0,N,2.0
1.0,6,1.0,2.0,9,9,28,1.0,N,2.0
1.0,1,1.0,1.0,8,10,73,1.0,N,2.0
2.0,1,1.0,1.0,9,12,67,1.0,N,2.0
