PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
29-01901,86,1,1,0,2,0,2,1,1,5434.8,N,N,5,23400.0,4,208,N,2,2,2,2,118,117,12986
36-04010,3,1,N,0,2,3,8,1,1,50441.6,N,N,2,N,N,219,N,N,N,2,2,139,95,23561
17-03531,9,2,N,2,2,2,3,1,2,11171.6,N,N,3,N,N,172,N,2,2,2,2,209,209,25162
24-01004,82,1,1,0,1,0,2,1,1,4187.9,6970,9,9,61900.0,6,462,N,2,2,2,2,90,90,9474
30-00600,14,1,N,0,1,3,5,1,1,16.3,N,N,3,N,N,470,N,2,2,2,2,101,78,26954
51-51255,37,1,6,2,9,0,N,1,2,11224.3,5170,6,9,72000.0,7,501,N,2,2,2,2,79,79,21588
38-00100,43,2,2,0,1,0,N,1,2,73.0,9680,17,10,123000.0,9,501,N,2,2,2,2,80,79,18418
38-00100,8,1,N,2,9,0,7,1,1,73.0,N,N,3,N,N,308,N,2,2,2,2,124,61,24234
38-00100,39,2,1,0,1,2,4,1,1,73.0,6870,9,7,138000.0,9,501,N,2,2,2,2,32,32,17986
29-01901,26,2,1,0,1,0,2,1,2,5434.8,8191,12,9,0.0,0,334,N,2,2,2,2,108,108,12464
19-01700,33,2,6,0,1,2,3,1,2,3572.3,7860,11,10,55000.0,7,268,N,2,2,2,2,96,96,7344
24-01004,76,1,1,0,1,0,2,1,1,4187.9,9170,15,12,70000.0,7,501,N,2,2,2,2,63,63,10067
24-01004,5,1,N,2,1,4,6,1,2,4187.9,N,N,2,N,N,501,N,2,2,2,2,91,105,26066
13-04600,92,2,3,0,2,0,N,1,1,3670.4,N,N,5,27600.0,5,228,N,2,1,2,2,59,59,4421
32-00405,19,2,6,1,8,0,4,1,1,7990.5,9920,18,5,0.0,0,370,N,2,2,2,2,51,57,15651
51-51255,63,2,1,0,1,1,3,1,1,11224.3,9370,16,10,75000.0,7,365,N,2,2,2,2,301,282,22153
19-01700,55,2,1,0,1,0,2,1,1,3572.3,8660,14,5,80000.0,9,501,N,2,2,2,2,98,98,7548
36-03710,25,1,6,1,2,0,N,1,2,52864.7,9160,15,3,45000.0,6,342,N,2,2,2,2,90,90,16166
01-01301,65,1,1,0,2,0,3,1,1,2731.2,N,N,5,1400.0,1,207,N,2,2,2,2,66,80,543
51-01301,60,2,1,0,1,0,3,1,1,11162.8,9190,15,10,137000.0,9,501,N,2,2,2,2,69,84,22846
36-04010,52,2,4,0,2,0,4,1,2,50441.6,8290,12,7,58000.0,7,312,N,2,2,2,2,148,148,16461
40-00200,55,1,6,0,3,0,N,1,1,90.7,7790,10,6,20000.0,4,150,N,2,2,2,2,47,47,20242
30-00600,12,1,N,0,1,3,5,1,1,16.3,N,N,3,N,N,333,N,2,2,2,2,322,326,27198
38-00100,9,1,N,0,5,2,4,1,1,73.0,N,N,3,N,N,148,N,2,2,2,2,117,36,24431
01-01301,93,1,6,0,2,N,N,2,0,2731.2,N,N,3,9000.0,2,N,N,1,1,2,2,14,0,80
24-01004,49,2,1,0,1,2,4,1,1,4187.9,9490,16,10,130000.0,9,501,N,2,2,2,2,39,39,8804
29-01901,61,2,1,0,1,0,2,1,1,5434.8,6690,8,9,34000.0,6,501,N,2,2,2,2,137,108,12781
38-00100,1,1,N,0,1,2,4,1,1,73.0,N,N,N,N,N,188,N,N,N,2,2,44,34,24378
06-08507,15,2,6,0,6,2,4,1,1,3305.1,N,N,4,0.0,0,501,N,2,2,2,2,58,57,841
17-03529,7,2,N,0,1,3,5,1,2,15097.5,N,N,3,N,N,181,N,2,2,2,2,46,58,25305
30-00600,16,2,6,0,3,7,9,1,1,16.3,N,N,4,0.0,0,0,N,2,2,2,2,94,124,13458
19-01700,25,1,1,0,6,1,3,1,2,3572.3,3570,4,8,25000.0,4,122,N,2,2,2,2,367,368,7858
36-03710,40,2,1,2,1,1,3,1,1,52864.7,7480,10,7,50000.0,6,493,N,2,2,2,2,43,43,17153
40-00200,5,2,N,1,9,4,6,1,2,90.7,N,N,2,N,N,76,N,1,1,1,2,100,395,24869
24-01004,47,1,1,0,9,2,4,1,2,4187.9,9470,16,7,75500.0,7,501,N,2,2,2,2,102,71,9729
28-01100,30,2,1,0,2,2,4,1,2,2674.3,5370,6,5,18700.0,4,157,N,2,2,2,2,156,155,11653
51-01301,25,2,6,1,8,2,4,1,1,11162.8,9290,15,9,5000.0,1,37,N,2,2,2,2,101,66,22166
06-08507,35,2,1,0,6,2,4,1,2,3305.1,N,N,9,0.0,0,391,N,2,2,2,2,200,217,2621
29-01901,23,1,6,0,1,0,N,1,2,5434.8,6970,9,9,30000.0,5,229,N,2,2,2,2,73,72,12861
51-01301,94,2,3,0,6,0,N,1,1,11162.8,N,N,4,14000.0,3,115,N,1,1,2,1,114,115,22022
06-07502,34,2,1,1,1,1,3,1,2,33632.6,6970,9,9,95050.0,8,501,N,2,2,2,2,143,144,2282
40-00200,42,2,4,0,3,3,5,1,1,90.7,8590,14,9,21000.0,4,138,N,2,2,2,2,55,55,19685
51-01301,15,1,6,0,1,4,6,1,1,11162.8,N,N,3,1200.0,1,501,N,2,2,2,2,97,79,22406
24-01004,75,1,1,0,1,0,2,1,2,4187.9,9170,15,12,50000.0,6,501,N,2,2,2,2,65,52,8799
08-00803,41,1,1,0,1,3,5,1,1,3393.2,9490,16,12,70000.0,7,501,N,2,2,2,2,53,55,3901
30-00600,25,2,1,0,1,1,3,1,1,16.3,8270,12,7,32000.0,5,501,N,2,2,2,2,107,107,13861
17-03531,11,1,N,0,2,3,5,1,1,11171.6,N,N,3,N,N,415,N,2,2,2,2,51,47,25040
17-03529,25,1,6,0,1,N,N,3,0,15097.5,7870,11,9,40000.0,6,N,N,2,2,2,2,27,0,5151
17-03529,23,2,6,0,6,0,N,1,1,15097.5,7390,10,9,50000.0,6,382,N,2,2,2,2,74,44,6348
36-04010,35,2,5,0,2,2,3,1,2,50441.6,7670,10,7,26500.0,4,130,N,2,2,2,2,72,72,16296
30-00600,9,1,N,0,1,2,4,1,1,16.3,N,N,3,N,N,377,N,2,2,2,2,18,20,27088
30-00600,87,2,3,0,1,0,N,1,1,16.3,N,N,5,21800.0,4,179,N,2,1,2,2,59,59,14088
40-00200,15,2,6,0,1,1,3,1,1,90.7,N,N,4,0.0,0,425,N,2,2,2,2,97,78,20258
13-04600,41,1,1,0,2,3,6,1,2,3670.4,8191,12,8,37000.0,6,159,N,2,2,2,2,268,284,4615
51-51255,57,1,1,0,1,0,4,1,1,11224.3,9590,16,9,212040.0,9,501,N,2,2,2,2,52,52,21034
30-00600,68,1,1,0,1,0,2,1,1,16.3,N,N,9,6200.0,1,199,3,2,2,2,2,27,26,13300
24-01004,30,1,6,0,1,0,N,1,2,4187.9,9190,15,9,70000.0,7,501,N,2,2,2,2,69,68,9467
17-03531,76,1,1,0,2,0,2,1,1,11171.6,N,N,5,1600.0,1,74,N,1,2,2,2,64,64,6461
30-00600,59,1,1,0,3,1,4,1,1,16.3,9370,16,7,26200.0,5,244,N,2,2,1,2,76,76,13634
17-03531,76,2,1,0,2,0,2,1,1,11171.6,N,N,5,25100.0,4,274,N,2,2,2,2,124,124,5903
13-04600,19,1,6,0,1,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,11,0,4144
30-00600,61,1,1,0,1,0,2,1,1,16.3,N,N,8,5000.0,1,501,N,2,2,2,2,23,23,13680
17-03529,27,2,4,1,1,3,4,1,2,15097.5,7990,12,7,16400.0,3,63,N,2,2,2,2,185,184,6776
06-07502,61,1,6,0,2,N,N,3,0,33632.6,N,N,4,1600.0,1,12,N,1,2,2,2,133,0,666
17-03529,20,2,6,4,1,N,N,3,0,15097.5,7870,11,7,12100.0,2,N,N,2,2,2,2,155,0,5144
32-00405,2,1,N,1,1,0,4,1,2,7990.5,N,N,N,N,N,300,N,N,N,2,2,283,177,23157
51-51255,32,1,6,0,1,0,3,1,1,11224.3,4170,5,7,36500.0,5,501,N,2,2,2,2,55,34,21664
26-02702,77,1,1,0,6,0,2,1,1,4817.2,N,N,12,163000.0,9,501,N,2,2,2,2,118,54,10710
32-00405,3,1,N,1,3,1,2,1,2,7990.5,N,N,1,N,N,69,N,N,N,2,2,152,92,23180
36-04010,60,1,1,0,2,0,3,1,1,50441.6,4971,6,5,93000.0,8,501,N,2,2,2,2,88,79,16465
17-03529,73,1,3,0,2,0,N,1,2,15097.5,N,N,4,9000.0,2,74,N,1,2,2,2,83,82,6068
28-01100,6,1,N,0,2,1,2,1,2,2674.3,N,N,1,N,N,55,N,2,2,2,2,276,176,26741
36-03710,18,1,6,2,1,0,4,1,2,52864.7,9170,15,7,8200.0,2,35,N,2,2,2,2,111,109,17646
26-02702,38,1,6,0,2,1,2,1,2,4817.2,8680,14,6,40000.0,6,305,N,2,2,2,2,142,100,10762
51-01301,11,2,N,0,1,1,2,1,2,11162.8,N,N,3,N,N,501,N,2,2,2,2,87,117,25645
36-03710,73,1,4,0,2,0,N,1,2,52864.7,N,N,7,15600.0,3,127,N,2,2,2,2,102,103,17224
30-00600,9,1,N,0,1,1,2,1,2,16.3,N,N,3,N,N,95,N,2,2,2,2,413,496,27032
36-04010,48,1,6,0,2,N,N,2,0,50441.6,N,N,7,0.0,0,N,N,2,1,2,2,90,0,16074
06-07502,22,1,6,0,1,N,N,3,0,33632.6,5391,6,8,15700.0,3,N,N,2,2,2,2,4,0,657
30-00600,60,1,4,0,1,0,N,1,1,16.3,N,N,6,35000.0,6,267,N,2,1,2,1,105,105,13826
26-02702,52,1,1,1,8,0,2,1,2,4817.2,170,0,4,52000.0,7,384,N,2,2,2,2,87,87,10721
38-00100,55,1,3,0,1,N,N,2,0,73.0,N,N,8,0.0,0,N,N,2,1,2,2,48,0,17744
51-51255,57,1,1,0,1,0,2,1,1,11224.3,7270,10,11,528900.0,9,501,N,2,2,2,2,75,75,21173
32-00405,4,1,N,1,8,0,5,1,1,7990.5,N,N,1,N,N,165,N,N,N,2,2,82,56,23031
40-00200,46,1,1,0,3,1,3,1,1,90.7,7580,10,6,25000.0,5,121,N,2,2,2,2,67,53,19722
13-04600,92,2,3,0,2,0,2,1,1,3670.4,N,N,9,51300.0,7,398,N,2,1,2,2,48,48,4375
06-08507,56,2,1,0,1,0,4,1,1,3305.1,770,3,7,230000.0,9,501,N,2,2,2,2,186,187,815
19-01700,10,1,N,0,2,1,2,1,2,3572.3,N,N,3,N,N,113,N,2,2,2,2,571,675,25506
51-51255,45,1,1,0,1,0,2,1,1,11224.3,7860,11,9,25000.0,4,472,N,2,2,2,2,56,66,22758
51-01301,68,2,1,0,1,0,2,1,1,11162.8,6970,9,9,143600.0,9,501,N,2,2,2,2,35,39,22143
17-03529,15,1,6,0,9,2,4,1,1,15097.5,N,N,4,3000.0,1,501,N,2,2,2,2,82,48,6241
24-01004,73,1,5,4,1,0,4,1,1,4187.9,7870,11,9,114000.0,8,501,N,2,2,2,2,70,95,10047
17-03529,67,2,4,0,2,0,N,1,2,15097.5,6190,7,8,30000.0,5,246,N,2,1,2,2,135,135,5410
51-01301,69,1,1,0,1,0,2,1,1,11162.8,770,3,9,11500.0,2,501,N,2,2,2,2,110,110,21199
30-00600,53,2,1,0,1,2,6,1,1,16.3,N,N,10,0.0,0,111,N,2,2,2,2,36,43,13591
40-00200,53,2,1,0,1,3,5,1,1,90.7,8191,12,11,46900.0,7,438,N,2,2,2,2,32,32,19702
13-04600,59,2,1,0,2,0,2,1,2,3670.4,N,N,4,0.0,0,146,N,2,2,2,2,406,404,4788
08-00803,41,2,1,0,1,2,4,1,1,3393.2,8290,12,12,35000.0,5,411,N,2,2,2,2,48,48,3992
51-51255,61,2,6,0,1,0,N,1,2,11224.3,9590,16,10,163000.0,9,501,N,2,2,2,2,40,40,22536
01-01301,51,2,4,0,2,0,3,1,1,2731.2,8191,12,7,28900.0,5,424,N,2,1,2,2,88,86,470
30-00600,70,2,1,0,1,0,2,1,1,16.3,8570,14,7,22000.0,4,339,N,2,2,2,2,15,29,13891
36-04010,32,1,6,0,2,N,N,3,0,50441.6,9160,15,10,29000.0,4,221,N,2,2,2,2,104,0,16079
32-00405,26,2,6,4,1,0,3,1,2,7990.5,4971,6,7,21600.0,4,350,N,2,2,1,2,131,57,15185
06-08507,65,1,1,0,1,0,2,1,2,3305.1,3390,4,9,165000.0,9,501,N,2,2,2,2,55,55,1548
17-03529,23,2,6,0,6,0,N,1,2,15097.5,8570,14,10,5400.0,1,41,N,2,2,2,2,52,52,6188
06-07502,48,1,1,1,5,3,5,1,2,33632.6,770,3,5,35000.0,5,291,N,2,2,2,2,160,161,2688
28-01100,16,2,6,0,2,1,3,1,2,2674.3,N,N,3,0.0,0,85,N,2,2,2,2,95,112,12131
51-01301,25,1,6,0,1,0,N,1,2,11162.8,6991,9,9,115000.0,8,501,N,2,2,2,2,215,214,21074
30-00600,58,1,1,0,1,0,2,1,1,16.3,2370,4,5,45000.0,7,339,N,2,2,2,2,74,68,14456
51-01301,9,2,N,2,1,2,4,1,2,11162.8,N,N,3,N,N,282,N,2,2,2,2,64,158,25916
24-01004,26,2,6,0,1,0,4,1,1,4187.9,5391,6,7,5000.0,1,258,N,2,2,2,2,47,38,10391
24-01004,9,1,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,50,39,26137
36-03710,95,2,6,0,2,0,2,1,2,52864.7,N,N,3,10700.0,2,217,N,1,1,2,1,158,156,17179
08-00803,75,2,6,0,1,N,N,2,0,3393.2,N,N,6,14400.0,2,N,N,1,1,2,2,20,0,2902
17-03529,24,2,6,0,2,0,N,1,2,15097.5,5593,6,5,6000.0,1,45,N,2,2,2,2,70,86,5704
38-00100,69,2,1,0,1,0,2,1,1,73.0,N,N,6,0.0,0,179,N,2,2,2,2,138,115,19052
38-00100,29,2,1,0,1,2,4,1,1,73.0,7860,11,9,50000.0,6,501,N,2,2,2,2,255,255,19075
06-08507,57,2,5,0,9,0,2,1,1,3305.1,7690,10,7,140000.0,9,501,N,2,2,2,2,54,53,2250
17-03529,80,2,1,0,2,0,3,1,1,15097.5,N,N,9,43000.0,6,379,N,2,2,2,2,55,48,5541
24-01004,49,2,5,0,1,0,N,1,1,4187.9,8191,12,9,36600.0,5,277,N,2,2,2,2,99,121,9401
26-02702,66,2,1,0,1,0,2,1,1,4817.2,6992,9,7,102000.0,9,501,N,2,2,2,2,87,86,11137
24-01004,78,1,1,0,6,0,2,1,1,4187.9,N,N,9,13500.0,2,300,N,2,2,2,2,93,107,8642
40-00200,20,1,6,0,1,N,N,3,0,90.7,7860,11,7,0.0,0,N,N,2,2,2,2,84,0,19647
38-00100,63,2,1,0,1,0,2,1,1,73.0,8470,13,7,13100.0,2,501,N,2,2,2,1,32,35,18423
38-00100,67,1,1,0,1,0,2,1,1,73.0,4270,5,5,50800.0,7,412,N,2,2,2,2,96,96,18598
19-01700,71,1,1,0,1,0,2,1,1,3572.3,N,N,7,355000.0,9,501,N,2,2,2,1,85,85,7774
36-03710,41,1,2,1,1,N,N,2,0,52864.7,8891,15,4,0.0,0,N,N,2,2,2,2,68,0,16086
32-00405,44,2,6,1,8,0,5,1,1,7990.5,770,3,1,50000.0,7,165,N,2,2,2,2,57,56,14956
28-01100,74,2,4,0,2,0,N,1,1,2674.3,8470,13,1,28300.0,6,233,N,2,1,2,2,22,22,12162
30-00600,25,2,4,0,1,3,4,1,2,16.3,8290,12,5,12200.0,3,47,N,2,2,2,2,86,86,14594
30-00600,36,2,1,0,1,6,8,1,1,16.3,9290,15,9,4800.0,1,144,N,2,2,2,2,17,22,13696
13-04600,39,2,1,0,2,2,4,1,1,3670.4,8180,12,8,80000.0,8,359,N,1,2,2,2,78,78,4779
36-04010,75,2,1,0,2,0,2,1,1,50441.6,N,N,5,7200.0,2,464,N,2,2,2,2,111,128,17658
01-01301,57,1,1,0,2,0,2,1,1,2731.2,5381,6,5,19900.0,4,237,2,2,2,2,2,55,55,421
24-01004,55,1,1,0,1,2,4,1,1,4187.9,7970,12,11,352000.0,9,501,N,2,2,2,2,60,60,8841
01-01301,46,1,5,0,2,0,N,1,2,2731.2,770,3,5,0.0,0,0,N,2,1,2,2,294,294,595
36-03710,5,1,N,2,1,0,4,1,2,52864.7,N,N,1,N,N,35,N,2,2,2,2,120,109,23719
17-03529,66,2,6,0,2,0,2,1,2,15097.5,8370,13,6,8000.0,2,358,N,2,1,2,2,122,98,7083
17-03529,18,1,6,0,2,2,4,1,2,15097.5,6570,8,4,0.0,0,33,N,2,2,2,2,38,31,5375
36-03710,63,1,6,4,8,2,5,1,2,52864.7,5570,6,11,20000.0,4,129,N,2,2,2,2,129,152,17325
01-01301,0,1,N,0,2,1,2,1,2,2731.2,N,N,N,N,N,24,N,N,N,2,2,281,218,23387
51-51255,32,1,6,0,6,0,N,1,2,11224.3,9590,16,9,60000.0,7,454,N,2,2,2,2,121,129,21991
28-01100,64,2,6,0,2,0,N,1,2,2674.3,9290,15,7,10080.0,3,76,N,2,2,2,2,65,66,12072
38-00100,50,2,6,0,3,2,8,1,2,73.0,5090,6,8,800.0,0,202,N,2,1,1,2,33,41,18180
24-01004,20,1,6,0,2,N,N,2,0,4187.9,8970,15,5,5000.0,1,N,N,2,2,2,2,87,0,8378
06-08507,36,2,1,0,6,1,3,1,1,3305.1,7870,11,12,70000.0,7,501,N,2,2,2,2,53,57,1228
06-08507,60,1,1,0,6,1,3,1,1,3305.1,3390,4,9,210000.0,9,501,N,2,2,2,2,61,61,997
28-01100,19,1,6,0,2,N,N,3,0,2674.3,N,N,7,0.0,0,N,N,2,2,2,2,65,0,11425
24-01004,45,1,1,0,1,3,5,1,1,4187.9,4670,6,5,45000.0,5,501,N,2,2,2,2,66,53,8731
51-51255,30,1,1,0,1,0,2,1,2,11224.3,6490,8,7,110000.0,8,501,N,2,2,2,2,72,77,22248
01-01301,13,2,N,0,2,4,6,1,1,2731.2,N,N,3,N,N,108,N,2,2,2,2,249,206,23371
08-00803,21,2,6,0,1,N,N,3,0,3393.2,9290,15,7,15000.0,3,N,N,2,2,2,2,68,0,2995
28-01100,40,1,6,0,1,0,N,1,1,2674.3,8191,12,12,385000.0,9,501,N,2,2,2,2,50,50,11776
06-07502,5,1,N,0,1,3,5,1,1,33632.6,N,N,1,N,N,501,N,2,2,2,2,148,138,23814
51-51255,49,2,4,0,6,0,N,1,1,11224.3,9470,16,9,70000.0,7,501,N,2,2,2,2,118,118,21583
26-02702,33,1,6,0,1,0,N,1,2,4817.2,7870,11,12,80500.0,8,501,N,2,2,2,2,193,193,11199
24-01004,42,2,1,4,1,3,5,1,2,4187.9,9590,16,10,54000.0,6,501,N,2,2,2,2,43,56,10319
17-03529,16,1,6,0,8,3,5,1,1,15097.5,N,N,4,0.0,0,501,N,2,2,2,2,109,108,6611
19-01700,15,1,6,0,1,1,4,1,1,3572.3,N,N,4,0.0,0,434,N,2,2,2,2,133,168,8332
