,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
43,1,4,6,2,1,1,48-02515,48,5,7,150
44,1,1,2,1,0,4,48-02101,18,5,8,74
45,2,3,3,1,7,1,48-02101,22,N,13,501
46,1,5,8,0,0,4,48-02101,65,6,N,449
47,1,6,5,2,3,2,48-02101,19,3,7,210
48,1,N,1,1,5,4,48-02102,19,11,13,156
49,2,2,6,0,N,0,48-02516,51,4,11,374
50,1,1,8,0,9,3,48-02101,34,3,8,223
51,2,2,7,1,6,1,48-02101,46,2,5,21
52,1,4,9,0,1,0,48-02101,76,1,3,293
53,1,1,1,0,6,2,48-02102,88,3,N,289
54,1,N,6,2,8,1,48-02510,55,0,2,35
55,2,1,7,1,5,1,48-02101,51,3,3,86
56,2,5,4,1,1,4,48-02507,68,5,6,80
57,2,1,4,2,5,2,48-02516,9,0,3,67
58,2,2,6,1,8,1,48-02516,92,3,7,186
59,1,1,2,1,8,0,48-02101,54,3,4,412
60,1,4,3,1,7,1,48-02515,49,2,13,98
61,2,N,7,1,0,4,48-02510,68,7,11,388
62,1,1,5,1,5,4,48-02515,27,6,7,373
63,1,1,1,1,6,0,48-02507,25,N,N,18
64,2,1,5,1,5,0,48-02516,8,7,11,95
65,1,6,8,2,7,0,48-02510,57,0,5,78
66,1,5,2,2,4,4,48-02516,81,N,8,499
67,2,6,7,1,4,4,48-02516,62,6,8,328
68,1,N,8,1,2,3,48-02102,27,3,N,219
69,2,1,4,0,7,2,48-02507,47,1,3,410
70,1,1,6,1,7,1,48-02515,33,0,6,392
71,1,6,3,2,7,1,48-02101,1,1,4,413
72,2,6,4,2,7,1,48-02510,41,11,3,402
73,2,6,7,1,3,4,48-02516,62,3,N,201
74,1,5,4,1,0,0,48-02507,14,4,5,485
75,1,4,6,2,7,3,48-02101,22,3,6,342
76,2,1,9,2,3,0,48-02102,46,3,2,291
77,1,3,2,1,0,0,48-02510,40,6,6,149
78,1,1,2,0,7,0,48-02102,19,2,8,346
79,1,3,8,2,2,4,48-02510,12,1,7,476
80,2,6,7,1,2,2,48-02102,67,2,2,170
81,2,N,3,1,6,1,48-02101,78,2,3,128
82,1,5,9,0,9,1,48-02515,37,4,11,274
83,2,N,8,1,4,3,48-02515,85,4,2,172
84,2,1,2,1,6,4,48-02510,44,11,13,406
85,2,3,5,0,N,0,48-02507,14,11,11,273
86,2,6,3,1,N,0,48-02507,80,1,7,408
87,1,2,3,0,8,3,48-02101,59,3,4,115
88,1,5,5,1,2,3,48-02102,35,7,8,314
89,2,5,6,2,7,3,48-02507,39,2,13,420
90,2,4,6,1,1,2,48-02515,19,6,5,186
91,1,2,1,2,N,4,48-02510,3,N,3,313
92,2,3,5,0,6,2,48-02510,56,1,N,385
93,1,2,7,0,5,1,48-02515,1,4,4,154
94,2,1,8,1,4,4,48-02515,18,3,4,458
95,1,6,7,2,8,0,48-02102,48,3,2,334
96,2,2,6,0,7,3,48-02515,36,N,7,363
97,2,5,2,1,5,1,48-02515,12,11,13,367
98,2,1,2,0,7,1,48-02515,51,1,5,327
99,2,2,5,2,7,0,48-02515,39,2,N,86
100,2,4,2,2,4,0,48-02101,59,4,3,501
101,2,N,2,1,7,2,48-02510,39,1,N,479
102,2,4,7,2,1,1,48-02516,59,2,N,425
103,1,N,2,1,3,3,48-02507,38,4,6,387
104,1,1,6,1,4,0,48-02510,78,3,4,53
105,2,1,8,2,0,1,48-02507,57,3,2,495
106,1,2,3,1,2,2,48-02102,19,0,6,292
107,2,1,2,1,6,0,48-02102,52,5,6,227
108,2,1,2,0,3,4,48-02516,81,2,11,365
109,2,1,4,2,6,1,48-02516,82,1,5,58
110,2,5,1,1,4,0,48-02507,29,6,6,501
111,1,1,3,0,9,3,48-02510,61,5,5,179
112,2,1,6,0,9,1,48-02102,47,3,3,348
113,2,N,3,1,9,3,48-02507,46,11,N,N
114,2,6,1,0,4,3,48-02507,8,5,5,394
115,2,N,6,1,3,4,48-02101,63,4,N,338
116,1,6,8,1,3,3,48-02515,61,1,6,295
117,2,6,5,2,7,0,48-02101,73,11,7,453
118,1,1,1,1,6,1,48-02516,17,11,5,181
119,2,5,6,1,3,1,48-02102,59,2,4,252
120,1,3,2,1,0,1,48-02102,21,11,N,499
121,2,4,2,1,7,1,48-02507,48,1,11,212
122,1,2,3,1,1,2,48-02507,13,5,3,193
123,1,6,9,0,8,4,48-02510,62,3,8,427
124,2,1,3,1,N,2,48-02507,37,6,N,123
125,1,2,9,1,3,1,48-02507,32,3,8,245
126,1,N,1,2,3,3,48-02102,40,5,8,156
127,1,1,3,1,7,3,48-02101,75,2,3,68
128,2,2,6,0,1,0,48-02515,74,4,N,366
129,2,3,2,1,7,4,48-02510,30,4,5,96
130,1,4,6,1,1,2,48-02507,38,4,5,215
131,2,6,6,2,0,3,48-02515,21,5,6,264
132,1,2,1,1,4,4,48-02507,46,2,6,198
133,1,4,9,1,6,2,48-02516,38,2,11,297
134,1,1,3,2,5,3,48-02515,27,2,4,428
135,2,N,4,1,2,3,48-02102,14,N,3,372
136,2,1,6,1,8,1,48-02516,59,5,13,233
137,1,4,6,2,4,2,48-02515,51,3,4,30
138,1,6,3,1,9,1,48-02101,88,3,2,352
139,2,5,1,2,2,1,48-02510,44,6,N,75
140,1,3,2,0,8,4,48-02507,39,6,5,357
141,2,3,9,1,6,1,48-02507,20,1,5,498
142,1,5,3,1,0,0,48-02101,60,11,N,352
143,2,2,8,1,1,1,48-02102,54,1,8,455
144,1,6,1,1,0,0,48-02101,21,5,N,80
145,2,3,1,1,8,1,48-02101,16,N,2,397
146,1,2,1,2,6,2,48-02510,58,11,11,455
147,1,1,8,1,9,3,48-02516,24,0,2,0
148,2,1,3,1,9,1,48-02515,45,4,2,417
149,1,5,2,2,N,3,48-02510,11,3,4,474
150,2,1,4,1,2,4,48-02515,55,1,2,379
151,1,3,2,0,8,2,48-02102,59,6,2,269
152,1,2,2,1,4,0,48-02515,37,0,8,320
153,1,5,9,2,N,3,48-02516,6,6,7,396
154,2,4,1,1,9,3,48-02515,38,4,4,61
155,1,4,7,1,3,0,48-02510,6,1,2,82
156,2,4,2,1,4,0,48-02101,43,N,6,142
157,1,3,1,0,9,0,48-02516,54,7,2,354
158,1,2,1,2,4,3,48-02101,73,2,3,380
159,1,4,7,0,9,1,48-02510,33,3,6,229
160,1,5,1,1,6,0,48-02102,92,7,4,350
161,2,1,9,2,7,2,48-02102,25,5,13,297
162,1,1,1,1,8,0,48-02101,31,5,13,114
163,2,1,7,2,4,1,48-02510,92,5,11,266
164,1,6,3,1,7,1,48-02507,42,1,3,347
165,2,1,7,1,9,2,48-02101,23,5,13,144
166,1,4,2,1,3,3,48-02516,88,7,N,360
167,1,1,6,2,6,3,48-02102,83,2,7,5
168,2,1,9,2,0,0,48-02102,63,6,5,146
169,1,2,2,1,0,0,48-02516,40,2,N,122
170,2,2,2,2,6,3,48-02507,54,N,N,99
171,2,6,7,2,2,4,48-02516,9,4,5,321
172,1,3,7,0,1,2,48-02515,42,4,5,169
173,2,5,7,0,4,0,48-02515,66,5,3,78
174,1,4,8,2,4,3,48-02516,12,7,N,494
175,2,1,7,0,4,2,48-02101,2,0,6,314
176,1,6,8,0,4,4,48-02101,18,5,8,174
177,2,6,9,0,3,0,48-02515,15,0,2,45
178,2,3,5,0,N,1,48-02507,16,0,N,447
179,1,6,2,1,N,1,48-02101,30,6,5,293
180,1,N,4,1,6,0,48-02515,15,6,13,12
181,1,5,2,2,4,1,48-02101,51,4,4,19
182,1,1,9,2,9,0,48-02102,27,11,4,473
183,2,N,3,0,1,4,48-02516,22,7,13,13
184,1,6,4,1,7,3,48-02515,87,7,4,431
185,2,4,9,2,5,1,48-02515,85,3,4,400
186,1,N,4,0,5,1,48-02101,12,2,3,241
187,1,2,2,1,4,0,48-02510,19,11,5,9
188,1,5,9,1,0,0,48-02101,19,5,3,2
189,1,2,9,0,5,4,48-02515,36,2,4,205
190,1,6,2,1,2,0,48-02507,5,0,5,240
191,1,6,8,2,8,3,48-02101,53,3,3,481
192,1,6,9,2,8,4,48-02102,78,5,5,457
193,1,2,8,1,7,0,48-02101,16,N,8,336
194,1,2,3,1,1,4,48-02102,75,6,3,49
195,2,N,2,2,4,4,48-02102,65,11,N,258
196,2,2,6,1,7,3,48-02102,29,4,8,359
197,1,2,7,0,9,1,48-02101,48,N,6,445
198,2,3,3,1,1,0,48-02510,86,3,5,371
199,1,3,5,0,8,4,48-02515,45,3,3,450
200,2,1,5,0,5,0,48-02102,71,0,11,383
201,2,5,6,2,3,2,48-02516,86,1,7,121
202,1,3,3,1,2,2,48-02101,51,1,5,412
203,2,4,5,0,9,1,48-02515,2,5,11,45
204,1,N,6,1,3,1,48-02101,87,2,11,31
205,2,1,5,2,4,3,48-02507,75,2,11,305
206,2,5,5,1,7,4,48-02507,45,2,5,338
207,1,1,6,1,7,0,48-02515,85,1,13,499
208,2,4,7,0,N,3,48-02516,4,3,3,236
209,1,3,1,0,5,3,48-02515,39,6,N,161
210,2,1,7,1,2,3,48-02101,13,N,5,383
211,1,N,3,0,2,1,48-02102,0,5,N,291
212,1,2,2,2,4,4,48-02510,82,2,13,162
213,1,N,1,1,2,0,48-02507,2,11,13,473
214,2,1,6,1,3,1,48-02516,36,2,11,86
215,2,1,2,1,0,1,48-02101,8,5,2,207
216,2,4,1,2,4,2,48-02510,11,5,13,204
217,2,3,8,1,4,3,48-02516,56,3,N,64
218,2,4,4,2,8,4,48-02101,2,7,11,35
219,2,3,3,1,N,4,48-02101,38,N,7,378
220,2,6,3,1,2,2,48-02101,23,N,7,76
221,1,5,4,2,N,1,48-02516,20,7,2,317
222,1,1,2,0,2,1,48-02101,21,3,2,287
223,2,1,8,0,3,3,48-02507,73,2,11,411
224,1,2,1,0,4,4,48-02101,32,0,11,3
225,2,2,7,1,3,1,48-02101,39,11,N,443
226,2,6,9,0,5,3,48-02101,59,N,8,393
227,1,4,7,1,6,4,48-02515,68,1,2,343
228,2,5,1,1,2,1,48-02516,38,11,11,267
229,1,6,9,2,2,3,48-02507,33,3,4,277
230,1,6,4,2,1,0,48-02507,50,3,6,72
231,1,2,7,0,2,1,48-02515,64,1,7,190
232,2,6,6,1,4,4,48-02515,48,N,7,414
233,1,5,1,2,2,1,48-02101,22,5,11,408
234,2,3,5,0,6,4,48-02102,4,0,3,295
235,1,4,1,1,5,1,48-02507,14,2,3,131
236,1,N,9,0,4,3,48-02507,9,3,7,129
237,1,6,4,2,1,0,48-02507,17,7,5,416
238,1,5,1,1,N,1,48-02516,23,5,7,244
239,2,N,6,0,7,1,48-02101,48,2,4,433
240,2,6,6,0,1,0,48-02101,32,0,7,469
241,2,2,4,2,5,0,48-02101,20,3,4,466
242,1,6,2,1,6,1,48-02101,9,11,N,19
243,1,N,8,1,4,4,48-02102,49,1,5,398
244,2,5,6,1,8,3,48-02516,81,3,13,501
245,2,1,7,2,9,0,48-02507,77,5,N,189
246,2,1,3,1,4,0,48-02101,14,3,3,478
247,2,4,1,0,7,1,48-02516,65,6,13,402
248,2,1,3,1,6,4,48-02510,86,7,3,297
249,2,5,3,2,8,0,48-02516,8,7,2,99
250,2,6,6,2,6,0,48-02102,19,0,7,246
251,2,4,2,2,1,4,48-02102,56,3,6,120
252,2,N,2,2,9,3,48-02516,4,1,7,474
253,2,5,9,1,3,4,48-02516,32,2,7,378
254,1,N,7,0,3,2,48-02101,37,5,2,354
255,2,4,8,2,9,4,48-02510,16,2,N,238
256,1,3,6,1,0,0,48-02516,25,7,2,188
257,2,4,4,2,1,0,48-02515,45,3,11,33
258,2,5,4,0,2,1,48-02102,62,3,2,192
259,2,4,9,2,2,1,48-02510,87,1,6,87
260,1,3,3,0,8,4,48-02102,43,11,2,492
261,2,1,3,1,7,3,48-02515,87,6,N,371
262,1,6,9,1,8,0,48-02101,71,7,6,132
263,1,1,4,0,7,1,48-02102,51,2,N,265
264,1,3,7,2,9,0,48-02101,37,5,4,440
265,1,3,3,0,7,0,48-02507,74,11,5,215
266,1,N,3,0,6,2,48-02102,76,2,N,248
267,2,4,1,2,9,4,48-02516,19,0,5,213
268,2,5,9,0,9,1,48-02101,65,4,5,88
269,2,5,8,1,5,4,48-02507,4,4,4,157
270,1,6,2,0,8,0,48-02515,22,N,7,56
271,2,5,9,2,0,2,48-02515,27,1,6,469
272,2,5,4,1,3,3,48-02102,67,0,7,492
273,2,1,1,1,0,4,48-02507,73,1,4,255
274,2,N,1,1,6,2,48-02516,27,4,2,305
275,2,2,3,0,1,4,48-02510,41,1,3,87
276,2,6,5,1,8,2,48-02516,88,N,11,386
277,2,6,5,0,3,2,48-02507,52,1,N,306
278,1,2,4,0,2,4,48-02515,16,2,5,381
279,1,6,4,1,0,1,48-02507,75,1,11,447
280,2,2,7,1,4,4,48-02101,1,1,3,380
281,1,N,3,2,N,0,48-02102,79,2,8,359
282,2,2,8,2,N,3,48-02515,34,2,4,177
283,1,6,9,1,6,2,48-02510,34,2,N,21
284,2,N,2,1,4,0,48-02507,33,7,13,263
285,2,2,2,0,0,0,48-02101,12,2,13,271
286,1,2,4,1,N,2,48-02507,15,1,4,374
287,1,3,3,2,N,0,48-02101,23,4,11,496
288,2,2,4,1,7,3,48-02510,10,N,4,422
289,1,6,3,0,2,3,48-02507,21,7,2,414
290,2,5,2,0,2,2,48-02507,68,0,N,154
291,2,N,6,2,4,1,48-02507,22,6,6,128
292,1,N,5,1,5,0,48-02507,38,5,5,267
293,1,N,7,0,3,1,48-02507,32,1,5,449
294,1,5,9,0,3,1,48-02102,30,5,13,249
295,2,N,3,0,2,1,48-02101,46,N,6,76
296,2,4,5,1,3,4,48-02510,27,N,6,194
297,1,3,7,0,0,2,48-02507,85,3,2,108
298,1,1,3,2,4,4,48-02102,33,3,3,225
299,2,2,2,2,9,1,48-02516,19,6,4,195
300,1,2,8,0,6,4,48-02510,25,0,7,481
301,1,N,4,1,8,2,48-02510,46,3,11,82
302,1,3,7,1,6,0,48-02101,27,1,2,408
303,2,2,3,1,3,1,48-02101,27,4,7,186
304,1,5,3,2,3,3,48-02101,76,11,4,399
305,1,2,3,1,3,1,48-02102,8,3,N,393
306,2,N,4,1,4,0,48-02516,50,4,N,444
307,1,5,7,0,9,3,48-02507,13,3,4,412
308,1,2,1,1,1,3,48-02510,17,11,6,17
309,1,5,7,2,9,1,48-02515,42,4,N,260
310,1,1,9,1,0,1,48-02102,72,2,7,95
311,1,6,5,1,2,0,48-02510,52,4,4,490
312,2,5,2,2,N,2,48-02101,28,N,N,337
313,1,3,8,1,6,1,48-02101,21,0,7,429
314,2,2,4,0,5,0,48-02515,52,2,2,309
315,2,5,1,0,0,1,48-02507,21,N,8,358
316,1,N,3,2,4,4,48-02510,61,2,3,367
317,1,N,4,2,0,2,48-02507,31,4,2,451
318,2,5,2,1,8,4,48-02515,19,4,11,235
319,2,3,4,1,6,4,48-02516,11,11,11,483
320,2,1,3,2,0,3,48-02515,35,1,2,473
321,1,N,1,1,4,0,48-02102,61,N,11,137
322,1,6,8,0,3,0,48-02510,42,3,5,206
323,2,6,8,0,N,1,48-02516,48,2,6,156
324,2,N,4,2,3,3,48-02102,83,6,N,5
325,1,5,2,1,5,4,48-02101,2,1,3,136
326,2,6,1,0,2,0,48-02102,44,4,5,462
327,1,1,6,0,N,1,48-02507,63,0,2,12
328,2,1,2,2,5,4,48-02102,1,0,2,280
329,2,1,4,1,9,0,48-02516,13,11,2,193
330,2,6,6,0,8,0,48-02516,18,3,11,200
331,2,N,7,1,1,1,48-02101,32,7,7,306
332,1,3,1,1,9,4,48-02101,69,3,5,328
333,2,N,8,1,5,2,48-02101,80,4,8,156
334,1,N,7,2,6,3,48-02510,14,0,5,132
335,2,3,4,1,N,2,48-02101,68,1,3,97
336,2,3,5,0,7,2,48-02515,8,11,3,66
337,1,4,8,1,2,3,48-02516,26,6,N,284
338,1,1,1,1,5,0,48-02102,48,N,5,195
339,1,2,8,2,N,1,48-02515,14,0,11,74
340,1,1,1,2,7,0,48-02510,52,0,N,28
341,1,6,4,1,8,0,48-02515,81,1,3,396
342,1,4,1,2,4,1,48-02515,7,3,3,292
343,2,5,2,1,3,0,48-02510,78,2,11,152
344,1,1,2,2,7,4,48-02102,61,11,4,143
345,1,2,7,0,8,0,48-02101,54,3,8,28
346,2,1,4,2,6,1,48-02515,34,0,4,43
347,2,6,9,2,N,4,48-02515,68,4,13,415
348,2,4,2,1,4,4,48-02515,31,N,2,263
349,1,2,8,1,5,1,48-02507,75,3,3,477
350,1,3,4,1,9,2,48-02507,39,1,11,392
351,2,2,2,0,6,1,48-02507,92,4,7,224
352,2,3,9,2,2,0,48-02102,62,2,7,172
353,2,3,6,0,9,0,48-02507,23,11,7,222
354,1,5,4,0,1,4,48-02507,45,0,11,162
355,2,2,6,0,9,2,48-02515,63,1,5,269
356,1,5,8,2,6,1,48-02102,82,3,5,313
357,2,N,2,1,1,2,48-02507,55,1,4,1
358,1,4,8,1,9,3,48-02510,67,7,3,27
359,2,N,6,2,0,1,48-02510,20,5,7,139
360,2,5,4,1,3,4,48-02101,15,0,11,73
361,2,3,2,1,2,3,48-02101,48,11,13,91
362,2,4,6,1,3,0,48-02510,46,5,8,460
363,2,2,2,2,7,3,48-02101,40,3,8,412
364,2,4,9,2,3,1,48-02102,51,3,13,237
365,2,6,7,1,6,4,48-02507,77,11,2,490
366,2,4,8,0,5,1,48-02507,25,6,5,53
367,1,5,9,1,N,1,48-02101,14,2,N,299
368,2,4,6,1,4,3,48-02516,42,6,13,158
369,1,3,5,1,7,3,48-02515,20,6,3,103
370,2,4,1,1,1,3,48-02516,83,1,3,439
371,1,6,6,2,1,0,48-02516,47,0,13,109
372,1,2,8,2,7,3,48-02516,27,3,N,110
373,2,2,6,0,3,0,48-02507,39,3,2,85
374,1,N,9,1,8,4,48-02102,29,11,11,197
375,1,2,3,1,5,3,48-02102,31,0,7,413
376,2,5,1,2,9,3,48-02516,0,0,4,421
377,2,6,5,2,9,1,48-02101,51,5,3,2
378,1,6,9,0,6,4,48-02516,86,2,2,311
379,2,6,2,1,4,0,48-02510,22,3,6,308
380,1,1,9,1,0,2,48-02515,31,2,5,139
381,1,1,7,2,8,2,48-02516,12,0,13,195
382,1,2,3,2,4,0,48-02516,32,11,6,485
383,2,1,4,2,0,0,48-02101,16,6,3,294
384,2,4,9,2,3,1,48-02101,47,6,2,80
385,2,5,6,1,8,4,48-02510,50,3,4,361
386,1,1,6,0,2,4,48-02102,16,N,6,234
387,1,4,8,1,3,0,48-02101,47,0,2,163
388,2,2,9,2,6,3,48-02102,78,11,5,328
389,2,2,4,2,9,3,48-02101,36,0,7,390
390,1,6,5,2,3,0,48-02102,0,11,4,221
391,1,N,7,1,4,1,48-02515,73,0,13,363
392,2,5,1,0,0,0,48-02102,68,2,6,490
393,1,3,1,2,7,1,48-02102,37,4,5,186
394,2,2,9,2,N,1,48-02101,30,2,4,338
395,2,1,8,0,2,1,48-02101,50,5,3,76
396,1,6,9,0,3,1,48-02101,21,11,4,19
397,2,1,2,0,5,0,48-02516,74,0,7,418
398,2,N,9,0,0,0,48-02515,52,7,N,417
399,1,5,2,0,8,0,48-02507,63,4,3,332
400,2,3,5,0,0,1,48-02101,40,1,N,399
401,1,6,8,2,N,1,48-02510,87,2,6,427
402,2,N,3,2,6,3,48-02510,2,1,6,248
403,1,6,7,1,4,1,48-02515,35,2,8,213
404,2,5,6,1,4,0,48-02507,29,N,3,358
405,1,1,1,2,1,1,48-02507,9,1,11,347
406,1,4,5,1,1,4,48-02101,80,0,4,373
407,1,5,1,1,0,0,48-02102,14,2,4,490
408,1,4,3,0,7,1,48-02516,47,11,11,188
409,2,6,3,1,6,1,48-02507,8,7,N,482
410,1,3,5,2,8,1,48-02515,51,5,5,268
411,1,N,4,2,9,0,48-02101,37,7,11,113
412,1,2,2,0,7,0,48-02101,88,2,8,222
413,1,6,4,2,4,0,48-02516,79,11,4,347
414,1,1,3,0,7,3,48-02507,33,7,7,277
415,2,N,5,2,2,0,48-02516,5,2,11,120
416,2,6,2,1,3,3,48-02515,19,7,3,385
417,1,4,7,2,1,2,48-02101,2,5,13,180
418,2,3,3,2,2,3,48-02516,48,4,8,416
419,2,4,4,1,3,1,48-02101,69,N,4,406
420,1,6,4,0,1,3,48-02510,51,N,3,420
421,2,1,7,0,7,0,48-02510,30,7,5,177
422,2,N,8,0,7,1,48-02102,13,11,N,438
423,1,1,2,2,7,0,48-02516,23,4,3,236
424,1,N,1,2,0,3,48-02101,23,1,2,330
425,1,1,7,1,3,2,48-02516,65,1,7,159
426,1,3,6,1,9,2,48-02507,15,0,N,374
427,2,1,1,2,9,0,48-02516,55,6,N,232
428,2,5,4,1,N,2,48-02101,3,2,N,447
429,2,N,1,1,1,3,48-02102,42,0,2,176
430,2,3,6,0,2,4,48-02516,10,1,3,364
431,1,5,1,0,3,0,48-02101,38,1,7,229
432,1,1,4,2,9,4,48-02515,51,3,11,477
433,2,3,3,0,N,1,48-02516,21,4,5,160
434,2,4,3,1,3,0,48-02101,7,6,2,161
435,2,3,8,1,7,0,48-02102,48,6,3,99
436,2,5,9,0,1,4,48-02102,39,2,3,463
437,1,4,9,1,2,3,48-02516,16,7,13,59
438,1,6,5,0,0,3,48-02516,55,7,N,21
439,2,3,4,1,8,3,48-02515,23,0,3,450
440,1,3,2,1,0,3,48-02516,55,2,11,333
441,2,6,8,1,1,4,48-02515,7,7,8,79
442,1,6,1,0,1,4,48-02102,29,1,3,462
443,2,N,2,1,3,3,48-02507,44,1,13,86
444,1,N,7,0,8,3,48-02102,28,6,3,246
445,2,1,1,2,3,4,48-02101,49,2,7,27
446,1,4,6,2,6,4,48-02507,39,1,N,45
447,1,3,7,1,5,1,48-02515,21,N,2,252
448,1,2,3,0,3,1,48-02510,49,0,5,378
449,2,N,2,2,8,2,48-02516,52,4,N,100
450,2,N,4,2,2,0,48-02516,72,2,7,61
451,1,6,2,1,1,4,48-02101,71,3,2,391
452,1,6,9,1,0,3,48-02102,25,5,4,61
453,1,1,8,2,2,4,48-02102,32,3,11,71
454,1,3,5,0,3,0,48-02101,61,3,N,254
455,2,2,1,1,4,1,48-02507,52,4,6,467
456,2,6,1,2,6,1,48-02510,60,4,7,461
457,1,5,9,1,2,2,48-02515,50,2,4,140
458,1,3,7,2,0,1,48-02507,42,0,7,69
459,2,6,5,2,3,1,48-02516,37,6,4,72
460,1,4,3,1,6,2,48-02101,13,N,N,424
461,1,2,7,1,1,4,48-02516,1,6,7,309
462,2,N,1,1,0,2,48-02510,85,2,5,429
463,2,6,1,1,5,4,48-02101,5,5,3,414
464,1,6,8,1,0,1,48-02507,28,3,N,435
465,1,6,5,0,7,2,48-02101,17,11,13,425
466,1,N,2,1,2,2,48-02510,88,7,11,142
467,1,4,5,1,8,1,48-02102,50,11,6,312
468,2,5,7,2,7,0,48-02101,56,1,3,308
469,1,4,3,2,N,4,48-02510,70,0,8,89
470,1,6,7,1,4,4,48-02515,4,2,2,42
471,1,4,9,2,3,4,48-02101,57,6,3,482
472,1,5,4,2,2,4,48-02507,35,4,3,418
473,1,1,8,2,N,3,48-02515,42,N,7,59
474,1,1,7,1,1,2,48-02102,80,0,N,232
475,2,N,9,1,3,0,48-02507,17,5,3,451
476,1,3,5,0,4,1,48-02515,2,2,7,393
477,2,2,4,1,8,3,48-02507,52,N,5,254
478,2,1,7,0,9,3,48-02101,33,6,6,398
479,1,2,4,2,N,1,48-02515,87,2,N,329
480,1,N,2,2,0,3,48-02510,20,11,13,224
481,2,4,4,2,4,2,48-02510,24,1,6,75
482,1,1,1,1,2,3,48-02507,25,6,13,283
483,1,1,5,2,0,0,48-02102,62,5,13,210
484,2,6,4,0,4,3,48-02101,31,5,N,168
485,1,4,8,2,9,0,48-02516,87,3,3,388
486,2,1,9,1,2,3,48-02516,31,N,13,325
487,2,N,5,1,8,4,48-02101,39,4,3,192
488,1,5,8,1,8,3,48-02515,81,N,N,479
489,1,4,7,2,0,0,48-02516,87,0,3,187
490,2,N,9,2,4,0,48-02516,11,7,7,204
491,2,N,1,2,7,0,48-02510,73,6,5,141
492,2,4,3,2,8,0,48-02515,38,N,7,310
493,1,3,1,0,7,0,48-02515,49,1,13,304
494,1,5,9,2,2,1,48-02507,43,N,13,26
495,2,4,4,1,9,1,48-02102,29,1,3,305
496,2,4,1,0,3,3,48-02516,22,0,13,294
497,1,3,4,2,N,1,48-02510,13,4,3,205
498,2,2,8,2,3,2,48-02102,35,2,8,21
499,1,3,7,0,N,4,48-02510,65,7,N,59
500,1,4,4,2,0,1,48-02515,58,0,5,98
501,1,6,1,2,1,3,48-02507,81,7,13,250
502,1,6,5,2,N,0,48-02515,67,0,5,191
503,2,3,9,1,N,1,48-02102,49,0,4,142
504,1,6,8,2,9,3,48-02102,69,6,6,333
505,2,3,6,1,1,3,48-02507,12,6,5,303
506,1,4,1,0,0,3,48-02510,67,3,3,327
507,1,6,2,2,3,1,48-02515,38,6,5,318
508,1,N,2,2,6,2,48-02102,74,N,3,259
509,1,1,6,1,5,1,48-02516,71,N,11,134
510,1,3,6,1,9,1,48-02102,87,N,2,451
511,2,4,4,0,3,4,48-02102,3,7,11,195
512,2,6,5,2,0,0,48-02515,43,7,N,462
513,1,6,2,2,4,1,48-02516,17,4,4,89
