,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
65,2,4,1,1,3,1,3,48-02515,2
66,1,4,1,0,7,1,3,48-02102,5
67,2,1,2,0,5,4,4,48-02102,4
68,2,1,4,1,5,9,0,48-02102,17
69,2,N,6,2,9,1,0,48-02516,5
70,1,6,5,1,4,12,0,48-02102,10
71,1,6,8,0,7,2,0,48-02515,8
72,2,5,4,2,3,10,4,48-02510,10
73,1,N,9,2,0,N,2,48-02507,0
74,1,3,3,1,4,1,3,48-02516,3
75,2,2,2,0,4,11,4,48-02510,10
76,2,1,9,1,1,1,0,48-02510,3
77,2,4,1,1,N,3,0,48-02507,12
78,1,1,8,0,9,12,2,48-02102,6
79,2,6,6,2,6,12,0,48-02515,0
80,2,4,4,1,2,2,2,48-02101,N
81,1,N,6,2,2,8,2,48-02515,13
82,2,3,8,0,6,8,2,48-02102,N
83,2,3,1,0,4,5,4,48-02101,N
84,2,N,3,2,7,5,0,48-02507,11
85,1,6,2,2,4,7,0,48-02101,2
86,1,N,6,0,4,N,2,48-02101,9
87,2,1,1,1,3,3,4,48-02101,3
88,2,2,7,1,4,N,4,48-02515,8
89,1,6,5,1,N,12,0,48-02101,17
90,2,5,8,2,2,5,3,48-02515,10
91,1,3,6,1,2,3,0,48-02507,11
92,2,N,2,1,5,5,4,48-02102,9
93,2,4,9,2,0,3,0,48-02507,5
94,2,N,9,1,2,12,4,48-02102,9
95,2,3,1,2,3,1,4,48-02515,8
96,2,5,4,0,N,5,1,48-02510,0
97,1,5,1,1,2,7,2,48-02510,5
98,1,6,5,0,8,5,3,48-02102,14
99,1,3,6,1,3,3,3,48-02516,10
100,1,6,1,0,7,8,1,48-02515,5
101,2,N,1,0,1,1,1,48-02102,0
102,2,N,1,1,4,4,0,48-02516,7
103,2,5,5,0,2,3,0,48-02102,0
104,2,6,9,2,9,N,4,48-02516,15
105,2,5,7,1,4,11,4,48-02507,18
106,1,N,7,2,5,5,0,48-02102,18
107,1,1,7,1,7,5,0,48-02507,18
108,1,N,1,1,N,1,4,48-02102,6
109,1,4,5,1,7,3,4,48-02516,17
110,1,6,8,1,5,5,2,48-02507,6
111,2,6,8,2,N,5,0,48-02101,13
112,2,5,1,2,5,8,0,48-02102,4
113,1,5,4,2,0,3,3,48-02101,12
114,2,5,1,1,2,4,3,48-02515,12
115,2,1,7,1,5,10,4,48-02510,N
116,2,2,1,1,4,3,4,48-02515,14
117,2,5,4,0,9,N,0,48-02101,13
118,2,N,1,1,0,9,4,48-02507,14
119,1,1,4,2,N,3,1,48-02101,3
120,2,N,1,2,7,5,0,48-02101,14
121,1,4,6,1,4,5,2,48-02101,13
122,2,N,7,0,6,4,0,48-02507,9
123,2,1,6,1,2,1,0,48-02102,13
124,2,N,6,0,6,8,4,48-02102,3
125,1,5,2,1,8,8,0,48-02516,1
126,2,3,1,1,3,4,0,48-02515,N
127,1,6,3,2,9,7,0,48-02102,5
128,1,6,6,2,9,8,0,48-02507,5
129,1,6,3,2,1,6,2,48-02101,18
130,2,N,8,0,6,9,2,48-02515,3
131,2,5,1,1,0,4,4,48-02102,N
132,1,4,7,2,9,9,4,48-02515,2
133,1,3,6,1,8,3,0,48-02102,4
134,1,5,8,0,0,1,0,48-02507,7
135,1,N,9,1,3,1,3,48-02101,0
136,1,2,1,1,7,11,4,48-02101,17
137,2,N,4,2,2,3,4,48-02515,15
138,2,4,7,1,8,11,0,48-02102,13
139,1,1,2,2,8,9,1,48-02102,3
140,1,1,9,1,3,6,1,48-02516,12
141,2,1,6,1,3,1,3,48-02516,8
142,1,1,7,0,1,6,2,48-02516,11
143,2,1,4,2,0,9,0,48-02101,7
144,1,6,1,2,5,12,2,48-02507,1
145,2,1,4,1,9,3,4,48-02516,15
146,1,3,1,2,7,5,4,48-02507,13
147,2,1,1,0,6,5,2,48-02102,17
148,2,N,1,2,8,7,0,48-02101,11
149,2,4,3,1,4,5,3,48-02516,11
150,2,5,9,0,7,11,2,48-02101,6
151,1,1,6,0,2,4,1,48-02507,9
152,1,6,7,2,9,9,0,48-02102,13
153,2,3,5,1,N,3,2,48-02102,3
154,1,N,1,0,4,3,0,48-02515,5
155,1,4,9,2,4,4,0,48-02102,0
156,2,4,7,0,1,9,1,48-02102,7
157,1,2,7,1,N,N,1,48-02510,2
158,1,6,7,2,3,7,2,48-02101,0
159,1,1,1,2,7,8,3,48-02507,16
160,1,5,2,1,5,N,2,48-02507,3
161,2,6,1,0,N,3,4,48-02507,3
162,1,1,5,2,4,6,4,48-02101,14
163,1,N,6,0,2,9,4,48-02102,14
164,1,4,1,2,1,5,2,48-02510,9
165,2,2,2,2,6,N,4,48-02510,8
166,2,3,1,2,0,2,1,48-02102,0
167,2,N,3,1,N,N,0,48-02102,4
168,1,5,6,0,4,1,4,48-02101,2
169,1,N,1,0,3,10,2,48-02515,0
170,1,3,3,1,7,N,2,48-02102,7
171,2,6,7,2,9,8,2,48-02101,0
172,2,5,4,2,3,12,0,48-02102,17
173,2,5,2,1,2,8,1,48-02102,0
174,1,3,1,0,N,1,4,48-02510,3
175,1,5,5,0,6,8,4,48-02507,5
176,2,5,9,1,6,5,2,48-02101,10
177,2,5,7,0,8,N,2,48-02101,N
178,1,4,1,2,6,8,2,48-02510,11
179,2,6,7,1,8,10,1,48-02102,5
180,2,5,2,1,4,7,2,48-02516,11
181,2,N,5,1,4,5,0,48-02515,8
182,1,3,2,2,N,5,1,48-02515,4
183,1,3,2,1,6,8,0,48-02507,12
184,2,2,6,2,0,10,2,48-02102,14
185,2,N,6,1,0,8,2,48-02507,6
186,1,4,8,2,8,7,0,48-02102,1
187,2,N,6,0,5,11,1,48-02510,9
188,2,6,3,2,9,12,0,48-02507,13
189,1,6,6,1,4,4,4,48-02510,16
190,2,N,6,2,6,N,1,48-02102,10
191,1,5,1,2,N,10,2,48-02102,14
192,2,4,2,1,8,5,0,48-02101,11
193,1,N,9,2,N,N,1,48-02507,5
194,2,3,6,0,7,7,0,48-02102,7
195,2,6,1,0,5,8,3,48-02516,12
196,1,3,5,1,6,8,3,48-02507,9
197,2,5,6,2,0,12,4,48-02101,15
198,2,3,8,1,7,5,4,48-02510,3
199,1,2,7,0,6,5,1,48-02516,9
200,2,6,6,2,9,6,2,48-02507,11
201,2,5,1,1,2,9,2,48-02507,10
202,2,1,8,0,8,4,0,48-02515,13
203,2,6,3,1,7,7,3,48-02102,4
204,1,4,9,1,5,1,0,48-02516,11
205,1,2,2,2,7,1,2,48-02102,12
206,2,1,5,1,6,N,4,48-02515,17
207,2,1,4,0,1,5,3,48-02101,12
208,2,N,7,0,2,9,2,48-02516,2
209,2,3,5,1,2,9,1,48-02101,12
210,1,6,3,1,N,12,0,48-02507,5
211,2,5,6,2,N,5,3,48-02101,10
212,2,1,9,0,N,7,1,48-02101,16
213,1,5,2,1,4,8,4,48-02507,3
214,2,5,1,1,1,10,3,48-02507,9
215,2,6,6,0,3,10,0,48-02102,8
216,2,6,7,1,6,9,0,48-02510,10
217,1,5,2,1,5,4,4,48-02510,10
218,1,1,6,1,0,12,2,48-02102,14
219,1,N,9,0,1,5,0,48-02515,15
220,1,2,9,1,8,12,4,48-02507,15
221,2,1,1,0,9,N,0,48-02516,5
222,2,5,9,0,6,8,1,48-02516,6
223,2,5,3,2,2,8,3,48-02516,4
224,1,5,7,2,3,1,0,48-02516,N
225,1,4,2,0,1,5,2,48-02515,N
226,2,N,7,0,4,7,3,48-02516,0
227,1,1,1,1,1,7,4,48-02510,15
228,1,5,7,1,2,4,0,48-02515,4
229,1,1,1,0,9,3,0,48-02516,15
230,2,4,7,0,1,N,0,48-02102,6
231,2,1,7,2,6,1,4,48-02101,3
232,2,5,4,1,2,N,4,48-02101,15
233,1,1,8,2,0,8,4,48-02515,18
234,1,6,6,2,9,9,1,48-02515,17
235,1,6,1,2,N,4,3,48-02510,17
236,1,4,8,1,4,3,4,48-02515,13
237,1,4,8,1,5,3,2,48-02507,16
238,2,4,7,0,9,2,2,48-02102,4
239,1,4,7,1,4,5,0,48-02102,3
240,2,6,7,2,0,4,2,48-02515,4
241,2,6,7,2,2,8,1,48-02516,13
242,2,6,2,1,5,8,0,48-02516,N
243,2,1,3,1,N,5,2,48-02515,12
244,2,2,9,0,8,6,3,48-02510,15
245,2,4,2,1,0,11,4,48-02516,12
246,2,4,2,2,8,5,4,48-02510,5
247,2,2,4,2,N,3,2,48-02102,15
248,2,N,6,1,4,3,4,48-02101,15
249,1,2,7,2,9,11,4,48-02101,5
250,1,6,7,2,8,N,1,48-02516,1
251,1,5,2,2,8,4,2,48-02515,15
252,1,2,6,1,5,6,2,48-02102,5
253,1,6,7,1,6,12,1,48-02507,5
254,1,3,8,1,9,1,0,48-02101,17
255,1,5,6,2,2,12,2,48-02515,6
256,1,N,7,2,3,6,2,48-02516,16
257,2,4,1,2,6,8,1,48-02507,6
258,1,5,9,1,3,12,0,48-02102,7
259,2,6,1,1,4,10,1,48-02515,7
260,2,3,1,1,8,11,0,48-02516,0
261,2,3,7,2,4,9,1,48-02101,11
262,1,N,5,1,0,5,4,48-02101,1
263,1,N,9,2,7,4,2,48-02516,2
264,2,4,7,1,7,4,4,48-02516,1
265,2,4,1,1,7,10,4,48-02516,7
266,2,5,1,2,6,8,1,48-02102,1
267,2,4,9,1,3,9,3,48-02102,3
268,1,1,7,1,9,4,2,48-02515,14
269,2,5,1,2,4,7,4,48-02102,10
270,1,1,8,1,3,3,1,48-02101,14
271,2,1,1,2,0,10,1,48-02101,16
272,1,5,6,1,6,1,2,48-02507,9
273,2,1,3,1,8,3,0,48-02507,9
274,1,6,2,1,3,7,3,48-02101,14
275,1,5,6,0,6,N,2,48-02102,0
276,1,6,7,0,3,6,0,48-02101,14
277,2,4,6,2,8,9,0,48-02510,7
278,2,4,1,1,9,8,0,48-02102,9
279,2,4,6,1,9,1,2,48-02101,N
280,2,N,7,0,7,5,2,48-02102,6
281,2,4,4,2,N,3,2,48-02101,16
282,1,1,1,0,4,9,3,48-02102,14
283,1,N,1,1,2,8,1,48-02101,3
284,1,4,2,1,5,6,0,48-02515,4
285,2,6,6,2,1,N,3,48-02101,14
286,1,1,5,0,0,8,0,48-02101,5
287,2,6,1,2,3,8,4,48-02515,7
288,2,4,7,0,1,9,3,48-02102,7
289,1,2,6,2,4,5,2,48-02101,16
290,1,3,6,2,0,6,2,48-02516,N
291,1,5,4,2,2,12,0,48-02101,3
292,1,1,7,2,6,4,0,48-02510,5
293,1,1,6,0,4,5,4,48-02516,2
294,2,N,4,0,9,7,4,48-02507,3
295,1,5,7,2,9,5,2,48-02507,4
296,2,5,1,2,4,5,2,48-02102,9
297,2,N,1,1,2,6,2,48-02507,9
298,2,6,9,1,9,10,2,48-02516,2
299,1,6,4,1,0,9,2,48-02101,8
300,2,4,6,2,4,10,1,48-02516,7
301,1,5,4,1,0,8,0,48-02507,7
302,2,2,1,0,6,8,0,48-02102,12
303,1,1,4,0,N,11,4,48-02516,5
304,2,1,6,1,0,9,4,48-02516,12
305,1,2,1,2,2,9,2,48-02516,0
306,1,3,8,2,9,7,2,48-02507,10
307,1,1,6,2,7,8,1,48-02507,5
308,2,3,3,1,0,9,0,48-02102,3
309,1,N,9,0,5,3,2,48-02507,11
310,2,2,8,1,4,7,0,48-02102,8
311,1,N,6,0,2,12,0,48-02510,7
312,1,5,2,2,5,4,2,48-02102,16
313,2,4,7,0,3,N,3,48-02507,14
314,2,4,1,2,1,12,0,48-02101,4
315,2,N,1,0,N,1,3,48-02515,6
316,2,2,7,2,6,5,3,48-02510,11
317,1,2,7,2,9,12,1,48-02516,14
318,2,N,7,0,3,6,4,48-02510,3
319,1,5,2,1,N,5,2,48-02102,18
320,2,1,7,0,7,4,0,48-02102,3
321,1,2,1,0,5,2,3,48-02507,8
322,2,N,8,0,5,9,0,48-02507,6
323,2,3,7,1,3,5,1,48-02510,2
324,2,N,1,0,N,N,4,48-02101,8
325,2,6,2,1,N,6,4,48-02102,4
326,1,5,8,0,9,5,1,48-02510,17
327,1,5,9,1,1,11,4,48-02101,9
328,1,5,1,0,2,6,1,48-02507,7
329,2,4,4,1,N,4,3,48-02101,17
330,2,6,9,0,1,1,0,48-02507,3
331,1,4,1,2,7,3,0,48-02507,15
332,1,4,5,1,3,9,0,48-02515,6
333,2,4,6,2,1,10,0,48-02102,2
334,2,4,6,2,9,2,0,48-02102,4
335,2,6,8,1,4,1,0,48-02102,N
336,2,3,1,0,7,1,3,48-02507,10
337,1,4,5,1,4,7,2,48-02510,7
338,1,2,7,0,0,4,0,48-02510,3
339,1,4,7,2,7,9,0,48-02507,18
340,1,1,1,1,9,N,1,48-02516,14
341,2,1,4,2,7,12,0,48-02507,14
342,1,6,5,0,8,3,0,48-02507,10
343,2,3,3,1,1,9,2,48-02515,13
344,1,2,9,1,0,11,4,48-02516,4
345,1,4,5,1,0,11,0,48-02515,3
346,2,3,8,1,8,10,1,48-02101,16
347,1,3,8,0,0,8,2,48-02510,12
348,2,N,2,2,4,2,1,48-02510,15
349,1,N,2,1,3,1,4,48-02515,1
350,1,2,6,1,N,8,0,48-02510,17
351,2,2,2,1,N,N,4,48-02102,12
352,2,3,1,2,4,N,3,48-02507,11
353,2,4,4,2,4,6,2,48-02507,4
354,2,4,9,2,5,9,2,48-02102,7
355,1,N,7,2,8,9,1,48-02515,17
356,1,3,1,2,1,1,2,48-02101,1
357,1,6,2,0,1,11,2,48-02510,1
358,2,4,9,1,1,9,2,48-02507,N
359,1,2,9,1,0,N,1,48-02510,11
360,1,1,1,1,N,5,0,48-02507,6
361,2,4,8,0,2,12,4,48-02507,16
362,2,3,4,1,2,4,0,48-02516,10
363,2,6,3,2,4,7,0,48-02101,2
364,1,6,1,2,7,7,0,48-02510,13
365,1,N,5,2,7,N,2,48-02507,8
366,1,1,1,0,1,7,4,48-02515,1
367,1,3,7,1,7,N,1,48-02515,11
368,2,3,4,1,4,10,0,48-02510,1
369,1,5,1,0,4,8,0,48-02515,17
370,2,3,6,1,2,3,1,48-02101,9
371,2,1,3,1,1,8,0,48-02510,6
372,2,4,2,1,1,2,2,48-02510,8
373,2,N,1,0,9,1,1,48-02101,5
374,1,6,1,2,7,9,1,48-02102,14
375,2,5,8,1,9,5,4,48-02510,N
376,2,1,6,0,2,12,0,48-02102,16
377,1,4,9,1,3,3,3,48-02510,6
378,1,6,4,1,6,12,0,48-02101,14
379,2,1,8,1,4,2,4,48-02507,9
380,2,4,7,1,2,6,1,48-02515,N
381,1,N,2,2,6,4,1,48-02102,17
382,2,6,5,0,3,5,0,48-02102,0
383,1,1,1,0,5,2,2,48-02507,18
384,1,5,2,0,6,2,4,48-02516,N
385,1,1,1,1,4,3,1,48-02510,5
386,1,2,8,1,4,3,1,48-02516,11
387,1,5,7,2,3,3,4,48-02102,N
388,2,5,9,2,5,2,4,48-02510,14
389,2,N,6,2,2,5,2,48-02507,4
390,2,1,2,1,6,4,4,48-02102,10
391,1,6,1,1,4,5,0,48-02102,16
392,1,N,2,2,8,3,2,48-02516,0
393,2,6,4,0,0,3,3,48-02102,15
394,2,4,1,0,7,9,4,48-02516,9
395,2,1,3,2,5,9,0,48-02515,15
396,2,5,4,2,7,3,4,48-02516,6
397,2,3,6,1,6,3,1,48-02510,14
398,2,5,7,0,6,8,2,48-02516,N
399,2,4,2,2,3,N,0,48-02516,15
400,1,4,3,1,7,9,3,48-02510,4
401,1,5,1,0,N,12,2,48-02516,3
402,1,3,2,2,3,5,0,48-02510,8
403,2,2,5,1,9,7,2,48-02510,15
404,1,3,1,2,N,8,1,48-02516,6
405,1,N,1,2,6,N,2,48-02516,8
406,1,6,2,0,5,7,0,48-02515,12
407,2,4,8,0,2,1,0,48-02102,N
408,2,4,5,2,2,1,1,48-02510,9
409,1,4,2,0,8,8,2,48-02515,0
410,2,6,1,0,8,3,0,48-02507,17
411,2,6,7,1,7,4,0,48-02515,12
412,2,6,5,1,5,1,1,48-02102,14
413,2,N,9,0,N,8,4,48-02101,2
414,1,6,7,2,4,N,2,48-02102,6
415,2,N,3,2,0,N,2,48-02102,15
416,1,2,1,2,6,11,0,48-02102,2
417,2,2,5,0,8,3,2,48-02516,13
418,1,6,4,1,9,9,1,48-02510,0
419,2,4,7,0,0,6,3,48-02515,7
420,1,3,8,1,7,9,0,48-02507,7
421,2,5,6,1,4,12,4,48-02510,7
422,1,6,5,1,9,9,2,48-02516,11
423,2,4,4,2,N,2,4,48-02516,N
424,2,N,7,0,3,3,1,48-02510,17
425,2,6,1,1,4,7,3,48-02510,5
426,2,6,6,2,1,11,4,48-02515,14
427,1,3,6,1,3,5,3,48-02510,15
428,1,N,3,0,0,4,4,48-02515,10
429,1,3,8,1,6,5,4,48-02102,N
430,1,N,9,2,N,1,2,48-02516,N
431,2,5,1,1,N,3,2,48-02510,7
432,1,1,8,2,1,9,4,48-02510,5
433,2,5,4,2,1,10,2,48-02510,0
434,2,5,7,1,0,9,2,48-02515,7
435,2,2,8,0,9,2,3,48-02507,N
436,1,6,1,2,1,4,2,48-02510,3
437,2,1,8,0,3,3,0,48-02516,5
438,1,4,7,1,0,2,2,48-02515,N
439,1,1,7,0,0,5,0,48-02507,2
440,1,2,5,0,0,3,2,48-02516,15
441,2,1,1,1,5,9,1,48-02516,1
442,1,3,7,0,2,10,0,48-02101,7
443,2,1,1,1,6,4,3,48-02516,10
444,1,5,2,1,7,3,3,48-02507,0
445,1,6,8,0,1,5,4,48-02516,11
446,1,5,8,1,4,7,3,48-02101,3
447,2,6,8,1,0,4,2,48-02102,0
448,2,5,9,1,3,6,1,48-02102,11
449,2,6,3,1,0,11,4,48-02101,17
450,2,4,8,0,9,5,2,48-02516,N
451,1,N,7,1,4,12,2,48-02515,2
452,1,1,1,2,9,4,4,48-02507,N
453,1,N,2,1,8,N,0,48-02516,12
454,1,6,6,1,6,11,0,48-02510,17
455,2,6,3,1,0,1,4,48-02516,15
456,1,N,1,2,2,5,4,48-02516,10
457,1,1,7,1,7,4,4,48-02102,5
458,1,4,6,2,8,3,1,48-02510,0
459,1,5,4,2,9,7,1,48-02102,14
460,1,4,8,1,0,8,0,48-02101,18
461,1,N,7,0,1,4,1,48-02101,6
462,1,N,8,2,9,8,4,48-02515,7
463,2,6,4,1,1,3,2,48-02102,5
464,2,N,3,2,8,9,1,48-02515,11
465,1,5,4,0,7,10,0,48-02102,15
466,2,3,1,1,1,8,0,48-02102,N
467,1,4,3,1,3,6,0,48-02507,6
468,2,3,1,0,3,9,4,48-02101,9
469,2,N,5,1,1,7,1,48-02101,2
470,1,6,1,0,5,12,0,48-02516,16
471,2,1,2,2,4,8,0,48-02516,4
472,1,6,1,2,9,10,0,48-02102,5
473,2,5,2,0,6,10,0,48-02507,15
474,2,1,5,2,0,4,0,48-02102,14
475,2,4,1,0,2,1,3,48-02102,16
476,2,2,1,1,7,5,4,48-02516,15
477,2,4,4,2,1,7,0,48-02102,13
478,2,2,3,0,4,9,2,48-02510,16
479,1,5,7,2,2,5,2,48-02510,2
480,1,6,4,0,2,1,2,48-02101,N
481,1,5,5,2,1,6,4,48-02516,7
482,2,N,7,1,1,11,1,48-02507,4
483,1,4,8,2,2,3,3,48-02101,12
484,2,1,5,1,4,N,3,48-02101,4
485,1,N,8,1,0,12,1,48-02510,5
486,1,6,1,0,0,5,1,48-02101,11
487,1,2,7,1,8,5,2,48-02101,10
488,2,N,4,1,0,N,1,48-02515,3
489,1,3,2,1,8,8,0,48-02516,5
490,1,N,3,2,0,10,1,48-02507,N
491,2,3,2,1,4,3,2,48-02101,15
492,2,5,6,2,7,12,0,48-02101,8
493,2,3,1,1,7,1,4,48-02510,3
494,1,5,6,2,0,3,2,48-02507,0
495,1,5,5,0,6,5,2,48-02515,16
496,1,2,1,2,9,3,0,48-02101,0
497,2,N,3,1,N,8,0,48-02507,5
498,1,4,9,2,N,11,2,48-02102,12
499,2,5,7,1,4,11,2,48-02510,9
500,2,6,1,1,9,1,1,48-02516,9
501,1,2,7,2,6,8,0,48-02101,10
502,1,2,2,1,9,4,0,48-02507,8
503,1,5,5,2,1,5,3,48-02507,2
504,1,1,6,0,6,9,0,48-02102,10
505,2,5,6,2,N,9,1,48-02507,6
506,1,6,9,2,7,11,1,48-02507,12
507,2,5,6,2,4,N,1,48-02510,16
508,2,3,8,2,3,11,2,48-02102,10
509,1,N,1,0,4,10,0,48-02101,13
510,2,1,2,0,2,8,0,48-02507,1
511,1,N,3,1,8,2,3,48-02515,16
512,2,N,6,0,3,10,0,48-02516,6
513,2,N,6,2,0,N,0,48-02101,15
514,2,6,2,2,1,12,1,48-02102,17
515,1,4,9,1,0,2,2,48-02101,15
516,2,5,7,0,5,5,2,48-02102,6
517,2,6,9,2,4,11,4,48-02101,2
518,1,3,3,1,1,N,1,48-02515,3
519,2,3,7,1,2,2,2,48-02102,3
520,2,6,6,1,3,9,2,48-02510,14
521,2,5,5,1,4,2,0,48-02507,2
522,1,5,9,2,7,11,3,48-02510,5
523,2,3,1,0,7,2,0,48-02510,14
524,1,2,5,1,0,9,4,48-02515,6
525,2,N,5,2,2,7,4,48-02516,3
526,2,1,2,0,8,3,2,48-02102,17
527,1,6,7,1,4,3,0,48-02516,6
528,2,5,1,0,9,8,3,48-02102,9
529,2,1,4,2,3,10,0,48-02516,3
530,1,3,7,1,9,9,2,48-02516,10
531,2,N,1,2,5,7,3,48-02102,2
532,2,2,9,2,3,4,0,48-02515,10
533,2,N,7,0,9,10,0,48-02102,N
534,1,3,6,1,0,2,0,48-02515,17
535,1,1,1,1,4,10,0,48-02507,11
536,1,6,6,2,5,3,4,48-02102,16
537,1,6,9,0,4,3,1,48-02510,14
538,1,1,4,2,3,4,2,48-02101,2
539,1,5,7,1,6,8,4,48-02515,14
540,1,5,7,0,3,N,2,48-02507,11
541,2,1,8,1,1,3,2,48-02515,11
542,1,4,4,0,5,N,1,48-02102,15
543,2,4,2,1,2,7,4,48-02510,14
544,1,4,1,1,4,6,2,48-02510,5
545,1,1,7,2,9,10,0,48-02102,N
546,2,6,4,2,0,2,4,48-02516,4
547,2,1,9,2,6,5,1,48-02516,11
548,1,6,6,2,2,4,1,48-02510,11
549,1,1,5,0,0,5,0,48-02515,13
550,1,N,8,0,5,4,1,48-02515,8
551,2,1,6,1,N,3,0,48-02515,0
552,1,1,6,1,2,1,0,48-02507,7
553,2,N,5,2,3,5,4,48-02101,14
554,1,N,1,1,1,N,3,48-02507,7
555,2,3,1,2,N,4,3,48-02101,15
556,1,1,9,1,8,12,4,48-02101,14
557,2,5,6,1,9,8,2,48-02101,8
558,1,5,3,0,8,9,3,48-02102,14
559,2,1,9,1,0,2,0,48-02507,6
560,2,5,7,2,0,9,4,48-02102,2
561,2,6,7,2,3,2,0,48-02515,12
562,2,2,9,0,0,9,4,48-02515,12
563,2,N,7,2,0,11,0,48-02507,15
564,2,5,1,1,8,8,0,48-02507,9
565,2,4,1,1,N,4,0,48-02507,9
566,1,2,1,1,2,1,0,48-02516,13
567,2,1,5,0,5,N,0,48-02516,17
568,2,2,9,0,2,5,0,48-02102,15
569,1,6,9,1,9,6,0,48-02507,3
570,2,5,7,1,8,9,4,48-02516,2
571,2,N,8,0,9,N,0,48-02510,0
572,2,N,1,0,3,1,2,48-02102,6
573,2,6,8,2,9,3,4,48-02516,3
574,1,3,3,2,2,N,0,48-02516,7
575,1,2,6,2,7,7,4,48-02515,6
576,1,N,4,2,9,12,1,48-02515,16
577,2,5,3,1,2,12,1,48-02510,0
578,1,N,1,1,0,11,1,48-02516,13
579,2,6,2,1,3,N,0,48-02507,17
580,2,6,8,2,6,10,2,48-02101,N
581,1,6,2,0,3,3,1,48-02507,6
582,2,6,2,1,4,10,0,48-02515,12
583,1,6,5,2,3,5,0,48-02510,6
584,1,5,3,1,5,2,0,48-02507,16
585,2,4,1,2,0,12,3,48-02101,2
586,2,1,3,1,5,7,1,48-02510,6
587,1,N,7,2,1,N,1,48-02507,7
588,2,3,5,0,5,5,0,48-02515,16
589,2,3,2,1,9,2,0,48-02102,13
590,1,N,2,1,9,N,4,48-02102,13
591,2,1,9,1,8,10,0,48-02507,14
592,1,1,4,1,2,3,2,48-02516,11
593,2,6,9,2,N,9,2,48-02102,15
594,2,1,4,1,2,N,2,48-02507,13
595,2,N,5,2,9,6,1,48-02515,6
596,2,1,9,1,0,10,2,48-02102,18
597,2,4,2,0,4,7,2,48-02515,15
598,2,5,1,2,4,1,4,48-02510,12
599,1,4,4,0,7,5,0,48-02510,3
600,2,2,4,2,N,10,0,48-02515,16
601,1,N,9,1,6,9,0,48-02515,N
602,1,2,2,0,2,7,0,48-02510,11
603,2,3,8,1,7,5,2,48-02101,8
