AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
25,1,4,2,1,1,N,6,7
59,1,4,1,1,1,N,2,9
35,1,1,2,1,1,N,0,5
61,1,1,2,1,1,N,5,9
13,1,1,2,1,2,N,8,7
63,1,4,2,1,2,N,1,7
50,1,1,1,1,1,N,9,10
3,1,2,1,1,2,N,1,6
40,1,1,2,1,1,N,6,8
58,9,6,1,1,1,N,7,4
23,1,4,1,1,1,N,8,5
81,1,3,2,3,1,N,5,5
78,1,3,2,1,1,N,3,1
25,1,1,2,1,1,N,5,4
27,1,3,2,1,2,N,5,7
31,6,1,2,1,1,N,4,5
64,1,1,1,1,2,N,7,1
26,1,1,2,1,1,N,7,12
42,1,1,2,1,1,N,0,5
34,1,6,2,1,1,N,9,6
57,1,4,1,1,1,N,7,9
56,1,2,1,1,2,N,4,7
24,1,1,1,1,1,N,7,2
20,2,4,1,1,1,N,7,9
57,1,4,1,1,2,N,8,5
50,1,1,2,1,1,N,4,4
24,1,6,2,1,1,N,1,10
49,1,1,2,1,1,N,4,9
53,1,1,1,1,1,N,0,4
26,1,1,1,1,1,N,5,5
44,1,6,2,1,1,N,9,6
92,1,6,2,1,1,5,7,9
59,1,1,2,1,1,N,9,1
63,1,1,2,1,1,N,3,5
45,1,1,1,1,1,N,2,4
88,1,1,1,1,0,N,4,7
16,1,1,1,1,1,N,4,5
61,1,4,1,1,2,N,9,6
63,1,1,2,1,2,N,9,6
49,4,1,2,1,2,N,8,11
92,1,3,2,1,1,N,5,7
61,1,6,2,1,1,N,3,9
61,1,N,1,1,2,N,8,6
62,1,1,2,1,2,N,4,5
59,1,1,1,1,1,N,1,9
34,1,1,1,1,2,N,3,5
59,1,2,2,2,1,N,5,5
52,1,6,2,1,1,N,6,5
33,7,1,2,1,1,N,7,7
40,7,1,1,1,1,N,2,7
53,1,1,2,1,1,N,6,7
39,2,4,2,1,1,N,0,5
62,1,2,1,1,1,N,4,4
31,1,6,2,1,1,N,4,5
10,1,6,1,1,1,N,6,8
66,1,1,1,1,1,N,5,4
58,1,1,1,1,1,N,3,4
37,1,1,1,1,1,N,9,5
59,1,1,2,1,0,N,6,8
0,2,6,1,1,1,5,9,5
25,1,6,1,1,1,N,7,9
5,1,6,2,1,1,N,8,5
19,1,1,1,1,1,N,6,5
28,1,6,2,1,2,N,7,8
63,1,1,2,1,1,N,4,5
56,1,3,1,1,2,N,8,7
65,1,1,2,1,2,N,6,9
76,1,4,1,1,1,N,9,9
51,6,3,1,1,1,N,5,9
52,1,3,2,1,1,N,6,9
60,2,1,2,1,2,3,4,5
30,1,6,2,1,1,4,0,7
41,1,1,1,1,2,N,4,7
33,1,4,1,1,1,N,4,5
70,1,1,1,1,0,N,5,5
62,1,4,1,1,2,N,6,8
54,1,1,1,1,1,N,4,5
29,1,1,2,1,1,N,9,9
22,7,4,1,1,1,N,5,7
77,1,1,1,1,1,2,0,12
72,1,3,1,1,1,N,7,9
20,1,1,1,1,2,N,7,10
53,1,4,1,1,1,4,7,9
67,9,6,2,3,2,N,8,5
58,1,6,2,1,1,N,1,9
36,1,1,1,1,1,N,5,9
28,1,1,1,1,1,N,3,9
75,1,5,1,1,1,N,0,7
21,1,2,1,1,1,N,7,11
75,1,6,2,1,1,N,1,7
39,1,3,2,1,1,N,3,7
38,1,4,1,1,0,N,6,9
43,2,1,2,1,1,N,4,7
52,1,4,1,1,1,N,8,9
66,1,1,2,1,1,N,7,5
34,1,1,1,1,1,N,7,7
40,3,1,1,1,2,N,7,7
60,8,1,2,1,1,N,3,4
38,1,1,2,1,1,N,8,7
58,1,6,1,1,1,N,0,5
60,1,1,1,1,1,2,5,2
19,1,6,1,1,0,N,5,5
14,1,1,1,1,1,N,1,1
37,1,1,1,1,1,N,1,8
70,1,1,2,1,1,N,5,7
59,1,1,1,1,1,N,0,7
49,2,3,1,1,1,N,6,N
56,1,4,2,1,1,N,2,5
20,1,1,2,1,1,N,5,6
38,8,6,1,1,1,6,2,5
51,1,1,2,1,1,N,3,8
51,1,1,2,1,1,N,5,4
1,1,1,2,1,1,N,7,9
46,1,4,1,1,2,N,5,5
55,1,6,1,1,1,N,N,5
62,1,3,1,1,1,N,2,7
54,1,1,2,1,1,N,2,7
5,9,1,2,1,1,N,3,7
71,1,1,1,1,1,N,8,6
67,1,1,1,1,1,N,5,7
49,1,1,2,1,2,N,8,3
73,8,4,1,1,1,N,8,9
50,1,1,2,1,2,N,5,9
61,1,1,1,1,1,N,3,9
29,2,2,1,1,1,N,N,9
27,1,6,1,1,1,N,5,7
70,6,2,1,1,1,N,7,5
55,1,2,2,1,1,N,6,3
52,1,6,2,1,2,3,3,7
29,1,1,1,1,1,N,5,3
53,1,1,2,1,1,N,1,9
53,1,1,1,1,1,N,9,10
70,1,1,1,1,1,N,2,9
34,1,1,2,1,1,N,6,9
44,6,1,1,1,1,N,3,9
79,1,1,1,1,1,N,5,4
29,8,1,2,1,1,N,9,1
35,1,6,2,1,1,N,2,9
38,1,4,2,1,1,N,4,4
51,5,1,1,1,1,N,5,10
67,2,1,2,1,1,N,0,5
45,1,6,2,1,1,N,7,3
36,1,6,2,1,2,N,2,7
47,1,1,2,1,1,N,5,5
38,1,1,2,1,1,N,8,9
58,1,1,2,1,1,N,7,9
49,6,1,1,1,1,N,9,8
56,2,1,1,1,2,N,6,9
56,1,N,1,1,2,N,6,7
45,1,1,1,1,2,N,3,10
83,1,4,1,1,1,N,8,8
83,1,5,2,1,1,N,7,3
65,1,1,2,1,1,N,8,3
40,6,1,2,1,1,1,4,7
39,1,1,2,1,1,N,6,5
28,1,N,1,1,2,N,0,10
34,1,6,2,1,1,N,6,12
34,1,4,1,1,1,N,6,9
51,1,1,1,1,1,N,8,7
50,1,4,2,1,2,N,8,5
55,8,1,1,1,1,N,9,7
63,1,1,2,1,1,N,1,9
81,1,4,2,1,1,N,6,5
38,1,6,1,1,1,N,4,12
69,9,1,1,1,1,N,5,9
61,1,1,1,1,1,N,2,6
55,1,4,2,1,1,N,8,5
85,1,1,2,1,1,6,3,9
58,1,1,1,1,1,N,7,9
56,1,1,1,1,2,N,8,5
92,1,1,2,1,1,N,6,4
25,1,1,2,1,1,N,6,5
34,1,4,1,1,1,N,6,7
53,1,1,1,1,1,N,2,7
27,1,1,2,1,1,N,9,9
57,1,1,1,1,2,N,N,9
24,1,1,1,1,1,N,5,7
56,1,1,1,1,1,N,6,10
19,1,1,1,1,1,N,5,9
37,1,1,1,1,1,N,3,9
44,1,1,1,1,1,N,8,7
42,1,1,2,1,2,N,5,10
85,1,1,1,1,1,N,0,10
0,8,2,1,1,1,N,6,7
55,1,3,2,1,1,N,7,7
75,1,2,1,1,1,N,5,9
28,2,1,2,1,1,N,3,7
70,1,6,2,1,1,N,0,5
43,9,3,1,1,1,N,0,9
12,1,1,1,1,2,N,8,10
34,1,1,2,1,1,N,7,9
38,1,1,1,1,1,N,6,7
66,1,3,2,1,0,N,6,6
63,1,1,2,1,1,N,6,9
92,1,1,2,1,1,N,6,7
48,1,6,2,1,1,N,5,8
82,6,1,1,1,1,N,6,5
42,1,1,1,1,1,N,2,9
53,1,3,2,1,1,N,3,8
50,1,N,1,1,1,N,5,10
88,1,1,1,1,1,N,8,5
42,9,1,1,1,2,N,2,6
58,1,4,2,1,1,N,3,7
18,1,4,1,1,1,N,3,7
47,1,6,2,1,1,N,7,7
52,1,1,2,1,1,N,3,9
3,1,1,1,1,1,N,3,7
81,1,1,1,1,1,N,7,7
46,1,1,1,1,1,N,0,5
53,1,1,1,1,1,N,2,5
27,1,1,2,1,1,N,4,7
86,1,1,2,1,1,N,6,10
63,1,1,2,1,2,N,4,5
36,1,1,1,1,1,N,7,9
63,1,4,2,1,1,N,3,9
34,6,4,1,1,1,N,6,7
1,1,3,1,1,1,N,0,9
63,1,1,2,1,1,N,9,7
49,9,1,1,1,1,N,5,7
12,1,6,2,1,2,1,6,12
73,1,1,1,2,1,N,4,5
58,1,6,1,1,2,N,5,5
35,1,1,1,1,1,N,7,5
63,8,3,1,1,1,N,5,7
24,2,1,1,1,1,1,3,4
51,1,1,1,1,1,N,0,9
16,1,1,1,1,1,N,8,5
38,1,1,1,1,1,N,6,8
54,1,1,1,1,1,N,2,5
92,1,1,2,1,2,N,2,10
43,1,4,2,1,2,N,7,5
38,1,3,2,1,1,N,2,6
39,1,6,1,1,1,N,2,5
32,1,3,2,1,2,3,5,3
19,1,1,1,1,1,N,8,4
49,1,4,2,1,1,N,9,7
56,1,1,2,1,1,N,3,5
36,8,6,2,1,1,N,1,5
60,4,1,1,1,1,N,2,7
39,6,6,2,1,1,N,4,5
49,1,1,1,1,1,N,6,2
16,1,1,2,1,1,N,3,4
31,1,1,2,1,1,N,3,5
73,1,1,1,1,1,N,9,7
73,2,1,1,1,1,5,3,5
72,1,N,1,1,1,N,8,11
71,1,1,2,1,1,N,4,9
51,9,1,2,1,1,N,N,7
66,1,1,1,1,1,N,3,12
43,1,3,2,1,1,N,8,9
62,1,6,2,1,1,N,4,1
36,1,4,1,1,1,N,5,1
46,1,1,1,1,1,N,8,5
15,1,4,2,1,2,N,5,7
39,1,6,2,1,1,3,N,8
57,1,3,1,1,1,N,3,9
40,1,1,2,1,1,N,3,7
52,1,1,2,1,1,N,5,4
31,1,1,2,1,1,N,4,5
32,1,1,2,1,2,N,6,8
40,1,1,1,1,1,N,6,9
65,1,1,1,1,1,N,8,7
65,1,4,2,1,1,N,0,3
67,1,6,2,1,1,2,5,7
69,8,1,2,1,1,N,0,7
33,1,4,1,1,0,N,8,9
68,9,6,2,1,2,N,8,9
56,1,4,1,1,1,N,6,8
85,1,4,2,1,1,N,3,5
37,1,1,2,1,2,N,5,7
50,1,1,2,1,1,N,0,1
38,2,6,1,1,1,N,3,11
55,1,1,2,1,1,N,8,7
71,8,1,1,1,1,N,3,8
17,9,1,2,1,1,N,1,9
33,1,3,2,1,1,N,7,8
65,9,1,2,1,2,N,6,4
18,1,1,1,1,2,N,6,7
20,1,1,2,1,1,N,2,11
9,1,1,2,1,1,N,5,7
65,1,2,2,1,1,N,1,7
63,1,1,1,1,1,N,3,8
67,9,3,2,1,1,N,4,9
81,1,1,2,1,1,N,1,7
42,2,1,2,1,1,N,6,4
30,1,4,2,1,1,N,3,6
53,1,6,1,3,1,1,7,8
27,1,6,1,1,1,N,4,9
48,1,4,1,1,1,N,5,7
72,1,2,2,1,2,N,6,7
83,1,1,1,2,1,N,2,7
38,1,6,2,1,2,N,3,7
77,1,1,1,1,2,N,N,2
72,8,6,1,1,1,N,3,5
48,1,3,1,1,1,5,8,5
49,1,3,1,1,2,N,2,7
69,1,1,1,1,1,N,9,1
72,1,1,1,1,1,N,4,7
33,1,1,2,1,1,N,9,7
45,1,1,1,1,1,N,2,9
58,1,1,2,1,1,5,0,3
33,2,6,2,1,1,N,7,6
33,1,1,1,1,1,N,4,9
45,1,1,1,1,1,N,4,6
85,1,1,2,1,1,N,0,9
49,1,1,1,1,1,N,4,7
76,1,3,2,1,1,N,4,5
28,1,3,2,1,1,N,5,7
65,6,6,1,1,1,N,7,9
60,1,1,2,1,1,N,7,7
30,1,3,1,1,1,N,2,7
55,1,1,2,1,1,N,6,10
30,1,1,1,1,1,N,7,5
53,1,1,1,1,1,N,7,10
66,1,1,1,1,1,N,N,5
45,1,1,2,1,1,N,9,6
60,2,4,2,1,1,N,3,9
48,1,6,1,1,2,N,8,3
71,5,N,1,1,1,N,3,4
59,1,1,1,1,1,N,8,8
29,3,1,1,1,2,N,4,5
41,1,1,2,1,1,N,2,9
76,1,1,1,1,1,N,5,9
13,1,3,1,1,2,N,8,4
25,1,1,2,1,1,N,4,9
72,2,3,2,1,2,3,7,7
80,1,1,1,1,1,N,1,6
54,1,1,1,1,2,1,4,9
5,1,4,2,1,1,2,2,5
38,1,4,2,1,1,N,6,6
42,1,1,2,1,1,N,8,9
28,1,1,2,1,1,N,6,7
24,1,6,2,1,2,N,0,8
45,1,3,1,3,1,N,3,9
63,4,5,1,1,1,N,N,9
59,1,1,1,1,1,N,8,7
71,1,1,2,1,2,N,8,3
74,1,1,1,1,1,N,N,4
52,1,1,1,1,1,N,7,5
41,1,1,1,1,1,N,3,5
51,1,6,2,1,1,N,8,9
54,2,1,1,1,1,N,4,7
35,1,1,1,1,2,N,8,9
47,1,1,1,1,1,N,5,5
56,1,6,2,1,1,N,4,5
23,1,1,1,1,1,N,9,9
32,1,3,1,1,1,N,8,8
32,5,1,1,1,1,N,2,5
66,1,1,1,1,1,N,5,8
30,1,1,1,2,1,N,4,8
77,1,4,1,1,2,N,5,3
10,1,1,1,1,2,N,0,5
47,1,6,1,1,1,N,6,5
70,1,1,2,1,1,N,6,9
62,1,4,2,1,1,N,9,7
20,1,4,1,1,1,N,0,4
22,1,4,1,1,1,N,3,5
40,9,1,1,1,1,N,8,5
35,1,1,1,1,1,N,8,10
67,1,6,1,1,1,N,9,9
80,1,4,1,1,1,N,6,5
64,1,6,1,1,1,N,5,5
53,3,1,2,1,1,N,1,5
70,1,6,2,1,1,N,6,5
22,1,1,2,1,1,N,4,9
56,1,5,1,1,1,N,7,7
54,2,4,1,1,1,N,3,7
77,1,1,1,1,1,N,N,5
53,1,4,1,1,1,N,0,5
35,1,6,2,1,1,3,N,7
77,1,1,1,1,1,N,3,4
35,1,6,1,1,1,N,9,7
30,1,1,1,1,1,N,0,5
32,1,1,1,1,1,N,9,10
26,8,1,1,1,1,N,4,5
56,1,1,1,1,1,N,8,8
39,1,1,2,1,2,N,4,5
69,5,5,2,3,2,N,9,7
56,1,1,2,1,2,N,6,4
73,1,1,1,1,1,N,7,5
73,1,6,1,1,1,N,3,7
28,1,1,2,1,2,N,9,5
31,1,4,1,1,1,1,7,5
63,1,4,1,1,1,N,3,6
23,1,1,2,1,2,N,0,5
40,1,1,2,1,1,N,0,10
17,1,6,1,1,1,2,2,9
33,1,6,1,1,1,N,5,5
53,1,1,2,1,1,N,4,10
31,2,N,1,1,2,N,5,7
56,1,1,1,1,1,N,5,7
32,1,6,2,1,1,N,5,4
70,1,6,1,1,1,N,9,9
69,1,1,2,1,1,N,5,3
36,1,1,1,1,1,5,7,10
63,1,1,2,1,1,N,2,9
28,1,1,1,1,1,N,6,8
29,1,1,2,1,1,N,4,5
50,1,2,1,1,0,N,4,7
79,2,1,1,1,1,N,5,4
79,1,6,1,1,1,N,8,3
51,1,4,1,1,1,N,0,7
11,8,1,2,1,1,N,0,12
36,1,4,2,1,1,N,4,7
65,1,4,1,1,1,N,4,9
56,1,1,1,1,1,N,2,5
37,2,4,1,1,1,N,6,5
69,1,6,1,2,1,N,8,1
74,1,1,2,1,1,N,2,7
53,1,1,1,1,1,N,8,3
28,1,1,2,1,1,N,N,9
55,1,1,1,1,1,N,4,9
63,1,6,1,1,1,N,4,7
72,1,6,1,1,1,N,9,4
5,1,1,2,1,1,N,7,9
57,1,1,1,1,1,N,8,5
70,1,N,2,1,1,N,5,3
0,1,1,1,1,1,N,8,6
44,1,6,1,1,1,N,0,3
37,2,N,2,1,2,6,6,5
75,1,6,2,1,1,N,2,7
33,1,3,1,1,1,N,0,9
53,1,4,1,1,1,N,8,7
62,8,4,2,1,1,N,3,7
63,1,1,2,1,1,N,0,7
72,1,1,1,1,1,N,1,5
4,1,4,2,1,1,N,6,5
68,1,4,1,1,1,N,8,10
49,1,1,1,1,1,N,3,4
80,1,4,2,1,1,N,5,7
47,1,4,1,1,2,N,7,7
78,1,1,2,1,1,1,4,8
64,1,3,1,1,1,N,0,10
26,2,1,1,1,1,5,2,9
16,6,3,1,1,1,N,3,4
79,1,6,1,1,1,N,6,7
32,9,1,1,1,1,N,5,7
65,1,1,1,1,1,N,2,5
51,1,6,2,1,1,N,7,9
20,1,3,1,1,2,N,0,10
36,1,4,1,1,1,N,0,5
30,1,6,2,1,1,5,8,9
22,1,1,1,1,1,N,7,5
92,1,4,2,1,2,N,3,10
40,1,6,2,1,1,N,2,7
73,2,1,1,1,1,N,8,9
31,1,6,2,1,1,N,4,9
45,1,2,2,1,2,N,4,6
57,4,5,2,1,1,N,4,9
51,1,4,2,1,1,N,5,9
21,1,1,1,2,1,N,6,9
68,1,1,1,1,1,N,6,N
63,1,1,2,1,2,N,9,5
87,1,2,1,1,1,N,6,9
6,1,1,1,1,2,N,3,9
29,1,6,2,1,1,N,5,5
31,1,1,1,1,1,N,6,10
72,1,4,2,1,2,N,0,5
35,8,3,1,1,1,N,5,6
62,2,4,1,1,1,5,0,9
8,2,1,1,1,1,N,0,7
19,1,1,2,1,1,N,1,7
27,1,2,2,1,2,N,5,7
34,1,6,1,1,1,N,7,6
92,1,6,2,1,1,N,5,1
56,1,1,1,1,1,N,5,5
71,1,1,1,1,2,N,8,9
65,1,N,1,1,1,N,9,7
46,1,3,1,1,1,2,6,10
42,1,1,2,1,1,N,5,1
41,1,1,1,1,1,N,5,4
45,1,6,2,1,1,N,6,4
69,2,4,1,1,1,4,3,9
54,1,1,2,1,1,N,4,9
52,1,1,2,1,2,N,7,7
33,9,1,2,1,1,N,4,7
65,1,1,2,1,2,N,7,4
65,1,1,2,1,1,N,0,5
68,1,3,2,1,1,N,2,5
78,1,1,1,1,1,N,8,8
41,1,1,2,1,1,N,9,9
7,1,6,2,1,1,N,5,7
33,1,1,1,1,1,N,5,7
36,1,1,2,1,1,6,3,7
54,1,6,1,1,1,N,2,9
36,8,1,2,1,1,N,0,5
53,1,1,2,1,1,N,7,9
23,1,2,2,1,1,N,6,9
33,1,1,1,1,1,N,8,6
44,1,5,1,1,1,N,7,7
56,1,1,1,1,2,N,7,10
56,1,6,1,1,1,N,2,7
65,1,6,2,1,2,N,7,7
47,1,1,1,1,1,N,4,7
50,1,4,1,1,2,N,4,5
66,9,1,1,1,1,N,9,8
51,6,1,2,1,1,4,8,3
31,1,1,1,1,2,N,4,9
44,6,1,1,1,1,N,0,4
22,1,1,2,1,1,N,0,3
68,1,1,1,1,2,N,5,5
71,1,6,2,1,1,N,6,7
66,9,2,1,1,1,N,6,7
43,1,6,1,1,1,4,5,5
66,1,1,1,1,1,N,4,1
80,1,1,1,1,2,N,8,5
56,2,N,2,1,1,N,4,4
79,1,6,2,1,1,N,2,7
19,1,6,2,1,1,N,5,9
2,9,N,2,1,1,1,8,7
83,1,1,2,1,1,N,7,4
77,1,6,2,1,1,N,4,5
47,1,1,2,1,1,N,3,7
49,1,6,1,1,1,N,4,5
48,1,1,1,1,1,N,7,8
40,2,1,2,1,1,5,5,4
57,1,6,2,1,1,N,6,1
33,1,1,1,1,1,N,8,9
48,7,4,2,1,1,N,8,8
35,1,1,2,1,1,N,4,9
56,6,3,1,1,1,N,8,7
65,2,1,2,1,1,N,6,7
61,2,1,2,1,1,N,8,4
84,1,6,2,1,2,3,3,4
28,1,6,1,1,1,N,8,7
73,1,1,2,1,1,N,8,7
34,1,6,2,1,2,N,5,7
35,1,1,2,1,1,N,0,7
27,1,6,2,1,1,N,3,1
38,1,1,1,1,1,6,7,7
47,1,1,2,1,1,N,8,5
4,1,1,2,1,1,N,5,5
26,1,1,2,1,2,N,7,8
47,1,1,1,1,1,N,3,8
44,2,1,2,1,1,N,7,9
30,1,1,1,1,1,N,5,1
54,1,1,1,1,1,N,0,5
18,1,1,1,1,1,5,7,6
20,8,1,2,1,1,N,2,5
25,1,3,2,1,1,2,9,5
51,9,1,1,1,2,N,8,7
69,1,1,2,1,1,N,8,7
49,1,1,1,1,1,N,6,9
92,1,2,1,1,1,N,5,10
42,1,6,2,1,1,N,2,5
25,1,1,1,1,1,N,2,5
25,2,1,1,1,1,N,4,10
54,1,1,1,1,2,N,1,7
64,9,1,1,1,2,N,5,8
47,1,2,2,1,1,N,5,4
52,1,1,1,1,1,N,7,9
39,2,3,2,1,1,N,8,10
57,1,N,2,1,1,N,3,6
48,1,3,2,1,1,N,8,6
70,1,1,1,1,1,N,8,7
67,8,1,2,1,1,N,4,5
23,8,1,2,1,1,N,6,7
26,1,1,2,1,1,N,4,5
8,9,1,1,1,2,N,3,7
34,1,4,2,1,1,N,2,8
63,1,1,1,1,1,N,5,4
82,1,6,2,1,1,N,8,7
39,1,1,2,1,1,3,0,5
60,1,4,2,1,2,N,8,8
65,1,6,1,1,1,N,3,7
54,1,1,1,1,2,N,7,7
24,1,1,1,1,1,N,9,8
84,1,1,1,1,1,N,8,6
36,2,1,1,1,1,4,7,7
16,1,1,1,1,1,N,3,6
50,1,1,2,1,1,N,2,7
33,1,4,2,1,1,N,5,3
18,1,6,1,1,1,N,6,5
49,1,1,2,1,1,N,8,10
40,1,1,2,1,1,N,0,9
53,1,1,1,1,1,6,1,7
42,1,4,2,1,1,N,6,3
24,1,1,2,1,1,N,7,5
65,1,6,2,1,1,N,0,7
55,1,1,2,1,1,N,3,5
66,2,4,2,1,1,N,8,5
42,1,1,1,1,1,N,0,5
49,1,4,2,1,1,N,0,11
76,1,6,2,1,2,N,0,5
80,1,1,2,1,1,1,2,7
69,6,1,1,1,1,N,5,8
59,1,1,1,1,1,N,4,3
42,1,1,2,1,1,N,6,6
72,1,1,1,1,1,N,0,7
33,1,2,2,1,1,5,5,7
31,1,1,2,1,1,N,5,7
51,8,6,1,1,1,N,6,4
54,1,1,2,1,1,N,3,6
56,1,3,1,1,1,N,5,5
46,1,1,2,1,2,N,4,5
60,1,1,2,1,1,N,9,10
77,1,1,1,1,1,N,0,6
84,1,1,1,1,1,N,0,9
66,1,N,2,1,1,N,2,6
48,1,1,1,1,1,N,0,7
32,1,6,2,1,2,N,6,1
51,6,1,1,1,1,5,N,5
56,1,1,1,1,1,N,8,9
18,1,1,2,1,1,N,7,5
75,1,1,1,1,1,N,3,9
82,1,6,2,1,1,N,7,9
27,1,4,1,1,2,N,3,9
81,1,1,1,1,1,N,0,7
62,1,1,2,1,1,N,6,4
25,1,1,1,1,1,N,2,7
61,6,1,1,1,1,N,8,7
52,8,1,2,1,2,N,4,4
23,1,3,2,1,1,N,6,7
75,9,1,2,1,1,N,5,11
65,1,1,1,1,2,N,3,7
52,1,1,2,1,1,N,8,6
81,1,1,2,1,2,N,9,7
71,1,1,2,1,1,N,7,9
26,1,6,1,1,1,N,7,3
65,2,6,2,1,2,N,7,7
83,1,1,1,1,1,N,7,5
31,1,1,1,1,1,N,5,7
34,2,6,1,1,2,N,3,7
77,1,1,1,1,1,N,0,7
60,1,4,2,1,1,N,1,7
40,1,1,2,1,1,N,3,7
60,1,1,2,1,1,N,2,7
13,1,1,1,1,1,N,1,8
22,1,1,2,1,1,1,0,4
62,1,1,1,1,1,N,5,6
47,1,3,2,1,1,N,4,2
65,5,6,2,1,1,N,4,12
23,1,1,1,1,1,N,8,7
2,1,6,2,1,1,N,1,7
68,1,1,1,1,2,N,3,3
40,1,1,2,1,1,N,2,9
46,1,1,2,1,2,N,9,7
32,1,1,2,1,2,1,3,10
35,1,1,1,1,1,N,7,4
47,1,4,1,1,2,N,9,10
31,1,1,2,1,1,N,7,3
31,1,3,2,1,1,N,6,9
64,1,4,1,1,1,N,8,5
25,1,6,2,1,1,N,7,9
