,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
74,48-02101,7,1,1,0,2,N,2,3,1,1675.9431419372559,11,10,68190.0,9,354,1,N,N,1,1
75,48-02102,53,2,6,1,3,N,8,2,2,1714.2472896575928,16,1,120500.0,2,127,4,N,1,2,1
76,48-02101,37,2,6,3,9,0,3,2,1,1640.511432647705,15,7,25450.0,9,411,6,2,N,2,1
77,48-02507,31,1,2,3,4,7,7,1,0,1409.5088348388672,8,5,7600.0,7,150,5,2,N,1,1
78,48-02510,63,1,4,0,4,11,4,1,1,1687.0026550292969,11,12,167600.0,0,97,3,1,2,2,2
79,48-02515,66,1,5,4,8,2,13,1,0,2466.2281188964844,14,3,45570.0,8,253,2,1,1,2,1
80,48-02101,47,1,1,1,2,N,3,1,2,2068.7965331077576,17,11,17700.0,7,69,6,N,N,2,1
81,48-02101,36,2,4,3,2,6,5,2,1,2162.7939749360085,12,6,69800.0,7,375,1,2,N,2,1
82,48-02507,64,1,3,2,4,3,4,2,0,2401.5156564712524,N,7,52100.0,0,384,N,N,2,1,2
83,48-02515,87,1,6,3,9,2,3,3,0,1945.2447662353516,13,7,102900.0,6,156,3,1,2,2,1
84,48-02102,78,1,3,2,3,N,13,3,2,1743.6838397979736,15,3,230000.0,5,56,N,1,1,2,1
85,48-02516,60,2,5,4,3,2,4,1,1,1588.7057456970215,15,3,170700.0,1,273,N,N,2,1,1
86,48-02102,78,1,4,1,6,11,2,2,1,2027.9774389266968,13,1,70030.0,3,0,3,1,2,2,2
87,48-02101,50,1,1,2,8,4,13,2,2,2112.0406732559204,0,12,214900.0,5,33,4,2,1,1,2
88,48-02102,88,2,6,3,2,2,N,2,2,1851.6424808502197,12,3,870.0,3,284,N,2,2,1,2
89,48-02101,70,2,1,3,9,7,2,2,2,1969.079490661621,7,8,44650.0,N,426,2,2,N,1,1
90,48-02507,2,1,5,0,8,4,4,2,1,2250.4106793403625,12,11,53000.0,0,222,5,1,2,2,1
91,48-02101,52,2,6,3,3,N,11,3,2,1516.8701515197754,1,1,22800.0,4,428,1,1,N,2,2
92,48-02510,3,2,4,3,1,N,11,1,2,1878.1274852752686,7,3,125400.0,8,258,1,1,N,1,1
93,48-02507,50,2,4,3,1,0,7,3,2,1069.2164764404297,18,2,58240.0,6,248,4,N,2,1,2
94,48-02102,62,2,3,1,6,4,4,2,2,2059.2219409942627,15,9,15900.0,7,83,N,1,2,1,2
95,48-02510,46,2,N,0,1,11,2,1,1,1645.9192810058594,10,11,77700.0,4,434,3,2,1,1,1
96,48-02510,17,2,6,0,5,3,N,3,2,1624.936767578125,9,11,68200.0,8,349,N,2,2,1,2
97,48-02507,70,2,4,4,2,11,3,1,1,2162.8727299571037,5,9,3200.0,9,230,1,1,1,1,2
98,48-02101,33,1,4,0,9,7,7,2,2,1568.2669410705566,0,4,31400.0,8,130,N,1,1,2,1
99,48-02510,75,1,5,4,3,6,2,3,1,2356.6788063049316,11,11,53200.0,8,419,1,N,1,2,2
100,48-02510,55,1,2,2,9,0,2,1,2,1992.614294052124,5,6,382000.0,9,266,6,1,N,2,2
101,48-02101,54,2,1,1,2,5,7,3,2,2286.2569723129272,13,8,252000.0,2,251,2,2,N,2,1
102,48-02101,43,1,3,2,3,7,13,1,2,1289.7782859802246,11,5,30100.0,8,309,5,2,2,2,1
103,48-02507,38,1,N,1,4,5,13,1,1,1839.4754371643066,12,4,24310.0,2,189,N,2,2,2,2
104,48-02510,15,2,1,0,5,2,11,2,0,1829.3632373809814,16,1,114000.0,5,402,2,2,N,2,1
105,48-02510,46,2,N,0,9,5,2,1,1,1756.9895992279053,0,2,151450.0,8,382,4,2,1,1,2
106,48-02516,44,2,6,0,7,3,7,2,0,1817.2807083129883,4,9,108800.0,8,444,N,2,2,2,1
107,48-02516,10,2,1,4,5,4,7,3,1,1780.3946266174316,7,N,31500.0,7,393,4,1,2,1,2
108,48-02101,14,1,N,2,8,7,N,1,2,1468.8815269470215,11,6,349100.0,2,387,N,N,N,1,2
109,48-02516,31,1,3,0,9,0,N,2,0,2735.3488121032715,N,8,428000.0,8,203,3,2,2,2,1
110,48-02101,36,2,3,0,8,1,N,1,2,1628.5450897216797,17,5,57100.0,N,245,6,2,2,2,1
111,48-02510,49,1,N,1,4,5,7,3,1,1993.8392839431763,14,2,2400.0,N,377,3,1,2,2,2
112,48-02507,8,1,2,2,3,N,N,2,1,1953.2201824188232,13,11,11700.0,9,313,5,2,1,2,2
113,48-02101,67,2,4,0,5,11,7,2,0,1641.9077835083008,9,7,26000.0,5,42,4,1,2,1,1
114,48-02102,13,1,6,4,4,6,N,2,2,1852.5817832946777,3,5,4600.0,6,248,2,2,2,2,2
115,48-02507,53,2,1,1,3,11,13,3,2,2081.695254802704,18,11,156300.0,4,401,2,1,1,1,1
116,48-02101,47,1,1,0,3,4,7,2,2,1994.371820449829,N,2,7100.0,1,68,4,2,2,1,1
117,48-02516,58,1,N,0,8,11,6,2,2,1774.826961517334,N,11,5000.0,5,4,2,2,2,2,2
118,48-02515,55,1,3,4,2,N,N,2,2,2096.1067066192627,10,12,36500.0,3,318,4,N,N,2,1
119,48-02507,30,2,1,0,3,3,2,3,0,2208.8657400608063,7,6,115500.0,8,491,3,N,2,1,1
120,48-02510,69,2,2,2,4,1,13,2,0,1788.461280822754,17,1,75080.0,5,130,N,N,1,2,1
121,48-02510,38,2,2,0,3,0,13,2,0,2232.6207885742188,1,6,33200.0,5,349,4,2,1,1,1
122,48-02101,50,2,N,3,9,0,7,1,2,1605.4609832763672,4,4,31800.0,0,314,5,2,2,1,1
123,48-02102,31,2,5,1,3,2,8,1,1,1918.0911693572998,18,2,134000.0,3,469,5,2,N,2,2
124,48-02102,72,1,2,0,9,3,3,3,0,2109.069908618927,14,6,18330.0,0,306,4,2,2,2,2
125,48-02516,19,2,1,4,2,0,7,2,2,1220.174747467041,15,10,79500.0,4,85,4,N,1,1,2
126,48-02510,28,1,3,0,7,0,7,2,1,2072.654543876648,7,N,22060.0,4,337,6,2,1,1,2
127,48-02507,9,1,6,4,2,2,7,3,2,1300.1649436950684,3,5,-1300.0,9,455,4,2,N,1,1
128,48-02101,66,1,1,3,1,4,4,3,2,1630.8781967163086,N,5,0.0,N,324,3,1,2,1,1
129,48-02102,37,2,3,4,3,1,3,2,2,1750.9160480499268,7,4,50120.0,8,56,1,N,1,2,2
130,48-02515,14,1,N,3,4,7,11,3,0,2225.0083503723145,3,N,36400.0,4,405,3,1,1,2,2
131,48-02510,65,1,2,2,9,7,11,1,1,1972.9736289978027,6,7,41500.0,7,488,N,2,N,2,1
132,48-02507,81,1,6,1,4,N,7,1,0,2605.4253253936768,14,4,850.0,9,77,5,1,2,2,2
133,48-02515,59,1,3,0,4,1,13,2,1,1703.5335597991943,15,7,75090.0,3,217,1,N,1,1,1
134,48-02101,69,2,N,3,1,N,3,2,0,1476.3105735778809,1,4,35000.0,7,311,2,1,N,1,1
135,48-02516,69,2,1,2,4,2,7,1,0,2259.55539560318,4,2,41980.0,9,102,4,2,N,2,1
136,48-02516,46,1,2,0,4,5,N,3,1,1309.097801208496,12,4,9700.0,8,234,N,1,2,2,2
137,48-02507,47,1,5,2,1,7,4,2,2,2085.4182682037354,14,4,59050.0,8,498,5,2,N,2,2
138,48-02515,35,1,2,0,8,N,4,3,2,1727.4588069915771,9,4,28900.0,9,101,6,1,2,2,1
139,48-02507,39,2,1,2,2,3,7,1,1,1976.6086444854736,18,11,2470.0,0,495,4,2,1,2,1
140,48-02515,2,1,3,3,4,6,N,2,2,1417.9037055969238,11,9,18150.0,0,499,N,2,2,1,1
141,48-02102,83,1,6,4,7,7,2,3,1,1770.4606399536133,2,12,40.0,1,496,N,1,1,2,1
142,48-02101,74,2,4,1,4,0,4,2,2,1756.5958938598633,12,5,23900.0,9,397,2,N,2,2,1
143,48-02510,5,2,1,3,4,N,13,3,2,1867.5982055664062,16,5,55940.0,N,358,N,1,1,1,1
144,48-02102,44,1,3,4,4,4,5,1,2,2022.2618017196655,18,11,16500.0,7,328,N,2,2,2,1
145,48-02101,75,2,4,1,2,3,5,2,2,1788.0475769042969,12,11,56500.0,5,121,5,1,1,2,1
146,48-02507,59,2,6,3,9,6,4,2,2,1437.685562133789,0,3,2900.0,8,253,3,2,1,2,2
147,48-02516,31,1,2,3,6,6,N,3,1,1809.3476638793945,7,N,44890.0,1,92,N,1,N,1,2
148,48-02102,19,2,2,0,9,0,8,1,0,2105.856572151184,15,5,49800.0,6,187,2,1,2,1,2
149,48-02102,61,1,N,2,5,5,8,2,2,1652.5392303466797,9,6,100200.0,0,211,N,2,N,1,1
150,48-02102,84,1,N,3,2,3,2,2,1,1822.5703678131104,3,10,2500.0,6,300,1,1,N,2,2
151,48-02507,57,1,4,4,1,5,N,3,2,1802.479377746582,9,9,284300.0,N,137,4,1,2,1,2
152,48-02102,72,1,1,0,2,1,11,3,0,1715.3772220611572,0,11,78200.0,9,303,1,1,N,1,1
153,48-02516,34,1,N,1,9,1,6,2,2,1994.8033628463745,0,8,38400.0,0,318,4,2,1,2,2
154,48-02102,65,2,6,4,3,5,7,1,0,1492.2596893310547,2,N,170.0,6,315,5,N,1,2,2
155,48-02101,6,2,4,1,1,3,11,1,1,1852.850347518921,5,2,880.0,2,375,2,N,N,2,2
156,48-02101,44,1,1,2,7,6,5,2,1,1337.7623901367188,7,4,9120.0,3,276,5,2,2,2,1
157,48-02507,28,1,5,4,9,5,3,2,1,1864.3167266845703,15,1,60300.0,0,488,6,2,N,1,1
158,48-02515,61,2,3,3,6,3,13,3,0,1387.7692375183105,N,1,156100.0,7,307,1,1,1,2,1
159,48-02101,40,1,6,0,9,6,4,2,0,2967.7759704589844,13,3,16300.0,0,193,N,N,N,1,1
160,48-02507,79,2,1,3,4,4,11,3,2,1564.1890106201172,0,2,72000.0,2,369,N,2,N,2,1
161,48-02101,12,2,N,1,1,7,6,2,1,2530.839572906494,11,8,30900.0,2,445,6,2,N,2,1
162,48-02510,33,2,2,3,8,5,2,3,2,2451.547094345093,15,11,57800.0,7,76,5,N,1,1,1
163,48-02516,5,1,6,4,6,5,11,3,2,2038.5972700119019,11,12,300.0,7,188,N,N,2,1,1
164,48-02515,39,1,N,1,3,5,6,1,0,2066.069935321808,10,5,35900.0,4,219,6,N,N,1,1
165,48-02101,84,2,3,2,2,2,3,3,2,1941.2056884765625,9,11,39700.0,1,388,2,2,1,1,2
166,48-02516,18,1,6,0,2,2,7,3,2,2063.830526828766,12,1,128000.0,4,254,5,N,2,2,1
167,48-02101,51,2,6,2,6,11,2,2,0,1769.3990859985352,13,4,840.0,N,371,N,N,1,1,2
168,48-02515,47,1,6,1,6,2,11,1,1,1781.3768730163574,14,6,25600.0,5,175,1,1,1,1,1
169,48-02515,62,2,1,0,4,5,11,1,2,1901.6092739105225,15,12,18200.0,3,10,2,N,2,2,1
170,48-02510,62,1,N,2,4,0,7,3,0,2082.366035938263,5,12,29300.0,8,336,3,2,2,2,1
171,48-02515,53,2,6,1,4,4,6,2,1,2162.494320333004,9,5,304300.0,8,120,N,2,1,2,1
172,48-02516,25,2,3,0,2,6,N,2,0,1798.1229839324951,13,5,130100.0,8,468,1,2,2,2,1
173,48-02102,3,1,4,0,8,5,5,1,1,1888.315502166748,N,N,59000.0,8,348,5,2,1,2,1
174,48-02507,64,2,3,0,2,N,6,1,2,2472.7062187194824,7,10,128000.0,0,354,5,2,1,1,1
175,48-02510,79,1,4,3,3,3,4,2,1,2128.528154850006,8,N,30100.0,6,203,1,1,1,2,1
176,48-02510,71,1,5,4,8,1,4,1,2,2390.9158239364624,16,9,356800.0,N,33,3,N,1,2,1
177,48-02102,37,2,1,2,4,0,N,2,2,1815.5543098449707,11,9,44600.0,8,263,3,1,2,1,1
178,48-02515,88,1,2,4,3,11,2,1,1,2361.7436180114746,4,4,16600.0,0,87,3,N,N,1,2
179,48-02510,6,2,N,0,3,2,7,3,0,1531.2660179138184,17,12,55400.0,0,450,4,2,1,2,1
180,48-02102,20,1,1,1,7,1,3,1,1,1779.4055709838867,17,12,33500.0,9,481,4,2,N,2,2
181,48-02102,60,2,5,1,5,5,2,3,0,1955.2835521697998,2,6,6200.0,4,408,1,1,N,2,1
182,48-02510,35,1,3,4,4,0,13,3,2,1304.7891006469727,7,1,94700.0,2,354,1,N,N,2,2
183,48-02515,82,1,1,3,8,0,2,1,2,1859.2298851013184,12,12,83600.0,3,66,3,2,N,2,1
184,48-02102,1,1,5,1,4,N,5,3,1,1543.803077697754,0,4,36000.0,7,410,2,2,1,1,1
185,48-02101,50,2,6,1,8,N,4,3,1,1869.7000560760498,15,8,2900.0,3,370,5,1,N,1,1
186,48-02516,13,1,N,0,3,1,11,2,1,859.8462448120117,6,9,225000.0,N,371,5,2,N,1,2
187,48-02102,27,2,2,2,8,N,4,1,1,1818.0129585266113,5,9,1300.0,4,146,N,N,1,2,1
188,48-02516,27,2,1,1,3,3,6,3,0,1185.4171524047852,11,10,184300.0,3,194,1,2,1,1,1
189,48-02515,7,2,3,3,9,1,3,2,1,1936.8087968826294,N,6,5300.0,N,440,1,2,N,1,2
190,48-02516,73,1,4,0,1,7,6,1,1,1496.444507598877,11,8,22220.0,7,204,6,N,1,2,2
191,48-02515,10,1,5,4,7,4,7,1,2,1671.7624435424805,12,11,334700.0,5,287,1,N,N,1,2
192,48-02102,76,1,1,3,1,2,2,2,0,1903.3384475708008,3,2,26740.0,8,467,N,N,N,2,2
193,48-02516,6,2,4,1,9,1,4,3,0,1855.1001987457275,3,3,25500.0,N,440,3,2,1,1,1
194,48-02516,58,1,1,4,1,2,5,2,0,1462.9903373718262,12,12,32800.0,2,289,3,N,N,2,2
195,48-02510,68,1,4,3,2,0,13,3,2,1879.5039806365967,10,5,18700.0,5,168,2,2,2,2,1
196,48-02507,38,2,2,0,5,6,4,1,2,1857.4360523223877,15,9,64900.0,9,257,2,2,1,2,2
197,48-02515,81,2,6,0,7,4,5,3,1,1225.2772102355957,11,2,138000.0,3,60,N,N,N,1,1
198,48-02507,6,1,3,2,8,1,6,3,1,1793.812738418579,14,6,103580.0,N,403,N,2,2,2,1
199,48-02101,36,1,1,0,7,N,2,2,0,1600.3835830688477,15,1,95600.0,8,125,3,2,1,1,1
200,48-02101,39,2,3,3,4,7,6,1,1,1532.1916160583496,N,9,81000.0,8,230,3,1,2,2,2
201,48-02515,82,1,N,0,3,11,8,2,0,2070.628574848175,7,11,15500.0,0,95,6,2,2,1,1
202,48-02516,32,2,5,0,8,0,5,3,2,1847.4617252349854,12,7,252000.0,2,14,6,2,2,2,1
203,48-02515,38,2,6,3,6,5,3,1,2,1538.2011947631836,11,7,205100.0,5,247,N,1,N,2,2
204,48-02510,52,1,2,0,7,7,3,3,0,2135.1833662986755,12,4,21100.0,0,487,6,1,2,2,1
205,48-02507,18,2,1,0,7,11,2,1,1,1646.3254890441895,3,7,18600.0,2,278,1,2,2,2,2
206,48-02515,46,1,6,2,8,6,8,2,1,1682.3564109802246,10,2,28030.0,2,477,4,1,2,2,1
207,48-02101,26,1,2,1,8,6,11,2,2,1781.129795074463,5,3,85920.0,5,309,N,N,1,2,1
208,48-02515,2,2,2,4,3,0,2,2,1,1422.707992553711,N,11,155000.0,9,379,N,1,1,2,2
209,48-02510,1,1,2,4,5,3,6,3,0,1200.5819473266602,18,5,487700.0,8,463,5,N,N,2,1
210,48-02102,46,1,N,3,3,6,5,2,0,2020.3591785430908,18,1,41200.0,7,94,1,N,1,1,1
211,48-02515,4,1,4,2,1,6,8,1,0,2262.565270423889,8,11,167000.0,5,212,N,N,1,2,1
212,48-02507,9,2,4,2,7,3,11,2,1,1895.1836166381836,14,5,58400.0,1,109,4,2,1,1,1
213,48-02101,54,1,5,1,1,N,8,3,1,2072.4251685142517,N,8,17000.0,3,201,N,2,1,1,1
214,48-02516,46,1,N,1,7,0,5,2,0,1871.7297229766846,7,2,49100.0,2,422,1,2,2,1,2
215,48-02101,58,2,1,1,6,3,3,2,0,2034.266282081604,1,7,156000.0,8,458,N,1,N,2,1
216,48-02101,5,1,4,2,5,0,5,2,1,1460.5766639709473,8,6,194000.0,2,484,5,2,2,2,1
217,48-02507,87,2,2,1,1,0,13,1,1,2452.4256286621094,16,2,150400.0,N,488,1,2,N,2,2
218,48-02515,31,2,4,2,9,11,6,1,0,1904.5235691070557,13,7,68190.0,8,421,3,2,N,2,1
219,48-02101,50,1,3,0,5,N,3,1,2,1586.3617095947266,1,9,30.0,N,268,N,1,N,2,2
220,48-02102,21,1,5,0,6,4,2,2,2,1759.8050746917725,13,9,407900.0,8,205,N,1,1,2,1
221,48-02510,6,2,6,0,3,1,13,1,2,1972.2598609924316,8,10,180000.0,2,479,N,2,N,1,2
222,48-02102,60,2,6,1,5,5,3,2,2,1414.7669372558594,N,2,21700.0,0,26,N,1,N,2,1
223,48-02516,20,2,6,3,2,11,5,1,2,1348.8002166748047,0,9,56000.0,7,350,4,2,N,1,1
224,48-02510,58,1,6,1,4,2,6,2,0,1617.3150024414062,13,11,46140.0,9,173,5,2,2,2,2
225,48-02102,88,1,N,1,2,N,3,2,1,1125.9139404296875,15,8,146000.0,4,452,6,1,2,1,2
226,48-02101,15,2,5,3,3,2,11,2,2,2145.4031405448914,13,10,121200.0,0,368,5,N,2,2,2
227,48-02102,59,1,5,2,6,6,3,3,0,1604.2490539550781,6,1,141500.0,2,84,5,2,2,1,2
228,48-02510,51,2,6,0,8,0,N,3,0,1734.8352966308594,8,1,407900.0,8,371,6,N,2,1,1
229,48-02516,60,1,5,3,9,6,4,2,1,1237.5943717956543,6,5,45200.0,N,78,3,N,1,1,2
230,48-02507,31,1,6,2,1,7,6,3,0,1503.0009994506836,14,8,23900.0,2,53,1,2,1,2,2
231,48-02507,31,2,6,1,6,11,13,3,1,1879.4939098358154,17,3,5000.0,4,286,5,2,1,2,2
232,48-02101,27,1,2,0,7,1,2,1,0,2048.6581144332886,17,5,77400.0,4,402,4,1,1,2,1
233,48-02102,17,1,3,0,2,5,7,1,0,2101.180244445801,17,10,10520.0,9,394,2,N,1,2,2
234,48-02507,62,2,2,4,5,7,5,3,1,1507.5887069702148,7,11,70600.0,5,213,5,N,N,2,2
235,48-02516,72,2,3,1,2,11,7,1,2,2086.535283088684,14,2,96600.0,8,170,N,2,N,2,1
236,48-02101,57,1,6,3,2,N,13,1,1,1663.7211952209473,1,7,73900.0,N,409,N,N,1,2,1
237,48-02507,56,2,4,0,9,0,8,3,2,1374.7391090393066,3,1,3700.0,0,18,N,2,N,2,1
238,48-02507,46,1,4,1,9,6,8,1,1,1724.500680923462,9,2,18400.0,N,74,N,1,N,2,2
239,48-02516,9,2,5,3,7,0,13,1,1,2175.974076449871,9,7,59200.0,4,461,2,2,2,1,1
240,48-02516,59,1,3,1,1,N,N,2,2,2490.873571395874,5,3,101600.0,6,134,N,1,2,2,2
241,48-02102,25,1,3,0,2,2,5,1,2,2422.8069458007812,13,9,124400.0,2,292,1,1,1,1,2
