,DENSITY,count_target,count_deidentified
209,11149,0.0,1.0
210,11150,0.0,2.0
211,11151,0.0,2.0
212,11152,0.0,1.0
213,11154,0.0,5.0
214,11163,0.0,5.0
215,11155,0.0,3.0
216,11156,0.0,2.0
217,11157,0.0,1.0
218,11158,0.0,1.0
219,11159,0.0,4.0
220,11160,0.0,4.0
221,11161,0.0,2.0
222,11162,0.0,2.0
223,11185,0.0,2.0
224,11186,0.0,4.0
225,11188,0.0,1.0
226,11223,0.0,5.0
227,11213,0.0,2.0
228,11215,0.0,2.0
229,11216,0.0,3.0
230,11217,0.0,3.0
231,11218,0.0,1.0
232,11220,0.0,1.0
233,11221,0.0,2.0
234,11222,0.0,1.0
235,11226,0.0,1.0
236,11189,0.0,3.0
237,11227,0.0,9.0
238,11228,0.0,2.0
239,11229,0.0,3.0
240,11230,0.0,3.0
241,11231,0.0,3.0
242,11232,0.0,3.0
243,11233,0.0,3.0
244,11235,0.0,1.0
245,11212,0.0,1.0
246,11210,0.0,3.0
247,11209,0.0,3.0
248,11207,0.0,1.0
249,11190,0.0,3.0
250,11191,0.0,4.0
251,11192,0.0,5.0
252,11193,0.0,5.0
253,11194,0.0,2.0
254,11195,0.0,3.0
255,11196,0.0,2.0
256,11197,0.0,2.0
257,11198,0.0,4.0
258,11199,0.0,5.0
259,11200,0.0,2.0
260,11201,0.0,4.0
261,11202,0.0,7.0
262,11203,0.0,2.0
263,11204,0.0,5.0
264,11205,0.0,7.0
265,11206,0.0,3.0
266,11143,0.0,1.0
267,11141,0.0,2.0
268,11048,0.0,2.0
269,11082,0.0,3.0
270,11073,0.0,2.0
271,11074,0.0,5.0
272,11076,0.0,3.0
273,11077,0.0,5.0
274,11078,0.0,2.0
275,11079,0.0,1.0
276,11080,0.0,3.0
277,11081,0.0,3.0
278,11083,0.0,1.0
279,11071,0.0,5.0
280,11084,0.0,1.0
281,11085,0.0,2.0
282,11086,0.0,4.0
283,11087,0.0,6.0
284,11088,0.0,4.0
285,11089,0.0,2.0
286,11090,0.0,5.0
287,11091,0.0,4.0
288,11072,0.0,3.0
289,11070,0.0,4.0
290,11140,0.0,3.0
291,11058,0.0,2.0
292,11049,0.0,4.0
293,10823,0.0,2.0
294,11051,0.0,1.0
295,11053,0.0,1.0
296,11054,0.0,1.0
297,11055,0.0,5.0
298,11056,0.0,2.0
299,11057,0.0,2.0
300,11059,0.0,7.0
301,11069,0.0,2.0
302,11061,0.0,2.0
303,11062,0.0,3.0
304,11063,0.0,3.0
305,11064,0.0,1.0
306,11065,0.0,3.0
307,11066,0.0,7.0
308,11067,0.0,1.0
309,11068,0.0,2.0
310,11092,0.0,3.0
311,11093,0.0,4.0
312,11094,0.0,4.0
313,11128,0.0,1.0
314,11120,0.0,1.0
315,11121,0.0,1.0
316,11122,0.0,3.0
317,11123,0.0,2.0
318,11124,0.0,1.0
319,11125,0.0,5.0
320,11126,0.0,2.0
321,11127,0.0,2.0
322,11129,0.0,1.0
323,11095,0.0,1.0
324,11131,0.0,1.0
325,11132,0.0,5.0
326,11133,0.0,2.0
327,11134,0.0,1.0
328,11135,0.0,1.0
329,11136,0.0,2.0
330,11137,0.0,2.0
331,11139,0.0,4.0
332,11119,0.0,1.0
333,11118,0.0,2.0
334,11117,0.0,1.0
335,11116,0.0,2.0
336,11096,0.0,1.0
337,11099,0.0,5.0
338,11100,0.0,4.0
339,11101,0.0,1.0
340,11102,0.0,3.0
341,11103,0.0,1.0
342,11104,0.0,3.0
343,11105,0.0,3.0
344,11106,0.0,1.0
345,11107,0.0,1.0
346,11108,0.0,2.0
347,11110,0.0,6.0
348,11111,0.0,3.0
349,11112,0.0,3.0
350,11113,0.0,3.0
351,11114,0.0,4.0
352,11115,0.0,3.0
353,10824,0.0,1.0
354,10815,0.0,2.0
355,10821,0.0,1.0
356,10341,0.0,1.0
357,10312,0.0,1.0
358,10316,0.0,1.0
359,10317,0.0,1.0
360,10323,0.0,1.0
361,10328,0.0,1.0
362,10329,0.0,1.0
363,10330,0.0,1.0
364,10332,0.0,1.0
365,10345,0.0,1.0
366,10310,0.0,1.0
367,10356,0.0,1.0
368,10360,0.0,1.0
369,10366,0.0,1.0
370,10368,0.0,1.0
371,10374,0.0,1.0
372,10377,0.0,1.0
373,10378,0.0,2.0
374,10380,0.0,1.0
375,10311,0.0,2.0
376,10307,0.0,1.0
377,10231,0.0,1.0
378,10261,0.0,1.0
379,10238,0.0,1.0
380,10239,0.0,1.0
381,10243,0.0,1.0
382,10245,0.0,1.0
383,10247,0.0,1.0
384,10252,0.0,1.0
385,10257,0.0,1.0
386,10258,0.0,1.0
387,10266,0.0,1.0
388,10299,0.0,1.0
389,10270,0.0,1.0
390,10272,0.0,2.0
391,10277,0.0,1.0
392,10281,0.0,1.0
393,10289,0.0,1.0
394,10292,0.0,1.0
395,10296,0.0,1.0
396,10297,0.0,2.0
397,10381,0.0,2.0
398,10383,0.0,1.0
399,10385,0.0,1.0
400,10472,0.0,1.0
401,10452,0.0,1.0
402,10456,0.0,2.0
403,10457,0.0,1.0
404,10459,0.0,1.0
405,10463,0.0,2.0
406,10464,0.0,1.0
407,10465,0.0,1.0
408,10466,0.0,1.0
409,10473,0.0,1.0
410,10388,0.0,1.0
411,10475,0.0,2.0
412,10478,0.0,1.0
413,10483,0.0,1.0
414,10490,0.0,1.0
415,10493,0.0,2.0
416,10497,0.0,1.0
417,10498,0.0,1.0
418,10499,0.0,1.0
419,10448,0.0,1.0
420,10447,0.0,1.0
421,10446,0.0,1.0
422,10445,0.0,1.0
423,10389,0.0,1.0
424,10391,0.0,1.0
425,10392,0.0,1.0
426,10397,0.0,1.0
427,10400,0.0,3.0
428,10401,0.0,2.0
429,10402,0.0,1.0
430,10405,0.0,1.0
431,10407,0.0,1.0
432,10411,0.0,1.0
433,10417,0.0,1.0
434,10430,0.0,1.0
435,10435,0.0,1.0
436,10438,0.0,1.0
437,10442,0.0,1.0
438,10443,0.0,1.0
439,10444,0.0,2.0
440,10234,0.0,2.0
441,10225,0.0,1.0
442,10817,0.0,1.0
443,10034,0.0,1.0
444,10016,0.0,2.0
445,10018,0.0,1.0
446,10019,0.0,1.0
447,10022,0.0,1.0
448,10023,0.0,1.0
449,10026,0.0,2.0
450,10029,0.0,1.0
451,10032,0.0,1.0
452,10042,0.0,1.0
453,10007,0.0,2.0
454,10043,0.0,1.0
455,10044,0.0,1.0
456,10046,0.0,1.0
457,10050,0.0,3.0
458,10052,0.0,1.0
459,10053,0.0,1.0
460,10054,0.0,1.0
461,10059,0.0,1.0
462,10011,0.0,1.0
463,10005,0.0,1.0
464,10218,0.0,1.0
465,9972,0.0,2.0
466,9954,0.0,1.0
467,9955,0.0,1.0
468,9958,0.0,2.0
469,9960,0.0,1.0
470,9961,0.0,1.0
471,9963,0.0,1.0
472,9966,0.0,1.0
473,9970,0.0,1.0
474,9976,0.0,1.0
475,10003,0.0,2.0
476,9980,0.0,1.0
477,9985,0.0,1.0
478,9989,0.0,1.0
479,9990,0.0,1.0
480,9995,0.0,1.0
481,9998,0.0,1.0
482,10000,0.0,2.0
483,10001,0.0,1.0
484,10062,0.0,1.0
485,10063,0.0,1.0
486,10067,0.0,1.0
487,10178,0.0,1.0
488,10146,0.0,2.0
489,10156,0.0,2.0
490,10157,0.0,1.0
491,10161,0.0,2.0
492,10162,0.0,1.0
493,10163,0.0,2.0
494,10164,0.0,1.0
495,10172,0.0,1.0
496,10180,0.0,1.0
497,10069,0.0,1.0
498,10182,0.0,2.0
499,10191,0.0,2.0
500,10196,0.0,1.0
501,10198,0.0,1.0
502,10201,0.0,2.0
503,10204,0.0,1.0
504,10209,0.0,2.0
505,10213,0.0,1.0
506,10145,0.0,1.0
507,10140,0.0,1.0
508,10139,0.0,1.0
509,10133,0.0,1.0
510,10073,0.0,1.0
511,10075,0.0,2.0
512,10077,0.0,1.0
513,10078,0.0,1.0
514,10087,0.0,1.0
515,10092,0.0,2.0
516,10093,0.0,1.0
517,10094,0.0,1.0
518,10099,0.0,1.0
519,10101,0.0,1.0
520,10105,0.0,1.0
521,10107,0.0,1.0
522,10116,0.0,1.0
523,10117,0.0,1.0
524,10126,0.0,2.0
525,10128,0.0,1.0
526,10130,0.0,1.0
527,10500,0.0,1.0
528,10505,0.0,2.0
529,10508,0.0,1.0
530,10740,0.0,1.0
531,10726,0.0,1.0
532,10729,0.0,1.0
533,10732,0.0,2.0
534,10733,0.0,2.0
535,10735,0.0,1.0
536,10736,0.0,1.0
537,10738,0.0,1.0
538,10739,0.0,1.0
539,10741,0.0,1.0
540,10723,0.0,1.0
541,10742,0.0,3.0
542,10744,0.0,3.0
543,10746,0.0,1.0
544,10747,0.0,1.0
545,10748,0.0,1.0
546,10750,0.0,3.0
547,10751,0.0,2.0
548,10752,0.0,1.0
549,10725,0.0,1.0
550,10721,0.0,3.0
551,10510,0.0,1.0
552,10703,0.0,1.0
553,10692,0.0,1.0
554,10693,0.0,2.0
555,10694,0.0,1.0
556,10695,0.0,1.0
557,10697,0.0,1.0
558,10700,0.0,1.0
559,10701,0.0,1.0
560,10702,0.0,1.0
561,10707,0.0,2.0
562,10720,0.0,2.0
563,10708,0.0,3.0
564,10709,0.0,1.0
565,10710,0.0,2.0
566,10711,0.0,2.0
567,10712,0.0,1.0
568,10713,0.0,2.0
569,10716,0.0,1.0
570,10719,0.0,2.0
571,10753,0.0,1.0
572,10754,0.0,1.0
573,10755,0.0,1.0
574,10804,0.0,1.0
575,10790,0.0,2.0
576,10793,0.0,3.0
577,10794,0.0,3.0
578,10795,0.0,1.0
579,10796,0.0,4.0
580,10799,0.0,2.0
581,10801,0.0,1.0
582,10802,0.0,1.0
583,10805,0.0,1.0
584,10756,0.0,3.0
585,10806,0.0,2.0
586,10807,0.0,1.0
587,10810,0.0,2.0
588,10811,0.0,3.0
589,10812,0.0,3.0
590,10814,0.0,1.0
591,11237,0.0,3.0
592,10816,0.0,3.0
593,10787,0.0,1.0
594,10786,0.0,2.0
595,10785,0.0,3.0
596,10783,0.0,2.0
597,10757,0.0,1.0
598,10761,0.0,2.0
599,10762,0.0,1.0
600,10763,0.0,1.0
601,10764,0.0,1.0
602,10765,0.0,1.0
603,10767,0.0,1.0
604,10769,0.0,1.0
605,10770,0.0,2.0
606,10771,0.0,1.0
607,10773,0.0,1.0
608,10774,0.0,2.0
609,10776,0.0,1.0
610,10778,0.0,2.0
611,10779,0.0,2.0
612,10781,0.0,3.0
613,10782,0.0,3.0
614,10688,0.0,2.0
615,10687,0.0,1.0
616,10686,0.0,2.0
617,10581,0.0,1.0
618,10566,0.0,3.0
619,10567,0.0,1.0
620,10570,0.0,1.0
621,10572,0.0,1.0
622,10573,0.0,1.0
623,10574,0.0,1.0
624,10576,0.0,2.0
625,10577,0.0,1.0
626,10583,0.0,1.0
627,10613,0.0,1.0
628,10588,0.0,1.0
629,10589,0.0,1.0
630,10590,0.0,1.0
631,10592,0.0,1.0
632,10593,0.0,1.0
633,10594,0.0,1.0
634,10602,0.0,2.0
635,10603,0.0,1.0
636,10565,0.0,3.0
637,10562,0.0,1.0
638,10561,0.0,2.0
639,10558,0.0,1.0
640,10512,0.0,1.0
641,10518,0.0,1.0
642,10521,0.0,1.0
643,10523,0.0,2.0
644,10525,0.0,2.0
645,10526,0.0,2.0
646,10529,0.0,1.0
647,10531,0.0,1.0
648,10542,0.0,2.0
649,10547,0.0,1.0
650,10548,0.0,1.0
651,10549,0.0,1.0
652,10550,0.0,2.0
653,10554,0.0,1.0
654,10555,0.0,1.0
655,10556,0.0,2.0
656,10557,0.0,3.0
657,10611,0.0,1.0
658,10616,0.0,2.0
659,10685,0.0,2.0
660,10673,0.0,1.0
661,10658,0.0,1.0
662,10660,0.0,1.0
663,10661,0.0,1.0
664,10662,0.0,1.0
665,10663,0.0,1.0
666,10666,0.0,2.0
667,10667,0.0,1.0
668,10671,0.0,1.0
669,10674,0.0,1.0
670,10618,0.0,1.0
671,10675,0.0,2.0
672,10676,0.0,1.0
673,10677,0.0,2.0
674,10678,0.0,1.0
675,10679,0.0,1.0
676,10681,0.0,1.0
677,10683,0.0,1.0
678,10684,0.0,1.0
679,10657,0.0,1.0
680,10656,0.0,1.0
681,10655,0.0,1.0
682,10654,0.0,1.0
683,10622,0.0,1.0
684,10626,0.0,1.0
685,10631,0.0,2.0
686,10632,0.0,1.0
687,10636,0.0,2.0
688,10638,0.0,1.0
689,10639,0.0,3.0
690,10641,0.0,1.0
691,10642,0.0,1.0
692,10643,0.0,1.0
693,10644,0.0,1.0
694,10645,0.0,2.0
695,10646,0.0,1.0
696,10648,0.0,1.0
697,10650,0.0,1.0
698,10651,0.0,1.0
699,10652,0.0,1.0
700,11236,0.0,2.0
701,11241,0.0,3.0
702,11238,0.0,2.0
703,11742,0.0,1.0
704,11733,0.0,1.0
705,11734,0.0,1.0
706,11736,0.0,1.0
707,11737,0.0,1.0
708,11738,0.0,1.0
709,11739,0.0,1.0
710,11740,0.0,1.0
711,11741,0.0,3.0
712,11743,0.0,2.0
713,11729,0.0,1.0
714,11744,0.0,3.0
715,11745,0.0,1.0
716,11747,0.0,2.0
717,11748,0.0,3.0
718,11750,0.0,3.0
719,11751,0.0,5.0
720,11752,0.0,3.0
721,11753,0.0,1.0
722,11732,0.0,1.0
723,11728,0.0,2.0
724,11705,0.0,2.0
725,11715,0.0,1.0
726,11707,0.0,4.0
727,11708,0.0,2.0
728,11709,0.0,1.0
729,11710,0.0,1.0
730,11711,0.0,2.0
731,11712,0.0,2.0
732,11713,0.0,1.0
733,11714,0.0,1.0
734,11716,0.0,2.0
735,11727,0.0,2.0
736,11718,0.0,2.0
737,11719,0.0,1.0
738,11720,0.0,5.0
739,11721,0.0,2.0
740,11722,0.0,4.0
741,11723,0.0,2.0
742,11725,0.0,1.0
743,11726,0.0,2.0
744,11754,0.0,1.0
745,11755,0.0,1.0
746,11757,0.0,2.0
747,11794,0.0,3.0
748,11784,0.0,4.0
749,11785,0.0,1.0
750,11787,0.0,2.0
751,11788,0.0,4.0
752,11789,0.0,1.0
753,11790,0.0,1.0
754,11791,0.0,1.0
755,11792,0.0,1.0
756,11795,0.0,2.0
757,11758,0.0,1.0
758,11796,0.0,1.0
759,11797,0.0,3.0
760,11798,0.0,1.0
761,11801,0.0,1.0
762,11802,0.0,3.0
763,11803,0.0,2.0
764,11804,0.0,4.0
765,11805,0.0,1.0
766,11783,0.0,2.0
767,11782,0.0,1.0
768,11781,0.0,4.0
769,11780,0.0,3.0
770,11759,0.0,2.0
771,11760,0.0,2.0
772,11761,0.0,1.0
773,11763,0.0,3.0
774,11764,0.0,2.0
775,11765,0.0,1.0
776,11767,0.0,4.0
777,11768,0.0,1.0
778,11769,0.0,3.0
779,11770,0.0,1.0
780,11772,0.0,3.0
781,11773,0.0,3.0
782,11775,0.0,1.0
783,11776,0.0,3.0
784,11777,0.0,2.0
785,11778,0.0,1.0
786,11779,0.0,2.0
787,11706,0.0,1.0
788,11704,0.0,2.0
789,11807,0.0,2.0
790,11643,0.0,1.0
791,11633,0.0,2.0
792,11634,0.0,1.0
793,11635,0.0,1.0
794,11636,0.0,3.0
795,11637,0.0,1.0
796,11638,0.0,3.0
797,11641,0.0,1.0
798,11642,0.0,3.0
799,11644,0.0,5.0
800,11630,0.0,2.0
801,11645,0.0,5.0
802,11646,0.0,5.0
803,11647,0.0,3.0
804,11648,0.0,1.0
805,11649,0.0,2.0
806,11650,0.0,2.0
807,11651,0.0,6.0
808,11654,0.0,4.0
809,11631,0.0,2.0
810,11629,0.0,2.0
811,11703,0.0,1.0
812,11618,0.0,1.0
813,11610,0.0,5.0
814,11611,0.0,5.0
815,11612,0.0,1.0
816,11613,0.0,4.0
817,11614,0.0,3.0
818,11615,0.0,2.0
819,11616,0.0,4.0
820,11617,0.0,4.0
821,11619,0.0,1.0
822,11628,0.0,2.0
823,11620,0.0,2.0
824,11621,0.0,1.0
825,11622,0.0,3.0
826,11623,0.0,2.0
827,11624,0.0,2.0
828,11625,0.0,1.0
829,11626,0.0,4.0
830,11627,0.0,2.0
831,11655,0.0,2.0
832,11656,0.0,2.0
833,11657,0.0,6.0
834,11693,0.0,1.0
835,11683,0.0,1.0
836,11684,0.0,2.0
837,11685,0.0,1.0
838,11687,0.0,3.0
839,11688,0.0,2.0
840,11689,0.0,1.0
841,11690,0.0,3.0
842,11691,0.0,3.0
843,11694,0.0,2.0
844,11658,0.0,5.0
845,11695,0.0,2.0
846,11696,0.0,2.0
847,11697,0.0,3.0
848,11698,0.0,1.0
849,11699,0.0,1.0
850,11700,0.0,2.0
851,11701,0.0,2.0
852,11702,0.0,3.0
853,11682,0.0,1.0
854,11681,0.0,3.0
855,11680,0.0,2.0
856,11679,0.0,1.0
857,11659,0.0,1.0
858,11660,0.0,1.0
859,11661,0.0,1.0
860,11662,0.0,3.0
861,11663,0.0,2.0
862,11664,0.0,2.0
863,11665,0.0,2.0
864,11666,0.0,2.0
865,11670,0.0,2.0
866,11671,0.0,7.0
867,11672,0.0,2.0
868,11673,0.0,2.0
869,11674,0.0,4.0
870,11675,0.0,2.0
871,11676,0.0,1.0
872,11677,0.0,2.0
873,11678,0.0,1.0
874,11806,0.0,5.0
875,11809,0.0,1.0
876,11239,0.0,2.0
877,11971,0.0,2.0
878,11960,0.0,2.0
879,11961,0.0,1.0
880,11962,0.0,2.0
881,11963,0.0,2.0
882,11964,0.0,2.0
883,11967,0.0,1.0
884,11968,0.0,1.0
885,11969,0.0,1.0
886,11972,0.0,2.0
887,11956,0.0,2.0
888,11976,0.0,2.0
889,11977,0.0,2.0
890,11978,0.0,1.0
891,11979,0.0,2.0
892,11980,0.0,2.0
893,11981,0.0,2.0
894,11983,0.0,1.0
895,11984,0.0,5.0
896,11957,0.0,3.0
897,11952,0.0,2.0
898,11921,0.0,1.0
899,11935,0.0,2.0
900,11923,0.0,1.0
901,11924,0.0,2.0
902,11926,0.0,1.0
903,11928,0.0,1.0
904,11929,0.0,2.0
905,11930,0.0,3.0
906,11931,0.0,2.0
907,11934,0.0,1.0
908,11937,0.0,1.0
909,11951,0.0,2.0
910,11938,0.0,2.0
911,11940,0.0,1.0
912,11941,0.0,3.0
913,11942,0.0,1.0
914,11946,0.0,1.0
915,11947,0.0,1.0
916,11948,0.0,3.0
917,11949,0.0,1.0
918,11985,0.0,1.0
919,11986,0.0,2.0
920,11988,0.0,1.0
921,12045,0.0,1.0
922,12029,0.0,1.0
923,12031,0.0,1.0
924,12032,0.0,3.0
925,12033,0.0,1.0
926,12038,0.0,1.0
927,12042,0.0,1.0
928,12043,0.0,1.0
929,12044,0.0,1.0
930,12047,0.0,1.0
931,11990,0.0,1.0
932,12052,0.0,1.0
933,12054,0.0,1.0
934,12056,0.0,1.0
935,12057,0.0,2.0
936,12059,0.0,1.0
937,12060,0.0,164.0
938,12062,0.0,1.0
939,12070,0.0,1.0
940,12028,0.0,1.0
941,12027,0.0,1.0
942,12026,0.0,1.0
943,12024,0.0,1.0
944,11999,0.0,1.0
945,12000,0.0,4.0
946,12001,0.0,2.0
947,12002,0.0,1.0
948,12004,0.0,1.0
949,12005,0.0,3.0
950,12006,0.0,2.0
951,12007,0.0,1.0
952,12008,0.0,1.0
953,12012,0.0,2.0
954,12013,0.0,2.0
955,12014,0.0,3.0
956,12015,0.0,1.0
957,12016,0.0,2.0
958,12018,0.0,2.0
959,12020,0.0,2.0
960,12021,0.0,2.0
961,11922,0.0,1.0
962,11920,0.0,1.0
963,11810,0.0,1.0
964,11849,0.0,1.0
965,11839,0.0,1.0
966,11840,0.0,2.0
967,11842,0.0,3.0
968,11843,0.0,4.0
969,11844,0.0,2.0
970,11845,0.0,1.0
971,11846,0.0,1.0
972,11847,0.0,1.0
973,11850,0.0,1.0
974,11837,0.0,5.0
975,11851,0.0,1.0
976,11852,0.0,1.0
977,11853,0.0,2.0
978,11854,0.0,1.0
979,11855,0.0,1.0
980,11858,0.0,1.0
981,11861,0.0,2.0
982,11862,0.0,1.0
983,11838,0.0,1.0
984,11836,0.0,1.0
985,11918,0.0,1.0
986,11821,0.0,2.0
987,11811,0.0,1.0
988,11813,0.0,3.0
989,11814,0.0,3.0
990,11815,0.0,4.0
991,11816,0.0,4.0
992,11817,0.0,1.0
993,11818,0.0,1.0
994,11819,0.0,1.0
995,11823,0.0,1.0
996,11835,0.0,3.0
997,11824,0.0,1.0
998,11825,0.0,3.0
999,11827,0.0,2.0
1000,11828,0.0,2.0
1001,11829,0.0,1.0
1002,11830,0.0,4.0
1003,11832,0.0,1.0
1004,11834,0.0,3.0
1005,11863,0.0,2.0
1006,11864,0.0,1.0
1007,11865,0.0,1.0
1008,11904,0.0,3.0
1009,11892,0.0,2.0
1010,11893,0.0,3.0
1011,11894,0.0,1.0
1012,11896,0.0,1.0
1013,11897,0.0,1.0
1014,11898,0.0,5.0
1015,11901,0.0,3.0
1016,11903,0.0,1.0
1017,11905,0.0,1.0
1018,11867,0.0,3.0
1019,11906,0.0,3.0
1020,11907,0.0,1.0
1021,11908,0.0,2.0
1022,11909,0.0,1.0
1023,11913,0.0,2.0
1024,11914,0.0,3.0
1025,11916,0.0,3.0
1026,11917,0.0,2.0
1027,11891,0.0,1.0
1028,11890,0.0,2.0
1029,11889,0.0,2.0
1030,11887,0.0,5.0
1031,11868,0.0,2.0
1032,11869,0.0,3.0
1033,11870,0.0,1.0
1034,11871,0.0,1.0
1035,11872,0.0,1.0
1036,11873,0.0,4.0
1037,11874,0.0,1.0
1038,11875,0.0,1.0
1039,11876,0.0,1.0
1040,11877,0.0,1.0
1041,11878,0.0,1.0
1042,11879,0.0,2.0
1043,11880,0.0,4.0
1044,11882,0.0,2.0
1045,11883,0.0,1.0
1046,11884,0.0,1.0
1047,11886,0.0,3.0
1048,11609,0.0,4.0
1049,11608,0.0,4.0
1050,11607,0.0,6.0
1051,11363,0.0,3.0
1052,11355,0.0,3.0
1053,11356,0.0,2.0
1054,11357,0.0,5.0
1055,11358,0.0,3.0
1056,11359,0.0,1.0
1057,11360,0.0,2.0
1058,11361,0.0,2.0
1059,11362,0.0,2.0
1060,11364,0.0,4.0
1061,11353,0.0,1.0
1062,11365,0.0,3.0
1063,11366,0.0,7.0
1064,11367,0.0,2.0
1065,11368,0.0,1.0
1066,11369,0.0,4.0
1067,11370,0.0,2.0
