PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
25-00503,20,1,6,0,6,0,3,1,1,5381,6,7,10000.0,2,501,N,2,2,2,2
25-00503,60,1,1,0,1,0,2,1,2,1880,4,5,70500.0,7,501,N,2,2,2,2
25-02800,94,2,3,0,1,N,N,2,0,N,N,5,2800.0,1,N,N,1,1,2,2
25-00503,70,1,3,0,1,0,N,1,1,8891,15,8,4600.0,1,37,N,2,2,2,2
25-00703,21,1,6,0,1,1,4,1,2,7770,10,7,15000.0,3,397,N,2,2,2,2
25-00503,12,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-02800,59,1,1,0,1,0,4,1,1,9490,16,9,32530.0,4,501,N,2,2,2,2
25-01000,79,1,1,0,1,0,2,1,1,7790,10,9,65000.0,7,382,N,2,2,2,2
25-02800,24,2,6,0,1,0,4,1,1,8290,12,8,24000.0,4,501,N,2,2,2,2
25-01300,52,2,6,0,1,0,2,1,1,7460,10,9,88000.0,8,464,N,2,2,2,2
25-00703,43,2,1,0,1,2,4,1,1,N,N,11,9300.0,2,501,N,2,2,2,2
25-02800,10,1,N,0,1,2,4,1,1,N,N,3,N,N,501,N,1,1,2,2
25-00703,55,2,1,0,1,0,2,1,1,5275,6,7,31400.0,4,501,N,2,2,2,2
25-00703,23,1,6,2,8,N,N,3,0,8680,14,1,5200.0,1,N,N,2,2,2,2
25-00503,63,2,5,0,1,0,2,1,1,N,N,9,15000.0,3,182,N,2,2,2,2
25-02800,23,1,6,0,1,0,N,1,2,7380,10,9,80000.0,7,501,N,2,2,2,2
25-01000,44,2,1,0,1,2,4,1,1,5580,6,9,500.0,1,208,N,2,2,2,2
25-00503,49,1,6,0,1,0,N,1,1,4370,5,7,13600.0,2,113,N,2,2,2,2
25-02800,50,2,2,0,1,0,7,1,1,7860,11,10,75000.0,7,501,N,2,2,2,2
25-00703,46,1,2,0,1,1,3,1,1,7870,11,10,102000.0,8,501,N,2,2,2,2
25-00703,53,1,6,0,1,0,N,1,1,6870,9,9,205000.0,9,501,N,2,2,2,2
25-01000,32,2,1,0,1,0,2,1,2,8290,12,7,19000.0,3,501,N,2,2,2,2
25-02800,83,2,3,0,1,N,N,2,0,N,N,5,0.0,0,N,N,1,1,2,2
25-00503,34,1,6,0,1,0,N,1,1,6290,7,7,100000.0,8,501,N,2,2,2,2
25-01300,55,1,1,0,1,0,2,1,1,8390,13,8,40000.0,5,501,N,2,2,2,2
25-00703,19,1,6,0,2,N,N,3,0,770,3,7,6020.0,1,N,N,2,2,2,2
25-01300,53,2,4,0,1,0,N,1,2,8191,12,9,50000.0,6,377,N,2,2,2,2
25-01300,21,2,2,0,9,0,4,1,1,7860,11,7,50000.0,9,501,5,2,2,2,2
25-01300,15,1,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-00503,11,2,N,4,1,2,3,1,2,N,N,3,N,N,457,N,2,2,2,2
25-00503,88,1,3,0,1,0,N,1,1,N,N,10,39900.0,5,331,N,2,1,2,2
25-00703,55,2,1,0,1,0,2,1,1,4795,6,5,25000.0,4,501,N,2,2,2,2
25-00503,46,2,1,0,1,1,4,1,1,7970,12,7,35000.0,5,501,N,2,2,2,2
25-02800,30,2,1,0,1,2,4,1,2,8191,12,9,85000.0,8,429,N,2,2,2,2
25-00703,3,1,N,0,9,4,5,1,2,N,N,1,N,N,164,N,N,N,2,2
25-01000,67,1,4,0,1,0,N,1,1,1990,4,9,26000.0,4,214,N,2,2,2,2
25-00503,56,2,4,2,1,2,3,1,2,N,N,8,14500.0,3,61,N,1,1,2,2
25-01300,70,2,1,0,6,0,2,1,1,N,N,1,21200.0,3,219,N,2,2,2,2
25-02800,18,1,6,0,1,0,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-00703,62,1,1,0,1,0,2,1,1,7580,10,9,100000.0,8,501,N,2,2,2,2
25-00503,26,2,6,0,1,0,N,1,2,7860,11,9,12000.0,2,91,N,2,2,2,2
25-01000,84,2,1,0,1,0,2,1,1,N,N,9,22600.0,3,501,N,1,1,2,1
25-01000,35,1,1,0,1,2,4,1,1,6380,7,9,200000.0,9,501,N,2,2,2,2
25-01300,88,2,3,0,1,0,N,1,2,N,N,5,17100.0,3,148,N,2,2,2,2
25-01000,54,2,1,0,1,0,2,1,1,8191,12,4,2200.0,1,501,N,2,2,2,2
25-00703,15,1,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-02800,51,2,5,0,1,0,2,1,1,7460,10,8,85000.0,8,501,N,2,2,2,2
25-02800,15,2,2,0,1,1,4,1,1,N,N,4,0.0,0,399,N,2,2,2,2
25-00703,12,2,N,0,1,1,3,1,1,N,N,3,N,N,439,N,2,2,2,2
25-02800,6,1,N,0,1,3,5,1,1,N,N,2,N,N,464,N,2,2,2,2
25-01300,45,2,1,0,1,0,7,1,1,N,N,5,0.0,0,366,N,2,2,2,2
25-01300,66,1,1,0,6,0,4,1,1,7380,10,8,75000.0,7,501,N,2,2,2,2
25-01000,84,1,1,0,1,0,2,1,2,N,N,7,21500.0,3,473,N,2,2,2,1
25-01300,51,2,4,0,1,1,3,1,1,4170,5,9,50000.0,6,243,N,2,2,2,2
25-00503,77,2,1,0,1,0,2,1,1,N,N,8,13900.0,2,447,N,2,2,2,2
25-00503,64,2,1,0,1,0,2,1,1,6770,8,7,35000.0,5,501,N,2,2,2,2
25-01000,1,2,N,0,1,1,2,1,1,N,N,N,N,N,501,N,N,N,2,2
25-00503,44,1,1,0,6,3,5,1,1,7380,10,10,236000.0,9,501,N,2,2,2,2
25-01300,43,1,5,0,1,2,3,1,1,770,3,8,40000.0,5,243,N,2,2,2,2
25-00703,29,2,6,0,1,0,N,1,2,8680,14,10,0.0,0,0,N,2,2,2,2
25-00703,89,2,3,0,1,0,N,1,2,N,N,1,24000.0,4,198,N,2,2,2,2
25-02800,50,1,1,0,1,0,2,1,1,7270,10,11,627000.0,9,501,N,2,2,2,1
25-01300,8,1,N,0,1,3,5,1,1,N,N,3,N,N,443,N,2,2,2,2
25-00503,51,2,6,0,1,0,2,1,1,N,N,9,0.0,0,204,N,2,2,2,2
25-02800,47,1,4,0,1,0,2,1,2,4971,6,8,46000.0,5,359,N,2,2,2,2
25-00703,9,1,N,0,1,3,5,1,1,N,N,3,N,N,501,N,1,2,2,2
25-00503,10,1,N,0,1,3,5,1,1,N,N,3,N,N,501,N,2,2,2,2
25-00503,6,1,N,0,9,3,5,1,1,N,N,2,N,N,459,N,2,2,2,2
25-01000,6,1,N,0,9,1,3,1,1,N,N,2,N,N,501,N,2,2,2,2
25-00503,36,1,1,0,1,0,2,1,2,7380,10,9,75000.0,7,501,N,2,2,2,2
25-00703,54,1,6,0,6,0,N,1,2,770,3,5,37900.0,5,297,N,1,2,2,2
25-01300,50,2,5,0,9,3,7,1,1,N,N,4,0.0,0,501,N,1,1,2,2
25-02800,31,1,6,0,2,0,3,1,1,3990,4,9,130000.0,9,501,N,2,2,2,2
25-01000,60,1,1,0,1,0,3,1,1,5680,6,5,40000.0,5,501,N,2,2,2,2
25-01000,33,2,1,0,1,1,3,1,2,7870,11,9,0.0,0,375,N,2,2,2,2
25-01000,5,2,N,0,6,2,4,1,1,N,N,2,N,N,501,N,2,2,2,2
25-01300,32,2,1,0,1,1,3,1,1,7860,11,10,70000.0,7,501,N,2,2,2,2
25-01300,71,2,6,0,1,0,N,1,2,5170,6,9,43000.0,5,347,N,2,1,2,2
25-02800,48,1,1,0,1,0,2,1,2,6690,8,7,46000.0,5,501,N,2,2,2,2
25-02800,52,1,1,0,1,2,4,1,1,7280,10,9,150000.0,9,501,N,2,2,2,2
25-00703,80,2,1,0,1,0,2,1,1,N,N,10,35200.0,5,501,N,2,1,2,2
25-00503,68,2,1,0,1,0,2,1,1,N,N,10,38920.0,5,501,N,2,2,2,2
25-00503,39,2,1,0,6,2,4,1,2,N,N,9,0.0,0,456,N,2,2,2,2
25-00503,47,1,4,0,1,1,2,1,1,3490,4,10,200000.0,9,501,N,2,2,2,2
25-02800,4,2,N,0,1,2,5,1,1,N,N,2,N,N,315,N,N,N,2,2
25-00703,79,1,1,0,1,0,2,1,1,N,N,5,3300.0,1,501,N,2,2,2,2
25-00703,5,1,N,0,1,3,5,1,1,N,N,2,N,N,501,N,2,2,2,2
25-01300,45,2,1,0,1,3,5,1,1,7460,10,9,95000.0,8,501,N,2,2,2,2
25-02800,14,2,N,0,1,1,3,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01300,28,2,6,0,1,0,N,1,2,8191,12,10,49000.0,6,364,N,2,2,2,2
25-02800,22,2,6,0,1,0,3,1,1,8191,12,9,1300.0,1,500,N,2,2,2,2
25-02800,25,2,6,0,1,0,N,1,2,8191,12,9,30000.0,4,226,N,2,2,2,2
25-01000,43,1,1,0,6,3,5,1,1,7270,10,10,15000.0,3,166,N,1,1,2,2
25-01000,55,2,4,0,1,0,N,1,1,7870,11,7,40000.0,5,304,N,2,2,2,2
25-00703,21,2,6,0,1,N,N,3,0,5790,6,7,6000.0,1,N,N,2,2,2,2
25-02800,80,1,4,0,1,0,N,1,1,7860,11,12,200500.0,9,501,N,2,2,2,1
25-02800,0,1,N,0,1,0,3,1,2,N,N,N,N,N,501,N,N,N,2,2
25-02800,29,1,6,0,1,0,2,1,1,770,3,5,67000.0,7,501,N,2,2,2,2
25-00503,75,2,3,0,1,0,4,1,1,N,N,5,28600.0,4,501,N,2,2,2,2
25-00503,48,1,1,0,1,1,3,1,1,6991,9,9,95000.0,8,501,N,2,2,2,2
25-01000,63,2,4,0,1,0,3,1,2,3390,4,5,37000.0,5,391,N,2,2,2,2
25-00503,21,2,6,4,8,N,N,3,0,8680,14,7,1800.0,1,N,N,2,2,2,2
25-00703,0,2,N,0,1,2,4,1,1,N,N,N,N,N,501,N,N,N,2,2
25-00703,43,2,1,0,6,0,2,1,1,6390,7,4,41000.0,5,501,N,2,2,2,2
25-01300,70,2,6,0,1,0,N,1,1,6991,9,10,39900.0,5,313,N,2,2,2,2
25-01000,72,1,4,0,1,0,N,1,1,N,N,5,107000.0,8,501,N,2,2,2,2
25-01000,55,1,1,0,1,0,3,1,1,7460,10,7,68000.0,7,501,N,2,2,2,2
25-01000,79,1,1,0,1,0,2,1,2,N,N,5,2400.0,1,203,N,2,2,2,2
25-01300,57,2,1,0,1,0,2,1,1,6190,7,7,22900.0,3,501,N,2,2,2,2
25-01000,59,1,4,0,1,0,2,1,1,2190,4,9,150000.0,9,501,N,2,2,2,2
25-00703,45,1,1,0,1,2,4,1,1,7290,10,9,140000.0,9,501,N,2,2,2,2
25-01000,74,1,1,0,1,0,2,1,1,N,N,9,114000.0,8,501,N,2,2,2,2
25-01000,63,1,4,0,1,0,2,1,1,N,N,5,10100.0,2,142,N,2,2,1,1
25-00703,78,2,4,0,1,0,2,1,2,7970,12,7,3800.0,1,101,N,2,2,2,2
25-01300,87,2,6,0,1,N,N,2,0,N,N,9,0.0,0,N,N,1,1,2,2
25-01300,43,1,6,0,1,0,N,1,1,4670,6,9,120000.0,8,501,N,2,2,2,2
25-01300,32,1,1,0,1,1,3,1,1,9570,16,10,88000.0,8,501,N,2,2,2,2
25-01300,60,2,1,0,1,2,5,1,1,N,N,5,0.0,0,501,N,2,2,2,2
25-02800,33,1,1,0,1,1,3,1,2,770,3,7,87000.0,8,449,N,2,2,2,2
25-02800,31,2,1,0,6,0,2,1,2,7380,10,10,95000.0,8,501,N,2,2,2,2
25-01300,57,2,1,0,1,1,3,1,1,9380,16,10,113850.0,8,501,N,2,2,2,2
25-00703,28,1,6,0,1,0,N,1,2,7870,11,7,30000.0,4,226,N,2,2,2,2
25-00503,45,2,1,0,1,3,5,1,2,6992,9,10,240000.0,9,501,N,2,2,2,2
25-02800,27,1,6,0,1,0,N,1,1,8680,14,9,16500.0,3,125,N,2,2,2,2
25-01300,60,1,1,0,6,0,3,1,1,8191,12,11,135000.0,9,501,N,2,2,2,2
25-00503,5,2,N,0,9,2,4,1,1,N,N,1,N,N,464,N,2,2,2,2
25-00703,46,1,1,0,1,0,2,1,1,6970,9,9,150090.0,9,501,N,2,2,2,2
25-00703,20,2,6,0,9,2,4,1,1,8680,14,5,5500.0,1,501,N,2,2,2,2
25-00703,15,2,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-00703,49,2,1,0,1,2,4,1,1,8191,12,10,110000.0,8,501,N,2,2,2,2
25-00703,27,2,6,0,2,0,N,1,2,9690,17,10,75400.0,7,501,4,2,2,2,2
25-00503,59,1,1,0,1,0,2,1,1,8680,14,5,52100.0,6,328,N,2,2,2,2
25-01000,89,2,6,0,1,N,N,3,0,N,N,5,0.0,0,0,N,1,2,2,2
25-00703,56,2,1,0,1,0,2,1,2,8080,12,7,43000.0,5,478,N,2,2,2,2
25-01300,53,2,4,0,1,0,4,1,1,7860,11,5,30000.0,4,501,N,2,2,2,2
25-02800,54,1,1,0,1,0,3,1,2,770,3,5,60000.0,6,435,N,2,2,2,2
25-00503,19,1,6,0,1,N,N,3,0,5275,6,7,5000.0,1,N,N,2,2,2,2
25-00503,19,2,6,2,1,N,N,3,0,7870,11,7,5000.0,1,N,N,2,2,2,2
25-02800,56,2,1,0,1,0,3,1,1,7980,12,9,100000.0,8,501,N,2,2,2,2
25-02800,59,2,1,0,1,0,2,1,1,5680,6,7,38000.0,5,501,N,2,2,2,2
25-02800,69,1,1,0,1,0,2,1,1,7460,10,10,49000.0,6,501,N,2,2,2,2
25-01300,22,1,6,0,1,0,2,1,1,4670,6,7,2800.0,1,501,N,2,2,2,2
25-00503,87,2,4,0,1,0,N,1,2,N,N,5,22400.0,3,177,N,1,1,2,2
25-00503,61,2,1,0,1,0,3,1,1,7670,10,10,66000.0,7,501,N,2,2,2,2
25-00703,53,1,6,0,1,0,N,1,1,6870,9,10,66600.0,7,501,N,2,2,2,2
25-01300,3,1,N,0,1,2,4,1,1,N,N,1,N,N,501,N,N,N,2,2
25-00703,24,2,6,0,1,0,2,1,1,6970,9,9,90000.0,8,501,N,2,2,2,2
25-00703,19,2,6,0,1,1,4,1,1,8590,14,7,12500.0,2,501,N,2,2,2,2
25-00703,72,1,1,0,1,0,4,1,1,N,N,7,12000.0,2,501,N,2,2,2,2
25-00503,59,1,1,0,1,2,4,1,1,770,3,10,127000.0,9,501,N,2,2,2,2
25-00503,63,2,3,0,1,1,3,1,2,7790,10,5,28000.0,4,137,N,2,2,2,2
25-01300,30,2,1,0,1,1,4,1,1,7860,11,9,71000.0,7,501,N,2,2,2,2
25-00503,14,2,N,0,1,2,4,1,1,N,N,3,N,N,501,N,2,2,2,2
25-01000,41,2,1,0,1,2,4,1,1,8290,12,8,38000.0,5,399,N,2,2,2,2
25-00503,15,2,6,0,1,2,4,1,1,N,N,4,0.0,0,501,N,2,2,2,2
25-01300,19,2,6,0,1,N,N,3,0,9470,16,5,5000.0,1,N,N,2,2,2,2
25-00503,56,2,2,0,1,0,5,1,1,7380,10,7,49000.0,6,501,N,2,2,2,2
25-00503,20,1,6,0,1,N,N,3,0,5391,6,5,8000.0,2,N,N,2,2,2,2
25-00503,5,1,N,0,9,2,5,1,1,N,N,1,N,N,501,N,2,2,2,2
25-00703,52,2,1,0,6,0,2,1,1,7670,10,5,39000.0,5,501,N,2,2,2,2
25-00703,74,2,3,0,1,0,N,1,2,N,N,10,131500.0,9,501,N,2,2,2,2
25-00703,3,2,N,0,1,2,4,1,1,N,N,1,N,N,501,N,N,N,2,2
25-00703,24,1,6,0,1,0,5,1,1,4870,6,9,57500.0,6,501,N,2,2,2,2
25-02800,29,2,6,0,1,0,4,1,1,5170,6,5,32000.0,4,501,N,2,2,2,2
25-00703,19,2,6,0,6,N,N,3,0,5080,6,7,1000.0,1,N,N,1,2,2,2
