,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
33,1.0,1,1.0,1.0,0,0.0,24-01004,55.0,0,3,501
34,1.0,1,1.0,1.0,0,0.0,24-01004,60.0,0,2,501
35,1.0,1,1.0,1.0,0,0.0,24-01004,60.0,1,2,501
36,1.0,1,1.0,1.0,0,0.0,24-01004,61.0,0,2,501
37,1.0,1,1.0,1.0,0,0.0,24-01004,68.0,0,3,501
38,1.0,1,1.0,1.0,1,0.0,30-00600,64.0,0,2,501
39,1.0,1,1.0,1.0,1,0.0,30-00600,64.0,0,2,501
40,1.0,1,1.0,1.0,1,0.0,30-00600,64.0,0,2,501
41,1.0,1,1.0,1.0,1,0.0,32-00405,64.0,0,2,501
42,1.0,1,1.0,1.0,1,0.0,38-00100,36.0,0,5,501
43,1.0,1,1.0,1.0,1,0.0,38-00100,64.0,0,2,501
44,1.0,1,1.0,1.0,1,0.0,38-00100,65.0,0,2,501
45,1.0,1,1.0,1.0,1,0.0,51-51255,56.0,0,2,501
46,1.0,1,1.0,1.0,1,0.0,06-08507,56.0,0,2,501
47,1.0,1,1.0,1.0,1,0.0,06-08507,56.0,0,3,501
48,1.0,1,1.0,1.0,1,0.0,08-00803,23.0,0,2,501
49,1.0,1,1.0,1.0,1,0.0,08-00803,23.0,0,2,501
50,1.0,1,1.0,1.0,1,0.0,17-03529,65.0,0,2,501
51,1.0,1,1.0,1.0,1,0.0,17-03529,65.0,0,2,501
52,1.0,1,1.0,1.0,1,0.0,24-01004,36.0,0,2,501
53,1.0,1,1.0,1.0,1,0.0,24-01004,65.0,0,2,501
54,1.0,1,1.0,1.0,2,0.0,30-00600,75.0,0,2,501
55,1.0,1,1.0,1.0,2,0.0,30-00600,75.0,0,2,501
56,1.0,1,1.0,1.0,2,0.0,38-00100,63.0,0,3,501
57,1.0,1,1.0,1.0,2,0.0,38-00100,65.0,0,2,501
58,1.0,1,1.0,1.0,2,0.0,38-00100,65.0,0,2,501
59,1.0,1,1.0,1.0,2,0.0,38-00100,65.0,0,3,501
60,1.0,1,1.0,1.0,2,0.0,40-00200,49.0,1,3,501
61,1.0,1,1.0,1.0,2,0.0,51-51255,41.0,0,4,501
62,1.0,1,1.0,1.0,2,0.0,51-51255,59.0,0,2,501
63,1.0,1,1.0,1.0,2,0.0,51-51255,59.0,0,2,501
64,1.0,1,1.0,1.0,2,0.0,24-01004,28.0,0,3,501
65,1.0,1,1.0,1.0,2,0.0,24-01004,41.0,0,4,501
66,1.0,1,1.0,1.0,2,0.0,24-01004,41.0,0,5,501
67,1.0,1,1.0,1.0,2,0.0,24-01004,41.0,0,5,501
68,1.0,1,1.0,1.0,2,0.0,24-01004,41.0,2,4,501
69,1.0,1,1.0,1.0,2,0.0,24-01004,41.0,2,5,501
70,1.0,1,1.0,1.0,2,0.0,24-01004,63.0,1,3,501
71,1.0,1,1.0,1.0,3,0.0,28-01100,49.0,1,2,501
72,1.0,1,1.0,1.0,3,0.0,29-01901,50.0,0,3,501
73,1.0,1,1.0,1.0,3,0.0,29-01901,50.0,0,3,501
74,1.0,1,1.0,1.0,3,0.0,29-01901,50.0,0,3,501
75,1.0,1,1.0,1.0,3,0.0,29-01901,66.0,0,4,501
76,1.0,1,1.0,1.0,3,0.0,30-00600,67.0,0,2,501
77,1.0,1,1.0,1.0,3,0.0,30-00600,67.0,0,2,501
78,1.0,1,1.0,1.0,3,0.0,30-00600,67.0,0,2,501
79,1.0,1,1.0,1.0,3,0.0,30-00600,68.0,0,2,501
80,1.0,1,1.0,1.0,3,0.0,30-00600,68.0,0,2,501
81,1.0,1,1.0,1.0,3,0.0,32-00405,30.0,0,2,501
82,1.0,1,1.0,1.0,3,0.0,38-00100,30.0,0,2,501
83,1.0,1,1.0,1.0,3,0.0,38-00100,68.0,0,2,501
84,1.0,1,1.0,1.0,3,0.0,38-00100,69.0,0,2,501
85,1.0,1,1.0,1.0,3,0.0,38-00100,69.0,0,2,501
86,1.0,1,1.0,1.0,3,0.0,38-00100,70.0,0,2,501
87,1.0,1,1.0,1.0,3,0.0,38-00100,70.0,0,2,501
88,1.0,1,1.0,1.0,3,0.0,51-01301,66.0,0,2,501
89,1.0,1,1.0,1.0,3,0.0,51-01301,66.0,0,2,501
90,1.0,1,1.0,1.0,3,0.0,51-01301,66.0,0,2,501
91,1.0,1,1.0,1.0,3,0.0,51-01301,66.0,0,4,501
92,1.0,1,1.0,1.0,3,0.0,51-51255,49.0,0,2,501
93,1.0,1,1.0,1.0,3,0.0,08-00803,66.0,0,2,501
94,1.0,1,1.0,1.0,3,0.0,24-01004,66.0,0,4,501
95,1.0,1,1.0,1.0,3,0.0,24-01004,71.0,0,3,501
96,1.0,1,1.0,1.0,3,0.0,24-01004,76.0,0,2,501
97,1.0,1,1.0,1.0,4,0.0,30-00600,54.0,1,2,501
98,1.0,1,1.0,1.0,4,0.0,30-00600,54.0,1,4,501
99,1.0,1,1.0,1.0,4,0.0,30-00600,65.0,0,2,501
100,1.0,1,1.0,1.0,4,0.0,30-00600,65.0,0,2,501
101,1.0,1,1.0,1.0,4,0.0,30-00600,65.0,0,2,501
102,1.0,1,1.0,1.0,4,0.0,38-00100,56.0,1,2,501
103,1.0,1,1.0,1.0,4,0.0,38-00100,60.0,0,2,501
104,1.0,1,1.0,1.0,4,0.0,38-00100,67.0,0,3,501
105,1.0,1,1.0,1.0,4,0.0,40-00200,54.0,0,4,501
106,1.0,1,1.0,1.0,4,0.0,40-00200,56.0,0,2,501
107,1.0,1,1.0,1.0,4,0.0,40-00200,64.0,0,2,501
108,1.0,1,1.0,1.0,4,0.0,51-01301,57.0,0,2,501
109,1.0,1,1.0,1.0,4,0.0,51-51255,62.0,0,2,501
110,1.0,1,1.0,1.0,4,0.0,51-51255,62.0,0,2,501
111,1.0,1,1.0,1.0,4,0.0,06-08507,67.0,0,2,501
112,1.0,1,1.0,1.0,4,0.0,06-08507,67.0,0,3,501
113,1.0,1,1.0,1.0,4,0.0,08-00803,38.0,2,5,501
114,1.0,1,1.0,1.0,4,0.0,08-00803,54.0,0,5,501
115,1.0,1,1.0,1.0,4,0.0,19-01700,54.0,0,4,501
116,1.0,1,1.0,1.0,4,0.0,24-01004,63.0,0,2,501
117,1.0,1,1.0,1.0,4,0.0,24-01004,65.0,0,2,501
118,1.0,1,1.0,1.0,4,0.0,24-01004,66.0,0,2,501
119,1.0,1,1.0,1.0,4,0.0,24-01004,71.0,0,2,501
120,1.0,1,1.0,1.0,4,0.0,24-01004,71.0,0,3,501
121,1.0,1,1.0,1.0,5,0.0,30-00600,34.0,0,3,501
122,1.0,1,1.0,1.0,5,0.0,30-00600,57.0,0,4,501
123,1.0,1,1.0,1.0,5,0.0,30-00600,57.0,0,4,501
124,1.0,1,1.0,1.0,5,0.0,36-03710,57.0,0,4,501
125,1.0,1,1.0,1.0,5,0.0,38-00100,54.0,0,2,501
126,1.0,1,1.0,1.0,5,0.0,38-00100,54.0,0,2,501
127,1.0,1,1.0,1.0,5,0.0,38-00100,54.0,1,2,501
128,1.0,1,1.0,1.0,5,0.0,38-00100,54.0,1,3,501
129,1.0,1,1.0,1.0,5,0.0,38-00100,56.0,0,3,501
130,1.0,1,1.0,1.0,5,0.0,38-00100,68.0,0,2,501
131,1.0,1,1.0,1.0,5,0.0,38-00100,68.0,0,2,501
132,1.0,1,1.0,1.0,5,0.0,51-01301,23.0,0,2,501
133,1.0,1,1.0,1.0,5,0.0,51-01301,44.0,0,2,501
134,1.0,1,1.0,1.0,5,0.0,51-01301,44.0,0,2,501
135,1.0,1,1.0,1.0,5,0.0,51-01301,44.0,0,4,501
136,1.0,1,1.0,1.0,5,0.0,06-08507,69.0,0,2,501
137,1.0,1,1.0,1.0,5,0.0,06-08507,69.0,0,2,501
138,1.0,1,1.0,1.0,5,0.0,06-08507,75.0,0,2,501
139,1.0,1,1.0,1.0,5,0.0,06-08507,75.0,0,2,501
140,1.0,1,1.0,1.0,5,0.0,08-00803,54.0,0,2,501
141,1.0,1,1.0,1.0,5,0.0,08-00803,54.0,0,3,501
142,1.0,1,1.0,1.0,5,0.0,08-00803,54.0,1,3,501
143,1.0,1,1.0,1.0,5,0.0,17-03529,65.0,0,2,501
144,1.0,1,1.0,1.0,5,0.0,17-03529,65.0,0,2,501
145,1.0,1,1.0,1.0,5,0.0,19-01700,65.0,0,2,501
146,1.0,1,1.0,1.0,5,0.0,24-01004,51.0,0,4,501
147,1.0,1,1.0,1.0,6,0.0,29-01901,27.0,0,2,501
148,1.0,1,1.0,1.0,6,0.0,29-01901,27.0,0,3,501
149,1.0,1,1.0,1.0,6,0.0,30-00600,28.0,0,3,501
150,1.0,1,1.0,1.0,6,0.0,30-00600,44.0,0,3,501
151,1.0,1,1.0,1.0,6,0.0,30-00600,60.0,0,4,501
152,1.0,1,1.0,1.0,6,0.0,30-00600,60.0,0,4,501
153,1.0,1,1.0,1.0,6,0.0,30-00600,60.0,0,4,501
154,1.0,1,1.0,1.0,6,0.0,30-00600,63.0,0,2,501
155,1.0,1,1.0,1.0,6,0.0,30-00600,63.0,0,2,501
156,1.0,1,1.0,1.0,6,0.0,30-00600,63.0,0,2,501
157,1.0,1,1.0,1.0,6,0.0,30-00600,68.0,0,2,501
158,1.0,1,1.0,1.0,6,0.0,30-00600,75.0,0,2,501
159,1.0,1,1.0,1.0,6,0.0,32-00405,35.0,0,2,501
160,1.0,1,1.0,1.0,6,0.0,32-00405,35.0,0,3,501
161,1.0,1,1.0,1.0,6,0.0,38-00100,34.0,0,3,501
162,1.0,1,1.0,1.0,6,0.0,38-00100,36.0,1,5,501
163,1.0,1,1.0,1.0,6,0.0,38-00100,57.0,0,2,501
164,1.0,1,1.0,1.0,6,0.0,38-00100,57.0,0,2,501
165,1.0,1,1.0,1.0,6,0.0,38-00100,60.0,0,2,501
166,1.0,1,1.0,1.0,6,0.0,38-00100,68.0,0,2,501
167,1.0,1,1.0,1.0,6,0.0,40-00200,68.0,0,3,501
168,1.0,1,1.0,1.0,6,0.0,51-51255,35.0,1,3,501
169,1.0,1,1.0,1.0,6,0.0,51-51255,45.0,0,2,501
170,1.0,1,1.0,1.0,6,0.0,51-51255,46.0,0,2,501
171,1.0,1,1.0,1.0,6,0.0,51-51255,46.0,0,3,501
172,1.0,1,1.0,1.0,6,0.0,51-51255,46.0,0,3,501
173,1.0,1,1.0,1.0,6,0.0,51-51255,52.0,0,5,501
174,1.0,1,1.0,1.0,6,0.0,06-08507,36.0,0,2,501
175,1.0,1,1.0,1.0,6,0.0,06-08507,36.0,0,4,501
176,1.0,1,1.0,1.0,6,0.0,06-08507,36.0,0,4,501
177,1.0,1,1.0,1.0,6,0.0,06-08507,52.0,0,2,501
178,1.0,1,1.0,1.0,6,0.0,06-08507,52.0,0,2,501
179,1.0,1,1.0,1.0,6,0.0,17-03529,52.0,0,2,501
180,1.0,1,1.0,1.0,6,0.0,24-01004,38.0,0,2,501
181,1.0,1,1.0,1.0,6,0.0,24-01004,38.0,0,4,501
182,1.0,1,1.0,1.0,6,0.0,24-01004,38.0,1,3,501
183,1.0,1,1.0,1.0,6,0.0,24-01004,41.0,0,3,501
184,1.0,1,1.0,1.0,6,0.0,24-01004,41.0,1,3,501
185,1.0,1,1.0,1.0,6,0.0,24-01004,41.0,1,3,501
186,1.0,1,1.0,1.0,6,0.0,24-01004,41.0,2,4,501
187,1.0,1,1.0,1.0,6,0.0,24-01004,41.0,2,4,501
188,1.0,1,1.0,1.0,6,0.0,24-01004,63.0,0,2,501
189,1.0,1,1.0,1.0,6,0.0,24-01004,72.0,0,3,501
190,1.0,1,1.0,1.0,6,0.0,24-01004,72.0,0,3,501
191,1.0,1,1.0,1.0,6,0.0,26-02702,27.0,0,2,501
192,1.0,1,1.0,1.0,7,0.0,06-07502,32.0,0,2,501
193,1.0,1,1.0,1.0,7,0.0,06-07502,48.0,0,4,501
194,1.0,1,1.0,1.0,7,0.0,06-07502,48.0,0,4,501
195,1.0,1,1.0,1.0,7,0.0,30-00600,44.0,0,3,501
196,1.0,1,1.0,1.0,7,0.0,30-00600,44.0,0,4,501
197,1.0,1,1.0,1.0,7,0.0,30-00600,47.0,0,2,501
198,1.0,1,1.0,1.0,7,0.0,30-00600,65.0,0,2,501
199,1.0,1,1.0,1.0,7,0.0,32-00405,35.0,0,4,501
200,1.0,1,1.0,1.0,7,0.0,38-00100,31.0,0,2,501
201,1.0,1,1.0,1.0,7,0.0,38-00100,31.0,0,2,501
202,1.0,1,1.0,1.0,7,0.0,38-00100,31.0,0,2,501
203,1.0,1,1.0,1.0,7,0.0,38-00100,31.0,0,2,501
204,1.0,1,1.0,1.0,7,0.0,38-00100,31.0,0,3,501
205,1.0,1,1.0,1.0,7,0.0,38-00100,55.0,0,4,501
206,1.0,1,1.0,1.0,7,0.0,38-00100,55.0,1,4,501
207,1.0,1,1.0,1.0,7,0.0,38-00100,56.0,1,4,501
208,1.0,1,1.0,1.0,7,0.0,38-00100,56.0,2,4,501
209,1.0,1,1.0,1.0,7,0.0,38-00100,66.0,0,2,501
210,1.0,1,1.0,1.0,7,0.0,38-00100,72.0,0,2,501
211,1.0,1,1.0,1.0,7,0.0,40-00200,52.0,0,2,501
212,1.0,1,1.0,1.0,7,0.0,40-00200,71.0,0,2,501
213,1.0,1,1.0,1.0,7,0.0,40-00200,72.0,0,2,501
214,1.0,1,1.0,1.0,7,0.0,40-00200,72.0,0,2,501
215,1.0,1,1.0,1.0,7,0.0,40-00200,72.0,0,2,501
216,1.0,1,1.0,1.0,7,0.0,51-01301,29.0,1,2,501
217,1.0,1,1.0,1.0,7,0.0,51-01301,67.0,0,2,501
218,1.0,1,1.0,1.0,7,0.0,51-51255,61.0,0,2,501
219,1.0,1,1.0,1.0,7,0.0,06-08507,56.0,0,2,501
220,1.0,1,1.0,1.0,7,0.0,06-08507,75.0,0,2,501
221,1.0,1,1.0,1.0,7,0.0,08-00803,32.0,0,3,501
222,1.0,1,1.0,1.0,7,0.0,19-01700,33.0,0,4,501
223,1.0,1,1.0,1.0,7,0.0,19-01700,33.0,0,4,501
224,1.0,1,1.0,1.0,7,0.0,19-01700,34.0,1,2,501
225,1.0,1,1.0,1.0,7,0.0,19-01700,52.0,0,2,501
226,1.0,1,1.0,1.0,7,0.0,24-01004,29.0,0,3,501
227,1.0,1,1.0,1.0,7,0.0,24-01004,29.0,0,3,501
228,1.0,1,1.0,1.0,7,0.0,24-01004,35.0,0,3,501
229,1.0,1,1.0,1.0,7,0.0,24-01004,38.0,0,3,501
230,1.0,1,1.0,1.0,7,0.0,24-01004,38.0,2,4,501
231,1.0,1,1.0,1.0,7,0.0,24-01004,45.0,0,4,501
232,1.0,1,1.0,1.0,7,0.0,24-01004,45.0,2,4,501
233,1.0,1,1.0,1.0,7,0.0,24-01004,48.0,1,4,501
234,1.0,1,1.0,1.0,7,0.0,24-01004,51.0,0,2,501
235,1.0,1,1.0,1.0,7,0.0,24-01004,55.0,0,3,501
236,1.0,1,1.0,1.0,7,0.0,24-01004,65.0,0,2,501
237,1.0,1,1.0,1.0,7,0.0,24-01004,65.0,0,2,501
238,1.0,1,1.0,1.0,7,0.0,24-01004,65.0,0,2,501
239,1.0,1,1.0,1.0,7,0.0,24-01004,71.0,0,2,501
240,1.0,1,1.0,1.0,7,0.0,24-01004,71.0,0,2,501
241,1.0,1,1.0,1.0,7,1.0,30-00600,44.0,0,4,501
242,1.0,1,1.0,1.0,8,0.0,06-07502,42.0,0,4,501
243,1.0,1,1.0,1.0,8,0.0,06-07502,42.0,0,4,501
244,1.0,1,1.0,1.0,8,0.0,28-01100,56.0,0,3,501
245,1.0,1,1.0,1.0,8,0.0,28-01100,56.0,0,3,501
246,1.0,1,1.0,1.0,8,0.0,28-01100,56.0,0,3,501
247,1.0,1,1.0,1.0,8,0.0,29-01901,61.0,0,3,501
248,1.0,1,1.0,1.0,8,0.0,30-00600,37.0,1,2,501
249,1.0,1,1.0,1.0,8,0.0,30-00600,39.0,1,2,501
250,1.0,1,1.0,1.0,8,0.0,30-00600,44.0,0,2,501
251,1.0,1,1.0,1.0,8,0.0,30-00600,47.0,0,4,501
252,1.0,1,1.0,1.0,8,0.0,30-00600,47.0,2,4,501
253,1.0,1,1.0,1.0,8,0.0,30-00600,54.0,0,4,501
254,1.0,1,1.0,1.0,8,0.0,30-00600,54.0,0,4,501
255,1.0,1,1.0,1.0,8,0.0,30-00600,55.0,0,2,501
256,1.0,1,1.0,1.0,8,0.0,30-00600,58.0,0,2,501
257,1.0,1,1.0,1.0,8,0.0,30-00600,62.0,0,2,501
258,1.0,1,1.0,1.0,8,0.0,30-00600,63.0,0,2,501
259,1.0,1,1.0,1.0,8,0.0,30-00600,63.0,0,2,501
260,1.0,1,1.0,1.0,8,0.0,30-00600,64.0,0,2,501
261,1.0,1,1.0,1.0,8,0.0,30-00600,64.0,0,2,501
262,1.0,1,1.0,1.0,8,0.0,38-00100,31.0,0,3,501
263,1.0,1,1.0,1.0,8,0.0,38-00100,31.0,0,5,501
264,1.0,1,1.0,1.0,8,0.0,38-00100,31.0,0,5,501
265,1.0,1,1.0,1.0,8,0.0,38-00100,34.0,0,2,501
266,1.0,1,1.0,1.0,8,0.0,38-00100,55.0,0,3,501
267,1.0,1,1.0,1.0,8,0.0,38-00100,55.0,0,4,501
268,1.0,1,1.0,1.0,8,0.0,38-00100,56.0,0,3,501
269,1.0,1,1.0,1.0,8,0.0,38-00100,57.0,0,3,501
270,1.0,1,1.0,1.0,8,0.0,38-00100,65.0,0,3,501
271,1.0,1,1.0,1.0,8,0.0,38-00100,68.0,0,2,501
272,1.0,1,1.0,1.0,8,0.0,38-00100,72.0,0,2,501
273,1.0,1,1.0,1.0,8,0.0,38-00100,72.0,0,2,501
274,1.0,1,1.0,1.0,8,0.0,40-00200,49.0,1,2,501
275,1.0,1,1.0,1.0,8,0.0,40-00200,71.0,0,2,501
276,1.0,1,1.0,1.0,8,0.0,51-01301,32.0,0,3,501
277,1.0,1,1.0,1.0,8,0.0,51-01301,44.0,0,2,501
278,1.0,1,1.0,1.0,8,0.0,51-51255,40.0,0,2,501
279,1.0,1,1.0,1.0,8,0.0,51-51255,48.0,0,3,501
280,1.0,1,1.0,1.0,8,0.0,51-51255,48.0,2,4,501
281,1.0,1,1.0,1.0,8,0.0,51-51255,48.0,2,5,501
282,1.0,1,1.0,1.0,8,0.0,51-51255,48.0,2,5,501
283,1.0,1,1.0,1.0,8,0.0,51-51255,51.0,0,2,501
284,1.0,1,1.0,1.0,8,0.0,51-51255,59.0,0,2,501
285,1.0,1,1.0,1.0,8,0.0,06-08507,36.0,0,5,501
286,1.0,1,1.0,1.0,8,0.0,06-08507,45.0,1,4,501
287,1.0,1,1.0,1.0,8,0.0,06-08507,45.0,2,4,501
288,1.0,1,1.0,1.0,8,0.0,06-08507,55.0,0,2,501
289,1.0,1,1.0,1.0,8,0.0,06-08507,57.0,0,3,501
290,1.0,1,1.0,1.0,8,0.0,08-00803,33.0,0,3,501
291,1.0,1,1.0,1.0,8,0.0,08-00803,35.0,0,4,501
292,1.0,1,1.0,1.0,8,0.0,08-00803,58.0,0,2,501
293,1.0,1,1.0,1.0,8,0.0,17-03529,62.0,0,2,501
294,1.0,1,1.0,1.0,8,0.0,17-03529,65.0,0,2,501
295,1.0,1,1.0,1.0,8,0.0,19-01700,33.0,0,2,501
296,1.0,1,1.0,1.0,8,0.0,19-01700,34.0,0,2,501
297,1.0,1,1.0,1.0,8,0.0,19-01700,34.0,0,2,501
298,1.0,1,1.0,1.0,8,0.0,24-01004,35.0,2,4,501
299,1.0,1,1.0,1.0,8,0.0,24-01004,38.0,0,2,501
300,1.0,1,1.0,1.0,8,0.0,24-01004,38.0,0,2,501
301,1.0,1,1.0,1.0,8,0.0,24-01004,45.0,2,4,501
302,1.0,1,1.0,1.0,8,0.0,24-01004,55.0,2,4,501
303,1.0,1,1.0,1.0,8,0.0,24-01004,63.0,0,3,501
304,1.0,1,1.0,1.0,8,0.0,24-01004,63.0,1,3,501
305,1.0,1,1.0,1.0,8,0.0,24-01004,66.0,0,2,501
306,1.0,1,1.0,1.0,8,0.0,24-01004,68.0,0,3,501
307,1.0,1,1.0,1.0,8,0.0,24-01004,69.0,0,2,501
308,1.0,1,1.0,1.0,8,0.0,24-01004,72.0,0,3,501
309,1.0,1,1.0,1.0,8,0.0,24-01004,75.0,0,2,501
310,1.0,1,1.0,1.0,8,0.0,24-01004,75.0,0,2,501
311,1.0,1,1.0,1.0,8,0.0,26-02702,42.0,0,2,501
312,1.0,1,1.0,1.0,9,0.0,06-07502,32.0,0,2,501
313,1.0,1,1.0,1.0,9,0.0,06-07502,32.0,0,2,501
314,1.0,1,1.0,1.0,9,0.0,06-07502,32.0,0,3,501
315,1.0,1,1.0,1.0,9,0.0,29-01901,70.0,0,2,501
316,1.0,1,1.0,1.0,9,0.0,30-00600,34.0,0,3,501
317,1.0,1,1.0,1.0,9,0.0,30-00600,34.0,2,4,501
318,1.0,1,1.0,1.0,9,0.0,30-00600,37.0,1,2,501
319,1.0,1,1.0,1.0,9,0.0,30-00600,44.0,0,2,501
320,1.0,1,1.0,1.0,9,0.0,30-00600,47.0,0,3,501
321,1.0,1,1.0,1.0,9,0.0,30-00600,47.0,0,4,501
322,1.0,1,1.0,1.0,9,0.0,30-00600,53.0,0,2,501
323,1.0,1,1.0,1.0,9,0.0,30-00600,53.0,0,2,501
324,1.0,1,1.0,1.0,9,0.0,30-00600,53.0,0,4,501
325,1.0,1,1.0,1.0,9,0.0,30-00600,53.0,1,4,501
326,1.0,1,1.0,1.0,9,0.0,30-00600,54.0,0,4,501
327,1.0,1,1.0,1.0,9,0.0,30-00600,54.0,1,4,501
328,1.0,1,1.0,1.0,9,0.0,30-00600,55.0,0,2,501
329,1.0,1,1.0,1.0,9,0.0,30-00600,57.0,0,2,501
330,1.0,1,1.0,1.0,9,0.0,30-00600,62.0,0,4,501
331,1.0,1,1.0,1.0,9,0.0,30-00600,63.0,0,2,501
332,1.0,1,1.0,1.0,9,0.0,30-00600,63.0,1,3,501
333,1.0,1,1.0,1.0,9,0.0,30-00600,68.0,0,2,501
334,1.0,1,1.0,1.0,9,0.0,30-00600,73.0,0,2,501
335,1.0,1,1.0,1.0,9,0.0,36-03710,30.0,0,2,501
336,1.0,1,1.0,1.0,9,0.0,38-00100,30.0,0,2,501
337,1.0,1,1.0,1.0,9,0.0,38-00100,30.0,0,3,501
338,1.0,1,1.0,1.0,9,0.0,38-00100,34.0,2,4,501
339,1.0,1,1.0,1.0,9,0.0,38-00100,36.0,0,2,501
340,1.0,1,1.0,1.0,9,0.0,38-00100,38.0,0,3,501
341,1.0,1,1.0,1.0,9,0.0,38-00100,54.0,0,3,501
342,1.0,1,1.0,1.0,9,0.0,38-00100,54.0,1,3,501
343,1.0,1,1.0,1.0,9,0.0,38-00100,54.0,1,3,501
344,1.0,1,1.0,1.0,9,0.0,38-00100,55.0,0,2,501
345,1.0,1,1.0,1.0,9,0.0,38-00100,55.0,0,4,501
346,1.0,1,1.0,1.0,9,0.0,38-00100,55.0,1,3,501
347,1.0,1,1.0,1.0,9,0.0,38-00100,55.0,1,3,501
348,1.0,1,1.0,1.0,9,0.0,38-00100,55.0,1,4,501
349,1.0,1,1.0,1.0,9,0.0,38-00100,56.0,0,2,501
350,1.0,1,1.0,1.0,9,0.0,38-00100,56.0,2,4,501
351,1.0,1,1.0,1.0,9,0.0,38-00100,60.0,0,2,501
352,1.0,1,1.0,1.0,9,0.0,38-00100,60.0,0,4,501
353,1.0,1,1.0,1.0,9,0.0,38-00100,63.0,0,2,501
354,1.0,1,1.0,1.0,9,0.0,38-00100,64.0,0,2,501
355,1.0,1,1.0,1.0,9,0.0,38-00100,66.0,0,2,501
356,1.0,1,1.0,1.0,9,0.0,38-00100,67.0,0,2,501
357,1.0,1,1.0,1.0,9,0.0,38-00100,67.0,0,2,501
358,1.0,1,1.0,1.0,9,0.0,38-00100,67.0,0,3,501
359,1.0,1,1.0,1.0,9,0.0,38-00100,69.0,0,2,501
360,1.0,1,1.0,1.0,9,0.0,38-00100,69.0,0,2,501
361,1.0,1,1.0,1.0,9,0.0,38-00100,70.0,0,2,501
362,1.0,1,1.0,1.0,9,0.0,38-00100,70.0,0,2,501
363,1.0,1,1.0,1.0,9,0.0,38-00100,70.0,0,2,501
364,1.0,1,1.0,1.0,9,0.0,40-00200,52.0,0,4,501
365,1.0,1,1.0,1.0,9,0.0,40-00200,54.0,0,2,501
366,1.0,1,1.0,1.0,9,0.0,40-00200,54.0,0,4,501
367,1.0,1,1.0,1.0,9,0.0,40-00200,56.0,0,2,501
368,1.0,1,1.0,1.0,9,0.0,40-00200,56.0,0,2,501
369,1.0,1,1.0,1.0,9,0.0,40-00200,56.0,2,4,501
370,1.0,1,1.0,1.0,9,0.0,40-00200,64.0,0,2,501
371,1.0,1,1.0,1.0,9,0.0,40-00200,64.0,0,2,501
372,1.0,1,1.0,1.0,9,0.0,40-00200,71.0,0,2,501
373,1.0,1,1.0,1.0,9,0.0,51-01301,45.0,0,2,501
374,1.0,1,1.0,1.0,9,0.0,51-01301,45.0,0,3,501
