,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
150,1.0,1,1.0,1.0,0,7,0.0,30-00600,N
151,1.0,1,1.0,1.0,0,7,0.0,40-00200,N
152,1.0,1,1.0,1.0,0,7,0.0,40-00200,N
153,1.0,1,1.0,1.0,0,7,0.0,40-00200,N
154,1.0,1,1.0,1.0,0,7,0.0,40-00200,N
155,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
156,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
157,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
158,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
159,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
160,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
161,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
162,1.0,1,1.0,1.0,1,9,0.0,08-00803,N
163,1.0,1,1.0,1.0,1,9,0.0,08-00803,14
164,1.0,1,1.0,1.0,1,9,0.0,08-00803,14
165,1.0,1,1.0,1.0,1,9,0.0,08-00803,14
166,1.0,1,1.0,1.0,1,9,0.0,08-00803,14
167,1.0,1,1.0,1.0,1,9,0.0,08-00803,14
168,1.0,1,1.0,1.0,1,9,0.0,08-00803,14
169,1.0,1,1.0,1.0,1,9,0.0,19-01700,N
170,1.0,1,1.0,1.0,1,9,0.0,19-01700,N
171,1.0,1,1.0,1.0,1,9,0.0,19-01700,N
172,1.0,1,1.0,1.0,1,9,0.0,19-01700,N
173,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
174,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
175,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
176,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
177,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
178,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
179,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
180,1.0,1,1.0,1.0,1,5,0.0,30-00600,6
181,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
182,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
183,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
184,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
185,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
186,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
187,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
188,1.0,1,1.0,1.0,1,5,0.0,30-00600,N
189,1.0,1,1.0,1.0,1,7,0.0,30-00600,6
190,1.0,1,1.0,1.0,1,7,0.0,30-00600,6
191,1.0,1,1.0,1.0,1,7,0.0,30-00600,6
192,1.0,1,1.0,1.0,1,7,0.0,30-00600,6
193,1.0,1,1.0,1.0,1,7,0.0,30-00600,6
194,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
195,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
196,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
197,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
198,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
199,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
200,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
201,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
202,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
203,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
204,1.0,1,1.0,1.0,1,7,0.0,30-00600,N
205,1.0,1,1.0,1.0,1,7,0.0,38-00100,6
206,1.0,1,1.0,1.0,1,7,0.0,38-00100,6
207,1.0,1,1.0,1.0,1,7,0.0,38-00100,6
208,1.0,1,1.0,1.0,1,7,0.0,38-00100,6
209,1.0,1,1.0,1.0,1,7,0.0,38-00100,6
210,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
211,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
212,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
213,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
214,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
215,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
216,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
217,1.0,1,1.0,1.0,1,7,0.0,19-01700,N
218,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
219,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
220,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
221,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
222,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
223,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
224,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
225,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
226,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
227,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
228,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
229,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
230,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
231,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
232,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
233,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
234,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
235,1.0,1,1.0,1.0,2,10,0.0,28-01100,N
236,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
237,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
238,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
239,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
240,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
241,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
242,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
243,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
244,1.0,1,1.0,1.0,2,8,0.0,19-01700,9
245,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
246,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
247,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
248,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
249,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
250,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
251,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
252,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
253,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
254,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
255,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
256,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
257,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
258,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
259,1.0,1,1.0,1.0,2,9,0.0,38-00100,N
260,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
261,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
262,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
263,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
264,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
265,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
266,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
267,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
268,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
269,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
270,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
271,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
272,1.0,1,1.0,1.0,2,5,0.0,38-00100,N
273,1.0,1,1.0,1.0,2,5,0.0,19-01700,N
274,1.0,1,1.0,1.0,2,5,0.0,19-01700,N
275,1.0,1,1.0,1.0,2,5,0.0,19-01700,N
276,1.0,1,1.0,1.0,2,5,0.0,19-01700,N
277,1.0,1,1.0,1.0,2,5,0.0,19-01700,N
278,1.0,1,1.0,1.0,2,7,0.0,28-01100,N
279,1.0,1,1.0,1.0,2,7,0.0,28-01100,N
280,1.0,1,1.0,1.0,2,7,0.0,28-01100,N
281,1.0,1,1.0,1.0,2,7,0.0,28-01100,N
282,1.0,1,1.0,1.0,2,7,0.0,28-01100,N
283,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
284,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
285,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
286,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
287,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
288,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
289,1.0,1,1.0,1.0,2,7,0.0,30-00600,N
290,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
291,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
292,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
293,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
294,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
295,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
296,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
297,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
298,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
299,1.0,1,1.0,1.0,2,7,0.0,38-00100,6
300,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
301,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
302,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
303,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
304,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
305,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
306,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
307,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
308,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
309,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
310,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
311,1.0,1,1.0,1.0,2,7,0.0,38-00100,11
312,1.0,1,1.0,1.0,2,7,0.0,19-01700,N
313,1.0,1,1.0,1.0,2,7,0.0,19-01700,N
314,1.0,1,1.0,1.0,2,7,0.0,19-01700,N
315,1.0,1,1.0,1.0,2,7,0.0,19-01700,N
316,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
317,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
318,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
319,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
320,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
321,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
322,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
323,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
324,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
325,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
326,1.0,1,1.0,1.0,3,9,0.0,30-00600,6
327,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
328,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
329,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
330,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
331,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
332,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
333,1.0,1,1.0,1.0,3,9,0.0,40-00200,N
334,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
335,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
336,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
337,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
338,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
339,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
340,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
341,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
342,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
343,1.0,1,1.0,1.0,3,9,0.0,40-00200,10
344,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
345,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
346,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
347,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
348,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
349,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
350,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
351,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
352,1.0,1,1.0,1.0,3,9,0.0,08-00803,14
353,1.0,1,1.0,1.0,3,9,0.0,24-01004,N
354,1.0,1,1.0,1.0,3,9,0.0,24-01004,N
355,1.0,1,1.0,1.0,3,9,0.0,24-01004,N
356,1.0,1,1.0,1.0,3,9,0.0,24-01004,N
357,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
358,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
359,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
360,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
361,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
362,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
363,1.0,1,1.0,1.0,3,9,0.0,24-01004,10
364,1.0,1,1.0,1.0,3,5,0.0,24-01004,N
365,1.0,1,1.0,1.0,3,5,0.0,24-01004,N
366,1.0,1,1.0,1.0,3,5,0.0,24-01004,N
367,1.0,1,1.0,1.0,3,5,0.0,24-01004,N
368,1.0,1,1.0,1.0,3,5,0.0,24-01004,N
369,1.0,1,1.0,1.0,3,5,0.0,24-01004,N
370,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
371,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
372,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
373,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
374,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
375,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
376,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
377,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
378,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
379,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
380,1.0,1,1.0,1.0,4,9,0.0,38-00100,14
381,1.0,1,1.0,1.0,4,9,0.0,40-00200,N
382,1.0,1,1.0,1.0,4,9,0.0,40-00200,N
383,1.0,1,1.0,1.0,4,9,0.0,40-00200,N
384,1.0,1,1.0,1.0,4,9,0.0,40-00200,N
385,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
386,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
387,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
388,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
389,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
390,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
391,1.0,1,1.0,1.0,4,9,0.0,19-01700,N
392,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
393,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
394,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
395,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
396,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
397,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
398,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
399,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
400,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
401,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
402,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
403,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
404,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
405,1.0,1,1.0,1.0,4,4,0.0,40-00200,N
406,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
407,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
408,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
409,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
410,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
411,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
412,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
413,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
414,1.0,1,1.0,1.0,4,5,0.0,38-00100,6
415,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
416,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
417,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
418,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
419,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
420,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
421,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
422,1.0,1,1.0,1.0,4,5,0.0,19-01700,N
423,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
424,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
425,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
426,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
427,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
428,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
429,1.0,1,1.0,1.0,4,7,0.0,40-00200,N
430,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
431,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
432,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
433,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
434,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
435,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
436,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
437,1.0,1,1.0,1.0,4,7,0.0,19-01700,N
438,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
439,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
440,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
441,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
442,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
443,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
444,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
445,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
446,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
447,1.0,1,1.0,1.0,5,8,0.0,30-00600,N
