SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,1,1,1,5,0,17-03531,31,0,12,360,8033
2,1,1,1,7,0,32-00405,52,0,2,501,15972
2,6,2,0,5,0,36-03710,47,N,N,270,17763
2,6,8,1,0,1,30-00600,17,0,3,368,15510
1,1,1,1,5,0,38-00100,74,0,2,313,18748
1,6,1,0,1,0,38-00100,25,N,N,320,17849
2,6,2,2,5,0,28-01100,31,0,4,221,11769
1,N,1,1,N,0,38-00100,0,4,6,450,24759
1,4,2,2,2,0,19-01700,71,0,9,167,8717
2,1,2,2,6,0,26-02702,36,0,12,392,11341
2,N,1,1,N,0,38-00100,7,3,6,501,24786
1,2,6,2,4,0,40-00200,32,2,4,204,20788
2,1,1,2,1,0,38-00100,40,1,3,3,19719
2,6,6,1,8,0,06-07502,17,0,12,500,2680
2,N,1,1,9,0,13-04600,1,1,3,500,24902
2,1,1,1,8,0,38-00100,61,0,2,51,20555
1,N,1,1,9,0,29-01901,3,1,12,386,26723
2,6,1,0,2,0,06-08507,13,N,9,82,1913
2,N,2,2,9,0,36-03710,9,4,4,103,23254
1,4,2,1,4,0,08-00803,66,0,9,196,3834
2,6,2,2,3,0,36-04010,29,1,2,105,17026
1,1,1,1,6,0,08-00803,38,0,2,51,4237
1,N,8,1,N,1,32-00405,2,4,6,206,23184
2,1,1,1,7,0,51-01301,37,1,2,500,21802
2,1,1,1,9,0,32-00405,56,0,3,501,16034
2,4,1,1,8,0,26-02702,49,0,N,501,11481
2,1,1,2,3,0,06-08507,53,0,2,501,2164
1,4,1,2,6,0,38-00100,55,1,2,263,19318
2,2,2,0,6,0,29-01901,25,N,N,328,13083
2,6,1,1,1,0,40-00200,24,1,5,203,20099
1,N,2,2,9,0,36-03710,8,3,4,384,23031
1,N,1,1,9,4,24-01004,12,3,4,414,26395
2,N,2,2,9,0,01-01301,6,1,12,313,23096
2,6,2,2,8,0,01-01301,54,0,9,50,0
2,6,1,2,0,4,19-01700,13,3,4,138,9157
2,1,1,1,5,0,38-00100,44,1,4,271,19442
2,6,2,2,7,0,13-04600,38,0,2,450,4978
2,1,1,2,0,0,29-01901,53,2,4,68,14113
2,6,6,1,0,0,06-07502,22,0,3,500,1452
1,1,2,1,1,0,13-04600,63,0,12,152,3963
1,3,2,2,3,0,01-01301,77,0,N,N,938
1,1,1,1,9,0,51-01301,56,0,4,501,22317
2,6,2,2,1,0,13-04600,59,0,9,61,5282
2,6,1,2,8,0,24-01004,90,0,N,51,10421
2,N,2,1,N,0,17-03531,15,2,4,501,25735
2,6,3,2,0,0,36-04010,10,0,6,196,17825
1,1,1,1,8,0,06-07502,53,0,12,50,384
1,6,2,2,0,0,08-00803,55,0,4,0,4414
1,1,2,1,1,0,36-04010,69,0,4,51,18008
1,6,2,2,8,0,30-00600,62,0,9,500,15320
1,1,2,1,2,0,17-03529,68,0,12,500,5648
2,N,1,1,9,0,17-03531,2,2,3,448,25308
2,4,2,1,6,0,36-04010,64,0,3,501,17456
2,6,1,2,3,0,29-01901,16,0,9,146,14214
1,6,1,0,7,1,36-03710,37,N,N,N,16862
2,1,3,1,0,0,38-00100,47,2,3,81,19428
2,1,9,2,0,0,19-01700,26,1,2,455,6743
2,6,1,2,3,0,24-01004,18,0,9,190,10638
2,1,2,1,6,0,17-03529,64,0,2,500,5512
2,2,2,1,0,0,13-04600,87,0,3,247,5754
1,N,1,1,9,0,40-00200,8,1,12,450,25448
1,4,3,1,3,0,40-00200,51,0,N,105,20443
2,6,1,1,6,0,30-00600,55,0,N,316,14839
1,6,1,2,2,0,17-03529,22,0,N,91,6314
2,3,2,2,3,0,17-03529,81,0,12,22,5933
1,1,6,2,2,0,06-07502,71,0,2,79,2437
1,1,2,1,4,0,29-01901,89,0,2,128,13222
2,1,1,1,0,0,19-01700,45,2,3,500,8298
2,6,1,1,0,0,36-04010,12,3,5,249,18279
2,1,6,2,0,0,19-01700,36,2,3,174,9162
2,6,2,1,1,0,08-00803,27,0,2,317,4782
2,4,1,0,3,1,06-08507,66,N,N,N,1413
2,4,1,2,8,0,08-00803,37,2,4,52,3048
2,1,1,1,0,0,36-04010,34,3,5,500,18357
1,6,1,0,1,0,28-01100,26,N,9,73,12337
2,3,1,1,4,0,30-00600,54,0,N,200,15310
1,N,1,1,N,0,38-00100,4,1,2,185,24519
1,N,1,1,9,0,29-01901,11,3,4,488,26819
1,1,2,1,0,0,17-03529,57,0,2,212,5806
2,1,1,1,0,0,36-04010,54,0,2,28,17138
2,6,2,1,2,0,17-03531,75,0,3,358,8477
1,1,2,1,3,0,01-01301,66,0,2,144,685
1,6,8,0,3,4,51-01301,24,N,N,128,22258
1,1,1,1,1,0,19-01700,40,4,5,49,7451
1,6,1,0,5,0,28-01100,25,N,N,N,11839
1,6,2,0,1,0,36-03710,19,N,N,N,16480
1,4,1,1,8,0,51-01301,58,0,9,500,22476
2,1,8,2,4,4,32-00405,64,0,12,278,16836
2,N,6,2,9,0,06-07502,6,2,3,500,23172
1,1,2,1,7,0,19-01700,54,3,5,211,10122
1,1,1,1,8,4,51-01301,49,0,2,50,20662
2,6,2,2,0,0,13-04600,63,0,N,106,5897
2,N,9,2,N,0,51-51255,7,2,5,501,26088
1,6,3,2,0,0,36-04010,39,0,10,126,18688
2,4,2,1,6,0,17-03531,63,0,3,51,7032
1,N,2,2,N,0,51-51255,14,4,6,92,26357
2,4,1,1,4,0,38-00100,51,3,5,164,19303
1,6,2,2,2,0,17-03529,62,0,N,57,8881
2,6,1,2,6,4,13-04600,32,4,4,187,5605
1,1,1,1,6,1,29-01901,64,0,2,450,12919
1,6,2,0,5,0,01-01301,14,N,9,361,312
2,1,2,1,4,0,17-03529,63,0,2,417,6517
2,6,2,2,7,0,28-01100,31,1,2,212,11671
2,1,6,2,0,0,24-01004,58,0,2,501,10236
1,1,2,1,7,0,30-00600,82,0,3,360,14357
2,6,1,2,4,0,17-03531,21,0,9,219,7162
1,6,2,0,0,0,32-00405,32,N,9,97,15569
2,N,1,2,9,4,32-00405,2,2,2,235,23089
1,6,1,2,3,0,06-08507,25,0,9,192,2435
1,6,1,2,2,0,29-01901,27,0,9,108,13390
1,1,1,2,0,0,06-08507,54,0,12,345,2929
2,1,1,1,7,0,38-00100,30,2,4,494,20403
2,1,1,1,5,0,26-02702,45,3,5,260,11365
2,1,1,2,0,0,30-00600,50,0,12,102,14533
2,4,2,2,7,0,13-04600,37,0,2,466,5376
2,6,1,2,3,0,06-08507,19,0,9,167,3141
1,1,1,1,0,0,29-01901,64,0,12,182,12307
2,1,1,2,2,0,24-01004,80,0,2,501,9825
1,N,1,1,9,0,51-01301,8,3,4,500,25408
2,1,1,1,8,0,51-01301,46,0,12,50,19818
2,4,1,2,0,0,38-00100,49,1,2,499,20247
1,N,1,1,N,0,08-00803,14,1,3,351,25052
2,6,8,2,5,4,01-01301,20,0,9,365,1804
2,1,3,1,9,1,32-00405,55,0,3,501,15614
1,4,1,0,1,0,36-03710,63,N,9,95,15337
1,N,1,1,9,0,19-01700,8,2,3,500,25886
1,6,1,1,4,0,19-01700,50,0,N,208,8188
1,5,2,2,2,0,17-03529,71,0,N,98,6701
1,6,6,1,8,0,06-07502,23,0,12,500,2694
1,4,2,1,5,0,01-01301,64,0,9,311,202
2,N,2,0,9,0,17-03531,7,N,9,96,25062
1,1,1,1,8,0,36-04010,57,0,12,500,17947
1,1,6,1,0,0,40-00200,50,2,4,316,21154
1,4,2,2,7,0,19-01700,52,1,2,375,8663
1,6,8,0,1,2,32-00405,34,N,9,363,14577
2,6,1,2,9,0,06-07502,38,0,N,51,2314
1,4,2,2,0,0,28-01100,62,0,9,0,12960
2,N,2,2,N,0,28-01100,11,5,6,76,26973
1,N,9,1,N,0,06-08507,7,1,3,501,23945
1,1,1,1,3,0,19-01700,30,2,3,500,8296
2,N,1,1,9,0,19-01700,10,1,2,500,25767
1,1,2,2,6,0,13-04600,50,0,2,285,6012
2,N,1,1,9,0,51-01301,13,2,3,500,25800
2,N,1,2,9,0,51-01301,3,1,2,378,25560
1,6,1,2,6,1,51-01301,50,0,9,439,21008
2,6,8,2,2,2,36-03710,73,0,N,75,17418
2,N,1,2,9,0,06-07502,9,2,2,92,23088
1,3,1,1,8,0,17-03531,79,0,9,50,6438
2,N,1,2,N,0,32-00405,2,1,3,450,24440
1,6,2,2,7,0,36-03710,56,0,9,500,16764
2,6,2,2,3,0,01-01301,48,0,12,108,197
2,1,1,1,8,0,19-01700,46,2,3,50,8269
1,6,1,2,8,0,08-00803,48,0,N,501,4322
1,N,2,1,9,0,26-02702,10,0,2,159,26473
1,6,6,1,4,0,29-01901,23,0,N,152,13200
1,1,1,2,0,0,29-01901,69,0,12,79,12247
2,4,2,2,4,2,32-00405,34,0,3,216,15724
2,3,1,1,5,4,24-01004,79,0,4,501,10045
2,3,1,2,6,0,08-00803,61,0,N,397,4010
1,6,1,1,0,0,40-00200,13,4,5,50,21480
1,6,2,0,1,0,13-04600,29,N,9,60,4250
1,6,1,2,3,0,30-00600,41,0,N,123,14357
1,6,1,2,8,0,13-04600,31,0,9,500,5764
1,6,6,2,4,0,01-01301,27,0,9,278,2237
1,N,8,2,N,4,36-04010,12,2,5,189,24051
1,N,9,1,N,0,26-02702,7,4,6,323,26672
1,N,6,1,9,0,19-01700,11,1,2,500,25982
1,N,3,2,N,0,40-00200,12,3,4,472,25736
1,1,1,1,0,0,51-01301,39,2,4,402,21804
1,1,1,1,7,0,19-01700,68,0,12,500,8750
2,6,6,2,8,0,01-01301,28,0,9,500,2141
1,1,1,1,7,0,24-01004,30,2,3,443,10899
1,6,1,2,4,0,13-04600,36,0,9,279,6201
2,6,9,1,1,1,06-08507,27,1,3,500,3567
1,6,6,1,0,0,06-07502,16,1,2,500,1292
1,4,3,2,4,0,40-00200,80,0,N,126,20077
2,1,2,1,8,0,01-01301,66,0,2,501,670
1,1,1,1,9,1,51-51255,45,2,4,501,21636
1,6,1,2,0,0,06-08507,22,0,9,379,4003
1,6,1,2,3,0,06-07502,86,0,N,121,2515
1,1,1,1,8,0,06-07502,80,0,12,500,2106
1,1,1,1,6,0,38-00100,30,0,2,45,18940
2,6,6,2,1,0,17-03529,23,0,N,91,7161
2,4,2,1,1,0,26-02702,40,0,2,500,10725
1,1,1,2,6,1,32-00405,60,0,4,428,15487
2,N,2,1,N,0,36-04010,15,1,2,390,23764
2,6,1,1,1,0,38-00100,16,0,12,500,19272
1,4,1,2,3,0,19-01700,67,0,N,130,7821
1,1,9,1,2,0,06-08507,57,0,12,500,3265
1,6,1,2,8,0,06-08507,72,0,N,501,1791
2,1,1,1,1,0,19-01700,49,0,4,501,8362
2,6,2,1,4,0,17-03529,20,0,8,222,6446
1,6,1,0,0,1,28-01100,12,N,9,93,11523
1,6,1,2,0,0,38-00100,15,3,5,400,18847
1,1,1,1,4,0,36-04010,62,0,12,345,18152
1,1,6,1,5,0,17-03531,63,0,12,309,5936
1,1,1,1,8,0,19-01700,71,0,12,500,9559
2,6,2,1,7,0,13-04600,36,0,6,386,5308
1,1,2,2,6,0,51-01301,29,2,3,500,20951
2,1,1,2,7,0,06-08507,60,0,2,501,1859
2,1,1,1,1,0,36-04010,34,2,3,399,17982
1,1,1,1,8,0,51-01301,56,0,12,500,21054
1,1,1,1,8,0,40-00200,31,3,4,500,20456
1,6,2,2,2,0,13-04600,50,0,9,11,6702
2,1,1,1,7,0,24-01004,77,0,2,501,10601
2,6,1,0,5,0,36-03710,19,N,9,97,15593
2,4,1,2,0,0,17-03531,68,0,9,0,6488
1,1,1,1,8,0,24-01004,70,0,2,501,10763
1,6,2,2,1,0,13-04600,25,3,4,356,4272
2,1,2,1,7,0,28-01100,51,0,12,500,12071
1,1,6,2,9,0,06-08507,44,1,3,501,1310
1,1,2,2,3,0,51-01301,49,4,5,85,21737
2,6,6,1,7,0,06-07502,30,0,12,50,1450
1,1,1,1,5,0,30-00600,71,0,2,256,14499
2,1,1,1,5,0,17-03531,62,0,12,254,6992
1,4,8,1,0,1,30-00600,59,0,2,278,15696
1,N,1,1,N,0,24-01004,16,2,4,51,27024
2,1,2,1,7,0,36-04010,60,0,4,51,18642
1,1,1,1,7,0,06-07502,70,0,12,500,800
2,1,1,1,3,0,29-01901,76,0,2,51,12950
2,3,1,1,3,0,30-00600,65,0,2,184,14063
1,6,1,1,4,0,29-01901,27,0,9,227,13892
2,1,1,2,1,0,36-04010,36,2,4,500,18382
2,4,1,1,1,0,19-01700,40,0,N,115,8321
2,4,1,1,9,0,08-00803,54,0,N,501,3556
2,1,1,1,9,0,26-02702,50,2,4,501,10912
2,N,1,2,9,2,19-01700,8,4,5,500,25794
1,2,2,1,6,0,13-04600,41,2,4,295,5508
2,N,1,1,9,0,06-08507,12,2,4,500,24126
2,6,1,2,2,0,29-01901,27,0,12,190,13563
2,6,2,0,0,2,26-02702,21,N,9,0,11263
2,N,6,2,9,0,06-07502,13,2,3,500,24018
1,6,2,1,1,0,28-01100,27,0,2,201,12307
2,1,1,1,0,0,38-00100,38,2,3,50,18237
1,6,1,1,8,4,26-02702,42,1,2,501,11440
1,N,1,1,N,0,08-00803,15,2,5,501,24996
2,1,1,1,7,0,38-00100,32,1,3,51,20133
1,1,1,1,9,0,38-00100,65,0,2,501,19146
2,6,1,1,0,0,19-01700,15,3,3,223,8603
2,1,1,1,2,0,38-00100,68,0,3,68,19983
2,3,1,2,3,2,36-03710,78,0,N,125,17787
2,6,2,2,3,0,17-03529,79,0,3,419,7508
2,3,2,1,6,0,08-00803,91,0,12,392,4161
1,4,1,1,8,2,51-01301,38,0,9,500,21696
2,N,1,1,N,0,24-01004,15,3,5,501,26360
2,4,2,1,6,0,29-01901,52,0,N,316,13449
1,6,2,0,1,0,32-00405,28,N,9,94,15245
1,N,2,2,9,0,01-01301,9,3,3,0,22758
1,1,2,1,4,0,29-01901,67,0,2,322,13289
2,N,1,1,N,0,51-01301,5,2,4,51,26422
2,3,1,2,1,4,30-00600,91,0,9,75,15290
2,4,1,1,7,0,51-01301,31,0,9,50,21044
2,N,1,1,N,0,40-00200,10,0,6,93,25018
1,6,6,2,7,0,40-00200,32,0,9,500,21496
2,6,2,2,1,0,08-00803,34,0,9,53,3958
2,6,8,2,0,4,36-03710,25,1,3,57,18081
1,6,1,1,9,0,26-02702,36,0,N,501,11699
2,6,1,2,9,0,06-08507,33,0,N,501,1938
2,4,2,1,7,0,28-01100,52,1,2,265,11599
1,6,2,1,0,0,17-03529,56,0,6,248,7792
1,N,1,2,9,1,30-00600,0,2,2,376,22739
1,6,1,2,9,0,06-07502,39,0,N,501,1317
2,N,1,1,9,0,19-01700,1,2,3,500,25971
2,6,1,2,9,0,24-01004,36,0,N,501,10321
1,1,1,1,8,0,19-01700,35,2,3,500,9244
1,1,2,1,2,0,01-01301,71,0,2,245,418
2,1,2,1,3,0,13-04600,80,0,2,273,6718
1,6,1,2,2,0,24-01004,23,0,9,104,10853
2,N,9,2,N,0,17-03529,5,1,2,327,25612
2,6,9,2,7,0,06-07502,26,0,N,442,2793
2,N,1,2,9,4,51-01301,10,2,3,162,25418
2,N,2,2,9,0,36-03710,3,0,2,166,23648
2,6,1,0,0,0,29-01901,22,N,N,N,12459
1,2,1,2,7,0,19-01700,44,0,9,500,8873
1,6,2,2,0,0,17-03531,27,0,4,93,7245
2,6,2,1,2,0,36-04010,34,0,4,344,17965
1,6,6,2,5,0,01-01301,37,0,9,366,839
1,6,2,1,1,0,01-01301,19,2,5,207,119
1,4,2,2,6,0,28-01100,44,5,6,238,12114
1,1,6,1,9,0,06-08507,43,2,4,501,2104
2,6,2,1,4,0,17-03529,32,0,12,287,6639
2,4,2,1,1,0,13-04600,45,2,2,402,5614
2,2,2,2,0,0,17-03529,23,0,N,100,7317
2,1,1,1,8,0,06-08507,38,1,2,500,3544
1,6,2,2,0,0,01-01301,25,0,12,54,173
2,1,8,2,0,4,06-08507,44,1,2,85,2453
1,6,2,2,0,0,32-00405,18,0,2,35,16766
1,N,1,1,9,0,24-01004,0,1,2,500,26460
1,N,1,1,N,0,30-00600,16,3,5,72,27252
1,6,6,2,4,0,28-01100,31,0,N,210,12651
2,4,2,2,4,0,13-04600,84,0,2,4,4533
2,6,2,2,3,0,36-03710,25,0,2,84,18073
2,1,3,1,3,0,29-01901,61,0,3,73,13164
1,N,1,1,9,0,29-01901,8,2,2,303,26470
1,3,6,1,0,0,06-08507,68,0,2,501,1951
2,1,1,1,6,0,51-01301,38,0,12,500,20638
2,1,6,2,0,0,17-03531,19,1,2,115,7032
1,1,1,1,9,0,17-03529,60,0,3,501,7497
1,1,1,1,9,0,38-00100,60,0,2,501,18739
2,6,2,2,1,0,17-03529,31,0,N,136,7612
2,4,1,1,9,0,38-00100,55,0,3,501,18356
1,1,1,1,6,0,29-01901,21,1,2,312,13036
1,6,2,1,1,0,26-02702,43,1,12,241,10808
1,6,2,2,4,0,32-00405,25,0,N,186,16282
2,1,1,1,4,0,19-01700,45,2,4,181,8220
2,1,1,1,5,0,38-00100,41,3,5,501,20126
1,6,3,2,3,0,26-02702,22,0,N,12,11973
2,4,2,2,7,0,24-01004,82,0,N,501,10456
1,2,2,2,1,0,40-00200,54,0,9,9,22428
1,N,2,2,N,0,17-03529,9,3,4,482,25797
1,1,6,2,8,0,06-07502,40,1,2,500,992
2,6,2,1,1,0,17-03531,45,0,3,218,6584
2,1,1,1,9,0,24-01004,42,2,4,501,10386
1,6,1,2,8,0,51-01301,43,0,9,500,21839
2,N,2,1,9,0,26-02702,0,4,5,126,26036
2,N,1,2,N,0,24-01004,3,2,3,229,26565
1,N,1,1,9,0,06-08507,12,1,2,324,24123
2,6,1,1,6,0,19-01700,65,0,N,286,8441
2,N,1,1,N,0,30-00600,0,1,2,169,27252
2,6,2,2,4,0,17-03531,36,2,3,128,7616
1,6,1,0,2,0,06-08507,18,N,9,97,2636
2,N,1,2,9,2,40-00200,4,2,3,246,25167
1,6,2,1,0,0,17-03531,21,2,4,387,8276
2,6,7,2,0,0,38-00100,57,0,2,284,19512
2,1,6,1,9,0,06-08507,40,2,4,501,1963
2,1,1,1,6,0,40-00200,41,3,6,193,20997
2,N,6,1,N,0,06-08507,12,2,4,501,24430
2,2,1,1,1,0,19-01700,62,0,N,310,7953
1,6,1,1,0,0,24-01004,23,0,3,52,12197
2,1,6,1,8,0,24-01004,51,1,3,501,10350
1,1,1,1,8,0,40-00200,51,0,2,501,20865
2,6,1,2,1,0,17-03529,23,0,N,314,7292
1,6,2,1,1,0,08-00803,51,0,4,482,4614
1,1,2,1,0,0,26-02702,49,0,3,88,11370
1,1,1,1,8,0,19-01700,66,0,2,501,8881
2,1,9,2,9,0,51-01301,31,0,2,501,23365
2,6,1,2,1,0,17-03529,22,0,N,373,6715
1,1,1,1,5,0,29-01901,41,1,3,500,13565
2,N,1,1,N,0,51-01301,11,2,4,501,25806
1,1,2,2,7,0,36-04010,47,2,5,381,18109
2,N,2,1,N,0,36-04010,12,0,3,200,23889
1,N,1,1,N,0,51-01301,0,1,3,501,25775
2,1,3,2,3,0,38-00100,49,0,12,142,20087
2,1,1,1,5,0,36-04010,54,0,12,50,17343
1,N,1,1,N,0,24-01004,12,0,5,104,26608
2,N,3,1,9,0,29-01901,7,0,4,131,26978
2,6,9,2,1,0,28-01100,23,0,N,230,12790
2,1,6,2,6,0,06-07502,47,2,5,271,2399
1,1,1,1,1,0,17-03531,59,0,12,0,6754
2,6,1,0,0,0,08-00803,17,N,9,92,3286
1,6,1,0,0,1,24-01004,14,N,9,89,9815
1,3,1,2,2,0,06-08507,89,0,9,125,2796
2,1,2,1,2,0,36-03710,57,0,2,50,15047
2,6,2,0,5,0,26-02702,19,N,N,N,10946
1,N,9,1,9,0,36-04010,0,1,3,334,24364
2,N,1,1,9,0,19-01700,0,4,5,500,26042
1,6,1,0,3,0,32-00405,45,N,N,N,15867
1,1,1,1,8,0,17-03531,64,0,2,500,7387
1,1,2,2,0,0,36-04010,35,0,2,284,16818
2,N,8,2,N,1,38-00100,2,3,6,233,24861
2,1,6,2,0,0,24-01004,23,0,12,339,10804
2,4,1,2,0,0,32-00405,60,0,N,105,15950
1,1,2,2,4,0,19-01700,34,3,6,19,7955
