SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,1,0,48-02101,71,0,2,499,3759
2,1,1,1,3,1,48-02102,43,3,3,320,6869
1,3,1,1,6,0,48-02101,68,0,2,231,6912
2,1,1,1,0,1,48-02515,61,0,2,87,1693
2,1,8,1,5,0,48-02507,76,0,2,387,536
1,1,1,1,6,0,48-02101,46,0,4,501,3783
1,4,1,1,7,0,48-02510,71,0,4,399,3604
1,N,1,1,N,1,48-02101,12,2,3,210,7853
2,1,1,1,4,0,48-02102,56,0,3,501,1923
1,1,1,0,1,0,48-02510,65,1,3,391,6434
2,N,1,1,9,0,48-02510,4,0,5,5,7204
1,1,1,1,7,0,48-02515,29,0,2,501,3688
1,1,1,1,4,0,48-02515,75,0,2,315,5450
1,1,9,1,1,0,48-02102,55,2,2,500,6600
2,1,1,1,2,0,48-02102,46,0,3,500,1921
1,N,1,1,N,0,48-02507,13,1,4,460,7661
1,3,1,1,4,0,48-02507,75,0,3,501,3546
2,4,1,2,4,0,48-02101,69,0,2,143,5245
1,6,1,1,6,0,48-02102,29,0,3,467,2770
2,1,1,1,4,0,48-02102,37,1,5,204,7143
2,6,1,1,3,1,48-02510,16,2,4,196,2683
2,1,1,1,6,0,48-02515,58,3,5,354,4098
2,4,1,1,N,0,48-02102,4,1,4,501,6638
2,1,1,1,1,0,48-02516,60,0,2,501,714
2,1,1,1,N,1,48-02101,15,0,4,138,8700
2,N,1,2,4,0,48-02102,55,0,N,19,5535
2,1,1,1,4,0,48-02510,28,1,2,500,7221
2,4,1,1,3,1,48-02507,3,0,2,464,7279
1,6,1,1,8,0,48-02515,52,0,3,500,1812
1,6,1,1,0,0,48-02101,72,0,N,134,5912
2,3,1,1,5,0,48-02510,36,0,2,500,2977
1,1,1,1,6,0,48-02516,4,0,2,47,4640
2,1,1,1,8,0,48-02515,48,0,2,52,3842
2,6,1,1,7,0,48-02516,62,0,5,500,585
2,N,1,1,4,0,48-02516,3,0,5,501,8791
1,N,1,1,N,0,48-02101,4,0,8,129,7370
2,6,1,1,8,0,48-02515,58,0,N,133,4352
2,1,1,1,7,0,48-02507,49,0,5,500,6970
2,6,1,2,7,0,48-02102,69,0,N,127,647
1,N,1,1,N,1,48-02101,12,1,3,501,8352
1,1,1,1,9,0,48-02507,72,2,3,500,3584
2,1,1,1,3,1,48-02102,14,1,N,215,1777
1,6,1,1,4,0,48-02101,36,N,N,82,1811
2,1,6,2,0,0,48-02101,34,1,5,500,7325
1,1,1,1,6,0,48-02101,33,3,5,326,8494
2,4,1,1,2,0,48-02102,72,0,5,500,3647
2,N,1,1,4,0,48-02101,47,1,4,286,589
2,4,1,1,6,0,48-02515,58,3,7,240,5443
1,4,1,1,3,0,48-02516,60,0,N,126,678
2,6,1,1,1,0,48-02515,55,0,3,52,1765
2,1,1,1,3,0,48-02507,40,0,5,227,5760
1,1,1,1,8,0,48-02510,55,0,5,324,7259
1,1,1,1,9,0,48-02510,59,0,2,5,5968
2,N,1,1,6,0,48-02101,70,0,4,469,7624
1,6,1,1,8,0,48-02516,37,2,4,394,5610
1,N,1,1,N,0,48-02507,11,0,5,204,8621
1,4,1,1,8,0,48-02102,37,1,5,219,1775
2,1,8,1,5,0,48-02510,29,2,6,500,6969
2,1,1,1,1,0,48-02510,57,0,2,5,1817
2,N,1,1,N,0,48-02516,24,0,3,460,2095
1,6,1,1,6,0,48-02515,28,0,2,394,4924
2,6,1,1,3,1,48-02516,14,0,5,233,3768
2,1,1,1,3,0,48-02507,47,0,2,207,2649
1,N,1,1,N,1,48-02101,3,1,3,500,8814
1,1,1,1,9,0,48-02102,50,1,3,500,7143
2,1,1,1,4,0,48-02102,56,0,3,500,2497
2,N,1,1,2,0,48-02510,3,1,7,242,8713
2,1,6,1,N,0,48-02510,3,1,3,136,8571
2,N,1,1,N,0,48-02507,65,0,2,238,8551
1,4,1,1,0,0,48-02101,35,0,4,500,4067
2,1,1,1,5,0,48-02102,35,0,2,500,2043
1,6,1,1,8,0,48-02101,67,0,6,501,3884
2,1,1,2,3,1,48-02102,63,0,2,52,1772
1,1,1,1,5,1,48-02515,55,1,3,500,2888
2,1,1,1,4,0,48-02102,56,0,2,500,7329
1,1,2,1,6,0,48-02102,62,0,3,346,2701
2,1,1,1,0,0,48-02516,39,0,5,501,7234
1,6,1,1,5,0,48-02507,26,0,5,461,1831
2,1,1,1,0,0,48-02102,67,0,3,308,3815
1,1,1,1,8,0,48-02516,54,0,3,501,5437
2,1,1,1,1,0,48-02516,25,1,3,500,2329
1,1,1,2,7,0,48-02102,30,3,4,210,5200
2,6,1,1,1,0,48-02516,40,0,N,52,5960
1,1,1,1,3,0,48-02101,72,0,2,500,4522
2,1,1,1,1,0,48-02102,73,0,2,92,3534
1,1,2,1,9,0,48-02510,17,0,4,500,3521
1,6,1,1,3,1,48-02101,38,0,5,228,7440
2,1,1,1,0,0,48-02101,58,0,2,500,3627
1,4,1,1,9,0,48-02101,67,0,4,14,1821
2,6,1,1,5,0,48-02507,47,0,4,501,3077
2,4,1,1,2,0,48-02101,47,0,3,472,407
2,6,1,1,4,0,48-02101,66,0,N,397,3919
1,4,1,1,N,0,48-02510,3,0,3,402,1795
2,3,1,1,5,0,48-02515,61,0,N,227,4350
1,1,1,1,9,0,48-02101,49,1,5,52,1518
1,1,8,1,1,0,48-02515,39,0,2,5,4179
1,N,1,1,5,2,48-02507,14,2,3,143,8600
1,1,1,1,8,0,48-02101,27,0,N,501,4678
2,1,1,1,0,4,48-02507,13,1,5,501,1880
2,1,1,1,3,0,48-02101,61,0,5,501,707
2,N,6,2,9,0,48-02510,3,3,5,500,761
2,1,1,1,1,0,48-02507,68,0,2,335,794
1,1,1,1,1,0,48-02101,46,1,2,500,5116
1,N,1,1,N,0,48-02102,12,1,3,5,8819
1,6,1,1,8,0,48-02102,27,0,5,501,7219
2,N,1,1,N,0,48-02516,4,2,4,462,7582
2,1,1,1,0,1,48-02101,13,0,2,386,7379
1,1,1,0,2,0,48-02101,56,N,N,88,6734
1,1,1,1,0,0,48-02102,44,0,3,462,5596
2,6,1,1,1,0,48-02515,49,0,2,373,7090
2,1,1,2,9,0,48-02515,45,0,4,500,1483
1,1,6,1,7,0,48-02510,13,2,4,223,1522
2,1,1,1,8,0,48-02515,65,0,5,501,6861
1,N,1,1,N,0,48-02102,4,2,4,500,8407
1,1,1,1,8,0,48-02507,54,2,3,242,7185
2,5,1,1,8,0,48-02101,36,0,3,501,5571
1,1,1,1,8,0,48-02102,68,0,5,321,811
2,3,9,1,8,0,48-02510,65,0,N,500,605
2,4,1,1,4,0,48-02101,37,0,2,88,3856
2,1,1,1,3,0,48-02101,68,2,4,501,7427
2,4,1,1,5,0,48-02101,56,1,3,218,5576
2,1,1,1,0,1,48-02516,53,1,5,237,7331
2,1,1,1,6,0,48-02102,60,0,5,304,7254
2,1,1,2,1,0,48-02510,55,2,2,52,7109
1,4,2,2,0,0,48-02101,59,0,3,227,571
1,N,1,1,9,0,48-02101,37,0,5,52,6949
1,N,1,1,9,0,48-02510,3,2,3,216,8690
1,N,1,2,5,0,48-02515,4,0,2,227,8626
2,1,2,1,4,0,48-02516,56,0,4,479,6276
2,3,1,1,9,0,48-02515,62,0,N,128,3264
1,1,1,2,0,0,48-02516,60,1,3,501,3639
2,1,1,1,6,0,48-02101,36,0,3,501,529
2,1,1,1,9,0,48-02102,36,0,2,500,6312
1,N,1,1,N,0,48-02102,3,3,6,212,8593
2,4,1,1,7,0,48-02507,55,0,7,386,5157
2,6,1,2,7,0,48-02102,27,0,2,87,583
1,6,2,1,0,0,48-02102,38,4,5,500,5430
1,1,1,1,9,0,48-02515,70,2,5,250,613
2,1,1,1,9,0,48-02510,40,0,2,501,3526
1,1,1,1,6,0,48-02515,29,2,4,52,2265
1,1,1,2,9,1,48-02516,27,3,5,293,8811
2,6,1,1,6,0,48-02507,27,0,4,500,2006
2,1,1,1,7,0,48-02510,53,0,2,500,2707
1,1,1,1,5,0,48-02507,59,0,4,466,7032
2,1,1,1,0,0,48-02102,68,3,4,203,5326
2,1,1,1,3,0,48-02101,17,0,N,191,6991
1,6,1,2,7,0,48-02101,34,2,4,500,2491
2,1,1,1,6,0,48-02102,64,0,3,500,2353
2,1,1,1,4,0,48-02507,72,0,2,223,2594
1,1,1,1,9,0,48-02515,57,0,3,501,4001
2,1,1,1,N,0,48-02507,64,2,2,501,1776
2,4,1,1,5,0,48-02102,60,0,4,143,1558
2,1,1,1,2,0,48-02510,68,0,2,323,7249
2,6,1,1,3,0,48-02507,60,0,2,384,5332
2,1,1,1,3,0,48-02101,64,2,2,500,7548
2,1,1,1,0,0,48-02516,55,0,4,500,6577
1,1,1,1,9,0,48-02101,37,2,4,501,542
1,6,1,1,7,0,48-02102,58,1,2,52,1548
2,1,1,1,3,0,48-02515,3,0,7,140,3584
1,N,1,1,N,0,48-02102,4,1,2,501,7117
2,4,1,1,8,1,48-02101,55,0,3,134,3686
1,1,1,1,6,0,48-02515,28,2,4,345,1721
1,1,1,1,0,0,48-02102,15,0,2,500,757
1,1,1,1,9,0,48-02507,59,0,3,52,6234
2,1,1,1,3,1,48-02101,70,0,3,501,7323
1,N,1,2,N,0,48-02507,13,2,4,222,7583
2,3,1,1,9,0,48-02507,16,0,4,501,5082
2,4,1,2,7,0,48-02102,37,1,3,501,586
2,1,1,1,7,0,48-02507,49,1,3,500,5458
2,1,1,1,0,0,48-02510,69,0,2,52,1765
2,1,1,1,9,0,48-02102,60,0,2,501,7405
1,N,8,1,N,1,48-02515,4,1,6,501,7645
1,4,1,2,4,0,48-02102,63,0,2,342,4265
1,1,1,1,9,0,48-02101,4,0,5,500,7280
2,1,1,1,3,0,48-02510,28,1,2,223,3023
2,4,1,2,6,0,48-02515,47,0,N,139,7261
2,1,1,1,3,0,48-02101,56,0,2,225,669
2,6,1,1,8,0,48-02507,13,1,2,500,1890
1,1,1,1,4,0,48-02516,37,1,4,461,3803
1,1,1,1,5,0,48-02101,56,0,4,230,3239
2,1,1,1,5,0,48-02101,56,0,3,501,4633
1,1,1,1,0,0,48-02516,58,0,3,501,5279
2,N,1,1,N,0,48-02101,1,2,3,209,8642
1,3,1,1,6,0,48-02101,71,2,4,462,6218
1,N,1,1,N,0,48-02101,15,0,2,88,8651
1,N,1,1,N,0,48-02102,11,0,7,501,8507
1,N,1,1,N,0,48-02516,4,3,5,31,8616
1,1,1,1,8,0,48-02101,61,0,2,501,1316
2,3,1,1,5,0,48-02515,62,0,N,330,5067
2,1,1,1,1,0,48-02102,58,0,6,406,5315
2,3,1,1,6,0,48-02102,72,0,N,212,5992
1,1,1,1,N,0,48-02102,5,3,4,146,8543
2,1,1,2,6,0,48-02101,61,0,3,466,5384
2,1,1,1,3,0,48-02507,33,1,2,501,6074
2,6,1,1,N,0,48-02510,47,2,4,5,8631
1,6,1,2,0,2,48-02510,14,N,3,137,3405
1,N,1,1,3,0,48-02516,14,0,5,460,529
2,1,1,1,6,0,48-02102,56,0,2,313,732
1,3,1,1,9,0,48-02507,59,0,4,500,6132
1,N,1,1,6,0,48-02515,13,3,2,501,8649
1,4,1,1,1,0,48-02516,54,0,N,224,3283
1,4,1,2,7,0,48-02515,55,0,N,233,2969
2,1,1,1,4,0,48-02515,68,2,3,223,8784
1,1,1,1,1,0,48-02102,68,0,5,145,2927
1,1,1,2,6,0,48-02102,73,0,4,400,1689
1,1,1,1,8,1,48-02516,61,0,3,5,2032
2,1,2,1,4,0,48-02507,35,0,5,137,3932
2,1,1,1,0,0,48-02101,58,0,4,230,4172
1,1,1,1,6,0,48-02102,47,3,5,21,3868
2,3,1,1,6,0,48-02102,61,0,3,207,5390
2,1,1,1,3,0,48-02101,44,0,2,125,733
1,1,1,1,6,0,48-02101,68,0,2,500,5295
2,N,1,1,0,1,48-02101,14,0,2,500,4067
2,N,1,1,N,0,48-02101,10,2,4,411,8652
2,1,1,1,7,0,48-02101,72,0,2,501,7154
1,N,1,2,N,1,48-02507,13,3,5,298,8675
2,4,1,1,6,1,48-02101,37,0,3,136,5526
1,1,1,1,3,0,48-02101,71,0,2,500,5256
2,1,1,1,3,0,48-02516,57,0,2,500,3944
1,1,9,1,7,0,48-02510,58,0,2,501,6384
1,6,1,1,2,0,48-02516,29,1,2,52,8392
2,1,1,1,7,0,48-02102,59,0,3,501,6257
1,N,1,1,N,0,48-02507,4,0,2,501,8907
1,1,9,1,9,0,48-02101,55,0,5,5,3943
1,N,1,1,4,1,48-02510,57,3,4,462,8754
1,1,1,1,8,0,48-02507,40,0,2,500,3832
2,1,1,1,N,0,48-02507,66,2,4,501,8231
2,1,1,1,6,0,48-02102,58,0,4,500,4267
2,1,1,1,9,0,48-02516,56,1,3,500,688
2,6,1,1,4,0,48-02510,35,0,N,410,4860
1,1,1,1,9,0,48-02102,72,2,5,500,1451
2,1,1,1,4,0,48-02102,52,0,3,141,4141
2,1,1,1,4,0,48-02516,67,0,2,457,6979
2,N,1,1,3,1,48-02102,5,0,6,5,8618
2,N,9,1,N,0,48-02507,15,2,4,385,6546
1,1,1,1,0,0,48-02102,56,0,N,213,1947
1,1,1,1,9,0,48-02515,56,1,3,136,3556
1,1,1,1,4,0,48-02101,66,0,2,314,6884
1,6,1,1,0,0,48-02515,54,1,4,5,6367
2,1,6,1,8,0,48-02101,55,0,3,500,5362
2,4,1,1,6,0,48-02510,54,0,2,317,7034
1,3,1,1,4,0,48-02507,68,0,4,5,5423
1,1,1,1,0,0,48-02101,37,0,6,378,6323
2,1,1,1,8,0,48-02101,46,0,4,500,2140
1,1,1,1,4,0,48-02510,57,0,2,400,608
1,1,1,1,8,0,48-02507,63,0,N,500,4081
1,4,1,1,8,0,48-02102,37,0,N,501,4985
1,1,1,1,6,0,48-02101,64,0,N,116,4336
2,6,1,1,1,0,48-02510,27,0,3,86,3919
1,N,1,2,N,0,48-02516,4,0,2,5,7569
1,3,1,1,6,0,48-02516,71,N,2,219,3510
2,1,1,2,5,4,48-02516,58,0,4,301,5158
2,1,1,1,5,0,48-02102,58,2,2,223,3509
2,1,1,1,1,0,48-02516,39,1,5,209,565
2,1,1,1,7,0,48-02510,57,0,2,500,3942
2,5,1,1,0,0,48-02101,40,0,7,133,5604
1,N,1,1,N,0,48-02101,14,0,4,198,5392
1,6,1,1,3,0,48-02510,33,0,6,90,1709
1,N,1,1,N,0,48-02102,12,2,5,398,8493
2,4,8,1,6,1,48-02102,26,0,4,467,438
2,6,1,2,9,1,48-02510,27,0,3,501,6228
2,3,1,1,6,0,48-02102,4,0,4,5,8681
1,1,1,1,3,0,48-02507,63,0,2,52,2335
2,1,1,1,3,0,48-02102,57,1,5,226,4584
2,1,1,1,0,0,48-02102,26,1,3,52,5532
1,1,1,1,1,0,48-02101,46,1,2,90,2017
1,4,1,1,9,0,48-02101,56,0,N,500,7403
2,6,1,2,6,0,48-02101,38,0,3,52,4266
1,6,1,1,0,0,48-02516,14,2,4,254,5340
1,1,1,1,9,0,48-02102,49,0,4,500,1718
2,4,1,1,9,0,48-02101,61,0,2,47,2832
2,1,1,1,9,0,48-02510,56,1,5,5,3987
2,1,1,1,0,1,48-02515,27,2,4,469,1740
1,4,1,1,5,1,48-02515,37,2,4,232,2053
1,6,1,1,3,1,48-02516,53,2,3,211,5071
2,4,1,2,8,0,48-02516,63,2,N,501,3923
2,6,1,1,0,0,48-02516,13,0,3,378,2021
2,1,1,1,9,0,48-02101,34,0,2,501,7010
2,1,1,1,1,0,48-02516,61,0,2,501,5499
1,6,1,1,2,0,48-02102,50,2,6,135,5587
2,N,1,1,0,0,48-02516,46,0,3,227,8533
2,1,1,1,3,0,48-02516,55,0,4,216,2818
1,4,1,1,8,0,48-02516,37,2,N,357,316
2,1,1,1,1,1,48-02101,37,0,4,145,2814
1,1,1,1,5,0,48-02102,33,1,3,52,2035
2,1,1,1,5,0,48-02516,57,2,4,5,4534
1,1,1,1,6,0,48-02102,44,0,4,398,6267
1,N,9,1,7,0,48-02516,15,2,3,500,7713
2,1,1,1,0,0,48-02510,14,0,2,501,5947
2,6,1,1,3,0,48-02101,59,0,5,311,2370
1,1,1,1,N,0,48-02515,15,2,4,52,8528
1,1,1,2,8,0,48-02101,36,2,4,90,5240
2,1,1,1,1,0,48-02510,15,0,2,226,1952
1,N,1,1,9,0,48-02510,13,2,4,133,8651
2,1,6,1,8,0,48-02510,47,1,4,5,5622
2,1,1,1,5,0,48-02101,53,1,3,501,2903
2,1,1,1,6,0,48-02102,16,0,2,500,3589
2,4,1,2,5,0,48-02101,60,0,2,336,7309
1,N,1,1,N,0,48-02515,14,0,5,231,7599
1,1,1,1,6,0,48-02507,49,0,N,378,4683
1,1,1,1,5,0,48-02102,37,0,2,394,3345
2,6,1,2,1,0,48-02102,26,1,4,214,4512
2,6,1,1,5,1,48-02516,57,0,2,52,640
2,1,1,1,4,0,48-02516,62,1,2,52,4429
2,6,1,1,1,1,48-02101,51,0,2,500,7348
1,1,1,1,5,0,48-02507,62,1,3,500,6981
2,1,1,1,N,0,48-02510,4,0,N,134,7290
2,6,1,1,7,0,48-02102,66,0,2,5,5474
1,1,1,1,3,0,48-02507,71,0,5,133,3496
2,6,1,1,0,0,48-02101,27,0,3,500,4728
2,6,1,1,7,0,48-02101,32,0,2,5,4568
2,1,1,1,5,1,48-02507,26,2,3,501,6518
1,1,1,1,4,0,48-02102,64,3,5,501,3020
2,6,1,1,1,0,48-02102,56,0,2,94,1844
2,6,1,1,7,0,48-02510,28,1,2,500,3474
1,6,1,1,N,1,48-02515,13,1,3,5,5015
1,N,1,2,N,0,48-02102,5,0,5,216,8569
1,1,1,2,1,0,48-02516,37,0,5,500,1866
1,N,1,2,N,1,48-02102,26,3,3,22,8837
1,4,1,1,3,0,48-02507,70,0,N,52,5165
1,1,6,1,8,0,48-02102,44,1,5,501,3464
1,N,1,1,N,0,48-02507,56,0,2,388,8643
2,1,1,1,3,0,48-02516,13,0,2,5,7447
1,6,1,1,6,0,48-02101,47,1,3,5,5634
2,1,1,1,1,0,48-02101,64,0,2,224,3863
2,N,1,1,0,0,48-02102,47,0,4,391,7296
1,1,1,1,6,0,48-02101,74,0,2,213,527
1,3,1,1,9,0,48-02101,70,0,2,226,4283
1,1,1,1,9,4,48-02101,4,0,2,322,8797
2,N,1,1,N,1,48-02102,6,3,2,391,8514
1,6,1,1,4,0,48-02516,26,0,2,500,5516
1,N,1,2,N,1,48-02101,13,2,3,329,7256
1,N,1,1,5,0,48-02101,35,2,4,38,5550
2,4,1,1,8,0,48-02515,48,0,N,500,4344
2,1,1,1,6,0,48-02101,43,0,2,500,696
2,N,1,2,N,0,48-02101,3,3,4,129,7425
2,3,1,1,N,0,48-02102,70,0,3,211,7073
1,N,1,1,N,0,48-02102,4,N,5,500,8968
2,1,1,1,7,0,48-02515,63,0,2,501,3340
1,1,1,1,1,0,48-02510,40,3,5,123,5118
1,1,1,1,5,0,48-02102,36,3,2,212,5314
1,1,6,1,9,0,48-02515,49,0,2,500,5849
1,1,1,1,9,0,48-02510,47,0,2,5,2988
2,1,1,1,4,0,48-02101,62,1,2,207,1684
1,N,1,1,N,0,48-02101,53,N,7,136,7251
2,5,2,1,9,0,48-02507,43,0,N,501,4552
1,1,1,1,9,0,48-02510,56,0,2,501,8541
2,1,1,1,1,0,48-02516,38,0,2,500,1680
1,N,1,1,N,0,48-02510,16,1,3,52,2027
1,N,1,1,N,1,48-02516,3,0,5,500,8747
2,1,1,1,N,0,48-02101,42,0,3,500,7430
1,1,1,1,7,0,48-02510,25,1,5,311,5628
2,N,1,2,N,0,48-02101,14,0,4,501,7556
2,1,1,1,8,0,48-02102,28,0,2,500,544
2,1,1,1,9,4,48-02515,12,N,2,501,2824
1,1,1,1,0,0,48-02515,13,0,2,501,8584
2,1,9,1,2,0,48-02510,58,0,3,467,574
1,6,1,1,0,0,48-02516,13,0,N,233,3741
2,6,1,1,6,0,48-02101,66,3,2,251,1790
1,1,1,1,4,1,48-02507,74,0,N,501,4277
1,1,1,1,9,0,48-02516,25,2,4,500,7397
1,4,1,1,5,0,48-02516,62,0,4,398,514
2,3,1,1,6,0,48-02510,4,0,N,14,922
2,1,2,1,4,0,48-02101,35,0,2,5,5316
2,1,1,1,8,0,48-02510,54,0,3,501,1595
2,1,1,1,4,0,48-02102,37,2,4,311,643
2,1,1,2,5,0,48-02515,58,0,4,501,3423
1,1,1,1,6,0,48-02101,64,0,2,392,809
1,6,1,1,4,0,48-02515,39,0,3,501,1667
2,6,1,1,5,1,48-02101,28,0,4,217,4558
1,1,1,1,8,0,48-02515,39,0,4,97,1720
2,6,1,1,7,0,48-02507,45,2,N,500,731
2,1,1,2,4,0,48-02510,62,0,2,500,434
1,4,1,1,9,0,48-02510,29,2,2,133,7229
1,1,1,1,8,0,48-02101,36,0,4,500,1867
2,1,1,1,3,0,48-02515,29,0,4,5,7188
1,1,1,1,4,0,48-02516,55,0,3,467,7198
2,1,1,1,2,0,48-02507,60,0,2,501,2491
1,1,1,2,6,0,48-02507,62,0,2,225,651
1,1,1,1,N,0,48-02101,17,0,N,499,580
2,N,1,2,1,0,48-02102,49,N,5,132,674
1,N,1,1,N,1,48-02515,13,4,3,395,7413
1,1,1,1,5,0,48-02507,34,0,5,401,5462
2,4,1,1,6,1,48-02516,38,0,2,501,3952
2,3,1,2,3,0,48-02515,63,0,N,192,501
2,1,8,1,4,0,48-02510,46,3,2,317,5332
1,N,1,2,N,0,48-02101,4,2,3,137,8982
1,6,1,1,7,0,48-02510,14,0,2,466,8440
1,1,1,2,5,0,48-02510,4,0,2,13,8212
2,4,1,2,3,0,48-02102,44,1,2,501,3578
2,1,1,1,4,0,48-02515,57,0,2,136,589
2,4,1,1,6,0,48-02515,39,0,4,405,3724
1,1,1,1,7,0,48-02515,42,2,4,296,7598
1,1,1,1,9,0,48-02101,61,0,4,501,2657
2,1,1,2,0,0,48-02516,13,1,4,148,6698
2,1,1,1,6,0,48-02507,53,0,5,457,8663
1,6,1,1,4,0,48-02101,23,0,4,203,1652
1,6,1,1,6,0,48-02507,58,0,2,229,620
1,1,1,1,6,1,48-02515,57,0,N,501,6286
2,1,1,1,9,0,48-02101,27,2,4,136,3525
1,1,1,1,5,0,48-02102,68,N,5,237,708
1,N,1,1,N,0,48-02510,3,0,2,320,8482
1,1,1,1,9,1,48-02102,46,1,3,463,3577
1,1,1,1,8,0,48-02510,35,0,4,5,727
1,1,1,1,6,0,48-02102,45,0,3,461,8659
1,4,1,1,8,0,48-02515,68,0,2,228,3380
2,1,1,1,9,0,48-02102,58,0,2,500,6898
1,1,1,1,3,0,48-02516,61,0,5,131,2490
1,1,1,1,7,0,48-02102,29,1,2,143,6230
2,1,1,1,7,0,48-02510,59,0,2,501,1720
1,6,1,1,7,0,48-02102,40,1,2,501,7134
1,1,1,1,8,0,48-02515,12,0,3,500,3713
2,1,1,1,6,0,48-02515,3,0,4,500,2375
1,6,1,2,1,0,48-02507,17,0,N,130,5944
1,1,1,1,2,0,48-02102,34,2,N,31,1669
1,6,1,2,7,0,48-02102,74,0,2,500,5418
1,1,1,1,7,0,48-02507,43,1,5,326,1473
2,N,1,1,N,0,48-02102,5,2,4,52,7536
1,1,1,1,9,0,48-02515,48,0,2,230,2668
2,1,1,1,1,0,48-02510,57,0,2,209,5057
2,1,1,1,4,1,48-02515,29,1,3,313,2811
1,1,1,1,4,0,48-02515,54,0,4,141,5522
1,N,1,1,N,1,48-02101,5,0,5,87,7320
