SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,N,3,1,N,2,0,38-00100,9,25603
2,1,2,1,4,9,0,30-00600,9,14138
1,1,1,2,0,5,0,30-00600,N,15634
2,N,1,1,N,2,0,01-01301,N,23435
2,6,2,2,4,7,0,01-01301,10,1319
1,6,2,0,0,1,0,30-00600,N,22509
2,6,1,1,0,9,4,51-01301,14,4138
2,6,2,2,0,3,0,36-04010,9,16554
2,N,1,2,N,2,0,51-01301,9,26248
1,6,2,2,4,6,0,13-04600,3,6216
2,N,8,2,9,3,2,30-00600,N,22273
2,6,1,2,0,6,0,19-01700,8,9815
1,N,3,2,N,2,0,38-00100,9,25704
1,1,1,1,8,1,0,13-04600,1,9002
1,6,6,1,1,8,0,13-04600,N,3971
1,1,1,2,1,1,0,28-01100,N,14098
2,3,9,1,2,5,0,06-08507,9,1570
2,1,1,1,1,5,0,19-01700,N,8462
1,4,2,1,7,7,0,13-04600,N,6975
2,4,2,1,0,6,0,13-04600,N,7238
1,1,1,1,8,11,0,13-04600,3,3681
2,3,2,1,0,5,0,01-01301,N,526
2,1,2,1,4,4,0,36-04010,N,8858
1,1,1,1,8,1,0,06-08507,6,1643
1,4,1,1,8,1,0,26-02702,10,11169
1,3,1,1,4,4,0,38-00100,0,19546
1,1,1,1,0,8,0,30-00600,9,14812
2,1,1,1,4,1,0,26-02702,10,11708
1,1,1,2,0,5,1,13-04600,9,5069
1,4,8,1,6,4,0,32-00405,N,17007
2,3,1,1,0,3,0,06-08507,9,3763
2,6,1,2,1,9,0,36-04010,12,16254
2,1,1,2,6,9,0,17-03529,N,6010
2,1,1,1,4,4,0,36-04010,6,3261
1,2,1,2,0,7,0,38-00100,9,18166
1,1,1,1,4,1,0,51-01301,10,22941
2,4,2,1,0,6,0,51-01301,9,16685
1,6,1,1,9,5,0,36-04010,3,18194
2,1,1,1,6,6,0,30-00600,9,1454
1,6,2,2,4,9,0,28-01100,11,11879
1,4,2,2,7,9,0,30-00600,N,16603
2,4,2,1,6,9,0,13-04600,11,4588
1,6,2,1,8,8,0,36-03710,1,16986
1,5,2,2,6,3,0,17-03529,3,6283
1,1,1,1,4,6,0,06-08507,8,4756
1,6,2,2,0,9,0,36-03710,9,22929
2,1,1,2,6,1,0,19-01700,10,8773
1,6,2,1,3,7,0,13-04600,10,4462
2,1,2,1,4,6,0,30-00600,10,14296
2,4,2,2,2,4,0,17-03529,9,6653
1,1,1,1,4,12,0,40-00200,8,3421
2,1,1,2,6,10,0,51-01301,12,22502
2,4,1,1,1,8,0,38-00100,9,20239
2,6,1,2,6,9,0,06-08507,1,4484
1,6,1,1,5,4,0,30-00600,0,14461
2,4,2,1,4,6,0,29-01901,12,12671
1,1,1,2,1,8,0,06-08507,9,3464
2,6,1,2,1,4,4,32-00405,10,16821
1,4,2,2,1,4,0,26-02702,N,7805
2,6,1,2,1,6,0,13-04600,1,1162
2,6,2,2,3,6,0,28-01100,11,10913
2,6,2,2,0,5,0,26-02702,13,11312
2,1,1,1,6,8,0,26-02702,9,10919
2,6,1,1,0,4,0,38-00100,9,18871
2,1,1,1,6,1,0,38-00100,10,19697
2,4,6,2,2,4,0,19-01700,N,13469
1,1,1,1,2,3,0,01-01301,3,1253
2,N,1,2,N,2,0,51-01301,N,25772
1,6,1,2,0,3,0,30-00600,5,9052
2,6,1,1,6,1,0,06-08507,10,1351
2,1,1,1,6,9,0,19-01700,6,8619
2,5,2,2,4,5,0,28-01100,11,14019
2,1,1,2,6,10,0,19-01700,10,10033
1,1,1,1,7,8,0,30-00600,17,13626
1,N,1,1,N,2,0,24-01004,9,25801
2,1,1,2,6,7,0,19-01700,10,10411
2,1,6,2,6,4,0,01-01301,10,1423
1,6,1,1,9,9,0,06-07502,16,4758
1,1,1,1,9,6,0,32-00405,10,17482
1,4,1,0,0,4,0,28-01100,9,13582
1,1,6,1,7,7,0,36-03710,N,1291
2,6,2,1,6,7,0,19-01700,6,8681
2,1,1,2,4,8,0,51-01301,11,18745
2,N,1,2,N,3,0,38-00100,N,24444
1,6,2,2,0,5,0,13-04600,N,6786
1,6,2,0,0,4,0,26-02702,N,11016
2,4,1,1,3,10,0,51-51255,12,22912
2,4,2,1,4,7,0,26-02702,9,10573
1,6,1,1,1,4,0,36-04010,9,18399
2,6,8,2,0,3,4,30-00600,9,15976
1,1,1,1,9,10,0,06-08507,1,1556
1,1,1,1,8,9,0,06-07502,9,1415
1,1,1,2,3,9,0,29-01901,9,14423
1,N,1,1,9,2,0,32-00405,9,25580
2,1,2,2,6,4,0,36-03710,10,16326
1,N,1,1,2,9,1,30-00600,9,14879
1,N,2,1,N,3,0,28-01100,9,26556
1,1,1,2,6,8,0,30-00600,9,13955
1,6,1,1,8,4,0,29-01901,5,8085
2,1,2,2,6,4,0,17-03529,12,6455
1,N,1,2,N,1,0,51-01301,N,25617
2,3,8,2,2,3,0,40-00200,N,20005
1,6,2,2,6,4,0,01-01301,3,1734
2,1,1,1,2,10,0,51-51255,10,19239
1,4,1,1,5,6,0,36-04010,6,10584
1,4,3,2,1,7,0,38-00100,N,19670
2,6,1,1,8,9,0,26-02702,10,10604
1,4,1,2,7,8,0,24-01004,N,11227
1,3,9,1,1,1,0,06-08507,9,5386
2,6,1,1,0,1,0,19-01700,14,10601
2,1,2,1,0,7,0,28-01100,12,11485
1,6,1,2,6,3,0,51-01301,10,22941
2,3,2,1,5,6,0,26-02702,N,11120
1,4,2,1,2,1,0,28-01100,9,13819
2,3,1,1,9,4,0,40-00200,9,19992
2,N,6,1,9,2,0,01-01301,9,23769
1,6,2,2,6,3,0,01-01301,6,16429
1,1,2,2,6,6,0,17-03529,1,4922
2,N,1,1,9,2,0,36-04010,N,22980
2,1,1,2,9,11,0,51-01301,10,22066
1,6,1,1,0,3,1,17-03529,9,8002
1,6,1,1,0,2,0,36-04010,N,22872
1,1,8,1,8,2,0,32-00405,3,16719
2,2,1,2,0,4,0,19-01700,9,8847
1,1,1,2,0,8,0,06-08507,10,1471
1,1,2,1,6,3,0,36-03710,9,17096
2,1,1,1,8,9,0,24-01004,N,11592
2,4,1,1,6,9,0,30-00600,9,16249
1,1,1,1,2,5,0,32-00405,9,17563
2,6,1,1,0,5,0,24-01004,9,7838
2,N,9,1,N,9,0,19-01700,9,26135
1,6,2,2,3,8,0,17-03529,9,6564
2,6,1,2,6,6,0,38-00100,10,19946
1,6,2,2,7,7,0,06-08507,6,3982
1,1,1,1,8,3,0,38-00100,15,18963
2,1,1,1,1,6,0,51-01301,18,23166
2,6,1,0,0,7,0,13-04600,10,4446
2,6,2,1,4,10,0,17-03529,N,4635
2,1,1,1,5,1,4,26-02702,14,12852
2,3,2,1,0,5,0,01-01301,9,16080
1,1,1,1,4,8,0,36-04010,6,19070
2,1,2,1,0,3,0,36-03710,9,11214
2,1,1,1,6,8,0,19-01700,N,8456
1,6,1,2,8,9,0,51-01301,3,23025
1,1,1,2,9,8,0,40-00200,1,22641
1,1,1,1,7,1,0,26-02702,9,8220
2,6,1,2,0,9,0,01-01301,10,1978
2,N,3,1,N,2,0,38-00100,9,26407
2,3,1,2,6,9,0,01-01301,10,3498
2,1,1,2,0,9,0,38-00100,9,22814
1,6,1,0,0,9,0,51-01301,14,18895
1,1,1,1,2,8,0,29-01901,11,14203
2,6,9,1,N,2,1,38-00100,9,22403
1,6,1,1,9,4,0,06-07502,14,3491
2,1,1,1,5,1,0,38-00100,11,19111
2,6,1,1,0,7,4,24-01004,9,16334
1,1,1,1,8,10,0,06-07502,10,1440
1,1,1,1,9,12,0,06-08507,1,4503
1,6,2,2,1,3,0,06-07502,N,1484
1,6,1,1,6,8,0,36-04010,13,17869
1,1,1,1,9,4,0,51-01301,5,4423
1,6,2,2,6,4,0,30-00600,3,13257
1,6,8,2,4,6,4,36-04010,10,16854
1,6,1,2,7,7,0,13-04600,10,6182
1,6,1,1,0,5,0,26-02702,N,10971
2,1,1,1,8,8,0,51-01301,3,22371
2,6,1,1,7,8,0,17-03531,1,7461
2,N,9,2,N,2,0,51-01301,N,26100
1,1,1,2,1,10,0,30-00600,0,13439
1,1,1,1,8,12,0,19-01700,9,11428
1,1,1,1,8,1,0,38-00100,14,19380
2,1,1,1,8,8,0,40-00200,11,20716
2,6,1,0,9,4,0,36-04010,9,23234
2,1,2,1,8,9,0,13-04600,9,5906
2,4,1,2,6,4,0,01-01301,14,1376
2,1,1,2,2,10,1,29-01901,10,13228
2,3,1,0,0,8,0,19-01700,N,8081
2,6,1,1,7,8,0,38-00100,10,20203
2,N,2,1,0,4,0,36-03710,9,1494
2,6,1,2,6,10,0,38-00100,11,19471
2,6,1,1,6,7,0,24-01004,1,11087
2,N,1,1,6,6,0,51-01301,9,25732
1,6,6,2,0,7,0,28-01100,10,12821
2,6,1,2,3,9,0,28-01100,8,10774
1,4,1,1,9,7,0,19-01700,10,8500
2,3,2,1,5,3,0,36-03710,9,16246
1,6,9,2,6,1,0,28-01100,10,11146
1,1,1,1,8,4,0,38-00100,6,19435
1,1,1,2,4,4,0,32-00405,1,20132
1,6,1,1,6,6,4,19-01700,6,9148
2,6,1,2,3,4,0,38-00100,10,20603
2,1,1,1,9,2,0,06-07502,N,3885
1,1,1,1,0,5,0,08-00803,N,1767
1,1,1,1,4,2,0,24-01004,9,9506
2,1,1,1,1,4,4,29-01901,11,9056
1,2,1,1,2,9,0,38-00100,6,18783
2,4,2,1,9,6,0,36-04010,11,16115
1,4,1,2,0,9,4,38-00100,3,20335
1,1,1,1,6,7,0,38-00100,9,19568
1,1,1,1,4,8,0,29-01901,11,14432
1,N,2,1,N,9,0,36-03710,9,22412
2,1,1,1,1,7,0,38-00100,N,20205
1,6,1,1,6,9,0,01-01301,1,8260
2,3,2,1,1,2,0,36-03710,9,16696
1,1,1,1,9,4,0,19-01700,9,6787
2,6,2,1,4,7,0,01-01301,13,457
2,1,2,1,3,5,0,26-02702,9,11051
2,1,1,1,1,7,0,38-00100,10,19560
2,1,1,2,6,1,0,38-00100,3,8134
1,4,1,2,3,1,0,06-08507,6,3526
2,6,2,0,0,7,0,01-01301,9,15379
1,6,1,2,3,3,1,38-00100,6,19578
2,6,1,1,4,6,0,30-00600,6,13304
1,1,1,2,8,3,0,30-00600,N,14534
1,6,1,1,6,6,0,06-07502,1,1477
2,1,1,1,8,11,0,38-00100,N,18932
1,1,1,1,4,9,0,17-03529,9,3928
1,N,1,1,9,4,0,24-01004,N,8949
1,1,6,1,7,9,0,19-01700,3,7920
1,1,1,2,7,1,0,51-01301,3,22829
1,1,1,1,9,1,0,06-08507,3,22912
2,1,1,2,6,1,0,06-08507,3,1664
2,4,1,1,0,3,0,19-01700,9,13770
2,3,8,2,4,2,4,51-51255,N,18291
2,4,2,2,6,7,0,17-03529,6,7870
2,6,6,2,3,5,0,13-04600,1,8517
2,N,2,1,2,3,0,19-01700,9,8242
1,6,1,1,3,9,0,30-00600,3,14231
2,4,1,1,6,6,0,01-01301,13,761
2,1,1,1,8,11,0,51-01301,1,1134
2,N,1,1,N,4,0,26-02702,9,26082
1,1,2,2,1,1,0,28-01100,11,13901
2,3,3,2,0,7,0,51-01301,14,16564
1,1,8,1,8,5,1,30-00600,3,16610
2,6,1,1,0,8,0,36-04010,17,19478
1,4,1,1,0,9,0,01-01301,10,1058
2,1,2,1,6,10,0,19-01700,15,8791
1,1,1,1,8,11,0,51-01301,9,23151
1,N,1,2,N,9,0,26-02702,N,26480
2,1,2,2,9,11,0,51-01301,16,10586
2,N,2,1,2,7,0,24-01004,N,11849
2,1,1,1,8,9,0,51-01301,6,8753
2,6,1,2,6,8,0,26-02702,N,10398
1,6,2,2,3,7,0,36-03710,10,15708
2,1,1,1,7,6,0,36-04010,10,18053
2,1,6,1,8,8,0,30-00600,1,16057
1,1,1,1,1,1,0,51-01301,N,22384
2,N,2,2,9,2,0,51-01301,9,25711
2,1,1,1,8,6,0,06-07502,10,18455
1,6,1,1,8,3,0,38-00100,14,20284
1,4,8,2,1,5,4,32-00405,9,20005
2,3,2,2,2,4,0,17-03529,9,5654
2,6,2,2,0,2,0,36-03710,9,556
1,6,1,2,0,2,0,36-04010,9,19460
2,1,1,1,8,6,0,06-07502,10,1380
1,4,2,2,6,7,1,26-02702,N,11976
1,1,1,1,7,7,0,13-04600,10,4781
1,4,2,2,2,4,0,17-03529,9,8567
1,4,2,1,7,7,0,28-01100,9,13163
2,6,1,0,3,5,0,51-01301,12,22341
2,6,2,2,0,3,0,01-01301,6,1046
1,1,1,1,2,3,0,19-01700,9,7766
1,6,1,1,7,3,0,38-00100,17,19436
1,4,6,0,5,4,0,30-00600,N,14137
2,N,1,1,9,9,0,36-04010,N,23818
1,N,2,2,9,4,0,13-04600,9,22655
2,6,6,0,0,7,0,06-07502,9,1059
1,1,1,1,4,6,0,29-01901,15,13873
1,1,6,2,6,9,0,17-03529,3,8865
1,6,1,1,0,6,0,06-07502,3,1663
2,6,1,2,0,9,0,26-02702,10,22417
2,6,1,1,6,8,0,06-07502,11,1168
2,1,1,1,8,9,0,51-01301,11,1128
1,2,1,1,3,5,0,32-00405,N,16309
2,1,1,1,8,9,0,51-01301,N,22759
2,6,1,2,6,9,0,28-01100,8,13047
1,6,2,2,0,1,0,38-00100,3,16129
2,1,1,2,0,8,0,19-01700,9,8815
2,6,2,1,2,8,0,51-01301,14,3846
1,4,1,1,6,7,0,26-02702,10,10935
2,6,1,1,2,3,0,19-01700,9,9436
2,1,8,1,6,4,0,32-00405,N,16809
2,6,1,2,0,2,0,51-01301,9,4386
2,6,2,0,2,8,0,28-01100,10,16726
2,N,1,0,N,2,0,36-03710,9,23328
1,6,1,1,8,1,0,51-01301,10,16314
2,6,1,1,1,3,0,51-01301,10,19809
2,6,1,2,3,8,0,32-00405,6,16707
1,N,1,1,9,3,0,01-01301,9,23881
1,1,1,1,8,10,0,06-08507,3,1865
1,4,6,1,6,10,0,19-01700,16,8799
1,1,1,2,1,7,0,28-01100,N,13284
2,N,2,2,9,4,0,26-02702,9,26214
1,6,1,0,0,6,0,06-08507,13,4264
2,N,2,2,9,9,0,19-01700,N,26139
2,N,6,2,9,9,0,51-01301,9,25713
2,N,6,1,N,9,0,51-01301,9,26059
2,N,9,1,N,2,0,51-01301,N,25879
2,1,1,2,8,11,0,19-01700,9,8214
1,1,1,2,3,3,0,36-04010,0,18388
1,1,1,1,9,7,0,38-00100,16,19692
2,N,9,2,9,2,0,19-01700,9,25422
1,1,1,1,9,6,0,26-02702,9,11618
1,6,1,1,0,1,1,32-00405,13,16493
1,6,1,1,6,6,0,13-04600,3,8878
1,1,2,1,6,9,0,19-01700,N,8435
2,6,1,1,2,6,0,26-02702,11,10677
2,3,1,2,N,5,0,38-00100,N,20094
1,4,9,2,0,2,0,32-00405,9,16900
1,N,2,1,9,2,0,32-00405,9,23017
2,4,1,2,3,4,4,30-00600,14,16381
1,4,1,1,4,1,0,36-04010,N,11699
2,6,1,0,0,4,0,01-01301,N,20390
2,1,1,1,6,9,0,17-03531,14,8490
2,6,2,2,0,7,0,28-01100,9,13029
2,6,6,1,0,2,0,38-00100,N,1671
2,3,6,1,0,7,0,06-08507,N,3962
2,6,6,2,3,9,0,01-01301,8,22954
1,N,1,1,9,2,0,36-04010,N,23694
1,1,2,1,4,4,0,13-04600,3,6834
2,6,1,1,1,7,0,17-03529,10,4222
2,1,1,1,6,6,0,24-01004,8,16990
1,6,6,2,0,12,0,26-02702,12,11536
1,3,1,1,4,6,0,19-01700,18,8132
1,1,9,1,0,11,0,38-00100,9,19450
2,1,2,1,8,11,0,06-07502,N,1441
1,1,2,2,5,1,0,13-04600,10,7317
2,6,1,0,5,4,4,19-01700,9,8011
1,1,2,1,6,4,0,13-04600,N,7666
2,1,1,1,0,6,0,38-00100,9,23290
2,1,1,2,4,1,0,19-01700,9,1387
1,1,1,1,8,1,0,28-01100,0,13161
2,6,1,2,4,9,0,40-00200,14,21856
2,6,1,2,2,5,0,32-00405,3,16370
1,1,1,1,3,4,0,29-01901,9,13841
1,6,9,1,9,4,0,19-01700,N,8612
1,6,6,2,8,5,0,01-01301,1,1750
1,6,1,2,5,11,0,06-07502,12,3101
2,1,1,1,4,7,0,24-01004,14,3810
2,6,1,1,1,5,1,30-00600,10,1566
1,N,2,2,1,9,0,24-01004,N,11587
2,N,2,1,N,2,0,36-03710,N,25981
2,6,2,2,0,6,0,32-00405,N,16850
2,N,1,1,N,3,1,08-00803,9,23976
1,1,2,1,6,1,0,51-51255,16,23090
1,1,1,1,6,4,0,24-01004,N,8101
2,N,1,2,0,9,0,19-01700,9,8440
2,N,1,1,N,2,0,17-03531,N,25804
1,1,1,2,3,7,4,51-01301,10,16120
1,1,6,1,8,11,0,06-08507,3,1533
1,N,1,2,9,1,0,29-01901,9,25730
1,6,1,2,1,7,1,17-03529,8,4506
2,1,1,1,6,9,1,32-00405,15,16232
2,1,1,1,3,6,0,38-00100,N,19185
1,6,1,2,1,8,1,08-00803,6,4316
1,6,1,2,6,6,0,38-00100,8,19459
2,4,2,2,9,5,0,36-04010,1,17193
2,4,2,1,8,3,0,19-01700,9,8687
2,1,1,1,2,7,0,38-00100,N,19730
1,4,1,1,4,3,0,38-00100,5,20759
1,6,8,1,5,3,2,30-00600,9,16331
2,3,1,1,5,7,0,29-01901,N,13836
2,1,1,1,8,1,0,24-01004,10,9176
1,6,6,2,2,2,0,28-01100,N,13828
1,1,1,2,0,4,0,19-01700,3,7436
1,1,2,2,8,11,0,36-03710,10,16536
1,1,1,2,9,1,0,32-00405,16,16840
1,1,1,1,9,1,0,24-01004,16,9598
1,4,2,2,8,7,0,51-01301,5,22672
1,1,1,1,0,7,0,06-08507,3,1281
2,N,1,1,N,9,0,19-01700,N,26547
2,1,1,1,4,10,0,36-04010,10,19596
1,N,1,2,9,2,0,30-00600,9,23512
1,1,1,1,6,10,0,19-01700,9,8179
1,1,1,1,8,8,0,24-01004,1,10052
1,6,1,0,0,7,0,26-02702,9,10416
2,4,1,1,8,6,0,06-07502,9,798
1,6,1,2,0,9,0,36-04010,9,15907
1,1,1,1,6,9,0,19-01700,9,9108
2,1,1,1,6,10,0,24-01004,14,11906
1,3,2,1,6,4,0,36-03710,9,16639
1,N,1,0,N,1,0,26-02702,9,24069
2,6,2,0,7,9,0,26-02702,12,11233
1,6,2,2,6,7,0,32-00405,13,17359
1,6,1,1,3,6,0,30-00600,0,13614
2,4,1,1,6,9,0,51-01301,6,21952
2,N,2,2,N,9,0,26-02702,N,26582
2,1,1,1,7,11,0,06-08507,10,3845
2,1,1,1,7,11,0,13-04600,N,3965
1,6,1,1,6,1,0,06-08507,14,1535
2,6,2,0,0,5,0,01-01301,9,591
2,1,2,2,4,4,0,06-07502,9,1146
1,6,2,0,0,7,0,08-00803,9,2827
1,6,1,1,2,4,0,26-02702,9,11508
1,1,1,1,6,9,0,19-01700,1,11827
2,1,1,1,4,7,0,13-04600,6,6050
1,N,1,0,9,12,0,36-03710,9,23978
2,1,1,1,9,1,0,06-07502,10,1613
1,1,1,2,8,1,0,06-08507,N,1322
2,N,1,1,9,3,0,01-01301,9,24007
2,1,1,1,9,2,0,38-00100,N,19220
1,N,1,0,N,2,0,30-00600,9,23676
1,1,1,1,7,1,0,13-04600,14,4438
2,6,2,2,0,4,0,08-00803,6,3986
2,6,1,2,6,7,0,06-08507,10,3497
1,1,1,1,9,8,0,19-01700,N,7513
1,6,1,1,2,9,0,28-01100,12,13181
1,1,1,1,8,8,0,19-01700,3,10479
2,N,9,2,9,9,0,01-01301,9,23547
2,1,1,1,8,8,0,26-02702,11,10577
1,6,1,1,3,6,0,30-00600,10,13861
2,4,1,1,1,8,1,30-00600,9,16033
1,4,1,2,3,6,0,26-02702,6,4121
1,6,1,0,0,7,0,06-07502,9,3607
1,6,2,1,1,7,0,26-02702,14,11604
2,1,1,2,9,10,0,30-00600,8,19474
2,1,1,1,9,7,0,26-02702,8,11423
1,6,1,1,0,2,0,06-08507,N,4467
1,6,6,1,6,5,0,01-01301,13,1301
2,6,6,1,8,10,0,19-01700,10,8842
2,N,1,1,9,12,0,51-01301,N,26273
2,N,1,1,N,2,0,26-02702,N,23408
1,6,1,1,6,6,0,06-08507,N,3371
1,6,1,1,3,9,0,30-00600,11,16362
2,1,1,2,1,9,0,38-00100,9,19419
2,1,1,1,7,9,0,29-01901,10,14247
1,1,1,1,4,6,0,38-00100,9,19560
1,6,1,0,0,6,0,13-04600,10,4223
2,1,6,2,4,7,0,01-01301,10,1153
1,6,1,2,9,6,0,32-00405,5,1779
1,2,6,1,1,1,0,13-04600,3,5496
2,1,1,1,6,6,0,13-04600,9,22300
1,1,9,2,6,1,0,30-00600,10,14566
1,N,1,1,N,2,0,36-04010,N,24240
1,6,1,2,7,4,0,01-01301,10,16298
2,N,2,2,2,2,0,13-04600,9,26024
2,N,1,1,N,1,0,28-01100,N,26676
2,6,1,1,7,9,0,06-08507,14,7712
2,N,1,1,N,2,0,51-01301,9,25686
2,N,2,0,N,1,1,32-00405,N,23111
1,4,1,1,8,11,0,06-08507,12,3533
1,1,1,1,6,11,0,51-01301,1,21913
2,1,6,2,4,8,0,26-02702,1,10682
2,1,8,1,8,8,4,36-04010,0,19464
2,4,1,1,8,12,0,06-08507,1,9075
2,6,1,1,7,9,0,51-01301,15,22080
1,N,1,1,N,2,0,38-00100,9,23763
1,N,2,2,N,4,0,17-03529,9,7157
2,3,1,1,8,10,0,38-00100,10,18684
1,1,8,1,6,4,0,36-03710,9,17506
2,6,2,1,4,5,0,13-04600,6,5058
1,N,2,2,0,2,0,32-00405,9,16693
2,1,1,2,6,12,0,24-01004,11,11110
2,1,2,1,8,1,0,13-04600,6,6268
2,4,9,1,0,5,0,30-00600,N,17021
1,N,6,2,N,9,0,24-01004,9,26493
1,6,1,0,0,7,0,06-07502,9,10747
1,6,1,2,0,8,0,51-01301,9,22571
2,3,1,1,6,5,0,36-04010,N,19865
1,1,1,2,5,5,0,51-01301,8,20131
1,6,2,2,8,9,0,01-01301,1,489
2,4,1,0,2,6,0,30-00600,N,13888
2,1,2,1,2,1,0,32-00405,N,15848
1,1,1,1,9,1,0,19-01700,N,10553
2,6,1,2,6,9,1,51-51255,10,21330
2,4,2,2,1,2,0,17-03529,N,6740
1,1,1,1,6,6,0,51-01301,1,22823
2,3,1,1,8,4,0,38-00100,14,18510
1,5,2,1,9,6,0,36-03710,N,16572
1,N,1,1,9,2,0,24-01004,9,25926
1,4,1,1,8,9,0,51-01301,6,16322
1,1,1,1,7,7,0,38-00100,N,18945
1,4,1,1,7,8,0,19-01700,15,11770
1,6,2,0,0,4,0,13-04600,9,5332
1,N,1,1,N,12,0,51-01301,9,25706
2,1,1,1,7,10,0,51-01301,6,22020
2,3,2,1,3,10,0,13-04600,8,4489
2,1,1,1,2,11,0,24-01004,9,10050
2,6,8,1,0,5,4,32-00405,10,9364
2,1,2,1,9,12,0,19-01700,15,9270
1,1,2,1,3,5,0,17-03529,N,4569
2,1,1,1,4,9,0,36-04010,9,18667
2,1,1,1,8,8,0,06-07502,10,7741
2,1,2,1,6,2,0,30-00600,9,14653
1,1,1,1,6,1,1,38-00100,N,19103
2,6,2,2,6,7,0,13-04600,10,4192
1,1,1,1,8,7,0,19-01700,3,8191
2,5,2,2,2,8,0,51-01301,10,21889
2,6,9,1,3,9,0,06-08507,5,1759
2,1,2,1,7,8,0,19-01700,9,11003
2,1,1,1,4,8,0,06-08507,N,1258
2,N,1,2,N,9,0,26-02702,N,26796
1,N,1,1,N,2,0,26-02702,9,26917
1,1,1,1,9,10,0,17-03529,6,4891
2,1,9,1,6,7,0,36-03710,9,16830
1,1,8,2,3,7,0,51-51255,8,23599
1,6,2,2,2,5,0,13-04600,10,6936
1,N,1,1,N,2,0,51-01301,9,25332
2,6,1,1,0,3,0,30-00600,14,15555
2,3,1,1,4,4,0,19-01700,9,7549
1,1,1,1,9,2,0,19-01700,9,9398
1,1,1,1,8,6,0,06-08507,N,19889
1,1,6,1,4,7,0,06-08507,3,1679
2,5,2,2,3,5,0,17-03529,N,8535
1,6,2,0,0,6,0,36-04010,3,16567
2,1,1,1,8,5,0,30-00600,10,14074
1,6,1,1,8,5,0,19-01700,6,7642
2,1,1,1,8,8,0,29-01901,9,13017
2,6,1,1,6,8,0,17-03531,9,6359
2,6,2,2,6,9,0,28-01100,14,11555
1,6,1,1,8,7,0,24-01004,14,11052
2,4,1,1,7,6,0,26-02702,N,7062
1,6,1,1,0,1,0,30-00600,17,16683
2,1,1,1,7,7,0,36-03710,11,13898
1,N,9,2,9,2,0,30-00600,9,23381
2,N,1,1,N,2,0,30-00600,9,26372
2,6,1,1,9,11,0,19-01700,1,8798
1,N,3,1,N,1,0,30-00600,9,26522
2,3,2,1,4,7,0,13-04600,9,8302
1,1,1,1,3,4,0,19-01700,10,9889
2,1,1,1,9,1,0,13-04600,12,4653
2,1,1,2,2,6,0,51-01301,9,25726
1,6,1,2,0,6,1,38-00100,5,15665
1,N,1,1,9,2,0,51-51255,9,25643
2,1,1,2,0,4,0,19-01700,N,8541
2,1,1,1,0,7,0,26-02702,9,10391
1,5,2,2,6,8,0,06-07502,9,1474
1,1,6,2,8,11,0,13-04600,1,4136
1,4,2,2,0,4,4,32-00405,9,16415
1,6,2,2,6,4,0,01-01301,10,5141
1,1,2,2,6,6,0,36-04010,6,16713
2,6,1,1,0,4,0,19-01700,N,9396
1,6,6,2,8,9,0,36-03710,10,16262
1,1,1,1,8,1,0,17-03529,15,5597
2,1,1,1,9,12,0,51-01301,9,22705
1,4,6,1,0,5,0,06-08507,9,1859
1,N,1,1,N,12,0,51-01301,9,25190
