PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
13-04600,32,1,6,0,1,0,N,1,2,69.78664963121211,9570,16,2,880.0,0,94,N,1,1,2,2,70,465,7572
24-01004,78,2,1,0,1,0,9,1,1,3656.663245822005,7780,9,5,-1700.0,1,176,N,2,N,2,2,23,81,4691
38-00100,59,1,1,0,1,0,12,1,1,16.3,9920,9,5,30150.0,8,145,N,2,2,2,1,52,85,17616
30-00600,60,1,4,0,2,0,9,1,1,49.74820322628866,9920,9,5,143600.0,3,23,N,2,1,2,2,316,196,12638
38-00100,9,2,6,0,3,1,4,1,2,16.3,9920,6,3,-2200.0,0,N,N,2,1,2,2,18,10,22015
38-00100,66,1,6,0,2,N,9,1,2,46905.39390357889,9790,11,6,765300.0,5,486,N,2,2,2,2,155,326,16379
51-01301,28,1,6,0,1,1,6,1,1,5507.765982913848,8564,11,8,192100.0,6,82,N,2,2,2,2,15,53,20565
40-00200,37,1,6,0,1,0,9,1,1,4018.7254545872665,8370,1,9,18720.0,0,59,N,2,2,1,2,252,182,17591
38-00100,68,1,1,0,1,0,3,1,1,16.3,9920,3,4,-100.0,1,183,N,2,2,2,2,33,188,17099
24-01004,52,2,1,2,1,1,3,1,1,3229.569896076536,8670,1,7,100000.0,8,466,N,2,2,2,2,72,182,10474
38-00100,82,2,1,0,2,0,2,1,2,16.3,N,N,9,148130.0,3,53,N,2,1,2,2,17,76,18305
24-01004,32,2,6,0,1,0,N,1,2,3452.8673787602106,7770,10,8,419000.0,4,78,N,2,2,2,2,7,94,13630
36-03710,95,2,4,0,2,0,N,1,0,48604.4938959332,N,9,4,16390.0,0,7,N,2,1,1,2,3,104,12784
30-00600,69,1,1,0,1,0,2,1,1,2155.85193049667,7790,10,7,48900.0,8,500,N,2,2,2,2,31,71,13536
40-00200,36,1,6,0,2,0,5,1,2,52669.45189638861,6680,6,9,22940.0,2,435,N,2,2,2,2,180,327,4508
28-01100,23,1,6,0,6,0,2,1,1,2657.929751544311,9180,11,7,-100.0,0,493,N,2,2,2,2,133,361,12638
29-01901,63,1,6,0,1,3,N,2,0,9034.755524215658,N,N,7,14150.0,0,141,N,2,2,2,2,1,82,22833
32-00405,69,1,6,0,8,0,2,1,1,16.3,6070,8,4,87020.0,8,423,N,2,2,2,2,34,97,21580
51-51255,50,2,1,0,1,0,N,1,1,11575.9942166911,9570,14,7,66550.0,6,20,N,2,2,2,2,64,488,20170
17-03531,40,2,3,0,2,4,9,3,1,3579.57473781448,N,N,4,314000.0,1,475,N,1,2,2,2,36,112,5200
08-00803,26,1,1,0,1,0,9,1,1,3740.1291348416776,3470,4,9,352300.0,9,474,N,2,2,2,2,68,91,4025
29-01901,85,2,6,3,1,0,9,1,1,3427.4575105671,N,9,4,-100.0,2,0,N,2,1,2,2,102,167,12420
24-01004,63,2,6,0,2,0,N,3,0,11898.377490900844,9920,N,2,10040.0,0,N,N,1,2,2,2,10,0,8395
38-00100,30,2,4,0,2,6,4,1,1,7852.6456820319845,8170,17,7,9900.0,6,81,N,2,2,2,2,73,122,19800
36-04010,44,2,6,0,1,0,3,1,1,16.3,7890,10,9,25500.0,5,67,N,2,2,2,2,70,62,18124
26-02702,48,2,1,0,1,3,9,1,1,52083.97957757673,9190,13,2,78010.0,0,53,N,2,N,2,2,44,102,19230
24-01004,18,2,6,0,1,2,4,1,2,3294.022608831249,5090,2,10,71600.0,9,495,N,2,2,2,2,69,140,12909
36-04010,40,2,1,0,2,7,4,1,1,16.3,9380,15,3,79900.0,8,493,N,2,2,2,2,65,149,17971
24-01004,31,1,1,0,1,0,4,1,2,2604.7904455723337,8580,12,8,N,8,86,N,2,2,2,2,1,95,8762
29-01901,79,1,1,0,6,0,9,1,1,2716.675333476852,9790,13,9,100800.0,8,482,N,2,2,2,2,10,97,7617
38-00100,77,1,6,0,1,0,2,1,1,57.727058377401356,7590,2,9,39200.0,2,500,N,2,2,2,2,225,180,13897
36-04010,51,1,1,0,6,2,7,1,1,16.3,5391,N,7,N,6,484,N,2,2,1,2,83,60,23332
30-00600,34,2,6,0,2,2,N,1,1,7467.002871338033,6080,7,1,7040.0,6,250,N,2,N,2,2,180,275,14822
40-00200,54,2,1,0,1,0,2,1,1,16.3,8564,11,8,69850.0,2,266,N,2,2,2,2,1,93,23277
38-00100,33,1,6,0,1,0,9,1,1,7233.61931398803,8080,2,8,34200.0,5,50,N,2,2,2,2,27,54,15622
36-04010,34,1,6,0,1,0,4,1,1,16.3,5295,7,8,130000.0,8,7,N,2,2,2,2,211,272,19783
40-00200,46,2,1,0,1,0,12,1,1,120.49669663483583,N,9,7,287000.0,2,304,N,2,2,2,2,50,121,16734
40-00200,10,2,6,0,2,0,2,1,1,11957.966346678231,9920,9,6,255700.0,0,137,N,2,2,2,2,68,40,18681
38-00100,15,2,6,0,1,1,N,1,2,16.3,8370,12,8,98390.0,8,29,N,2,2,2,2,91,60,23390
32-00405,24,1,6,0,8,0,9,1,2,51717.778750367695,7980,0,7,69040.0,1,50,N,2,2,2,2,201,162,18957
51-51255,87,2,3,0,1,0,12,1,2,52448.43820423173,N,9,9,136000.0,5,492,N,2,2,2,2,111,166,19038
38-00100,59,1,1,0,1,2,2,1,1,46.88289544374532,8180,11,1,92900.0,6,74,N,2,2,2,2,4,65,16886
36-03710,29,1,6,0,1,0,N,3,1,10512.680048839915,N,9,4,-7600.0,0,54,N,2,2,2,2,1,49,23075
08-00803,27,2,1,0,2,9,2,1,1,2999.5607229557604,7970,5,6,42690.0,2,469,5,2,2,2,1,314,112,10802
26-02702,17,2,1,1,1,2,2,1,1,3243.4217832946197,7890,0,9,-100.0,0,446,N,2,2,2,2,85,162,11728
29-01901,50,2,4,0,2,0,N,1,2,1563.5358937160054,7890,11,4,209400.0,4,393,N,2,1,2,2,252,170,20479
26-02702,48,2,4,0,1,2,N,1,1,4293.251995902995,7780,11,1,59400.0,9,80,N,2,2,2,2,50,75,7591
13-04600,47,2,5,4,2,1,4,1,2,49651.77402900396,8980,N,7,14150.0,9,174,N,1,2,2,1,113,239,18087
17-03531,55,1,1,0,1,2,3,1,1,9289.045814096698,370,15,7,55500.0,9,495,N,2,2,2,1,26,135,20940
51-01301,90,1,1,0,1,0,N,1,1,7479.899115524755,N,N,1,10270.0,1,276,N,2,2,2,2,20,127,21757
24-01004,27,2,1,0,1,0,N,1,2,4420.3682275758,9920,8,9,12430.0,2,222,N,2,2,2,2,194,126,8216
40-00200,65,1,4,0,1,0,9,1,1,268.38449315010735,4680,6,3,75480.0,1,251,N,2,2,2,2,25,77,19020
51-51255,61,1,1,0,9,0,12,1,1,50347.76879740269,8170,10,9,106800.0,4,457,N,2,2,2,2,220,219,18525
17-03529,54,2,3,0,1,0,9,1,2,32916.016983087226,N,2,7,330.0,4,211,N,2,2,2,2,18,70,17323
24-01004,22,1,6,0,1,0,N,1,1,3610.0596876667582,8564,3,7,-900.0,0,62,N,2,2,2,2,44,158,5328
40-00200,60,1,1,4,1,0,12,1,1,51909.56934294248,6770,6,9,171800.0,8,442,N,2,2,2,2,41,218,10141
29-01901,70,2,3,0,1,0,3,1,2,4094.517468045517,2570,10,4,141000.0,3,243,N,2,2,2,2,38,78,16803
19-01700,61,1,5,0,2,0,4,1,1,3436.109953826957,N,9,6,14410.0,8,461,N,2,2,2,1,205,117,7333
51-51255,50,1,3,0,1,0,2,1,2,10206.98176075221,9680,14,9,150500.0,8,67,N,2,2,2,2,12,126,21278
38-00100,45,1,1,0,1,0,2,1,1,16.3,7770,11,7,20250.0,6,429,N,2,2,2,2,1,50,23298
32-00405,59,1,1,0,1,0,12,1,1,16.3,9380,13,3,13280.0,1,153,N,2,2,2,2,69,104,11037
32-00405,89,2,1,0,1,N,4,1,1,16.3,2480,9,7,632000.0,7,91,N,2,2,1,2,1,7,13195
19-01700,62,1,1,0,1,0,2,1,1,4265.53323389023,7880,11,10,46300.0,9,42,N,2,2,2,2,108,113,16382
13-04600,30,2,6,0,1,9,3,3,0,3085.367688733609,N,N,4,100120.0,9,483,N,2,2,2,2,48,99,4806
17-03531,34,1,6,1,2,3,N,1,0,3609.834136167843,1790,2,8,362000.0,5,256,N,2,2,2,2,96,156,6330
51-01301,45,1,3,3,1,1,2,1,1,16.3,9920,9,5,134500.0,3,456,N,2,2,1,2,54,84,16325
38-00100,40,2,1,0,6,1,3,1,1,49462.51136541745,9920,9,4,42600.0,1,202,N,2,2,2,2,38,171,21038
51-51255,41,2,6,2,2,0,12,1,1,8060.364556253982,8891,16,8,16990.0,0,490,N,2,2,2,2,148,163,22311
51-01301,43,2,1,0,6,1,5,1,1,51529.43625779754,6290,8,8,50900.0,4,30,N,2,2,2,2,45,54,21208
40-00200,23,1,6,0,1,0,2,1,2,164.23315800487615,8170,11,3,199500.0,1,169,N,2,2,2,2,153,238,20096
24-01004,28,1,6,0,1,N,N,1,1,3331.1675880969806,9920,13,8,172700.0,3,99,N,2,2,2,2,26,52,6803
36-03710,69,1,4,0,1,0,2,1,1,7608.709580941722,9690,16,7,91090.0,3,319,N,2,2,2,2,1,102,14548
13-04600,28,2,6,2,2,0,N,1,2,3315.696996490547,N,N,4,39590.0,1,485,N,2,2,2,2,38,76,7457
32-00405,51,2,6,0,2,3,3,1,1,48223.31578875821,6270,9,7,160.0,3,132,N,2,N,2,2,46,132,14960
28-01100,68,2,1,0,1,0,3,1,1,1954.2220795339188,8870,10,7,126300.0,8,489,N,2,2,2,2,1,128,3803
38-00100,73,1,4,0,1,0,2,1,1,16.3,4170,12,6,89700.0,6,441,N,2,2,2,2,1,89,23044
28-01100,40,2,1,0,1,0,9,1,2,49563.60869931431,9920,9,7,55100.0,7,66,N,2,2,2,2,118,140,14275
17-03531,67,1,3,0,1,0,2,1,1,3687.9799715888316,N,9,9,94150.0,8,479,N,2,2,2,2,57,94,5903
17-03531,59,1,6,2,4,N,2,3,0,4741.164741018272,N,9,9,98390.0,1,291,N,2,2,2,2,13,108,3821
17-03529,43,2,6,0,9,0,2,1,2,9526.626852232122,4585,N,3,70400.0,3,384,N,1,2,2,2,148,141,8371
32-00405,45,1,1,0,1,0,12,1,1,3670.313746126213,N,N,4,144100.0,8,491,N,2,1,2,2,80,258,19991
17-03529,41,1,6,0,1,0,9,1,1,6941.8263423528815,7570,18,7,57500.0,3,0,N,2,2,2,2,14,87,2088
17-03531,40,1,6,0,1,0,3,1,1,3588.7507778272875,7970,10,9,321000.0,9,54,N,2,2,2,2,16,61,13984
32-00405,22,2,6,0,1,N,2,3,0,16.3,7770,3,7,-100.0,4,395,N,2,2,2,2,133,89,2454
36-03710,85,1,6,4,2,6,N,3,0,10543.765577856824,N,N,7,154500.0,7,444,N,2,2,2,2,15,1,15991
40-00200,10,1,6,2,5,0,9,1,1,16.3,8563,14,7,606000.0,0,480,3,1,1,2,1,62,121,16439
40-00200,52,1,1,0,1,0,2,1,1,16.3,6270,6,8,52400.0,3,257,N,2,2,2,2,45,64,21302
01-01301,16,2,1,0,6,0,12,1,1,4069.4625748397098,9920,10,2,-6400.0,1,495,N,2,2,2,2,83,1,6421
06-08507,48,1,1,0,1,1,3,1,1,3395.229563200843,7890,3,8,100020.0,3,462,N,2,2,2,2,43,101,12521
38-00100,45,1,1,1,1,1,3,1,2,16.3,8070,4,9,28500.0,0,58,N,2,2,2,2,103,282,19656
19-01700,61,2,1,0,1,0,2,1,1,48076.02637924893,8660,1,7,256000.0,5,464,N,2,2,2,2,12,137,0
32-00405,51,2,1,0,2,0,N,1,1,4449.763753542881,9480,16,8,573600.0,1,73,N,2,2,2,2,10,34,13941
17-03529,92,2,6,0,2,0,N,1,2,51276.2500587723,N,N,5,-9000.0,0,436,1,1,2,2,2,1,88,13395
51-01301,78,2,5,0,1,0,N,1,1,102.48330694952979,N,N,9,110800.0,0,496,N,2,2,2,2,58,161,11048
19-01700,45,2,6,0,2,N,6,1,2,11096.109256954016,7370,3,6,19740.0,4,222,N,2,2,2,2,244,123,6927
29-01901,25,1,6,0,8,2,2,1,1,48450.77987951028,370,18,4,-100.0,6,108,N,2,2,2,2,247,187,15887
36-04010,86,1,3,3,2,0,9,1,1,52139.71104163197,N,9,5,11000.0,0,232,N,2,1,2,2,43,74,16026
38-00100,31,1,1,0,5,0,2,1,1,16.3,3370,1,4,7300.0,6,N,N,2,2,2,2,18,76,21035
30-00600,41,1,1,0,1,0,2,1,2,4243.258697548273,7990,N,8,89000.0,9,80,N,2,2,2,2,96,95,19628
51-51255,30,2,1,0,1,2,5,1,1,9129.126554878192,4690,5,6,69900.0,9,24,N,2,2,2,2,4,27,23583
13-04600,21,1,4,0,1,0,9,1,1,3732.457161549593,7370,6,4,327000.0,9,30,N,2,2,2,2,34,46,6083
51-51255,43,1,2,1,1,N,3,3,0,1919.8502630952703,9590,14,5,10160.0,0,209,N,2,2,2,2,127,248,15367
19-01700,40,2,1,0,2,0,2,1,1,2978.323188567618,9080,9,1,552000.0,5,430,N,2,2,2,2,83,61,8865
38-00100,48,2,1,0,1,2,7,1,1,16.3,N,12,8,80900.0,8,179,N,2,2,2,2,33,346,22324
06-07502,64,2,5,0,2,5,2,1,0,7327.0425312819225,8070,N,10,47400.0,3,236,N,2,1,2,1,94,128,22230
24-01004,66,1,6,0,2,1,9,1,2,2095.508165626815,8563,1,6,-100.0,0,488,N,2,2,2,2,1,144,8735
51-01301,49,2,1,4,1,3,4,1,1,8454.996033736934,9690,8,8,17900.0,9,496,N,2,2,2,2,49,195,20473
51-51255,93,1,6,0,2,0,3,1,1,6944.063387358117,8680,11,4,388000.0,2,107,5,2,2,2,2,57,199,6553
24-01004,37,1,4,3,1,N,N,1,0,8490.595988462344,9920,15,7,72400.0,0,57,N,2,2,2,2,1,98,6998
38-00100,26,1,6,0,1,1,3,1,1,9557.59499983567,5070,7,6,172090.0,3,80,N,2,2,2,2,52,69,15242
32-00405,85,1,6,0,2,0,9,1,1,10395.439357210664,5490,10,7,74050.0,7,407,N,2,N,2,2,187,284,19868
38-00100,33,2,6,0,9,0,9,1,2,16.3,6992,7,6,71580.0,6,132,N,2,2,2,2,214,347,17352
51-51255,26,2,6,4,1,0,N,1,2,12482.61866265905,8870,15,6,437000.0,4,222,N,2,2,2,2,113,247,23748
36-03710,39,2,4,0,1,0,N,1,2,9796.661811716804,8380,11,8,54000.0,6,353,N,2,2,2,2,55,108,13524
51-01301,76,2,1,0,1,0,12,1,1,2573.511234862626,8270,10,8,152500.0,9,60,N,2,2,2,2,13,91,5174
29-01901,48,2,1,4,2,0,2,1,2,10289.565929993823,7670,14,8,284800.0,3,75,N,2,2,2,2,45,80,20030
51-01301,31,2,1,0,1,2,3,1,1,11584.995648897642,4680,7,7,880.0,7,N,N,2,2,2,2,91,59,3029
40-00200,32,2,6,2,2,1,3,1,2,83.4783421351065,7770,7,9,255120.0,3,196,N,2,2,2,2,52,283,18737
24-01004,43,2,1,0,1,0,2,1,2,3538.689770213052,8990,11,9,351000.0,2,304,N,2,2,2,2,36,159,6611
38-00100,59,2,2,0,4,0,4,1,1,50194.15124737594,N,N,4,19800.0,0,81,N,1,1,1,2,86,173,16190
24-01004,44,2,4,0,1,0,2,1,1,10483.135660734737,8580,11,6,39030.0,5,380,N,2,2,2,2,11,145,6454
08-00803,13,2,6,0,2,5,6,1,1,3422.259519250913,N,N,3,10270.0,0,343,N,2,2,2,2,97,225,13772
51-01301,23,2,6,0,2,0,9,1,2,52864.7,8690,12,8,76300.0,6,61,N,2,2,2,2,110,130,13071
38-00100,86,1,1,4,3,1,2,1,2,16.3,5381,7,8,93000.0,2,305,N,2,2,2,2,43,72,15884
40-00200,42,1,1,0,1,1,2,1,1,16.3,7590,4,N,174000.0,5,437,N,2,2,2,2,39,169,14046
17-03531,67,1,1,0,1,0,2,1,1,50900.512940875786,8270,8,9,490.0,4,394,N,2,2,2,2,99,308,5855
17-03529,50,1,6,0,1,0,4,1,1,12844.006575745581,9920,10,8,135770.0,8,60,N,2,2,2,2,49,87,2306
24-01004,31,1,1,0,1,0,2,1,2,4424.672567343894,7690,1,8,30700.0,3,484,N,2,2,2,2,101,192,3744
06-07502,62,2,6,0,4,0,4,1,1,3503.9896336156366,9680,14,9,15900.0,0,72,N,2,2,2,2,27,95,13196
30-00600,64,1,1,0,1,0,2,1,1,3688.328375100241,5391,3,4,389800.0,3,73,N,2,2,2,2,140,206,12814
32-00405,82,2,6,0,2,1,2,2,2,50757.471357070295,N,9,7,-100.0,2,495,N,1,2,2,2,80,171,11187
17-03531,91,1,6,0,1,N,N,1,1,7375.148667376419,N,N,9,-7600.0,0,497,N,2,2,2,2,1,117,951
40-00200,81,1,6,0,1,0,4,1,1,16.3,9920,9,8,203100.0,3,380,N,2,1,2,2,116,52,21151
38-00100,46,1,1,0,9,1,2,1,1,2708.6938263768225,7490,15,10,144500.0,8,65,N,2,2,2,2,25,133,18468
24-01004,58,2,1,0,1,3,N,1,1,4166.134611339682,8192,13,10,20040.0,9,N,N,2,2,2,2,1,37,9800
40-00200,22,1,6,0,8,4,9,2,2,52197.53232028395,9920,9,4,78250.0,2,227,N,2,2,2,2,106,111,21766
38-00100,71,1,3,0,2,0,2,1,1,16.3,N,N,5,352300.0,4,51,N,1,2,2,2,53,95,19833
51-01301,80,2,1,0,1,2,2,1,1,34.18894591494455,8090,13,7,60360.0,0,98,N,2,2,2,2,61,98,21349
17-03529,31,2,6,1,1,N,5,1,2,31795.299208337747,N,5,8,-100.0,0,129,N,2,2,2,2,35,95,17854
38-00100,85,1,6,0,2,N,5,1,1,16.3,N,9,7,8500.0,4,338,N,N,1,1,1,15,49,18041
26-02702,65,2,6,0,1,0,9,1,2,4530.580409700589,7480,11,10,410.0,8,49,N,2,2,2,2,38,69,5950
51-51255,39,1,1,0,1,3,2,3,1,6211.461664289418,9680,15,6,62770.0,2,366,N,2,2,2,2,126,235,20087
13-04600,80,2,N,0,1,N,N,1,0,3848.901869758697,9920,9,4,221410.0,2,349,N,2,2,2,2,119,99,5752
13-04600,18,2,6,0,2,0,9,3,2,4430.466211069759,9070,5,9,-100.0,0,17,N,2,2,2,2,230,217,12056
51-01301,27,1,1,1,1,0,N,1,1,52181.84588380667,7780,16,7,99030.0,9,78,3,2,2,2,2,31,97,22605
36-04010,46,1,4,0,2,0,3,1,1,3717.2395631183826,N,N,6,50100.0,2,68,N,2,2,1,2,82,11,23784
36-04010,62,2,6,0,1,0,9,1,2,16.3,6590,1,6,2970.0,6,257,N,2,1,2,2,52,134,11650
19-01700,65,1,5,3,1,N,5,1,0,4335.349054939634,9920,9,4,15500.0,1,62,N,2,2,2,2,38,34,6457
36-03710,35,1,6,0,1,6,3,2,1,7589.237258346173,N,11,6,45600.0,3,36,N,2,2,1,2,25,96,14362
17-03529,64,1,1,0,1,0,2,1,1,3691.8706427138777,N,N,6,18600.0,3,238,N,2,N,2,1,35,97,16837
24-01004,80,2,6,0,6,0,9,1,1,2617.049084224476,9920,1,8,83100.0,6,492,N,2,2,2,2,73,70,3734
40-00200,47,2,1,0,1,4,2,1,1,16.3,N,9,4,-7250.0,8,78,N,2,2,1,1,12,95,14602
51-51255,59,1,1,0,1,0,3,1,1,12862.7557261072,8070,1,N,12200.0,3,482,N,2,2,2,2,71,115,17252
40-00200,82,1,1,0,1,0,3,1,1,42.77445344911025,680,9,8,213100.0,0,415,5,2,2,2,1,54,145,19081
40-00200,44,2,4,0,8,3,4,1,1,16.3,N,14,4,10020.0,0,10,N,2,2,2,2,81,542,19862
36-03710,53,2,6,0,3,N,9,1,1,16.3,N,N,3,353200.0,4,66,N,2,2,2,2,1,11,15205
38-00100,61,2,1,0,1,0,3,1,1,111.37681318164161,6680,7,2,43100.0,1,83,N,2,2,2,2,15,33,20079
08-00803,64,2,6,0,2,0,N,1,1,12834.34610053287,7880,11,10,164500.0,3,55,N,2,2,2,2,523,72,2346
36-04010,27,1,6,0,1,0,2,1,1,31.494476379808248,6370,10,8,74800.0,1,49,N,2,2,2,2,192,74,18178
36-03710,54,1,3,0,7,N,N,1,1,52585.69694424635,9920,N,8,155000.0,3,364,N,2,2,2,2,42,44,20149
36-04010,13,1,6,1,2,1,2,1,2,50336.02972730679,N,9,4,-100.0,0,362,N,2,2,2,2,89,180,12037
38-00100,34,2,1,0,1,0,4,1,1,16.3,8290,13,8,568800.0,5,N,N,2,2,2,2,49,158,23501
51-51255,49,2,3,0,1,0,9,1,1,7695.933186341716,3380,3,7,324400.0,1,498,N,2,2,2,2,99,142,20223
36-04010,59,2,6,0,2,0,N,1,0,50767.26274217409,N,N,5,13710.0,1,N,N,2,2,2,2,93,204,8262
30-00600,21,2,6,3,8,2,3,1,1,16.3,2370,11,8,100400.0,8,N,N,2,2,2,2,11,0,17123
19-01700,25,2,4,0,1,2,N,1,2,34113.291927339415,770,12,8,84600.0,4,64,N,2,2,2,2,85,109,17977
51-51255,73,2,1,0,9,0,2,1,1,9809.734354628614,N,9,1,158600.0,4,65,N,2,2,2,2,26,96,19658
26-02702,70,2,1,0,1,0,2,1,1,3656.836882661361,7970,11,11,70090.0,7,394,N,2,2,2,2,91,153,1673
19-01700,84,1,1,0,2,1,3,1,0,3357.192892300881,7670,6,10,119000.0,5,395,N,2,2,2,2,289,88,11639
24-01004,80,1,1,0,1,0,N,1,1,3884.626130522956,9490,15,10,389000.0,7,147,N,2,2,2,2,196,112,6668
32-00405,80,1,2,0,1,0,N,1,1,3248.198808170846,N,N,8,-9000.0,0,280,N,2,1,2,2,33,125,19344
