,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
56,2,1,2,1,9,0,17-03529,43,0,N,N,2
57,1,6,2,2,3,0,30-00600,50,1,3,501,2
58,2,6,2,2,N,0,26-02702,30,2,N,488,2
59,2,1,2,1,8,0,06-07502,49,0,2,501,2
60,1,1,1,2,N,2,17-03529,1,3,2,501,2
61,1,1,2,2,N,0,32-00405,25,3,N,N,2
62,1,4,2,1,6,0,36-04010,13,2,2,501,2
63,1,N,8,2,N,0,08-00803,40,0,N,213,2
64,1,6,1,1,3,0,13-04600,67,0,2,0,2
65,2,N,3,1,7,0,19-01700,65,0,3,226,2
66,2,3,1,1,9,0,38-00100,21,N,8,484,2
67,1,2,2,1,4,0,28-01100,59,0,2,0,2
68,1,6,2,1,6,0,51-51255,6,0,3,370,2
69,1,1,1,1,6,0,06-07502,82,0,4,501,2
70,2,3,2,1,9,0,01-01301,30,N,2,124,2
71,2,6,2,2,N,4,30-00600,45,2,4,501,2
72,1,2,1,2,9,0,17-03529,85,N,3,393,2
73,1,N,2,1,0,0,26-02702,25,0,N,501,2
74,1,6,1,1,1,0,32-00405,76,0,7,501,2
75,2,6,2,2,4,0,24-01004,64,0,3,83,2
76,1,N,1,1,5,0,06-08507,19,2,N,147,2
77,2,6,2,0,0,0,24-01004,73,0,4,165,2
78,1,1,1,2,6,1,06-07502,69,0,N,38,2
79,1,6,1,1,N,0,51-01301,32,0,N,101,2
80,2,1,1,2,8,0,26-02702,10,1,2,231,2
81,1,N,6,1,1,0,19-01700,50,0,3,501,2
82,1,1,1,2,7,0,36-03710,21,N,2,501,2
83,1,1,1,2,0,4,19-01700,2,1,2,362,2
84,1,3,6,1,3,0,19-01700,46,0,6,501,2
85,1,1,1,2,0,0,24-01004,72,2,5,328,2
86,2,1,1,1,2,0,24-01004,72,0,4,136,2
87,1,6,2,1,0,0,51-51255,64,0,8,489,2
88,2,6,1,2,0,0,28-01100,52,0,N,93,2
89,1,6,2,1,7,0,30-00600,1,3,3,220,2
90,2,1,1,1,N,0,17-03529,18,0,7,58,2
91,1,N,1,2,3,3,06-07502,17,0,2,103,2
92,2,N,8,2,2,0,30-00600,14,2,2,501,2
93,1,1,1,2,N,0,06-07502,42,4,6,363,2
94,1,4,1,0,0,0,17-03529,48,0,N,7,2
95,1,4,2,1,0,0,26-02702,32,2,2,501,2
96,2,1,1,1,6,0,06-08507,11,0,2,0,2
97,1,1,1,2,8,0,06-07502,50,0,5,146,2
98,1,3,1,2,2,0,08-00803,20,N,4,99,2
99,1,N,1,1,5,0,19-01700,12,2,4,501,2
100,2,6,2,1,N,4,38-00100,61,0,N,501,2
101,1,1,1,1,9,0,29-01901,64,1,2,501,2
102,2,N,6,1,9,0,40-00200,57,0,4,501,2
103,1,6,1,1,3,0,38-00100,29,2,2,71,1
104,1,1,1,1,9,0,38-00100,82,0,N,473,2
105,1,6,2,2,6,0,19-01700,60,0,5,501,2
106,1,1,2,1,7,0,26-02702,37,2,2,501,2
107,1,4,1,2,4,0,06-08507,80,1,4,345,2
108,1,6,1,2,9,0,06-08507,36,3,5,193,2
109,2,1,2,1,8,0,17-03529,32,0,2,242,2
110,1,N,2,1,5,0,13-04600,26,4,2,267,2
111,2,6,9,1,9,0,29-01901,33,0,4,244,2
112,2,1,1,1,9,0,29-01901,6,2,N,6,2
113,2,1,1,1,5,0,28-01100,63,N,3,353,2
114,2,1,1,1,0,0,19-01700,34,0,4,501,2
115,2,1,1,1,9,0,51-51255,79,1,2,501,2
116,1,6,8,0,1,0,01-01301,30,1,5,324,2
117,2,3,1,2,N,4,24-01004,51,0,5,274,2
118,2,1,1,2,6,4,01-01301,44,2,N,501,2
119,2,1,2,1,4,0,06-07502,33,N,2,468,2
120,1,6,1,2,5,0,51-01301,21,0,4,348,2
121,1,4,2,1,N,0,32-00405,65,0,2,455,2
122,1,1,1,1,4,0,40-00200,70,0,N,186,2
123,1,1,1,1,2,0,01-01301,46,1,4,408,2
124,2,1,2,1,8,0,29-01901,94,0,N,N,2
125,1,1,1,1,8,0,40-00200,81,0,2,402,2
126,1,4,2,2,2,0,13-04600,10,3,3,501,2
127,1,6,2,1,9,0,24-01004,39,1,2,501,2
128,1,6,2,1,9,0,19-01700,28,0,N,74,2
129,1,N,3,1,4,0,06-08507,80,2,5,88,2
130,2,6,1,1,7,0,28-01100,54,0,3,147,2
131,1,6,6,2,6,0,19-01700,65,0,N,223,2
132,2,1,1,1,6,0,24-01004,34,2,4,501,2
133,2,1,2,1,8,0,28-01100,9,N,4,501,2
134,1,6,1,1,3,0,36-03710,3,1,N,501,2
135,2,6,1,1,9,0,01-01301,63,0,3,101,2
136,2,4,1,2,5,0,28-01100,37,0,4,250,2
137,1,6,1,0,0,1,17-03531,18,0,7,211,2
138,2,1,8,1,9,0,19-01700,3,2,6,440,2
139,2,4,2,2,0,2,08-00803,45,N,N,43,2
140,2,3,1,1,N,0,17-03529,29,2,3,501,2
141,2,6,6,2,4,0,38-00100,64,0,2,378,2
142,2,1,1,1,8,0,24-01004,34,0,4,501,2
143,2,1,6,1,9,0,24-01004,9,2,2,501,2
144,2,1,1,1,2,0,40-00200,69,0,3,501,2
145,2,1,1,1,5,0,30-00600,71,0,3,115,2
146,2,3,1,1,4,0,08-00803,32,0,6,118,2
147,2,3,2,1,2,0,06-07502,9,3,N,N,2
148,1,6,1,2,2,0,13-04600,67,0,2,501,2
149,1,1,8,2,N,0,32-00405,28,0,4,501,2
150,1,6,2,2,N,0,28-01100,15,N,N,168,2
151,2,3,2,2,4,4,38-00100,60,0,4,501,2
152,1,1,2,1,N,0,40-00200,84,0,N,38,2
153,2,N,9,2,2,0,17-03529,16,N,2,501,2
154,1,N,1,1,0,0,08-00803,7,0,3,314,2
155,1,1,2,1,N,0,13-04600,26,0,3,167,2
156,1,1,1,1,9,0,28-01100,76,0,5,501,2
157,1,6,2,1,N,0,38-00100,53,0,2,256,2
158,2,3,1,1,3,0,17-03531,38,1,2,501,2
159,1,6,2,2,2,0,24-01004,66,0,2,233,2
160,2,6,2,1,9,0,36-04010,9,0,N,280,2
161,2,6,2,2,3,0,51-51255,50,0,4,454,2
162,1,1,8,1,N,0,28-01100,67,0,N,501,2
163,1,3,1,2,2,2,38-00100,20,6,4,212,2
164,2,4,1,1,9,0,51-51255,2,0,6,141,2
165,1,N,1,1,9,0,17-03529,0,1,4,489,2
166,1,6,1,1,N,0,24-01004,16,2,3,6,2
167,1,1,1,1,8,0,28-01100,44,0,3,501,2
168,1,N,9,1,2,0,13-04600,54,1,5,501,2
169,1,1,1,1,2,0,17-03531,71,0,2,303,2
170,1,N,9,1,N,0,28-01100,27,0,5,76,2
171,2,6,1,2,7,2,51-01301,11,1,N,76,2
172,1,1,1,1,N,0,13-04600,73,0,3,501,2
173,1,1,9,2,N,0,32-00405,19,0,3,501,2
174,1,N,1,1,6,0,32-00405,64,0,5,283,2
175,1,6,5,1,5,0,17-03531,16,1,6,7,2
176,2,1,1,1,3,0,51-01301,49,5,3,501,2
177,1,6,1,1,2,0,29-01901,6,0,4,216,2
178,2,1,1,2,0,0,17-03529,66,0,3,256,2
179,2,6,1,2,2,0,29-01901,29,0,4,501,2
180,1,1,1,0,4,0,30-00600,4,2,N,N,2
181,1,N,2,1,0,0,40-00200,57,0,N,N,2
182,2,1,1,2,0,0,32-00405,21,0,3,N,2
183,2,6,2,1,3,0,30-00600,12,0,2,71,1
184,1,1,1,2,8,0,51-51255,58,0,4,80,2
185,1,6,2,2,9,4,17-03531,66,0,3,263,2
186,2,6,2,1,2,0,30-00600,25,N,7,132,2
187,1,1,2,1,9,0,29-01901,19,N,N,172,2
188,1,6,1,1,8,0,30-00600,77,0,N,128,2
189,1,1,1,1,0,0,19-01700,63,0,N,501,2
190,1,1,2,1,N,0,38-00100,10,3,3,232,2
191,2,1,2,1,1,0,29-01901,53,0,2,228,2
192,2,4,1,0,1,0,30-00600,59,0,N,220,2
193,1,N,1,1,N,0,40-00200,49,0,2,501,2
194,2,3,1,2,2,0,06-08507,71,0,4,136,2
195,2,1,2,1,6,0,38-00100,18,0,6,72,2
196,2,1,1,1,2,0,24-01004,39,1,6,181,2
197,2,6,2,1,8,0,19-01700,43,0,5,0,2
198,2,3,1,2,1,0,19-01700,86,0,5,334,2
199,1,1,1,1,6,0,30-00600,3,1,2,308,2
200,1,1,1,1,N,1,13-04600,80,0,3,188,2
201,1,N,1,1,N,3,32-00405,93,0,4,501,2
202,1,4,1,2,8,0,01-01301,17,0,4,488,2
203,2,4,1,1,0,0,13-04600,59,0,N,501,2
204,2,6,1,2,N,0,38-00100,85,0,3,501,2
205,2,3,1,1,1,0,38-00100,34,0,5,501,2
206,2,1,6,1,3,0,06-08507,5,1,8,492,2
207,1,N,2,1,N,0,08-00803,23,0,N,501,2
208,1,6,4,2,2,0,26-02702,30,1,3,501,2
209,1,N,1,2,0,0,40-00200,43,3,N,N,2
210,2,3,8,1,4,0,51-51255,40,0,2,166,2
211,1,N,2,1,7,4,17-03529,21,0,N,N,2
212,2,3,2,1,0,0,19-01700,86,2,5,247,2
213,1,1,1,2,2,0,08-00803,36,N,5,64,2
214,2,6,1,2,0,0,36-04010,50,1,4,240,2
215,2,1,9,1,9,0,28-01100,52,0,2,344,2
216,1,2,2,2,4,0,51-01301,33,5,N,367,2
217,1,1,1,1,1,0,51-01301,26,0,N,N,2
218,2,1,1,0,0,0,08-00803,43,5,7,218,2
219,1,1,2,1,9,0,26-02702,66,0,N,113,2
220,2,6,1,1,6,0,06-08507,11,2,N,501,2
221,1,1,1,1,7,0,17-03529,62,0,6,501,2
222,1,1,1,1,0,0,17-03529,20,0,N,150,2
223,2,1,1,1,9,0,32-00405,51,1,2,227,2
224,1,6,1,1,N,0,40-00200,31,3,4,129,2
225,2,N,1,2,6,0,38-00100,23,0,4,501,2
226,1,1,1,1,4,0,32-00405,35,0,4,501,2
227,1,6,2,2,2,0,51-01301,32,1,4,69,2
228,2,1,1,1,5,1,30-00600,61,0,2,501,2
229,2,1,1,1,N,0,30-00600,31,0,3,470,2
230,2,1,1,1,3,0,26-02702,69,0,5,501,2
231,2,1,6,1,9,0,51-51255,16,0,5,201,2
232,2,N,2,1,7,0,38-00100,70,0,N,501,2
233,1,6,1,1,5,0,40-00200,53,0,2,501,2
234,1,6,2,1,0,0,51-51255,15,1,8,225,2
235,1,N,1,2,9,0,32-00405,27,0,4,501,2
236,1,N,2,2,3,0,30-00600,0,0,2,501,2
237,1,4,2,1,9,0,19-01700,60,0,3,83,2
238,2,6,1,0,2,2,17-03531,60,0,3,501,2
239,2,1,2,1,6,0,38-00100,32,0,4,501,2
240,2,1,1,1,9,0,51-01301,73,0,2,105,2
241,2,1,1,1,9,0,17-03529,31,0,6,393,2
242,1,N,2,2,9,1,24-01004,72,0,4,455,2
243,2,6,1,1,7,0,38-00100,56,0,5,501,2
244,1,6,1,1,4,0,38-00100,90,0,N,346,2
245,2,1,2,2,0,2,30-00600,1,1,2,501,2
246,1,6,1,2,6,0,30-00600,11,2,N,0,2
247,2,6,2,1,N,0,26-02702,4,2,5,274,2
248,2,N,1,0,2,0,38-00100,36,1,N,N,2
249,2,1,1,1,N,0,06-07502,66,0,3,501,2
250,1,1,1,1,7,0,30-00600,45,0,N,N,2
251,1,6,1,2,3,4,51-51255,46,2,2,501,2
252,1,1,1,2,4,0,24-01004,17,2,6,33,2
253,1,6,6,1,6,0,06-07502,9,0,3,394,2
254,2,4,1,1,2,0,24-01004,26,0,3,501,2
255,1,1,6,2,N,0,38-00100,31,0,4,501,2
256,1,N,1,1,N,0,51-51255,60,0,N,N,2
257,1,6,1,1,1,0,24-01004,79,0,5,501,2
258,2,1,1,2,N,0,01-01301,3,3,2,501,2
259,2,N,1,1,7,0,06-07502,49,0,2,230,2
260,2,1,1,1,4,0,51-51255,52,0,3,291,2
261,1,5,2,2,3,0,13-04600,27,N,2,137,2
262,1,N,8,1,9,0,51-01301,51,1,2,501,2
263,2,N,1,1,8,0,08-00803,1,2,4,501,2
264,2,N,3,1,5,1,26-02702,29,0,N,106,2
265,1,1,1,2,2,0,13-04600,19,2,3,501,2
266,1,1,1,1,N,0,40-00200,54,0,2,71,1
267,2,N,1,1,6,0,30-00600,8,2,2,364,2
268,1,N,8,1,3,1,38-00100,51,0,4,501,2
269,2,1,1,1,9,0,36-03710,60,0,N,186,2
270,1,5,6,1,8,0,26-02702,29,0,3,208,2
271,1,N,1,1,9,0,08-00803,19,N,4,501,2
272,2,4,2,2,8,0,26-02702,56,N,2,316,2
273,2,3,1,1,8,0,38-00100,49,0,N,101,2
274,2,6,9,1,6,0,06-08507,39,2,N,67,2
275,1,1,1,1,5,0,06-08507,52,1,4,303,2
276,2,3,1,1,0,1,32-00405,73,0,4,124,2
277,1,6,1,2,7,0,30-00600,33,2,2,144,2
278,1,1,1,1,6,0,24-01004,73,0,2,501,2
279,2,3,1,1,4,0,19-01700,77,0,3,N,2
280,2,1,1,1,N,0,30-00600,11,3,N,501,2
281,1,6,1,1,6,0,32-00405,45,2,3,49,2
282,1,N,1,1,N,0,24-01004,37,2,3,118,2
283,2,2,6,2,2,0,08-00803,49,0,N,116,2
284,1,N,2,1,7,0,26-02702,31,0,N,0,2
285,1,1,2,1,N,0,06-07502,15,4,5,324,2
286,1,6,2,2,6,0,40-00200,48,0,N,501,2
287,1,1,1,1,N,0,24-01004,17,1,2,501,2
288,1,6,1,1,N,0,51-51255,59,0,N,501,2
289,2,1,1,1,5,0,24-01004,27,0,2,275,2
290,1,N,3,1,8,0,30-00600,5,3,5,233,2
291,1,6,1,2,N,0,51-51255,0,1,3,157,2
292,2,1,1,1,8,0,26-02702,67,0,2,501,2
293,1,1,1,2,4,0,13-04600,38,3,2,30,2
294,1,6,1,2,N,0,24-01004,17,2,4,501,2
295,2,N,2,1,2,0,06-08507,51,2,3,187,2
296,1,3,9,1,9,0,40-00200,49,0,2,501,2
297,1,2,1,1,7,0,24-01004,45,1,4,501,2
298,1,5,2,0,0,0,38-00100,58,0,2,501,2
299,2,3,1,1,6,0,29-01901,4,0,6,0,2
300,1,1,2,1,6,0,30-00600,57,0,N,501,2
301,2,6,1,1,9,0,51-51255,4,2,N,501,2
302,1,6,9,2,7,0,38-00100,24,0,3,501,2
303,2,N,1,2,6,0,24-01004,62,0,3,501,2
304,1,6,9,1,N,0,32-00405,9,0,5,501,2
305,2,6,3,1,8,0,24-01004,47,3,3,501,2
306,2,6,1,2,8,0,08-00803,31,0,N,N,2
307,2,1,1,2,2,0,36-03710,44,0,4,466,2
308,2,1,6,1,8,4,24-01004,64,2,4,48,2
309,1,1,1,2,9,0,38-00100,48,2,4,501,2
310,1,1,2,0,0,0,19-01700,54,5,4,501,2
311,2,4,1,2,7,0,06-08507,61,0,4,43,2
312,2,1,1,1,9,0,17-03531,32,0,5,488,2
313,1,6,8,2,0,0,36-04010,71,0,3,501,2
314,1,6,1,1,0,0,19-01700,37,5,N,88,2
315,2,5,9,1,9,0,32-00405,64,0,4,501,2
316,2,1,6,1,N,0,01-01301,66,0,2,178,2
317,1,N,1,1,9,0,38-00100,41,3,N,193,2
318,1,1,1,2,8,0,08-00803,62,0,N,407,2
319,1,6,3,1,8,0,36-03710,13,N,3,501,2
320,1,N,1,2,3,0,24-01004,1,0,N,N,2
321,1,4,1,2,1,0,26-02702,8,0,2,501,2
322,1,6,2,1,0,0,13-04600,31,0,N,501,2
323,2,N,1,2,2,0,40-00200,49,0,5,501,2
324,1,1,1,1,7,0,26-02702,18,N,2,501,2
325,2,3,1,1,4,0,36-03710,17,N,N,N,2
326,1,6,6,1,7,0,30-00600,15,1,N,N,2
327,1,6,1,1,N,0,28-01100,48,N,N,N,2
328,1,1,6,1,N,0,36-03710,4,1,N,63,2
329,1,1,6,0,3,0,36-04010,41,0,5,61,2
330,2,2,2,2,3,0,38-00100,72,0,5,501,2
331,2,1,1,2,6,0,32-00405,38,0,4,144,2
332,2,1,1,1,6,0,51-51255,61,0,4,501,2
333,1,4,2,2,4,0,13-04600,6,5,4,488,2
334,1,N,6,1,1,0,01-01301,44,0,N,501,2
335,1,N,2,1,9,0,29-01901,19,N,N,501,2
336,1,1,2,1,9,0,38-00100,82,0,2,98,2
337,2,6,2,2,N,0,08-00803,63,0,N,404,2
338,2,N,1,2,0,0,38-00100,74,0,N,75,2
339,1,5,2,2,2,2,19-01700,28,0,N,434,2
340,1,1,1,2,2,2,38-00100,40,3,6,387,2
341,2,6,6,1,8,0,51-01301,23,0,3,287,2
342,2,6,2,1,5,4,24-01004,56,2,N,501,2
343,2,6,9,1,3,0,38-00100,55,0,N,324,2
344,1,1,1,1,0,0,24-01004,77,0,N,501,2
345,1,4,6,1,8,0,29-01901,68,0,5,501,2
346,1,1,1,2,N,0,06-08507,66,0,3,501,2
347,2,N,1,1,N,0,40-00200,15,2,5,442,2
348,1,N,8,1,4,0,36-04010,23,0,N,501,2
349,1,1,1,2,6,0,17-03529,71,0,N,501,2
350,1,2,1,1,6,0,26-02702,18,3,3,174,2
351,2,3,1,2,1,0,29-01901,19,N,3,65,2
352,1,1,1,1,0,0,24-01004,48,1,2,363,2
353,1,4,1,1,N,0,19-01700,63,0,N,63,2
354,2,3,1,1,5,0,36-03710,21,N,N,N,2
355,1,1,1,1,0,0,36-04010,5,0,2,501,2
356,2,1,2,1,N,0,40-00200,63,0,4,139,2
357,2,N,2,1,9,0,24-01004,32,0,N,78,1
358,2,N,1,2,3,0,17-03531,61,0,N,280,2
359,1,6,2,1,4,0,26-02702,56,0,N,226,2
360,1,1,9,2,7,0,06-08507,82,0,4,350,2
361,1,2,1,2,N,4,51-51255,42,0,N,338,2
362,1,6,2,2,2,0,06-08507,35,1,2,501,2
363,1,6,2,1,N,0,24-01004,26,0,N,73,2
364,2,N,1,2,9,0,06-08507,53,0,5,213,2
365,2,6,1,1,2,0,51-01301,77,0,2,501,2
366,1,6,9,2,4,0,32-00405,75,2,3,150,2
367,2,N,3,1,3,0,19-01700,6,2,2,501,2
368,1,6,2,1,7,0,38-00100,26,0,5,342,2
369,1,6,1,0,1,0,24-01004,15,1,N,501,2
370,1,6,1,2,5,0,06-08507,52,0,2,501,2
371,2,3,2,2,N,2,24-01004,62,0,2,501,2
372,1,1,1,1,1,0,51-01301,5,2,4,73,2
373,2,6,6,1,N,0,38-00100,51,3,3,220,2
374,2,1,1,1,4,0,08-00803,1,2,6,429,2
375,2,6,1,1,9,0,30-00600,0,4,4,300,2
376,2,2,1,1,0,0,24-01004,63,0,3,393,2
377,1,3,1,1,4,0,38-00100,4,1,3,501,2
378,2,N,1,1,4,0,30-00600,68,0,9,415,2
379,1,4,1,1,4,0,38-00100,41,0,3,501,2
380,2,1,1,0,3,0,08-00803,88,3,2,364,2
381,1,1,2,1,5,0,17-03529,43,1,5,501,2
382,1,1,1,1,9,0,36-04010,34,1,N,N,2
383,2,6,1,1,6,0,51-01301,33,0,4,227,2
384,2,6,1,1,N,0,40-00200,85,0,2,501,2
385,1,6,9,1,0,0,24-01004,42,1,5,338,2
386,1,1,2,1,6,0,51-51255,45,0,2,501,2
387,1,2,1,0,4,0,24-01004,77,0,N,150,2
388,1,6,1,1,9,0,36-03710,60,0,N,190,2
389,2,1,1,1,4,1,06-08507,62,2,N,501,2
390,2,4,1,1,9,0,32-00405,60,0,3,501,2
391,1,3,1,2,4,0,51-01301,3,0,2,278,2
392,1,1,2,1,N,0,19-01700,0,2,2,121,1
393,1,1,2,1,7,0,32-00405,54,N,N,101,2
394,1,1,1,1,9,0,26-02702,20,1,N,0,2
395,1,6,1,1,9,0,40-00200,65,0,2,501,2
396,2,1,2,1,6,0,19-01700,12,2,3,394,2
397,2,3,1,2,N,2,28-01100,2,2,4,501,2
398,2,1,1,2,3,0,13-04600,18,N,N,N,2
399,2,6,1,1,8,0,08-00803,53,0,N,57,2
400,2,3,8,1,N,0,30-00600,62,0,3,276,2
401,1,1,1,2,3,4,28-01100,4,0,N,128,2
402,2,1,2,1,7,4,38-00100,23,0,7,396,2
403,1,6,1,0,0,0,19-01700,14,2,N,501,2
404,2,N,2,1,9,0,06-08507,11,2,4,501,2
405,2,N,8,1,4,0,38-00100,67,0,4,501,2
406,2,1,1,1,2,0,30-00600,9,5,N,501,2
407,2,6,1,2,3,0,01-01301,18,N,2,166,2
408,1,N,8,1,0,0,51-01301,22,0,4,176,2
409,2,6,2,1,7,4,36-03710,52,0,2,501,2
410,2,6,1,1,4,0,08-00803,25,0,8,123,2
411,2,1,1,2,8,0,08-00803,24,0,3,501,2
412,1,1,1,1,6,0,28-01100,9,N,2,501,2
413,2,4,2,0,0,0,19-01700,35,5,2,501,2
414,1,N,2,1,3,0,36-04010,83,0,N,N,2
415,1,N,1,1,4,0,32-00405,18,0,N,N,2
416,2,6,1,1,0,0,36-04010,23,0,4,501,2
417,1,N,2,1,N,0,19-01700,29,0,4,501,2
418,1,N,6,0,2,0,17-03531,37,0,2,177,2
419,2,N,1,1,2,0,13-04600,17,3,6,141,2
420,1,1,1,2,N,0,51-51255,34,0,N,0,2
421,2,6,3,2,8,0,30-00600,61,0,3,501,2
422,1,1,6,2,6,0,06-07502,15,4,3,227,2
423,2,6,2,0,0,1,30-00600,1,1,6,177,2
424,1,N,1,2,0,0,32-00405,8,4,2,501,2
425,2,4,1,2,3,0,38-00100,61,0,2,501,2
426,2,6,1,1,3,0,29-01901,50,0,2,501,2
427,1,6,2,1,N,0,24-01004,55,0,4,258,2
428,1,6,2,2,7,0,51-51255,0,1,4,345,2
429,2,6,2,1,7,0,08-00803,32,2,4,501,2
430,1,1,2,2,7,0,30-00600,0,1,3,109,2
431,2,N,1,1,2,0,38-00100,13,2,7,194,2
432,2,N,9,0,7,0,17-03529,53,1,6,4,2
433,1,1,9,1,7,0,38-00100,23,1,7,289,2
434,1,1,2,1,6,0,36-03710,59,3,N,501,2
435,1,1,6,1,N,0,24-01004,44,1,6,336,2
436,2,1,1,2,8,0,17-03531,74,4,2,128,2
437,2,N,8,2,3,0,01-01301,58,0,N,501,2
438,2,1,1,2,1,0,51-01301,42,0,3,501,2
439,1,6,6,1,9,0,17-03531,74,0,4,240,2
440,2,5,2,1,N,1,51-51255,10,3,N,370,2
441,1,6,1,1,N,0,38-00100,10,N,3,458,2
442,2,1,6,2,5,0,26-02702,19,2,3,501,2
443,2,N,9,1,9,0,19-01700,14,1,N,106,2
444,1,6,2,1,N,0,26-02702,29,3,N,365,2
445,2,6,1,1,1,0,13-04600,74,3,2,501,2
446,1,2,2,2,4,0,51-51255,37,3,N,501,2
447,2,3,2,2,1,0,26-02702,38,2,2,501,2
448,1,4,2,2,4,0,17-03529,62,0,3,501,2
449,1,1,1,2,3,0,36-04010,72,0,N,77,2
450,2,1,1,2,N,1,24-01004,77,0,N,501,2
451,1,4,1,1,9,0,51-51255,53,0,4,501,2
452,1,6,6,1,9,0,40-00200,49,0,N,501,2
453,2,N,9,0,0,0,32-00405,17,2,N,N,2
454,2,1,1,2,6,0,51-01301,25,0,2,501,2
455,1,6,1,1,3,0,08-00803,48,2,N,N,2
456,1,6,1,1,7,0,26-02702,49,0,N,501,2
457,2,3,2,1,6,0,36-03710,20,0,3,243,2
458,2,4,1,2,2,0,38-00100,74,0,9,86,2
459,2,N,1,2,6,0,36-04010,83,4,4,501,2
460,1,N,1,1,5,0,19-01700,6,1,4,126,2
461,1,6,1,2,0,1,19-01700,70,0,3,85,2
462,1,1,1,1,9,0,17-03529,55,0,2,273,2
463,2,4,2,0,0,0,06-07502,47,0,2,501,2
464,1,1,6,1,5,0,38-00100,79,0,2,362,2
465,2,4,1,1,N,0,24-01004,50,1,N,43,2
466,1,1,9,1,9,0,06-07502,75,0,N,22,2
467,1,4,3,2,N,0,19-01700,70,0,5,501,2
468,2,1,1,1,7,0,40-00200,45,0,3,501,2
469,2,N,1,2,3,4,06-08507,68,0,N,0,2
470,2,1,1,2,4,2,19-01700,19,N,5,501,2
471,1,3,1,2,1,0,38-00100,35,2,N,323,2
472,1,N,2,1,6,0,29-01901,68,N,3,169,2
473,2,6,2,1,9,0,36-04010,72,0,2,404,2
474,2,6,2,0,2,0,13-04600,86,0,2,431,2
475,2,N,9,1,8,0,26-02702,16,0,4,501,2
476,2,N,2,2,2,0,30-00600,8,2,N,8,2
477,2,N,2,1,9,0,38-00100,88,2,3,262,2
