,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
193,0,9,N,1,1,1,N,N,1
194,50,6,6,1,1,1,N,4,5
195,37,8,1,2,1,2,N,N,3
196,29,1,1,1,1,1,N,9,9
197,45,1,1,2,1,1,N,N,3
198,63,1,1,1,2,0,N,N,3
199,38,6,1,1,1,1,N,0,5
200,19,1,6,1,3,0,N,3,11
201,43,7,1,1,1,2,N,3,7
202,4,1,N,2,1,1,N,N,3
203,6,2,N,2,1,1,N,8,11
204,76,1,1,1,1,2,N,3,5
205,28,8,6,1,1,1,N,4,10
206,82,1,4,1,1,2,N,3,5
207,47,2,1,2,1,1,N,3,10
208,24,1,6,2,1,2,N,8,11
209,93,6,4,2,1,1,N,8,12
210,63,2,6,2,1,1,N,N,3
211,75,1,1,2,1,1,N,3,5
212,61,2,2,2,1,2,N,N,3
213,64,2,1,2,1,1,N,5,9
214,35,1,6,1,1,1,N,3,7
215,63,1,6,2,1,1,N,0,9
216,42,8,2,2,1,2,N,N,2
217,56,1,3,2,1,1,N,9,9
218,20,2,6,2,1,2,N,9,10
219,74,2,3,2,1,1,N,7,9
220,37,2,6,1,1,2,N,7,1
221,2,9,N,1,1,1,N,1,7
222,32,1,6,1,1,2,N,6,9
223,18,1,6,2,1,1,N,N,3
224,40,3,1,1,1,1,N,N,3
225,12,1,N,1,1,2,N,1,9
226,45,1,4,1,1,2,N,5,5
227,5,1,N,2,1,1,N,0,7
228,16,1,6,1,2,0,N,4,9
229,18,8,6,2,1,1,N,0,4
230,35,1,6,1,1,1,N,0,8
231,14,1,N,2,1,2,N,0,5
232,53,2,6,2,1,1,N,9,9
233,68,1,1,2,1,1,N,9,9
234,71,1,1,1,1,1,N,1,4
235,38,1,6,2,1,1,N,N,N
236,4,1,N,2,1,2,N,7,9
237,48,1,1,2,1,2,N,3,9
238,10,6,N,1,1,2,N,4,5
239,2,2,N,2,3,0,N,4,9
240,17,2,4,2,1,1,N,3,6
241,16,2,6,1,1,1,N,3,5
242,36,1,1,1,1,1,N,0,4
243,64,1,1,1,1,2,N,7,7
244,63,2,1,2,1,2,N,4,7
245,93,2,6,2,2,0,N,4,7
246,57,3,1,1,1,1,N,5,10
247,68,1,1,1,3,0,N,N,N
248,26,1,N,1,1,1,N,0,5
249,18,1,6,1,1,2,N,N,3
250,68,3,1,2,1,1,N,2,5
251,37,2,6,2,1,2,N,0,4
252,29,1,1,2,1,2,N,8,5
253,43,1,1,2,1,2,N,N,1
254,61,2,6,2,1,1,N,9,9
255,41,1,1,2,1,2,N,N,2
256,30,1,1,1,1,2,N,N,1
257,13,6,N,2,1,1,N,7,8
258,19,1,6,2,1,1,N,N,3
259,31,1,6,2,1,1,N,9,9
260,36,2,6,1,1,1,N,N,2
261,22,6,6,2,1,1,N,1,10
262,18,2,6,1,1,1,N,0,12
263,48,1,2,2,3,0,N,N,1
264,30,1,6,1,1,1,N,N,2
265,94,6,1,2,1,1,N,5,9
266,9,3,N,1,1,2,N,8,9
267,17,1,1,1,1,1,N,9,9
268,25,3,6,2,1,1,N,3,5
269,27,1,1,2,1,2,N,6,5
270,56,2,6,2,1,2,N,8,10
271,59,1,4,1,1,1,N,4,7
272,53,2,4,1,1,1,N,3,6
273,39,1,1,2,1,1,N,4,9
274,40,2,1,2,1,2,N,5,9
275,65,2,6,1,1,2,N,2,12
276,36,1,1,2,1,1,N,N,3
277,44,1,1,2,1,2,N,9,9
278,74,2,2,2,1,2,N,0,7
279,60,1,1,2,1,1,N,8,12
280,9,2,N,1,1,1,N,0,7
281,77,1,1,1,1,2,N,2,7
282,3,2,N,2,1,1,N,3,6
283,57,2,1,2,1,2,N,N,11
284,37,1,6,2,1,2,N,5,9
285,30,1,3,1,1,2,N,6,8
286,73,1,4,2,1,1,N,8,4
287,56,1,1,2,1,2,N,6,10
288,61,1,1,2,1,2,N,2,10
289,42,1,6,1,1,1,N,2,4
290,59,1,1,2,1,1,N,6,7
291,32,1,1,1,1,1,N,0,5
292,26,9,1,1,1,2,N,N,2
293,23,1,6,1,1,1,N,7,4
294,59,6,2,1,1,1,N,7,9
295,3,9,N,1,1,2,N,3,6
296,56,1,1,1,1,1,N,9,10
297,49,1,1,2,1,2,N,1,4
298,21,1,6,2,1,1,N,5,7
299,14,6,N,1,1,1,N,N,3
300,68,1,1,2,1,1,N,7,10
301,10,2,N,1,2,0,N,9,5
302,10,1,N,1,1,1,N,N,N
303,9,1,N,1,3,0,N,0,4
304,42,2,6,2,1,1,N,N,3
305,4,1,N,1,1,1,N,9,7
306,19,1,6,1,1,2,N,6,9
307,10,1,N,1,1,2,N,N,3
308,36,2,1,1,1,2,N,0,11
309,40,3,6,2,1,2,N,9,10
310,24,6,6,1,1,1,N,7,10
311,29,2,2,2,1,1,N,6,9
312,19,1,6,1,1,1,N,1,7
313,32,1,1,1,3,0,N,8,11
314,77,1,1,2,1,1,N,9,9
315,68,2,1,2,1,2,N,8,5
316,52,2,5,1,1,1,N,4,10
317,43,1,4,2,1,1,N,N,3
318,8,1,N,1,1,2,N,N,1
319,4,8,N,1,1,2,N,8,9
320,70,1,1,2,1,2,N,0,7
321,59,1,1,1,1,1,N,6,8
322,30,1,3,2,1,1,N,0,5
323,48,6,1,2,1,1,N,7,5
324,54,1,1,2,1,1,N,6,7
325,21,1,6,1,1,1,N,9,10
326,32,1,1,1,1,1,N,4,8
327,34,1,1,2,1,1,N,4,10
328,62,2,6,2,1,1,N,0,5
329,12,2,N,1,1,1,N,5,11
330,39,2,3,1,1,2,N,7,5
331,71,1,1,1,1,1,N,0,4
332,75,6,4,1,1,1,N,3,1
333,23,2,6,1,2,0,N,3,4
334,22,1,6,2,2,0,N,9,9
335,18,1,6,1,1,2,N,9,9
336,51,1,1,1,1,1,N,2,7
337,17,1,6,2,1,1,N,0,9
338,57,1,4,2,1,1,N,7,5
339,78,2,6,2,1,1,N,N,2
340,24,3,1,1,1,2,N,N,3
341,72,1,1,1,1,2,N,8,12
342,76,1,4,1,1,1,N,N,3
343,15,2,6,2,1,2,N,5,7
344,71,1,1,2,1,2,N,9,12
345,71,1,1,2,1,2,N,3,7
346,71,1,1,1,1,2,N,0,4
347,24,2,6,1,1,1,N,0,10
348,25,1,6,2,1,1,N,1,9
349,24,2,6,2,1,2,N,1,9
350,34,2,6,2,1,1,N,5,7
351,25,5,6,2,1,1,N,8,9
352,79,1,1,2,1,1,N,8,10
353,70,6,6,2,1,1,N,2,7
354,52,1,1,2,1,1,5,8,9
355,77,1,3,2,1,1,N,9,11
356,37,9,6,2,1,1,N,2,10
357,20,1,6,2,1,1,N,0,7
358,13,3,N,1,1,1,N,9,11
359,38,1,6,1,1,1,N,9,9
360,28,6,1,1,1,1,N,1,8
361,76,2,5,1,1,1,N,2,3
362,29,1,1,2,1,1,N,8,6
363,13,2,N,1,1,1,N,N,3
364,62,1,6,2,1,1,N,9,7
365,64,2,1,1,1,2,N,9,12
366,50,1,1,1,1,1,N,3,7
367,59,1,1,2,1,1,N,7,7
368,45,1,1,2,3,0,N,6,5
369,9,1,N,1,2,0,N,N,2
370,54,1,1,2,1,1,N,3,7
371,71,1,1,2,1,1,N,2,5
372,42,1,1,2,1,2,N,1,4
373,69,1,1,1,1,1,N,0,4
374,17,1,6,1,2,0,N,N,3
375,63,1,1,1,1,2,N,N,3
376,49,2,5,1,1,1,N,8,9
377,4,1,N,2,1,2,N,N,1
378,27,1,6,2,1,1,N,3,7
379,28,2,6,1,1,1,N,N,3
380,41,1,1,2,1,1,N,N,3
381,30,2,6,1,1,1,N,7,4
382,59,1,2,1,1,1,5,9,12
383,48,1,1,2,1,2,N,4,N
384,55,2,6,2,1,1,N,3,9
385,31,8,6,2,1,1,N,0,3
386,59,1,1,2,1,2,N,5,9
387,24,1,6,2,1,1,N,N,1
388,73,1,1,2,1,1,N,0,4
389,19,6,6,2,1,1,N,1,1
390,36,3,1,1,1,1,N,N,3
391,44,1,6,2,1,1,N,4,7
392,93,2,5,2,1,1,N,8,7
393,48,1,1,2,1,1,4,2,4
394,64,2,1,1,1,1,N,6,7
395,38,1,1,2,1,2,N,3,5
396,37,1,1,2,1,1,N,9,11
397,36,2,6,1,1,1,N,3,5
398,66,1,1,1,1,1,N,9,11
399,89,1,3,2,1,2,N,5,4
400,54,1,1,2,1,2,N,4,7
401,76,1,3,2,1,2,N,N,2
402,33,1,1,2,1,2,N,N,N
403,32,1,1,1,1,2,N,3,7
404,32,2,1,1,1,1,N,N,3
405,35,1,1,2,1,1,N,N,2
406,59,2,1,1,1,2,N,5,5
407,58,1,6,1,1,1,N,4,7
408,54,1,1,1,1,2,N,0,9
409,78,1,1,1,1,1,N,5,9
410,21,1,6,1,1,1,N,1,7
411,79,1,2,2,1,1,N,3,4
412,57,6,4,1,3,0,N,1,4
413,88,1,6,2,1,2,N,2,5
414,68,1,1,1,1,2,N,7,11
415,52,2,1,1,1,2,N,9,8
416,69,2,1,2,1,2,N,1,5
417,2,1,N,2,1,1,N,5,7
418,22,1,6,2,1,1,N,9,11
419,25,2,6,1,1,2,N,7,5
420,61,1,1,1,1,1,N,7,10
421,12,1,N,2,1,2,N,6,9
422,40,6,2,1,1,1,N,0,4
423,66,1,4,1,1,1,N,1,10
424,19,2,1,1,1,1,N,3,7
425,64,1,4,2,1,2,N,9,11
426,22,1,1,2,1,2,N,3,3
427,14,1,N,1,1,1,N,8,7
428,5,1,N,2,1,1,N,4,1
429,51,1,4,1,1,1,N,3,5
430,5,3,N,1,1,1,N,2,10
431,61,1,6,1,1,2,N,0,5
432,89,1,3,2,1,1,N,2,9
433,66,9,4,2,1,1,N,1,7
434,8,1,N,1,1,2,N,5,5
435,83,2,2,2,1,2,N,5,9
436,75,1,1,1,2,0,N,2,9
437,77,1,3,1,1,1,N,0,9
438,11,1,2,2,1,1,N,0,9
439,42,1,6,2,1,1,N,7,9
440,15,1,6,1,1,2,N,5,4
441,3,2,N,1,1,2,N,2,5
442,76,1,4,1,1,1,N,5,4
443,22,6,6,1,1,2,N,8,11
444,54,1,1,1,1,1,N,8,11
445,81,1,4,1,1,1,N,2,9
446,34,1,6,2,1,2,N,1,11
447,86,1,4,2,1,1,N,N,3
448,59,1,5,2,1,1,N,8,9
449,35,1,1,2,1,1,N,N,1
450,63,2,6,2,1,1,N,N,3
451,48,1,1,1,1,1,3,0,7
452,28,2,6,1,1,2,N,N,2
453,20,1,6,2,1,1,N,5,4
454,60,3,1,1,1,2,N,1,7
455,12,1,N,2,1,1,N,1,9
456,84,5,6,1,1,2,N,N,3
457,21,9,6,2,1,2,N,9,9
458,40,2,6,1,1,2,N,9,10
459,72,1,1,2,1,2,N,N,3
460,94,6,1,2,1,1,N,8,10
461,0,2,N,2,1,2,N,0,10
462,69,2,4,1,1,1,N,2,5
463,16,9,6,2,1,1,N,7,9
464,4,1,N,1,1,1,N,N,N
465,62,6,1,2,1,1,N,5,4
466,84,2,6,2,1,1,N,8,9
467,23,6,6,1,1,1,N,8,6
468,45,2,6,2,1,2,N,5,7
469,33,2,6,2,1,1,N,5,9
470,32,3,6,1,1,2,N,N,3
471,49,1,1,1,1,1,N,0,7
472,49,2,6,1,1,1,N,0,7
473,64,2,1,2,3,0,N,5,1
474,20,1,6,2,1,2,N,5,1
475,1,1,N,1,1,1,N,3,4
476,67,1,1,1,1,1,N,N,3
477,8,6,N,1,1,2,N,6,9
478,40,3,2,1,1,1,N,9,9
479,66,6,1,2,1,1,N,0,6
480,48,1,5,1,2,0,N,1,8
481,54,8,2,1,1,2,N,7,9
482,60,2,N,2,1,1,N,5,9
483,88,6,1,2,1,1,N,0,6
484,34,1,1,1,1,2,N,N,9
485,59,1,1,1,1,2,N,9,10
486,16,1,6,1,1,2,N,6,10
487,58,1,4,2,1,2,N,9,10
488,56,1,6,2,1,2,N,4,9
489,78,2,3,1,1,2,N,7,9
490,5,1,N,1,1,2,N,6,10
491,28,1,6,2,1,2,N,4,9
492,72,2,4,2,1,2,N,8,7
493,36,2,6,1,1,1,N,6,9
494,40,6,3,1,1,2,N,1,5
495,19,1,6,1,1,2,N,9,9
496,68,6,1,1,1,2,N,0,4
497,43,1,1,1,1,1,N,2,5
498,37,1,1,1,1,1,N,5,7
499,55,2,6,1,1,1,N,6,8
500,58,6,1,2,1,2,N,N,1
501,14,1,N,2,1,1,N,4,5
502,3,3,N,2,1,1,N,4,N
503,4,6,N,2,1,1,N,5,4
504,87,2,3,1,1,2,N,0,7
505,43,1,4,1,1,2,N,3,5
506,74,1,1,1,3,0,N,5,10
507,88,6,1,1,1,2,N,N,2
508,63,8,1,1,1,2,N,5,6
509,64,1,1,2,1,1,N,3,5
510,2,8,N,1,1,1,6,6,7
511,80,1,1,1,1,1,N,0,4
512,26,2,1,2,1,1,N,0,4
513,44,1,1,1,1,2,N,8,10
514,28,1,2,1,1,2,N,5,8
515,32,1,1,2,3,0,N,0,3
516,37,2,6,2,1,1,N,9,9
517,47,2,6,1,1,1,N,5,10
518,44,1,6,2,1,1,N,6,4
519,14,2,N,1,1,2,N,0,4
520,76,1,1,1,1,1,N,6,10
521,11,9,N,2,1,1,N,N,2
522,25,2,6,1,1,2,N,1,6
523,50,6,1,2,1,1,N,N,3
524,60,2,1,2,1,2,N,5,5
525,22,2,6,2,1,2,N,2,7
526,4,1,N,2,1,1,N,6,7
527,52,1,1,1,1,1,N,7,4
528,30,1,6,2,1,1,N,7,9
529,47,6,6,2,1,2,N,5,4
530,27,3,6,2,1,2,N,1,5
531,50,1,2,2,1,2,N,2,4
532,46,2,5,1,1,2,N,8,9
533,53,2,4,1,1,2,N,0,4
534,54,2,4,1,1,2,N,9,8
535,8,1,N,2,3,0,N,5,1
536,23,6,6,1,1,2,N,4,10
537,54,1,1,2,1,1,N,3,4
538,73,2,1,2,1,2,N,5,10
539,16,1,6,1,1,2,N,0,7
540,62,1,4,2,1,1,4,9,9
541,36,6,1,2,1,1,N,9,10
542,43,1,1,1,1,2,N,2,4
543,42,1,4,1,1,2,N,8,4
544,65,1,1,1,1,2,N,N,3
545,89,1,1,2,1,1,N,1,9
546,55,1,1,1,1,2,N,3,7
547,6,1,N,1,1,2,N,9,10
548,64,2,1,1,1,1,N,1,5
549,9,2,N,1,1,1,N,4,5
550,67,2,4,1,1,1,N,2,5
551,69,8,1,2,1,1,N,4,9
552,18,8,6,1,3,0,N,8,12
553,59,1,1,2,1,1,N,8,12
554,77,1,3,2,1,2,N,4,5
555,28,1,5,2,1,2,N,3,7
556,62,1,1,1,1,1,N,2,9
557,59,2,6,2,1,1,N,6,10
558,49,6,6,1,1,1,N,9,12
559,38,2,4,2,1,1,N,1,4
560,93,8,6,2,1,1,N,N,1
561,29,1,6,2,1,1,N,7,9
562,6,2,N,1,1,2,N,1,8
563,39,2,6,1,1,1,N,N,N
564,18,1,6,2,1,2,N,5,5
565,19,1,6,2,1,2,N,4,7
566,54,1,1,1,3,0,N,N,1
567,45,3,2,1,1,1,N,N,3
568,58,1,1,2,1,1,N,N,3
569,60,1,1,1,1,2,N,3,8
570,77,1,1,2,1,1,N,3,5
571,57,1,1,2,1,1,N,N,3
572,5,2,N,1,1,1,N,2,9
573,19,2,6,2,1,1,N,2,6
574,48,1,6,1,3,0,N,2,9
575,80,5,3,1,1,1,N,6,9
576,16,1,6,2,3,0,N,2,9
577,87,1,6,2,1,1,N,2,9
578,30,3,4,1,1,2,N,5,3
579,47,2,6,1,1,2,N,N,3
580,18,1,6,1,1,1,N,0,8
581,26,2,6,1,1,1,N,6,7
582,30,2,6,2,1,1,N,6,7
583,61,2,2,1,1,1,N,9,10
584,24,1,6,1,1,2,N,9,7
585,70,2,3,1,1,2,N,3,7
586,56,2,1,1,1,2,N,5,5
587,10,1,N,2,1,1,N,0,4
588,9,1,N,1,1,1,N,6,9
589,27,1,6,2,1,1,N,6,7
590,29,1,6,1,1,1,N,1,5
591,33,2,6,1,1,1,N,1,6
592,39,1,2,2,1,2,N,9,10
593,32,2,1,1,1,2,N,6,7
594,40,3,6,1,1,2,N,5,9
595,33,3,1,1,1,1,N,4,9
596,24,1,6,1,1,1,N,N,2
597,61,2,6,1,1,1,N,5,7
598,45,1,1,2,1,1,N,4,10
599,67,1,1,1,1,2,N,N,1
600,7,1,N,2,1,1,N,N,N
601,12,1,N,1,3,0,5,7,9
602,72,2,4,1,1,1,N,8,10
603,12,1,N,1,1,1,N,0,4
604,59,2,6,1,1,1,N,9,5
605,52,6,1,1,1,1,5,9,10
606,32,1,1,1,1,2,N,8,11
607,57,1,6,2,1,1,N,N,2
608,1,1,N,2,1,2,N,6,9
609,53,6,2,2,1,2,N,7,9
610,13,1,N,1,1,1,N,5,3
611,45,1,1,1,1,1,N,0,4
612,51,1,1,1,1,1,N,4,5
613,77,1,3,1,1,1,N,0,5
614,50,2,6,1,1,1,N,8,9
615,72,1,1,1,1,1,N,7,10
616,31,1,1,1,1,1,N,N,1
617,60,9,4,2,1,2,N,9,11
618,14,1,N,2,1,1,N,N,3
619,76,1,1,1,1,1,N,N,2
620,73,1,1,2,1,2,N,9,9
621,53,1,1,1,1,1,N,3,7
622,71,1,1,2,1,2,N,2,10
623,40,1,1,2,1,1,N,N,N
624,66,1,1,1,1,2,N,N,3
625,18,3,N,2,1,1,N,0,5
626,40,3,1,1,1,2,N,N,3
627,25,1,6,1,1,2,N,4,10
628,32,1,1,2,1,2,N,3,5
629,16,1,6,2,1,1,N,9,9
630,47,1,6,2,1,1,N,9,11
631,45,1,1,2,1,2,N,6,7
632,12,9,N,2,1,1,N,0,5
633,45,1,1,2,1,2,N,0,4
634,30,1,1,2,1,1,N,8,9
635,58,6,1,2,1,2,N,2,5
636,26,1,6,2,1,1,N,0,4
637,38,2,6,1,1,1,N,5,5
638,35,2,1,1,1,1,N,2,9
639,39,6,1,1,1,1,N,1,4
640,31,1,6,2,1,2,N,3,10
641,57,2,5,2,1,1,N,0,7
642,89,1,6,2,1,1,N,6,8
643,17,1,6,1,1,1,N,6,10
644,45,1,1,1,1,2,N,3,9
645,59,2,2,1,1,2,N,7,7
646,30,1,3,1,1,1,N,5,8
647,62,1,4,2,1,1,N,9,10
648,69,2,4,2,1,2,N,9,9
649,77,1,1,2,1,1,N,3,8
650,87,1,3,2,1,1,N,1,7
651,23,1,6,1,1,1,N,N,N
652,25,6,2,1,1,1,N,8,10
653,10,2,N,2,1,1,N,N,3
654,49,2,4,1,1,1,N,4,6
655,34,1,6,2,1,1,N,7,10
656,23,1,6,1,1,1,N,4,7
657,61,1,4,1,1,1,N,7,8
658,39,1,1,2,1,1,N,5,9
659,79,8,1,2,1,2,N,N,3
660,50,9,1,2,1,2,N,7,9
661,68,1,1,2,1,1,N,7,10
662,29,1,1,2,1,2,N,9,12
663,56,1,1,2,1,2,N,3,5
664,71,2,1,2,1,1,N,0,7
665,1,2,N,2,1,1,N,8,5
666,28,1,6,1,1,1,N,4,4
667,68,1,1,1,3,0,N,N,3
668,36,1,1,1,1,1,N,0,7
669,54,2,4,1,1,1,N,N,4
670,80,6,1,2,1,1,N,N,1
671,32,1,6,2,1,1,N,7,4
672,42,2,6,1,1,2,N,N,3
673,28,6,1,2,1,1,N,N,3
674,53,3,6,1,1,1,N,1,7
675,28,1,6,1,2,0,N,7,8
676,0,1,N,1,1,1,N,2,7
677,52,1,1,2,1,1,N,N,3
678,34,1,6,1,2,0,N,N,3
679,1,2,N,2,1,1,N,9,10
680,62,1,3,1,3,0,N,8,10
681,2,2,N,2,1,1,N,1,7
682,26,1,6,2,1,1,N,2,7
683,14,1,N,2,1,2,N,0,7
684,53,1,1,2,1,1,N,9,9
685,67,2,4,1,1,1,N,9,10
686,36,2,1,2,1,2,N,N,3
687,4,1,N,1,1,1,N,3,7
688,28,1,1,1,2,0,N,8,10
689,35,1,6,1,1,1,N,N,3
690,16,1,6,1,1,1,N,2,7
691,40,1,1,2,1,2,N,5,4
692,38,1,1,1,1,1,N,N,1
693,47,1,6,2,1,2,N,0,7
