,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
48,1,N,9,1,N,N,0,19-01700,14
49,1,6,1,1,9,7,0,51-01301,10
50,2,6,2,1,5,9,0,17-03531,14
51,1,1,2,2,6,9,0,19-01700,9
52,2,N,3,1,4,3,0,30-00600,N
53,1,6,1,1,6,7,0,40-00200,13
54,1,1,1,2,7,9,0,06-07502,10
55,1,6,1,0,5,4,4,24-01004,15
56,2,N,2,1,8,9,0,24-01004,10
57,2,1,2,2,5,6,1,40-00200,N
58,2,6,8,1,7,8,0,51-01301,16
59,1,6,1,2,9,9,0,06-08507,N
60,1,6,9,0,0,7,0,40-00200,N
61,1,6,2,1,7,8,0,51-51255,N
62,1,N,1,1,4,8,4,13-04600,N
63,2,6,1,2,4,10,0,51-51255,10
64,2,6,1,0,0,7,0,24-01004,N
65,1,1,1,2,0,10,0,36-04010,11
66,2,N,1,0,0,7,0,30-00600,11
67,1,N,1,2,9,10,0,17-03531,12
68,1,6,1,1,2,7,1,32-00405,10
69,1,6,6,1,N,3,0,51-51255,10
70,1,1,1,1,N,N,0,26-02702,14
71,1,1,6,1,9,9,3,30-00600,12
72,2,6,1,0,2,7,0,28-01100,N
73,1,6,2,0,7,9,0,38-00100,N
74,1,6,1,1,9,12,0,28-01100,N
75,1,6,2,1,N,1,4,24-01004,N
76,2,3,2,2,5,9,0,06-08507,N
77,1,6,1,2,7,9,0,36-03710,12
78,2,6,1,2,3,5,0,08-00803,9
79,1,3,1,1,8,5,0,19-01700,N
80,1,N,1,1,N,1,0,32-00405,7
81,2,6,9,2,0,9,0,13-04600,14
82,1,6,6,1,6,9,0,24-01004,N
83,2,5,2,1,5,6,0,36-04010,12
84,1,1,1,1,1,6,0,28-01100,12
85,2,1,1,2,2,7,0,08-00803,10
86,2,1,2,1,8,5,4,24-01004,3
87,1,5,3,1,7,9,0,13-04600,N
88,1,6,8,1,6,12,0,36-04010,N
89,2,6,1,1,8,9,0,28-01100,14
90,1,6,1,2,6,5,0,38-00100,N
91,1,1,2,1,2,7,0,17-03529,6
92,1,1,1,1,6,8,0,08-00803,14
93,1,6,2,1,3,5,0,30-00600,6
94,2,3,1,2,N,2,0,08-00803,11
95,1,5,2,1,9,8,0,17-03529,18
96,1,5,6,2,N,3,0,38-00100,N
97,1,6,1,1,9,9,0,24-01004,10
98,1,N,1,2,9,12,0,19-01700,10
99,2,6,2,1,5,11,0,40-00200,6
100,2,3,1,1,0,5,0,32-00405,N
101,1,2,8,2,N,3,2,36-03710,N
102,1,6,2,2,8,9,0,38-00100,0
103,2,6,1,1,3,7,0,29-01901,N
104,2,6,2,2,0,4,0,19-01700,N
105,2,4,1,2,3,12,0,06-08507,9
106,1,6,3,2,8,10,0,08-00803,14
107,1,5,8,2,5,8,0,40-00200,N
108,1,3,1,1,5,6,0,28-01100,N
109,2,1,1,1,N,3,0,06-07502,10
110,1,6,1,2,2,12,0,29-01901,N
111,2,4,2,1,N,2,0,06-08507,4
112,2,N,1,1,N,3,0,38-00100,0
113,2,1,6,2,0,1,0,17-03529,7
114,2,6,8,2,4,12,0,36-04010,N
115,1,6,3,2,8,10,0,32-00405,N
116,2,6,8,2,8,9,0,29-01901,N
117,1,1,9,2,6,6,0,26-02702,N
118,2,N,2,2,6,5,0,06-07502,6
119,2,1,1,2,N,3,0,24-01004,N
120,1,N,2,0,1,5,0,13-04600,N
121,2,1,1,1,9,11,0,51-51255,10
122,1,6,2,2,N,3,0,51-01301,12
123,2,1,1,2,5,7,0,19-01700,10
124,1,1,1,1,N,2,4,24-01004,12
125,1,6,1,1,2,7,0,38-00100,N
126,2,N,1,2,1,9,0,28-01100,15
127,2,5,2,1,N,3,0,28-01100,11
128,2,3,1,2,N,2,0,19-01700,7
129,2,6,2,2,2,1,0,19-01700,N
130,1,N,1,1,5,9,0,38-00100,N
131,2,6,1,1,2,7,1,32-00405,14
132,2,6,1,2,9,11,0,38-00100,N
133,2,4,2,2,8,9,0,17-03529,11
134,2,4,2,1,9,5,0,32-00405,N
135,2,6,1,2,6,4,0,40-00200,12
136,1,2,1,0,1,3,0,40-00200,N
137,1,1,1,1,9,7,0,28-01100,6
138,1,4,1,1,N,N,0,28-01100,11
139,1,1,9,1,1,1,0,29-01901,N
140,1,1,1,1,3,7,1,19-01700,N
141,2,6,2,2,6,10,0,40-00200,11
142,2,1,1,1,4,7,0,19-01700,4
143,1,4,2,2,1,4,0,40-00200,16
144,2,1,1,2,0,3,0,06-08507,N
145,1,1,6,1,9,7,0,36-03710,12
146,2,6,1,2,8,9,0,29-01901,14
147,2,3,9,2,N,3,0,38-00100,15
148,2,4,1,2,2,5,0,13-04600,7
149,1,N,3,2,6,9,0,06-08507,11
150,1,6,2,1,N,3,0,29-01901,N
151,1,1,2,2,N,N,0,08-00803,11
152,2,4,2,2,5,9,0,17-03531,12
153,2,1,3,2,3,10,0,36-04010,N
154,2,3,1,1,7,9,0,08-00803,N
155,2,3,2,1,5,7,0,30-00600,0
156,1,1,2,2,N,2,0,29-01901,11
157,2,N,6,1,9,10,0,19-01700,6
158,1,4,1,1,5,2,0,36-04010,N
159,2,1,1,2,N,2,0,36-04010,13
160,1,6,8,2,6,8,0,19-01700,11
161,1,6,1,1,1,7,0,06-08507,N
162,2,6,6,1,9,9,0,24-01004,9
163,2,1,1,1,3,9,1,24-01004,15
164,1,1,1,1,0,9,0,24-01004,17
165,2,1,1,1,8,9,0,28-01100,6
166,2,1,1,1,N,3,4,06-08507,N
167,1,1,6,1,0,4,0,29-01901,N
168,1,6,2,1,3,3,0,17-03529,11
169,1,6,1,1,N,1,0,38-00100,15
170,1,N,6,2,4,7,0,17-03529,N
171,1,6,1,2,9,10,0,24-01004,9
172,2,4,2,1,8,6,0,38-00100,16
173,1,6,9,2,3,5,1,13-04600,15
174,2,6,1,0,0,5,0,30-00600,12
175,1,1,9,2,3,5,0,30-00600,0
176,1,6,1,2,6,9,0,28-01100,N
177,2,6,2,1,4,7,0,28-01100,N
178,2,1,2,1,N,N,0,51-51255,16
179,2,1,1,1,9,10,0,36-04010,11
180,1,1,1,2,N,3,0,51-51255,15
181,1,4,1,1,5,10,0,30-00600,6
182,2,6,6,2,9,9,0,32-00405,10
183,1,6,1,1,1,4,0,51-51255,10
184,2,1,1,2,5,7,0,51-51255,4
185,1,1,1,1,1,10,0,24-01004,16
186,1,1,2,1,8,10,0,08-00803,9
187,1,6,8,1,N,N,0,01-01301,N
188,1,1,1,2,2,5,0,30-00600,14
189,2,N,2,2,3,5,0,17-03529,11
190,2,4,2,2,5,5,0,06-07502,9
191,2,6,1,2,1,8,0,30-00600,N
192,1,6,1,1,3,5,0,51-51255,16
193,2,4,2,1,8,10,0,17-03529,11
194,2,6,8,1,2,5,0,36-04010,N
195,2,N,2,1,9,9,0,36-03710,9
196,1,4,2,2,3,6,0,06-07502,14
197,1,6,1,1,5,7,0,06-08507,N
198,1,6,2,2,4,7,0,51-51255,N
199,1,1,1,1,8,8,0,17-03529,16
200,1,2,1,2,7,9,4,24-01004,16
201,2,1,1,1,9,9,4,32-00405,N
202,1,6,1,1,N,3,0,08-00803,N
203,1,1,6,0,5,7,0,06-08507,6
204,1,6,3,2,5,9,1,32-00405,N
205,1,6,2,1,3,7,0,28-01100,N
206,2,3,1,2,3,7,0,38-00100,12
207,1,6,1,2,5,10,0,32-00405,15
208,2,3,2,1,N,3,0,17-03529,12
209,1,N,6,2,8,9,0,17-03529,10
210,1,N,9,1,4,9,0,19-01700,N
211,2,1,1,0,5,5,4,19-01700,N
212,1,1,1,1,6,6,0,36-04010,N
213,2,1,1,1,4,9,0,06-08507,N
214,2,1,1,2,6,9,0,24-01004,12
215,1,N,6,1,9,11,1,30-00600,15
216,1,N,3,2,9,7,0,36-04010,N
217,2,1,8,2,6,5,0,06-07502,16
218,2,N,3,1,N,3,0,51-01301,N
219,2,N,9,1,7,7,0,17-03529,15
220,2,4,1,1,8,10,0,29-01901,4
221,2,6,2,2,8,9,0,08-00803,6
222,2,1,1,1,0,4,0,08-00803,6
223,2,1,1,2,4,5,1,38-00100,N
224,1,1,1,2,9,10,0,26-02702,N
225,1,N,9,2,5,9,0,38-00100,N
226,2,N,2,1,9,9,1,32-00405,N
227,1,1,1,1,8,9,1,32-00405,N
228,1,1,2,2,N,1,0,17-03529,12
229,1,N,1,1,7,10,0,38-00100,9
230,1,6,1,0,4,10,0,30-00600,6
231,1,6,9,1,9,10,1,19-01700,14
232,2,N,2,2,5,9,1,32-00405,N
233,2,N,2,1,4,5,1,06-07502,7
234,1,6,1,1,9,8,0,29-01901,N
235,2,1,1,1,1,3,0,28-01100,N
236,2,6,2,1,0,9,0,17-03529,N
237,1,1,1,1,9,10,0,24-01004,9
238,1,1,2,1,N,2,0,38-00100,14
239,1,1,1,2,5,5,0,24-01004,N
240,1,3,2,0,1,10,0,29-01901,4
241,1,N,2,1,4,5,2,36-03710,N
242,1,N,1,2,6,9,0,40-00200,16
243,2,6,2,1,9,10,0,36-04010,9
244,1,6,1,2,N,N,4,01-01301,12
245,1,6,2,1,3,8,0,19-01700,N
246,1,1,1,1,9,10,0,24-01004,N
247,1,6,3,1,N,3,0,01-01301,N
248,2,6,2,1,5,9,0,08-00803,N
249,1,1,1,1,7,7,0,24-01004,N
250,1,6,6,0,1,8,0,08-00803,11
251,1,6,2,1,1,9,0,06-08507,N
252,2,6,3,2,N,N,2,13-04600,4
253,1,1,1,1,9,7,0,06-08507,N
254,2,3,2,1,N,N,0,40-00200,15
255,1,3,1,1,4,5,0,51-01301,N
256,2,1,1,1,5,7,0,13-04600,10
257,2,6,2,0,4,10,1,19-01700,4
258,1,6,2,1,3,5,0,30-00600,N
259,1,3,1,1,8,7,0,38-00100,16
260,2,N,2,2,N,3,0,13-04600,N
261,2,1,1,1,4,7,0,40-00200,N
262,1,1,1,2,5,7,0,01-01301,N
263,1,N,1,1,3,5,0,38-00100,N
264,1,6,1,2,1,4,0,17-03529,10
265,2,1,1,2,0,7,0,32-00405,N
266,1,N,1,1,7,10,0,17-03531,10
267,2,1,6,2,4,4,0,01-01301,10
268,1,6,1,1,N,1,0,24-01004,10
269,1,N,1,1,8,5,1,36-04010,12
270,2,6,2,2,2,5,4,40-00200,N
271,1,1,3,1,9,10,0,06-08507,4
272,1,N,2,1,4,7,0,30-00600,10
273,2,6,1,1,6,7,0,19-01700,11
274,1,6,1,2,2,5,0,28-01100,N
275,1,1,1,2,3,4,0,13-04600,N
276,1,N,2,1,9,10,0,26-02702,12
277,1,1,2,1,9,10,0,51-51255,15
278,1,6,2,2,N,N,0,17-03529,10
279,1,6,1,2,0,7,0,38-00100,6
280,1,1,1,0,1,4,0,36-04010,N
281,1,6,1,1,8,9,0,17-03529,N
282,2,6,2,2,5,9,0,51-01301,N
283,1,2,2,2,1,9,0,19-01700,N
284,2,6,1,1,0,1,0,28-01100,N
285,2,1,1,1,9,11,0,26-02702,11
286,1,6,2,1,6,1,0,08-00803,N
287,2,4,2,2,6,12,0,24-01004,N
288,1,3,8,1,2,7,0,51-51255,5
289,2,3,1,2,0,7,0,40-00200,13
290,1,N,1,2,6,7,0,28-01100,N
291,2,N,1,1,9,10,0,19-01700,N
292,2,6,2,0,0,7,0,28-01100,12
293,2,6,2,1,N,3,0,17-03531,N
294,2,N,1,1,5,8,2,36-03710,N
295,2,N,6,2,2,5,0,17-03531,N
296,1,1,1,1,6,7,0,38-00100,1
297,1,6,1,1,2,9,1,19-01700,6
298,1,1,1,2,4,12,0,06-08507,12
299,1,1,1,1,5,9,0,17-03531,N
300,2,1,1,1,0,7,0,06-07502,10
301,2,N,1,1,N,2,0,24-01004,N
302,2,1,1,1,9,10,0,13-04600,N
303,2,N,6,0,0,7,1,30-00600,N
304,2,6,1,1,2,10,0,36-04010,N
305,2,6,1,2,2,4,0,06-07502,7
306,2,N,2,0,8,9,0,28-01100,N
307,2,6,1,2,N,3,0,24-01004,14
308,1,1,1,1,8,7,0,19-01700,10
309,1,6,1,2,N,3,0,30-00600,3
310,2,3,2,2,5,N,0,01-01301,9
311,1,1,1,1,7,5,1,36-03710,3
312,1,N,1,1,9,9,0,51-01301,16
313,1,N,2,2,5,10,0,30-00600,N
314,1,N,3,0,1,5,1,32-00405,N
315,1,N,1,0,0,7,0,36-04010,12
316,2,1,2,1,2,6,0,06-07502,N
317,2,1,6,2,8,12,0,08-00803,12
318,1,6,9,2,0,10,0,01-01301,6
319,2,5,2,2,0,4,1,32-00405,4
320,2,4,2,2,8,11,0,08-00803,3
321,1,N,1,1,7,11,0,40-00200,N
322,2,2,3,0,7,6,0,24-01004,5
323,2,N,8,1,N,2,0,30-00600,16
324,2,3,1,1,N,2,1,40-00200,N
325,1,N,1,1,5,5,0,19-01700,4
326,1,1,2,0,2,5,0,08-00803,15
327,1,6,2,1,9,10,0,38-00100,3
328,2,6,4,1,8,10,0,30-00600,12
329,2,6,1,2,4,7,0,24-01004,N
330,2,4,2,1,0,4,0,24-01004,10
331,2,6,1,2,7,9,0,28-01100,N
332,1,1,2,0,0,4,0,38-00100,N
333,1,1,6,2,4,10,0,19-01700,N
334,2,1,2,1,9,7,0,17-03529,13
335,2,6,6,2,N,N,0,24-01004,N
336,1,N,3,1,N,2,0,40-00200,3
337,2,6,2,1,2,5,0,29-01901,12
338,2,3,1,1,9,9,0,28-01100,14
339,2,N,1,2,2,9,0,28-01100,11
340,2,1,1,1,5,10,0,51-01301,10
341,2,5,2,1,9,11,0,08-00803,14
342,2,6,2,2,2,6,0,38-00100,N
343,1,1,1,2,5,7,0,51-51255,16
344,1,1,6,1,4,5,0,51-51255,11
345,2,1,1,1,N,3,0,38-00100,16
346,2,6,2,0,0,5,0,36-04010,N
347,2,2,6,1,2,4,0,51-51255,14
348,1,1,1,1,8,12,0,24-01004,N
349,1,1,1,1,1,5,0,29-01901,N
350,2,6,1,1,4,5,0,40-00200,N
351,1,6,2,1,9,10,0,36-04010,N
352,1,4,1,1,8,11,0,28-01100,N
353,2,6,8,1,6,9,0,51-01301,4
354,2,1,1,1,7,10,0,38-00100,N
355,1,N,1,2,4,7,0,08-00803,16
356,2,2,6,1,1,5,0,24-01004,16
357,1,N,1,1,6,7,0,08-00803,6
358,2,6,2,1,N,N,0,26-02702,12
359,2,3,6,1,5,5,0,51-51255,10
360,2,6,8,1,9,10,0,06-08507,N
361,2,2,9,2,9,10,0,29-01901,6
362,2,1,1,2,7,10,0,36-04010,N
363,2,1,1,2,N,3,0,19-01700,15
364,1,1,1,2,6,10,4,24-01004,3
365,1,N,6,1,6,9,2,36-03710,N
366,2,4,1,2,N,3,0,28-01100,N
367,1,N,1,2,1,7,0,26-02702,N
368,1,6,1,2,5,8,4,36-03710,N
369,1,1,2,1,7,11,0,08-00803,15
370,2,N,2,1,0,5,4,51-51255,N
371,2,6,1,0,2,4,0,40-00200,0
372,2,2,1,1,2,5,0,51-01301,16
373,2,1,1,1,5,5,0,51-51255,N
374,2,N,1,2,2,6,0,08-00803,10
375,2,5,2,2,1,5,1,32-00405,N
376,1,6,1,1,2,4,0,30-00600,11
377,2,6,2,1,2,5,0,51-51255,17
378,1,6,9,2,8,9,0,36-04010,10
379,2,6,6,2,3,8,0,38-00100,N
380,2,1,1,1,N,3,0,38-00100,1
381,2,6,6,1,8,5,0,36-04010,12
382,1,6,2,1,6,8,0,29-01901,12
383,2,1,1,2,7,9,0,51-01301,11
384,1,N,9,1,8,7,0,08-00803,10
385,1,1,1,2,5,5,0,51-51255,10
386,1,1,2,2,2,7,0,28-01100,7
387,2,4,1,2,6,1,1,08-00803,6
388,2,N,3,1,9,10,0,38-00100,14
389,2,1,2,2,8,9,0,13-04600,8
390,1,1,6,1,4,9,0,29-01901,N
391,2,6,2,1,0,7,0,06-07502,10
392,2,6,1,1,5,7,0,51-51255,11
393,1,1,1,1,0,5,0,06-08507,4
394,2,N,1,0,0,8,0,40-00200,14
395,1,6,1,1,9,9,1,32-00405,12
396,2,4,1,1,9,7,0,13-04600,N
397,1,6,6,1,6,7,1,32-00405,14
398,1,1,1,1,0,4,0,28-01100,11
399,2,6,1,2,N,3,0,24-01004,10
400,2,N,1,2,9,10,0,24-01004,16
401,2,4,1,1,0,7,0,30-00600,N
402,1,6,2,2,0,4,0,30-00600,1
403,1,6,6,1,N,3,0,36-04010,N
404,2,6,3,1,4,7,0,30-00600,12
405,1,6,1,1,8,6,0,32-00405,18
406,1,5,2,2,0,4,0,06-07502,N
407,2,N,2,1,9,11,1,32-00405,N
408,2,3,2,2,6,10,1,32-00405,3
409,2,2,6,2,9,10,0,19-01700,N
410,1,1,9,1,5,7,0,19-01700,N
411,1,1,2,1,0,8,4,36-04010,13
412,2,1,2,2,4,9,0,08-00803,N
413,1,1,1,2,N,3,0,28-01100,N
414,1,4,2,1,9,7,0,17-03529,N
415,2,3,2,2,0,4,0,01-01301,N
416,1,1,1,0,3,7,0,01-01301,4
417,2,N,1,2,9,9,0,24-01004,N
418,2,4,2,1,9,11,0,26-02702,N
419,1,6,2,2,7,9,0,51-01301,N
420,2,N,2,2,8,9,0,08-00803,14
421,2,4,1,0,2,3,0,06-07502,4
422,2,1,1,2,8,11,0,51-51255,N
423,2,N,1,2,N,3,0,29-01901,N
424,1,6,1,1,N,N,0,28-01100,11
425,2,6,9,0,2,6,0,30-00600,8
426,2,1,2,1,8,9,0,51-51255,N
427,2,4,2,1,2,8,0,36-04010,11
428,1,1,1,1,1,7,0,24-01004,N
429,1,6,1,1,9,10,0,17-03529,11
430,2,N,9,1,9,8,0,01-01301,6
431,2,1,1,0,1,7,0,51-01301,10
432,1,3,6,0,0,7,0,26-02702,11
433,1,2,1,1,5,9,0,51-51255,11
434,1,4,9,1,7,7,0,29-01901,N
435,1,N,1,1,1,10,0,36-04010,N
436,2,6,2,1,9,9,0,38-00100,16
437,1,6,1,2,1,9,0,51-01301,N
438,1,N,1,2,5,4,0,51-01301,15
439,2,1,1,1,0,9,0,28-01100,15
440,1,1,6,1,1,7,0,38-00100,14
441,1,N,2,1,3,5,0,17-03531,11
442,1,4,2,2,N,N,0,38-00100,0
443,1,1,1,1,N,3,0,17-03531,12
444,2,6,2,2,0,4,0,01-01301,N
445,2,3,2,2,0,3,0,30-00600,0
446,2,6,6,1,3,7,0,06-08507,10
447,2,6,1,1,9,9,0,36-04010,12
448,2,4,2,1,2,6,0,36-04010,N
449,1,1,1,2,5,10,0,38-00100,N
450,2,6,2,1,8,10,0,51-51255,16
451,2,N,1,1,6,9,0,40-00200,11
452,1,N,1,2,4,7,0,26-02702,N
453,1,N,1,0,3,7,0,08-00803,N
454,2,6,1,1,7,10,0,38-00100,N
455,2,4,2,2,N,3,0,32-00405,11
456,2,N,1,1,N,N,0,40-00200,5
457,2,6,1,2,5,6,4,36-04010,4
458,2,3,9,1,1,12,0,32-00405,10
459,2,1,1,1,6,10,4,36-03710,N
460,1,6,2,1,0,7,0,19-01700,11
461,2,4,2,1,2,8,0,30-00600,N
462,1,N,8,2,7,9,0,24-01004,N
463,2,1,2,1,N,N,0,29-01901,15
464,2,1,1,1,7,5,0,17-03529,14
465,1,1,1,1,1,4,0,01-01301,11
466,1,4,1,1,5,9,0,51-51255,N
467,1,6,2,1,5,7,0,08-00803,10
468,2,N,1,2,2,7,0,24-01004,N
469,1,6,8,2,0,4,0,36-03710,N
470,1,1,2,2,0,4,0,51-51255,N
471,1,1,1,1,7,3,0,17-03529,12
472,1,6,2,1,N,3,0,06-08507,N
473,2,1,1,1,9,11,0,40-00200,N
474,2,4,1,2,9,10,0,13-04600,N
475,1,6,1,2,7,8,1,26-02702,3
476,1,N,2,2,0,5,0,24-01004,6
477,1,N,1,2,2,1,0,13-04600,8
478,1,5,2,1,9,5,0,01-01301,16
479,2,6,6,2,2,1,1,06-08507,6
480,2,4,1,1,1,5,0,38-00100,N
481,2,1,1,1,3,5,0,28-01100,14
482,2,4,2,2,4,3,0,32-00405,11
483,1,4,1,1,N,3,0,24-01004,15
484,1,6,2,1,N,2,0,51-51255,N
485,1,6,3,1,2,5,0,17-03529,N
486,1,6,2,1,7,9,0,40-00200,N
487,1,N,1,2,0,8,0,01-01301,N
488,2,5,2,2,8,9,4,24-01004,N
489,2,6,2,1,0,9,0,40-00200,17
490,1,1,1,2,6,10,0,24-01004,10
491,2,6,6,2,1,5,0,17-03529,4
492,1,1,1,1,9,12,0,28-01100,3
493,1,1,2,1,9,5,0,30-00600,4
494,2,3,1,2,0,4,1,06-07502,10
495,1,6,1,0,0,7,0,51-51255,6
496,2,6,1,1,2,6,0,36-03710,N
497,1,6,1,2,0,10,0,30-00600,12
498,2,6,1,2,3,9,0,24-01004,10
499,2,1,2,1,6,8,0,06-07502,10
500,2,6,1,0,1,5,0,51-51255,12
501,2,1,1,1,5,4,0,19-01700,N
502,2,N,2,1,N,N,0,24-01004,15
503,1,6,1,1,9,7,0,36-04010,N
504,1,N,1,2,N,2,0,08-00803,15
505,2,4,1,1,N,2,0,29-01901,11
506,2,1,1,1,9,12,0,29-01901,N
507,2,N,2,2,8,9,0,19-01700,N
508,2,4,2,1,5,9,0,30-00600,N
509,1,1,1,1,9,12,4,32-00405,N
510,2,1,1,2,1,5,0,38-00100,12
511,1,1,1,1,8,9,0,06-07502,N
512,2,6,9,1,5,5,0,29-01901,12
513,1,1,1,1,8,10,2,17-03529,11
514,2,N,2,2,3,3,0,13-04600,18
515,2,4,1,2,N,3,4,36-03710,13
516,2,1,1,1,9,10,0,19-01700,N
517,2,1,1,1,9,11,0,38-00100,N
518,1,6,2,1,3,8,4,01-01301,13
519,1,6,2,0,0,5,0,40-00200,N
520,1,1,6,1,4,5,0,26-02702,12
521,1,6,6,2,5,9,0,29-01901,14
522,1,1,2,1,9,10,0,38-00100,N
523,1,1,1,1,0,9,0,17-03531,11
524,2,6,1,1,9,11,0,06-08507,N
525,2,1,1,2,8,5,0,06-08507,9
526,2,1,2,1,8,10,0,40-00200,N
527,1,1,2,1,1,3,0,24-01004,8
528,1,N,9,1,N,3,0,36-03710,9
529,2,6,2,2,1,4,0,06-07502,N
530,2,6,6,1,9,9,0,17-03531,N
531,2,6,8,1,N,3,0,28-01100,14
532,1,6,2,0,N,1,1,19-01700,N
533,1,6,1,1,2,8,0,30-00600,N
534,1,3,1,1,9,11,0,38-00100,N
535,1,N,3,0,1,7,0,06-08507,10
536,2,N,1,2,2,3,0,38-00100,0
537,1,6,1,1,0,10,4,36-03710,11
538,1,1,1,2,8,10,0,36-04010,N
539,2,4,2,2,6,7,0,08-00803,N
540,2,1,1,1,7,10,0,30-00600,N
541,2,6,1,1,8,12,0,17-03531,11
542,1,6,2,1,9,11,0,17-03531,N
543,1,4,1,2,5,9,0,38-00100,11
544,1,N,9,2,4,8,0,19-01700,N
545,2,5,2,1,4,5,0,08-00803,N
546,1,2,1,1,6,7,0,28-01100,12
547,2,4,1,1,6,7,0,24-01004,10
548,2,4,1,2,5,5,0,28-01100,N
549,1,6,1,2,5,3,0,38-00100,7
550,1,6,1,1,5,5,0,51-01301,15
551,2,6,2,1,7,10,0,26-02702,11
552,2,N,1,2,5,4,4,36-03710,7
553,1,6,2,0,2,6,4,32-00405,14
554,1,1,1,1,6,5,0,30-00600,12
555,1,6,3,2,8,10,0,01-01301,N
556,1,6,2,1,6,7,2,36-03710,N
557,2,6,2,1,2,10,0,36-04010,N
558,2,6,1,1,8,7,0,51-51255,13
559,2,6,1,1,7,9,0,13-04600,14
560,2,6,6,1,9,9,2,36-03710,N
561,2,6,6,1,9,9,0,51-01301,N
562,1,6,2,0,0,4,0,24-01004,4
563,2,1,1,2,0,5,0,51-01301,10
564,1,5,1,1,6,6,0,13-04600,N
565,1,6,3,1,9,10,0,17-03529,14
566,2,1,1,1,6,7,0,30-00600,0
567,1,N,2,2,6,9,4,24-01004,15
568,1,3,1,1,8,9,4,40-00200,3
569,1,1,6,1,9,5,4,51-01301,6
570,2,6,1,2,5,10,0,06-07502,9
571,2,1,1,1,8,8,0,08-00803,11
572,1,6,2,0,1,7,1,32-00405,N
573,2,6,9,0,0,7,0,01-01301,N
574,2,6,2,1,N,2,4,36-04010,N
575,2,6,6,2,4,9,0,19-01700,7
576,2,6,2,2,2,6,0,30-00600,11
577,2,3,1,1,N,2,0,06-08507,10
578,2,1,2,2,9,10,0,40-00200,N
579,2,6,6,0,0,7,0,06-08507,N
580,1,1,1,2,2,4,0,51-01301,N
581,1,6,1,1,7,7,0,30-00600,N
582,2,1,1,0,0,7,0,06-08507,3
583,1,1,1,0,0,7,0,51-01301,10
584,1,1,2,1,6,10,0,06-08507,N
585,2,N,1,2,4,7,0,38-00100,12
586,2,6,2,1,8,11,0,24-01004,16
587,1,3,1,1,5,5,0,06-08507,11
588,2,N,2,2,0,4,0,24-01004,10
589,1,6,6,2,N,1,0,51-51255,11
590,1,1,1,0,1,7,0,51-01301,10
591,1,1,1,2,N,3,0,51-51255,16
592,1,1,1,2,4,4,0,38-00100,14
593,1,6,2,0,8,9,0,08-00803,N
594,1,4,1,1,4,5,0,17-03529,12
595,2,1,1,1,3,3,4,36-04010,N
596,2,1,8,2,2,9,0,26-02702,13
597,2,6,2,1,4,5,0,38-00100,N
598,1,N,6,2,5,7,0,38-00100,12
599,2,6,2,1,4,9,0,19-01700,7
600,1,6,3,2,2,10,0,51-01301,10
601,2,4,1,2,2,4,0,30-00600,0
602,2,6,2,2,9,9,1,06-07502,6
603,1,N,6,1,0,4,4,36-03710,13
