SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,1,9,2,8,2,36-03710,19,3,6,483
2,2,9,2,1,3,51-51255,41,0,N,358
2,4,3,2,8,4,32-00405,39,N,3,54
1,N,2,1,N,2,19-01700,66,2,2,25
2,3,3,2,0,3,17-03529,86,0,5,212
2,3,2,1,2,3,19-01700,79,0,N,67
2,N,2,2,8,3,30-00600,37,0,3,N
1,2,9,2,4,4,51-01301,41,0,2,270
2,5,2,2,6,2,30-00600,64,0,2,367
1,5,2,1,N,3,19-01700,3,2,3,184
1,1,2,1,6,1,32-00405,36,2,4,65
1,N,9,2,9,4,01-01301,38,1,7,59
2,2,2,2,1,3,24-01004,74,0,N,485
1,4,9,2,9,2,06-07502,3,2,7,0
2,2,9,2,7,4,06-07502,43,0,3,466
1,1,9,2,9,4,26-02702,21,0,5,116
2,2,9,2,9,4,38-00100,29,0,N,207
1,2,4,1,7,4,17-03529,65,N,N,188
1,4,2,2,3,4,17-03531,16,0,5,116
2,5,9,2,N,3,24-01004,2,0,2,238
1,6,9,2,4,4,08-00803,12,0,2,36
2,5,2,0,0,3,51-51255,54,0,6,45
1,3,9,2,4,3,30-00600,51,4,2,337
1,6,6,2,0,3,36-03710,15,0,5,305
1,5,7,2,5,1,40-00200,72,N,N,219
1,5,8,2,7,4,36-04010,15,0,N,105
1,N,2,2,N,3,51-01301,66,4,2,242
1,N,2,2,7,2,19-01700,16,3,4,19
2,2,2,2,8,4,30-00600,19,2,5,92
1,6,2,2,0,2,19-01700,90,N,N,501
1,5,6,2,9,2,32-00405,28,N,N,89
1,2,3,2,4,3,24-01004,30,N,4,435
2,1,4,2,7,4,17-03529,21,2,4,443
1,2,9,2,5,4,26-02702,36,0,N,105
2,1,5,2,5,4,36-04010,10,2,5,366
2,6,4,1,0,1,19-01700,56,N,2,78
2,2,9,2,0,4,51-01301,20,2,8,473
2,1,9,2,6,4,24-01004,26,4,5,116
2,4,9,2,N,1,19-01700,18,1,4,329
1,N,3,1,7,1,13-04600,65,N,N,1
1,N,9,2,7,2,06-07502,1,3,8,27
2,1,9,2,9,3,06-07502,5,4,6,228
1,6,7,2,0,4,51-51255,30,4,4,485
2,5,2,2,8,3,51-51255,27,2,2,457
1,3,2,2,3,2,17-03529,74,0,N,177
1,2,3,2,4,3,29-01901,95,N,N,N
2,3,2,2,4,4,38-00100,60,0,2,155
1,5,9,2,9,3,38-00100,17,0,N,3
2,4,4,2,3,2,17-03529,52,2,3,0
2,2,2,2,0,4,17-03531,53,N,2,N
2,N,2,2,N,4,38-00100,59,3,8,61
1,N,2,2,N,3,38-00100,2,3,3,N
2,6,5,2,0,4,06-07502,50,0,8,423
1,3,7,2,N,0,01-01301,6,2,N,128
2,4,2,2,8,2,26-02702,22,2,5,29
2,5,8,1,8,2,36-04010,66,0,N,255
2,5,2,2,N,1,06-08507,8,2,3,227
2,4,2,2,4,3,06-08507,61,2,2,392
2,4,2,2,9,4,17-03529,22,4,3,188
1,2,8,2,1,4,19-01700,33,0,3,132
1,3,6,2,2,4,36-04010,85,0,N,N
1,1,9,2,5,2,36-04010,38,4,5,50
2,3,2,2,4,2,36-04010,76,N,N,224
1,4,9,2,6,4,36-04010,46,2,N,67
1,2,5,2,7,4,29-01901,63,N,2,402
2,N,5,2,8,3,51-01301,38,1,10,459
1,3,9,2,3,2,01-01301,88,N,N,421
1,1,2,1,N,1,36-04010,9,0,N,N
2,3,2,2,6,4,29-01901,15,N,2,45
1,N,2,2,N,2,51-51255,42,5,7,332
1,2,2,2,9,4,36-04010,4,1,7,343
2,2,2,2,7,2,38-00100,35,0,N,139
2,2,4,2,8,4,26-02702,16,1,2,227
1,4,2,2,0,2,38-00100,89,0,N,N
2,2,2,2,2,3,51-51255,44,0,5,76
2,3,2,2,0,3,40-00200,68,2,N,27
1,N,2,2,2,0,06-08507,79,0,N,N
1,2,4,2,2,4,51-01301,32,1,8,56
2,N,3,2,N,4,17-03529,29,4,3,180
1,4,5,2,8,4,24-01004,63,4,8,144
1,1,2,2,1,3,29-01901,82,0,4,297
2,3,2,2,7,3,01-01301,12,4,3,106
1,6,3,2,0,4,32-00405,48,0,3,67
2,1,9,2,7,4,26-02702,65,2,3,25
1,4,2,2,N,4,28-01100,32,3,2,3
2,1,9,2,3,1,19-01700,18,2,6,62
1,1,2,1,6,2,51-51255,15,2,4,54
1,1,9,2,2,1,36-04010,39,2,3,259
1,6,9,2,0,4,32-00405,76,N,N,N
2,4,9,2,8,1,13-04600,53,0,5,115
1,4,6,2,2,4,06-07502,22,4,2,225
2,N,9,2,5,4,26-02702,1,1,11,399
2,4,2,2,6,2,32-00405,73,0,2,99
1,6,9,2,0,1,01-01301,65,N,N,N
1,6,2,2,4,4,06-07502,65,N,N,466
1,1,9,2,3,4,19-01700,45,2,5,128
2,3,8,2,5,3,17-03529,44,0,N,65
1,4,8,2,6,1,06-08507,87,0,N,N
2,5,2,2,8,2,51-51255,53,0,N,332
2,5,9,2,7,0,17-03529,14,4,2,133
1,2,2,2,8,3,40-00200,20,2,4,196
1,5,9,2,N,4,13-04600,22,4,3,16
1,4,4,2,6,4,26-02702,38,2,2,255
2,2,2,1,7,0,13-04600,10,N,N,N
1,3,9,2,1,4,01-01301,5,2,3,35
2,2,3,2,3,4,36-03710,25,0,2,351
2,5,2,2,5,4,06-07502,62,4,2,196
2,2,9,2,0,4,17-03531,77,0,2,69
2,4,9,2,2,4,36-04010,11,1,9,321
2,3,4,2,4,4,29-01901,61,N,2,107
1,N,5,2,9,4,06-07502,22,4,5,351
2,N,2,2,8,4,51-01301,30,4,3,449
1,4,2,2,8,4,40-00200,29,0,2,N
2,2,2,2,1,1,36-03710,22,0,N,155
2,3,2,2,2,4,30-00600,46,2,N,244
1,4,2,2,9,2,01-01301,32,2,N,379
1,6,3,2,6,1,51-51255,23,N,N,128
1,5,8,2,4,4,19-01700,67,2,5,311
2,2,2,2,3,3,13-04600,81,0,N,1
2,4,8,2,3,4,01-01301,69,0,N,35
2,5,2,2,6,4,30-00600,70,2,3,143
2,6,9,2,0,3,06-08507,70,0,N,184
2,4,5,2,6,2,01-01301,45,0,3,317
2,1,2,2,N,4,26-02702,8,1,7,228
2,1,8,2,N,1,01-01301,57,0,5,11
2,5,2,2,4,2,36-04010,39,1,4,158
1,4,4,2,9,4,36-03710,36,4,5,392
1,3,9,2,5,2,06-07502,31,0,N,333
2,N,9,2,N,3,06-07502,51,2,3,92
1,4,9,2,6,4,30-00600,85,0,N,0
1,N,2,2,1,2,24-01004,76,4,2,77
1,1,2,2,5,4,51-01301,4,1,6,437
2,3,2,2,6,1,17-03529,47,N,N,291
2,3,2,2,9,0,08-00803,20,0,3,36
1,5,2,1,9,3,17-03529,35,N,2,155
2,6,9,2,0,3,13-04600,43,N,N,454
1,N,9,2,7,3,19-01700,51,1,3,101
2,4,4,2,5,2,26-02702,21,0,5,0
2,3,8,2,5,0,28-01100,62,0,N,420
2,5,4,2,1,3,24-01004,42,N,N,113
2,N,2,2,N,2,40-00200,65,2,3,N
1,6,9,2,0,3,40-00200,54,N,N,451
2,3,3,0,1,1,28-01100,74,N,2,412
1,6,9,2,0,4,06-07502,45,N,N,N
2,2,2,2,4,3,38-00100,54,1,3,148
1,4,2,2,9,4,32-00405,43,2,2,29
2,3,9,2,1,4,17-03529,34,0,N,4
1,3,3,2,2,3,51-01301,46,4,2,N
2,6,9,2,0,2,32-00405,40,N,5,184
1,4,3,2,1,4,51-51255,6,4,2,0
1,6,5,2,7,2,17-03529,2,0,N,108
1,4,8,2,N,2,28-01100,28,2,3,22
2,1,2,2,N,1,13-04600,21,N,N,61
1,2,9,2,2,4,30-00600,6,0,8,305
2,2,2,2,2,2,08-00803,13,4,5,306
1,4,2,2,1,2,30-00600,50,2,3,150
1,2,4,2,2,2,17-03531,21,0,2,184
1,1,9,2,3,4,32-00405,34,0,4,455
1,4,4,2,7,4,38-00100,27,2,N,246
1,6,3,2,7,4,38-00100,19,0,2,368
2,6,7,2,1,3,06-08507,13,N,N,N
2,2,2,2,7,4,36-04010,61,1,5,250
2,N,9,2,7,1,17-03531,29,3,5,94
2,2,2,2,N,3,36-04010,54,0,2,388
2,2,2,2,9,3,13-04600,27,2,2,259
2,4,2,1,2,3,30-00600,60,4,2,N
1,4,2,2,N,2,17-03531,27,0,N,107
2,3,9,2,0,4,17-03531,74,N,N,239
2,1,8,2,2,3,26-02702,34,4,5,214
1,1,8,2,3,4,36-04010,54,4,4,424
2,4,9,2,4,4,51-51255,55,0,2,116
1,3,4,2,5,3,19-01700,10,0,2,91
1,3,9,1,6,4,17-03531,37,0,4,115
2,6,9,2,5,4,26-02702,48,0,N,179
2,4,4,2,7,2,01-01301,38,2,3,30
1,2,9,2,3,4,06-08507,22,2,2,N
1,4,9,2,6,2,01-01301,66,0,N,314
2,1,2,2,N,3,51-01301,70,1,3,186
2,6,2,2,1,4,13-04600,15,0,N,83
1,4,3,2,7,3,24-01004,94,N,N,166
2,N,2,2,N,0,24-01004,56,2,5,155
2,3,2,2,2,0,24-01004,49,2,5,0
2,N,8,2,N,3,32-00405,17,2,3,412
1,5,2,2,N,4,38-00100,44,0,2,273
1,5,2,2,8,3,13-04600,42,2,N,116
1,2,3,2,9,3,08-00803,44,0,N,257
1,3,8,2,2,3,28-01100,46,N,N,N
1,N,8,2,N,2,17-03531,37,4,4,47
1,6,2,2,0,1,51-01301,59,0,N,169
2,N,6,2,N,2,17-03529,13,4,3,0
2,3,2,1,4,1,51-51255,16,N,N,4
1,2,9,2,3,2,06-07502,23,0,N,54
1,1,9,2,9,3,40-00200,62,4,2,95
1,2,2,2,3,1,08-00803,41,4,N,N
2,2,9,2,6,4,17-03529,29,0,2,140
1,N,9,2,8,2,01-01301,10,0,3,460
2,4,3,2,9,4,51-01301,47,N,N,N
2,3,2,0,3,4,19-01700,57,0,2,71
2,1,3,2,3,2,36-03710,8,4,8,189
1,4,7,1,4,1,30-00600,37,0,5,72
1,3,2,2,1,4,40-00200,84,2,3,310
2,2,9,2,9,4,40-00200,44,2,3,216
1,1,2,2,3,3,32-00405,35,0,4,501
2,3,2,2,0,3,36-04010,36,2,4,347
2,1,2,2,7,3,51-01301,28,2,4,487
1,4,2,2,6,4,30-00600,52,4,3,160
2,1,9,1,2,4,32-00405,87,0,4,N
2,5,2,2,3,4,40-00200,70,N,2,0
2,2,9,2,5,4,40-00200,28,0,2,304
2,5,2,2,7,3,30-00600,75,0,2,92
1,6,2,2,3,0,51-51255,88,N,N,15
2,5,7,2,N,4,36-04010,63,3,7,370
1,5,9,2,5,4,26-02702,52,4,N,191
1,6,2,2,3,4,17-03531,7,2,5,194
2,1,5,1,2,4,32-00405,5,5,7,305
2,3,2,2,N,3,38-00100,8,2,N,205
1,4,2,2,7,2,36-03710,64,N,N,184
2,1,9,2,9,3,29-01901,26,2,N,68
1,N,9,2,N,2,13-04600,24,2,N,477
1,5,9,2,9,3,38-00100,20,2,3,N
2,6,2,2,1,4,08-00803,58,N,N,128
1,N,6,1,9,4,06-07502,75,0,4,495
2,2,9,2,2,3,28-01100,60,4,3,168
2,4,9,1,9,3,26-02702,53,2,N,36
2,6,6,2,4,4,32-00405,12,4,2,241
1,5,2,2,7,1,19-01700,48,0,2,15
2,5,9,2,N,3,51-01301,40,2,N,91
2,N,9,2,N,0,32-00405,22,4,7,495
1,2,2,2,3,4,51-01301,16,4,3,262
2,6,9,2,0,4,40-00200,70,0,N,500
2,5,2,1,2,2,13-04600,66,2,8,280
1,5,9,2,2,3,17-03531,52,2,5,105
1,N,2,2,N,3,06-08507,24,1,6,70
1,5,9,2,7,2,28-01100,11,4,4,243
2,2,4,2,2,3,06-07502,10,1,2,87
1,N,2,2,7,1,51-01301,52,2,5,68
1,2,9,2,7,3,13-04600,60,0,2,339
2,4,2,2,9,3,24-01004,40,2,4,495
2,2,9,2,8,1,17-03529,42,0,2,N
1,N,3,1,4,2,40-00200,32,N,N,N
1,6,3,2,1,3,38-00100,35,2,2,102
2,4,9,2,5,4,06-07502,41,N,N,N
1,2,2,2,0,4,13-04600,12,2,2,104
1,6,2,2,0,3,26-02702,40,1,5,240
1,N,2,2,7,4,51-01301,1,4,4,366
2,3,9,2,2,2,36-03710,60,2,N,166
2,2,2,2,8,3,24-01004,54,2,3,282
2,5,8,2,3,3,06-08507,20,N,3,67
2,1,9,2,6,2,19-01700,25,0,5,61
2,3,9,2,4,4,19-01700,69,N,2,319
2,4,9,2,0,4,06-08507,50,4,2,458
2,1,2,2,6,3,36-04010,72,2,3,193
2,1,9,2,8,4,06-07502,44,0,3,420
1,4,5,2,9,1,51-01301,40,2,N,360
1,5,5,2,5,1,24-01004,19,N,N,104
1,5,2,2,8,4,26-02702,66,2,2,100
2,4,3,2,8,3,17-03531,93,0,N,315
2,4,2,1,5,1,19-01700,28,2,2,83
2,3,2,2,8,4,40-00200,37,2,2,501
2,3,9,2,0,4,36-04010,22,2,3,436
1,2,9,2,9,3,01-01301,66,0,2,255
1,6,2,2,8,3,36-04010,8,N,N,128
1,4,2,2,3,0,30-00600,65,2,5,394
1,1,2,2,7,3,51-51255,33,4,3,303
1,5,4,2,N,4,28-01100,8,5,8,166
2,3,5,2,2,1,01-01301,84,N,N,65
1,1,9,2,9,4,38-00100,36,3,4,334
2,N,9,2,7,4,17-03531,62,3,3,444
1,5,2,2,8,3,17-03531,18,2,3,440
1,3,9,2,3,4,38-00100,31,3,6,430
2,5,2,2,5,3,51-51255,39,1,2,52
1,N,2,2,N,3,26-02702,80,2,3,290
1,6,2,2,3,4,24-01004,81,N,N,197
1,3,8,2,1,1,26-02702,33,N,N,4
1,2,2,2,6,4,28-01100,71,2,N,116
2,3,2,2,1,4,06-07502,63,N,N,84
1,4,2,2,9,1,36-04010,8,2,2,334
1,6,9,2,4,4,08-00803,11,N,2,166
2,2,9,2,5,3,17-03529,38,0,N,31
2,5,7,2,5,1,26-02702,43,2,3,485
2,5,9,2,8,4,24-01004,16,2,7,184
1,2,6,2,9,3,01-01301,21,0,N,128
1,3,9,2,2,4,06-07502,17,2,3,403
2,2,6,2,5,4,38-00100,85,0,N,126
1,4,3,2,5,4,30-00600,51,4,4,77
1,6,9,2,0,4,17-03531,5,4,2,44
1,5,4,2,5,3,28-01100,47,2,4,466
1,5,2,2,5,4,08-00803,76,N,2,N
2,1,9,2,N,3,36-04010,10,1,3,363
2,N,2,2,N,2,40-00200,47,4,4,115
1,1,2,2,9,3,51-51255,82,N,3,168
1,5,2,2,N,1,08-00803,31,2,3,238
1,N,2,1,9,2,51-01301,37,0,2,N
2,4,2,2,5,3,29-01901,78,0,2,237
1,2,8,2,0,2,38-00100,73,2,2,422
1,5,9,2,7,2,06-07502,40,0,5,222
1,4,9,2,5,3,08-00803,46,0,N,239
2,3,2,2,6,4,36-04010,83,0,N,172
1,6,9,2,3,3,06-07502,60,4,2,100
2,1,4,2,9,3,38-00100,56,2,5,348
2,5,2,2,0,4,36-03710,58,0,3,501
2,6,7,2,1,4,29-01901,16,N,2,N
2,5,2,2,2,4,01-01301,5,2,4,424
1,4,6,2,8,3,36-04010,4,2,5,466
1,3,3,2,6,4,29-01901,2,4,N,30
1,5,6,2,7,4,36-04010,32,1,3,248
2,3,2,2,9,4,36-03710,24,2,2,479
2,1,2,2,9,2,08-00803,75,0,2,85
2,3,2,2,6,0,28-01100,9,4,4,243
1,4,8,2,0,4,17-03531,57,1,6,356
1,5,9,2,9,1,13-04600,68,2,5,339
1,6,8,2,4,4,06-08507,75,0,N,346
2,6,3,2,5,3,36-04010,38,N,N,469
1,4,8,2,6,4,26-02702,34,1,4,267
1,2,7,2,1,2,17-03531,2,2,3,83
2,2,3,2,2,2,51-51255,55,2,N,388
1,3,4,2,4,1,13-04600,29,2,5,37
2,3,9,2,0,3,08-00803,32,4,2,188
1,6,9,2,0,0,17-03529,57,2,N,227
2,2,4,2,7,1,19-01700,17,0,2,220
2,2,8,2,8,1,06-07502,81,0,N,133
1,5,3,2,5,4,51-51255,52,0,2,106
2,3,6,2,3,2,17-03529,27,1,4,325
2,N,9,2,N,4,19-01700,7,2,5,244
2,5,8,2,1,4,17-03531,13,2,5,214
1,6,2,2,0,1,19-01700,53,2,N,N
2,5,7,2,1,4,08-00803,56,1,2,73
2,6,9,2,5,2,36-03710,72,N,N,360
1,6,9,2,0,4,24-01004,71,0,N,172
1,1,9,2,8,4,36-03710,7,4,4,342
1,2,2,2,8,4,30-00600,47,N,N,237
1,2,9,2,6,4,17-03529,60,N,2,416
2,2,9,2,7,1,28-01100,4,0,2,207
1,5,6,2,2,3,06-07502,73,0,N,270
2,2,9,2,4,4,24-01004,14,4,3,444
1,3,2,2,6,4,29-01901,45,N,N,143
1,5,2,2,N,3,40-00200,22,2,2,382
1,4,9,2,8,2,01-01301,62,0,N,285
1,6,2,1,3,3,13-04600,37,N,N,305
2,1,2,2,N,4,32-00405,11,4,4,4
1,3,5,2,2,4,08-00803,30,2,3,236
1,4,2,1,2,3,32-00405,50,0,2,204
1,2,7,2,9,2,24-01004,15,N,N,332
2,3,2,2,3,2,08-00803,78,0,N,62
2,6,9,2,8,4,29-01901,18,0,N,409
2,3,9,2,3,4,06-07502,42,0,N,472
2,6,2,2,7,3,17-03529,28,2,2,155
2,4,8,2,7,3,17-03531,11,4,3,66
2,5,7,2,4,4,29-01901,15,4,4,436
2,2,9,2,5,4,40-00200,10,2,N,342
1,6,2,2,5,4,40-00200,10,0,N,465
1,1,9,2,2,4,26-02702,22,0,3,432
1,1,2,2,N,2,30-00600,66,N,N,432
1,N,2,2,7,2,19-01700,20,N,5,107
1,1,8,2,1,3,06-08507,47,0,4,N
2,4,2,2,N,2,28-01100,23,1,3,241
1,2,4,1,8,2,51-01301,29,2,2,40
2,5,7,2,N,3,06-08507,50,0,N,372
2,4,7,2,0,4,30-00600,64,1,3,116
2,4,3,2,N,4,08-00803,38,0,N,116
1,6,2,2,0,3,17-03531,61,0,3,54
1,3,2,2,5,4,36-03710,38,4,2,35
2,N,9,2,N,4,38-00100,53,2,6,178
2,6,9,2,0,3,06-08507,43,0,2,417
1,4,2,2,1,4,32-00405,19,N,3,84
1,6,2,2,1,4,51-51255,26,0,N,77
2,N,8,2,6,4,40-00200,22,2,8,92
1,6,9,2,2,2,36-04010,29,N,N,4
2,4,7,2,6,4,19-01700,80,N,N,4
1,3,2,2,2,3,36-03710,51,N,N,320
2,1,6,2,8,2,28-01100,69,0,N,361
1,4,9,2,8,3,01-01301,72,0,3,168
2,2,6,2,3,2,13-04600,60,N,N,94
2,4,9,2,N,2,38-00100,31,2,6,53
1,N,9,2,6,4,28-01100,24,4,5,2
2,2,2,2,2,1,40-00200,10,4,3,N
1,N,3,2,N,1,17-03529,37,0,2,234
1,4,9,2,7,4,08-00803,40,3,3,10
1,5,7,2,6,2,08-00803,42,N,N,99
2,6,2,1,3,2,28-01100,39,0,3,288
2,N,4,2,1,2,06-08507,29,1,9,47
1,3,9,2,2,1,26-02702,21,N,5,238
2,2,4,2,0,4,51-51255,48,4,8,419
1,4,7,2,6,4,06-08507,55,2,2,216
1,5,9,2,4,3,51-51255,68,0,2,296
2,N,3,2,7,1,06-07502,10,4,7,137
1,3,2,2,0,2,28-01100,85,N,N,218
2,4,5,2,2,4,28-01100,37,2,3,92
2,N,2,2,1,2,40-00200,41,7,7,143
1,4,2,2,2,3,06-07502,8,0,3,294
1,1,9,2,N,4,24-01004,8,0,8,249
2,3,2,2,5,0,06-07502,22,N,2,180
1,3,2,2,1,4,36-03710,42,0,2,N
2,5,7,2,1,4,36-04010,28,2,6,200
1,4,9,2,5,4,06-08507,15,0,3,57
2,1,9,2,5,4,36-04010,61,4,2,393
1,1,9,2,5,4,13-04600,26,2,3,143
1,4,9,2,0,2,06-08507,43,0,N,32
1,N,2,2,N,4,38-00100,18,4,3,362
1,1,2,1,7,4,32-00405,39,2,3,123
2,4,9,2,6,1,13-04600,73,0,N,369
2,5,2,2,5,4,36-04010,29,0,3,99
1,6,5,2,0,4,06-08507,16,N,3,303
1,6,2,1,0,3,13-04600,73,N,2,208
2,N,4,2,8,3,40-00200,44,0,5,107
2,5,3,2,6,1,51-01301,66,N,N,432
2,3,2,2,N,0,08-00803,17,2,3,394
2,N,6,2,4,2,28-01100,30,4,6,389
1,2,2,2,5,4,51-51255,35,0,2,21
2,4,7,2,N,4,36-03710,46,N,3,143
1,N,2,2,9,4,36-04010,14,2,3,491
1,6,2,2,N,2,08-00803,30,2,N,67
2,N,9,2,N,4,51-01301,12,3,5,220
1,6,9,2,2,1,38-00100,38,4,6,315
2,5,4,2,6,4,40-00200,30,0,3,338
1,3,2,2,7,4,28-01100,34,1,N,214
1,6,2,2,4,3,17-03529,88,2,N,470
2,3,6,2,6,1,51-51255,72,0,N,409
1,1,2,1,N,2,32-00405,11,N,2,N
2,5,2,2,9,2,13-04600,30,0,N,N
1,6,2,2,5,3,17-03529,9,N,N,45
1,2,2,1,9,1,26-02702,12,2,4,166
1,5,2,2,6,4,24-01004,57,0,2,4
1,4,2,2,4,0,32-00405,49,0,2,303
2,4,3,2,N,4,32-00405,25,5,7,0
1,1,2,2,1,4,06-07502,46,4,3,71
2,4,3,2,2,4,40-00200,6,2,8,146
1,N,2,2,N,4,28-01100,4,9,9,473
2,2,2,2,0,3,01-01301,92,N,N,N
1,3,2,2,4,4,17-03531,80,N,N,63
2,2,9,2,0,4,19-01700,46,0,5,457
1,N,7,2,9,2,36-04010,8,3,7,291
1,4,2,2,4,1,17-03529,60,0,N,501
2,6,8,2,2,4,51-01301,38,2,4,289
1,2,9,2,2,4,08-00803,48,N,N,132
1,5,9,2,7,2,29-01901,26,N,N,262
2,1,2,2,8,4,51-01301,63,2,3,237
1,2,2,2,8,1,17-03529,25,2,2,338
2,1,5,2,1,4,32-00405,40,4,4,4
1,2,9,2,N,1,29-01901,3,0,4,7
1,3,9,2,1,2,06-07502,45,0,3,91
2,3,2,2,9,3,51-51255,41,3,5,139
2,1,2,2,N,4,17-03531,13,0,5,116
2,4,3,2,3,3,36-03710,41,0,3,N
2,6,9,2,3,4,13-04600,48,0,2,115
2,2,9,2,8,3,28-01100,25,0,2,34
2,5,9,2,2,4,17-03531,61,2,N,171
2,3,5,2,0,0,06-08507,79,N,2,269
1,5,2,2,7,2,30-00600,19,4,5,65
1,4,2,2,N,1,29-01901,29,2,N,77
1,1,2,2,1,4,24-01004,5,1,5,432
2,1,2,2,3,4,28-01100,89,0,2,239
1,3,2,2,4,0,26-02702,24,2,N,217
1,4,3,2,2,2,06-07502,12,1,5,293
2,1,2,2,N,3,26-02702,87,0,N,375
1,2,9,2,N,4,13-04600,12,0,2,76
1,5,2,1,0,1,06-08507,70,0,4,366
2,5,2,2,0,3,17-03529,82,4,N,137
1,6,2,2,0,3,06-07502,26,N,N,132
1,6,2,2,7,3,29-01901,30,2,2,99
2,N,9,2,7,3,26-02702,37,2,2,357
1,2,9,2,3,1,51-51255,38,0,2,106
1,2,4,1,4,1,06-08507,65,0,N,238
2,1,2,2,5,1,38-00100,15,0,2,193
2,4,8,2,7,4,17-03531,25,0,2,11
1,N,9,2,5,3,06-07502,37,4,4,494
1,N,2,2,7,4,51-01301,5,2,3,209
1,4,9,2,7,3,24-01004,77,0,N,282
1,3,2,2,8,3,30-00600,17,0,2,116
1,N,6,2,5,4,19-01700,24,0,3,86
2,6,9,2,8,1,17-03529,50,0,2,443
2,4,2,2,3,3,06-08507,21,2,3,132
1,6,6,2,6,2,17-03529,80,2,5,111
1,3,4,2,3,2,40-00200,30,0,N,425
1,4,9,2,8,2,13-04600,30,2,2,409
1,1,2,2,9,2,40-00200,55,2,2,121
2,1,2,1,N,2,38-00100,3,4,3,242
1,5,9,2,2,2,19-01700,58,N,2,166
1,N,2,2,9,4,19-01700,68,2,3,474
2,5,2,2,N,2,51-51255,60,4,N,160
2,1,5,2,2,3,51-01301,73,2,3,68
2,2,8,2,9,4,36-03710,72,2,2,169
1,3,2,2,9,2,36-04010,37,N,4,155
1,5,2,2,N,4,38-00100,13,0,3,11
2,3,9,2,0,4,06-07502,20,0,2,116
2,3,8,2,0,4,36-03710,67,N,2,356
2,5,9,2,1,4,17-03531,25,2,5,348
2,4,2,2,7,4,17-03531,10,4,5,116
1,6,9,2,5,0,01-01301,27,0,3,416
2,6,6,2,2,4,30-00600,26,0,8,126
1,5,6,2,9,3,32-00405,63,N,2,239
1,1,2,2,4,4,17-03529,70,0,N,N
2,1,8,2,7,3,29-01901,24,0,3,111
2,4,3,2,5,4,32-00405,7,1,5,116
1,3,2,2,4,4,51-01301,76,0,N,N
