PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00503,45,2,1,0,1,1,4,1,1,2872.7,7860,11,12,200000.0,9,501,N,2,2,2,2,58,52
25-01300,26,1,6,0,1,0,2,1,2,1457.2,4670,6,7,50000.0,6,501,N,1,2,2,2,155,100
25-01000,87,1,3,0,1,0,N,1,2,2447.1,N,N,11,29100.0,4,232,N,2,2,2,2,169,169
25-00503,13,1,N,0,1,1,2,1,2,2872.7,N,N,3,N,N,501,N,2,2,2,2,55,56
25-01300,22,2,6,0,1,0,N,1,2,1457.2,6190,7,7,28000.0,4,209,N,2,2,2,2,70,109
25-00703,56,2,1,0,1,0,2,1,1,2195.3,8080,12,9,_RARE_,2,501,N,2,2,2,2,128,130
25-00503,42,2,2,0,2,N,N,3,0,2872.7,7860,11,6,1500.0,1,N,N,2,2,2,2,15,0
25-01300,71,1,2,0,1,0,N,1,1,1457.2,290,0,9,_RARE_,6,501,N,2,2,2,2,89,80
25-01300,11,2,N,0,1,2,4,1,2,1457.2,N,N,3,N,N,123,N,2,2,2,2,80,94
25-00703,84,2,1,0,1,0,2,1,1,2195.3,9470,16,9,_RARE_,9,501,N,2,2,2,2,44,45
25-00703,28,2,2,0,1,N,N,3,0,2195.3,N,N,6,0.0,0,N,N,2,2,2,2,92,0
25-00703,21,1,6,0,1,0,N,1,2,2195.3,6380,7,7,119000.0,8,501,N,2,2,2,2,56,57
25-01300,18,1,6,0,1,3,5,1,1,1457.2,N,N,4,0.0,0,501,N,2,2,2,2,56,53
25-00503,40,2,1,0,1,1,5,1,1,2872.7,7870,11,9,30000.0,4,501,N,2,2,2,2,68,43
25-00703,73,2,4,0,1,0,N,1,1,2195.3,7890,11,10,_RARE_,9,501,N,2,2,2,2,280,280
25-01300,72,2,1,0,1,0,3,1,1,1457.2,N,N,8,19700.0,3,501,N,1,2,2,2,113,113
25-00703,9,1,N,0,1,3,5,1,1,2195.3,N,N,3,N,N,501,N,1,2,2,2,136,118
25-00703,30,2,6,0,1,0,3,1,1,2195.3,6170,7,7,0.0,0,263,N,2,2,2,2,155,174
25-00703,23,1,6,0,1,0,3,1,1,2195.3,7290,10,10,63000.0,6,501,N,2,2,2,2,68,68
25-00703,44,1,1,0,1,0,3,1,1,2195.3,770,3,5,86000.0,8,501,N,2,2,2,2,79,78
25-00503,17,2,6,0,1,0,4,1,1,2872.7,7890,11,5,2600.0,1,501,N,2,2,2,2,92,81
25-00703,71,2,4,0,1,0,N,1,1,2195.3,5680,6,10,62000.0,6,501,N,2,2,2,1,81,81
25-00503,82,1,6,0,6,0,2,1,1,2872.7,9370,16,7,32500.0,4,501,N,2,2,2,2,44,43
25-00503,1,2,N,0,9,3,5,1,1,2872.7,N,N,N,N,N,501,N,N,N,2,2,59,60
25-00703,68,2,1,0,1,0,2,1,1,2195.3,N,N,4,7600.0,2,133,N,2,2,2,2,94,95
25-00503,80,1,3,0,1,0,N,1,1,2872.7,8191,12,10,_RARE_,9,501,N,2,2,2,2,75,75
25-01000,20,1,6,0,1,0,3,1,1,2447.1,7071,9,5,27000.0,4,401,N,2,2,2,2,76,49
25-00703,69,2,4,0,1,0,N,1,2,2195.3,8370,13,8,32100.0,4,252,N,2,2,2,2,90,90
25-00503,84,2,4,0,1,N,N,2,0,2872.7,N,N,7,13200.0,2,N,N,2,1,2,2,23,0
25-00703,57,2,1,0,1,0,2,1,1,2195.3,5170,6,7,20200.0,3,254,N,2,2,2,2,54,47
25-01000,56,1,4,0,1,3,5,1,1,2447.1,770,3,5,66000.0,7,441,N,2,2,2,2,97,87
25-01000,81,1,1,0,1,0,3,1,1,2447.1,3291,4,9,_RARE_,8,501,N,2,2,2,2,50,50
25-00503,27,2,6,0,1,0,N,1,2,2872.7,_RARE_,2,7,38000.0,5,288,N,2,2,2,2,88,89
25-00703,77,2,2,0,1,0,N,1,1,2195.3,_RARE_,4,7,24000.0,4,213,N,2,1,2,2,57,54
25-00503,49,2,6,0,6,0,N,1,2,2872.7,4980,6,9,28900.0,4,190,N,2,2,2,2,96,96
25-01300,63,2,4,0,1,0,N,1,1,1457.2,9090,15,7,48900.0,6,368,N,2,2,2,2,164,164
25-00703,39,1,1,0,1,2,5,1,1,2195.3,7071,9,10,170000.0,9,501,N,2,2,2,2,63,62
25-00503,8,2,N,0,1,2,4,1,1,2872.7,N,N,3,N,N,501,N,2,2,2,2,227,127
25-02800,15,1,6,0,1,0,4,1,1,3683.9,N,N,4,0.0,0,501,N,2,2,2,2,87,69
25-00703,40,1,4,0,1,2,3,1,1,2195.3,7390,10,7,88000.0,8,501,N,2,2,2,2,166,167
25-01000,67,2,4,0,1,0,N,1,1,2447.1,6570,8,7,_RARE_,8,501,N,2,2,2,2,73,73
25-00703,10,1,N,0,1,3,5,1,1,2195.3,N,N,3,N,N,501,N,2,2,2,2,77,109
25-00703,55,1,6,0,1,0,3,1,2,2195.3,_RARE_,0,5,25500.0,4,227,N,2,2,2,2,97,97
25-01000,89,2,3,0,1,N,N,2,0,2447.1,N,N,7,21000.0,3,N,N,2,1,2,2,2,0
25-00703,46,2,1,0,1,3,5,1,1,2195.3,8470,13,9,0.0,0,471,N,2,2,2,2,105,105
25-00503,66,2,4,0,1,0,N,1,1,2872.7,9470,16,7,58600.0,6,457,N,2,2,2,1,65,66
25-00503,35,2,1,0,6,2,5,1,1,2872.7,8370,13,10,6000.0,1,294,N,2,2,2,2,93,107
25-02800,59,1,1,0,1,0,2,1,2,3683.9,2190,4,10,627000.0,9,501,N,2,2,2,2,85,85
25-00503,20,2,6,0,1,N,N,3,0,2872.7,8660,14,7,11900.0,2,N,N,2,2,2,2,65,0
25-00503,1,2,N,0,9,2,4,1,2,2872.7,N,N,N,N,N,466,N,N,N,2,2,220,165
25-00703,11,1,N,0,1,2,4,1,1,2195.3,N,N,3,N,N,501,N,2,2,2,2,104,101
25-00503,54,1,1,0,1,1,3,1,1,2872.7,7270,10,11,172000.0,9,501,N,2,2,2,2,74,78
25-01300,67,2,3,0,1,0,3,1,1,1457.2,8090,12,10,13200.0,2,501,N,2,2,2,2,98,99
25-00703,83,2,1,0,1,0,2,1,1,2195.3,7970,12,11,_RARE_,9,501,N,2,2,2,1,114,114
25-01300,63,1,1,0,1,0,2,1,1,1457.2,7870,11,11,_RARE_,9,501,N,2,2,2,2,73,79
25-01000,37,2,1,0,1,2,4,1,1,2447.1,5790,6,9,36700.0,5,440,N,2,2,2,2,644,247
25-00703,49,2,1,0,1,0,2,1,2,2195.3,2190,4,12,180000.0,9,501,N,2,2,2,2,86,88
25-01300,38,2,1,0,1,1,3,1,1,1457.2,6970,9,9,95000.0,8,501,N,2,2,2,2,65,85
25-02800,61,2,1,0,1,0,3,1,1,3683.9,5070,6,7,88000.0,8,501,N,2,2,2,2,53,63
25-01300,48,1,1,0,1,1,3,1,1,1457.2,7290,10,10,204000.0,9,501,3,2,2,2,2,74,170
25-00503,44,1,1,0,1,2,4,1,1,2872.7,4090,5,10,200000.0,9,501,N,2,2,2,2,94,103
25-01000,5,1,N,0,1,1,4,1,1,2447.1,N,N,2,N,N,501,N,2,2,2,2,160,138
25-00703,30,1,6,0,2,4,5,1,2,2195.3,8980,15,5,4600.0,1,66,N,2,2,2,2,77,78
25-01300,18,2,6,0,1,N,N,3,0,1457.2,5170,6,7,40000.0,5,N,N,2,2,2,2,69,0
25-01000,53,1,4,0,1,1,2,1,1,2447.1,8370,13,10,58000.0,6,461,N,2,2,2,2,388,381
25-00503,55,2,2,0,1,2,4,1,1,2872.7,7470,10,10,_RARE_,7,501,N,2,2,2,2,39,32
25-00503,7,2,N,0,1,0,4,1,1,2872.7,N,N,3,N,N,501,N,2,2,2,2,228,218
25-00503,61,1,1,0,1,0,2,1,1,2872.7,3390,4,10,27000.0,4,454,N,2,2,2,2,111,110
25-00503,55,1,1,0,1,0,4,1,1,2872.7,7071,9,10,291000.0,9,501,N,2,2,2,2,212,211
25-01000,48,2,1,0,1,1,3,1,1,2447.1,6870,9,9,110000.0,8,501,N,2,2,2,2,47,48
25-00503,46,1,2,0,1,0,N,1,2,2872.7,8660,14,7,85000.0,8,501,N,2,2,2,2,93,95
25-00703,50,2,1,0,1,0,4,1,1,2195.3,7460,10,9,51000.0,6,501,N,2,2,2,2,58,59
25-00703,32,2,6,0,1,0,N,1,1,2195.3,7670,10,9,22500.0,3,192,N,2,2,2,2,60,60
25-00503,19,2,6,0,1,N,N,3,0,2872.7,8470,13,7,9000.0,2,N,N,2,2,2,2,40,0
25-01000,23,1,6,0,1,0,6,1,1,2447.1,3390,4,5,45000.0,5,298,N,2,2,2,2,111,62
25-00703,8,2,N,0,1,3,5,1,2,2195.3,N,N,3,N,N,501,N,2,2,2,2,72,51
25-00703,45,2,1,0,1,2,4,1,1,2195.3,8090,12,9,73000.0,7,326,N,2,2,2,2,79,86
25-01300,27,1,6,0,1,0,2,1,1,1457.2,8191,12,5,22000.0,3,227,N,2,2,2,2,73,49
25-00503,44,2,1,0,1,2,4,1,1,2872.7,2190,4,10,_RARE_,8,501,N,2,2,2,2,169,169
25-00503,57,2,1,0,6,0,2,1,1,2872.7,8090,12,10,_RARE_,7,501,N,2,2,2,2,59,88
25-00703,65,2,3,0,1,0,N,1,1,2195.3,7870,11,12,190000.0,9,501,N,2,2,2,2,67,68
25-02800,62,2,1,0,1,0,3,1,1,3683.9,N,N,7,_RARE_,3,426,N,1,2,2,2,83,63
25-00503,53,1,6,0,1,0,N,1,1,2872.7,7490,10,9,80000.0,7,501,N,2,2,2,2,69,68
25-01300,51,1,3,0,1,0,2,1,1,1457.2,7380,10,7,65000.0,7,501,N,2,2,2,2,83,79
25-00503,36,2,6,0,6,0,N,1,2,2872.7,7380,10,10,245000.0,9,501,N,2,2,2,1,40,31
25-00503,79,1,1,0,1,0,2,1,1,2872.7,N,N,11,43600.0,5,414,N,2,2,2,2,72,71
25-00703,52,2,1,0,1,0,2,1,1,2195.3,6672,8,7,54000.0,6,501,N,2,2,2,2,69,68
25-00503,71,2,4,0,1,0,3,1,1,2872.7,7870,11,10,_RARE_,9,501,N,2,2,2,2,59,49
25-02800,40,2,4,0,1,0,N,1,2,3683.9,7071,9,10,105000.0,8,501,N,2,2,2,2,97,98
25-01300,19,2,6,0,1,N,N,3,0,1457.2,N,N,7,0.0,0,N,N,2,2,2,2,61,0
25-00503,30,2,1,4,1,3,6,1,2,2872.7,8680,14,4,12000.0,2,480,N,2,2,2,2,466,363
25-00703,24,2,6,0,1,0,3,1,2,2195.3,5070,6,9,15600.0,3,444,N,1,2,2,2,42,44
25-01300,4,2,N,0,1,2,5,1,1,1457.2,N,N,2,N,N,493,N,N,N,2,2,70,75
25-01000,52,2,1,0,1,2,4,1,1,2447.1,7570,10,8,80000.0,7,274,N,2,2,2,2,186,154
25-00703,68,2,3,0,1,0,N,1,2,2195.3,N,N,7,54800.0,6,454,N,2,2,2,2,92,92
25-02800,77,1,1,0,1,0,2,1,1,3683.9,N,N,10,57800.0,6,501,N,1,2,2,2,78,79
25-00503,87,2,3,0,1,N,N,3,0,2872.7,N,N,12,30000.0,4,190,N,2,1,1,1,70,0
25-01300,49,1,1,0,1,0,2,1,1,1457.2,7690,10,9,72000.0,7,501,N,2,2,2,2,82,85
25-00703,32,1,1,0,1,0,2,1,1,2195.3,9370,16,7,56000.0,6,501,N,2,2,2,2,105,108
25-01300,10,2,N,0,1,2,3,1,1,1457.2,N,N,3,N,N,360,N,2,2,2,2,64,56
25-01300,35,1,1,0,1,2,4,1,2,1457.2,2190,4,9,66000.0,7,501,N,2,2,2,2,105,65
25-00503,14,2,N,1,1,3,5,1,2,2872.7,N,N,3,N,N,42,N,2,2,2,2,205,296
25-01000,40,1,2,0,1,0,2,1,1,2447.1,5170,6,8,100000.0,8,501,N,2,2,2,2,90,92
25-00703,81,2,1,0,1,0,2,1,1,2195.3,N,N,9,17000.0,3,501,N,2,2,2,2,38,38
25-00703,29,2,6,0,1,0,4,1,1,2195.3,7280,10,8,20000.0,3,501,N,2,2,2,2,69,61
25-00503,17,2,6,0,1,0,3,1,2,2872.7,N,N,7,3400.0,1,64,N,2,2,2,2,197,146
25-01300,35,2,1,0,1,2,4,1,1,1457.2,7980,12,10,83000.0,7,501,N,2,2,2,2,96,83
25-02800,45,2,1,0,1,2,4,1,1,3683.9,3960,4,5,89000.0,8,501,N,2,2,2,2,62,61
25-00503,23,2,1,0,1,2,4,1,1,2872.7,9290,15,9,31500.0,4,501,N,2,2,2,2,70,76
25-01300,59,1,1,0,1,0,2,1,1,1457.2,9570,16,7,20200.0,3,501,N,2,2,2,2,62,60
25-00503,67,1,1,0,1,0,2,1,1,2872.7,8090,12,12,39700.0,5,373,N,2,2,2,2,71,71
25-01300,63,2,1,0,1,0,2,1,1,1457.2,8590,14,5,57000.0,6,501,N,2,2,2,2,53,52
25-00503,61,2,1,0,1,0,2,1,1,2872.7,N,N,12,81000.0,7,501,N,2,2,2,2,36,91
25-00503,77,2,6,0,1,0,N,1,1,2872.7,N,N,5,23600.0,4,145,N,2,1,1,2,84,83
25-02800,70,2,1,0,1,0,2,1,2,3683.9,N,N,1,2900.0,1,501,N,2,2,2,2,76,71
25-01000,33,2,6,0,1,2,4,1,1,2447.1,7860,11,9,86400.0,8,470,N,2,2,2,2,62,61
25-01300,18,2,6,0,1,1,4,1,1,1457.2,7860,11,5,750.0,1,501,N,2,2,2,2,98,127
25-01300,35,1,4,0,1,1,2,1,1,1457.2,3580,4,9,127000.0,9,501,N,2,2,2,2,119,119
25-00503,3,2,N,0,1,2,4,1,1,2872.7,N,N,2,N,N,501,N,N,N,2,2,73,83
25-00503,81,2,3,0,1,0,N,1,1,2872.7,7860,11,5,25000.0,4,190,N,2,2,2,1,109,109
25-00503,46,2,1,0,6,0,4,1,1,2872.7,2190,4,10,130000.0,9,501,N,2,2,2,2,237,293
