,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
12,60,2,2,1,2,N,8,0,1,7580,3,1,2,4,1,51594.0,0,501,25-02800,92,1,2,77,53,2,2,2,2,N,1,770,0,2,110000.0,8,501,67,67,40.0
13,36,2,1,1,2,N,4,0,1,770,10,1,0,N,1,67630.0,8,312,25-01000,88,1,1,58,55,2,2,2,2,N,1,7790,0,2,75000.0,7,493,142,142,33.33333333333333
14,25,1,2,1,2,N,9,0,1,N,N,3,0,N,1,N,1,171,25-01300,105,6,2,105,81,1,2,2,2,N,1,N,0,3,8000.0,2,501,67,46,46.666666666666664
15,60,1,2,2,2,N,7,0,1,9090,N,1,2,4,2,84717.0,1,355,25-01300,14,6,2,120,41,2,2,2,2,N,1,N,2,4,0.0,0,273,64,77,46.666666666666664
16,12,2,2,1,2,N,9,0,1,8680,12,6,2,2,2,34561.0,2,172,25-02800,51,1,1,69,23,2,2,2,2,N,1,8191,0,N,40000.0,5,306,191,191,33.33333333333333
17,87,2,2,2,2,N,10,0,1,N,N,4,2,4,1,-4600.0,4,477,25-02800,123,1,1,94,75,2,2,2,2,N,1,N,0,N,116000.0,8,501,109,108,46.666666666666664
18,60,2,2,2,2,N,10,0,1,N,14,1,3,6,1,289705.0,9,501,25-02800,41,1,2,62,56,2,2,2,2,N,1,8680,0,2,76000.0,7,501,173,173,46.666666666666664
19,38,1,2,2,2,N,9,0,1,770,9,4,0,N,1,9599.0,1,421,25-02800,97,1,2,90,55,2,2,2,2,N,1,7190,0,N,66000.0,7,498,111,111,46.666666666666664
20,37,2,2,1,2,N,7,0,1,770,10,1,1,N,2,-4600.0,1,259,25-00503,81,1,1,70,33,2,2,2,2,N,1,7690,0,2,71000.0,7,501,104,104,33.33333333333333
21,59,2,2,2,1,N,7,0,1,6680,9,6,1,N,1,-4600.0,6,314,25-02800,85,1,2,58,37,2,2,2,2,N,1,6890,1,2,90000.0,8,501,98,99,40.0
22,42,2,2,2,2,N,12,0,1,N,N,3,2,3,1,N,7,426,25-00703,90,1,1,98,88,1,2,1,2,N,1,N,2,5,271000.0,9,501,57,50,40.0
23,17,2,2,2,2,N,6,0,1,7380,6,6,0,N,2,6960.0,1,211,25-02800,72,1,2,71,54,2,2,2,1,N,1,4971,0,N,0.0,0,0,88,70,46.666666666666664
24,16,2,2,2,2,N,7,0,1,7860,4,6,2,4,0,29575.0,0,309,25-00503,87,1,1,90,20,2,2,2,2,N,3,1880,N,N,6400.0,1,N,59,0,33.33333333333333
25,71,2,2,2,N,N,10,0,1,7860,N,1,0,6,1,215570.0,N,501,25-02800,86,6,1,71,50,2,2,2,2,N,1,N,0,3,0.0,0,61,85,78,40.0
26,23,2,2,2,2,N,5,0,1,3390,3,6,2,6,1,89523.0,8,394,25-00703,276,6,1,202,24,2,2,2,2,N,1,770,2,7,25000.0,4,501,130,158,46.666666666666664
27,63,2,2,2,2,2,7,0,1,8170,9,6,0,N,1,122792.0,8,501,25-02800,74,1,1,181,19,2,2,2,2,N,1,6870,0,3,15000.0,3,501,80,66,46.666666666666664
28,69,2,2,2,2,N,5,0,1,7590,13,6,0,6,1,-4600.0,N,266,25-00703,78,1,1,98,54,2,2,2,1,N,1,8390,0,2,20900.0,3,463,117,101,40.0
29,61,2,2,2,N,2,5,0,1,2190,16,3,0,4,1,42915.0,1,464,25-02800,56,1,2,48,61,2,2,2,2,N,1,9370,2,5,40000.0,5,397,152,148,33.33333333333333
30,11,2,2,1,2,2,12,0,1,N,15,6,0,4,1,134756.0,8,501,25-00503,67,1,1,69,55,2,2,2,2,N,1,9160,2,3,80000.0,7,396,62,61,26.666666666666668
31,18,2,2,2,1,N,5,0,1,7280,15,6,4,4,1,100652.0,7,501,25-01300,81,1,1,236,51,2,2,2,2,N,1,8790,0,2,78000.0,7,501,104,104,46.666666666666664
32,13,2,2,2,2,N,7,0,1,N,N,3,N,4,1,132588.0,8,501,25-00503,85,1,1,54,87,1,1,1,1,N,1,N,0,N,27000.0,4,221,432,432,20.0
33,55,2,2,2,2,N,9,0,1,8470,12,6,2,4,2,138687.0,9,501,25-00503,212,1,1,106,29,2,2,2,2,N,1,8191,0,2,128000.0,9,501,97,96,53.333333333333336
34,66,1,2,2,2,N,9,0,1,6180,15,1,0,6,1,84105.0,9,317,25-00503,69,1,2,53,45,2,2,2,2,N,1,9170,2,4,55000.0,6,501,58,70,33.33333333333333
35,23,2,2,2,2,N,N,0,1,N,N,N,5,2,2,177224.0,9,424,25-02800,64,6,1,58,0,2,2,N,N,N,1,N,1,3,N,N,501,105,121,33.33333333333333
36,44,2,2,2,2,N,10,0,1,7071,14,6,0,4,1,21073.0,5,301,25-01000,93,1,1,80,49,2,2,2,1,N,1,8564,0,2,9500.0,2,293,330,330,40.0
37,7,2,2,2,2,2,10,0,1,N,N,3,2,2,2,-4600.0,3,332,25-01300,117,1,1,74,86,2,2,1,2,N,1,N,0,N,38200.0,5,317,158,158,33.33333333333333
38,65,2,2,2,1,N,10,0,1,770,9,1,2,N,2,45621.0,6,501,25-00503,59,1,1,66,36,2,2,2,2,N,1,7071,0,2,0.0,0,501,107,125,40.0
39,44,2,2,2,2,N,6,0,1,N,N,6,2,N,2,-4600.0,0,501,25-00503,115,1,2,75,72,2,2,2,2,N,1,N,0,N,29900.0,4,245,83,83,53.333333333333336
40,62,2,1,2,2,N,10,0,1,7860,12,1,0,5,2,-4600.0,7,297,25-00703,25,1,2,100,35,2,2,2,2,N,1,8191,2,4,22000.0,3,298,57,60,33.33333333333333
41,1,2,1,2,2,N,5,0,1,N,8,1,2,5,1,206356.0,N,500,25-01300,28,1,1,76,55,2,2,2,2,N,1,6695,0,2,70000.0,7,501,80,75,33.33333333333333
42,64,2,2,2,2,N,10,0,1,N,11,6,3,4,2,-4600.0,7,476,25-02800,51,1,2,60,28,2,2,2,2,N,1,7870,0,N,70000.0,7,501,60,60,53.333333333333336
43,18,2,2,2,2,N,4,0,1,8170,3,6,0,N,1,131273.0,7,501,25-00703,92,1,1,92,68,2,2,2,2,N,1,770,0,N,25500.0,4,210,58,58,53.333333333333336
44,2,2,2,2,2,N,8,0,1,6870,7,1,0,3,1,N,2,501,25-01000,118,1,2,339,54,2,2,2,2,N,1,6070,0,5,58000.0,6,501,60,60,53.333333333333336
45,94,2,1,2,1,N,8,0,1,4870,4,6,2,4,1,93831.0,4,356,25-01300,43,1,1,137,29,2,2,2,2,N,1,1370,0,4,30000.0,4,501,129,103,40.0
46,25,2,2,2,1,N,5,0,1,2980,4,1,0,2,2,-4600.0,0,407,25-01000,46,1,1,76,66,2,2,1,2,N,1,2880,0,2,50000.0,6,501,499,661,40.0
47,34,2,2,2,1,N,7,0,1,5080,3,4,0,3,1,N,1,313,25-02800,71,1,1,59,61,2,2,2,2,N,1,770,0,N,450000.0,9,501,93,93,40.0
48,36,2,2,2,2,N,9,0,1,4380,7,1,0,3,1,184145.0,8,436,25-01300,70,1,2,94,65,2,2,2,2,N,1,6370,0,2,39000.0,5,501,55,55,46.666666666666664
49,66,1,2,2,2,N,7,4,1,7460,6,1,0,4,1,158168.0,9,501,25-02800,15,1,2,56,50,2,2,2,2,N,1,5790,0,4,60000.0,6,501,96,128,53.333333333333336
50,71,2,1,2,2,N,5,0,3,7780,15,6,0,2,2,35492.0,1,417,25-01000,44,1,2,106,46,2,2,2,2,N,1,8980,0,N,32000.0,4,241,464,366,33.33333333333333
51,59,2,2,1,2,N,7,0,1,N,N,3,1,7,2,269895.0,0,501,25-01000,93,1,1,105,78,2,2,1,1,N,1,N,0,N,62800.0,6,501,55,55,46.666666666666664
52,37,2,2,2,2,N,7,0,1,7080,2,1,2,4,1,218980.0,9,501,25-00503,25,1,1,142,57,2,2,2,2,N,1,680,0,6,85000.0,8,501,117,103,46.666666666666664
53,22,2,2,2,2,2,7,0,1,8191,N,4,2,4,2,130466.0,8,204,25-00503,67,1,2,65,73,2,2,2,2,N,1,N,0,N,51900.0,6,426,105,106,33.33333333333333
54,64,1,2,2,2,N,8,0,1,8670,4,6,1,2,1,34104.0,2,446,25-01300,47,1,2,125,26,2,2,2,2,N,1,3380,0,N,60000.0,6,456,89,89,33.33333333333333
55,46,2,2,2,2,N,9,0,3,7460,11,6,0,2,2,-4600.0,3,269,25-02800,89,1,1,54,30,2,2,2,2,N,1,7890,0,N,32000.0,4,244,122,122,40.0
56,49,2,2,2,2,N,8,0,3,N,N,1,1,4,2,N,8,483,25-02800,75,1,2,59,66,2,2,2,2,N,1,N,0,2,10000.0,2,501,85,95,40.0
57,86,2,2,2,2,N,5,0,1,N,N,3,2,N,1,N,7,430,25-01300,63,2,2,66,85,2,2,2,2,N,1,N,3,6,15000.0,3,330,453,591,46.666666666666664
58,16,2,2,1,2,N,5,0,1,9920,N,6,2,3,2,27853.0,2,323,25-00503,132,1,1,116,33,2,2,2,1,N,1,N,0,N,10000.0,2,76,109,109,33.33333333333333
59,33,2,2,2,2,N,8,0,1,7460,4,1,2,3,1,191584.0,7,501,25-00503,68,1,1,70,67,2,2,2,2,N,1,2270,0,3,124000.0,9,501,122,128,53.333333333333336
60,41,2,2,2,1,N,12,0,1,7460,11,1,1,N,1,-4600.0,2,393,25-02800,58,6,2,68,55,2,2,2,2,N,1,7860,0,2,10000.0,2,501,155,225,40.0
61,11,2,1,2,2,2,10,0,1,7870,11,6,0,4,1,117264.0,6,428,25-00703,81,1,1,48,28,2,2,2,2,N,1,7860,0,4,48000.0,6,501,65,60,46.666666666666664
62,17,2,2,1,2,N,5,0,1,N,N,4,0,N,0,-4600.0,2,370,25-00703,50,1,2,120,73,2,1,1,2,N,2,N,N,N,8700.0,2,N,85,0,46.666666666666664
63,24,2,2,2,2,N,10,0,1,7860,N,1,0,N,2,-4600.0,1,401,25-01000,100,1,1,85,94,1,2,1,2,N,1,N,0,2,75800.0,7,501,61,60,33.33333333333333
64,23,2,2,1,2,N,9,0,1,6672,16,6,0,2,1,36637.0,4,293,25-02800,105,1,1,41,73,2,2,2,2,N,1,9570,0,N,77000.0,7,501,62,62,40.0
65,37,2,1,2,2,N,8,0,1,N,N,1,0,N,1,76031.0,0,388,25-00703,251,6,2,128,68,2,2,2,2,N,1,N,2,7,2400.0,1,501,166,158,40.0
66,36,2,2,2,2,N,1,0,1,9170,12,1,2,4,1,139522.0,7,284,25-02800,34,1,2,181,46,2,2,2,2,N,1,7970,1,3,43000.0,5,501,59,67,40.0
67,24,2,2,2,1,N,9,0,1,N,3,4,1,N,1,9821.0,N,439,25-00503,78,1,1,75,50,2,2,2,2,N,1,770,0,N,124900.0,9,501,49,50,40.0
68,34,2,2,2,1,N,10,0,1,8191,9,1,3,2,1,140721.0,4,366,25-01300,68,6,2,65,48,2,2,2,2,N,1,6970,1,3,300000.0,9,501,42,42,33.33333333333333
69,20,2,2,2,2,N,9,0,1,3390,6,1,0,N,2,8671.0,3,444,25-01300,68,1,2,47,44,2,2,2,2,N,1,5490,2,4,8600.0,2,407,114,111,40.0
70,48,2,2,1,1,N,10,0,1,9470,8,6,N,N,1,106085.0,9,345,25-00703,114,1,1,107,37,2,2,2,2,N,1,6490,1,2,100000.0,8,501,95,147,26.666666666666668
71,56,2,2,2,2,N,9,0,1,7390,16,6,2,2,1,134786.0,8,466,25-01300,96,1,2,0,61,2,2,2,2,N,1,9480,0,N,124000.0,9,501,86,86,40.0
72,8,2,2,2,2,N,5,0,1,8191,12,6,0,2,2,79054.0,5,464,25-01000,109,1,1,49,56,2,2,2,2,N,1,8270,0,N,47000.0,5,357,160,161,53.333333333333336
73,7,2,2,2,2,N,5,0,1,4170,13,1,0,2,1,46801.0,6,501,25-01300,79,1,2,98,55,2,2,2,2,N,1,8470,0,2,25000.0,4,501,69,84,60.0
74,48,2,2,2,1,N,7,0,1,5090,7,6,0,N,1,180201.0,1,453,25-00503,79,1,1,148,46,2,2,2,2,N,1,6380,0,2,7500.0,2,204,80,53,40.0
75,40,2,2,2,2,N,4,0,1,N,N,6,2,2,2,35935.0,6,296,25-00503,150,1,2,127,15,2,2,2,2,N,1,N,2,3,0.0,0,36,81,79,53.333333333333336
76,12,2,2,2,2,N,10,0,1,7570,5,1,0,4,1,164788.0,4,501,25-00703,315,1,1,57,35,2,2,2,2,N,1,4585,3,5,230000.0,9,501,159,160,46.666666666666664
77,75,2,2,1,N,N,9,0,1,N,N,6,0,N,2,64699.0,2,501,25-00503,115,1,2,73,94,2,2,1,2,N,1,N,0,N,24000.0,4,198,61,61,53.333333333333336
78,67,2,2,2,2,N,11,0,1,N,N,1,0,N,1,66735.0,8,460,25-00503,78,1,2,83,67,2,2,2,2,N,1,N,0,2,26700.0,4,501,46,41,60.0
79,67,2,2,2,1,N,4,0,1,8191,11,6,2,3,2,N,9,411,25-01000,106,1,2,53,17,2,2,2,2,N,1,7860,2,3,6000.0,1,212,47,55,46.666666666666664
80,39,2,1,1,1,N,5,0,1,N,16,4,0,4,1,197353.0,0,231,25-02800,106,1,2,131,58,2,2,2,2,N,1,9370,2,5,25400.0,4,324,117,130,20.0
81,71,2,2,2,2,N,11,0,3,9170,9,1,1,4,1,N,6,239,25-01300,51,1,2,58,50,2,2,2,2,N,1,6970,0,2,191000.0,9,501,68,69,33.33333333333333
82,61,2,2,2,2,N,4,0,1,7770,3,1,0,N,1,100971.0,N,493,25-00503,52,1,1,103,50,2,2,2,2,N,1,770,0,4,150000.0,9,501,93,94,46.666666666666664
83,38,2,2,1,1,N,10,0,1,7460,12,4,4,N,1,77931.0,6,277,25-01000,37,1,2,66,75,2,2,2,2,N,1,8270,0,N,76100.0,7,501,98,98,33.33333333333333
84,39,2,2,2,1,N,8,0,1,7460,6,1,1,4,2,N,8,301,25-00703,79,1,2,93,33,2,2,2,2,N,1,5090,1,3,60000.0,6,382,151,145,40.0
85,64,2,2,1,2,N,7,0,1,6970,14,6,0,N,1,114409.0,6,237,25-01300,105,1,1,69,32,2,2,2,2,N,1,8680,0,3,30000.0,4,501,97,75,40.0
86,70,2,2,2,2,N,3,0,3,7860,N,6,2,N,0,43652.0,9,455,25-00703,84,1,2,73,84,2,2,2,1,N,3,N,N,N,0.0,0,0,14,0,40.0
87,55,1,2,2,2,N,12,0,1,N,11,1,0,4,1,237719.0,9,501,25-02800,68,1,1,77,50,2,2,2,2,N,1,7870,0,2,100000.0,8,501,115,116,46.666666666666664
88,21,2,2,2,2,N,7,0,1,8590,8,1,2,4,1,2811.0,3,227,25-00703,43,1,2,97,53,2,2,2,2,N,1,6690,0,2,90000.0,8,501,37,32,40.0
89,68,2,2,2,1,N,8,0,1,8680,N,6,2,5,2,133823.0,7,477,25-02800,159,1,2,60,69,2,2,2,2,N,1,N,0,N,8560.0,2,70,58,57,33.33333333333333
90,65,2,2,2,2,N,5,0,1,9480,4,6,0,N,1,159356.0,9,501,25-01300,97,1,2,93,31,2,2,2,2,N,1,2370,0,3,0.0,0,243,179,145,46.666666666666664
91,55,1,2,1,1,N,9,0,1,7380,11,1,0,N,2,83205.0,6,252,25-00703,129,1,1,122,31,2,2,2,2,N,1,7870,0,2,60000.0,6,501,62,64,33.33333333333333
92,85,2,2,2,2,N,7,0,1,6170,13,6,0,4,2,103308.0,9,467,25-00703,76,1,2,83,28,2,2,2,2,N,1,8470,2,3,51900.0,6,256,75,74,40.0
93,26,1,1,2,2,2,10,0,1,7860,10,6,2,N,2,-4600.0,0,119,25-00503,55,6,2,85,28,2,2,2,2,N,1,7380,0,N,124000.0,9,501,87,86,26.666666666666668
94,49,2,2,2,2,N,7,0,1,N,7,1,2,N,1,-4600.0,2,204,25-02800,79,1,2,99,55,2,2,2,2,N,1,6380,0,4,10000.0,2,501,109,112,46.666666666666664
95,46,2,2,1,2,N,7,0,1,8191,6,6,1,5,2,9071.0,6,460,25-00703,124,1,1,122,26,2,2,2,2,N,1,5070,0,3,15000.0,3,252,32,24,33.33333333333333
96,58,2,2,2,2,N,7,0,3,7860,12,6,0,N,2,3176.0,3,400,25-01000,54,1,2,60,21,2,2,2,2,N,1,8090,0,N,32500.0,4,247,133,132,46.666666666666664
97,18,2,2,1,2,N,10,0,1,N,10,1,0,2,2,-4600.0,2,185,25-02800,312,6,2,81,34,2,2,2,2,N,1,7380,0,2,20000.0,3,501,145,159,46.666666666666664
98,1,2,2,1,2,N,7,0,1,N,10,4,0,2,0,N,9,501,25-00703,46,1,2,61,78,2,2,1,2,N,2,7580,N,N,3800.0,1,N,25,0,33.33333333333333
99,71,2,2,2,2,N,10,4,1,7860,10,6,0,N,1,38423.0,8,501,25-00703,150,1,2,81,60,2,2,1,2,N,1,7380,0,N,48000.0,6,362,129,128,46.666666666666664
100,36,2,2,N,2,N,4,0,1,8470,4,6,0,4,1,20488.0,7,473,25-00703,154,1,1,101,16,2,2,2,2,N,1,1190,1,2,2500.0,1,271,49,58,33.33333333333333
101,16,1,2,2,2,N,9,0,1,7670,N,4,2,2,1,43805.0,0,368,25-00703,126,1,1,102,72,2,2,2,2,N,1,N,0,N,10000.0,2,82,56,55,33.33333333333333
102,25,2,2,2,1,N,7,0,3,7860,10,4,N,4,1,N,N,370,25-01300,89,1,2,64,60,2,2,2,2,N,1,7290,0,N,55000.0,6,419,208,208,26.666666666666668
103,63,1,1,1,2,N,4,0,1,7860,N,6,2,N,2,N,4,304,25-00503,66,6,2,119,17,2,2,2,2,N,1,N,2,4,0.0,0,186,447,529,26.666666666666668
104,76,2,2,2,1,N,9,0,3,8590,15,4,2,4,2,67938.0,4,412,25-02800,163,1,2,83,55,2,2,1,1,N,1,9290,0,N,18000.0,3,135,85,84,26.666666666666668
105,57,2,2,2,2,N,9,0,3,5070,4,6,2,4,2,156647.0,7,268,25-01300,101,1,1,70,24,2,2,2,2,N,1,3580,0,N,78000.0,7,501,62,62,40.0
106,69,2,2,N,2,N,5,0,1,6370,15,1,0,N,2,174342.0,4,364,25-00703,215,1,2,248,24,2,2,2,2,N,1,8980,1,3,4200.0,1,501,210,178,33.33333333333333
107,39,2,1,2,2,N,7,0,1,5391,9,1,2,N,1,90569.0,6,501,25-01300,67,6,2,54,66,2,2,2,2,N,1,6991,0,2,71000.0,7,501,66,83,40.0
108,44,2,2,2,1,N,9,0,1,2290,16,6,2,2,1,117384.0,8,408,25-01300,115,1,1,55,53,2,2,2,2,N,1,9380,0,N,61000.0,6,463,75,75,33.33333333333333
109,7,2,2,2,2,N,10,0,1,N,15,6,0,4,1,182007.0,0,473,25-01300,190,6,1,131,30,2,2,2,2,N,1,9170,0,4,42000.0,5,285,158,168,53.333333333333336
110,94,2,2,2,2,N,5,0,1,7970,9,6,2,N,0,30837.0,N,501,25-00503,120,1,2,71,21,2,2,2,2,N,3,6991,N,N,8000.0,2,N,53,0,40.0
111,0,2,2,2,N,N,7,0,1,N,N,3,2,N,2,123495.0,2,428,25-01300,48,1,2,109,70,1,2,1,2,N,1,N,0,N,32800.0,4,272,51,51,33.33333333333333
112,43,2,2,2,2,N,9,0,3,4971,4,6,0,4,2,-4260.0,8,303,25-02800,57,1,2,49,47,2,2,2,2,N,1,3380,0,N,67000.0,7,501,91,91,40.0
113,62,2,2,2,2,N,5,0,1,6290,3,4,3,2,1,68376.0,5,399,25-02800,80,1,1,90,65,2,2,2,2,N,1,770,0,N,72000.0,7,501,116,115,40.0
114,41,2,2,2,2,N,12,0,1,N,N,1,1,4,1,N,8,501,25-01000,80,1,1,51,79,2,2,2,2,N,1,N,0,2,56110.0,6,501,82,82,53.333333333333336
115,27,2,2,2,2,N,4,0,1,770,4,6,0,N,1,108167.0,8,339,25-01000,102,1,2,68,17,2,2,2,2,N,1,1080,2,4,10300.0,2,501,52,63,40.0
116,19,2,1,2,2,N,4,0,1,7470,4,4,2,2,1,8195.0,4,501,25-00703,95,1,1,99,34,2,2,2,1,N,1,1190,0,5,10400.0,2,478,81,66,26.666666666666668
117,24,2,2,2,2,N,10,0,1,N,N,1,1,4,2,79550.0,7,230,25-00503,74,6,2,180,37,2,2,2,2,N,1,N,2,4,0.0,0,456,86,79,53.333333333333336
118,51,2,2,1,2,N,7,0,1,7380,12,1,0,N,1,182814.0,8,372,25-01300,72,6,2,49,44,2,2,2,2,N,1,8180,0,2,55000.0,6,501,56,49,46.666666666666664
119,35,1,2,1,2,N,7,0,1,8680,6,6,1,3,1,153878.0,6,496,25-00503,89,6,2,60,24,2,2,2,2,N,1,5180,0,2,72000.0,7,501,364,292,26.666666666666668
120,55,2,2,2,1,N,11,0,1,7380,10,1,0,6,2,210306.0,9,501,25-00503,112,1,2,166,55,2,2,2,2,N,1,7390,0,3,55050.0,6,501,55,55,53.333333333333336
121,14,2,2,2,2,N,10,0,1,7860,10,6,3,N,2,74114.0,0,408,25-02800,71,1,1,105,39,2,2,2,2,N,1,7490,0,N,-4600.0,0,0,129,129,53.333333333333336
122,45,1,2,2,2,N,9,0,1,6991,7,6,0,3,1,134031.0,8,337,25-00503,56,1,2,0,29,2,2,2,2,N,1,6290,0,N,4000.0,1,30,64,68,40.0
123,94,1,2,1,2,N,7,0,1,8270,6,6,1,N,1,N,8,501,25-01000,76,1,1,56,26,2,2,2,2,N,1,4980,0,4,15000.0,3,501,108,90,33.33333333333333
124,6,2,2,1,2,N,5,0,1,7290,4,1,2,4,2,-4600.0,4,194,25-00703,96,1,2,103,62,2,2,2,2,N,1,3580,0,7,48000.0,6,329,163,163,33.33333333333333
125,68,2,2,2,2,N,5,0,1,7460,10,1,0,2,2,134750.0,8,430,25-00703,125,1,2,86,61,2,2,2,2,N,1,7290,0,2,70000.0,7,501,56,57,53.333333333333336
126,64,2,2,2,2,N,10,0,1,7870,14,1,0,2,1,-4600.0,N,449,25-01300,59,1,2,171,41,2,2,2,2,N,1,8590,2,4,140000.0,9,501,51,52,40.0
127,71,2,2,1,2,2,8,0,3,N,10,6,3,3,1,N,N,368,25-02800,115,1,2,85,53,2,2,2,2,N,1,7270,0,N,153000.0,9,501,86,85,26.666666666666668
128,70,2,2,2,2,N,4,0,1,8990,14,6,0,4,1,-4600.0,9,323,25-01000,12,1,2,67,17,2,2,2,2,N,1,8590,1,3,790.0,1,501,126,113,40.0
129,57,1,2,2,2,2,12,0,1,4670,11,1,0,2,2,95057.0,4,315,25-02800,385,1,1,105,34,2,2,2,2,N,1,7870,2,4,64400.0,7,501,209,210,26.666666666666668
130,45,2,2,2,1,N,11,0,1,7860,12,1,2,N,1,89151.0,5,399,25-01300,106,1,2,52,72,2,2,2,2,N,1,8191,0,3,99400.0,8,501,51,51,33.33333333333333
131,14,2,2,2,2,N,9,0,1,7370,N,1,2,N,2,86348.0,3,277,25-01000,40,1,2,68,68,2,2,2,2,N,1,N,0,2,50800.0,6,501,90,90,40.0
132,78,2,2,2,1,N,10,0,3,7460,10,4,N,4,1,N,7,275,25-02800,54,1,2,96,49,2,2,2,2,N,1,7780,0,N,235000.0,9,501,90,90,26.666666666666668
133,41,2,1,2,2,N,5,0,1,7860,10,6,2,N,2,-4600.0,2,115,25-00703,99,1,2,51,66,2,2,1,2,N,1,7580,0,N,23600.0,4,195,71,71,33.33333333333333
134,32,2,2,2,N,N,8,0,1,8370,15,6,0,2,1,97566.0,4,383,25-01000,158,1,2,89,57,2,2,2,2,N,1,8980,0,N,37000.0,5,280,101,102,40.0
135,91,2,2,2,2,N,10,0,1,6970,5,1,2,5,1,259485.0,6,289,25-02800,60,1,1,179,39,2,2,2,2,N,1,4380,0,2,195000.0,9,501,69,80,40.0
136,39,2,2,2,2,N,9,0,1,N,10,1,2,4,1,188122.0,5,501,25-01300,82,6,1,53,37,2,2,2,2,N,1,7380,1,3,130000.0,9,501,87,86,46.666666666666664
137,62,2,2,N,2,N,7,0,1,7970,15,6,1,3,1,36283.0,6,222,25-00703,106,1,1,80,56,2,2,2,2,N,1,9090,0,N,7600.0,2,57,71,70,33.33333333333333
138,60,2,2,2,2,N,8,0,1,7280,4,1,0,5,1,84030.0,N,501,25-00703,103,1,2,86,66,2,2,2,2,N,1,2290,0,2,40200.0,5,501,81,80,53.333333333333336
139,14,2,2,2,2,2,9,0,3,8180,6,4,1,N,1,71729.0,6,260,25-00503,117,1,1,77,78,2,2,2,2,N,1,5080,0,N,58200.0,6,477,74,73,40.0
140,28,2,2,2,2,N,7,0,1,7490,9,6,2,2,1,67939.0,6,441,25-01000,72,1,2,113,24,2,2,2,2,N,1,6870,0,7,22000.0,3,422,166,117,40.0
