,DENSITY,count_target,count_deidentified
208,1121,0.0,1.0
209,1096,0.0,1.0
210,1086,0.0,1.0
211,608,0.0,1.0
212,16,0.0,1951.0
213,3113,0.0,1.0
214,3347,0.0,1.0
215,8440,0.0,1.0
216,3374,0.0,1.0
217,8277,0.0,1.0
218,7766,0.0,1.0
219,7534,0.0,1.0
220,7363,0.0,1.0
221,7143,0.0,1.0
222,6286,0.0,1.0
223,6180,0.0,1.0
224,6081,0.0,1.0
225,5918,0.0,1.0
226,5687,0.0,1.0
227,5320,0.0,1.0
228,5206,0.0,1.0
229,4323,0.0,1.0
230,4083,0.0,1.0
231,4076,0.0,1.0
232,11190,0.0,1.0
233,11210,0.0,1.0
234,11239,0.0,1.0
235,14084,0.0,1.0
236,14046,0.0,1.0
237,14024,0.0,1.0
238,13979,0.0,1.0
239,13970,0.0,1.0
240,13913,0.0,1.0
241,13869,0.0,1.0
242,13860,0.0,1.0
243,13853,0.0,1.0
244,13852,0.0,1.0
245,13790,0.0,1.0
246,13776,0.0,1.0
247,13742,0.0,1.0
248,13722,0.0,1.0
249,13689,0.0,1.0
250,13654,0.0,1.0
251,14053,0.0,1.0
252,14100,0.0,1.0
253,11266,0.0,1.0
254,14111,0.0,1.0
255,14624,0.0,1.0
256,14582,0.0,1.0
257,14520,0.0,1.0
258,14508,0.0,1.0
259,14501,0.0,1.0
260,14464,0.0,1.0
261,14449,0.0,1.0
262,14421,0.0,1.0
263,14410,0.0,1.0
264,14402,0.0,1.0
265,14399,0.0,1.0
266,14303,0.0,1.0
267,14284,0.0,1.0
268,14236,0.0,1.0
269,14151,0.0,1.0
270,13652,0.0,1.0
271,13618,0.0,1.0
272,13610,0.0,1.0
273,13608,0.0,1.0
274,11853,0.0,1.0
275,11818,0.0,1.0
276,11735,0.0,1.0
277,11679,0.0,1.0
278,11670,0.0,1.0
279,11660,0.0,1.0
280,11625,0.0,1.0
281,11600,0.0,1.0
282,11598,0.0,1.0
283,11551,0.0,1.0
284,11544,0.0,1.0
285,11438,0.0,1.0
286,11426,0.0,1.0
287,11358,0.0,1.0
288,11304,0.0,1.0
289,11854,0.0,1.0
290,11876,0.0,1.0
291,11889,0.0,1.0
292,13402,0.0,4355.0
293,13559,0.0,1.0
294,13547,0.0,1.0
295,13542,0.0,1.0
296,13530,0.0,1.0
297,13482,0.0,1.0
298,13421,0.0,1.0
299,12224,0.0,1896.0
300,11920,0.0,1.0
301,12223,0.0,1.0
302,12182,0.0,1.0
303,12152,0.0,2.0
304,12060,0.0,1980.0
305,11969,0.0,1.0
306,11954,0.0,1.0
307,52864,0.0,449.0
