,AGEP_x,DEYE_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEYE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
30,30,2,0,4,1,4,1,4,290,48-02510,6,2,56,2,0,4,8,501,33.33333333333333
31,28,2,0,4,0,3,0,4,429,48-02507,1,1,59,1,N,N,3,85,0.0
32,35,2,1,1,4,2,2,4,355,48-02102,2,2,53,2,1,3,3,301,16.666666666666664
33,28,2,1,1,6,2,1,7,252,48-02515,3,1,59,2,0,2,8,380,33.33333333333333
34,21,2,0,6,0,2,2,8,312,48-02515,9,2,27,2,0,N,7,409,33.33333333333333
35,66,2,2,1,1,4,1,2,94,48-02102,8,2,30,2,2,4,0,196,33.33333333333333
36,43,2,4,3,0,3,1,2,314,48-02516,1,2,75,2,0,N,6,318,33.33333333333333
37,58,2,4,1,3,2,1,1,227,48-02510,8,1,37,2,0,2,8,501,33.33333333333333
38,49,2,1,2,0,5,1,5,453,48-02516,1,1,45,2,0,N,8,501,33.33333333333333
39,63,2,0,N,1,2,2,0,501,48-02515,2,1,2,2,1,2,N,75,50.0
40,55,2,1,1,0,2,1,1,241,48-02101,9,1,64,2,0,2,9,501,50.0
41,59,2,0,3,1,N,1,5,95,48-02507,6,1,65,2,0,5,1,214,16.666666666666664
42,46,2,2,1,2,3,2,7,297,48-02510,1,1,51,2,2,4,5,132,33.33333333333333
43,37,2,0,5,0,5,2,6,180,48-02507,1,2,31,2,1,5,5,167,33.33333333333333
44,45,2,0,6,1,4,2,7,331,48-02515,6,1,29,2,0,N,8,501,16.666666666666664
45,30,2,1,1,0,4,1,0,145,48-02515,9,2,87,2,0,2,2,111,33.33333333333333
46,54,2,0,4,0,4,1,N,501,48-02507,6,2,64,2,0,2,1,355,33.33333333333333
47,59,2,1,6,0,6,2,8,379,48-02515,9,2,23,2,0,N,2,40,33.33333333333333
48,29,2,1,5,0,2,2,0,237,48-02102,1,1,66,2,0,N,7,428,33.33333333333333
49,20,2,0,1,0,4,2,9,298,48-02510,9,1,25,2,1,3,5,154,16.666666666666664
50,48,2,0,6,2,2,1,0,13,48-02102,3,1,20,2,0,3,0,501,33.33333333333333
51,74,1,2,1,4,2,1,3,149,48-02101,1,1,59,2,0,2,7,501,16.666666666666664
52,39,2,4,1,1,3,2,5,239,48-02102,8,2,78,2,0,2,2,131,16.666666666666664
53,21,2,4,6,0,3,2,0,175,48-02102,8,1,27,2,0,2,1,17,33.33333333333333
54,62,2,1,1,2,N,2,3,274,48-02507,8,2,26,2,1,3,4,162,16.666666666666664
55,63,2,0,1,3,3,2,5,481,48-02510,6,1,33,2,1,3,8,501,33.33333333333333
56,66,2,0,6,2,6,2,0,326,48-02102,8,1,21,2,0,N,5,249,16.666666666666664
57,57,2,0,4,0,5,1,5,74,48-02507,9,1,53,2,0,N,7,456,33.33333333333333
58,71,2,0,1,0,N,2,3,451,48-02101,3,1,49,2,2,4,6,501,16.666666666666664
59,33,2,0,5,0,3,1,5,390,48-02516,9,2,52,2,0,6,5,240,50.0
60,45,2,1,1,0,3,2,2,154,48-02516,8,1,29,2,0,2,6,501,33.33333333333333
61,27,2,0,4,2,5,2,4,375,48-02507,9,1,30,2,4,5,5,87,33.33333333333333
62,62,2,0,N,1,4,1,5,148,48-02516,9,2,13,2,2,4,N,292,33.33333333333333
63,27,2,1,4,4,4,1,3,121,48-02101,9,1,57,2,0,N,7,379,16.666666666666664
64,59,2,1,4,3,2,2,1,281,48-02507,1,1,33,2,0,N,7,382,16.666666666666664
65,22,2,0,1,0,2,1,5,185,48-02510,7,2,57,2,0,2,7,351,50.0
66,13,2,0,2,1,5,1,8,413,48-02510,6,1,16,2,0,3,0,501,16.666666666666664
67,64,2,2,6,0,N,2,0,78,48-02515,1,2,23,1,1,2,4,188,0.0
68,36,2,1,6,3,5,1,9,65,48-02516,8,2,25,2,0,5,5,287,33.33333333333333
69,61,2,4,3,3,5,1,4,179,48-02101,1,2,63,2,3,6,3,335,33.33333333333333
70,50,2,4,2,1,4,1,2,259,48-02515,1,1,40,2,0,2,0,140,16.666666666666664
