SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
2,1,6,1,8,10,0,25-00503,12
2,1,1,1,7,9,0,25-00703,12
1,1,1,1,9,9,0,25-00703,3
1,N,9,2,N,3,0,25-00503,N
2,1,1,1,8,10,0,25-00703,N
2,6,6,0,1,7,0,25-00503,N
1,1,1,1,6,5,0,25-00503,4
1,N,6,1,N,3,0,25-00503,N
2,3,1,1,0,5,0,25-00703,N
1,1,1,1,7,5,0,25-00703,4
2,6,1,1,1,7,0,25-00503,6
2,6,1,2,7,9,0,25-00503,10
2,1,1,1,3,9,0,25-00703,N
1,1,1,1,7,5,0,25-00703,3
1,6,1,1,4,5,0,25-00703,6
1,6,1,0,1,7,0,25-00503,6
2,1,1,1,9,10,0,25-00703,11
2,1,1,1,1,7,0,25-00703,6
1,6,1,2,0,4,0,25-00503,N
1,6,1,1,1,7,0,25-00703,3
2,1,1,1,7,10,0,25-00703,12
1,1,1,1,9,9,0,25-02800,4
2,1,1,1,3,5,0,25-00703,N
2,6,1,1,1,4,0,25-00703,14
2,6,1,0,2,5,0,25-00503,14
1,6,2,1,1,7,0,25-00503,3
1,1,1,1,6,9,0,25-00703,N
2,6,6,1,0,4,0,25-00503,N
1,6,1,2,5,9,0,25-00703,10
1,6,1,2,1,7,0,25-00703,6
2,6,1,1,7,9,0,25-00503,12
2,6,1,1,0,4,0,25-01300,N
1,6,1,0,1,4,0,25-00703,N
2,6,1,1,1,5,0,25-00703,14
2,N,1,1,0,3,0,25-00503,N
2,1,1,1,4,7,0,25-00703,12
2,6,1,1,1,4,0,25-00703,14
1,1,1,1,6,5,0,25-00703,N
2,1,1,1,7,9,0,25-00703,10
2,1,1,2,0,5,0,25-02800,N
1,1,1,1,0,3,0,25-01300,N
1,N,1,1,N,1,0,25-00703,N
2,1,1,1,8,9,0,25-00703,16
2,1,1,1,4,5,0,25-00503,6
2,6,1,1,0,4,0,25-00703,N
2,1,1,1,1,7,0,25-00703,14
2,1,1,1,9,10,0,25-00503,12
1,1,1,1,8,9,0,25-00703,3
2,N,1,1,N,3,0,25-00703,N
2,1,1,1,9,10,0,25-00703,10
2,1,1,2,0,4,0,25-00503,N
2,6,1,1,1,7,0,25-00703,13
1,1,6,1,8,10,0,25-00503,4
2,3,1,1,9,10,0,25-00503,N
2,1,1,1,4,7,0,25-00703,16
2,3,1,1,3,10,0,25-00503,N
1,1,1,1,9,10,0,25-00503,4
1,1,1,1,9,10,0,25-00503,N
2,1,6,1,9,10,0,25-00503,10
2,6,1,1,1,4,0,25-00703,14
2,1,1,2,0,5,0,25-00503,N
1,6,1,1,7,9,0,25-00703,10
1,N,1,1,N,3,0,25-00703,N
1,N,1,1,N,3,0,25-00703,N
1,1,1,2,7,5,0,25-00503,N
2,6,1,0,0,4,0,25-00703,N
1,6,1,1,0,4,0,25-00703,N
1,1,1,1,9,10,0,25-00703,N
1,1,1,1,6,9,0,25-01300,10
2,3,1,1,7,10,0,25-00703,N
1,6,1,2,8,9,0,25-00503,4
1,1,1,1,9,10,0,25-01300,4
2,6,6,2,9,10,0,25-00503,10
1,1,1,1,8,9,0,25-00703,N
1,1,1,1,0,5,0,25-00503,N
2,6,1,1,8,9,0,25-00703,10
1,6,9,2,0,4,0,25-00503,N
2,1,1,1,4,5,0,25-00503,4
1,6,1,1,0,4,0,25-02800,N
1,1,1,1,4,5,0,25-00703,14
2,N,1,1,N,2,0,25-00703,N
1,1,1,1,9,10,0,25-01300,4
1,1,1,1,6,5,0,25-00703,6
2,6,1,1,6,9,0,25-00703,11
1,1,1,1,8,9,0,25-00703,9
1,6,1,2,3,5,0,25-02800,N
1,6,1,0,1,7,0,25-00503,6
2,N,1,1,0,3,0,25-00703,N
2,1,1,1,3,5,0,25-00703,N
1,6,1,0,0,4,0,25-00503,N
2,1,1,1,9,10,0,25-00503,4
1,1,1,1,8,9,0,25-00703,4
1,6,1,1,5,5,0,25-02800,6
2,1,1,1,9,10,0,25-00503,10
2,6,1,2,4,9,0,25-00703,12
2,1,1,1,2,5,0,25-00703,N
1,1,1,1,8,9,0,25-00703,9
1,1,6,1,9,9,0,25-00503,4
1,1,1,1,9,9,0,25-00503,4
1,1,1,1,7,5,0,25-00703,3
2,6,1,2,9,10,0,25-00503,10
1,6,1,1,1,7,0,25-00703,6
2,N,1,1,N,3,0,25-00503,N
2,1,1,1,8,9,0,25-00703,9
1,1,1,1,6,9,0,25-00703,6
2,6,1,2,2,9,0,25-00503,11
1,6,1,1,0,4,0,25-01300,N
2,N,1,1,N,2,0,25-00703,N
1,1,1,1,4,5,0,25-00703,14
1,N,6,1,N,2,0,25-00503,N
2,6,1,1,1,9,0,25-00503,11
2,N,6,1,N,3,0,25-00503,N
1,1,1,1,8,9,0,25-00703,4
1,1,1,1,9,10,0,25-00703,9
2,6,1,2,7,10,0,25-00503,12
2,1,1,1,2,5,0,25-00703,N
2,1,1,1,6,9,0,25-00703,N
2,1,1,1,2,5,0,25-00703,N
1,6,1,1,9,9,0,25-00703,10
2,6,1,1,1,5,0,25-00703,N
1,1,1,1,9,10,0,25-00503,4
1,6,1,1,1,4,0,25-00703,14
1,1,1,1,5,5,0,25-00703,6
1,6,1,1,0,3,0,25-00703,N
2,1,1,1,4,5,0,25-00703,N
2,1,1,1,9,10,0,25-00703,16
1,1,1,1,9,9,0,25-00503,10
2,6,1,1,6,9,0,25-00703,10
1,1,1,1,9,7,0,25-00703,4
2,6,1,0,1,7,0,25-00703,11
2,1,1,1,3,5,0,25-00703,N
2,N,1,1,N,3,0,25-00703,N
1,1,1,1,6,9,0,25-00703,N
2,N,1,1,N,3,0,25-00703,N
2,N,1,1,N,N,0,25-00703,N
2,1,1,1,6,7,0,25-00703,12
2,1,6,1,4,10,0,25-00503,12
2,1,1,2,3,5,0,25-00503,N
2,6,1,1,1,5,0,25-01300,6
1,N,1,1,N,N,0,25-00503,N
1,1,6,1,8,9,0,25-00503,4
2,6,1,0,2,5,0,25-00503,N
2,1,1,2,4,7,0,25-00703,12
2,6,1,0,1,7,0,25-00703,11
1,6,1,1,6,9,0,25-00703,10
1,1,1,2,4,5,0,25-02800,N
1,1,1,1,3,5,0,25-00703,N
1,6,1,1,6,9,0,25-00703,10
1,6,6,0,0,7,0,25-00503,N
1,6,1,1,4,5,0,25-00703,6
1,6,1,1,0,4,0,25-00703,N
1,6,1,2,2,5,0,25-00503,4
1,1,1,1,9,10,0,25-00703,4
2,6,1,1,1,5,0,25-00703,14
2,1,1,1,7,10,0,25-00703,12
2,1,1,1,9,10,0,25-00703,10
2,N,6,2,N,3,0,25-00503,N
2,1,1,1,3,8,0,25-00703,N
2,4,1,2,4,5,0,25-02800,6
1,6,1,1,1,7,0,25-00703,6
1,1,1,1,8,9,0,25-00703,16
1,1,1,1,5,5,0,25-00703,N
2,3,1,2,0,4,0,25-00503,N
2,1,1,1,3,5,0,25-00703,N
2,1,1,1,0,5,0,25-00703,N
2,N,1,1,N,3,0,25-00703,N
2,1,1,2,2,7,0,25-00503,12
1,6,1,2,4,5,0,25-00703,6
2,N,1,1,N,3,0,25-00703,N
1,6,6,2,2,7,0,25-00503,6
2,6,1,1,6,9,0,25-00703,10
2,6,1,1,0,4,0,25-00703,N
2,6,1,0,1,7,0,25-00503,N
1,1,1,1,9,9,0,25-00703,4
2,6,1,1,4,7,0,25-00703,6
1,6,1,2,5,5,0,25-00703,6
2,1,1,1,1,7,0,25-00703,14
1,1,1,1,7,5,0,25-00703,N
2,1,1,1,7,9,0,25-00703,12
1,1,1,1,7,5,0,25-00703,3
2,1,1,1,7,5,0,25-02800,N
1,1,1,1,9,10,0,25-00703,N
1,1,1,1,8,9,0,25-00703,10
1,1,1,1,7,5,0,25-00703,3
2,N,1,1,N,2,0,25-00503,N
2,1,1,1,1,9,0,25-01300,6
2,1,1,1,N,1,0,25-00703,N
1,N,1,1,N,3,0,25-00703,N
1,N,1,1,N,N,4,25-00503,N
2,1,1,2,7,10,0,25-00503,12
2,1,1,1,9,10,0,25-00503,12
2,1,1,1,6,10,0,25-00503,12
2,6,1,1,1,9,0,25-00703,10
2,1,1,1,4,5,0,25-00703,N
1,6,1,1,7,9,0,25-00703,10
1,6,6,2,5,9,0,25-00503,4
2,6,1,0,1,5,0,25-00703,N
1,N,1,1,9,2,0,25-00503,N
1,6,1,0,1,7,0,25-00703,14
1,N,1,1,N,2,0,25-00703,N
2,N,1,1,N,2,0,25-00703,N
1,1,1,1,9,10,0,25-00703,4
2,1,1,1,2,5,0,25-00503,N
1,1,1,1,0,9,0,25-00703,N
2,N,1,1,N,3,0,25-00703,N
1,6,1,1,4,5,0,25-00703,3
1,6,8,2,4,5,4,25-00503,4
2,6,1,2,2,7,0,25-00703,12
1,1,1,1,6,7,0,25-00703,6
1,1,1,1,8,9,0,25-01300,10
1,N,1,1,N,3,0,25-00703,N
2,1,1,1,2,5,0,25-00703,N
1,1,1,1,9,10,0,25-00503,4
2,6,1,2,7,9,0,25-00703,12
2,1,1,1,1,7,0,25-00703,11
2,1,1,1,2,5,0,25-00703,N
1,6,1,2,4,5,0,25-00503,6
2,6,1,1,1,7,0,25-00703,6
1,6,1,1,1,4,0,25-00703,14
2,6,1,1,0,4,0,25-00703,N
1,1,1,1,8,9,0,25-00703,9
1,1,1,1,4,5,0,25-00703,14
1,1,1,1,9,9,0,25-00703,4
2,3,1,1,9,10,0,25-00703,16
1,1,1,1,9,9,0,25-00703,10
2,1,1,1,2,5,0,25-01300,N
2,1,1,1,1,7,0,25-00703,11
2,6,1,1,1,5,0,25-00703,14
2,6,1,2,7,9,0,25-00503,12
2,1,1,1,4,9,0,25-00703,11
2,6,1,0,1,7,0,25-00503,11
2,N,1,1,N,1,0,25-00703,N
2,4,1,2,2,5,0,25-00703,14
2,6,1,1,1,5,0,25-00703,14
2,6,1,1,1,7,0,25-00703,11
1,1,1,1,7,9,0,25-00703,6
2,1,1,1,0,4,0,25-00703,N
1,1,1,1,8,9,0,25-00703,10
1,6,1,1,5,7,0,25-00703,6
1,N,1,1,N,N,0,25-00703,N
2,1,1,1,0,9,0,25-00703,N
2,1,1,1,6,9,0,25-00703,11
1,6,1,2,7,5,0,25-02800,3
2,6,1,2,0,4,0,25-00703,N
1,6,1,1,8,9,0,25-00703,10
2,6,1,0,0,7,0,25-00503,N
2,3,1,0,2,5,0,25-00503,N
2,N,6,1,N,3,0,25-00503,N
1,1,1,1,9,9,0,25-00503,4
1,1,1,1,4,5,0,25-02800,4
2,3,1,1,4,10,0,25-00703,N
2,6,6,2,7,10,0,25-00503,12
2,1,1,1,7,7,0,25-00703,4
2,1,1,1,1,7,0,25-00703,11
2,1,1,1,5,9,0,25-00703,12
2,6,1,0,1,7,0,25-00703,N
1,6,1,1,1,4,0,25-00703,N
1,1,6,2,0,5,0,25-00503,N
1,N,1,2,N,3,0,25-00503,N
1,1,1,1,9,10,0,25-01300,4
2,3,1,0,0,5,0,25-00503,N
2,1,1,1,9,9,0,25-00703,10
1,1,1,1,8,9,0,25-00703,10
1,1,1,1,6,9,0,25-00703,9
2,3,1,2,3,10,0,25-00503,N
2,3,1,2,N,10,0,25-00503,N
1,1,1,1,6,5,0,25-00703,N
1,N,1,1,N,3,0,25-00703,N
1,1,1,1,7,9,0,25-00503,10
1,1,1,1,8,7,0,25-00703,16
1,6,1,1,0,4,0,25-00703,N
1,6,1,1,4,5,0,25-01300,14
1,1,1,2,7,5,0,25-00703,4
2,N,1,1,N,3,0,25-00703,N
1,6,1,0,1,7,0,25-00503,11
2,6,6,0,0,5,0,25-00503,N
1,6,1,1,6,9,0,25-00703,10
1,6,1,2,7,9,0,25-00503,10
1,1,1,1,4,5,0,25-00703,N
1,6,1,2,5,9,0,25-00503,10
2,1,1,1,7,10,0,25-00703,16
2,6,1,1,2,5,0,25-00703,N
1,N,1,1,N,3,0,25-00503,N
1,1,1,1,7,9,0,25-00703,9
2,1,1,1,6,7,0,25-00703,6
1,1,1,1,8,9,0,25-00703,16
1,N,1,1,N,3,0,25-00703,N
1,6,1,1,7,9,0,25-00703,10
1,N,6,1,N,2,0,25-00503,N
1,1,1,1,9,10,0,25-01300,4
2,N,1,1,N,3,0,25-00703,N
1,6,1,0,1,7,0,25-00703,N
2,1,1,1,6,9,0,25-00503,12
2,6,1,0,1,7,0,25-00703,11
1,6,1,2,7,9,0,25-00503,10
2,1,1,1,2,5,0,25-00703,N
1,6,1,1,5,5,0,25-00703,3
2,1,1,1,2,5,0,25-00503,N
1,N,1,1,N,2,0,25-00503,N
2,3,1,1,0,9,0,25-00703,N
2,1,1,1,4,5,0,25-00703,14
1,6,1,0,1,5,0,25-00503,14
2,6,1,0,0,5,0,25-00503,N
1,6,1,1,1,7,0,25-00503,6
1,1,1,1,7,5,0,25-00703,N
1,6,1,1,1,5,0,25-00703,14
1,6,1,1,5,9,0,25-00703,10
2,6,1,0,0,4,0,25-00503,N
1,6,1,2,8,9,0,25-00503,10
2,6,1,1,6,9,0,25-00703,11
2,1,1,1,4,7,0,25-00703,12
2,6,1,1,0,4,0,25-00703,N
2,3,1,1,2,5,0,25-00703,N
2,1,1,1,7,9,0,25-00703,10
2,1,1,2,4,5,0,25-00503,6
1,1,1,1,6,5,0,25-00703,3
2,N,6,2,N,3,0,25-00503,N
2,N,1,2,N,3,0,25-00503,N
2,1,1,1,6,10,0,25-00703,11
1,1,1,2,6,9,0,25-00503,4
1,1,1,1,9,9,0,25-00703,N
2,N,1,1,N,2,0,25-00703,N
1,6,6,2,2,5,0,25-00503,6
2,1,1,1,8,10,0,25-00503,10
2,1,1,1,6,7,0,25-00703,16
2,6,1,1,0,4,0,25-00703,N
2,1,1,1,1,5,0,25-00703,14
2,1,1,1,7,5,0,25-00703,N
1,1,6,2,7,9,0,25-00503,4
1,6,1,2,4,5,0,25-00503,3
2,1,1,2,2,5,0,25-02800,N
2,1,1,1,4,9,0,25-01300,10
2,6,1,1,5,9,0,25-00703,10
2,3,1,0,2,5,0,25-00503,N
1,6,1,1,1,5,0,25-00503,14
2,6,1,2,9,10,0,25-00503,10
1,1,1,1,3,5,0,25-00703,N
2,6,1,1,1,9,0,25-00703,6
2,1,1,1,7,9,0,25-00703,10
2,4,1,2,7,9,0,25-00703,12
2,1,6,1,7,10,0,25-00503,4
1,1,1,1,8,9,0,25-00703,3
1,1,1,1,9,9,0,25-00703,10
1,6,1,2,3,5,0,25-00503,4
1,1,1,1,0,4,0,25-00703,N
2,6,1,2,4,9,0,25-00503,12
2,6,1,0,2,5,0,25-00503,N
1,6,1,1,5,5,0,25-00703,3
2,1,1,1,7,10,0,25-00503,4
1,6,1,1,5,9,0,25-00703,6
1,6,1,1,0,4,0,25-01300,N
1,1,1,2,7,5,0,25-00503,N
2,N,1,1,N,N,0,25-00703,N
1,6,1,1,0,4,0,25-00703,3
2,1,1,1,9,10,0,25-00703,12
2,1,1,1,3,5,0,25-00703,N
2,3,1,1,3,10,0,25-00703,N
1,6,1,1,1,5,0,25-00503,6
2,N,6,2,N,3,0,25-00503,N
1,1,1,1,7,5,0,25-02800,N
2,1,1,1,6,7,0,25-00703,12
1,1,1,1,9,10,0,25-00503,10
2,6,1,2,4,7,0,25-00503,12
2,6,1,0,1,7,0,25-00703,11
1,1,1,1,5,5,0,25-00703,3
2,N,1,1,N,N,0,25-00503,N
1,4,1,2,7,5,0,25-00703,4
2,6,1,1,1,7,0,25-00703,14
2,1,1,1,0,3,0,25-00503,N
1,6,1,1,7,9,0,25-00703,9
1,6,1,2,4,5,0,25-00503,4
1,1,1,1,6,9,0,25-00703,N
2,N,1,1,N,3,0,25-00703,N
2,1,1,1,8,9,0,25-00703,10
2,1,1,2,2,5,0,25-00703,14
2,N,1,1,N,2,0,25-00703,N
2,6,1,2,4,9,0,25-00503,12
2,N,1,1,N,3,0,25-00703,N
1,1,1,1,8,9,0,25-00703,10
2,3,1,1,4,7,0,25-00703,N
1,1,1,1,9,10,0,25-00503,4
1,1,1,1,6,5,0,25-00503,N
1,1,1,1,6,5,0,25-00703,6
1,6,1,2,7,9,0,25-00503,10
1,1,1,1,3,5,0,25-01300,N
1,6,1,0,1,7,0,25-00703,6
1,1,1,1,7,5,0,25-02800,N
2,1,1,1,4,5,0,25-00703,N
1,N,6,1,N,3,0,25-01300,N
2,1,1,1,6,9,0,25-01300,10
1,1,6,1,9,10,0,25-00503,4
1,6,1,0,1,7,0,25-00503,11
2,N,1,1,N,3,0,25-00703,N
2,1,1,1,9,10,0,25-01300,N
2,6,1,1,1,7,0,25-01300,13
1,1,1,1,9,9,0,25-00703,4
1,1,1,1,9,9,0,25-00503,10
2,1,1,1,8,10,0,25-00503,12
2,6,1,0,1,7,0,25-00703,11
2,6,1,0,1,7,4,25-00503,10
1,1,1,1,7,9,0,25-00703,9
2,1,6,2,8,10,0,25-00503,12
2,1,1,1,8,10,0,25-00703,N
2,1,1,1,4,9,0,25-00703,12
1,6,1,1,1,5,0,25-00703,6
2,6,6,2,5,9,0,25-00503,10
1,6,1,1,4,7,0,25-00703,6
2,6,1,0,0,4,0,25-00503,N
2,1,1,1,8,10,0,25-00703,16
2,6,1,1,6,9,0,25-00703,10
1,1,1,1,7,9,0,25-00703,N
1,1,1,1,7,9,0,25-00703,9
1,N,1,1,N,2,0,25-00703,N
2,1,1,1,8,9,0,25-00703,10
2,N,1,1,N,2,0,25-00503,N
1,1,1,2,7,5,0,25-02800,3
2,3,1,2,0,5,0,25-00703,N
2,1,1,1,8,10,0,25-00703,10
2,1,1,2,7,10,0,25-00503,12
1,6,1,1,0,4,0,25-00703,N
2,N,6,1,N,3,0,25-00503,N
1,6,1,1,0,9,0,25-01300,3
1,6,1,1,8,9,0,25-00703,10
2,1,1,1,4,5,0,25-00703,N
1,1,1,1,6,9,0,25-00503,3
1,1,1,1,5,5,0,25-00703,N
1,6,6,0,2,7,0,25-00503,10
2,1,1,1,9,10,0,25-00703,10
2,1,1,1,7,10,0,25-00703,12
1,1,6,2,8,10,0,25-00503,4
1,6,9,2,4,9,0,25-00503,10
2,1,1,1,2,5,0,25-00703,N
1,1,6,1,9,10,0,25-00503,4
2,N,1,1,N,N,0,25-00503,N
1,1,1,1,8,9,0,25-00703,9
2,N,6,1,N,N,0,25-00503,N
1,1,1,1,6,5,0,25-00703,N
1,6,1,1,4,5,0,25-00703,3
2,6,1,0,1,4,0,25-00703,N
1,6,1,1,9,9,0,25-00703,10
1,6,1,1,1,7,0,25-00703,3
1,1,1,1,9,10,0,25-01300,4
2,6,1,1,6,9,0,25-00703,10
2,3,1,2,3,5,0,25-00703,N
1,6,1,2,4,5,0,25-00703,3
1,1,1,1,9,10,0,25-00703,N
2,6,1,0,1,7,0,25-00503,N
1,1,1,1,9,9,0,25-00703,4
1,1,9,1,0,9,0,25-01300,N
2,1,1,1,3,10,0,25-00503,12
2,1,1,1,7,9,0,25-00703,10
2,1,6,1,7,10,0,25-00503,10
2,1,1,1,3,5,0,25-00503,N
2,N,1,2,N,3,0,25-00503,N
2,6,1,1,5,9,0,25-00703,12
2,1,1,2,0,5,0,25-02800,N
1,1,1,1,6,9,0,25-01300,N
2,1,1,1,7,9,0,25-00703,11
1,1,1,1,7,9,0,25-00703,10
1,6,1,1,0,4,0,25-00703,N
2,1,1,1,3,5,0,25-02800,N
2,3,1,1,N,10,0,25-00503,N
1,6,1,2,4,5,0,25-00503,6
2,1,6,1,0,4,0,25-00503,N
1,1,1,2,3,5,0,25-02800,N
1,6,1,1,2,5,0,25-00703,N
2,6,1,1,1,7,0,25-00703,11
2,N,1,2,N,3,4,25-00503,N
2,6,1,1,1,7,0,25-00703,13
1,N,1,2,N,3,0,25-00503,N
2,1,1,1,6,9,0,25-00703,11
2,1,1,1,9,9,0,25-01300,10
1,6,1,0,1,7,0,25-00503,14
1,1,1,2,N,1,0,25-00503,N
1,N,1,1,N,3,0,25-00503,N
1,1,1,1,9,9,0,25-00703,16
2,6,1,2,4,9,0,25-00503,12
2,N,1,1,N,3,0,25-00703,N
1,N,1,1,N,N,0,25-00503,N
2,1,1,1,2,5,0,25-00703,N
2,1,1,1,2,5,0,25-00703,14
2,6,1,1,1,5,0,25-00703,14
1,N,1,1,9,2,0,25-00703,N
1,1,1,1,4,9,0,25-02800,6
1,1,1,1,9,9,0,25-00703,9
2,6,1,1,1,5,0,25-00703,14
1,1,1,1,7,5,0,25-02800,4
2,6,1,1,1,9,0,25-00703,6
1,6,6,2,9,10,0,25-00503,10
2,3,1,1,N,10,0,25-00503,N
1,6,1,1,9,9,0,25-00503,10
2,N,1,2,N,3,0,25-00503,N
1,1,1,1,6,9,0,25-00503,4
1,6,1,2,7,9,0,25-00503,10
1,6,1,2,7,9,0,25-00503,10
2,1,1,1,9,10,0,25-00503,10
1,1,6,2,6,10,0,25-00503,4
2,6,1,1,1,5,0,25-00703,14
2,1,1,1,6,9,0,25-00503,12
1,N,1,1,N,3,0,25-00703,N
1,1,1,1,8,9,0,25-00703,N
2,6,1,0,0,4,0,25-00703,N
1,1,1,1,7,7,0,25-00703,N
1,6,1,1,1,7,0,25-00703,6
2,6,1,1,1,7,0,25-00703,11
2,3,1,1,3,5,0,25-00703,N
2,1,1,1,4,5,0,25-01300,6
1,1,1,1,6,9,0,25-00703,6
2,6,1,1,7,9,0,25-00703,12
1,1,1,1,9,10,0,25-00503,4
2,6,1,2,4,9,0,25-00703,12
1,1,1,1,9,10,0,25-00703,16
1,N,1,1,N,3,0,25-00703,N
1,6,1,1,0,4,0,25-00703,N
1,6,1,1,2,5,0,25-00703,14
1,1,1,1,4,5,0,25-01300,6
1,1,1,1,4,5,0,25-02800,14
2,1,1,1,6,10,0,25-00703,11
2,1,1,1,4,5,0,25-00703,14
2,6,1,0,1,7,0,25-00703,14
2,N,6,1,N,3,0,25-00503,N
2,6,1,1,1,5,0,25-00703,14
2,3,1,1,2,5,0,25-00703,14
2,6,1,0,1,7,0,25-00503,11
1,1,1,1,9,10,0,25-01300,4
1,1,1,1,9,9,0,25-00703,9
2,6,1,1,1,4,0,25-00703,6
2,1,1,1,7,10,0,25-00503,4
2,N,1,1,N,3,0,25-00503,N
2,6,1,1,4,9,0,25-00703,12
2,6,1,1,0,3,0,25-00503,N
1,6,1,1,7,9,0,25-00703,10
2,6,1,1,6,9,0,25-00703,11
2,6,1,2,4,9,0,25-00503,12
1,1,1,1,8,10,0,25-00503,4
2,6,1,1,4,5,0,25-00703,6
2,1,1,1,8,10,0,25-00703,10
2,3,1,1,4,5,0,25-00703,N
1,N,1,1,N,2,0,25-00703,N
1,6,1,1,1,7,0,25-00703,14
1,1,1,1,9,10,0,25-00703,N
2,1,1,1,3,5,0,25-00703,N
2,1,1,1,9,10,0,25-00503,10
1,6,1,1,1,4,0,25-00703,6
2,N,1,1,N,N,0,25-00703,N
2,6,1,1,4,9,0,25-00703,12
2,6,1,1,2,5,0,25-01300,14
2,1,1,1,7,9,0,25-00703,11
2,3,1,0,0,1,0,25-00503,N
2,1,1,1,6,9,0,25-00703,11
2,N,6,2,N,2,0,25-00503,N
1,6,1,1,1,5,0,25-00703,14
2,6,1,2,4,7,0,25-00703,12
2,1,1,1,9,10,0,25-00703,9
1,1,1,1,9,9,0,25-00703,10
2,6,1,2,7,9,0,25-00503,10
1,N,6,1,N,3,0,25-00503,N
1,6,9,2,5,7,4,25-00503,10
1,6,1,2,4,5,0,25-00703,14
1,6,1,2,4,5,0,25-02800,14
2,N,1,2,N,3,0,25-00703,N
2,6,1,1,6,9,0,25-00703,10
1,6,1,1,1,5,0,25-00703,3
2,1,1,1,7,10,0,25-00703,11
1,1,1,1,8,9,0,25-00703,9
2,1,1,1,7,9,0,25-00703,9
2,1,1,1,1,9,0,25-00703,6
2,N,6,2,N,2,0,25-00503,N
1,6,1,1,1,7,0,25-00703,6
1,6,9,2,7,7,0,25-00503,10
1,1,1,1,9,10,0,25-00703,4
2,6,1,1,5,9,0,25-00703,10
1,1,1,1,8,9,0,25-01300,4
2,6,1,2,4,7,0,25-00503,12
2,1,1,1,1,5,0,25-00703,N
2,3,1,1,9,10,0,25-00703,N
2,1,1,1,8,10,0,25-00703,11
2,1,1,1,9,10,0,25-00703,4
1,1,1,1,9,9,0,25-00703,10
1,6,1,0,1,7,0,25-00503,11
2,N,1,1,N,3,0,25-00703,N
2,1,1,1,0,9,0,25-00703,N
2,N,1,1,N,2,0,25-00503,N
1,1,1,1,7,5,0,25-00703,N
2,1,1,1,9,10,0,25-00503,10
2,1,1,1,2,5,0,25-00703,14
2,6,1,1,1,5,0,25-00703,14
1,1,1,1,9,10,0,25-00703,4
2,1,1,1,6,9,0,25-00503,10
2,N,1,1,N,3,0,25-01300,N
1,1,6,1,9,10,0,25-00503,4
2,1,1,1,8,9,0,25-00703,16
2,1,1,1,3,5,0,25-00703,N
1,1,1,1,9,9,0,25-00703,10
1,1,1,1,6,5,0,25-00703,N
2,1,1,1,7,9,0,25-02800,12
1,1,1,1,4,5,0,25-00703,14
1,1,1,1,8,9,0,25-00703,4
1,1,1,1,7,7,0,25-00703,6
1,N,1,1,N,2,0,25-00503,N
1,1,1,1,9,10,0,25-00703,10
1,1,1,1,0,4,0,25-00703,N
2,1,1,1,9,9,0,25-01300,10
2,6,1,1,6,9,0,25-00703,11
2,1,1,1,3,5,0,25-00703,N
2,6,1,1,2,5,0,25-00703,N
1,1,1,1,6,7,0,25-00703,N
2,6,1,1,6,9,0,25-00703,12
1,6,1,2,4,9,0,25-00503,10
2,1,1,1,1,5,0,25-00703,N
1,1,1,1,8,9,0,25-00703,N
1,6,2,0,1,7,0,25-00503,6
2,6,1,1,0,4,0,25-00703,N
1,1,1,1,8,9,0,25-01300,4
2,1,1,2,6,10,0,25-00503,12
2,6,1,1,6,9,0,25-00703,12
2,1,1,1,8,10,0,25-00503,10
2,6,1,2,5,9,0,25-00703,10
2,1,1,1,7,9,0,25-00703,4
2,1,1,1,4,10,0,25-02800,12
2,1,1,1,5,9,0,25-00703,6
2,1,1,1,3,9,0,25-00703,N
2,6,1,1,1,4,0,25-00703,14
1,1,1,1,0,3,0,25-00703,N
2,6,1,1,1,5,0,25-00703,14
2,1,1,1,4,7,0,25-00703,6
1,1,6,1,0,9,0,25-01300,N
2,1,1,1,6,10,0,25-00703,11
2,N,1,1,N,3,0,25-00503,N
1,6,1,1,2,5,0,25-00703,N
1,6,1,1,1,4,0,25-00703,14
2,6,1,2,2,7,0,25-00503,11
1,N,1,1,N,2,0,25-00703,N
2,N,1,1,N,2,0,25-00703,N
1,1,1,1,9,9,0,25-01300,4
1,N,1,1,9,2,0,25-01300,N
1,1,6,1,8,9,0,25-01300,3
2,6,1,1,0,4,0,25-00503,N
1,1,1,1,7,9,0,25-00703,9
1,6,1,1,4,5,0,25-00703,14
1,6,1,1,1,9,0,25-00503,10
1,N,1,1,N,3,0,25-00703,N
1,N,1,1,N,3,0,25-00703,N
1,6,1,1,1,7,0,25-00703,6
2,1,1,1,9,10,0,25-00703,16
1,6,1,1,1,7,0,25-00503,6
2,6,1,1,1,7,0,25-00703,11
1,1,1,1,9,9,0,25-00703,10
1,N,1,1,N,3,0,25-01300,N
2,6,1,1,7,9,0,25-00703,10
2,6,1,1,6,9,0,25-00703,10
1,6,1,0,1,7,0,25-00503,6
1,N,1,1,N,1,0,25-00703,N
1,1,1,1,9,10,0,25-00703,9
1,6,1,1,4,5,0,25-00703,14
1,6,1,2,3,5,0,25-00503,4
2,1,1,1,4,9,0,25-00703,11
2,1,1,1,1,9,0,25-00703,11
2,1,1,1,8,9,0,25-00703,10
1,N,1,1,N,N,0,25-00503,N
2,6,1,2,4,5,0,25-02800,6
1,1,1,1,5,5,0,25-00703,N
1,1,1,1,9,9,0,25-00503,10
2,6,1,1,1,4,0,25-00703,14
