SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,N,1,2,9,1,48-02101,6,0,6,231,8641
1,1,1,1,6,1,48-02507,76,0,2,501,437
1,1,1,1,8,0,48-02101,71,0,2,5,1572
1,4,1,2,6,1,48-02102,26,0,N,141,1710
1,1,1,1,6,0,48-02515,58,0,3,5,1299
2,1,1,1,6,1,48-02102,71,0,2,5,6364
1,4,1,1,5,0,48-02507,73,0,N,204,552
1,3,1,1,6,2,48-02101,9,1,6,494,1261
1,1,6,2,5,0,48-02101,72,N,6,5,2684
1,1,1,1,5,0,48-02102,27,0,3,339,666
2,N,1,2,N,0,48-02516,10,N,7,500,2830
1,1,1,1,5,0,48-02102,69,0,2,349,5615
1,1,1,1,5,0,48-02516,40,0,7,5,6487
1,N,1,1,N,1,48-02101,2,3,6,501,8820
1,1,1,2,5,3,48-02515,27,0,3,500,2932
1,6,1,1,5,0,48-02507,71,0,N,356,0
1,1,1,1,5,0,48-02515,70,0,2,500,1384
1,1,1,1,6,0,48-02101,71,0,2,501,1960
1,1,1,1,6,0,48-02101,79,0,2,499,1255
1,N,1,1,N,0,48-02101,7,1,6,223,8581
2,4,1,1,5,0,48-02516,45,0,7,482,582
1,3,1,1,5,0,48-02101,28,0,N,35,244
1,1,1,0,8,1,48-02102,43,1,4,5,6651
1,3,1,1,6,0,48-02101,73,0,2,5,432
1,1,1,1,6,0,48-02101,76,0,2,500,724
2,N,1,1,N,0,48-02101,4,3,7,5,8602
1,1,1,1,6,0,48-02507,60,0,2,500,214
2,1,1,1,5,0,48-02102,66,0,2,371,1432
1,N,1,1,N,1,48-02101,7,4,6,21,8613
2,1,8,1,2,1,48-02507,41,0,6,495,5000
2,N,1,1,6,1,48-02510,8,3,6,500,6722
1,1,1,1,6,0,48-02102,76,0,2,499,3674
2,1,1,1,8,1,48-02507,69,0,6,349,2815
1,1,1,1,6,0,48-02101,77,0,3,380,0
1,1,1,1,6,0,48-02102,70,0,2,499,1452
1,3,1,1,6,0,48-02102,43,0,2,500,6695
1,1,1,1,6,1,48-02102,38,1,2,500,8256
2,1,1,1,6,0,48-02507,58,0,2,5,1528
1,1,1,1,6,0,48-02102,70,0,2,499,1522
1,1,1,1,6,0,48-02510,74,0,2,6,0
1,1,1,1,5,0,48-02102,70,0,8,52,6616
1,N,1,2,9,1,48-02101,6,1,8,217,8790
1,1,1,1,5,0,48-02101,77,0,2,5,1182
1,1,1,1,6,0,48-02102,76,0,2,5,688
2,1,9,1,5,0,48-02102,73,0,N,500,2445
1,1,1,1,6,0,48-02101,76,0,3,500,0
1,1,1,1,5,0,48-02101,70,0,6,221,1760
2,1,8,1,2,0,48-02516,6,3,4,500,897
2,N,1,1,9,0,48-02510,5,2,7,482,8753
2,5,1,2,5,0,48-02516,57,0,6,501,835
1,1,1,1,5,0,48-02515,71,0,2,5,0
1,1,1,1,7,1,48-02101,60,0,2,498,1179
1,1,1,1,8,0,48-02510,58,0,2,499,1906
2,N,1,1,9,4,48-02101,8,1,6,500,8621
1,1,1,1,6,1,48-02101,73,0,3,500,143
1,1,1,1,6,0,48-02101,42,0,2,501,1946
1,1,1,0,9,0,48-02101,7,0,N,492,6677
1,1,1,1,7,0,48-02507,63,0,2,5,1892
2,1,1,1,0,0,48-02507,40,4,6,142,6706
1,1,1,1,6,0,48-02102,62,0,2,499,1698
1,N,1,2,9,0,48-02507,6,1,6,201,6938
1,1,1,1,6,0,48-02510,81,0,2,498,1607
1,1,1,1,9,1,48-02102,7,4,6,2,8384
1,1,1,1,8,2,48-02510,75,0,6,499,2314
1,1,1,1,6,0,48-02101,79,0,3,499,6030
1,4,1,1,6,0,48-02102,72,0,N,357,411
1,6,1,2,6,0,48-02507,39,0,N,61,4275
1,1,1,1,6,0,48-02101,44,0,2,5,1044
2,N,1,1,N,0,48-02101,3,3,6,500,8880
1,1,1,1,8,0,48-02102,61,0,2,500,1355
1,1,8,1,9,1,48-02510,73,0,2,5,7242
1,N,1,1,9,1,48-02510,2,N,7,355,8574
2,N,1,1,N,0,48-02102,6,3,3,5,8634
2,1,1,0,5,0,48-02102,57,N,7,498,2192
1,1,1,1,6,0,48-02101,62,0,6,5,6163
1,1,1,1,6,0,48-02102,75,0,2,5,0
2,N,1,2,9,0,48-02510,7,3,4,500,8665
1,3,1,2,5,1,48-02101,72,0,2,354,6496
2,3,1,2,5,0,48-02102,70,0,N,237,520
1,4,1,1,5,4,48-02101,69,2,3,235,1338
1,1,1,1,6,0,48-02102,76,0,2,500,1967
2,1,1,1,6,0,48-02516,76,0,2,501,2080
1,6,1,1,5,0,48-02102,70,0,2,373,5658
1,3,1,2,5,0,48-02102,74,0,3,359,479
2,N,1,2,6,0,48-02101,24,0,6,360,7003
1,1,1,1,6,1,48-02516,76,4,2,498,270
1,N,1,1,N,1,48-02510,6,4,7,52,8458
1,1,1,1,6,0,48-02102,42,0,2,499,1269
2,N,1,1,5,1,48-02102,59,0,4,501,6809
2,1,1,1,9,1,48-02516,7,1,N,223,73
1,1,1,1,7,0,48-02102,65,0,2,498,682
1,3,1,1,6,0,48-02102,71,0,3,5,2191
1,3,1,1,5,0,48-02102,72,7,N,501,775
1,3,1,0,6,0,48-02102,34,1,N,334,511
1,N,1,1,6,1,48-02515,42,0,3,501,6407
1,1,1,1,7,0,48-02101,83,0,2,499,790
1,1,1,1,6,0,48-02102,74,0,2,500,1811
2,N,1,2,9,0,48-02101,6,3,7,350,8709
2,2,1,0,5,1,48-02101,5,2,7,488,8627
1,1,1,1,5,0,48-02102,40,0,4,500,2334
2,1,1,1,0,0,48-02510,27,0,3,500,4641
2,1,1,1,6,0,48-02510,75,0,3,500,1816
1,1,1,1,5,0,48-02507,77,0,2,500,1793
1,1,1,1,5,1,48-02101,75,0,3,213,187
1,1,1,1,6,0,48-02101,76,0,2,500,1221
1,1,1,1,6,0,48-02507,72,0,3,499,2181
2,4,1,1,6,0,48-02102,71,0,3,500,2355
1,6,1,0,6,0,48-02101,71,0,N,5,40
1,1,1,1,6,0,48-02102,70,0,2,5,74
2,3,1,0,5,0,48-02102,75,0,N,384,156
2,N,1,1,N,1,48-02101,5,1,6,5,8757
2,3,1,0,5,1,48-02102,74,0,N,352,325
2,1,1,1,5,0,48-02101,69,0,2,220,2069
1,1,1,1,6,0,48-02102,70,0,2,5,0
1,1,1,1,6,0,48-02101,71,0,2,53,548
1,3,1,1,6,0,48-02102,74,0,N,500,297
1,1,1,1,6,1,48-02102,71,0,2,322,1475
2,1,9,1,5,0,48-02101,79,0,3,500,577
1,1,1,1,2,0,48-02102,68,0,N,234,6872
2,N,1,2,N,1,48-02101,5,3,6,354,8882
1,3,1,1,6,0,48-02101,69,0,3,131,0
1,1,1,1,5,0,48-02102,73,0,2,500,6765
2,2,1,1,2,0,48-02510,59,0,6,501,799
1,1,1,1,8,0,48-02101,39,0,2,5,6492
1,1,1,1,6,0,48-02101,77,0,2,500,0
1,1,1,1,6,1,48-02101,77,0,2,5,0
1,N,1,1,N,0,48-02101,8,N,8,5,6850
1,1,1,1,6,4,48-02516,71,0,6,5,6348
2,N,1,1,N,1,48-02510,9,4,6,5,8544
2,1,1,1,5,1,48-02507,75,0,6,5,6656
1,N,1,1,9,1,48-02510,7,4,4,215,8786
2,N,1,0,9,0,48-02516,7,3,5,226,8553
2,2,1,1,6,1,48-02507,71,0,2,128,8339
1,1,1,1,6,0,48-02516,75,0,2,335,326
1,1,1,1,6,0,48-02102,42,0,2,5,2324
1,1,1,1,6,0,48-02101,42,0,8,5,640
2,N,1,1,N,0,48-02101,7,1,6,222,8468
1,1,1,1,6,0,48-02101,69,0,2,499,3788
1,1,1,1,5,0,48-02101,74,0,2,5,2113
2,N,1,2,5,1,48-02102,75,0,N,490,536
1,3,1,0,5,0,48-02102,71,0,N,357,0
2,3,1,1,5,0,48-02102,69,0,2,135,244
2,1,1,1,8,0,48-02510,44,3,2,501,2086
1,1,1,1,6,0,48-02102,61,0,2,56,1601
1,4,1,1,5,0,48-02101,75,0,6,501,249
1,1,1,1,6,0,48-02101,72,0,2,5,1536
1,3,1,1,5,0,48-02102,31,0,N,359,233
1,1,1,1,6,0,48-02101,73,0,8,227,1538
1,1,1,1,6,0,48-02510,62,0,2,499,1738
2,1,1,1,5,0,48-02507,72,0,N,499,2106
2,1,1,2,5,0,48-02102,38,N,4,380,1325
1,N,8,2,N,1,48-02101,8,N,6,232,8707
1,6,1,2,6,4,48-02101,24,0,3,234,4722
1,1,1,1,6,1,48-02101,6,0,6,221,8536
1,1,1,1,6,0,48-02102,49,0,6,333,17
2,1,1,0,0,1,48-02101,28,1,N,384,650
1,6,1,1,5,0,48-02101,69,0,N,129,3951
1,1,1,1,2,1,48-02516,41,0,2,501,6550
1,1,1,1,7,0,48-02507,74,0,2,465,6034
1,6,1,1,6,1,48-02102,76,0,N,495,0
1,N,1,1,9,0,48-02101,6,1,6,5,8864
2,3,1,2,6,1,48-02101,29,0,8,208,602
1,1,1,1,6,0,48-02510,61,0,2,5,2017
1,1,1,1,6,0,48-02101,75,0,2,499,1372
1,1,1,1,6,1,48-02101,74,0,3,205,435
1,3,1,2,6,0,48-02102,76,0,N,248,37
2,N,1,1,6,2,48-02102,9,N,8,500,8505
1,N,1,1,9,1,48-02102,23,3,5,227,8408
1,1,1,1,6,0,48-02102,76,0,2,499,1358
1,3,1,0,5,0,48-02102,72,0,N,66,0
1,1,1,1,7,0,48-02101,77,0,2,499,0
1,1,1,1,7,0,48-02102,78,0,2,496,925
1,1,1,1,6,0,48-02102,55,0,2,500,1840
1,1,1,1,6,1,48-02507,72,N,2,344,1498
1,1,1,1,6,1,48-02507,71,0,2,5,1963
2,1,1,1,6,0,48-02507,76,0,3,5,1836
1,6,1,0,5,0,48-02102,33,0,N,366,150
1,N,8,1,8,4,48-02101,7,3,8,226,8908
2,1,9,1,6,4,48-02516,56,1,7,214,8795
2,3,1,1,0,0,48-02510,70,0,7,58,476
1,1,1,1,5,1,48-02101,31,0,N,393,0
1,1,1,1,6,0,48-02507,73,0,2,500,1175
1,N,1,1,N,1,48-02101,9,1,3,5,8673
2,N,8,1,N,1,48-02101,8,2,3,231,8585
1,1,1,1,5,0,48-02101,66,0,3,488,6279
2,N,1,2,N,0,48-02102,9,N,6,492,3510
2,N,1,2,2,1,48-02516,9,0,7,231,2132
1,1,1,2,5,0,48-02507,72,0,N,353,209
1,1,1,1,6,0,48-02516,74,0,3,500,6398
2,1,1,1,8,0,48-02102,62,0,2,499,6491
1,1,1,1,N,0,48-02102,6,3,4,501,6680
1,1,1,1,6,0,48-02507,72,0,2,500,1724
1,3,1,1,6,0,48-02507,76,0,N,489,1347
2,N,8,1,8,2,48-02101,40,2,6,5,4835
2,1,1,1,5,1,48-02507,74,0,2,5,6787
1,1,1,1,5,0,48-02101,23,0,7,356,8319
1,1,1,2,5,0,48-02101,72,0,N,14,6098
1,4,5,1,5,0,48-02516,42,7,2,5,636
1,1,1,1,5,0,48-02101,72,0,2,354,5228
1,3,1,2,6,0,48-02101,73,3,N,221,4148
1,N,1,2,6,0,48-02102,37,1,5,361,6552
1,N,1,1,9,0,48-02101,5,1,5,59,8419
1,1,1,1,7,0,48-02101,79,0,3,498,913
1,1,1,1,6,1,48-02101,69,0,N,61,0
1,4,1,1,5,0,48-02515,74,0,2,500,339
1,N,1,1,N,0,48-02507,9,3,3,5,8514
1,1,1,1,6,0,48-02515,71,0,2,499,1516
1,N,1,1,N,0,48-02101,6,N,5,233,8545
2,4,1,1,6,0,48-02101,75,0,2,5,346
2,1,1,1,5,0,48-02507,74,0,N,227,740
1,1,1,1,6,0,48-02507,73,0,11,499,1427
1,1,1,1,6,0,48-02102,41,0,2,498,1643
2,N,1,1,N,1,48-02510,6,4,7,206,8737
1,N,1,1,2,1,48-02510,58,0,2,500,2182
1,1,1,1,6,1,48-02101,75,0,2,116,1944
1,1,1,1,6,1,48-02510,73,1,4,5,1954
2,N,5,1,9,0,48-02101,6,4,7,230,4991
1,1,1,1,6,0,48-02102,74,0,2,499,598
1,3,1,1,5,0,48-02102,23,0,N,374,326
1,1,1,1,5,1,48-02101,69,0,6,53,5884
2,3,1,2,5,0,48-02101,9,0,3,223,590
2,1,1,1,6,0,48-02101,62,0,2,5,1674
1,4,1,2,6,0,48-02101,80,0,3,344,332
2,1,1,1,6,0,48-02101,75,0,2,499,175
1,1,1,1,6,0,48-02102,66,0,2,5,909
1,1,9,1,5,0,48-02101,71,2,2,492,2147
1,1,1,1,6,0,48-02102,49,0,3,499,1787
1,1,1,1,8,0,48-02102,72,0,6,500,842
1,1,1,1,6,0,48-02101,79,0,2,499,1304
1,1,1,1,5,0,48-02102,26,1,5,56,6541
1,1,1,1,6,0,48-02101,75,0,2,496,1137
2,1,1,1,5,0,48-02507,71,0,N,361,1572
1,1,1,1,6,1,48-02507,46,0,2,227,0
1,1,1,1,7,0,48-02102,82,0,2,5,1032
1,N,1,1,2,1,48-02516,9,4,5,230,8168
2,N,1,2,9,1,48-02102,7,1,5,489,8696
1,1,1,1,6,0,48-02101,75,0,2,498,6480
1,1,1,1,5,0,48-02101,73,0,2,12,6774
1,6,1,1,5,0,48-02101,24,0,N,52,149
1,1,1,1,6,0,48-02101,71,N,2,5,5928
1,4,1,0,6,1,48-02102,74,0,N,5,1310
1,1,1,1,6,0,48-02102,68,0,3,5,1907
2,1,1,1,6,0,48-02102,77,0,2,5,6438
1,1,1,1,5,0,48-02102,47,0,3,500,2480
1,1,1,1,6,0,48-02101,65,0,2,497,1291
1,1,1,1,6,1,48-02102,77,0,2,500,355
1,1,1,1,N,0,48-02101,7,0,6,500,8627
1,N,1,1,N,4,48-02101,7,1,8,500,8350
1,3,1,2,5,0,48-02507,73,0,N,359,193
1,1,1,1,2,1,48-02102,70,4,2,242,6322
1,N,8,1,N,0,48-02101,3,4,6,21,8541
1,4,1,2,5,1,48-02101,27,1,N,500,493
1,1,1,1,6,0,48-02101,80,0,2,498,869
1,1,1,1,7,0,48-02102,77,0,3,5,1467
1,N,1,1,6,1,48-02101,25,0,N,348,365
1,1,1,1,5,0,48-02101,70,0,2,499,1618
2,N,1,1,9,0,48-02101,10,2,7,5,8919
2,N,1,1,9,0,48-02101,10,3,7,220,8500
1,N,1,2,9,1,48-02515,7,N,4,135,8488
1,1,1,1,6,0,48-02101,44,0,2,499,1019
1,1,1,1,6,0,48-02101,80,0,2,500,1497
1,1,1,1,5,0,48-02510,41,0,3,224,6697
1,1,1,2,5,1,48-02102,75,0,3,496,328
2,6,1,2,5,1,48-02101,32,0,N,477,123
2,6,4,1,0,1,48-02510,25,N,7,141,4562
1,4,1,1,6,1,48-02101,72,0,N,358,0
1,1,1,1,9,0,48-02102,79,0,2,5,5808
1,N,1,1,9,0,48-02510,5,4,7,5,8973
1,1,1,1,7,0,48-02101,78,0,2,499,224
2,1,1,1,6,0,48-02515,45,0,2,115,2051
1,1,1,1,6,0,48-02101,72,0,3,499,437
2,4,1,1,5,1,48-02101,36,0,N,244,6889
1,1,1,1,6,1,48-02102,72,0,2,225,1449
1,1,1,1,6,0,48-02101,76,0,2,5,1262
1,1,1,1,6,0,48-02510,71,0,2,5,2127
1,5,1,1,0,0,48-02102,41,1,3,5,3132
2,3,1,2,9,1,48-02101,56,1,3,138,517
2,1,1,1,0,0,48-02101,9,N,6,500,4115
2,1,1,1,6,0,48-02510,77,0,2,501,1682
1,1,1,1,5,0,48-02515,67,0,N,348,0
1,1,1,1,6,0,48-02102,60,0,3,500,5928
2,6,1,2,4,1,48-02102,31,0,3,219,2513
1,3,1,1,6,1,48-02516,78,0,2,370,150
2,N,1,2,9,1,48-02101,5,3,6,500,8797
1,1,1,1,5,0,48-02102,77,0,N,487,0
1,1,1,1,7,0,48-02102,79,0,2,498,1593
2,N,2,1,N,0,48-02510,71,4,5,500,2283
1,1,1,1,6,0,48-02102,62,0,2,500,6666
2,N,1,1,N,1,48-02516,3,3,7,230,8914
1,3,1,1,N,1,48-02101,67,0,5,5,8613
1,1,1,1,5,0,48-02510,75,0,2,5,1958
1,1,1,1,6,1,48-02516,57,2,2,5,487
1,1,1,1,6,0,48-02102,77,0,2,5,967
2,1,1,1,6,1,48-02515,62,0,2,476,2017
2,1,1,1,6,1,48-02507,58,0,2,500,1374
2,1,1,1,N,0,48-02510,7,5,7,500,4318
2,N,1,1,6,0,48-02510,25,1,3,5,2455
1,1,1,1,8,0,48-02101,58,0,2,5,1450
1,N,1,1,9,1,48-02102,7,1,6,226,8475
1,1,1,1,6,0,48-02102,60,0,2,501,1557
2,1,1,2,6,1,48-02515,73,2,2,363,550
1,4,1,1,6,0,48-02102,70,0,N,376,0
1,1,1,1,7,0,48-02102,76,0,2,499,1898
2,1,1,1,2,0,48-02507,69,0,3,52,304
2,N,1,2,9,0,48-02101,6,4,3,252,8562
2,4,1,1,6,0,48-02507,71,0,2,352,284
2,4,1,1,2,0,48-02101,68,1,7,242,8534
1,1,1,1,6,1,48-02102,70,2,3,5,2133
2,1,1,1,5,1,48-02102,45,0,N,234,4143
1,1,1,1,N,0,48-02102,59,0,2,498,2303
1,1,1,1,5,1,48-02101,25,1,6,225,1983
2,2,6,1,5,4,48-02101,75,0,5,125,4603
1,1,1,1,6,0,48-02102,71,0,2,5,1665
1,1,1,1,6,0,48-02102,76,0,2,499,1947
1,1,1,1,9,0,48-02507,60,0,2,210,570
1,1,1,1,6,0,48-02102,64,0,2,499,1636
2,1,1,1,9,0,48-02510,8,2,6,499,8695
1,N,9,1,N,0,48-02101,7,N,6,500,8521
1,6,1,1,5,1,48-02510,11,5,6,500,573
1,3,1,1,5,0,48-02516,74,0,2,495,1833
1,3,1,1,5,0,48-02101,73,0,N,246,0
2,4,2,1,2,0,48-02102,24,3,5,5,7037
2,6,1,1,5,0,48-02516,75,0,N,338,6
1,4,1,1,5,0,48-02101,75,2,11,231,8300
1,N,1,1,N,0,48-02102,6,3,8,5,8591
1,1,1,1,6,0,48-02102,62,0,2,5,1720
1,1,1,1,7,1,48-02507,47,0,2,499,1522
1,1,1,1,6,0,48-02510,39,0,2,501,2077
2,N,1,2,9,0,48-02101,74,3,7,238,8398
2,1,1,1,6,0,48-02101,42,0,2,132,556
1,1,1,1,6,0,48-02101,73,0,2,501,1474
1,4,1,1,6,0,48-02102,26,0,3,218,595
1,1,1,1,6,0,48-02101,77,0,2,500,1557
1,N,1,1,N,1,48-02101,4,1,6,500,8791
1,1,1,1,8,1,48-02516,58,0,2,501,6891
1,1,1,1,5,0,48-02515,74,0,2,347,1499
1,1,1,1,5,0,48-02515,75,0,2,501,1873
1,3,6,1,2,3,48-02102,11,N,7,495,2545
1,1,1,1,6,0,48-02102,74,0,2,500,1426
2,N,1,1,6,1,48-02101,7,N,6,206,8452
1,1,1,0,5,0,48-02101,69,0,3,500,133
1,1,1,1,6,0,48-02102,72,0,N,337,0
1,1,1,1,6,0,48-02101,62,0,2,5,1860
1,N,1,2,9,1,48-02515,7,N,3,500,8239
1,3,1,2,5,0,48-02102,75,0,N,401,0
1,1,1,1,6,0,48-02102,77,0,3,5,2113
1,1,1,1,0,1,48-02507,43,3,N,358,2324
1,1,1,1,0,0,48-02510,75,0,2,499,1810
2,3,1,1,6,0,48-02101,73,0,2,5,1595
1,6,1,2,5,4,48-02101,60,3,3,52,2810
1,3,9,2,9,0,48-02102,75,N,5,238,6352
1,1,1,1,6,0,48-02507,76,0,2,501,580
1,1,1,1,8,0,48-02510,59,0,2,5,2417
1,1,1,1,6,0,48-02507,24,0,4,501,1659
1,6,1,1,6,0,48-02516,27,N,6,131,3723
1,1,1,1,6,1,48-02101,74,0,2,5,6092
1,1,1,1,5,2,48-02101,28,0,6,353,291
1,1,1,1,5,0,48-02101,71,0,3,500,1443
1,1,1,1,8,0,48-02102,63,0,2,499,1253
1,1,1,1,6,0,48-02101,70,0,2,5,1997
2,1,1,1,6,1,48-02102,76,0,2,366,1760
2,1,1,1,5,0,48-02507,72,N,3,500,6414
1,1,1,1,2,0,48-02507,73,0,N,481,289
2,1,1,1,7,0,48-02101,75,0,2,5,2041
1,1,8,1,6,0,48-02101,74,0,2,5,3995
2,N,1,1,N,0,48-02101,2,3,6,193,8551
1,1,1,1,6,0,48-02507,72,0,2,500,1891
1,N,1,2,9,0,48-02101,4,1,6,233,8749
1,1,1,1,7,0,48-02102,75,0,2,500,1214
1,1,1,1,6,1,48-02507,59,3,6,5,4119
2,N,1,1,N,1,48-02101,7,1,7,500,8559
1,1,1,1,8,0,48-02102,64,0,2,499,1829
1,1,1,1,6,1,48-02102,76,0,3,5,2097
2,N,1,1,N,0,48-02101,9,N,6,245,8457
2,1,1,1,5,1,48-02507,59,0,3,500,677
1,4,1,1,6,0,48-02510,71,0,3,61,0
2,N,1,2,N,1,48-02101,4,3,7,237,8296
1,3,1,1,5,1,48-02507,39,1,6,500,672
1,3,1,1,6,2,48-02102,72,0,2,501,0
1,N,1,1,N,1,48-02101,7,N,6,212,7207
1,N,1,1,0,0,48-02102,6,4,6,500,8796
1,1,1,1,6,0,48-02510,79,0,2,497,1398
2,1,1,1,6,1,48-02102,68,0,2,355,4332
1,3,1,1,6,1,48-02101,70,0,6,500,6469
2,4,1,2,1,0,48-02515,23,2,8,63,8542
2,N,1,2,9,0,48-02101,8,0,6,24,8176
1,3,1,0,4,0,48-02101,79,0,N,53,398
1,1,1,1,7,0,48-02101,77,0,3,499,935
1,1,1,1,7,0,48-02102,72,0,2,500,257
1,1,1,1,7,0,48-02510,80,0,2,499,1212
2,N,1,1,N,1,48-02102,8,3,6,240,8372
1,1,1,0,5,0,48-02102,78,0,N,5,428
1,1,1,1,7,0,48-02510,56,0,2,5,947
1,1,1,1,5,0,48-02102,40,0,2,493,267
2,4,1,1,5,0,48-02102,73,0,3,496,1279
1,1,1,1,7,0,48-02101,64,0,2,498,1080
2,1,1,1,6,1,48-02102,71,0,2,501,1944
2,3,1,1,5,0,48-02102,43,0,N,368,518
