PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02516,35,1,4,1,9,1,3,1,1,3092.4,7460,16,1,61700.0,8,335,N,2,2,2,2,100,78,6025
48-02102,15,1,1,1,2,0,7,1,2,450.9,9920,N,2,N,9,129,N,1,2,2,2,100,86,7665
48-02515,47,1,4,0,1,0,2,1,2,2134.8,7780,11,10,58520.0,6,331,N,2,2,2,2,54,42,3247
48-02515,65,1,1,0,2,5,2,1,0,2134.8,9770,N,8,N,5,109,N,N,1,2,2,51,3,982
48-02516,39,1,1,1,1,1,4,1,2,3731.1,7770,11,5,61500.0,0,313,N,2,2,2,2,199,89,5635
48-02102,14,1,N,1,1,1,N,1,2,450.9,9870,N,10,N,9,345,N,1,1,2,2,68,17,7773
48-02507,46,1,1,0,1,0,3,1,1,3731.1,1070,13,6,N,4,498,N,2,2,2,2,63,10,2701
48-02507,46,2,6,1,8,2,3,1,2,1338.4,6970,14,5,95900.0,5,450,N,2,2,2,2,213,117,2795
48-02507,33,2,6,0,1,0,2,1,1,450.9,6880,16,7,561700.0,1,307,N,2,1,1,2,87,123,3942
48-02101,13,2,N,0,1,2,5,1,1,357.4,9790,N,9,N,0,178,N,2,2,2,2,111,50,8005
48-02515,39,2,1,1,1,0,6,1,1,3731.1,6970,N,6,83100.0,5,301,N,2,2,2,2,55,166,6037
48-02102,81,1,1,0,1,0,5,1,1,3731.1,1790,8,9,56500.0,7,500,N,2,2,2,2,51,33,3396
48-02516,50,1,1,0,1,2,5,1,1,1338.4,7370,12,1,N,8,500,N,1,2,2,2,93,195,4172
48-02102,80,1,4,0,1,0,2,1,2,450.9,9870,N,8,75300.0,1,476,N,1,1,2,2,47,25,8213
48-02102,64,1,1,0,1,0,2,1,1,3092.4,1070,N,1,96850.0,8,498,N,2,2,2,2,45,18,3158
48-02102,47,1,1,0,1,0,2,1,1,450.9,9790,N,4,N,4,278,N,1,2,2,2,69,21,0
48-02101,14,1,N,0,1,3,7,1,2,450.9,9870,N,3,N,9,110,N,N,2,2,2,60,28,5761
48-02510,69,1,1,0,1,0,2,1,1,3092.4,5680,N,9,N,8,494,N,2,2,2,2,108,39,2921
48-02510,57,2,1,0,1,2,4,1,1,3092.4,7390,12,4,81400.0,0,500,N,2,2,2,2,93,68,3948
48-02510,69,1,1,0,1,1,4,1,1,3092.4,7380,12,4,94700.0,8,500,N,2,2,2,2,104,94,1841
48-02102,48,2,4,1,1,2,N,1,1,1338.4,6080,16,5,48400.0,6,447,N,2,2,2,2,145,138,6026
48-02507,38,1,1,0,1,0,2,1,1,3731.1,6190,14,6,N,5,496,N,2,2,2,2,55,10,3628
48-02516,48,1,4,0,1,1,4,1,1,357.4,9920,9,9,N,N,498,N,2,2,2,2,104,73,7869
48-02515,52,2,1,0,1,0,3,1,1,3731.1,4680,N,7,23800.0,8,470,N,2,2,2,2,77,11,1638
48-02507,30,1,1,1,1,1,N,1,1,3731.1,7680,15,3,51700.0,5,468,N,2,2,2,2,320,165,3489
48-02515,36,2,4,1,1,5,4,1,1,3731.1,7190,16,9,60200.0,6,446,N,2,2,2,2,683,115,157
48-02510,51,1,1,1,2,7,2,1,2,3092.4,9870,8,3,201300.0,8,500,N,1,1,2,1,98,65,285
48-02510,44,2,1,0,1,1,2,1,1,1338.4,6190,N,1,25010.0,0,462,N,2,2,2,2,254,61,180
48-02515,72,2,1,0,1,0,3,1,2,3731.1,5490,N,1,N,5,497,N,2,2,2,2,57,51,2885
48-02507,40,1,6,0,1,0,2,1,1,2134.8,4180,N,6,76700.0,6,445,N,2,2,2,2,59,32,0
48-02101,6,1,N,1,1,3,4,1,2,357.4,9790,N,8,N,9,188,N,2,2,2,2,108,77,8311
48-02102,78,1,1,0,1,6,3,1,1,450.9,9790,N,5,112000.0,2,346,N,1,2,2,2,43,42,5620
48-02515,67,1,1,0,1,0,3,1,1,2134.8,1070,14,8,N,4,294,N,2,2,2,2,50,10,2828
48-02101,35,1,6,1,1,2,4,1,2,3731.1,6695,N,7,N,1,482,N,2,2,2,2,73,27,177
48-02510,65,1,6,0,8,1,2,1,1,3092.4,7072,N,8,165030.0,8,52,N,2,2,2,2,83,30,466
48-02516,53,1,1,0,1,2,4,1,1,1338.4,6670,14,8,N,4,499,N,2,2,2,2,334,248,3627
48-02510,12,1,1,0,1,N,2,1,1,2134.8,7390,15,9,106000.0,8,5,N,2,2,2,2,47,45,2994
48-02510,55,1,1,0,1,1,2,1,1,3092.4,4980,15,8,N,8,493,N,2,2,2,2,107,3,2232
48-02515,33,1,1,0,1,1,3,1,1,3092.4,6290,11,4,9000.0,6,499,N,2,2,2,2,153,41,3411
48-02516,54,1,1,0,1,N,4,1,1,1338.4,7480,16,5,N,6,158,N,2,2,2,2,312,244,4459
48-02510,70,1,1,0,1,0,2,1,1,1338.4,5690,15,1,N,8,497,N,2,2,2,2,115,31,2579
48-02510,70,1,1,0,1,1,2,1,1,3092.4,4780,14,8,N,4,495,N,2,2,2,2,108,63,1989
48-02516,58,1,1,0,1,0,2,1,1,1338.4,6870,14,4,N,5,191,N,2,2,2,2,101,75,3875
48-02507,47,2,N,0,1,0,3,1,1,2134.8,2590,13,12,84000.0,6,491,N,2,2,2,2,47,33,3380
48-02510,75,1,1,0,1,0,4,1,1,3092.4,7080,14,8,N,7,499,N,2,2,2,2,95,70,3697
48-02516,66,1,1,0,1,0,2,1,1,3092.4,6170,13,1,N,5,499,N,2,2,2,2,88,29,5912
48-02516,44,1,1,1,1,0,4,1,1,1338.4,6970,18,5,N,5,273,N,2,2,2,2,232,185,3036
48-02515,67,1,1,0,1,5,2,1,1,1338.4,4570,8,7,95100.0,5,497,5,2,2,2,1,56,30,4008
48-02101,10,1,N,1,1,0,3,1,1,357.4,9870,N,3,N,9,205,N,N,2,2,2,108,84,8060
48-02515,62,2,1,0,1,0,2,1,1,3731.1,7380,11,1,54900.0,6,110,N,2,2,2,2,96,47,3720
48-02507,61,1,1,0,1,0,4,1,1,3731.1,7460,13,4,N,5,362,N,2,2,2,2,183,32,3017
48-02515,75,2,1,0,1,0,7,1,1,3731.1,6991,14,9,N,4,154,N,2,2,2,2,68,0,2255
48-02507,42,2,1,1,1,4,N,1,2,2134.8,7580,17,5,79500.0,5,109,N,2,2,2,2,379,176,6082
48-02101,10,1,N,1,8,4,6,1,1,357.4,9790,N,2,N,9,214,N,N,2,2,2,87,118,8259
48-02102,83,1,1,1,1,N,4,1,1,450.9,9870,N,6,117000.0,1,199,N,1,2,2,2,58,27,0
48-02102,88,2,3,0,1,0,2,1,2,450.9,9790,N,4,N,4,194,N,2,1,2,1,68,11,2739
48-02510,26,1,6,0,1,7,3,1,1,3092.4,770,N,8,11000.0,2,37,N,2,N,2,1,156,84,2356
48-02102,13,1,N,0,1,1,3,1,1,357.4,N,N,2,N,N,354,N,N,N,2,2,93,80,8336
48-02510,48,1,1,0,1,0,3,1,1,1338.4,470,9,5,N,8,5,N,2,2,2,2,100,596,5498
48-02102,50,1,4,1,1,0,6,1,2,2134.8,7190,17,7,N,5,314,N,2,2,2,2,65,26,3533
48-02516,56,1,1,1,1,2,4,1,1,3731.1,6570,13,5,N,5,319,N,2,2,2,2,339,308,2977
48-02510,60,2,1,0,1,0,8,1,1,3092.4,2280,11,8,93200.0,3,482,N,2,2,2,2,78,30,1935
48-02516,36,1,6,0,1,7,7,2,1,3092.4,7780,15,8,N,0,83,N,2,2,1,2,144,178,4552
48-02510,64,1,1,0,1,0,2,1,1,3092.4,7370,12,2,N,5,497,N,2,2,2,2,94,17,3563
48-02101,10,1,N,2,9,1,5,1,1,450.9,9870,N,9,N,9,192,N,1,N,2,2,104,52,8056
48-02515,74,1,1,0,1,0,2,1,1,3092.4,1070,N,6,N,8,496,N,2,2,2,2,55,8,0
48-02516,62,1,4,0,1,1,3,1,1,1338.4,6770,13,5,860.0,5,494,N,2,2,2,2,121,187,0
48-02101,12,1,1,0,8,2,3,1,2,450.9,9870,N,2,117900.0,0,21,N,2,2,2,2,149,70,8185
48-02515,73,1,1,0,1,0,4,1,2,3731.1,7460,7,1,54000.0,8,486,N,2,1,1,1,37,32,2071
48-02102,12,1,N,1,1,0,2,1,2,450.9,9870,N,8,N,9,497,N,2,2,2,2,103,65,8211
48-02515,70,2,1,0,1,0,2,1,1,3731.1,6890,N,1,N,5,316,N,2,2,2,2,43,0,5066
48-02515,44,2,6,1,2,2,6,1,1,1338.4,7680,N,7,153300.0,5,497,N,N,2,1,2,90,63,3955
48-02507,67,2,1,0,1,1,N,1,1,1338.4,6670,9,9,72560.0,2,498,N,2,2,2,2,53,29,5585
48-02516,72,1,1,0,1,0,4,1,1,3731.1,6280,15,5,N,4,233,N,2,2,2,2,420,129,641
48-02102,38,1,1,1,1,2,3,1,2,450.9,7190,16,5,75090.0,6,312,N,2,2,2,2,330,143,4053
48-02515,53,1,1,0,2,1,2,1,1,1338.4,6080,14,9,N,4,230,N,2,2,2,2,128,44,3055
48-02507,41,1,1,1,1,3,3,1,1,1338.4,7470,16,5,62700.0,6,320,N,2,2,2,2,50,26,3687
48-02510,71,1,1,0,1,0,2,1,1,3092.4,1070,N,9,22600.0,8,497,N,2,2,2,2,55,61,5525
48-02516,48,2,4,1,1,2,4,1,1,1338.4,680,16,4,N,2,349,N,2,2,2,2,160,277,314
48-02101,59,2,N,1,1,1,N,1,2,357.4,770,17,5,840000.0,6,334,N,2,2,2,2,397,162,5460
48-02102,74,1,N,0,1,4,6,1,1,357.4,9870,N,3,N,9,209,N,2,N,2,2,95,70,8505
48-02516,52,1,1,1,9,1,3,1,2,3731.1,6992,13,5,73140.0,5,343,N,2,2,2,2,185,247,3954
48-02515,88,1,1,0,9,0,2,1,1,3731.1,1170,N,6,N,5,28,N,2,1,2,2,56,8,2261
48-02101,33,2,6,1,1,3,4,1,2,2134.8,7870,16,2,11200.0,1,257,3,2,2,2,2,345,157,6100
48-02516,49,1,1,4,1,2,3,1,1,1338.4,7080,14,8,112900.0,8,499,N,2,2,2,2,89,83,4260
48-02102,87,2,N,0,1,0,2,1,1,3731.1,9790,N,5,N,0,321,5,2,2,2,2,60,23,5320
48-02515,88,2,3,1,1,0,2,1,1,3731.1,1870,N,8,N,1,309,N,1,1,2,1,53,6,3043
48-02515,83,1,3,0,1,0,3,1,1,3731.1,9870,N,9,7100.0,5,476,N,2,1,2,2,51,7,3268
48-02507,45,2,1,0,1,2,4,1,1,357.4,7860,11,2,160500.0,5,240,N,2,2,2,2,47,51,4280
48-02102,11,1,N,0,1,6,6,1,1,450.9,9870,N,8,N,9,22,N,2,2,2,2,91,31,1028
48-02507,40,1,3,1,2,0,4,1,1,1338.4,7380,16,5,N,5,308,N,2,2,2,2,332,129,6052
48-02510,73,1,1,0,1,0,2,1,1,3092.4,5790,14,7,N,8,498,N,2,2,2,2,101,68,2495
48-02516,11,1,N,1,5,2,4,1,2,357.4,9790,N,3,N,9,218,N,N,2,2,2,99,146,5874
48-02101,12,1,1,1,1,0,4,1,1,3731.1,7071,13,8,N,9,190,N,2,2,2,2,84,95,8098
48-02101,6,2,N,0,9,1,2,1,2,357.4,9870,N,4,N,9,500,N,2,1,2,2,46,193,8243
48-02507,64,1,N,0,1,0,2,1,2,2134.8,9790,N,6,121000.0,2,475,N,2,2,2,2,62,5,1267
48-02515,64,2,1,0,1,0,5,1,1,1338.4,590,13,8,11300.0,6,497,N,2,2,2,2,53,56,3208
48-02102,7,2,N,1,1,2,5,1,1,357.4,9870,N,4,N,9,100,N,N,2,2,2,98,70,8029
48-02516,34,2,1,0,1,2,4,1,1,1338.4,6991,18,5,N,3,285,N,2,2,2,2,375,272,3583
48-02101,12,1,N,1,1,3,5,1,1,357.4,9790,N,2,N,N,203,N,2,N,1,2,58,26,8136
48-02102,92,2,1,0,4,0,2,1,1,450.9,9870,N,4,75090.0,3,306,N,2,2,2,2,71,14,248
48-02516,45,1,1,0,1,0,2,1,1,1338.4,5070,15,6,N,5,177,N,2,2,2,2,315,33,3395
48-02515,55,1,1,0,1,0,3,1,1,3092.4,6780,13,2,N,8,499,N,2,2,2,2,63,279,156
48-02507,51,1,1,1,2,0,2,1,1,3731.1,6890,17,8,N,5,110,N,2,2,2,2,95,74,3553
48-02101,11,2,N,0,1,3,5,1,2,357.4,9790,N,3,N,9,183,N,2,2,2,2,74,69,8175
48-02510,70,1,1,0,1,0,2,1,1,3092.4,5593,N,8,N,8,497,N,2,2,2,2,58,25,3175
48-02102,21,1,N,0,1,0,6,1,1,2134.8,9870,N,8,N,9,364,N,2,2,2,2,79,28,7950
48-02507,68,1,1,0,1,0,4,1,1,1338.4,7280,13,10,21200.0,6,497,N,2,2,2,2,106,58,6303
48-02515,76,1,1,0,1,0,2,1,1,3731.1,1070,N,6,N,6,496,N,2,2,2,2,59,0,2204
48-02507,50,1,1,0,1,0,2,1,1,3731.1,5490,13,6,N,7,496,N,2,2,2,2,56,37,3071
48-02102,77,1,1,0,1,0,2,1,1,450.9,3895,N,6,98500.0,5,499,N,2,2,2,2,53,4,3272
48-02507,70,1,1,0,1,0,2,1,1,3731.1,6180,14,1,N,5,496,N,2,2,2,2,69,1,2957
48-02516,51,1,6,1,1,6,4,1,1,1338.4,8564,17,5,117300.0,2,193,N,2,2,2,2,347,254,5995
48-02516,47,1,4,0,1,1,6,1,2,357.4,7190,12,10,53300.0,1,322,1,2,2,2,2,177,144,713
48-02510,72,1,3,1,1,0,2,1,1,450.9,9790,N,3,22010.0,5,116,N,1,2,2,2,46,16,1101
48-02515,8,1,6,1,1,6,3,1,2,357.4,5391,N,3,109400.0,9,223,N,2,N,2,2,103,97,8246
48-02516,40,1,1,1,1,2,4,1,1,1338.4,6770,14,5,N,5,416,N,2,2,2,2,193,101,3137
48-02102,10,1,N,0,1,2,3,1,2,357.4,9870,N,3,N,N,127,N,N,N,2,2,109,105,8130
48-02515,51,1,1,4,6,6,4,1,1,2134.8,1070,7,9,7300.0,8,315,N,2,2,2,2,55,20,3226
48-02101,48,2,1,0,1,2,3,1,1,357.4,6991,N,3,23900.0,2,474,N,N,2,2,2,325,40,0
48-02507,78,2,6,1,1,0,2,1,1,2134.8,9920,N,8,19100.0,0,412,N,1,N,2,2,30,27,4044
48-02102,85,2,3,0,2,0,N,1,1,450.9,9790,N,5,N,0,0,N,1,2,2,2,56,0,0
48-02507,73,1,1,0,1,0,2,1,1,3731.1,6680,17,6,N,4,304,N,2,2,2,2,123,70,778
48-02510,72,1,1,0,1,0,2,1,1,3092.4,6280,N,1,N,8,289,N,2,2,2,2,60,24,0
48-02510,54,1,1,0,1,0,3,1,2,3092.4,670,14,1,N,5,495,N,2,2,2,2,102,77,2955
48-02102,70,1,1,0,1,0,3,1,1,450.9,9790,N,8,N,9,338,N,2,2,2,2,63,6,1330
48-02507,32,2,1,1,9,0,7,1,0,3731.1,770,11,3,50800.0,1,262,N,2,2,2,2,176,224,3846
48-02510,50,2,4,0,1,0,3,1,1,3092.4,1180,N,1,N,8,498,N,2,2,2,2,62,38,3727
48-02515,6,1,1,0,1,0,3,1,1,357.4,9790,11,5,10800.0,5,499,N,1,2,2,2,86,219,1418
48-02507,32,1,1,0,1,0,N,1,2,3731.1,6992,N,5,79900.0,5,324,N,2,1,2,2,55,40,2842
48-02510,69,1,1,0,1,0,2,1,1,3092.4,4690,13,8,N,8,498,N,2,2,2,2,105,22,3032
48-02101,12,1,6,2,2,1,3,1,1,450.9,4470,N,8,110000.0,9,378,N,2,2,2,2,93,90,8377
48-02516,50,2,1,0,1,N,4,1,2,1338.4,8561,N,5,17310.0,0,61,5,2,2,2,2,94,149,4149
48-02101,69,1,5,0,1,0,2,1,1,450.9,4690,8,8,68090.0,2,5,N,2,1,2,2,50,3,2862
48-02516,65,1,1,1,2,2,3,1,1,1338.4,7490,15,8,N,7,376,N,2,2,1,2,96,179,6477
48-02516,43,1,1,1,9,2,2,1,1,1338.4,8080,13,2,8400.0,5,191,N,2,2,2,2,191,161,177
48-02510,47,1,1,0,2,0,2,1,1,1338.4,7680,6,1,45050.0,6,395,2,1,2,2,2,139,48,4305
48-02516,37,1,4,1,1,0,5,1,1,450.9,7570,16,4,61900.0,1,221,N,1,2,2,2,319,261,6661
48-02516,73,1,1,0,1,2,2,1,1,3731.1,6680,15,8,N,4,266,N,2,2,2,2,107,16,2368
48-02515,85,1,1,0,1,0,2,1,1,3731.1,5480,13,5,N,5,292,N,2,2,2,2,64,8,3147
48-02516,53,1,4,1,1,1,2,1,2,357.4,6992,14,4,860.0,5,175,N,2,2,2,2,352,32,5828
48-02102,72,1,3,0,1,0,2,1,1,3731.1,9790,N,1,96100.0,3,172,N,2,2,2,2,55,26,2562
48-02507,38,2,1,1,2,3,2,1,2,3731.1,8561,16,7,202050.0,5,460,N,2,2,2,2,194,175,3695
48-02510,10,1,N,0,1,3,5,1,1,357.4,9790,N,4,N,9,497,N,N,N,2,2,108,38,8109
48-02507,46,2,6,0,1,4,2,1,1,3092.4,6680,12,8,46500.0,6,500,N,2,2,2,2,40,32,3069
48-02516,82,2,1,1,1,1,2,1,1,2134.8,4972,12,8,N,8,500,N,2,2,2,2,100,59,231
48-02510,48,1,1,0,2,0,2,1,1,1338.4,6870,14,1,N,1,497,N,2,2,2,2,94,49,5328
48-02102,19,2,N,0,1,2,6,1,1,450.9,9870,N,2,N,9,496,N,2,2,2,2,83,15,7610
48-02102,65,1,4,0,1,0,2,1,1,3731.1,9790,7,5,6000.0,8,381,N,2,2,2,2,42,35,3831
48-02516,61,1,1,0,1,2,4,1,2,1338.4,7460,12,4,200300.0,8,498,N,2,2,2,2,113,181,6437
48-02510,54,1,1,0,1,0,3,1,1,3092.4,6695,13,8,N,5,500,N,2,2,2,2,69,46,3827
48-02515,44,2,6,0,1,2,3,1,1,3092.4,7570,9,8,N,2,5,N,2,2,2,2,239,86,6214
48-02515,65,1,1,0,1,0,2,1,1,3731.1,3570,13,6,N,8,497,N,2,2,2,2,56,8,3254
48-02515,14,1,N,1,1,2,5,1,1,357.4,9920,N,8,11800.0,8,363,N,2,2,2,2,214,99,3939
48-02515,80,1,1,0,1,0,N,1,1,3731.1,1880,12,5,10850.0,0,498,N,2,2,2,1,100,27,66
48-02515,64,1,6,0,1,0,3,1,1,3092.4,7380,9,1,25600.0,8,5,N,2,2,2,2,50,56,1215
48-02102,47,1,6,1,1,3,2,1,1,450.9,9870,N,5,48010.0,4,336,N,2,1,2,2,63,84,349
48-02515,65,1,1,0,1,2,N,1,2,2134.8,6880,8,5,70800.0,6,359,1,2,2,2,2,58,27,1121
48-02515,35,1,1,0,1,0,3,1,1,2134.8,7380,13,10,N,4,496,N,2,2,2,2,60,0,3443
48-02507,74,1,1,0,1,0,2,1,1,2134.8,4570,N,7,26400.0,5,231,N,2,2,2,2,80,21,270
48-02102,83,2,1,0,1,0,7,1,1,450.9,9870,N,5,112000.0,2,124,N,1,2,2,2,56,40,3742
48-02507,11,2,6,1,1,2,6,1,1,450.9,9870,N,3,N,9,136,N,2,2,2,2,152,50,1704
48-02516,69,1,1,0,1,0,3,1,1,450.9,6070,17,8,98000.0,5,299,N,2,2,2,2,96,213,2958
48-02102,79,1,6,0,1,2,5,1,1,450.9,9790,N,3,99000.0,0,167,N,2,2,2,2,87,86,7956
48-02510,51,1,1,0,1,1,2,1,1,3092.4,1370,N,6,83200.0,4,500,N,2,2,2,2,108,85,3294
48-02102,75,1,1,0,1,6,2,1,1,450.9,9870,N,3,N,2,322,N,2,2,2,2,90,11,7664
48-02507,81,1,6,1,1,0,N,1,1,450.9,5280,N,3,195000.0,1,232,N,2,2,2,2,159,30,1405
48-02516,59,1,1,0,1,0,3,1,1,3731.1,5190,N,5,N,5,491,N,2,2,2,2,89,54,2604
48-02101,5,1,N,0,1,2,6,1,1,357.4,9790,N,3,N,N,5,N,2,N,2,2,91,50,8327
