,AGEP_x,DEYE_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEYE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
52,40,2,4,4,2,2,2,4,285,51-51255,8,2,41,2,1,2,3,101,33.33333333333333
53,68,2,0,1,0,9,2,4,0,51-01301,3,2,41,2,0,2,5,501,33.33333333333333
54,64,2,0,6,0,4,2,N,139,01-01301,9,1,65,2,0,3,5,222,33.33333333333333
55,35,2,0,2,3,N,0,3,197,40-00200,2,1,42,2,N,N,2,N,33.33333333333333
56,61,2,4,1,0,2,2,4,486,51-51255,8,2,30,2,2,4,0,60,16.666666666666664
57,38,2,2,6,0,6,2,0,280,26-02702,1,2,26,2,0,N,5,237,33.33333333333333
58,20,2,1,6,3,N,1,3,N,17-03529,1,2,22,2,3,5,2,76,33.33333333333333
59,23,2,2,6,3,2,2,2,41,51-01301,2,2,32,2,0,N,1,44,16.666666666666664
60,27,2,0,6,2,2,2,0,387,36-04010,9,2,24,2,1,3,5,489,16.666666666666664
61,37,1,0,5,2,N,2,1,181,32-00405,9,2,38,2,3,4,5,124,0.0
62,31,2,0,4,0,N,1,8,493,13-04600,9,2,37,2,0,N,9,501,50.0
63,52,2,0,1,1,5,1,7,501,06-08507,9,1,58,2,1,3,9,501,50.0
64,62,2,0,5,0,N,2,9,N,24-01004,6,1,47,2,0,N,9,501,66.66666666666666
65,18,2,0,N,N,2,1,N,501,13-04600,6,1,11,2,2,9,N,199,33.33333333333333
66,23,2,1,4,N,6,2,2,88,19-01700,2,1,39,2,0,N,6,288,16.666666666666664
67,33,2,3,6,0,2,1,N,501,51-51255,1,2,52,2,0,N,9,501,50.0
68,63,2,1,3,0,N,2,0,N,30-00600,1,2,66,1,0,N,2,99,33.33333333333333
69,63,2,0,2,0,2,1,9,501,13-04600,6,2,48,2,2,9,4,199,16.666666666666664
70,32,2,4,1,0,N,1,5,478,36-03710,2,2,50,2,0,2,4,298,33.33333333333333
71,55,2,2,N,0,5,1,9,501,24-01004,2,1,14,2,2,4,N,501,33.33333333333333
72,63,2,1,6,4,2,1,N,501,51-51255,1,1,27,2,0,N,5,241,16.666666666666664
73,12,2,0,4,3,N,1,N,N,26-02702,6,1,50,2,0,N,2,83,33.33333333333333
74,72,2,2,N,0,4,2,2,501,36-04010,1,2,13,2,2,4,N,218,33.33333333333333
75,6,2,0,5,2,2,2,N,501,19-01700,2,1,39,2,1,3,5,229,16.666666666666664
76,17,2,0,1,1,N,1,N,454,30-00600,5,2,63,2,0,2,3,459,16.666666666666664
77,11,2,0,3,3,2,2,5,224,32-00405,9,1,61,1,0,N,3,116,0.0
78,47,2,1,2,0,4,1,N,501,40-00200,1,1,23,2,0,3,4,377,33.33333333333333
79,43,2,4,N,0,N,2,8,501,24-01004,9,2,0,2,1,2,N,48,16.666666666666664
80,35,2,4,1,0,4,2,6,501,17-03531,1,2,47,2,1,4,6,298,50.0
81,55,2,0,2,0,2,0,5,501,51-01301,1,1,84,2,N,N,3,N,16.666666666666664
82,21,2,1,6,0,2,2,7,308,40-00200,2,2,57,1,0,2,2,48,33.33333333333333
83,38,2,0,6,0,N,1,8,75,36-04010,5,1,35,2,0,5,1,227,33.33333333333333
84,1,2,0,3,3,4,0,2,501,01-01301,2,2,74,2,N,N,3,N,16.666666666666664
85,38,2,0,2,0,9,2,8,214,19-01700,6,1,28,2,0,N,1,44,33.33333333333333
86,37,2,0,1,2,4,2,N,501,17-03529,8,1,33,2,0,2,0,188,16.666666666666664
87,18,2,4,6,0,2,2,1,39,17-03531,1,2,22,2,1,4,1,298,33.33333333333333
88,37,2,3,6,0,3,2,0,501,28-01100,1,1,63,2,0,N,9,501,50.0
89,26,2,1,N,0,6,2,3,141,51-01301,1,1,1,2,1,3,N,501,16.666666666666664
90,32,2,1,6,0,5,2,3,397,29-01901,2,2,21,2,0,N,1,15,33.33333333333333
91,31,1,4,1,N,2,2,0,464,36-03710,9,1,83,2,0,2,1,82,16.666666666666664
92,39,2,4,4,3,3,2,N,288,24-01004,2,2,64,2,0,2,3,136,16.666666666666664
93,25,2,3,1,N,2,1,9,455,36-03710,1,1,64,2,0,2,4,501,33.33333333333333
94,15,2,4,4,4,4,1,N,304,06-07502,1,2,22,2,0,2,7,501,16.666666666666664
95,85,2,1,1,N,2,2,1,71,38-00100,9,2,35,2,3,5,1,150,33.33333333333333
96,63,2,0,4,0,4,1,5,304,08-00803,6,1,58,2,0,N,7,501,33.33333333333333
97,71,2,0,2,0,N,1,0,501,13-04600,6,1,50,2,2,9,4,199,16.666666666666664
98,40,2,3,4,N,6,2,6,78,51-01301,1,2,67,2,0,N,7,501,16.666666666666664
99,53,2,3,4,0,N,1,N,0,32-00405,1,1,40,2,0,N,6,302,50.0
100,58,2,3,1,0,3,1,0,206,32-00405,1,1,68,2,0,2,1,262,33.33333333333333
101,62,2,0,6,0,N,2,N,501,26-02702,3,2,22,2,0,N,4,175,50.0
102,23,2,0,2,0,4,2,7,176,26-02702,2,2,36,2,0,4,1,501,50.0
103,43,2,0,3,0,5,2,N,480,36-04010,6,2,58,2,0,3,5,246,33.33333333333333
104,76,2,0,1,0,3,1,1,220,13-04600,9,1,49,2,0,2,8,501,33.33333333333333
105,75,1,0,4,0,N,1,N,363,30-00600,7,2,77,2,0,3,4,194,16.666666666666664
106,31,2,4,2,1,4,1,9,0,51-51255,1,2,37,2,0,2,7,501,16.666666666666664
107,22,2,4,2,1,N,2,3,239,36-04010,2,1,40,2,0,3,5,290,16.666666666666664
108,59,2,1,N,2,N,1,N,501,51-01301,2,2,5,2,0,6,N,501,50.0
109,14,2,0,2,2,3,2,1,501,51-01301,1,2,30,2,0,N,8,501,33.33333333333333
110,3,2,0,2,1,N,0,0,N,32-00405,2,1,36,2,N,N,7,N,50.0
111,47,2,4,1,N,4,2,5,501,28-01100,1,2,23,2,1,3,5,220,33.33333333333333
112,46,2,4,6,0,2,1,3,422,38-00100,1,2,19,2,1,7,5,501,16.666666666666664
113,24,2,2,1,0,2,1,0,166,51-01301,1,2,61,2,0,2,3,501,50.0
114,24,2,0,2,0,N,1,N,83,24-01004,8,2,59,2,0,2,6,377,33.33333333333333
115,30,2,0,5,1,N,1,9,501,06-08507,6,2,49,2,1,2,9,501,66.66666666666666
116,19,2,1,3,2,5,2,N,501,13-04600,2,2,87,2,0,2,7,501,33.33333333333333
117,18,2,4,4,N,7,1,N,59,13-04600,1,1,42,2,0,N,9,501,16.666666666666664
118,57,2,0,N,N,5,0,5,62,36-03710,1,1,11,2,N,N,N,N,33.33333333333333
119,67,2,0,4,0,2,1,8,501,08-00803,9,2,74,2,0,N,4,227,33.33333333333333
120,33,2,0,3,2,N,0,3,0,01-01301,1,2,56,2,N,N,2,N,33.33333333333333
121,37,1,0,6,2,5,1,N,440,01-01301,9,1,30,2,0,3,2,203,0.0
122,29,2,1,4,0,3,2,0,197,30-00600,1,2,40,2,2,3,5,136,33.33333333333333
123,29,2,2,1,0,4,1,8,501,36-03710,2,2,52,2,0,3,7,501,50.0
124,3,2,2,6,2,N,2,N,N,08-00803,1,2,22,2,0,N,1,18,33.33333333333333
125,68,2,0,6,0,3,0,0,346,06-07502,9,1,29,2,N,N,1,N,16.666666666666664
126,63,1,4,N,0,N,1,9,316,26-02702,1,1,14,2,3,5,N,421,0.0
127,18,2,0,4,0,N,2,6,207,32-00405,3,1,84,1,0,N,3,114,33.33333333333333
128,21,2,1,6,0,4,2,0,187,36-04010,1,1,33,2,0,N,9,501,33.33333333333333
129,50,2,0,2,0,4,2,5,501,36-04010,6,2,39,2,1,2,4,130,16.666666666666664
130,30,2,1,1,2,3,2,0,452,26-02702,1,1,47,2,1,3,8,345,33.33333333333333
131,20,2,0,6,N,5,0,1,501,36-03710,6,2,53,2,N,N,0,N,33.33333333333333
132,9,2,0,6,1,5,0,4,0,28-01100,3,1,19,2,N,N,0,N,16.666666666666664
133,64,2,0,2,0,4,1,N,501,36-04010,1,1,48,2,0,N,7,443,33.33333333333333
134,64,2,1,N,1,2,2,N,501,51-51255,1,1,0,2,2,4,N,501,50.0
135,81,2,0,1,0,3,2,8,501,19-01700,8,2,69,1,0,2,3,217,16.666666666666664
136,57,2,1,6,0,N,2,2,7,06-07502,9,2,15,2,1,2,0,313,16.666666666666664
137,16,2,4,6,0,4,2,4,122,28-01100,1,2,20,2,0,N,4,125,50.0
138,6,2,2,1,0,4,2,6,62,51-01301,1,2,31,2,0,2,9,501,33.33333333333333
139,34,2,0,2,0,2,2,7,501,40-00200,1,1,94,2,0,4,6,310,33.33333333333333
140,9,2,0,N,3,2,1,4,468,36-04010,6,2,6,2,0,7,N,501,16.666666666666664
141,75,2,2,6,0,2,2,N,208,24-01004,1,2,24,2,0,N,4,227,33.33333333333333
142,20,2,3,2,N,2,1,N,212,08-00803,1,2,76,2,0,5,9,501,16.666666666666664
143,59,2,0,3,0,N,0,3,N,29-01901,1,1,73,2,N,N,3,N,66.66666666666666
144,27,2,0,2,0,7,0,1,136,51-01301,1,2,58,2,N,N,0,N,16.666666666666664
145,43,2,4,1,0,4,1,N,466,08-00803,1,1,41,2,2,4,9,501,33.33333333333333
146,52,2,4,3,0,3,1,1,501,17-03529,2,2,60,2,0,2,2,118,33.33333333333333
147,59,2,2,1,0,6,2,N,257,51-51255,6,2,31,2,1,3,8,501,16.666666666666664
148,21,2,0,2,3,3,1,5,501,01-01301,1,1,81,2,0,3,4,139,33.33333333333333
149,12,2,0,1,2,4,2,N,501,19-01700,8,1,67,1,0,2,2,217,0.0
150,45,2,1,6,N,3,2,N,165,51-51255,8,1,26,2,1,3,2,501,33.33333333333333
151,54,2,0,5,0,9,2,2,400,51-51255,9,1,43,2,0,N,7,501,33.33333333333333
152,64,2,4,4,0,10,1,9,444,36-03710,1,1,64,2,0,3,8,501,50.0
153,70,2,4,1,0,6,2,5,302,51-01301,8,2,42,2,2,4,2,38,16.666666666666664
154,73,2,4,6,0,3,0,0,153,17-03529,1,1,19,2,N,N,0,N,33.33333333333333
155,54,2,4,6,0,N,2,0,501,06-08507,1,2,37,2,0,N,7,492,50.0
156,25,2,0,3,N,4,0,3,501,29-01901,2,2,78,2,N,N,0,N,33.33333333333333
157,15,2,4,4,N,4,0,8,292,08-00803,1,2,39,2,N,N,1,N,33.33333333333333
158,59,2,0,6,0,2,0,5,501,17-03529,9,2,20,2,N,N,0,N,16.666666666666664
159,55,2,0,2,N,2,0,2,501,36-03710,1,1,36,2,N,N,0,N,33.33333333333333
160,10,2,0,3,2,3,2,0,243,08-00803,9,2,67,2,0,N,3,137,16.666666666666664
161,74,2,4,N,0,5,2,4,315,51-51255,8,1,7,2,1,2,N,101,16.666666666666664
162,70,2,4,4,0,2,2,N,71,06-07502,1,2,40,2,0,N,7,501,33.33333333333333
163,58,2,2,1,0,4,2,5,501,51-51255,1,2,28,2,0,2,7,501,50.0
164,22,2,1,3,0,3,1,4,430,32-00405,1,1,48,2,0,N,6,321,33.33333333333333
165,67,2,2,4,0,4,2,N,271,36-04010,1,2,38,2,2,4,5,218,33.33333333333333
166,20,2,0,6,N,3,1,N,189,08-00803,9,1,15,2,3,4,1,28,16.666666666666664
167,77,2,0,3,0,N,1,9,0,24-01004,8,2,74,2,0,2,7,501,33.33333333333333
168,52,2,0,4,0,N,1,5,307,36-04010,5,2,29,2,0,5,4,227,33.33333333333333
169,64,2,0,3,0,4,1,1,271,51-51255,2,1,44,2,0,2,1,253,50.0
170,43,2,0,6,1,N,2,5,175,51-01301,8,1,39,2,0,N,8,501,33.33333333333333
171,59,2,0,5,0,3,2,2,501,17-03531,1,2,54,2,0,2,4,204,33.33333333333333
172,33,2,0,1,2,3,2,7,6,19-01700,9,1,29,2,0,2,3,244,16.666666666666664
173,32,2,0,3,2,5,1,2,84,28-01100,9,2,62,2,0,N,2,68,33.33333333333333
174,2,2,0,5,1,4,2,5,143,24-01004,2,2,42,2,3,4,1,15,33.33333333333333
175,47,2,0,1,2,4,1,3,501,01-01301,8,1,59,2,0,3,0,0,16.666666666666664
176,41,2,2,1,0,N,2,2,501,36-03710,9,2,76,1,0,5,5,501,33.33333333333333
177,1,2,1,N,3,N,1,N,501,19-01700,9,1,1,2,1,3,N,288,50.0
178,53,2,1,2,N,3,2,1,314,36-03710,1,2,58,2,0,5,0,297,16.666666666666664
179,88,2,0,1,0,3,1,8,465,13-04600,8,1,29,2,0,2,8,501,50.0
180,19,2,0,4,N,N,0,2,191,13-04600,1,2,87,2,N,N,3,N,50.0
181,22,2,0,6,0,8,0,2,317,51-01301,2,2,31,2,N,N,2,56,33.33333333333333
182,70,2,0,6,0,4,0,3,124,13-04600,3,1,33,2,N,N,7,N,16.666666666666664
183,56,2,4,6,0,N,0,1,99,26-02702,1,1,19,2,N,N,8,N,33.33333333333333
184,62,2,0,4,0,4,1,7,339,17-03529,6,2,55,2,0,N,6,382,33.33333333333333
185,20,2,4,6,1,3,1,2,2,32-00405,2,1,26,2,0,2,4,195,16.666666666666664
186,85,2,1,2,2,3,2,2,501,38-00100,1,1,29,2,0,N,3,147,16.666666666666664
187,23,2,1,N,3,4,1,N,150,51-01301,2,1,6,2,0,6,N,501,33.33333333333333
188,4,2,1,3,2,N,1,N,116,38-00100,1,1,84,2,0,3,2,296,16.666666666666664
189,13,2,1,4,0,2,1,5,501,01-01301,1,1,70,2,0,2,0,176,50.0
190,33,2,4,4,0,N,1,4,366,32-00405,1,1,30,2,0,8,4,239,50.0
191,11,2,0,N,3,N,1,N,187,19-01700,3,1,5,2,1,3,N,501,33.33333333333333
192,34,2,4,1,0,N,2,2,501,06-07502,1,2,34,2,0,2,7,501,66.66666666666666
193,4,2,0,3,1,5,0,2,443,13-04600,1,2,66,2,N,N,2,74,33.33333333333333
194,41,2,4,5,0,N,1,N,0,24-01004,1,2,66,2,0,2,2,501,33.33333333333333
195,30,2,0,2,0,7,1,3,113,06-07502,6,2,51,2,1,2,7,392,16.666666666666664
196,83,1,2,N,1,4,2,0,290,36-04010,1,1,4,2,2,4,N,218,16.666666666666664
197,22,2,0,1,0,2,2,6,208,38-00100,9,2,45,2,1,3,2,236,16.666666666666664
198,41,2,2,N,2,N,2,N,74,24-01004,1,2,10,2,4,6,N,501,33.33333333333333
199,21,2,2,N,N,N,1,8,N,17-03529,1,2,10,2,3,4,N,164,16.666666666666664
200,2,2,4,6,3,N,2,8,463,51-51255,2,1,36,2,0,N,6,423,33.33333333333333
201,57,2,4,1,1,N,1,N,416,24-01004,2,2,37,2,1,3,7,344,33.33333333333333
202,19,2,0,3,N,3,2,9,501,29-01901,9,1,80,1,0,N,3,111,0.0
203,65,2,4,6,0,5,0,2,91,24-01004,1,1,18,2,N,N,1,N,16.666666666666664
204,36,2,1,6,0,2,1,0,98,38-00100,8,1,15,2,4,6,0,501,33.33333333333333
205,12,2,4,1,3,4,2,N,176,36-04010,1,2,26,2,0,2,5,265,16.666666666666664
206,32,2,2,4,1,2,2,0,248,36-03710,2,1,76,2,0,N,7,475,16.666666666666664
207,32,2,0,3,1,3,0,1,501,29-01901,1,2,94,1,N,N,3,N,0.0
208,56,2,0,6,0,N,2,0,501,06-08507,9,1,18,2,2,5,0,501,50.0
209,13,2,4,3,2,5,1,4,397,51-01301,1,2,74,2,0,N,5,329,16.666666666666664
210,6,2,1,4,2,4,1,6,228,08-00803,1,1,29,2,0,3,3,190,16.666666666666664
211,68,2,3,6,0,2,2,5,425,32-00405,2,2,64,2,0,N,2,67,33.33333333333333
212,46,2,0,1,5,2,1,N,501,51-51255,3,2,50,2,0,2,9,501,50.0
213,49,2,0,4,0,3,1,0,49,08-00803,9,1,58,2,0,2,0,180,50.0
214,63,2,0,4,6,4,1,N,43,38-00100,3,2,61,2,0,N,1,32,16.666666666666664
215,11,2,0,5,0,4,1,8,501,51-51255,1,1,58,2,0,2,9,501,50.0
216,67,2,0,4,0,6,2,8,85,38-00100,6,2,47,2,0,N,3,162,33.33333333333333
217,29,2,1,1,0,5,1,N,390,19-01700,9,2,25,2,1,3,6,288,16.666666666666664
218,51,2,1,3,0,N,1,5,221,30-00600,1,2,73,2,0,N,1,13,50.0
219,56,2,4,4,0,N,2,5,350,36-03710,2,1,44,2,0,3,0,44,33.33333333333333
220,85,2,4,1,0,2,2,7,501,06-08507,8,2,38,2,1,3,6,501,33.33333333333333
