SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
1.0,1,1.0,1.0,0,3,0.0,48-02510,N
1.0,1,1.0,1.0,0,3,0.0,48-02510,N
1.0,1,1.0,1.0,0,3,0.0,48-02510,N
1.0,1,1.0,1.0,0,3,0.0,48-02515,N
1.0,1,1.0,1.0,0,3,0.0,48-02515,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,0.0,48-02516,N
1.0,1,1.0,1.0,0,3,1.0,48-02101,N
1.0,1,1.0,1.0,0,3,1.0,48-02101,N
1.0,1,1.0,1.0,0,3,1.0,48-02102,N
1.0,1,1.0,1.0,0,3,1.0,48-02102,N
1.0,1,1.0,1.0,0,3,1.0,48-02507,N
1.0,1,1.0,1.0,0,3,1.0,48-02510,N
1.0,1,1.0,1.0,0,3,1.0,48-02510,N
1.0,1,1.0,1.0,0,3,1.0,48-02510,N
1.0,1,1.0,1.0,0,3,1.0,48-02515,N
1.0,1,1.0,1.0,0,3,1.0,48-02515,N
1.0,1,1.0,1.0,0,3,1.0,48-02515,N
1.0,1,1.0,1.0,0,3,1.0,48-02516,N
1.0,1,1.0,1.0,0,3,1.0,48-02516,N
1.0,1,1.0,1.0,0,3,1.0,48-02516,N
1.0,1,1.0,1.0,0,3,1.0,48-02516,N
1.0,1,1.0,1.0,0,4,0.0,48-02101,6
1.0,1,1.0,1.0,0,4,0.0,48-02101,6
1.0,1,1.0,1.0,0,4,0.0,48-02101,N
1.0,1,1.0,1.0,0,4,0.0,48-02101,N
1.0,1,1.0,1.0,0,4,0.0,48-02101,N
1.0,1,1.0,1.0,0,4,0.0,48-02101,N
1.0,1,1.0,1.0,0,4,0.0,48-02102,N
1.0,1,1.0,1.0,0,4,0.0,48-02102,N
1.0,1,1.0,1.0,0,4,0.0,48-02102,N
1.0,1,1.0,1.0,0,4,0.0,48-02102,N
1.0,1,1.0,1.0,0,4,0.0,48-02102,N
1.0,1,1.0,1.0,0,4,0.0,48-02507,N
1.0,1,1.0,1.0,0,4,0.0,48-02507,N
1.0,1,1.0,1.0,0,4,0.0,48-02510,N
1.0,1,1.0,1.0,0,4,0.0,48-02510,N
1.0,1,1.0,1.0,0,4,0.0,48-02510,N
1.0,1,1.0,1.0,0,4,0.0,48-02510,N
1.0,1,1.0,1.0,0,4,0.0,48-02510,N
1.0,1,1.0,1.0,0,4,0.0,48-02510,N
1.0,1,1.0,1.0,0,4,0.0,48-02515,6
1.0,1,1.0,1.0,0,4,0.0,48-02515,N
1.0,1,1.0,1.0,0,4,0.0,48-02515,N
1.0,1,1.0,1.0,0,4,0.0,48-02515,N
1.0,1,1.0,1.0,0,4,0.0,48-02515,N
1.0,1,1.0,1.0,0,4,0.0,48-02516,6
1.0,1,1.0,1.0,0,4,0.0,48-02516,6
1.0,1,1.0,1.0,0,4,0.0,48-02516,6
1.0,1,1.0,1.0,0,4,0.0,48-02516,N
1.0,1,1.0,1.0,0,4,0.0,48-02516,N
1.0,1,1.0,1.0,0,4,1.0,48-02101,N
1.0,1,1.0,1.0,0,4,1.0,48-02101,N
1.0,1,1.0,1.0,0,4,1.0,48-02101,N
1.0,1,1.0,1.0,0,4,1.0,48-02101,15
1.0,1,1.0,1.0,0,4,1.0,48-02102,N
1.0,1,1.0,1.0,0,4,1.0,48-02102,N
1.0,1,1.0,1.0,0,4,1.0,48-02507,N
1.0,1,1.0,1.0,0,4,1.0,48-02507,N
1.0,1,1.0,1.0,0,4,1.0,48-02510,15
1.0,1,1.0,1.0,0,4,1.0,48-02510,15
1.0,1,1.0,1.0,0,4,1.0,48-02515,N
1.0,1,1.0,1.0,0,4,1.0,48-02515,N
1.0,1,1.0,1.0,0,4,1.0,48-02515,N
1.0,1,1.0,1.0,0,4,1.0,48-02515,N
1.0,1,1.0,1.0,0,4,1.0,48-02516,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,6
1.0,1,1.0,1.0,0,5,0.0,48-02101,6
1.0,1,1.0,1.0,0,5,0.0,48-02101,6
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,N
1.0,1,1.0,1.0,0,5,0.0,48-02101,14
1.0,1,1.0,1.0,0,5,0.0,48-02101,14
1.0,1,1.0,1.0,0,5,0.0,48-02101,14
1.0,1,1.0,1.0,0,5,0.0,48-02101,14
1.0,1,1.0,1.0,0,5,0.0,48-02101,14
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02102,N
1.0,1,1.0,1.0,0,5,0.0,48-02507,9
1.0,1,1.0,1.0,0,5,0.0,48-02507,9
1.0,1,1.0,1.0,0,5,0.0,48-02507,9
1.0,1,1.0,1.0,0,5,0.0,48-02507,N
1.0,1,1.0,1.0,0,5,0.0,48-02507,N
1.0,1,1.0,1.0,0,5,0.0,48-02507,N
1.0,1,1.0,1.0,0,5,0.0,48-02507,N
1.0,1,1.0,1.0,0,5,0.0,48-02507,N
1.0,1,1.0,1.0,0,5,0.0,48-02507,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,6
1.0,1,1.0,1.0,0,5,0.0,48-02510,6
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,N
1.0,1,1.0,1.0,0,5,0.0,48-02510,14
1.0,1,1.0,1.0,0,5,0.0,48-02510,14
1.0,1,1.0,1.0,0,5,0.0,48-02515,14
1.0,1,1.0,1.0,0,5,1.0,48-02101,N
1.0,1,1.0,1.0,0,5,1.0,48-02101,N
1.0,1,1.0,1.0,0,5,1.0,48-02101,14
1.0,1,1.0,1.0,0,5,1.0,48-02101,14
1.0,1,1.0,1.0,0,5,1.0,48-02101,14
1.0,1,1.0,1.0,0,5,1.0,48-02507,N
1.0,1,1.0,1.0,0,5,1.0,48-02507,N
1.0,1,1.0,1.0,0,5,1.0,48-02507,N
1.0,1,1.0,1.0,0,5,1.0,48-02510,N
1.0,1,1.0,1.0,0,5,1.0,48-02515,N
1.0,1,1.0,1.0,0,5,1.0,48-02515,14
1.0,1,1.0,1.0,0,5,1.0,48-02515,14
1.0,1,1.0,1.0,0,7,0.0,48-02101,N
1.0,1,1.0,1.0,0,7,0.0,48-02101,N
1.0,1,1.0,1.0,0,7,0.0,48-02101,N
1.0,1,1.0,1.0,0,7,0.0,48-02101,N
1.0,1,1.0,1.0,0,7,0.0,48-02101,N
1.0,1,1.0,1.0,0,7,0.0,48-02101,N
1.0,1,1.0,1.0,0,7,0.0,48-02102,N
1.0,1,1.0,1.0,0,7,0.0,48-02102,N
1.0,1,1.0,1.0,0,7,0.0,48-02102,N
1.0,1,1.0,1.0,0,7,0.0,48-02507,9
1.0,1,1.0,1.0,0,7,0.0,48-02507,9
1.0,1,1.0,1.0,0,7,0.0,48-02507,9
1.0,1,1.0,1.0,0,7,0.0,48-02507,9
1.0,1,1.0,1.0,0,7,0.0,48-02507,9
1.0,1,1.0,1.0,0,7,0.0,48-02507,9
1.0,1,1.0,1.0,0,7,0.0,48-02510,N
1.0,1,1.0,1.0,0,7,0.0,48-02510,N
1.0,1,1.0,1.0,0,7,0.0,48-02510,N
1.0,1,1.0,1.0,0,7,0.0,48-02510,N
1.0,1,1.0,1.0,0,7,0.0,48-02510,N
1.0,1,1.0,1.0,0,7,0.0,48-02515,N
1.0,1,1.0,1.0,0,7,0.0,48-02515,N
1.0,1,1.0,1.0,0,7,0.0,48-02515,N
1.0,1,1.0,1.0,0,7,0.0,48-02515,N
1.0,1,1.0,1.0,0,7,0.0,48-02515,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,0.0,48-02516,N
1.0,1,1.0,1.0,0,7,1.0,48-02102,N
1.0,1,1.0,1.0,0,7,1.0,48-02102,N
1.0,1,1.0,1.0,0,7,1.0,48-02507,N
1.0,1,1.0,1.0,0,7,1.0,48-02510,N
1.0,1,1.0,1.0,0,7,1.0,48-02510,N
1.0,1,1.0,1.0,0,7,1.0,48-02515,N
1.0,1,1.0,1.0,0,7,1.0,48-02515,N
1.0,1,1.0,1.0,0,7,1.0,48-02515,N
1.0,1,1.0,1.0,1,8,0.0,48-02101,6
1.0,1,1.0,1.0,1,8,0.0,48-02101,11
1.0,1,1.0,1.0,1,8,0.0,48-02101,11
1.0,1,1.0,1.0,1,8,0.0,48-02510,11
1.0,1,1.0,1.0,1,8,0.0,48-02515,N
1.0,1,1.0,1.0,1,8,0.0,48-02515,N
1.0,1,1.0,1.0,1,9,0.0,48-02101,6
1.0,1,1.0,1.0,1,9,0.0,48-02101,6
1.0,1,1.0,1.0,1,9,0.0,48-02101,6
1.0,1,1.0,1.0,1,9,0.0,48-02101,11
1.0,1,1.0,1.0,1,9,0.0,48-02101,11
1.0,1,1.0,1.0,1,9,0.0,48-02101,11
1.0,1,1.0,1.0,1,9,0.0,48-02102,N
1.0,1,1.0,1.0,1,9,0.0,48-02510,6
1.0,1,1.0,1.0,1,9,0.0,48-02510,6
1.0,1,1.0,1.0,1,9,0.0,48-02510,11
1.0,1,1.0,1.0,1,9,0.0,48-02510,14
1.0,1,1.0,1.0,1,9,0.0,48-02515,6
1.0,1,1.0,1.0,1,9,0.0,48-02515,N
1.0,1,1.0,1.0,1,9,0.0,48-02515,N
1.0,1,1.0,1.0,1,9,0.0,48-02515,N
1.0,1,1.0,1.0,1,4,0.0,48-02101,14
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,N
1.0,1,1.0,1.0,1,4,0.0,48-02102,10
1.0,1,1.0,1.0,1,4,0.0,48-02102,10
1.0,1,1.0,1.0,1,4,0.0,48-02102,14
1.0,1,1.0,1.0,1,4,0.0,48-02510,14
1.0,1,1.0,1.0,1,4,0.0,48-02515,N
1.0,1,1.0,1.0,1,4,0.0,48-02516,10
1.0,1,1.0,1.0,1,5,0.0,48-02101,6
1.0,1,1.0,1.0,1,5,0.0,48-02101,6
1.0,1,1.0,1.0,1,5,0.0,48-02101,6
1.0,1,1.0,1.0,1,5,0.0,48-02101,10
1.0,1,1.0,1.0,1,5,0.0,48-02101,10
1.0,1,1.0,1.0,1,5,0.0,48-02101,10
1.0,1,1.0,1.0,1,5,0.0,48-02101,10
1.0,1,1.0,1.0,1,5,0.0,48-02102,N
1.0,1,1.0,1.0,1,5,0.0,48-02102,N
1.0,1,1.0,1.0,1,5,0.0,48-02102,N
1.0,1,1.0,1.0,1,5,0.0,48-02102,10
1.0,1,1.0,1.0,1,5,0.0,48-02102,10
1.0,1,1.0,1.0,1,5,0.0,48-02102,10
1.0,1,1.0,1.0,1,5,0.0,48-02102,10
1.0,1,1.0,1.0,1,5,0.0,48-02510,6
1.0,1,1.0,1.0,1,5,0.0,48-02510,6
1.0,1,1.0,1.0,1,5,0.0,48-02510,6
1.0,1,1.0,1.0,1,5,0.0,48-02515,6
1.0,1,1.0,1.0,1,5,0.0,48-02515,6
1.0,1,1.0,1.0,1,5,0.0,48-02515,N
1.0,1,1.0,1.0,1,5,0.0,48-02515,N
1.0,1,1.0,1.0,1,5,0.0,48-02515,N
1.0,1,1.0,1.0,1,7,0.0,48-02101,11
1.0,1,1.0,1.0,1,7,0.0,48-02102,N
1.0,1,1.0,1.0,1,7,0.0,48-02102,N
1.0,1,1.0,1.0,1,7,0.0,48-02102,N
1.0,1,1.0,1.0,1,7,0.0,48-02102,N
1.0,1,1.0,1.0,1,7,0.0,48-02102,N
1.0,1,1.0,1.0,1,7,0.0,48-02102,11
1.0,1,1.0,1.0,1,7,0.0,48-02510,6
1.0,1,1.0,1.0,1,7,0.0,48-02510,6
1.0,1,1.0,1.0,1,7,0.0,48-02510,11
1.0,1,1.0,1.0,1,7,0.0,48-02510,11
1.0,1,1.0,1.0,1,7,0.0,48-02510,14
1.0,1,1.0,1.0,1,7,0.0,48-02515,6
1.0,1,1.0,1.0,1,7,0.0,48-02515,6
1.0,1,1.0,1.0,1,7,0.0,48-02515,N
1.0,1,1.0,1.0,2,8,0.0,48-02101,6
1.0,1,1.0,1.0,2,8,0.0,48-02101,12
1.0,1,1.0,1.0,2,8,0.0,48-02102,12
1.0,1,1.0,1.0,2,8,0.0,48-02510,12
1.0,1,1.0,1.0,2,8,0.0,48-02515,4
1.0,1,1.0,1.0,2,8,0.0,48-02515,4
1.0,1,1.0,1.0,2,8,0.0,48-02515,8
1.0,1,1.0,1.0,2,8,0.0,48-02515,8
1.0,1,1.0,1.0,2,8,0.0,48-02515,8
1.0,1,1.0,1.0,2,9,0.0,48-02101,4
1.0,1,1.0,1.0,2,9,0.0,48-02101,4
1.0,1,1.0,1.0,2,9,0.0,48-02101,N
1.0,1,1.0,1.0,2,9,0.0,48-02101,N
1.0,1,1.0,1.0,2,9,0.0,48-02101,N
1.0,1,1.0,1.0,2,9,0.0,48-02101,N
1.0,1,1.0,1.0,2,9,0.0,48-02101,N
1.0,1,1.0,1.0,2,9,0.0,48-02101,N
1.0,1,1.0,1.0,2,9,0.0,48-02101,12
1.0,1,1.0,1.0,2,9,0.0,48-02507,N
1.0,1,1.0,1.0,2,9,0.0,48-02507,N
1.0,1,1.0,1.0,2,9,0.0,48-02507,N
1.0,1,1.0,1.0,2,9,0.0,48-02507,11
1.0,1,1.0,1.0,2,9,0.0,48-02507,11
1.0,1,1.0,1.0,2,9,0.0,48-02507,11
1.0,1,1.0,1.0,2,9,0.0,48-02510,4
1.0,1,1.0,1.0,2,9,0.0,48-02510,4
1.0,1,1.0,1.0,2,9,0.0,48-02510,6
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,N
1.0,1,1.0,1.0,2,9,0.0,48-02510,12
1.0,1,1.0,1.0,2,9,0.0,48-02510,12
1.0,1,1.0,1.0,2,9,0.0,48-02515,4
1.0,1,1.0,1.0,2,9,0.0,48-02515,6
1.0,1,1.0,1.0,2,9,0.0,48-02515,6
1.0,1,1.0,1.0,2,9,0.0,48-02515,N
1.0,1,1.0,1.0,2,9,0.0,48-02515,N
1.0,1,1.0,1.0,2,9,0.0,48-02515,N
1.0,1,1.0,1.0,2,9,0.0,48-02515,N
1.0,1,1.0,1.0,2,9,0.0,48-02515,11
1.0,1,1.0,1.0,2,9,0.0,48-02515,11
1.0,1,1.0,1.0,2,9,0.0,48-02515,11
1.0,1,1.0,1.0,2,9,0.0,48-02515,11
1.0,1,1.0,1.0,2,9,0.0,48-02516,N
1.0,1,1.0,1.0,2,9,0.0,48-02516,N
1.0,1,1.0,1.0,2,9,0.0,48-02516,N
1.0,1,1.0,1.0,2,9,0.0,48-02516,N
1.0,1,1.0,1.0,2,9,0.0,48-02516,11
1.0,1,1.0,1.0,2,9,0.0,48-02516,11
1.0,1,1.0,1.0,2,9,1.0,48-02515,N
1.0,1,1.0,1.0,2,9,1.0,48-02515,N
1.0,1,1.0,1.0,2,4,0.0,48-02101,6
1.0,1,1.0,1.0,2,4,0.0,48-02101,6
1.0,1,1.0,1.0,2,4,0.0,48-02101,6
1.0,1,1.0,1.0,2,4,0.0,48-02101,6
1.0,1,1.0,1.0,2,4,0.0,48-02101,N
1.0,1,1.0,1.0,2,4,0.0,48-02101,N
1.0,1,1.0,1.0,2,4,0.0,48-02101,N
1.0,1,1.0,1.0,2,4,0.0,48-02101,N
1.0,1,1.0,1.0,2,4,0.0,48-02101,N
1.0,1,1.0,1.0,2,4,0.0,48-02102,6
1.0,1,1.0,1.0,2,4,0.0,48-02102,N
1.0,1,1.0,1.0,2,4,0.0,48-02102,N
1.0,1,1.0,1.0,2,4,0.0,48-02102,N
1.0,1,1.0,1.0,2,4,0.0,48-02102,14
1.0,1,1.0,1.0,2,4,0.0,48-02102,14
1.0,1,1.0,1.0,2,4,0.0,48-02102,15
1.0,1,1.0,1.0,2,4,0.0,48-02507,N
1.0,1,1.0,1.0,2,4,0.0,48-02507,14
1.0,1,1.0,1.0,2,4,0.0,48-02510,N
1.0,1,1.0,1.0,2,4,0.0,48-02515,6
1.0,1,1.0,1.0,2,4,0.0,48-02515,6
1.0,1,1.0,1.0,2,4,0.0,48-02515,6
1.0,1,1.0,1.0,2,4,0.0,48-02516,N
1.0,1,1.0,1.0,2,4,0.0,48-02516,N
1.0,1,1.0,1.0,2,4,0.0,48-02516,N
1.0,1,1.0,1.0,2,4,0.0,48-02516,14
1.0,1,1.0,1.0,2,4,1.0,48-02101,N
1.0,1,1.0,1.0,2,4,1.0,48-02101,N
1.0,1,1.0,1.0,2,4,1.0,48-02102,N
1.0,1,1.0,1.0,2,4,1.0,48-02102,15
1.0,1,1.0,1.0,2,4,1.0,48-02507,N
1.0,1,1.0,1.0,2,5,0.0,48-02101,6
1.0,1,1.0,1.0,2,5,0.0,48-02101,6
1.0,1,1.0,1.0,2,5,0.0,48-02101,N
1.0,1,1.0,1.0,2,5,0.0,48-02101,N
1.0,1,1.0,1.0,2,5,0.0,48-02101,N
1.0,1,1.0,1.0,2,5,0.0,48-02101,12
1.0,1,1.0,1.0,2,5,0.0,48-02101,12
1.0,1,1.0,1.0,2,5,0.0,48-02101,14
1.0,1,1.0,1.0,2,5,0.0,48-02101,14
1.0,1,1.0,1.0,2,5,0.0,48-02101,14
1.0,1,1.0,1.0,2,5,0.0,48-02102,6
1.0,1,1.0,1.0,2,5,0.0,48-02102,6
1.0,1,1.0,1.0,2,5,0.0,48-02102,N
1.0,1,1.0,1.0,2,5,0.0,48-02102,N
1.0,1,1.0,1.0,2,5,0.0,48-02102,N
1.0,1,1.0,1.0,2,5,0.0,48-02102,12
1.0,1,1.0,1.0,2,5,0.0,48-02507,N
1.0,1,1.0,1.0,2,5,0.0,48-02507,12
1.0,1,1.0,1.0,2,5,0.0,48-02507,15
1.0,1,1.0,1.0,2,5,0.0,48-02510,6
1.0,1,1.0,1.0,2,5,0.0,48-02510,6
1.0,1,1.0,1.0,2,5,0.0,48-02510,N
1.0,1,1.0,1.0,2,5,0.0,48-02510,15
1.0,1,1.0,1.0,2,5,0.0,48-02515,N
1.0,1,1.0,1.0,2,5,0.0,48-02515,N
1.0,1,1.0,1.0,2,5,0.0,48-02515,15
1.0,1,1.0,1.0,2,5,0.0,48-02515,15
1.0,1,1.0,1.0,2,5,0.0,48-02516,N
1.0,1,1.0,1.0,2,5,0.0,48-02516,N
1.0,1,1.0,1.0,2,5,0.0,48-02516,N
1.0,1,1.0,1.0,2,5,0.0,48-02516,N
