,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
82,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
83,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
84,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
85,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
86,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
87,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
88,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
89,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
90,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
91,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
92,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
93,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
94,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
95,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
96,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
97,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
98,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
99,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
100,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
101,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
102,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
103,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
104,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
105,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
106,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
107,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
108,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
109,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
110,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
111,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
112,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
113,0.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
114,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
115,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
116,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
117,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
118,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
119,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
120,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
121,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
122,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
123,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
124,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
125,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
126,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
127,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
128,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
129,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
130,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
131,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
132,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
133,0.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
134,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
135,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
136,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
137,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
138,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
139,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
140,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
141,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
142,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
143,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
144,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
145,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
146,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
147,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
148,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
149,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
150,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
151,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
152,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
153,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
154,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
155,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
156,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
157,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
158,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
159,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
160,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
161,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
162,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
163,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
164,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
165,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
166,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
167,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
168,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
169,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
170,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
171,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
172,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
173,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
174,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
175,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
176,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
177,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
178,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
179,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
180,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
181,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
182,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
183,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
184,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
185,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
186,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
187,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
188,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
189,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
190,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
191,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
192,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
193,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
194,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
195,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
196,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
197,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
198,1.0,1.0,N,1.0,1.0,1.0,N,2.0,N,N
199,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
200,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
201,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
202,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
203,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
204,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
205,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
206,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
207,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
208,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
209,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
210,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
211,1.0,1.0,N,1.0,1.0,2.0,N,2.0,N,N
212,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
213,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
214,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
215,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
216,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
217,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
218,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
219,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
220,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
221,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
222,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
223,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
224,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
225,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
226,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
227,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
228,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
229,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
230,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
231,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
232,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
233,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
234,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
235,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
236,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
237,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
238,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
239,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
240,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
241,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
242,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
243,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
244,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
245,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
246,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
247,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
248,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
249,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
250,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
251,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
252,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
253,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
254,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
255,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
256,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
257,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
258,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
259,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
260,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
261,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
262,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
263,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
264,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
265,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
266,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
267,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
268,1.0,1.0,N,2.0,1.0,1.0,N,2.0,N,N
269,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
270,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
271,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
272,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
273,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
274,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
275,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
276,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
277,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
278,1.0,1.0,N,2.0,1.0,2.0,N,2.0,N,N
279,1.0,2.0,N,1.0,1.0,2.0,N,2.0,N,N
280,1.0,2.0,N,1.0,1.0,2.0,N,2.0,N,N
281,1.0,2.0,N,1.0,1.0,2.0,N,2.0,N,N
282,1.0,2.0,N,1.0,1.0,2.0,N,2.0,N,N
283,1.0,2.0,N,1.0,1.0,2.0,N,2.0,N,N
284,1.0,2.0,N,1.0,1.0,2.0,N,2.0,N,N
285,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
286,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
287,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
288,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
289,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
290,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
291,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
292,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
293,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
294,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
295,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
296,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
297,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
298,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
299,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
300,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
301,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
302,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
303,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
304,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
305,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
306,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
307,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
308,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
309,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
310,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
311,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
312,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
313,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
314,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
315,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
316,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
317,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
318,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
319,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
320,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
321,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
322,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
323,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
324,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
325,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
326,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
327,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
328,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
329,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
330,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
331,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
332,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
333,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
334,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
335,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
336,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
337,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
338,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
339,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
340,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
341,10.0,1.0,N,1.0,1.0,1.0,N,2.0,N,3
342,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
343,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
344,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
345,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
346,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
347,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
348,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
349,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
350,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
351,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
352,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
353,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
354,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
355,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
356,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
357,10.0,1.0,N,1.0,1.0,2.0,N,2.0,N,3
358,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
359,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
360,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
361,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
362,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
363,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
364,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
365,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
366,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
367,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
368,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
369,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
370,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
371,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
372,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
373,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
374,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
375,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
376,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
377,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
378,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
379,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
380,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
381,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
382,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
383,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
384,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
385,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
386,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
387,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
388,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
389,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
390,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
391,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
392,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
393,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
394,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
395,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
396,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
397,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
398,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
399,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
400,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
401,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
402,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
403,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
404,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
405,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
406,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
407,10.0,1.0,N,2.0,1.0,1.0,N,2.0,N,3
