SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,5,0.0,48-02102,59.0,0,2,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
2.0,1,1.0,1.0,9,0.0,48-02516,58.0,0,3,501,2.0
