,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
92,69,1,1,1,1,2,N,9,10
93,34,1,1,1,1,1,N,8,9
94,1,1,N,2,1,1,N,N,2
95,43,1,6,1,1,1,N,3,5
96,89,2,N,1,1,0,N,N,3
97,12,1,1,1,1,1,N,2,5
98,56,1,4,1,1,1,N,1,4
99,49,1,6,2,1,1,N,1,4
100,23,1,6,2,1,1,N,5,9
101,48,1,1,2,1,1,N,9,10
102,68,1,1,2,3,1,N,3,9
103,23,1,1,2,1,1,N,0,11
104,90,1,1,2,1,0,N,5,8
105,60,1,6,1,1,1,N,1,7
106,78,1,4,2,1,1,N,8,6
107,2,6,N,2,1,2,N,N,3
108,4,1,1,2,1,1,N,9,4
109,9,1,N,2,1,1,N,N,3
110,47,1,1,1,1,2,N,4,7
111,79,1,1,2,1,1,N,7,9
112,9,1,6,1,1,1,N,3,8
113,40,1,1,2,1,0,N,3,7
114,60,1,1,1,1,2,N,0,11
115,55,1,1,1,1,2,N,9,9
116,70,1,3,2,1,1,N,3,6
117,34,1,1,1,1,1,N,9,9
118,0,1,N,1,1,1,N,N,10
119,10,1,1,2,1,1,N,8,6
120,2,1,N,2,1,1,N,N,3
121,8,1,6,2,1,1,N,4,5
122,29,9,2,2,1,1,N,4,5
123,56,1,4,1,1,1,N,5,5
124,41,1,2,2,3,2,N,3,9
125,43,1,6,2,1,2,N,4,5
126,9,1,N,2,1,1,N,N,3
127,43,1,4,1,3,2,N,4,7
128,26,1,N,2,1,2,N,N,2
129,40,2,1,1,1,2,N,9,10
130,90,1,6,1,1,2,N,9,10
131,46,1,1,1,1,1,N,6,7
132,15,1,1,2,1,2,N,8,6
133,9,1,N,1,1,1,N,N,3
134,27,1,1,1,1,1,N,5,9
135,49,1,6,1,1,1,N,2,9
136,68,9,1,2,1,1,N,8,7
137,17,1,6,2,1,1,N,1,7
138,22,6,4,1,1,1,N,9,5
139,69,1,1,2,1,2,N,4,8
140,11,1,N,2,1,2,N,N,2
141,85,1,4,2,1,2,N,6,7
142,62,6,6,1,1,1,N,9,10
143,87,1,3,1,1,1,N,9,9
144,3,6,N,2,1,1,N,N,3
145,71,1,6,2,1,1,N,5,8
146,60,1,1,1,1,1,N,5,7
147,67,1,6,1,1,2,N,7,9
148,81,1,1,2,1,2,N,0,9
149,88,1,6,1,1,2,N,4,5
150,28,1,5,1,1,1,N,6,5
151,83,1,4,1,1,0,N,6,7
152,67,1,4,2,1,1,N,6,2
153,82,1,1,2,1,1,N,9,9
154,14,1,N,2,1,1,N,N,10
155,88,6,N,1,3,2,N,N,3
156,21,1,1,1,3,2,N,2,9
157,56,6,1,1,1,1,N,2,7
158,27,9,6,1,1,1,N,1,12
159,54,1,1,2,1,2,N,2,9
160,20,1,6,1,1,2,N,0,7
161,31,1,6,2,1,1,N,1,7
162,62,1,1,1,1,1,N,6,9
163,85,6,3,1,1,2,N,6,5
164,7,1,6,2,1,0,N,0,11
165,62,1,1,1,1,0,N,5,9
166,11,1,N,1,1,1,N,N,1
167,52,1,6,2,1,1,N,1,4
168,7,1,6,1,1,0,N,1,4
169,9,1,N,2,1,1,N,N,3
170,4,1,1,1,1,2,N,5,9
171,36,1,1,2,1,1,N,8,6
172,10,1,1,1,1,2,N,8,9
173,56,1,4,1,1,1,N,6,10
174,30,1,4,2,1,1,N,4,5
175,29,1,6,1,1,2,N,6,10
176,44,1,1,2,1,1,N,7,9
177,26,1,6,2,1,2,N,1,5
178,71,2,3,2,1,1,N,3,1
179,73,1,6,1,1,0,N,1,4
180,64,1,6,2,1,1,N,2,9
181,33,1,1,2,1,1,N,7,10
182,69,1,1,1,1,1,N,2,7
183,89,1,3,2,1,2,N,N,3
184,29,1,1,1,1,2,N,8,10
185,84,1,1,1,1,1,N,9,11
186,33,1,3,2,1,2,N,5,10
187,10,1,6,2,1,2,N,8,10
188,29,1,6,2,1,2,N,3,7
189,29,1,2,2,1,1,N,4,9
190,80,6,N,2,1,1,N,N,3
191,44,1,1,2,1,0,N,7,8
192,30,1,1,2,1,1,N,9,10
193,74,1,1,2,1,1,N,6,8
194,72,1,6,2,1,1,N,7,10
195,81,6,6,2,1,1,N,4,9
196,82,1,N,1,1,1,N,N,2
197,68,1,1,2,3,1,N,9,9
198,28,8,6,1,1,1,N,3,10
199,32,1,6,1,1,1,N,1,7
200,51,1,N,2,1,2,N,N,3
201,24,1,6,1,1,1,N,1,7
202,91,1,N,1,1,1,N,N,2
203,65,1,1,1,1,2,N,7,10
204,83,1,6,2,1,1,N,2,7
205,59,1,1,1,1,1,6,9,9
206,11,2,N,1,1,1,N,N,2
207,19,1,1,2,1,1,N,9,5
208,77,1,6,2,3,1,N,2,7
209,42,1,1,2,1,1,N,2,7
210,8,1,6,1,1,1,N,1,5
211,24,1,1,2,1,1,N,9,10
212,85,1,1,2,1,1,N,9,12
213,45,1,3,1,1,1,N,3,9
214,6,1,N,1,1,1,N,N,3
215,24,1,1,2,1,1,N,9,4
216,5,1,N,1,1,1,N,N,3
217,79,1,6,2,1,2,N,6,8
218,66,1,6,2,3,1,N,0,4
219,68,1,1,2,1,1,N,7,3
220,87,1,1,2,1,0,N,4,9
221,48,1,6,2,1,1,N,6,7
222,32,1,3,1,1,2,N,4,5
223,1,1,1,1,3,1,N,9,10
224,40,2,1,2,1,0,N,1,7
225,32,1,1,1,1,2,N,7,9
226,67,1,6,2,1,2,N,9,7
227,13,1,3,2,1,1,N,N,3
228,94,1,6,2,1,1,N,1,5
229,10,1,3,1,1,2,N,9,10
230,34,1,3,2,1,1,N,2,12
231,62,1,1,1,1,1,N,3,4
232,21,1,4,1,1,1,N,9,12
233,50,1,1,2,1,2,N,8,9
234,32,1,6,1,1,1,N,1,9
235,48,1,1,1,1,1,N,3,9
236,10,1,4,1,1,1,N,1,5
237,15,1,6,2,1,1,N,2,9
238,59,1,1,1,1,1,N,7,5
239,28,1,5,1,1,1,N,0,4
240,67,1,1,1,1,1,N,9,3
241,66,1,6,1,1,2,N,1,4
242,63,1,3,2,3,1,N,4,9
243,3,1,N,1,1,1,N,N,3
244,17,1,1,1,1,1,N,7,3
245,6,1,1,1,1,1,N,9,10
246,15,1,1,2,1,2,N,6,9
247,45,2,3,1,3,2,N,6,5
248,69,1,1,1,1,1,N,5,5
249,27,1,1,1,1,1,N,8,9
250,78,6,N,1,1,1,N,N,2
251,80,6,6,1,1,1,N,6,9
252,14,1,N,1,1,1,N,N,9
253,79,1,6,2,1,1,N,4,7
254,31,1,1,1,1,1,N,0,9
255,9,1,N,1,1,1,N,N,3
256,69,1,1,2,1,1,N,7,3
257,91,1,1,2,1,1,N,9,12
258,46,1,1,2,1,1,N,7,9
259,81,1,4,2,1,0,N,9,9
260,82,1,6,1,1,2,N,7,10
261,75,1,6,1,1,2,N,1,7
262,7,1,N,1,1,0,N,5,10
263,48,1,1,2,1,0,N,3,8
264,57,1,6,1,1,1,N,0,4
265,86,1,6,2,1,1,N,0,4
266,51,1,6,1,1,2,N,0,4
267,75,1,1,2,1,1,N,8,9
268,81,1,4,2,1,1,N,6,9
269,59,1,1,2,1,1,2,6,9
270,45,1,1,2,1,1,N,7,5
271,79,1,N,1,1,1,1,N,4
272,88,1,4,2,1,1,N,5,7
273,58,1,3,2,1,1,N,4,9
274,1,1,4,2,1,1,N,0,4
275,94,1,6,1,1,0,N,1,4
276,54,1,1,1,1,1,N,9,10
277,49,1,1,2,1,1,N,0,5
278,3,6,N,2,1,1,N,N,1
279,23,1,N,2,1,1,N,N,3
280,47,1,1,2,1,1,N,7,9
281,3,1,N,1,1,1,N,N,9
282,34,1,1,2,1,2,N,8,10
283,26,1,6,2,1,1,N,1,5
284,85,1,4,2,1,1,N,1,4
285,48,1,1,2,1,0,N,8,7
286,6,1,1,2,1,1,N,0,9
287,63,1,1,2,1,1,N,9,12
288,90,1,6,2,1,1,N,2,9
289,58,9,1,2,1,1,N,3,5
290,43,1,6,1,1,2,N,7,9
291,90,1,4,2,1,1,N,8,9
292,62,6,4,1,1,1,N,6,9
293,3,1,N,1,1,1,N,N,4
294,76,1,3,1,1,1,N,4,7
295,81,1,6,2,1,1,N,9,9
296,7,1,N,2,1,0,N,N,3
297,6,1,4,1,1,2,N,1,8
298,32,6,1,1,1,1,N,3,1
299,8,1,6,1,1,1,N,7,9
300,37,6,2,2,1,1,N,2,5
301,43,1,1,2,1,2,N,8,10
302,81,1,3,2,1,2,N,3,5
303,5,1,N,1,1,1,N,N,3
304,68,1,1,2,1,1,N,7,9
305,5,1,N,1,1,1,N,N,3
306,14,1,N,1,1,1,N,N,1
307,75,1,1,2,1,1,N,5,7
308,49,1,6,1,1,1,N,2,7
309,80,1,6,1,1,1,N,1,4
310,76,1,3,2,1,0,N,3,1
311,4,1,1,2,1,1,N,6,9
312,62,1,1,1,1,0,N,8,9
313,4,1,4,2,1,1,N,9,9
314,70,1,1,2,1,1,N,8,10
315,5,1,N,2,1,1,N,N,3
316,64,1,1,1,1,1,N,8,12
317,10,1,N,1,1,2,N,N,3
318,2,1,1,1,1,1,N,3,9
319,69,1,1,1,1,1,N,6,5
320,49,1,1,1,1,1,N,6,5
321,26,1,6,1,1,2,N,8,8
322,30,1,6,1,1,1,N,1,12
323,80,1,1,2,1,1,N,9,10
324,16,1,1,2,1,1,N,5,9
325,41,1,1,2,1,0,N,6,9
326,82,1,1,1,1,1,N,3,6
327,86,1,6,2,1,1,N,1,5
328,53,1,1,1,1,1,N,9,9
329,33,1,1,1,1,2,N,8,9
330,4,1,3,1,1,2,5,5,5
331,79,1,3,2,1,1,N,8,12
332,54,6,1,1,1,2,N,6,5
333,45,2,3,2,1,1,N,3,10
334,54,1,1,2,1,1,N,5,8
335,14,1,N,1,1,2,N,N,N
336,0,1,6,1,1,1,N,0,5
337,61,2,1,2,3,1,N,9,10
338,0,1,1,2,1,1,N,7,10
339,33,1,3,1,1,1,N,3,10
340,60,1,6,2,1,2,N,4,9
341,59,1,1,1,1,1,N,8,10
342,57,1,N,2,1,1,N,N,3
343,37,1,2,1,1,2,N,3,4
344,25,1,N,2,1,1,N,N,2
345,36,1,1,1,1,1,N,7,7
346,38,1,1,2,1,1,N,8,8
347,20,1,4,2,1,1,N,4,8
348,65,1,5,1,1,1,N,0,4
349,76,1,1,2,1,1,N,7,9
350,72,1,6,2,1,1,N,4,9
351,48,1,1,2,1,1,N,4,7
352,31,1,1,2,1,2,N,5,9
353,18,1,6,1,3,1,N,5,6
354,90,1,1,1,1,1,N,2,7
355,43,1,1,1,1,2,N,6,8
356,55,1,6,1,3,1,N,1,7
357,76,1,6,2,1,2,N,1,9
358,42,1,2,1,1,1,N,0,7
359,77,1,1,2,1,1,N,7,N
360,6,1,N,1,1,1,N,8,5
361,22,1,N,1,1,1,N,N,3
362,35,1,4,2,1,1,N,3,8
363,27,1,1,1,1,1,2,1,7
364,75,1,1,2,1,2,N,9,2
365,2,6,4,1,1,1,N,0,4
366,2,6,4,2,1,1,N,5,9
367,63,1,1,2,2,1,N,6,5
368,22,1,1,1,1,1,N,4,5
369,68,1,1,2,1,1,N,7,10
370,52,1,6,1,1,1,N,0,7
371,53,1,1,2,1,1,N,8,10
372,3,6,N,2,1,1,N,N,3
373,58,9,1,2,1,1,N,8,9
374,91,1,1,1,1,1,N,9,10
375,2,1,N,2,1,1,N,N,3
376,44,1,6,1,3,1,N,3,5
377,83,1,1,2,1,2,N,5,7
378,47,1,3,2,1,1,N,1,5
379,50,1,4,1,1,1,N,4,8
380,43,1,1,1,1,2,N,0,5
381,60,1,1,1,1,2,N,5,8
382,1,1,6,1,1,1,N,2,4
383,41,1,2,2,3,1,N,0,11
384,79,1,1,2,1,1,N,8,9
385,33,1,3,1,1,1,N,5,7
386,15,1,6,2,1,1,N,6,7
387,42,1,1,1,1,1,N,4,9
388,38,1,6,1,1,1,N,1,4
389,22,1,1,2,1,1,N,7,10
390,81,1,N,2,1,1,N,N,3
391,78,1,N,1,1,1,N,N,3
392,18,1,6,2,1,1,N,1,4
393,35,1,3,1,1,1,N,4,9
394,68,1,1,2,3,1,N,6,10
395,53,1,1,2,1,1,N,7,7
396,52,1,6,1,1,2,N,7,5
397,16,1,N,2,1,2,N,N,N
398,62,1,1,1,1,1,N,3,7
399,34,1,N,1,1,1,N,N,3
400,16,1,1,1,1,1,N,7,10
401,63,1,6,2,1,1,N,1,7
402,82,1,1,1,1,1,N,8,10
403,23,1,N,2,1,1,N,N,3
404,52,1,6,1,1,1,N,8,7
405,76,1,1,1,1,1,N,8,11
406,51,1,6,1,1,1,N,1,4
407,53,1,N,2,1,1,N,N,3
408,20,1,4,2,1,2,N,9,12
409,82,1,1,2,1,1,N,8,6
410,2,1,N,2,1,1,N,N,N
411,22,1,1,2,1,1,N,7,5
412,25,1,1,2,1,1,N,8,9
413,87,1,4,1,1,1,N,6,7
414,86,1,3,1,3,1,N,9,9
415,33,1,6,2,1,1,N,0,4
416,70,1,N,1,1,1,N,N,1
417,67,1,6,2,1,2,N,6,1
418,3,1,N,2,1,1,N,N,N
419,15,1,6,2,1,1,N,2,7
420,66,1,6,1,1,1,N,4,8
421,88,1,1,1,1,1,N,6,8
422,79,1,1,2,1,2,N,7,5
423,11,1,N,2,1,1,N,N,3
424,70,1,1,1,1,1,N,6,8
425,10,1,6,2,1,2,N,2,9
426,4,1,1,1,1,2,N,6,9
427,59,1,1,1,1,1,N,8,9
428,57,1,3,2,1,1,N,3,9
429,40,1,1,2,1,0,N,5,11
430,64,1,1,2,1,1,N,5,7
431,48,1,1,2,1,1,N,4,5
432,73,6,6,2,1,1,N,0,4
433,59,1,1,1,1,1,N,0,4
434,68,1,1,1,1,1,N,8,10
435,4,1,1,1,1,1,N,5,9
436,78,1,6,1,1,1,N,9,9
437,20,1,4,2,3,1,N,9,9
438,6,1,5,1,1,1,N,6,11
439,75,6,1,1,1,1,N,7,10
440,56,1,4,1,1,1,N,6,8
441,56,1,1,1,1,1,N,9,9
442,72,1,6,1,1,1,N,9,9
443,47,1,4,1,1,2,N,7,5
444,50,1,2,2,1,1,N,0,9
445,14,1,N,1,1,1,N,N,3
446,44,1,2,2,1,2,N,2,7
447,69,1,1,2,1,1,N,4,5
448,53,1,1,2,1,1,N,0,4
449,60,1,1,2,1,1,N,9,9
450,37,1,1,1,1,1,N,4,7
451,68,1,6,2,1,1,N,5,8
452,89,1,1,1,1,1,N,8,9
453,60,1,1,1,1,1,N,6,8
454,75,1,6,1,1,1,N,3,8
455,83,1,1,1,1,1,N,8,10
456,44,1,1,2,1,1,N,7,10
457,18,1,2,2,1,2,N,3,9
458,60,1,1,2,1,2,N,0,4
459,16,1,1,2,1,1,N,8,10
460,26,1,4,2,1,2,N,4,9
461,26,1,4,1,1,1,N,9,5
462,89,1,1,1,1,1,N,4,8
463,13,1,1,1,1,2,N,6,7
464,14,1,N,1,1,1,N,N,3
465,54,1,1,2,1,2,N,9,9
466,12,1,1,2,1,2,1,7,6
467,45,1,4,1,1,1,N,5,7
468,59,1,1,1,1,1,N,5,7
469,39,1,4,2,1,2,N,1,5
470,8,1,6,2,1,1,N,5,10
471,16,6,6,1,1,0,N,8,11
472,54,1,1,1,1,1,N,7,5
473,46,1,1,1,1,1,N,6,12
474,17,1,6,1,1,2,N,2,5
475,20,1,4,1,1,1,N,2,7
476,20,1,6,1,1,0,N,5,5
477,41,1,1,1,1,1,N,9,10
478,35,1,1,1,1,2,N,9,10
479,19,1,6,1,1,1,N,4,9
480,52,1,1,1,1,2,N,4,9
481,70,6,N,2,1,1,N,N,3
482,48,1,1,2,1,0,N,4,9
483,40,2,1,2,1,0,N,9,9
484,11,1,4,1,1,1,N,9,11
485,50,1,1,2,1,2,N,8,9
486,49,9,6,2,1,1,N,1,5
487,61,1,1,1,1,1,N,0,4
488,12,1,1,1,1,1,N,8,9
489,70,1,1,1,2,1,N,3,8
490,81,1,1,1,1,1,N,7,7
491,6,1,N,2,1,2,N,N,N
492,50,1,1,2,1,1,N,3,8
493,82,1,6,1,1,1,2,2,5
494,5,1,N,1,1,1,N,N,3
495,69,1,1,2,1,1,N,3,7
496,55,1,5,2,1,1,N,1,4
497,85,1,1,2,1,1,5,4,5
498,0,1,3,1,1,2,N,4,5
499,56,1,1,1,1,1,N,7,10
500,65,1,1,2,1,1,N,8,9
501,26,1,N,2,1,1,N,N,3
502,83,1,1,1,3,1,N,9,10
503,55,1,1,2,1,2,N,6,10
504,15,1,1,2,1,2,N,6,5
505,57,1,1,1,1,1,N,6,5
506,21,1,6,2,1,1,N,3,5
507,33,1,3,2,1,2,N,8,9
508,48,1,1,1,1,1,N,8,7
509,56,1,1,1,1,1,N,6,9
510,77,1,6,2,1,1,N,3,9
511,83,1,1,2,3,0,N,6,9
512,1,1,6,2,1,1,N,2,1
513,28,1,6,1,1,1,N,7,4
514,60,1,1,2,1,1,N,7,5
515,5,1,N,1,2,1,N,N,3
516,65,1,1,1,1,1,N,7,1
517,6,1,1,1,1,2,N,9,9
518,18,1,1,1,1,1,N,8,12
519,60,1,6,2,1,2,N,2,9
520,11,1,N,2,1,1,N,N,N
521,3,1,N,1,1,1,N,N,3
522,38,1,1,1,1,1,N,0,9
523,30,1,1,2,1,1,N,9,9
524,75,1,1,2,3,1,N,7,1
525,11,1,N,1,1,1,N,N,3
526,54,1,1,1,1,1,N,7,5
527,52,1,6,1,1,2,N,6,10
528,86,1,1,1,1,2,N,5,9
529,73,1,1,2,1,1,N,6,10
530,32,1,6,1,1,1,N,1,4
531,23,1,6,1,1,2,N,0,9
532,34,1,6,2,1,2,N,0,5
533,39,1,1,2,1,1,N,9,9
534,90,9,1,1,1,1,N,8,12
535,49,9,6,1,1,1,N,6,12
536,67,1,N,1,1,0,N,N,2
537,3,6,N,2,1,1,N,N,2
538,7,1,N,1,1,1,N,N,3
539,7,1,N,1,1,1,N,N,3
540,27,1,6,1,1,1,N,4,9
541,34,1,3,2,1,2,N,3,8
542,0,1,2,1,1,1,N,0,5
543,16,1,N,1,1,1,N,N,3
544,46,2,1,1,1,1,N,9,11
545,9,1,N,1,1,1,N,N,10
546,63,1,1,1,1,2,N,7,5
547,55,1,5,1,1,1,N,0,4
548,11,1,N,2,1,1,N,N,3
549,94,6,1,2,1,1,N,9,11
550,65,1,1,1,1,1,N,2,5
551,25,1,3,2,1,2,N,5,9
552,51,1,4,2,1,1,N,6,9
553,19,1,6,2,1,1,N,8,9
554,22,1,1,1,1,1,N,9,9
555,10,1,6,1,1,2,N,0,5
556,8,8,N,2,1,1,N,N,N
557,38,1,1,2,1,1,N,8,9
558,69,1,1,2,1,1,N,3,5
559,16,1,1,2,1,1,N,0,4
560,2,6,2,2,1,1,N,8,9
561,38,1,1,1,1,1,N,2,7
562,82,6,2,2,1,0,N,0,4
563,87,1,1,2,1,1,N,8,10
564,81,1,5,1,1,2,N,2,3
565,24,1,6,2,1,1,N,5,7
566,5,1,N,1,1,1,N,N,4
567,37,6,1,2,1,1,N,3,9
568,89,1,6,2,1,2,N,5,7
569,32,6,6,1,1,2,N,4,9
570,68,1,1,1,1,1,N,6,9
571,41,1,1,2,1,2,N,8,8
572,60,1,1,1,1,1,N,8,1
573,65,1,1,1,1,1,N,9,10
574,57,1,N,2,2,1,N,N,3
575,54,6,1,1,1,2,N,9,9
576,68,1,1,2,3,1,N,2,9
577,67,1,N,1,1,1,N,N,N
578,83,1,2,1,1,1,N,8,7
579,82,1,N,2,1,2,N,N,9
580,78,1,6,2,1,1,N,0,4
581,58,1,1,2,1,1,N,9,10
582,30,1,N,1,1,1,N,N,3
583,31,1,1,1,1,2,N,6,7
584,59,1,1,1,1,1,N,1,5
585,20,1,6,1,3,2,N,4,6
586,41,1,1,2,2,1,N,3,7
587,62,1,6,1,1,1,N,2,7
588,19,1,1,2,1,1,N,7,10
589,65,1,6,1,1,1,N,2,7
590,59,1,3,1,1,1,N,5,9
591,57,1,4,2,1,1,N,5,8
592,60,1,1,1,1,1,N,8,9
593,38,1,N,2,1,1,N,N,2
594,63,1,3,2,1,2,N,5,9
595,49,1,1,2,1,1,N,0,7
596,42,1,1,1,1,1,N,0,7
597,59,1,1,1,1,1,4,9,9
598,90,1,1,2,1,2,N,4,9
599,53,1,1,1,1,1,N,6,9
600,64,1,4,2,1,1,N,4,8
601,12,1,N,2,1,1,N,5,5
602,14,1,N,2,1,1,N,N,1
603,59,1,1,1,1,1,2,8,9
604,56,6,1,1,1,1,N,3,5
605,31,1,1,2,1,2,N,9,10
606,10,6,6,2,1,1,N,0,5
607,91,1,6,2,1,1,1,1,7
608,37,1,2,2,1,2,N,2,5
609,63,1,1,1,1,1,N,9,10
610,90,1,1,1,1,2,N,6,12
611,8,1,N,2,1,1,N,N,3
612,65,1,1,1,1,1,N,9,9
613,34,1,6,1,1,1,N,0,7
614,27,1,1,1,1,0,N,6,7
615,2,6,4,2,1,1,N,3,5
616,42,1,1,2,1,1,N,0,7
617,87,1,1,1,1,1,N,9,10
618,62,1,4,1,1,1,N,4,7
619,88,2,3,1,1,2,N,8,10
620,94,1,6,1,1,2,N,4,5
621,6,1,6,2,1,1,N,0,7
622,13,1,1,1,1,1,N,7,11
623,57,1,1,1,1,1,N,9,9
624,8,1,6,2,1,1,N,2,8
625,4,1,N,2,1,1,N,N,2
626,76,1,1,1,1,1,N,3,9
627,59,1,1,2,1,1,N,9,10
628,47,1,3,2,1,1,N,5,10
629,83,1,6,2,1,2,N,0,7
630,16,1,1,1,1,0,N,2,5
631,14,6,N,1,1,1,N,N,3
632,89,1,3,1,1,1,N,N,N
633,9,1,6,1,3,1,N,0,11
634,78,1,4,2,1,0,N,6,10
635,48,6,1,1,1,1,N,5,7
636,9,1,2,1,1,1,N,8,9
637,77,1,1,2,1,1,N,4,7
638,56,1,1,1,1,1,N,8,9
639,58,1,1,1,1,1,N,9,9
640,57,1,1,1,1,1,N,4,7
641,46,1,1,1,1,1,N,7,5
642,46,2,6,1,1,1,N,7,7
643,45,1,6,2,1,1,N,5,8
644,79,1,N,2,1,1,N,N,2
645,65,1,N,1,1,1,N,N,2
646,57,1,1,1,1,1,N,4,9
647,74,1,1,2,1,1,N,9,10
648,76,1,1,2,1,1,N,5,7
649,0,1,1,1,1,1,N,8,9
650,20,1,4,2,3,0,N,N,3
651,39,1,1,2,1,1,N,7,5
652,63,1,1,2,1,1,N,9,2
653,21,1,4,2,1,1,N,6,12
654,71,1,1,2,1,1,N,4,9
655,22,1,6,2,3,1,N,5,10
656,69,6,1,1,1,2,N,0,7
657,78,1,4,1,1,1,N,4,5
658,87,1,N,2,1,1,N,N,N
659,3,1,N,1,1,1,N,N,2
660,65,1,1,1,1,1,N,5,8
661,54,1,1,2,1,1,N,9,8
662,9,1,N,1,1,1,N,N,1
663,23,1,6,1,1,1,N,7,5
664,11,1,N,1,1,1,N,N,3
665,23,1,6,2,1,2,N,0,4
666,7,1,6,2,1,0,N,9,8
667,34,1,4,1,1,1,N,6,8
668,87,6,1,1,3,1,N,9,10
669,56,1,1,1,1,1,N,9,5
670,19,1,1,1,1,1,N,2,9
671,39,1,6,1,1,1,N,7,9
672,22,1,1,1,1,1,N,7,9
673,86,1,1,2,1,1,N,6,8
674,66,1,1,2,1,1,N,6,7
675,17,1,N,2,3,1,N,N,4
676,2,1,1,1,1,2,N,8,9
677,86,1,1,2,1,1,N,7,9
678,79,1,6,1,1,1,N,4,7
679,23,1,3,2,1,1,N,4,9
680,82,1,6,1,3,1,N,7,5
681,28,1,6,2,1,1,N,3,7
682,86,1,6,1,1,0,N,6,8
683,51,1,3,2,3,1,N,7,4
684,28,5,5,1,1,1,N,0,4
685,5,1,6,2,1,1,N,0,5
686,25,1,1,1,1,1,N,3,5
687,44,1,1,1,1,1,N,0,4
688,45,1,6,2,1,2,N,2,12
689,10,1,4,1,1,1,N,1,5
690,90,9,1,2,1,2,N,0,11
691,58,1,1,2,1,1,N,9,9
692,83,1,1,2,1,1,N,7,9
693,49,1,6,2,1,1,N,1,4
