,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
64,18,6,6,2,1,1,N,2,0,9
65,48,1,1,1,1,2,N,2,8,9
66,15,2,6,2,1,1,N,2,0,8
67,50,1,1,1,1,1,N,2,9,9
68,24,2,6,2,1,2,N,2,6,7
69,66,1,3,2,1,1,N,2,5,5
70,59,6,6,2,3,0,N,2,2,7
71,10,1,N,2,1,1,N,2,N,3
72,21,6,6,2,1,1,N,2,2,5
73,52,2,6,2,1,2,N,2,6,7
74,54,1,1,2,1,1,N,1,3,9
75,16,2,6,1,1,1,N,2,0,5
76,54,6,1,2,1,2,N,2,7,9
77,76,8,1,1,1,1,N,2,3,5
78,47,2,1,2,1,2,N,2,0,5
79,33,1,6,2,1,2,N,2,9,10
80,0,8,N,1,1,1,N,2,N,1
81,25,1,1,2,1,2,N,2,0,5
82,89,1,1,1,1,2,N,1,9,12
83,33,1,6,1,1,1,N,2,7,10
84,13,1,N,2,1,2,N,2,N,2
85,52,1,4,2,1,1,N,2,4,8
86,3,2,N,2,1,1,N,2,N,3
87,32,8,2,2,1,1,N,2,6,5
88,21,3,6,1,3,0,N,2,4,8
89,35,2,1,2,1,1,N,2,7,9
90,78,1,6,1,1,2,N,2,7,9
91,43,1,1,1,1,1,N,2,7,10
92,8,1,N,2,1,1,N,2,N,N
93,27,2,6,2,1,1,N,2,1,4
94,85,1,1,1,1,1,N,2,9,12
95,19,2,6,2,1,2,N,2,1,4
96,16,1,6,1,1,1,N,2,0,10
97,61,1,6,2,3,0,N,2,9,10
98,81,1,3,1,1,1,N,2,1,5
99,14,5,N,1,1,2,N,2,N,N
100,48,2,6,2,1,1,N,2,6,7
101,73,1,3,2,1,2,N,2,6,6
102,64,2,6,1,1,1,N,2,2,5
103,31,2,6,1,1,1,N,2,8,9
104,70,9,5,1,1,2,N,2,9,10
105,13,2,N,1,1,1,N,2,N,1
106,71,1,2,1,2,0,N,2,9,11
107,33,1,6,2,1,1,N,2,4,9
108,54,1,4,1,1,2,N,2,4,8
109,22,2,6,1,1,1,N,2,8,8
110,41,2,1,2,1,1,N,2,9,5
111,69,1,6,1,1,2,N,2,4,1
112,51,1,1,2,1,1,N,2,7,9
113,50,6,6,2,1,1,N,2,0,4
114,31,2,6,1,1,2,N,2,8,6
115,72,2,1,1,1,1,N,2,9,9
116,5,1,N,2,1,1,6,2,N,N
117,22,3,1,2,1,1,N,2,5,5
118,53,1,1,2,1,2,N,2,2,7
119,59,1,6,2,1,1,N,2,2,5
120,56,3,1,2,1,2,N,2,4,5
121,40,1,6,1,1,1,N,2,9,9
122,67,1,1,2,1,1,N,2,7,7
123,50,1,5,1,1,1,N,2,0,5
124,41,2,6,1,3,0,N,2,3,9
125,26,1,6,2,1,2,N,2,8,9
126,9,2,N,2,1,1,N,2,N,3
127,48,1,1,2,1,1,2,2,9,11
128,43,2,1,2,1,1,N,2,0,6
129,13,8,N,1,1,1,N,2,N,3
130,5,1,N,2,1,1,N,2,9,10
131,29,2,1,1,1,1,N,2,6,4
132,31,1,1,1,1,1,N,2,7,10
133,65,6,1,2,1,2,N,2,1,5
134,77,2,1,2,1,1,N,2,1,5
135,36,1,4,1,1,1,N,2,6,7
136,66,1,6,2,1,1,N,2,7,7
137,29,1,6,2,1,1,N,2,7,7
138,31,1,1,2,1,1,N,2,9,11
139,31,1,1,1,1,2,N,2,7,9
140,76,1,1,2,1,1,3,2,6,9
141,64,2,1,1,1,1,N,2,8,7
142,15,1,2,1,1,2,N,2,0,7
143,47,1,1,2,1,1,N,2,8,10
144,67,6,1,1,1,1,N,2,9,11
145,60,3,1,1,1,1,N,2,2,8
146,55,2,1,2,1,1,N,2,6,8
147,22,1,6,1,3,0,N,2,1,9
148,35,9,1,2,1,1,N,2,9,8
149,63,1,1,1,1,1,N,2,8,10
150,21,1,6,1,2,0,N,2,0,4
151,27,2,6,1,1,2,N,2,5,5
152,48,1,3,2,1,1,N,2,9,10
153,41,2,4,2,1,2,N,2,7,9
154,64,1,6,1,3,0,N,2,2,9
155,64,1,3,2,1,1,N,2,1,7
156,29,8,6,1,1,2,N,2,2,4
157,49,1,1,1,1,1,N,2,8,12
158,64,6,6,1,1,1,N,2,4,9
159,67,1,1,2,1,1,N,2,6,7
160,57,1,4,2,1,2,N,2,7,12
161,46,3,1,2,1,1,N,2,9,10
162,58,1,1,2,1,1,N,2,8,7
163,59,1,4,1,1,1,N,2,9,7
164,74,2,6,2,1,2,N,2,5,10
165,75,1,6,2,1,1,N,2,5,5
166,27,1,1,2,1,2,N,2,0,9
167,58,2,4,2,1,1,N,2,3,5
168,78,6,1,2,1,1,N,2,7,9
169,43,1,1,2,1,1,N,2,4,5
170,28,1,6,1,1,1,N,2,6,5
171,60,1,1,1,1,1,N,2,1,4
172,0,2,N,1,1,1,N,2,N,3
173,22,6,6,1,1,2,N,2,7,9
174,2,1,N,1,1,1,N,2,N,2
175,60,1,1,1,1,1,N,1,9,10
176,75,1,3,2,1,2,N,2,4,8
177,56,1,4,1,1,1,N,2,7,10
178,1,9,N,2,1,1,N,2,N,2
179,41,1,1,2,1,1,N,2,7,12
180,26,6,6,2,1,2,N,2,2,9
181,10,2,N,1,1,1,N,2,N,3
182,51,1,4,1,1,1,N,2,4,5
183,43,9,1,2,1,1,N,2,0,9
184,48,1,1,2,1,1,N,2,7,9
185,56,2,4,1,1,1,N,2,0,4
186,0,3,N,2,1,2,N,2,N,3
187,29,9,6,1,3,0,N,2,9,3
188,63,6,4,1,1,1,N,2,7,10
189,30,1,1,2,1,2,N,2,1,7
190,21,8,6,2,2,0,N,2,0,3
191,37,9,1,1,1,1,N,2,6,11
192,40,2,1,1,1,1,N,2,9,10
193,28,6,6,1,1,1,N,2,0,4
194,41,6,1,1,1,1,N,2,6,7
195,45,8,4,1,1,2,N,2,0,7
196,95,1,3,1,1,2,N,2,2,9
197,58,2,4,2,1,1,N,2,0,4
198,59,6,1,1,1,2,N,2,9,12
199,17,2,6,2,1,1,N,2,2,5
200,53,1,3,1,1,2,N,2,7,9
201,37,2,6,2,2,0,N,2,9,9
202,23,2,6,1,1,2,N,1,2,8
203,39,1,1,1,1,2,N,2,3,7
204,21,1,6,1,1,2,N,2,1,7
205,17,8,6,1,1,1,N,2,0,4
206,89,2,3,1,1,1,N,2,2,7
207,27,2,6,1,1,1,N,2,2,9
208,49,1,1,2,1,1,N,2,4,5
209,31,1,6,1,1,2,N,2,3,9
210,21,1,6,2,2,0,N,2,1,9
211,50,6,4,1,1,2,N,2,9,10
212,8,1,6,2,1,2,N,2,N,3
213,65,1,3,1,1,2,N,2,2,4
214,16,1,6,2,1,1,N,2,0,4
215,62,1,1,1,1,1,N,2,4,8
216,10,1,N,1,1,1,N,2,N,N
217,18,2,6,2,1,2,N,2,1,9
218,69,9,3,2,1,1,N,2,3,5
219,63,2,4,1,1,2,N,2,9,5
220,41,2,1,1,1,1,N,2,5,6
221,10,2,N,1,1,2,N,2,N,1
222,51,1,6,1,3,0,N,2,3,4
223,21,1,6,2,1,2,N,2,0,8
224,49,2,6,1,1,2,N,2,3,10
225,29,1,1,1,1,1,N,2,9,11
226,72,1,1,2,1,1,N,2,9,11
227,63,2,5,2,1,2,N,2,3,4
228,31,1,1,2,1,1,N,2,6,9
229,15,8,6,2,1,1,N,2,0,7
230,59,1,1,1,1,1,N,2,5,10
231,54,2,4,1,1,2,N,2,6,7
232,58,2,4,2,1,2,N,2,2,9
233,28,3,6,2,1,2,N,2,0,5
234,68,2,1,1,1,1,N,2,2,5
235,42,1,4,1,3,0,N,2,7,5
236,24,1,6,2,1,1,N,2,7,11
237,93,9,6,1,1,1,N,2,7,7
238,16,1,6,2,1,2,N,2,3,10
239,78,1,1,2,1,1,N,2,3,5
240,55,1,1,1,1,1,N,2,1,4
241,30,6,6,2,3,0,N,2,8,10
242,78,3,4,1,1,1,4,2,2,7
243,40,1,1,1,1,2,N,2,7,7
244,4,2,N,1,1,2,N,2,N,2
245,56,2,3,2,1,1,N,2,6,5
246,54,8,1,1,1,1,N,2,N,3
247,22,1,6,2,1,1,N,2,2,7
248,18,2,6,2,1,1,N,2,0,7
249,53,1,1,1,1,1,N,2,9,10
250,3,1,N,1,1,2,N,2,N,2
251,76,1,2,1,2,0,N,2,3,6
252,78,1,1,2,1,2,N,2,6,9
253,34,2,4,1,1,1,N,2,1,7
254,9,1,N,2,3,0,N,2,N,N
255,69,2,3,2,3,0,N,2,2,4
256,29,1,6,2,1,2,N,2,6,9
257,67,1,1,2,1,2,N,2,9,11
258,11,2,N,1,1,1,N,2,N,1
259,77,1,1,1,1,2,N,2,7,9
260,29,1,6,2,1,1,N,2,4,7
261,67,1,1,1,1,1,N,2,2,4
262,38,1,6,2,3,0,N,2,4,9
263,38,1,1,2,1,1,N,2,7,7
264,38,1,1,2,1,1,N,2,0,7
265,55,1,1,1,1,1,N,2,7,9
266,59,2,1,1,1,1,N,2,7,8
267,31,1,6,1,1,2,N,2,9,12
268,51,6,6,2,1,2,N,2,5,7
269,60,3,1,1,1,2,N,2,1,7
270,6,1,N,1,1,1,N,2,N,3
271,48,1,1,1,1,2,N,2,4,8
272,6,6,N,2,1,2,3,2,N,3
273,51,1,1,2,1,1,N,2,6,7
274,71,1,1,2,1,1,N,2,9,5
275,18,1,6,2,1,2,N,2,0,7
276,19,2,6,2,1,1,N,2,0,5
277,55,1,1,2,1,1,N,2,4,9
278,93,1,3,2,1,1,N,1,2,9
279,35,9,1,1,1,2,N,2,3,9
280,32,2,1,2,1,1,N,2,6,7
281,80,1,1,1,1,2,N,2,9,5
282,28,1,6,1,3,0,N,2,4,8
283,50,1,1,1,1,1,N,2,5,10
284,47,6,1,1,1,1,N,2,9,12
285,42,2,6,2,1,1,N,2,9,8
286,17,2,6,1,1,2,N,2,0,7
287,1,1,N,2,1,1,N,2,N,3
288,58,2,4,2,1,1,N,2,9,11
289,19,2,6,2,1,2,N,2,1,4
290,78,1,6,2,3,0,N,2,7,9
291,34,1,1,2,1,1,N,1,7,9
292,56,1,4,2,1,2,N,2,2,10
293,55,3,1,2,1,1,N,2,9,8
294,19,2,6,2,2,0,N,2,1,4
295,7,1,N,2,1,2,N,2,N,1
296,23,1,6,2,1,1,N,2,1,9
297,57,1,1,2,1,1,N,2,3,7
298,27,1,6,2,1,2,N,2,2,7
299,17,1,6,2,1,2,N,2,0,12
300,68,2,6,1,1,2,2,2,3,6
301,33,1,1,1,1,1,N,2,8,7
302,63,1,1,2,1,2,N,2,6,9
303,35,2,1,1,1,1,N,2,9,7
304,34,1,1,1,1,2,N,2,0,9
305,48,2,1,2,1,1,N,2,4,4
306,9,1,1,1,1,1,N,2,N,3
307,23,1,6,1,3,0,N,2,0,4
308,65,2,6,2,1,2,N,2,6,8
309,32,6,1,2,1,1,N,2,5,7
310,30,1,6,1,1,2,N,2,9,12
311,30,6,6,1,1,2,N,2,2,5
312,77,1,1,1,1,1,N,2,2,10
313,47,1,4,1,1,1,N,2,9,11
314,64,3,1,2,1,1,N,2,N,N
315,83,6,3,1,1,1,N,2,1,7
316,56,1,6,2,1,2,N,2,9,10
317,24,2,6,2,1,2,N,2,3,7
318,73,1,1,2,1,1,N,2,6,7
319,20,2,6,1,3,0,N,2,1,4
320,69,1,1,2,1,2,N,2,9,7
321,14,6,N,1,1,1,N,2,N,3
322,19,2,6,2,1,1,N,2,1,7
323,72,1,4,1,1,2,N,2,2,5
324,53,1,6,2,1,2,N,2,0,9
325,25,1,6,2,1,2,N,2,4,9
326,12,9,N,1,1,2,N,2,N,1
327,54,1,1,2,1,2,N,2,5,1
328,12,1,N,2,1,1,N,2,N,2
329,64,2,4,1,1,1,N,2,4,5
330,55,1,1,1,1,1,N,2,1,7
331,48,1,1,1,1,2,N,2,9,9
332,42,1,1,2,1,1,N,2,5,10
333,44,1,1,1,1,1,N,2,7,9
334,55,1,6,2,1,1,N,2,0,7
335,64,2,1,1,1,1,N,2,4,5
336,65,1,4,1,1,1,N,2,2,4
337,27,1,6,2,1,2,N,2,7,10
338,46,1,6,1,3,0,N,2,6,10
339,60,1,6,1,1,1,N,2,3,5
340,31,1,6,1,1,2,N,2,8,10
341,60,2,4,2,1,2,N,2,3,8
342,33,2,1,2,1,1,N,2,0,4
343,60,1,2,1,1,1,N,2,9,9
344,45,1,1,1,1,1,N,2,9,9
345,65,3,6,1,1,2,N,2,2,5
346,20,6,6,1,1,1,N,2,3,12
347,24,3,6,1,1,2,N,2,3,5
348,69,1,6,1,1,1,N,2,8,9
349,6,1,N,2,1,1,N,2,N,2
350,70,2,6,2,1,1,N,2,4,5
351,53,6,6,2,1,2,N,2,1,10
352,27,1,6,2,1,1,N,2,2,8
353,68,2,1,1,1,2,N,2,1,6
354,28,2,1,1,1,1,N,2,4,7
355,27,1,6,2,1,2,N,2,5,10
356,2,1,N,1,1,1,N,2,N,2
357,0,2,N,1,1,1,N,2,N,3
358,32,1,6,1,1,2,N,2,7,9
359,66,1,1,1,1,1,N,2,8,7
360,17,1,6,2,2,0,N,2,0,5
361,74,9,1,1,1,2,N,2,2,3
362,41,2,6,2,1,2,N,2,8,8
363,60,1,1,2,1,2,N,2,4,9
364,26,1,6,2,1,2,N,2,2,7
365,55,1,1,1,1,1,N,2,4,7
366,15,2,6,1,1,2,N,2,0,9
367,10,1,N,1,1,1,N,2,N,3
368,54,1,1,1,1,1,N,2,5,8
369,30,9,6,1,1,1,N,2,5,9
370,9,1,N,1,1,1,N,2,N,3
371,15,2,6,2,1,2,N,2,0,4
372,28,2,6,1,1,2,N,2,5,4
373,74,3,3,2,1,1,N,2,4,7
374,18,1,6,2,1,1,N,2,1,8
375,29,2,6,1,3,0,N,2,9,8
376,63,1,3,1,1,1,N,2,3,7
377,8,2,N,1,1,2,N,2,N,3
378,40,2,1,1,1,2,N,2,0,4
379,25,2,1,1,1,1,N,2,4,5
380,30,2,6,1,3,0,N,2,6,8
381,72,6,2,2,1,2,N,2,6,9
382,82,2,4,2,1,1,N,2,4,7
383,11,1,N,1,1,2,N,2,N,N
384,44,2,1,2,1,1,N,2,0,11
385,68,2,1,2,1,1,N,2,2,8
386,49,1,4,2,1,2,N,2,N,N
387,11,1,N,2,1,1,N,2,N,N
388,60,2,2,2,3,0,N,2,3,5
389,37,2,1,1,1,1,N,2,3,8
390,0,1,N,2,1,1,N,2,N,4
391,48,6,6,1,1,1,N,2,9,9
392,13,2,N,1,1,1,N,2,N,3
393,47,6,6,1,1,2,N,2,3,5
394,55,1,1,2,1,1,N,2,8,9
395,65,1,6,2,1,1,N,2,4,7
396,43,2,1,2,1,2,N,2,3,5
397,21,1,6,2,1,2,N,2,1,9
398,32,1,6,2,1,2,N,2,2,7
399,42,6,2,2,1,1,N,2,8,10
400,49,1,1,1,1,1,N,2,6,4
401,11,1,N,2,1,1,N,2,N,3
402,44,1,4,1,1,1,N,2,7,8
403,17,3,6,2,1,1,N,2,1,7
404,62,1,6,1,1,2,N,2,8,10
405,13,1,N,1,1,2,N,2,N,3
406,18,2,6,1,1,1,N,2,0,7
407,50,1,6,1,1,1,N,2,8,11
408,41,1,1,1,1,2,N,2,3,11
409,19,1,6,1,1,2,N,2,6,9
410,79,1,1,2,1,1,N,2,2,9
411,63,2,1,1,1,1,N,2,5,7
412,33,1,1,1,1,2,N,2,1,6
413,20,1,6,1,2,0,N,2,1,7
414,18,3,6,2,1,2,N,2,0,4
415,31,2,1,2,1,1,N,2,8,9
416,26,1,6,2,1,2,N,2,4,8
417,15,2,6,1,1,2,N,2,0,4
418,55,2,1,2,1,2,N,2,0,4
419,69,1,4,2,1,1,N,2,4,9
420,30,2,6,1,1,1,N,2,5,4
421,15,1,6,2,2,0,N,2,0,4
422,15,2,6,1,1,1,N,2,0,6
423,27,1,6,1,1,2,N,2,7,9
424,11,2,N,2,1,1,N,2,N,3
425,5,2,N,1,1,2,N,2,N,1
426,58,8,1,1,1,1,N,2,0,4
427,44,2,1,1,1,1,N,2,8,9
428,35,1,1,2,1,1,N,2,7,9
429,75,1,3,2,1,1,N,2,0,7
430,6,3,N,2,1,1,N,2,N,2
431,41,1,6,2,1,2,N,2,1,10
432,6,6,N,1,1,1,N,1,N,3
433,34,9,1,2,1,1,N,2,7,10
434,70,2,1,1,1,1,N,1,3,7
435,20,2,6,2,1,1,N,2,4,5
436,2,1,N,1,1,2,N,2,N,1
437,13,1,N,2,1,1,N,2,N,2
438,53,1,4,1,1,2,N,2,3,4
439,29,1,1,1,1,2,N,2,6,7
440,35,1,1,1,1,1,N,2,9,12
441,16,2,6,2,1,2,N,2,0,4
442,28,1,1,1,1,1,N,2,8,7
443,25,1,6,2,3,0,N,2,0,9
444,11,1,N,2,1,1,N,2,N,3
445,41,2,6,2,3,0,N,2,7,9
446,59,1,4,1,1,1,N,2,0,9
447,19,2,6,2,1,2,N,2,0,9
448,48,1,2,1,1,1,5,2,9,11
449,54,1,1,1,1,2,N,2,9,10
450,54,2,6,1,1,1,N,1,0,4
451,14,9,N,1,1,2,N,2,N,3
452,11,1,N,1,1,1,N,2,N,N
453,13,2,N,2,1,2,N,2,N,1
454,45,1,1,1,1,2,N,2,4,7
455,9,6,N,2,1,1,N,2,N,3
456,31,6,1,2,1,1,N,2,7,9
457,20,1,6,1,1,2,N,2,2,7
458,35,2,1,1,1,1,N,2,4,8
459,74,2,4,2,1,1,N,2,5,8
460,45,6,1,2,1,1,N,2,4,9
461,25,8,6,2,1,2,N,2,4,5
462,4,1,N,1,1,1,N,2,N,2
463,2,9,N,2,1,2,N,2,N,3
464,28,6,6,1,1,2,N,2,2,4
465,3,1,N,1,1,2,N,2,N,1
466,27,1,6,1,1,1,N,2,3,7
467,9,1,N,2,1,2,N,2,N,3
468,57,1,1,2,1,1,N,2,1,7
469,63,2,1,2,1,1,N,2,3,5
470,57,2,1,1,1,1,N,2,4,5
471,94,1,1,1,1,2,N,2,3,7
472,62,1,4,2,1,1,N,2,1,5
473,79,1,1,2,1,2,N,2,8,10
474,18,6,6,1,1,2,N,2,0,7
475,66,2,1,1,1,1,N,2,5,9
476,56,1,1,2,1,1,N,2,4,1
477,56,1,4,2,1,2,N,2,4,3
478,58,6,4,1,1,2,N,2,9,10
479,24,2,6,2,2,0,N,2,5,7
480,10,1,N,2,1,2,N,2,N,3
481,20,2,6,2,1,1,N,2,1,5
482,29,6,6,2,1,2,N,2,3,8
483,0,2,N,2,1,1,N,2,N,N
484,69,2,5,2,1,2,N,2,9,5
485,27,9,1,1,1,1,N,2,3,4
486,9,2,N,2,1,1,N,2,N,N
487,26,6,1,2,1,1,N,2,1,7
488,76,1,3,1,1,1,N,2,0,5
489,69,1,1,2,1,1,N,2,2,9
490,64,1,1,2,1,1,N,2,9,11
491,72,1,1,2,1,1,N,2,8,10
492,50,2,1,2,1,1,N,2,2,4
493,72,8,1,1,1,2,N,2,8,5
494,57,6,1,2,1,1,N,2,5,9
495,63,6,6,1,1,2,N,2,9,9
496,12,2,N,2,1,2,N,2,N,2
497,66,1,1,2,1,1,N,2,2,10
498,2,5,N,1,1,1,N,2,N,2
499,4,1,N,2,1,2,N,2,N,3
500,32,1,4,1,2,0,N,2,5,11
501,8,2,N,2,1,1,N,2,N,3
502,24,1,6,1,1,1,N,2,0,5
503,75,2,5,2,1,1,N,2,6,6
504,64,2,4,1,1,1,N,2,6,7
505,40,1,6,1,3,0,N,2,5,9
506,6,2,N,1,1,1,N,2,N,2
507,60,1,1,1,1,1,N,2,8,10
508,58,1,6,1,1,2,N,2,8,12
509,43,6,1,2,1,1,N,2,8,10
510,10,1,N,1,1,1,N,2,N,1
511,69,1,1,1,1,1,N,2,2,5
512,60,1,1,2,1,1,N,2,9,9
513,58,1,3,1,1,2,N,2,9,11
514,33,6,6,2,3,0,N,2,6,9
515,43,1,6,2,1,1,N,2,2,7
516,67,1,3,1,1,2,N,2,4,7
517,84,2,4,2,1,2,N,2,5,8
518,5,1,N,2,1,1,N,2,N,N
519,63,6,1,2,1,2,N,2,5,7
520,25,6,1,2,1,2,N,2,6,3
521,57,2,6,2,3,0,N,2,8,5
522,30,1,6,1,1,1,N,2,0,12
523,94,6,1,1,1,1,N,2,9,10
524,39,1,1,1,1,1,N,2,0,7
525,88,6,3,1,1,1,N,2,4,11
526,34,1,6,1,1,2,N,1,8,5
527,76,2,4,2,1,2,N,2,3,5
528,87,1,3,2,1,1,N,2,8,7
529,28,1,6,2,1,2,N,2,N,2
530,68,2,6,2,1,1,5,2,5,5
531,15,1,6,1,1,2,N,2,0,11
532,59,8,6,1,3,0,N,2,3,9
533,25,1,6,1,1,2,N,2,3,3
534,15,2,6,2,1,1,N,2,1,8
535,70,1,6,1,1,2,N,2,0,5
536,29,1,6,1,1,1,N,2,6,5
537,40,3,6,1,1,1,N,2,0,4
538,82,1,3,1,1,2,N,2,4,9
539,62,2,4,2,1,1,N,2,4,7
540,37,1,1,1,1,2,N,2,8,9
541,41,1,6,2,1,1,N,2,2,3
542,22,1,6,2,1,1,N,2,1,7
543,75,6,4,2,1,1,N,2,3,5
544,56,2,1,2,1,1,N,2,2,5
545,56,2,3,1,1,1,N,2,7,5
546,20,2,6,2,1,2,N,2,3,4
547,65,6,4,1,1,1,N,2,7,10
548,33,1,1,1,1,2,N,2,2,8
549,49,1,6,2,1,2,N,2,3,9
550,34,1,1,2,1,1,N,2,9,9
551,13,1,N,1,1,2,N,2,N,1
552,70,6,4,1,1,1,N,2,1,9
553,21,2,6,2,1,2,N,2,0,5
554,87,2,1,2,1,2,N,2,3,9
555,87,1,1,1,1,1,N,2,2,4
556,0,2,N,2,1,2,N,2,N,1
557,27,1,6,1,3,0,N,2,8,7
558,39,1,1,1,1,1,N,2,4,10
559,73,1,2,1,1,2,N,2,0,9
560,54,1,6,2,1,1,N,2,7,9
561,29,1,1,2,1,1,N,2,5,7
562,2,5,N,2,1,1,N,2,N,N
563,57,3,6,1,1,1,N,2,4,5
564,10,1,N,2,1,1,N,2,N,3
565,42,1,4,1,1,2,N,2,6,10
566,26,2,6,2,1,2,N,2,3,5
567,49,2,1,2,1,1,N,2,3,6
568,13,1,N,1,1,1,N,1,N,2
569,23,1,6,1,1,2,N,2,8,7
570,36,1,2,1,1,2,N,2,9,9
571,53,2,4,1,1,1,N,2,4,5
572,5,1,N,2,1,2,N,2,N,N
573,62,1,6,1,1,1,N,2,1,10
574,47,1,1,2,1,1,N,2,3,9
575,53,2,3,1,1,2,N,2,4,5
576,22,8,6,2,1,2,N,2,1,7
577,26,6,2,1,1,2,N,2,8,12
578,3,1,N,2,1,1,N,2,N,3
579,25,2,6,1,1,1,N,2,5,4
580,67,1,4,2,1,1,N,2,1,7
581,15,1,6,2,1,1,N,2,0,7
582,11,2,N,1,1,1,N,2,N,3
583,8,1,N,1,1,1,N,2,N,N
584,4,2,N,2,1,1,N,2,N,3
585,59,1,6,2,1,2,N,2,4,7
586,47,1,5,1,1,1,N,2,7,9
587,58,1,1,2,1,1,N,2,6,10
588,70,1,4,1,1,2,N,2,3,7
589,44,6,5,1,1,2,N,2,5,9
590,83,2,4,2,1,1,N,2,2,5
591,51,5,1,1,1,2,N,2,0,4
592,7,1,N,2,1,1,N,2,N,N
593,40,1,6,1,1,2,N,2,8,7
594,3,2,N,2,1,1,N,1,N,N
595,19,2,6,1,1,1,N,2,1,9
596,28,1,6,1,1,2,N,2,2,5
597,85,6,3,2,1,1,N,2,9,9
598,50,1,6,2,1,2,N,2,9,10
599,41,2,6,1,1,2,N,2,0,4
600,81,1,3,2,1,2,N,2,9,12
601,2,1,N,2,1,1,N,2,N,2
602,81,6,1,2,1,2,N,2,4,9
603,61,2,1,2,1,1,N,2,3,1
604,25,1,6,1,1,1,N,2,5,5
605,17,1,6,2,1,2,N,2,1,4
606,50,2,1,1,1,1,N,2,9,5
607,13,9,5,2,1,1,N,1,N,3
608,0,1,N,2,1,2,N,2,N,2
609,60,9,6,2,1,2,N,2,4,9
610,47,2,4,1,1,2,N,2,3,4
611,30,6,6,2,1,2,N,1,7,10
612,40,1,4,1,1,1,N,2,7,5
613,41,8,1,1,1,1,N,2,4,8
614,77,1,4,2,3,0,N,2,8,9
615,8,1,N,2,1,1,N,2,N,1
616,16,1,6,2,1,2,N,2,0,5
617,37,1,1,2,1,1,N,2,4,9
618,67,9,1,1,1,1,N,2,2,8
619,64,1,5,1,1,2,N,2,3,5
620,53,1,6,1,1,2,N,2,5,9
621,55,1,6,1,1,2,N,2,9,10
622,44,9,5,2,1,1,N,2,0,4
623,17,2,6,2,1,1,N,2,0,7
624,33,2,2,2,1,1,N,2,1,5
625,44,1,1,2,1,1,N,2,0,7
626,61,1,6,2,1,1,N,2,1,6
627,69,3,1,2,1,1,N,2,2,5
628,62,2,1,1,1,1,N,2,0,7
629,9,1,N,1,1,1,N,2,N,11
