,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
303,31,1,6,1,1,1,N,2,8,9
304,37,9,2,1,1,1,N,2,0,10
305,24,1,6,1,3,0,N,2,2,3
306,86,2,6,1,1,2,N,2,8,1
307,63,2,1,2,1,1,N,2,5,7
308,81,2,N,1,1,1,N,2,N,N
309,52,2,6,2,1,2,N,2,3,5
310,75,1,1,1,1,2,N,2,6,5
311,50,1,6,1,1,1,N,2,8,11
312,35,2,6,1,3,0,N,2,2,7
313,64,1,1,2,1,1,N,2,9,9
314,32,2,1,1,1,2,N,2,4,5
315,18,2,6,1,1,1,N,2,0,3
316,70,2,1,1,1,1,N,2,3,7
317,42,1,1,2,1,1,N,2,8,10
318,27,1,6,2,1,2,N,2,4,8
319,13,3,N,1,1,2,N,2,N,3
320,68,2,1,1,1,2,N,2,2,4
321,45,1,1,1,1,2,N,2,7,10
322,26,1,6,1,1,1,N,2,0,4
323,71,1,1,1,1,1,N,2,8,9
324,4,2,3,2,1,1,N,2,N,3
325,8,6,N,1,1,1,N,2,N,N
326,59,6,6,2,1,2,N,2,1,9
327,19,1,6,2,1,1,N,2,3,5
328,43,1,6,2,2,0,N,2,1,8
329,45,8,1,1,1,1,N,2,1,7
330,6,4,N,1,1,2,N,2,N,2
331,29,3,6,2,1,1,N,2,4,7
332,28,2,6,2,1,2,N,2,1,5
333,11,6,N,1,1,1,N,2,N,2
334,8,2,N,2,1,1,N,2,0,4
335,72,2,1,1,1,2,N,2,0,4
336,61,1,4,2,3,0,N,2,9,5
337,27,3,6,1,1,2,N,2,2,5
338,54,6,4,1,3,0,N,2,6,5
339,54,1,1,1,1,1,N,2,8,9
340,38,1,1,2,1,1,N,2,7,9
341,72,1,3,2,1,2,N,2,2,3
342,43,6,1,2,1,2,N,1,1,10
343,52,1,6,1,1,1,N,2,8,9
344,34,1,1,1,1,1,N,2,0,5
345,38,1,6,1,1,1,N,2,7,10
346,62,1,3,1,3,0,N,2,6,9
347,80,1,1,2,1,1,N,2,3,4
348,85,1,1,1,1,1,N,2,9,7
349,47,6,5,1,1,2,N,2,9,10
350,42,2,1,2,1,2,N,2,6,5
351,27,1,6,2,1,2,N,2,8,9
352,52,1,6,2,3,0,N,2,4,10
353,16,2,6,1,3,0,N,2,N,3
354,65,1,1,2,1,2,N,2,5,12
355,16,2,1,2,1,1,1,2,0,1
356,44,2,1,2,1,1,N,2,1,5
357,49,1,1,2,1,1,N,2,7,5
358,22,2,6,2,1,2,N,2,2,5
359,34,1,1,1,1,1,N,2,N,2
360,11,1,N,2,1,2,N,2,N,3
361,51,1,1,1,1,1,N,2,8,12
362,31,1,6,2,1,2,N,2,9,11
363,59,2,1,1,1,1,N,2,6,7
364,53,1,1,1,1,1,N,2,7,11
365,17,9,6,1,1,1,N,2,0,3
366,40,2,1,2,1,1,N,2,2,7
367,73,6,1,1,1,1,N,2,9,10
368,10,7,N,1,1,1,N,2,N,N
369,51,1,4,1,1,1,1,2,2,9
370,27,1,6,1,1,2,N,2,4,5
371,17,1,6,2,1,2,N,2,0,4
372,89,1,3,2,1,1,N,2,8,5
373,19,1,6,1,1,1,N,2,1,4
374,52,2,1,1,1,2,N,2,9,9
375,18,8,6,2,1,1,N,2,0,3
376,1,2,N,1,1,1,N,2,N,N
377,39,1,1,1,1,2,N,2,N,1
378,74,1,3,2,1,1,N,2,2,4
379,45,2,2,2,1,1,N,2,1,4
380,54,1,5,1,1,2,N,2,4,7
381,33,2,6,2,3,0,N,2,4,9
382,0,3,N,2,1,2,N,2,N,N
383,69,1,1,1,1,1,N,2,9,11
384,37,1,1,1,1,1,6,1,9,9
385,16,2,6,1,1,2,N,2,0,6
386,91,6,1,2,1,1,N,2,2,4
387,63,2,6,2,2,0,N,2,0,4
388,45,1,1,1,1,1,N,2,9,5
389,41,2,5,2,1,2,N,2,9,7
390,41,6,1,1,1,1,N,2,9,10
391,3,1,4,2,1,1,N,2,5,7
392,43,2,1,1,1,1,N,2,N,2
393,49,1,1,1,1,1,N,2,9,10
394,23,1,6,2,1,1,N,2,7,9
395,36,1,3,2,1,2,N,2,0,4
396,53,3,6,1,1,2,N,2,9,9
397,33,1,2,1,1,2,N,2,9,9
398,14,1,N,1,1,2,N,2,N,1
399,45,2,6,2,1,1,N,2,5,8
400,40,1,4,1,1,1,N,2,9,10
401,29,2,6,2,2,0,N,2,5,9
402,54,2,3,1,1,1,N,2,8,8
403,67,8,1,1,1,2,N,2,6,4
404,7,1,N,2,1,2,N,2,0,4
405,51,1,1,1,1,1,N,2,8,8
406,27,1,6,2,1,1,N,2,4,9
407,90,2,3,2,1,2,N,2,4,2
408,63,2,3,2,1,1,N,2,1,5
409,24,2,N,1,1,2,N,2,4,4
410,54,1,1,1,1,1,N,2,9,10
411,44,2,1,1,1,1,N,2,2,8
412,61,1,1,2,1,1,N,2,5,8
413,36,2,1,1,1,1,N,2,2,5
414,39,1,1,2,1,1,N,2,0,3
415,41,2,5,2,1,1,N,2,6,5
416,25,2,6,2,1,1,N,2,5,7
417,67,1,6,2,1,2,N,2,5,8
418,41,6,1,2,1,1,N,2,6,9
419,62,6,1,2,1,1,N,2,9,11
420,34,8,6,1,1,2,2,2,4,5
421,40,2,6,2,1,1,N,2,5,8
422,40,2,1,1,1,1,N,2,6,5
423,32,1,6,1,3,0,N,2,9,10
424,3,1,N,2,1,1,N,2,N,N
425,76,1,6,2,1,2,N,2,3,9
426,55,2,1,2,1,1,N,2,8,8
427,51,1,4,1,1,2,N,2,6,9
428,11,2,N,1,1,1,N,2,N,3
429,6,2,N,2,1,2,N,2,N,3
430,38,6,1,1,1,1,N,2,9,7
431,12,2,N,2,1,1,N,2,N,2
432,41,1,1,2,1,1,N,2,9,12
433,8,2,N,1,1,2,N,1,N,N
434,7,1,N,1,1,1,N,2,N,1
435,32,2,1,2,1,1,N,2,7,9
436,19,1,6,1,1,1,N,2,7,10
437,11,2,N,2,1,1,N,2,N,3
438,29,1,1,1,1,1,N,2,7,8
439,71,1,5,2,1,1,N,2,4,9
440,75,1,1,1,1,2,N,2,9,8
441,15,2,6,1,1,1,N,1,0,10
442,34,2,1,1,1,1,N,2,7,7
443,65,8,1,1,1,1,N,2,9,10
444,77,1,1,1,1,2,N,2,2,5
445,95,1,3,1,2,0,N,2,4,7
446,18,3,6,2,1,1,N,2,1,4
447,9,1,N,1,1,2,N,2,0,4
448,35,2,6,1,1,1,N,2,4,7
449,50,1,1,2,1,1,N,2,8,4
450,59,7,2,2,1,1,N,2,6,6
451,53,1,6,2,3,0,N,2,6,5
452,46,1,6,1,1,2,N,2,7,5
453,7,1,N,2,1,2,N,2,0,4
454,10,9,N,1,1,1,N,2,N,1
455,31,1,1,2,1,1,N,2,7,10
456,18,1,6,2,1,1,N,2,1,5
457,27,2,6,2,1,2,N,2,9,10
458,46,1,6,2,1,2,N,2,7,9
459,53,2,6,2,1,2,N,2,6,7
460,42,1,6,1,2,0,N,2,8,11
461,40,9,6,1,1,2,N,2,6,6
462,11,1,N,2,1,1,N,2,N,3
463,59,1,1,2,1,1,N,2,9,9
464,66,2,1,1,1,1,N,1,4,5
465,76,1,1,2,1,1,N,2,1,8
466,29,2,6,1,1,2,N,2,6,4
467,52,6,1,2,1,2,N,2,9,9
468,29,1,6,2,1,2,N,2,5,6
469,46,2,1,2,1,2,N,2,5,5
470,23,2,6,1,3,0,N,1,6,5
471,91,8,3,1,1,2,N,2,3,4
472,61,6,1,1,1,1,N,2,0,12
473,50,2,1,2,1,1,N,2,7,10
474,63,1,6,2,1,1,N,2,0,3
475,19,1,6,1,1,1,N,2,1,9
476,19,1,6,1,1,2,N,2,0,8
477,26,1,6,1,1,2,N,2,0,5
478,32,2,1,1,1,1,N,2,9,7
479,4,1,N,1,1,1,N,2,N,3
480,45,1,1,1,1,2,N,2,8,11
481,76,2,1,1,1,1,N,2,5,7
482,68,1,2,2,1,1,N,2,4,9
483,33,1,1,2,1,1,N,2,4,9
484,21,1,6,1,2,0,N,2,1,3
485,18,1,6,2,3,0,N,2,5,11
486,69,1,1,2,1,2,N,2,5,9
487,62,8,1,2,1,1,N,2,9,9
488,36,1,3,2,1,1,N,2,5,5
489,2,1,N,1,1,1,N,2,N,2
490,48,2,2,1,1,1,N,2,1,7
491,72,2,4,2,1,2,N,2,0,4
492,53,1,1,1,1,2,N,2,9,10
493,19,1,6,2,1,1,N,2,1,4
494,68,2,2,2,1,1,N,2,3,5
495,27,2,6,2,2,0,N,2,3,4
496,27,1,1,2,1,1,N,2,9,9
497,32,2,1,2,1,1,N,2,4,5
498,12,2,N,1,1,2,N,2,N,3
499,65,1,1,2,1,1,N,2,9,9
500,27,1,1,2,1,1,N,2,4,5
501,9,6,N,1,1,2,N,2,N,3
502,4,8,N,1,1,2,N,2,N,3
503,61,2,1,1,1,1,N,2,3,5
504,14,1,3,1,1,1,N,2,1,12
505,40,6,6,1,1,2,N,2,2,9
506,22,2,6,2,1,1,N,2,0,4
507,4,1,N,1,1,2,N,2,N,3
508,74,1,1,2,1,1,N,2,N,N
509,65,1,1,2,1,1,N,2,0,7
510,19,2,6,2,1,2,N,2,2,6
511,67,1,4,2,1,1,N,2,5,5
512,0,3,N,1,1,2,N,2,N,1
513,48,1,1,1,1,2,N,2,7,10
514,41,2,1,2,1,1,N,2,6,4
515,70,3,1,1,1,1,N,2,5,7
516,3,1,N,2,1,2,N,1,N,2
517,6,3,N,2,1,2,N,2,N,2
518,6,1,N,2,1,1,N,2,N,3
519,35,2,1,2,1,1,N,2,N,2
520,57,1,1,1,1,1,N,2,8,12
521,65,1,3,2,1,1,N,2,3,6
522,85,1,3,2,2,0,N,2,7,8
523,20,2,6,1,3,0,N,2,1,4
524,56,6,1,1,1,2,N,2,1,4
525,54,6,N,2,1,1,N,2,8,12
526,4,1,N,2,1,2,N,2,N,N
527,6,8,N,1,1,1,N,2,N,3
528,79,1,1,1,1,1,N,2,6,9
529,83,2,6,1,1,2,N,2,8,6
530,46,2,1,1,1,1,N,2,6,11
531,32,1,6,2,3,0,N,2,6,10
532,16,2,6,2,1,2,N,2,0,4
533,68,1,1,2,1,1,N,2,1,9
534,81,1,1,2,1,1,N,2,N,3
535,2,1,N,2,1,1,N,2,2,3
536,25,2,6,2,1,2,N,2,7,7
537,18,3,6,2,3,0,N,2,1,7
538,38,6,1,1,1,1,N,2,4,7
539,27,2,6,2,3,0,N,2,3,5
540,64,1,1,1,1,1,N,2,7,7
541,79,3,4,1,1,2,N,2,7,N
542,59,6,1,2,1,1,N,2,6,12
543,70,1,1,2,1,1,N,2,3,7
544,34,2,6,1,1,2,N,2,0,4
545,31,1,1,2,1,1,N,2,7,8
546,47,8,1,1,1,1,N,2,5,4
547,32,1,6,2,1,1,N,2,6,8
548,50,6,1,1,1,1,N,2,9,10
549,16,2,6,2,2,0,N,2,0,4
550,18,2,4,2,1,1,N,2,1,7
551,10,9,N,1,1,1,N,2,N,2
552,64,1,1,1,1,1,N,2,8,10
553,49,2,6,1,1,2,N,2,9,5
554,45,1,1,1,1,1,N,2,9,11
555,69,2,6,2,3,0,N,2,3,4
556,18,1,6,1,1,2,N,2,2,5
557,87,1,4,1,1,1,N,2,2,9
558,31,1,1,1,1,2,N,2,5,7
559,21,1,6,2,1,1,N,2,7,9
560,64,1,2,2,1,1,N,2,9,11
561,75,1,6,1,1,2,N,2,3,10
562,72,6,6,2,1,2,N,2,4,9
563,25,1,6,2,1,2,N,2,N,1
564,14,8,3,1,1,1,N,2,N,3
565,10,8,N,1,1,2,N,2,N,3
566,25,1,6,1,1,2,N,2,8,11
567,63,6,3,2,1,2,N,2,5,12
568,75,1,1,1,1,1,N,2,9,11
569,74,3,1,2,1,1,N,2,5,5
570,78,6,4,2,1,2,N,2,4,9
571,62,8,1,2,1,1,N,2,2,4
572,3,6,N,1,1,2,N,2,N,3
573,19,1,6,2,1,2,N,2,3,9
574,68,1,2,2,1,2,N,2,1,5
575,14,2,N,2,1,2,N,2,N,3
576,55,1,1,2,1,1,N,2,1,7
577,52,2,6,2,1,2,N,2,3,8
578,24,1,6,2,1,1,N,2,6,7
579,42,2,1,1,1,1,N,2,0,4
580,75,1,1,1,1,1,N,2,7,9
581,78,1,4,2,1,1,N,2,8,5
582,57,6,1,1,1,1,N,2,7,9
583,36,1,3,2,1,2,N,2,6,5
584,54,1,4,2,1,1,N,2,9,9
585,52,1,6,1,1,1,N,2,0,5
586,14,8,N,2,1,2,N,2,N,3
587,21,2,6,2,3,0,N,2,4,9
588,15,2,6,2,1,2,N,2,0,7
589,66,1,1,1,1,1,N,2,6,9
590,66,6,6,1,3,0,N,2,6,10
591,60,1,6,1,1,2,N,2,2,9
592,70,2,4,1,1,2,N,2,5,6
593,61,1,1,2,1,1,N,2,3,7
594,22,9,6,1,1,2,N,2,1,7
595,30,1,1,2,1,1,N,2,7,9
596,0,2,N,1,1,1,N,2,N,2
597,51,1,1,2,1,1,N,2,9,10
598,48,1,1,2,1,1,N,2,2,6
599,17,6,6,1,2,0,N,2,1,10
600,58,2,1,2,1,1,N,2,0,4
601,15,2,6,1,1,2,N,2,0,4
602,45,1,5,1,1,2,N,2,3,4
603,91,2,2,2,1,2,N,2,2,4
604,4,8,N,2,1,1,N,2,N,3
605,36,1,4,2,1,2,N,2,2,9
606,62,2,1,2,1,1,N,2,1,4
607,17,2,6,2,2,0,N,1,0,4
608,59,2,2,1,2,0,N,2,2,N
609,65,1,1,1,1,1,N,2,2,9
610,68,1,4,1,1,2,N,2,2,10
611,26,6,6,1,3,0,N,2,9,10
612,76,2,3,2,1,1,N,1,2,5
613,29,1,6,2,3,0,N,2,8,10
614,58,1,4,1,1,1,N,2,0,7
615,25,1,6,2,1,1,N,2,4,9
616,9,6,6,2,1,2,N,2,N,3
617,30,2,6,2,1,2,N,2,9,7
618,74,1,1,1,1,1,N,2,9,9
619,66,2,3,1,1,2,N,2,0,4
620,9,2,6,2,1,2,N,2,N,1
621,46,1,1,2,1,1,N,2,4,N
622,70,1,6,2,1,2,N,2,3,5
623,75,2,1,2,1,1,N,1,3,6
624,82,1,6,2,1,1,3,2,7,10
625,45,1,1,2,1,1,N,2,3,7
626,74,1,1,1,1,2,N,2,9,11
627,66,1,3,2,1,1,N,2,2,4
628,25,1,6,2,1,2,N,2,3,5
629,41,1,1,2,1,1,N,2,6,11
