,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
53,06-07502,57,2,1,0,6,0,3,1,1,36052.0,N,7,9000.0,2,380,N,2,2,2,2
54,17-03529,50,2,6,0,2,N,N,1,2,16396.0,16,7,26000.0,6,351,N,2,2,2,2
55,36-04010,55,1,1,0,2,0,2,1,1,49156.0,4,7,50000.0,7,225,N,2,2,2,2
56,40-00200,11,1,N,0,1,1,3,1,2,3292.0,N,3,N,N,115,N,N,2,2,2
57,51-51255,63,1,6,0,1,2,4,1,1,9844.0,N,5,20000.0,5,106,N,2,2,2,2
58,36-03710,44,2,6,0,2,0,3,1,1,55708.0,3,9,26000.0,4,474,N,2,2,2,2
59,17-03531,60,1,6,0,2,0,N,1,1,9844.0,11,5,137400.0,9,488,2,2,2,2,2
60,28-01100,11,1,N,4,1,0,5,1,1,3292.0,N,3,N,N,501,N,2,N,2,2
61,32-00405,65,2,1,0,1,1,2,1,2,9844.0,9,9,43700.0,6,229,N,2,2,2,2
62,06-08507,20,1,6,0,1,0,N,1,2,3292.0,1,7,651000.0,3,501,N,2,2,2,2
63,51-51255,35,2,6,0,1,0,6,1,1,9844.0,N,8,65050.0,5,501,N,2,2,2,1
64,17-03531,65,2,4,0,2,0,2,3,1,9844.0,10,7,8000.0,2,218,N,2,2,2,2
65,01-01301,48,2,1,0,1,2,4,1,2,3292.0,3,12,-8400.0,5,171,N,2,2,2,2
66,13-04600,35,1,6,0,2,0,N,1,1,3292.0,N,5,86520.0,9,236,N,2,2,2,2
67,29-01901,39,1,6,0,1,0,N,1,1,3292.0,11,1,114600.0,6,501,N,2,2,2,2
68,30-00600,23,2,6,0,3,0,3,1,1,3292.0,13,11,4800.0,5,314,N,2,1,2,2
69,30-00600,64,1,1,0,1,3,5,1,2,3292.0,11,7,342300.0,9,363,N,2,1,2,2
70,17-03531,74,1,6,0,2,0,2,1,1,9844.0,16,9,13710.0,3,501,N,2,2,2,2
71,06-08507,5,1,N,0,1,3,5,1,1,3292.0,N,3,N,N,501,N,2,2,2,2
72,28-01100,37,2,5,0,2,0,8,1,2,3292.0,14,7,45000.0,6,343,N,2,2,2,2
73,06-08507,35,2,6,0,6,0,3,1,1,3292.0,6,7,21600.0,4,356,N,2,2,2,2
74,24-01004,39,1,6,0,1,0,N,1,1,3292.0,11,11,-100.0,9,501,N,2,2,2,2
75,19-01700,51,2,1,0,1,1,2,1,2,3292.0,N,5,0.0,0,28,N,2,2,2,2
76,38-00100,42,2,1,0,1,0,2,1,2,3292.0,10,5,1000.0,1,202,N,2,2,2,2
77,08-00803,23,1,6,0,1,N,N,1,1,3292.0,14,10,5000.0,1,204,3,2,2,2,2
78,24-01004,20,2,6,0,1,0,N,1,2,3292.0,17,9,90000.0,8,501,N,2,2,2,2
79,51-01301,73,2,1,0,1,3,5,1,1,9844.0,N,9,39900.0,9,501,N,2,2,2,2
80,51-01301,10,2,N,0,1,3,5,1,1,9844.0,N,3,N,N,501,N,2,2,2,2
81,26-02702,24,2,6,0,1,0,N,2,0,3292.0,1,7,31200.0,7,N,N,2,1,2,2
82,32-00405,41,1,6,0,1,0,N,1,1,9844.0,15,8,40000.0,6,305,N,2,2,2,1
83,36-04010,51,2,6,0,1,0,N,1,1,49156.0,11,4,73500.0,4,501,N,2,1,2,2
84,17-03529,58,2,1,0,1,0,2,1,2,16396.0,14,7,24000.0,4,26,N,2,2,2,2
85,51-51255,36,1,1,0,1,0,2,1,2,9844.0,11,5,69000.0,7,501,N,2,2,2,2
86,36-04010,39,2,1,0,9,0,2,1,1,49156.0,6,5,35000.0,5,192,N,2,2,2,2
87,13-04600,79,2,3,0,1,0,N,1,1,3292.0,10,5,32000.0,5,261,N,2,2,2,2
88,24-01004,46,1,6,0,1,0,N,1,1,3292.0,4,9,49000.0,7,79,N,2,2,2,2
89,36-03710,4,2,N,4,6,3,5,1,2,55708.0,N,1,N,N,42,N,N,2,2,2
90,36-03710,12,2,N,0,2,1,3,1,2,55708.0,N,3,N,N,76,N,2,2,2,2
91,17-03531,68,1,1,0,2,0,2,1,2,9844.0,6,7,34000.0,5,7,N,2,2,2,2
92,01-01301,40,1,2,0,2,0,N,1,2,3292.0,N,5,66500.0,8,180,N,2,2,2,2
93,30-00600,43,1,1,0,1,0,2,1,1,3292.0,N,10,0.0,0,135,N,2,2,2,2
94,40-00200,35,2,4,0,3,N,N,1,2,3292.0,N,5,0.0,0,451,N,2,1,2,2
95,06-07502,77,2,3,0,1,0,N,1,1,36052.0,16,12,17900.0,2,501,N,2,2,2,2
96,13-04600,21,1,6,0,2,0,N,1,1,3292.0,6,9,46000.0,2,241,N,2,2,2,2
97,32-00405,23,2,6,0,8,2,4,1,1,9844.0,11,4,8000.0,2,164,N,2,2,2,2
98,06-07502,19,1,6,0,1,N,N,1,1,36052.0,N,9,0.0,0,2,N,2,2,2,2
99,30-00600,58,2,1,4,9,2,5,1,1,3292.0,14,10,148100.0,8,144,N,2,2,2,2
100,26-02702,27,2,6,0,1,0,N,1,1,3292.0,4,7,85000.0,8,501,N,2,2,2,2
101,24-01004,23,2,6,0,1,0,N,1,2,3292.0,11,5,15000.0,3,436,N,1,2,2,2
102,51-51255,75,1,1,0,1,0,2,1,2,9844.0,5,12,153800.0,8,501,N,2,2,2,2
103,01-01301,62,1,4,0,2,0,2,1,2,3292.0,10,9,11210.0,3,54,N,2,2,2,2
104,36-04010,16,1,6,4,2,1,4,1,1,49156.0,N,9,0.0,0,129,N,2,1,2,1
105,06-07502,64,1,6,0,1,4,7,1,2,36052.0,N,9,370.0,7,501,N,2,2,1,2
106,51-01301,72,2,3,0,1,0,N,2,0,9844.0,N,3,45700.0,2,N,N,2,2,2,1
107,17-03529,57,2,1,0,2,1,3,1,2,16396.0,N,7,51000.0,4,236,N,1,2,2,2
108,29-01901,8,2,N,0,2,2,4,1,1,3292.0,N,3,N,N,364,N,2,2,2,2
109,51-01301,34,2,1,0,1,3,5,1,1,9844.0,3,5,78000.0,8,501,N,2,2,2,2
110,51-51255,3,2,6,0,8,0,N,1,1,9844.0,3,10,19000.0,3,16,N,2,2,2,2
111,51-51255,79,2,1,0,6,2,4,1,1,9844.0,13,9,293000.0,5,501,N,2,2,2,2
112,28-01100,28,2,6,1,2,0,N,1,2,3292.0,N,7,22000.0,3,270,N,2,2,2,2
113,51-01301,1,2,N,0,1,3,6,1,2,9844.0,N,1,N,N,279,N,2,2,2,2
114,29-01901,23,2,6,0,2,N,N,1,1,3292.0,4,7,30000.0,5,229,N,2,2,2,2
115,26-02702,27,2,6,0,1,1,3,2,1,3292.0,N,10,0.0,0,N,N,2,2,2,2
116,24-01004,51,1,1,0,1,0,5,1,1,3292.0,4,6,5000.0,1,501,N,2,2,2,2
117,51-51255,63,2,1,0,1,3,6,1,1,9844.0,N,5,15600.0,3,501,N,2,1,2,2
118,40-00200,7,1,N,0,1,5,6,1,2,3292.0,N,N,N,N,122,N,N,N,2,2
119,17-03529,56,2,1,0,2,0,2,1,1,16396.0,N,4,0.0,0,315,N,2,2,2,2
120,30-00600,82,1,1,0,1,3,5,1,1,3292.0,15,11,268000.0,2,501,N,2,2,2,2
121,24-01004,33,1,6,0,6,0,4,1,1,3292.0,10,9,55000.0,6,376,N,2,2,2,2
122,40-00200,70,1,1,0,1,0,2,1,1,3292.0,11,7,55000.0,7,366,N,2,2,2,2
123,17-03529,61,2,1,0,1,2,5,1,2,16396.0,N,5,0.0,0,0,N,2,2,2,2
124,13-04600,18,2,6,0,1,N,N,1,2,3292.0,N,5,0.0,0,30,N,2,2,2,2
125,24-01004,6,2,N,0,1,2,4,1,2,3292.0,N,3,N,N,358,N,N,2,2,2
126,51-51255,39,2,6,0,1,0,N,1,1,9844.0,N,7,3000.0,1,501,N,2,2,2,2
127,13-04600,45,1,1,0,1,0,2,2,0,3292.0,N,4,0.0,0,N,N,2,2,2,2
128,17-03529,34,2,1,1,1,0,2,1,1,16396.0,12,6,0.0,0,168,N,2,2,2,1
129,19-01700,27,1,1,0,1,1,5,1,1,3292.0,9,8,83500.0,3,56,N,2,2,2,2
130,26-02702,86,2,3,0,1,N,N,1,2,3292.0,14,5,4500.0,1,71,N,2,2,2,2
131,24-01004,29,1,6,0,1,0,4,1,2,3292.0,10,5,100000.0,8,501,N,2,2,2,2
132,36-04010,53,2,1,0,2,2,4,1,1,49156.0,3,9,573500.0,9,211,N,2,2,2,2
133,08-00803,18,2,6,1,1,0,2,1,1,3292.0,N,5,68000.0,8,501,N,2,2,2,2
134,01-01301,9,2,N,0,2,1,4,1,1,3292.0,N,3,N,N,457,N,N,N,2,2
135,38-00100,25,1,4,0,1,0,2,1,1,3292.0,N,4,0.0,0,501,N,2,2,2,2
136,24-01004,53,2,2,0,1,4,6,1,2,3292.0,9,12,36900.0,6,147,N,2,2,2,2
137,40-00200,34,2,1,0,1,0,5,1,1,3292.0,N,1,200.0,3,165,N,2,2,1,2
138,08-00803,46,1,6,0,1,0,N,1,1,3292.0,N,7,18000.0,3,147,N,2,2,1,2
139,17-03529,50,2,1,0,2,2,4,1,1,16396.0,15,10,80000.0,8,501,N,2,2,2,2
140,38-00100,56,1,4,0,1,2,4,1,1,3292.0,15,6,80000.0,8,501,N,2,2,2,2
141,06-08507,61,1,4,0,6,0,N,1,1,3292.0,8,7,96000.0,8,501,N,2,2,2,2
142,01-01301,40,1,1,0,1,2,3,1,1,3292.0,10,3,35000.0,6,264,N,2,2,2,2
143,36-03710,21,2,6,0,2,0,N,1,2,55708.0,N,4,0.0,0,58,N,2,2,2,2
144,28-01100,22,1,6,0,2,1,3,1,1,3292.0,N,7,0.0,0,12,N,2,2,2,2
145,36-03710,23,2,6,0,9,0,N,1,2,55708.0,12,7,15000.0,3,234,N,2,2,2,1
146,36-03710,64,2,1,1,8,1,2,1,1,55708.0,8,7,324000.0,9,239,N,2,2,2,2
147,06-08507,57,1,1,0,1,2,4,1,1,3292.0,6,7,78600.0,5,501,N,2,2,2,2
148,38-00100,62,2,1,0,1,0,2,1,1,3292.0,N,10,95000.0,8,501,N,2,2,2,2
149,51-51255,41,2,6,0,1,5,7,1,1,9844.0,12,9,35000.0,6,501,N,2,2,2,2
150,13-04600,37,2,1,0,2,0,2,1,1,3292.0,13,9,45000.0,9,219,N,2,2,2,2
151,36-04010,18,2,6,0,2,0,N,1,2,49156.0,N,10,200150.0,6,177,N,2,2,2,2
152,17-03529,27,1,6,0,1,0,2,1,1,16396.0,4,10,135000.0,9,501,5,2,2,2,2
153,30-00600,24,2,6,0,1,0,N,1,1,3292.0,16,10,95000.0,8,501,N,2,2,2,2
154,08-00803,74,1,4,0,1,0,2,1,1,3292.0,10,5,0.0,0,255,N,2,2,2,2
155,29-01901,19,2,6,0,1,1,2,2,0,3292.0,11,4,0.0,0,N,N,2,2,2,2
156,30-00600,21,2,6,0,1,2,4,1,2,3292.0,N,4,0.0,0,312,N,2,2,2,2
157,26-02702,21,2,6,0,6,1,3,1,2,3292.0,8,4,7000.0,1,333,N,2,2,2,2
158,17-03529,53,2,6,0,2,N,N,1,1,16396.0,16,10,160000.0,9,501,N,2,2,2,2
159,38-00100,71,1,1,0,1,0,2,1,2,3292.0,10,10,264000.0,7,501,N,1,2,2,2
160,08-00803,41,2,6,0,1,0,N,1,1,3292.0,6,10,64000.0,3,501,N,2,2,2,2
161,13-04600,7,1,N,0,2,3,5,1,1,3292.0,N,2,N,N,244,N,2,2,2,2
162,08-00803,19,2,6,0,1,0,4,1,1,3292.0,14,3,0.0,0,501,N,2,2,2,2
163,19-01700,33,2,1,0,2,0,2,1,1,3292.0,4,9,20000.0,3,144,N,2,2,2,2
164,29-01901,59,1,6,0,1,0,N,2,0,3292.0,11,6,2500.0,1,N,N,2,2,2,2
165,51-01301,66,2,4,0,1,0,N,1,2,9844.0,9,5,236000.0,9,462,N,2,2,2,2
166,38-00100,77,1,1,0,1,0,2,1,1,3292.0,15,1,46000.0,7,11,N,2,2,2,1
167,32-00405,63,1,1,0,8,3,5,1,1,9844.0,N,5,9600.0,3,455,N,2,1,2,2
168,01-01301,20,1,6,0,2,0,N,2,0,3292.0,N,4,0.0,0,N,N,2,2,2,2
169,51-01301,8,2,N,0,9,0,3,1,1,9844.0,N,3,N,N,501,N,2,2,2,2
170,17-03529,72,2,1,0,2,0,2,1,1,16396.0,N,7,42000.0,6,501,N,2,2,2,2
171,36-04010,42,2,6,0,2,0,3,1,2,49156.0,9,4,36000.0,5,48,N,2,2,2,2
172,06-08507,58,2,1,0,1,0,2,1,1,3292.0,11,12,100000.0,8,501,N,2,2,2,2
173,51-51255,68,1,1,0,1,2,4,1,2,9844.0,10,7,38130.0,9,501,N,2,2,2,1
174,38-00100,4,2,N,0,1,3,4,1,2,3292.0,N,3,N,N,501,N,2,2,2,2
175,26-02702,29,2,4,0,1,0,2,1,2,3292.0,6,6,19000.0,5,414,N,2,2,2,2
176,24-01004,36,2,2,1,1,0,5,3,0,3292.0,11,9,1500.0,1,N,N,2,2,2,2
177,51-01301,10,1,N,0,6,4,7,1,1,9844.0,N,1,N,N,501,N,2,N,2,2
178,51-51255,53,2,6,0,1,0,2,1,2,9844.0,N,6,9300.0,2,76,N,2,2,2,2
179,40-00200,68,1,1,0,9,0,3,1,1,3292.0,14,5,302500.0,9,501,N,2,2,2,2
180,13-04600,54,1,6,0,1,0,N,1,2,3292.0,5,10,120000.0,8,266,N,2,2,2,2
181,36-04010,66,1,1,0,2,0,4,1,1,49156.0,16,4,0.0,0,501,N,2,2,2,2
182,38-00100,85,2,4,0,1,N,N,1,2,3292.0,N,12,10000.0,7,82,N,2,2,2,2
183,38-00100,6,1,N,0,1,0,4,1,1,3292.0,N,2,N,N,411,N,1,N,2,2
184,38-00100,30,1,4,1,1,0,8,1,2,3292.0,10,8,100000.0,8,501,N,2,2,2,2
185,38-00100,68,1,1,0,3,1,3,1,2,3292.0,14,7,82000.0,8,501,N,2,2,2,2
186,32-00405,61,1,1,0,8,0,2,1,2,9844.0,6,7,1000.0,1,159,N,N,2,2,2
187,19-01700,65,2,1,0,1,1,3,1,2,3292.0,16,7,77900.0,9,155,N,2,2,2,2
188,01-01301,57,2,1,4,2,1,2,1,1,3292.0,N,7,9300.0,2,387,N,2,2,1,2
189,30-00600,72,2,1,0,3,0,2,1,2,3292.0,3,4,11200.0,3,161,N,2,2,2,2
190,29-01901,58,2,1,0,1,2,4,1,1,3292.0,N,3,N,N,360,N,N,2,2,2
191,36-03710,20,2,6,0,2,0,N,2,0,55708.0,N,5,0.0,0,N,N,2,2,2,2
192,24-01004,58,1,1,0,6,0,3,1,1,3292.0,4,10,38300.0,3,501,N,2,1,2,2
193,26-02702,66,1,4,0,1,0,3,1,1,3292.0,10,3,571000.0,9,501,N,2,2,2,2
194,29-01901,17,1,6,0,1,0,N,1,1,3292.0,N,5,0.0,0,0,N,2,2,2,2
195,30-00600,59,1,6,0,9,N,N,1,2,3292.0,N,6,609000.0,9,501,N,2,1,2,2
196,38-00100,40,1,6,2,1,0,2,1,2,3292.0,3,11,107630.0,9,138,N,2,2,2,2
197,06-08507,7,2,N,0,1,0,6,1,1,3292.0,N,2,N,N,501,N,N,N,2,2
198,17-03531,47,2,1,0,2,2,4,1,1,9844.0,14,5,366000.0,9,501,N,2,2,2,2
199,30-00600,6,2,N,0,1,2,4,1,1,3292.0,N,1,N,N,415,N,2,N,2,2
200,29-01901,85,2,3,0,2,0,N,1,2,3292.0,15,5,68000.0,3,501,N,2,2,2,2
201,29-01901,72,1,1,0,2,0,3,1,1,3292.0,9,8,334000.0,3,501,N,2,2,2,2
202,32-00405,52,2,1,0,1,1,3,1,1,9844.0,5,9,192000.0,8,38,N,2,2,2,2
203,17-03529,50,2,1,0,1,2,3,1,1,16396.0,11,5,5000.0,1,242,N,2,2,2,2
204,40-00200,22,2,6,0,3,0,N,1,2,3292.0,N,9,0.0,0,501,N,2,2,2,2
205,19-01700,82,1,6,0,2,0,2,1,2,3292.0,7,7,910.0,9,3,N,2,2,2,2
206,24-01004,60,2,4,1,1,0,N,1,1,3292.0,17,11,44200.0,6,501,N,2,2,2,2
207,17-03529,16,2,6,0,2,0,N,1,2,16396.0,10,9,14400.0,5,38,N,1,2,2,2
208,24-01004,47,2,5,0,1,0,2,1,2,3292.0,17,9,63800.0,8,501,N,2,2,2,2
209,24-01004,64,2,1,0,1,2,4,1,2,3292.0,3,11,98000.0,8,501,N,2,2,2,2
210,06-07502,51,1,6,0,6,0,N,1,2,36052.0,1,11,150000.0,9,501,N,2,2,2,2
211,51-01301,4,1,N,0,1,0,7,1,2,9844.0,N,4,N,N,501,N,N,2,2,2
212,51-51255,64,2,1,0,1,3,5,1,2,9844.0,14,9,40000.0,6,423,N,2,2,2,2
213,51-51255,86,1,1,0,2,2,4,1,1,9844.0,N,1,N,N,501,N,2,2,2,2
214,24-01004,49,1,1,0,1,0,2,1,1,3292.0,N,9,170000.0,7,501,N,2,2,2,2
215,28-01100,60,1,6,0,2,0,N,1,2,3292.0,16,9,263000.0,8,64,N,1,2,2,1
216,17-03531,29,2,6,0,2,1,2,1,1,9844.0,11,9,6000.0,1,219,N,2,2,2,2
217,06-07502,61,2,4,0,1,0,N,1,2,36052.0,10,8,51700.0,2,254,N,2,2,2,2
218,38-00100,12,1,N,0,1,2,4,1,2,3292.0,N,N,N,N,99,N,N,2,1,2
219,06-08507,60,1,4,0,1,0,N,1,1,3292.0,6,5,75000.0,8,501,N,2,2,2,2
220,30-00600,34,2,6,0,1,0,N,1,1,3292.0,N,7,92400.0,9,501,N,2,2,2,2
221,30-00600,64,2,1,0,1,2,4,1,2,3292.0,14,12,2000.0,1,15,N,2,2,2,2
222,51-51255,59,2,6,4,1,0,2,1,1,9844.0,16,9,42000.0,6,501,N,2,2,2,2
223,17-03531,50,2,1,0,2,0,3,1,1,9844.0,0,9,10000.0,2,155,N,2,2,2,2
224,24-01004,43,1,1,0,1,1,3,1,1,3292.0,14,6,68000.0,7,501,N,2,2,2,2
225,30-00600,66,1,3,0,1,0,3,1,1,3292.0,10,9,90000.0,8,501,N,2,2,2,2
226,26-02702,22,1,6,0,1,9,N,1,1,3292.0,10,4,0.0,0,136,N,2,2,2,2
227,19-01700,23,2,6,0,1,4,6,1,2,3292.0,2,9,70000.0,7,167,N,1,2,2,2
228,08-00803,51,2,1,0,1,0,2,1,1,3292.0,14,5,130000.0,9,501,N,2,2,2,2
229,40-00200,24,1,6,0,1,0,N,1,1,3292.0,10,9,115000.0,8,501,N,2,2,2,2
230,40-00200,46,1,1,0,3,0,2,1,1,3292.0,13,9,35000.0,5,501,N,2,2,2,2
231,28-01100,34,1,6,0,2,0,3,1,2,3292.0,N,4,0.0,0,127,N,2,2,2,2
232,36-03710,68,1,1,0,8,2,4,1,1,55708.0,4,5,30000.0,6,232,N,2,2,2,2
233,26-02702,48,1,6,0,6,1,3,1,1,3292.0,10,7,135000.0,8,501,N,1,2,2,2
234,38-00100,52,1,6,0,1,0,N,1,2,3292.0,18,4,0.0,0,0,N,2,2,2,2
235,40-00200,84,1,6,0,9,0,N,1,2,3292.0,11,9,36000.0,5,370,N,2,2,2,2
236,30-00600,77,2,1,0,1,3,5,1,2,3292.0,N,9,6800.0,9,228,N,2,2,2,1
237,17-03529,38,2,6,0,1,N,N,1,2,16396.0,12,5,182100.0,3,144,N,2,2,2,1
238,28-01100,49,2,4,0,1,0,3,1,1,3292.0,5,10,4000.0,1,151,N,2,2,2,2
239,36-04010,71,1,1,0,2,0,3,1,1,49156.0,N,10,82600.0,9,501,N,2,2,2,2
240,28-01100,60,2,4,4,1,0,2,1,0,3292.0,N,9,165100.0,8,188,N,2,1,2,2
241,38-00100,4,1,4,0,1,1,5,1,1,3292.0,N,N,N,N,501,N,2,2,2,2
242,38-00100,36,2,4,0,1,1,2,1,1,3292.0,N,7,0.0,0,378,N,2,2,2,2
243,30-00600,24,2,1,0,1,0,2,1,1,3292.0,9,9,165000.0,9,159,N,2,2,2,2
244,38-00100,35,1,1,0,1,0,5,1,2,3292.0,4,10,14800.0,9,174,N,2,2,2,2
245,19-01700,63,1,1,0,1,0,2,1,1,3292.0,N,7,22400.0,8,250,N,2,2,2,2
246,06-08507,0,1,N,0,1,5,6,1,1,3292.0,N,3,N,N,501,N,N,N,2,2
247,30-00600,45,1,6,0,1,2,4,1,1,3292.0,12,9,33030.0,5,234,N,2,2,2,2
248,06-08507,1,2,N,0,6,1,4,1,2,3292.0,N,1,N,N,501,N,N,N,2,2
249,19-01700,28,1,6,0,1,N,N,1,1,3292.0,15,7,7000.0,2,501,N,2,2,2,2
250,38-00100,94,2,3,0,1,0,N,1,1,3292.0,N,6,323000.0,9,501,N,2,2,2,2
251,13-04600,39,2,4,0,1,0,2,1,0,3292.0,N,1,0.0,0,N,N,2,2,2,2
252,51-01301,24,2,6,0,1,0,2,1,2,9844.0,12,10,36000.0,5,133,N,2,2,2,2
253,17-03529,48,2,1,0,2,2,3,1,0,16396.0,N,5,0.0,0,0,N,2,2,2,2
254,24-01004,41,1,1,0,1,0,2,1,1,3292.0,14,7,11000.0,2,211,N,2,2,2,2
255,32-00405,17,1,6,0,8,0,N,1,2,9844.0,14,7,2000.0,1,333,N,2,2,2,2
256,36-04010,34,1,6,1,2,2,4,1,1,49156.0,13,3,0.0,0,320,N,2,2,2,2
257,30-00600,16,2,6,0,1,0,N,1,1,3292.0,N,5,0.0,0,501,N,2,1,2,2
258,36-03710,68,1,1,4,2,0,2,1,2,55708.0,N,11,56900.0,2,10,N,2,2,2,2
259,17-03529,30,1,1,0,2,2,4,1,1,16396.0,16,9,60000.0,7,501,N,2,2,2,2
260,17-03531,5,2,N,0,2,2,4,1,1,9844.0,N,3,N,N,501,N,N,2,2,2
261,17-03531,69,2,4,0,2,3,4,1,2,9844.0,0,5,24000.0,4,136,N,2,2,2,2
