,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
27,57,2,5,2,2,2,N,5,0,1,5,4,0,N,1,6,449,25-01300,42,1,2,41,51,2,5,2,2,2,N,1,1,3,6,268,64,64,57.14285714285714
28,49,2,7,2,2,2,N,8,0,1,10,1,4,6,2,7,501,25-00503,134,1,2,75,57,2,7,2,2,2,N,1,0,2,5,501,60,60,57.14285714285714
29,29,2,7,2,2,2,N,5,0,1,16,1,2,4,1,2,194,25-02800,80,1,1,86,58,2,7,2,2,2,N,1,0,2,8,501,297,290,50.0
30,65,2,7,2,2,2,N,5,0,1,7,1,0,2,1,6,501,25-02800,76,1,1,72,59,2,7,2,2,2,N,1,0,4,5,460,349,349,57.14285714285714
31,59,2,5,2,2,2,N,10,0,1,N,1,2,4,1,0,501,25-01300,103,6,2,94,49,2,5,2,2,2,N,1,1,3,1,501,42,41,57.14285714285714
32,44,2,7,2,2,2,N,8,0,1,8,1,0,6,1,7,501,25-02800,64,1,2,60,48,2,7,2,2,2,N,1,0,3,7,501,99,98,71.42857142857143
33,17,2,7,2,2,2,N,5,0,3,14,6,N,N,0,1,N,25-00503,109,1,2,0,18,2,7,2,2,1,N,3,N,N,1,N,66,0,78.57142857142857
34,46,2,5,2,2,2,N,9,0,1,N,4,0,N,1,7,501,25-01300,64,1,1,64,68,2,5,2,2,2,N,1,0,N,2,111,50,49,64.28571428571429
35,33,2,6,2,2,2,N,7,0,1,14,5,1,2,2,5,305,25-00703,50,1,2,49,51,2,6,2,2,2,N,1,0,N,4,233,119,120,50.0
36,37,2,6,2,2,2,N,11,0,1,4,1,2,4,1,6,501,25-00703,53,1,1,43,62,2,6,2,2,2,N,1,0,2,9,501,64,65,57.14285714285714
37,62,2,6,2,2,2,N,8,0,1,7,1,0,3,1,5,366,25-00703,48,1,1,36,70,2,6,2,2,2,N,1,0,2,6,501,38,39,57.14285714285714
38,53,2,6,2,2,2,N,5,0,1,11,6,1,3,1,7,501,25-00703,97,1,1,106,65,2,6,2,2,2,N,1,0,N,6,501,49,50,57.14285714285714
39,40,2,6,2,2,2,N,10,0,1,14,6,0,N,2,1,22,25-00703,80,1,2,81,35,2,6,2,2,2,N,1,3,4,4,93,88,88,50.0
40,34,2,7,2,2,2,N,4,0,1,11,6,0,N,1,7,501,25-00503,344,1,1,563,16,2,7,2,2,2,N,1,2,4,1,501,142,122,57.14285714285714
41,94,2,5,2,1,1,N,5,0,1,4,3,0,N,1,2,63,25-01300,60,1,2,61,52,2,5,2,2,1,N,1,1,3,5,198,137,137,42.857142857142854
42,80,2,5,2,2,2,N,4,0,1,N,4,0,N,1,2,83,25-01300,99,1,2,90,87,1,5,2,2,2,N,1,0,N,1,49,81,81,57.14285714285714
43,66,2,6,2,2,2,N,9,0,1,3,1,0,2,1,8,501,25-00703,94,1,2,95,40,2,6,2,2,2,N,1,2,4,9,501,115,115,57.14285714285714
44,39,2,6,2,2,2,N,5,0,1,4,4,1,2,1,8,492,25-00703,87,1,2,91,61,2,6,2,2,2,N,1,0,N,5,267,51,51,50.0
45,39,2,6,2,2,2,N,5,0,1,15,6,0,N,2,7,501,25-00703,342,1,1,342,52,2,6,2,2,2,N,1,1,3,6,438,96,99,50.0
46,35,2,6,2,2,2,N,10,0,1,8,6,0,N,1,5,272,25-01000,70,1,2,79,38,2,6,2,2,2,N,1,1,2,6,286,130,130,50.0
47,94,2,7,2,2,2,N,9,0,1,N,6,0,N,2,3,123,25-00503,52,1,2,50,94,2,7,2,1,2,N,1,0,N,4,198,61,61,64.28571428571429
48,75,2,5,1,2,1,N,7,0,1,N,3,2,4,2,3,429,25-01300,215,1,2,215,70,1,5,2,1,2,N,1,0,N,4,272,51,51,21.428571428571427
49,70,2,6,2,2,2,N,11,0,1,9,1,0,2,1,7,501,25-01000,76,1,1,77,61,2,6,2,2,2,N,1,0,2,6,501,142,117,71.42857142857143
50,41,2,6,2,2,2,N,9,0,1,7,1,0,4,1,7,501,25-01000,156,1,2,117,54,2,6,2,2,2,N,1,0,2,7,501,112,111,71.42857142857143
51,30,2,6,2,2,2,N,9,0,1,4,6,0,N,2,6,391,25-01000,196,1,2,197,27,2,6,2,2,2,N,1,0,2,5,501,75,65,57.14285714285714
52,47,2,7,2,2,2,N,9,0,1,6,4,0,N,1,5,305,25-00503,61,1,1,81,78,2,7,2,2,2,N,1,0,N,6,477,74,73,64.28571428571429
53,61,2,6,2,2,2,N,7,0,1,16,6,0,N,1,5,301,25-00703,37,1,2,57,61,2,6,2,2,2,N,1,0,N,4,227,62,62,71.42857142857143
54,75,2,7,2,2,2,N,10,0,1,6,1,0,2,1,9,501,25-02800,62,1,1,71,33,2,7,2,2,2,N,1,0,2,9,501,99,99,78.57142857142857
55,35,2,5,2,2,2,N,9,0,1,4,6,0,N,2,8,501,25-01300,125,1,1,125,24,2,5,2,2,2,N,1,0,N,7,501,62,62,71.42857142857143
56,38,2,7,2,2,2,N,12,0,1,10,4,0,3,2,9,501,25-02800,109,1,2,119,34,2,7,2,2,2,N,1,0,N,6,364,70,71,57.14285714285714
57,86,1,6,1,2,2,N,9,0,1,N,3,0,N,2,5,311,25-01000,80,1,2,90,71,2,6,2,1,1,N,1,0,N,3,151,182,182,35.714285714285715
58,54,2,6,2,2,2,N,5,0,2,6,4,N,N,0,3,N,25-01000,37,1,1,0,54,2,6,2,2,2,N,3,N,N,0,0,70,0,71.42857142857143
59,64,2,6,2,2,2,N,8,0,1,6,1,0,2,2,5,254,25-00703,58,1,2,59,33,2,6,2,2,2,N,1,1,3,6,382,151,145,50.0
60,54,2,7,2,2,2,N,8,0,1,4,1,0,3,1,9,501,25-00503,116,1,1,116,67,2,7,2,2,2,N,1,0,3,9,501,122,128,78.57142857142857
61,35,2,7,2,2,2,N,10,0,1,3,1,1,3,1,9,501,25-00503,108,1,1,78,76,2,7,2,2,2,N,1,0,2,9,501,66,66,64.28571428571429
62,36,2,5,2,2,2,N,9,0,1,8,6,3,5,1,6,501,25-01300,165,1,1,168,46,2,5,2,2,2,N,1,0,N,9,501,104,105,57.14285714285714
63,30,2,6,2,2,2,N,5,0,1,7,6,0,6,1,1,501,25-00703,167,1,2,99,25,2,6,2,2,2,N,1,0,2,1,164,240,185,64.28571428571429
64,5,2,7,2,2,2,N,2,4,1,N,N,2,4,2,N,125,25-00503,55,1,2,97,6,2,7,2,2,1,N,1,2,3,N,44,124,101,57.14285714285714
65,38,2,7,2,2,2,N,9,0,1,10,4,1,2,1,8,439,25-00503,77,1,2,58,66,2,7,2,2,2,N,1,0,3,4,337,59,59,50.0
66,57,2,6,2,2,2,N,12,0,1,8,1,0,2,2,6,368,25-00703,66,1,1,66,57,2,6,2,2,2,N,1,0,2,7,385,458,458,71.42857142857143
67,57,2,7,2,2,2,N,7,0,1,12,4,0,N,2,5,288,25-02800,131,1,2,136,67,2,7,2,2,2,N,1,0,N,7,501,82,83,64.28571428571429
68,38,2,7,2,2,2,N,5,0,1,16,1,1,3,1,3,300,25-02800,196,1,2,127,53,2,7,2,2,2,N,1,0,2,6,325,66,67,50.0
69,39,2,7,2,2,2,N,5,0,1,3,1,0,2,2,6,336,25-02800,98,1,1,101,39,2,7,2,2,2,N,1,0,2,7,501,96,96,71.42857142857143
70,24,2,6,2,2,2,N,7,0,1,N,6,0,2,2,0,267,25-00703,74,1,2,63,64,2,6,2,2,2,N,1,0,N,2,82,94,94,57.14285714285714
71,33,2,6,2,2,2,N,11,0,1,4,1,3,5,1,9,501,25-00703,106,1,2,103,48,2,6,2,2,2,N,1,2,4,9,501,97,98,64.28571428571429
72,67,2,6,2,2,2,N,5,0,1,3,6,0,2,2,8,501,25-00703,131,1,1,137,34,2,6,2,2,2,N,1,0,N,6,380,63,51,57.14285714285714
73,5,2,7,2,2,2,N,1,0,1,N,N,2,3,1,N,501,25-00503,65,6,2,68,5,2,7,2,2,2,N,1,2,5,N,501,110,166,78.57142857142857
74,22,2,7,2,2,2,N,9,0,1,10,2,0,3,1,3,501,25-02800,105,1,2,97,52,2,7,2,2,2,N,1,0,3,8,501,200,180,71.42857142857143
75,59,2,6,2,2,2,N,9,0,1,N,4,0,N,2,3,174,25-00703,50,1,1,57,78,2,6,2,2,2,N,1,0,N,3,120,50,50,78.57142857142857
76,32,2,5,2,2,2,N,7,0,1,9,6,1,2,1,8,467,25-01300,63,1,2,69,30,2,5,2,2,2,N,1,0,3,5,501,80,66,50.0
77,17,2,7,2,2,2,N,4,0,1,N,6,2,4,2,0,501,25-00503,127,6,2,137,17,2,7,2,2,2,N,1,2,4,0,186,447,529,78.57142857142857
78,45,2,5,2,2,2,N,10,0,1,8,1,2,4,1,9,501,25-01300,64,6,2,65,47,2,5,2,2,2,N,1,0,2,8,501,86,86,57.14285714285714
79,50,2,6,2,2,2,N,4,0,1,4,6,0,3,1,5,501,25-01000,89,1,2,85,17,2,6,2,2,2,N,1,2,4,2,501,52,63,57.14285714285714
80,28,2,7,2,2,2,N,10,0,1,9,6,0,N,1,4,212,25-02800,87,1,1,88,27,2,7,2,2,2,N,1,0,N,8,501,98,98,64.28571428571429
81,15,2,6,2,2,2,N,4,0,1,11,6,1,3,1,1,501,25-01000,136,1,1,84,16,2,6,2,2,2,N,1,1,5,1,223,51,67,64.28571428571429
82,47,2,5,2,2,2,N,12,0,1,6,1,3,5,1,3,42,25-01300,196,1,1,199,63,2,5,2,2,2,N,1,0,2,9,501,61,60,50.0
83,50,2,6,2,2,2,N,11,4,1,10,1,0,2,1,8,501,25-01000,116,1,2,119,38,2,6,2,2,2,N,1,2,4,5,501,210,101,57.14285714285714
84,74,2,7,2,2,2,N,5,0,1,N,4,0,N,1,3,175,25-00503,113,1,2,119,83,1,7,2,1,2,N,1,0,N,4,213,107,106,50.0
85,65,2,6,2,2,2,N,10,0,1,9,4,0,N,2,8,501,25-00703,54,1,2,54,53,2,6,2,2,2,N,1,0,N,9,501,29,29,71.42857142857143
86,40,2,6,2,2,2,N,7,0,1,15,4,0,N,1,7,501,25-01000,70,1,1,70,46,2,6,2,2,2,N,1,0,6,5,501,71,54,64.28571428571429
87,21,2,6,2,2,2,N,7,0,3,10,6,N,N,0,0,N,25-00703,84,1,2,0,21,2,6,2,2,2,N,3,N,N,1,N,6,0,85.71428571428571
88,10,2,7,2,2,2,N,3,4,1,N,N,2,4,1,N,279,25-00503,73,9,1,89,7,2,7,2,2,2,N,1,2,4,N,195,95,122,71.42857142857143
89,54,2,7,2,2,2,N,8,0,1,10,4,0,3,2,4,325,25-02800,104,1,1,103,57,2,7,2,2,2,N,1,0,4,7,262,101,100,57.14285714285714
90,55,2,7,2,2,2,N,12,0,1,10,1,0,2,1,8,501,25-02800,57,6,1,87,48,2,7,2,2,2,N,1,4,6,9,501,99,100,57.14285714285714
91,59,2,6,2,1,1,N,6,0,3,N,6,N,N,0,3,173,25-01000,14,1,2,0,77,2,6,2,1,1,N,2,N,N,2,N,21,0,64.28571428571429
92,79,2,7,2,1,2,N,4,0,1,N,6,0,N,2,3,198,25-00503,173,1,2,173,15,2,7,2,2,2,N,1,2,3,0,36,81,79,42.857142857142854
93,46,2,7,2,2,2,N,7,0,1,15,1,2,4,1,7,396,25-00503,80,1,1,60,48,2,7,2,2,2,N,1,2,5,8,501,69,71,57.14285714285714
94,37,2,7,2,2,2,N,5,0,1,14,1,0,5,1,3,471,25-02800,102,1,2,119,31,2,7,2,2,2,N,1,1,4,2,501,67,74,50.0
95,80,2,7,2,1,1,N,9,0,1,N,3,0,N,2,5,234,25-00503,98,1,1,99,91,2,7,2,1,2,N,1,0,N,9,501,95,96,57.14285714285714
96,20,2,6,2,2,2,N,7,0,1,8,6,0,2,1,4,501,25-00703,65,1,2,60,18,2,6,2,2,2,N,1,1,4,1,452,217,162,50.0
97,70,2,6,2,1,2,N,5,0,1,15,4,0,N,2,5,16,25-00703,76,1,2,76,59,1,6,2,2,2,N,1,0,N,1,16,53,54,57.14285714285714
98,20,2,7,2,2,2,N,7,0,1,10,6,0,4,2,6,501,25-02800,232,1,1,184,48,2,7,1,2,1,N,1,0,N,3,136,104,104,42.857142857142854
99,57,2,6,2,2,2,N,10,0,1,12,1,0,2,1,8,501,25-01000,50,1,1,50,31,2,6,2,2,2,N,1,0,2,7,501,104,105,71.42857142857143
100,53,2,5,2,2,2,N,9,0,1,4,4,0,N,1,7,501,25-01300,234,1,2,225,54,2,5,2,2,2,N,1,0,2,9,501,110,110,64.28571428571429
101,30,2,7,2,2,2,N,7,0,3,10,6,N,N,0,2,81,25-00503,84,6,2,0,21,2,7,2,2,2,N,3,N,N,2,N,16,0,78.57142857142857
102,53,2,6,2,2,2,N,9,0,1,11,4,0,2,1,4,420,25-01000,101,1,2,101,24,2,6,2,2,2,N,1,0,7,1,422,165,117,57.14285714285714
103,34,2,6,2,2,2,N,10,0,1,9,6,0,N,1,8,501,25-00703,61,1,1,41,60,2,6,2,2,2,N,1,0,N,9,501,70,70,71.42857142857143
104,91,1,7,2,2,2,N,5,0,1,N,3,0,N,2,3,122,25-02800,85,1,1,86,81,2,7,2,2,2,N,1,0,N,2,88,383,383,57.14285714285714
105,30,2,6,2,2,1,N,7,4,1,6,6,0,N,2,3,120,25-00703,89,1,1,80,27,2,6,2,2,2,N,1,0,N,7,501,152,152,57.14285714285714
106,53,2,5,2,2,2,N,5,0,1,N,4,0,4,1,3,501,25-01300,63,1,1,69,53,2,5,2,2,2,N,1,0,4,3,501,262,164,85.71428571428571
107,48,2,5,2,2,2,N,10,0,1,7,1,0,3,1,8,501,25-01300,122,1,2,123,58,2,5,2,2,2,N,1,1,4,9,501,70,68,57.14285714285714
108,51,2,7,2,2,2,N,9,0,1,4,1,1,3,2,8,501,25-00503,67,6,1,57,38,2,7,2,2,2,N,1,2,4,8,501,136,136,64.28571428571429
109,65,2,7,2,2,2,N,9,0,1,13,4,0,N,1,5,301,25-00503,69,1,2,69,45,2,7,2,2,2,N,1,0,3,4,337,74,59,57.14285714285714
110,31,2,7,2,2,2,N,9,0,1,16,6,0,4,1,7,431,25-02800,173,1,1,86,73,2,7,2,2,2,N,1,0,N,7,501,62,62,64.28571428571429
111,76,2,7,2,1,2,N,5,0,1,3,3,0,N,1,1,64,25-02800,74,1,1,75,81,1,7,2,2,2,N,1,0,N,1,42,103,103,57.14285714285714
112,25,2,7,2,2,2,N,6,0,1,14,6,0,4,1,4,501,25-00503,118,1,1,98,52,2,7,2,2,2,N,1,0,2,3,170,80,69,57.14285714285714
113,39,2,6,2,2,2,N,10,0,1,10,6,0,N,2,6,377,25-00703,67,1,1,67,26,2,6,2,2,2,N,1,0,N,6,381,46,46,71.42857142857143
114,43,2,7,2,2,2,N,5,0,1,N,6,0,4,2,6,460,25-00503,92,1,1,53,33,2,7,2,2,1,N,1,0,N,2,76,109,109,50.0
115,60,2,7,2,2,2,N,10,0,1,8,1,0,2,2,8,501,25-00503,80,1,1,89,39,2,7,2,2,2,N,1,1,3,5,501,79,78,57.14285714285714
116,72,2,6,1,2,2,N,5,0,1,4,4,0,N,2,7,391,25-01000,181,1,1,112,79,1,6,2,2,2,4,1,0,N,5,301,89,89,42.857142857142854
117,66,2,7,2,2,2,N,5,0,1,16,1,0,3,1,2,186,25-00503,66,1,2,66,46,2,7,2,2,2,N,1,0,4,7,501,87,79,57.14285714285714
118,49,2,6,2,1,2,N,7,0,1,6,3,1,2,1,6,471,25-00703,109,1,2,108,73,2,6,2,2,2,N,1,0,N,9,501,98,97,42.857142857142854
119,71,2,7,2,1,2,N,5,0,1,14,3,0,N,1,7,501,25-02800,110,1,2,111,53,2,7,2,2,2,N,1,0,N,4,221,340,343,57.14285714285714
120,45,2,7,2,2,2,N,7,0,1,16,1,2,4,1,9,501,25-02800,119,1,2,110,78,2,7,2,2,2,N,1,0,2,3,172,88,90,50.0
121,38,2,6,2,2,1,N,7,0,1,6,5,0,N,2,3,245,25-00703,63,1,2,78,46,2,6,2,2,2,N,1,1,2,5,246,71,71,42.857142857142854
122,68,2,7,2,2,2,N,4,0,1,N,1,0,2,2,2,284,25-02800,65,1,1,65,77,2,7,2,2,2,N,1,0,2,1,91,63,58,64.28571428571429
123,19,2,5,2,2,2,N,7,0,1,N,6,0,2,1,0,501,25-01300,74,1,1,49,33,2,5,2,2,1,N,1,0,3,0,501,99,59,64.28571428571429
124,73,2,7,2,2,2,N,9,0,1,11,4,0,N,1,6,422,25-02800,96,1,2,95,82,2,7,2,2,2,N,1,0,N,8,501,70,70,64.28571428571429
125,51,2,6,2,2,2,N,7,0,1,16,4,0,2,1,4,310,25-01000,55,1,2,71,61,2,6,2,2,2,N,1,0,N,7,501,63,63,57.14285714285714
126,81,2,7,2,2,2,N,1,0,1,N,3,0,2,2,4,138,25-00503,206,6,2,206,60,2,7,2,2,2,N,1,2,5,0,374,105,98,50.0
127,23,2,6,2,2,2,N,8,0,1,14,6,0,3,1,0,501,25-00703,98,1,1,86,26,2,6,2,2,2,N,1,0,4,3,501,148,133,64.28571428571429
128,94,2,6,2,1,2,N,8,0,1,N,3,0,N,1,4,339,25-01000,80,1,1,80,62,2,6,2,2,2,N,1,0,2,2,195,86,55,50.0
129,59,2,6,2,2,2,N,7,0,1,12,3,0,4,1,5,427,25-00703,102,1,2,89,67,2,6,1,2,2,N,1,0,2,7,501,57,57,50.0
130,20,2,6,2,2,2,N,5,4,1,14,6,0,N,2,3,141,25-00703,86,1,2,72,27,2,6,2,2,2,N,1,0,2,4,323,396,396,57.14285714285714
131,72,1,6,2,2,2,N,7,0,1,6,4,0,N,2,2,109,25-00703,88,1,2,88,62,2,6,2,1,1,N,1,0,N,2,94,62,62,50.0
132,51,2,7,2,2,2,N,9,0,1,12,4,0,N,2,6,382,25-00503,181,1,2,195,68,2,7,2,2,2,N,1,0,N,7,501,101,100,64.28571428571429
133,29,2,7,2,2,2,N,9,0,1,9,4,0,N,1,5,324,25-00503,57,1,2,68,45,2,7,2,2,2,N,1,1,2,9,501,337,336,50.0
134,78,2,6,2,2,2,N,10,0,1,12,3,0,5,1,9,501,25-00703,59,1,2,58,67,2,6,2,2,2,N,1,0,4,9,501,75,76,71.42857142857143
135,58,2,6,2,2,2,N,5,0,1,12,3,0,N,2,3,175,25-00703,11,1,2,10,67,2,6,2,2,2,N,1,0,4,3,236,65,65,64.28571428571429
136,67,2,6,2,2,2,N,9,0,1,11,3,0,N,1,5,269,25-00703,48,1,2,45,68,2,6,2,2,2,N,1,0,2,4,263,61,61,57.14285714285714
137,16,2,6,2,2,2,N,4,0,1,4,6,1,5,1,1,501,25-00703,58,1,1,58,16,2,6,2,2,2,N,1,1,2,1,271,49,58,78.57142857142857
138,66,2,6,2,2,2,N,11,0,1,12,1,0,2,1,9,501,25-01000,145,1,2,145,40,2,6,2,2,2,N,1,2,4,9,501,65,64,64.28571428571429
139,66,2,5,2,2,2,N,9,0,1,12,5,0,2,1,3,273,25-01300,161,1,2,165,33,2,5,2,2,2,N,1,0,5,5,465,109,83,57.14285714285714
140,88,2,6,2,2,2,N,5,0,1,N,6,0,N,2,7,501,25-01000,40,1,2,40,84,2,6,2,2,2,N,1,0,N,4,248,60,60,64.28571428571429
141,65,2,7,2,2,2,N,9,0,1,13,1,0,2,1,9,501,25-02800,107,1,2,108,33,2,7,2,2,2,N,1,1,3,4,501,86,95,57.14285714285714
142,29,2,5,2,2,2,N,9,0,1,5,6,0,N,2,6,285,25-01300,122,1,1,122,24,2,5,2,2,1,N,1,0,N,5,266,75,60,57.14285714285714
143,89,1,5,2,1,2,N,4,0,2,N,6,N,N,0,0,N,25-01300,64,1,1,0,63,2,5,2,2,1,N,3,N,N,0,0,44,0,50.0
144,63,2,6,2,2,2,N,11,0,1,11,4,0,N,1,9,501,25-00703,25,1,2,26,69,2,6,2,2,2,N,1,0,N,7,501,89,88,71.42857142857143
145,69,2,7,2,2,2,N,5,0,1,9,4,0,N,1,7,501,25-02800,97,1,2,98,63,2,7,2,2,2,N,1,0,N,7,501,114,115,78.57142857142857
146,29,2,7,2,2,2,N,7,0,1,5,6,0,2,1,5,469,25-02800,163,1,1,122,35,2,7,2,2,2,N,1,0,5,5,501,84,69,64.28571428571429
147,46,2,5,2,2,2,N,9,0,1,16,4,1,2,1,8,501,25-01300,101,1,2,100,53,2,5,2,2,2,N,1,1,2,7,398,115,115,64.28571428571429
148,67,2,6,2,2,2,N,4,0,1,7,1,0,2,1,5,382,25-00703,87,1,1,84,21,2,6,2,2,2,N,1,0,5,3,174,148,101,57.14285714285714
149,70,1,5,1,2,1,N,7,0,3,N,4,N,N,0,1,N,25-01300,21,1,2,0,49,2,5,2,2,2,N,3,N,N,0,0,17,0,50.0
150,67,2,5,2,2,2,N,9,0,1,16,6,0,N,1,9,501,25-01300,97,1,2,97,61,2,5,2,2,2,N,1,0,N,9,501,86,86,78.57142857142857
151,45,2,6,2,2,2,N,7,0,1,15,1,2,5,2,4,501,25-00703,38,1,2,37,56,2,6,2,2,2,N,1,0,3,3,213,36,29,50.0
152,36,2,7,2,2,2,N,9,0,1,11,6,0,2,1,7,501,25-02800,107,1,1,66,25,2,7,2,2,2,N,1,0,3,4,501,148,98,64.28571428571429
153,21,2,7,2,2,2,N,7,0,1,4,6,0,N,1,2,90,25-02800,103,1,1,103,32,2,7,2,2,2,N,1,0,5,5,501,117,69,57.14285714285714
154,24,2,6,2,2,2,N,9,0,1,14,6,0,N,1,2,118,25-00703,90,1,2,99,29,2,6,1,2,1,N,1,0,N,0,0,48,54,50.0
155,72,2,5,2,2,2,N,4,0,2,6,6,N,N,0,1,N,25-01300,71,1,1,0,68,2,5,2,2,1,N,3,N,N,4,203,9,0,57.14285714285714
156,47,2,5,2,2,2,N,10,0,1,13,1,2,4,1,8,501,25-01300,77,1,1,100,60,2,5,2,2,2,N,1,0,3,9,501,100,100,64.28571428571429
157,66,2,7,2,2,2,N,10,0,1,4,1,0,2,1,8,501,25-02800,94,1,2,54,59,2,7,2,2,2,N,1,0,2,8,501,68,68,78.57142857142857
158,32,2,6,2,2,2,N,12,0,1,10,6,0,N,1,9,501,25-00703,71,1,2,72,62,2,6,2,2,2,N,1,0,N,9,501,77,76,78.57142857142857
