,library name,algorithm name,algorithm type,target dataset,feature set name,feature space size,features list,privacy category,privacy label detail,epsilon,delta,variant label,variant label detail,research papers,data path,labels path,report path,team,submission number,submission timestamp,quasi identifiers subset,deid data id
10,Genetic SD,Genetic SD,query matching,national2019,simple-features,196151155200000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,1,10^(-5),sync_national2019_simple_1,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/national/genetic_sd_e_1_simple_GiuseppeVietri_3.csv,deid_data/genetic_sd_DataEvolution/national/genetic_sd_e_1_simple_GiuseppeVietri_3.json,deid_data/genetic_sd_DataEvolution/national/report_genetic_sd_e_1_simple_GiuseppeVietri_3_national2019_06-19-2023T20.33.47,DataEvolution,3.0,4/18/2023 13:55:09,,bf97775beadc914e93edd012214606f3d09840dd
11,Genetic SD,Genetic SD,query matching,national2019,simple-features,196151155200000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,10,10^(-5),National_Rows=N_k=3_eps=10,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/national/genetic_sd_k_3_e_10_simple_GiuseppeVietri_4.csv,deid_data/genetic_sd_DataEvolution/national/genetic_sd_k_3_e_10_simple_GiuseppeVietri_4.json,deid_data/genetic_sd_DataEvolution/national/report_genetic_sd_k_3_e_10_simple_GiuseppeVietri_4_national2019_06-19-2023T20.33.47,DataEvolution,4.0,4/28/2023 14:37:48,,648d727e407848eb2e0267e46b06eae1cf2c9f56
12,Genetic SD,Genetic SD,query matching,national2019,simple-features,196151155200000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,1,10^(-5),National_Rows=N_k=3_eps=1,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/national/genetic_sd_k_3_e_1_simple_GiuseppeVietri_4.csv,deid_data/genetic_sd_DataEvolution/national/genetic_sd_k_3_e_1_simple_GiuseppeVietri_4.json,deid_data/genetic_sd_DataEvolution/national/report_genetic_sd_k_3_e_1_simple_GiuseppeVietri_4_national2019_06-19-2023T20.33.47,DataEvolution,4.0,4/28/2023 14:37:48,,ca4940c68a2da4c2deee5e860b9e1a558b5f99c2
13,Genetic SD,Genetic SD,query matching,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,1,10^(-5),sync_tx2019_1,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_1_GiuseppeVietri_2.csv,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_1_GiuseppeVietri_2.json,deid_data/genetic_sd_DataEvolution/tx/report_genetic_sd_e_1_GiuseppeVietri_2_tx2019_06-19-2023T20.33.47,DataEvolution,2.0,4/16/2023 20:31:04,,ec76cb48d40e5071a833668ad5d814d0ed128fe4
14,Genetic SD,Genetic SD,query matching,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,10,10^(-5),sync_tx2019_10,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_10_GiuseppeVietri_2.csv,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_10_GiuseppeVietri_2.json,deid_data/genetic_sd_DataEvolution/tx/report_genetic_sd_e_10_GiuseppeVietri_2_tx2019_06-19-2023T20.33.47,DataEvolution,2.0,4/16/2023 20:31:04,,48c09037b0e8ef4df01aad96394d95d4267652b6
15,Genetic SD,Genetic SD,query matching,tx2019,simple-features,14711336640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,10,10^(-5),sync_tx2019_simple_10,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_10_simple_GiuseppeVietri_3.csv,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_10_simple_GiuseppeVietri_3.json,deid_data/genetic_sd_DataEvolution/tx/report_genetic_sd_e_10_simple_GiuseppeVietri_3_tx2019_06-19-2023T20.33.47,DataEvolution,3.0,4/18/2023 13:55:09,,909e622e2b84dbad03cc3d352b7e9fba50f35320
16,Genetic SD,Genetic SD,query matching,tx2019,simple-features,14711336640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,1,10^(-5),sync_tx2019_simple_1,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_1_simple_GiuseppeVietri_3.csv,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_e_1_simple_GiuseppeVietri_3.json,deid_data/genetic_sd_DataEvolution/tx/report_genetic_sd_e_1_simple_GiuseppeVietri_3_tx2019_06-19-2023T20.33.47,DataEvolution,3.0,4/18/2023 13:55:09,,58586219081876f73cf7e0bfad0dad3b77927ee0
17,Genetic SD,Genetic SD,query matching,tx2019,simple-features,14711336640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,10,10^(-5),TX_Rows=N_k=3_eps=10,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_k_3_e_10_simple_GiuseppeVietri_4.csv,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_k_3_e_10_simple_GiuseppeVietri_4.json,deid_data/genetic_sd_DataEvolution/tx/report_genetic_sd_k_3_e_10_simple_GiuseppeVietri_4_tx2019_06-19-2023T20.33.47,DataEvolution,4.0,4/28/2023 14:37:48,,d771b521139c53cbbd76ba2ab0092cf64735008d
18,Genetic SD,Genetic SD,query matching,tx2019,simple-features,14711336640000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR",dp,Our submission satisfies approximate differential privacy. To archive privacy the mechanism utilizes the gaussian mechanism to access statistical properties of the data.,1,10^(-5),TX_Rows=N_k=3_eps=1,,https://doi.org/10.48550/arXiv.2306.03257,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_k_3_e_1_simple_GiuseppeVietri_4.csv,deid_data/genetic_sd_DataEvolution/tx/genetic_sd_k_3_e_1_simple_GiuseppeVietri_4.json,deid_data/genetic_sd_DataEvolution/tx/report_genetic_sd_k_3_e_1_simple_GiuseppeVietri_4_tx2019_06-19-2023T20.33.47,DataEvolution,4.0,4/28/2023 14:37:48,,493f7e2c8e9b594f77bf13f865206a8971b8ab03
19,LostInTheNoise,MWEM+PGM,query matching,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",dp,Differential Privacy: Epsilon value = 1,1,3.6e^(-6),LostInTheNoise_National_MWEM_PGM_Eps_1_All_Features,,https://doi.org/10.48550/arXiv.1901.09136,deid_data/mwem_pgm_LostInTheNoise/national/mwem_pgm_GirishKumar.csv,deid_data/mwem_pgm_LostInTheNoise/national/mwem_pgm_GirishKumar.json,deid_data/mwem_pgm_LostInTheNoise/national/report_mwem_pgm_GirishKumar_national2019_06-19-2023T20.33.47,LostInTheNoise,1.0,3/9/2023 17:40:45,,ee9d4d9ca45a8ab80fce6d854def382689adc003
20,MostlyAI SD,MostlyAI SD,neural net,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,ma2019,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/ma/mostlyai_sd_platform_MichaelPlatzer_2.csv,deid_data/mostlyai_sd_MOSTLY_AI/ma/mostlyai_sd_platform_MichaelPlatzer_2.json,deid_data/mostlyai_sd_MOSTLY_AI/ma/report_mostlyai_sd_platform_MichaelPlatzer_2_ma2019_06-19-2023T20.33.47,MOSTLY AI,2.0,3/31/2023 11:27:22,,3847fc53a113967b7382f2be6c059b02078be32b
21,MostlyAI SD,MostlyAI SD,neural net,ma2019,all-features,13330105588800000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,ma2019_synthetic_s1,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/ma/mostlyai_sd_platform_PaulTiwald_1.csv,deid_data/mostlyai_sd_MOSTLY_AI/ma/mostlyai_sd_platform_PaulTiwald_1.json,deid_data/mostlyai_sd_MOSTLY_AI/ma/report_mostlyai_sd_platform_PaulTiwald_1_ma2019_06-19-2023T20.33.47,MOSTLY AI,1.0,3/10/2023 8:29:44,,9a97072dc997c73c5ae8b826a85c5b0af8d35790
22,MostlyAI SD,MostlyAI SD,neural net,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,national2019,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/national/mostlyai_sd_platform_MichaelPlatzer_2.csv,deid_data/mostlyai_sd_MOSTLY_AI/national/mostlyai_sd_platform_MichaelPlatzer_2.json,deid_data/mostlyai_sd_MOSTLY_AI/national/report_mostlyai_sd_platform_MichaelPlatzer_2_national2019_06-19-2023T20.33.47,MOSTLY AI,2.0,3/31/2023 11:27:22,,583b01386728a111f87fd1ef4d8df8c485eb5789
23,MostlyAI SD,MostlyAI SD,neural net,national2019,all-features,517839049728000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,national2019_synthetic_s1,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/national/mostlyai_sd_platform_PaulTiwald_1.csv,deid_data/mostlyai_sd_MOSTLY_AI/national/mostlyai_sd_platform_PaulTiwald_1.json,deid_data/mostlyai_sd_MOSTLY_AI/national/report_mostlyai_sd_platform_PaulTiwald_1_national2019_06-19-2023T20.33.47,MOSTLY AI,1.0,3/10/2023 8:29:44,,f5107274829e7ecd88e11b85fe13d732016bbf94
24,MostlyAI SD,MostlyAI SD,neural net,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,tx2019,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/tx/mostlyai_sd_platform_MichaelPlatzer_2.csv,deid_data/mostlyai_sd_MOSTLY_AI/tx/mostlyai_sd_platform_MichaelPlatzer_2.json,deid_data/mostlyai_sd_MOSTLY_AI/tx/report_mostlyai_sd_platform_MichaelPlatzer_2_tx2019_06-19-2023T20.33.47,MOSTLY AI,2.0,3/31/2023 11:27:22,,b4224900bb4e4b0408e218e4be50eccf124127a3
25,MostlyAI SD,MostlyAI SD,neural net,tx2019,all-features,36042774768000000000000000,"PUMA, AGEP, SEX, MSP, HISP, RAC1P, NOC, NPF, HOUSING_TYPE, OWN_RENT, DENSITY, INDP, INDP_CAT, EDU, PINCP, PINCP_DECILE, POVPIP, DVET, DREM, DPHY, DEYE, DEAR, WGTP, PWGTP",non_dp,"The MOSTLY AI Synthetic Data Platform generates synthetic data based original input data. The usage of synthetic data minimizes privacy risks - such as membership inference, re-identification, and attribute inference - while maintaining the majority of statistical properties of the original data. The privacy of the original data is protected by, first, applying basic outlier protection mechanisms and, second, strong regularization of the generative networks creating the synthetic data.",,,tx2019_synthetic_s1,,https://doi.org/10.48550/arXiv.2104.03007,deid_data/mostlyai_sd_MOSTLY_AI/tx/mostlyai_sd_platform_PaulTiwald_1.csv,deid_data/mostlyai_sd_MOSTLY_AI/tx/mostlyai_sd_platform_PaulTiwald_1.json,deid_data/mostlyai_sd_MOSTLY_AI/tx/report_mostlyai_sd_platform_PaulTiwald_1_tx2019_06-19-2023T20.33.47,MOSTLY AI,1.0,3/10/2023 8:29:44,,cb0a913f2af0ed369767bfd919117a65eab37434
26,Sarus SDG,Sarus SDG,neural net,national2019,demographic-focused,227026800,"AGEP, SEX, MSP, RAC1P, HOUSING_TYPE, OWN_RENT, EDU, PINCP_DECILE, DVET, DEYE",dp,"The generative model is differentially private with a global privacy loss of (ε=10, δ=1e-5).

Each marginal distribution is first trained with simple DP histograms.
Then the global model is trained using DP-SGD.
The composition of all DP mechanisms is realized with a Renyi-DP accountant.

Because the generative model is DP, all rows of data generated share the same property (post processing).",10,10^(-5),sarus,,"
https://doi.org/10.48550/arXiv.2202.02145",deid_data/sarus_sdg_Sarus/national/sarus_sdg_demographic_NicolasGrislain.csv,deid_data/sarus_sdg_Sarus/national/sarus_sdg_demographic_NicolasGrislain.json,deid_data/sarus_sdg_Sarus/national/report_sarus_sdg_demographic_NicolasGrislain_national2019_06-19-2023T20.33.47,Sarus,1.0,3/31/2023 4:35:22,,a972d37b165438fcbbb5addf4d8f0df9bf26e416
