,AGEP_x,DEYE_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEYE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
25,2,2,1,3,0,N,1,0,N,48-02510,1,2,67,2,0,N,3,93,50.0
26,39,2,0,1,0,3,1,5,169,48-02507,9,1,22,2,0,2,6,244,33.33333333333333
27,28,2,1,1,2,4,1,2,129,48-02515,9,2,87,2,0,2,2,111,33.33333333333333
28,35,2,1,3,0,N,2,5,161,48-02102,1,2,84,2,0,3,2,501,33.33333333333333
29,44,2,1,6,0,2,1,4,498,48-02101,9,1,18,2,1,6,1,501,16.666666666666664
30,47,2,0,4,0,N,1,2,445,48-02516,6,1,31,2,0,4,1,381,33.33333333333333
31,24,2,0,6,0,3,2,0,408,48-02516,2,2,15,2,2,4,0,442,33.33333333333333
32,75,2,0,1,0,2,2,5,334,48-02510,9,2,31,2,1,3,7,501,16.666666666666664
33,5,2,4,6,0,4,1,3,211,48-02101,1,1,18,2,0,2,0,164,33.33333333333333
34,70,2,0,2,0,5,1,2,368,48-02102,6,2,35,2,0,6,0,0,33.33333333333333
35,45,2,1,3,N,N,2,7,328,48-02507,1,1,66,2,0,5,6,338,16.666666666666664
36,28,2,0,N,2,3,1,N,501,48-02102,6,2,2,2,1,3,N,44,50.0
37,49,2,1,5,0,3,2,2,76,48-02515,1,2,24,2,0,2,2,311,50.0
38,22,2,4,1,0,2,2,5,133,48-02102,8,2,78,2,0,2,2,131,50.0
39,3,2,1,N,3,7,1,N,138,48-02101,9,1,13,2,1,6,N,501,33.33333333333333
40,22,2,0,6,0,2,2,0,0,48-02102,8,1,21,2,0,N,5,249,33.33333333333333
41,44,2,1,6,0,2,1,3,95,48-02101,9,2,21,2,1,6,4,501,16.666666666666664
42,47,2,0,4,0,2,1,4,499,48-02510,9,2,52,2,0,N,2,41,33.33333333333333
43,31,2,0,2,0,N,1,2,212,48-02507,2,2,83,2,0,N,2,57,66.66666666666666
44,8,2,1,6,0,2,1,4,360,48-02510,8,2,65,2,0,N,9,501,33.33333333333333
45,51,2,4,6,0,6,1,0,127,48-02101,1,2,34,2,0,N,8,489,33.33333333333333
46,84,2,1,2,2,2,2,9,501,48-02101,1,2,25,2,0,N,0,0,16.666666666666664
47,47,2,0,2,0,N,1,2,24,48-02510,6,1,16,2,0,3,0,501,33.33333333333333
48,29,2,1,6,0,N,2,1,263,48-02516,1,1,22,2,1,4,0,317,16.666666666666664
49,51,2,4,4,0,N,1,6,501,48-02102,1,2,27,2,3,5,7,264,16.666666666666664
50,59,2,1,2,3,5,2,5,284,48-02101,1,1,25,2,1,7,4,179,16.666666666666664
51,28,2,1,1,3,5,1,7,194,48-02515,9,1,88,2,0,2,3,111,16.666666666666664
52,82,2,0,6,0,N,2,9,501,48-02516,9,2,48,2,0,2,6,366,33.33333333333333
53,62,2,4,4,0,N,1,8,501,48-02101,1,2,56,2,0,2,5,164,33.33333333333333
54,44,2,0,4,2,4,1,3,487,48-02515,9,1,64,2,0,N,7,418,16.666666666666664
55,4,2,1,4,0,2,2,5,134,48-02102,8,1,64,2,0,N,7,394,33.33333333333333
56,87,2,1,N,2,5,2,N,501,48-02101,8,2,6,2,6,7,N,0,33.33333333333333
57,47,2,0,5,0,3,2,9,74,48-02510,1,1,49,2,0,N,8,501,33.33333333333333
58,53,2,1,6,0,3,1,7,501,48-02516,9,1,20,2,0,3,3,501,66.66666666666666
59,18,2,1,N,3,5,1,N,469,48-02515,2,1,13,2,3,4,N,194,50.0
60,47,2,0,4,N,N,1,7,501,48-02510,6,2,56,2,0,4,8,501,33.33333333333333
61,49,2,1,5,2,3,2,5,337,48-02507,1,2,55,2,0,2,6,430,16.666666666666664
62,86,2,0,4,1,3,1,5,355,48-02516,2,1,46,2,2,3,4,113,33.33333333333333
63,38,2,1,3,0,N,2,6,101,48-02101,1,2,45,2,0,N,4,144,50.0
64,65,2,0,1,1,5,1,0,501,48-02510,7,2,57,2,0,2,7,351,16.666666666666664
65,11,2,0,N,1,4,2,N,135,48-02507,9,2,4,2,3,4,N,89,50.0
66,51,2,1,6,0,2,0,3,N,48-02510,1,2,87,2,N,N,2,N,33.33333333333333
