SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,7,0,25-00703,63,0,2,501,2503
1,1,1,1,8,0,25-00703,43,4,6,500,4649
1,1,1,1,8,0,25-00703,55,0,4,501,3452
1,6,1,2,2,0,25-00503,28,0,N,143,1017
2,1,1,1,7,0,25-00703,64,0,2,501,2321
2,3,1,1,4,0,25-01300,69,0,2,45,5212
1,2,1,1,7,0,25-00703,49,0,5,500,4220
1,1,1,1,9,0,25-00703,62,0,2,501,4390
2,1,1,1,4,0,25-00703,80,0,2,472,5474
2,1,1,1,4,0,25-01000,59,0,2,500,4608
2,3,1,1,2,0,25-00503,84,0,2,500,2962
2,N,1,2,N,0,25-01000,3,1,3,500,7062
2,6,1,1,6,0,25-02800,34,1,2,455,2662
2,2,1,1,7,0,25-00503,57,0,2,51,3975
2,N,1,2,N,4,25-00703,7,2,3,75,6991
2,3,1,1,8,0,25-01000,75,0,N,501,6417
1,6,1,1,2,0,25-00703,18,0,4,500,5367
2,1,1,1,5,0,25-02800,53,0,3,500,636
2,N,1,1,9,0,25-01300,9,4,9,499,6771
2,3,1,2,9,0,25-00503,82,0,N,501,5489
1,N,1,2,9,0,25-00703,9,2,4,210,7426
2,6,6,2,6,0,25-00503,22,2,3,298,1166
2,N,1,1,9,0,25-00703,3,2,4,499,6314
2,1,1,1,0,0,25-00503,67,0,2,500,1230
1,1,6,2,9,0,25-01300,46,1,3,51,5342
1,1,1,1,8,0,25-00503,49,0,4,500,825
2,3,1,1,3,0,25-01300,72,0,N,248,6466
1,6,1,1,0,0,25-00703,31,0,2,266,5818
2,6,1,1,0,0,25-01300,15,0,5,499,3776
1,1,1,1,9,0,25-02800,35,2,6,501,3265
2,3,1,1,0,0,25-02800,80,0,4,290,276
1,1,1,1,7,0,25-01000,66,0,2,500,5248
2,1,6,1,3,2,25-01000,55,0,2,500,3065
1,1,1,1,7,0,25-01300,34,2,4,443,5304
2,N,1,1,N,0,25-01000,13,2,4,449,6646
2,N,1,1,9,0,25-00503,13,2,4,500,7442
2,N,1,1,9,0,25-01000,0,2,4,500,6291
2,3,1,0,0,0,25-01300,85,N,N,99,69
1,1,1,1,6,0,25-00703,24,1,3,499,2021
2,6,1,2,5,0,25-00503,24,0,N,387,5504
2,1,1,1,1,0,25-02800,30,1,4,500,1282
2,4,1,1,3,0,25-00703,45,2,3,152,3898
2,6,1,0,1,0,25-00703,75,N,N,96,331
2,3,1,2,2,0,25-02800,73,0,N,110,1253
2,6,1,0,1,0,25-00503,23,N,N,N,411
1,1,1,1,8,0,25-02800,62,0,4,500,5748
2,1,1,2,3,0,25-00703,47,2,4,387,1804
1,1,1,1,3,0,25-00703,87,0,2,166,3073
1,N,1,1,9,0,25-00503,9,2,5,500,6944
1,1,1,1,4,0,25-01000,36,0,3,309,5318
2,6,6,0,5,0,25-00503,26,N,N,N,298
2,4,9,1,7,0,25-01000,61,0,4,500,1107
2,4,1,1,1,0,25-00703,72,0,2,203,4927
1,6,1,1,3,0,25-02800,22,0,4,501,4796
1,1,1,1,9,0,25-00503,48,2,4,501,2034
1,N,1,1,9,0,25-00703,0,3,5,500,6943
2,1,1,1,0,0,25-00703,40,2,4,500,4524
2,3,1,2,2,0,25-00703,68,0,N,141,3932
1,1,6,1,8,0,25-01300,48,2,4,500,4270
2,6,1,2,1,0,25-00503,21,0,N,85,5284
1,1,1,1,8,0,25-00703,44,4,6,500,2161
1,2,1,1,5,0,25-01300,58,0,N,369,2874
1,1,1,1,7,0,25-02800,36,2,4,500,1452
1,1,1,1,9,0,25-00503,57,0,2,501,1453
1,N,1,1,N,0,25-02800,12,2,4,501,7364
2,1,6,1,6,0,25-00503,75,0,2,501,5908
1,3,1,2,1,4,25-01300,72,2,5,398,4265
1,1,1,1,5,0,25-02800,56,0,2,500,1660
2,1,6,1,0,0,25-00503,53,0,3,51,2358
2,3,1,0,1,0,25-00703,87,N,N,N,659
1,1,1,1,8,0,25-00503,45,2,5,500,2948
2,4,1,1,7,0,25-00703,74,1,4,501,2388
1,1,1,1,8,0,25-01000,38,1,3,501,5584
1,1,1,1,7,0,25-02800,38,2,4,475,2321
1,6,1,1,6,0,25-00503,33,0,2,501,1427
1,6,1,0,1,0,25-00503,54,N,N,98,143
2,6,6,1,0,0,25-00503,16,2,4,500,471
1,6,1,1,7,0,25-00703,28,0,N,501,5507
1,1,1,1,7,0,25-01000,67,0,2,499,2871
1,1,1,1,4,0,25-02800,89,0,2,51,4539
1,N,1,1,N,0,25-02800,12,3,5,501,6894
2,N,1,1,9,0,25-01000,11,2,3,208,7405
2,6,1,1,1,0,25-02800,17,1,4,501,1830
2,1,1,1,8,0,25-00503,73,0,3,501,5243
1,6,1,1,0,0,25-02800,20,0,3,500,1773
2,6,1,0,1,0,25-00703,20,N,N,N,193
2,4,1,1,7,0,25-00703,73,0,2,499,5352
2,6,1,2,1,0,25-00703,18,0,N,71,2107
2,6,1,1,7,0,25-02800,35,1,2,500,2721
1,1,1,1,7,0,25-01300,56,0,3,500,4388
2,6,1,2,7,0,25-00503,43,0,2,478,6511
2,1,1,1,4,0,25-00503,42,0,6,384,5143
1,N,1,2,9,0,25-02800,8,2,4,187,6474
1,1,1,2,5,0,25-02800,23,1,3,330,1775
1,6,1,2,4,0,25-02800,56,0,N,263,6058
2,1,1,1,7,0,25-02800,53,0,2,500,1297
2,N,6,1,9,0,25-02800,0,4,6,500,7187
2,4,1,1,5,0,25-00503,69,0,N,362,5456
2,4,2,2,1,0,25-02800,64,0,N,63,1617
2,N,1,1,9,0,25-01300,3,4,6,499,7026
2,6,1,1,5,0,25-00703,63,0,N,314,5700
2,1,1,1,9,3,25-01000,38,2,4,501,2081
1,6,1,1,6,0,25-02800,28,0,6,501,1923
2,4,1,1,6,0,25-01300,60,0,N,499,3326
2,3,1,0,0,0,25-01300,80,N,N,N,394
2,4,1,1,1,0,25-00503,62,0,N,93,1288
1,4,1,2,7,0,25-01300,53,0,N,501,3344
1,1,1,1,8,0,25-00703,78,0,3,51,3562
1,6,1,2,4,0,25-00703,33,1,2,272,3075
1,4,1,2,9,0,25-01300,62,0,N,51,2604
1,2,1,2,9,0,25-00503,63,0,N,501,4834
1,N,1,1,9,0,25-01300,0,2,4,500,6489
1,6,1,1,0,0,25-00703,62,0,N,105,955
2,1,1,1,8,0,25-01300,65,0,2,501,4246
1,1,1,1,6,0,25-01000,39,2,4,433,837
1,1,2,1,6,0,25-00503,33,2,4,445,5093
1,1,1,1,4,0,25-01000,94,0,2,291,3147
1,1,1,1,5,0,25-00703,87,0,7,284,4682
1,1,6,1,9,0,25-01000,35,0,2,501,1421
2,1,1,1,5,0,25-00703,59,0,3,501,1160
2,1,1,1,7,0,25-02800,48,2,4,500,3527
2,1,1,1,8,0,25-00703,55,0,2,500,2313
1,N,1,1,9,0,25-00703,3,2,4,0,7069
1,4,1,2,9,0,25-02800,64,0,N,501,5916
2,6,1,2,9,0,25-00503,34,0,N,501,5757
1,N,1,1,N,0,25-02800,8,2,4,501,6952
2,4,1,2,6,0,25-01000,54,0,2,500,623
1,1,1,2,8,0,25-00703,48,0,2,499,3435
1,1,1,1,8,0,25-00703,56,1,3,501,4500
2,N,1,1,9,0,25-01300,2,0,3,52,7005
1,4,1,2,0,0,25-00703,66,0,N,0,2030
1,1,1,1,9,0,25-01000,53,2,4,501,2133
2,1,1,1,5,0,25-02800,53,0,3,500,634
1,2,2,0,1,0,25-01300,25,N,N,98,51
1,N,1,1,9,0,25-00703,8,2,4,500,7010
2,1,1,1,2,0,25-00503,78,0,2,420,5039
1,6,1,2,8,0,25-01000,39,0,N,501,6133
1,4,1,2,5,0,25-00703,54,0,5,500,2024
2,3,1,1,9,0,25-00703,76,0,N,501,4594
1,4,1,2,4,0,25-02800,61,0,2,487,535
2,1,1,1,1,0,25-00703,71,0,2,255,3595
1,N,1,1,N,0,25-02800,7,1,3,501,7572
2,N,1,1,9,0,25-00503,1,2,4,500,6569
1,1,1,1,0,0,25-00703,70,0,2,500,2536
1,N,1,1,N,0,25-00703,17,2,4,51,7626
1,1,2,2,0,0,25-00503,47,0,2,227,2078
2,N,1,1,N,0,25-00503,0,3,5,501,7261
2,N,1,1,N,0,25-00703,10,2,3,187,7449
2,1,1,1,0,0,25-00503,45,1,3,500,5845
1,1,1,1,7,0,25-00703,69,0,2,500,4779
2,N,1,1,N,0,25-02800,11,2,4,501,6683
1,1,1,2,1,0,25-01300,69,0,2,500,2124
2,3,1,2,3,0,25-01000,72,0,N,189,6574
2,1,1,1,0,0,25-00703,39,4,6,499,4294
1,6,1,0,1,0,25-00503,19,N,N,98,36
1,1,1,2,2,0,25-02800,55,0,2,465,2614
1,1,1,2,7,0,25-00503,23,0,2,500,940
2,N,1,1,9,0,25-02800,5,2,4,432,7480
2,6,1,1,0,0,25-00703,19,3,5,51,4260
1,1,1,1,8,0,25-00703,51,1,6,501,3850
1,6,1,2,5,0,25-01000,27,0,N,375,5344
1,6,1,1,3,0,25-02800,22,0,3,500,2516
2,6,1,1,0,0,25-00703,74,0,N,125,1282
2,2,1,1,2,0,25-01300,69,0,N,115,6303
2,1,1,1,0,0,25-01300,69,0,2,144,1384
2,6,1,2,9,0,25-02800,45,0,N,51,4699
2,6,1,1,0,0,25-02800,17,0,3,499,1254
2,1,1,1,6,0,25-00703,27,1,3,500,618
1,N,1,1,9,0,25-01300,8,3,5,499,6353
1,N,1,2,N,0,25-00703,0,2,3,102,7466
1,N,1,1,N,0,25-00703,12,1,4,501,7354
2,N,1,1,9,0,25-00703,1,0,4,500,6856
2,1,6,1,7,0,25-01000,56,2,4,52,6625
1,1,1,1,6,0,25-02800,73,0,2,500,2307
2,1,1,1,7,0,25-01300,59,0,2,501,622
1,1,1,1,8,0,25-02800,30,2,6,500,2701
1,1,1,1,8,0,25-00703,66,0,2,500,1739
2,1,1,1,6,0,25-00703,60,0,2,501,1074
1,6,1,0,0,0,25-00503,16,N,N,94,242
2,6,1,1,4,0,25-02800,52,0,3,500,5456
2,2,1,0,0,4,25-00703,17,N,N,94,0
2,1,1,1,9,0,25-00703,69,0,2,51,6297
2,3,1,1,5,0,25-00703,88,0,N,497,1100
2,1,1,1,4,0,25-00703,27,1,3,500,562
2,3,1,1,8,0,25-00703,74,0,2,51,965
2,3,1,2,8,0,25-00503,89,0,N,501,5402
2,1,1,1,6,0,25-02800,55,0,4,456,1603
1,1,1,1,8,0,25-01000,60,0,2,501,3384
2,1,1,1,9,0,25-00703,68,0,3,501,4347
2,N,1,1,9,0,25-00503,7,0,4,225,6438
1,2,1,1,4,0,25-02800,58,0,7,391,5924
2,1,1,1,5,0,25-01300,42,2,5,51,2430
2,1,1,1,6,0,25-00503,40,2,4,501,1062
1,6,1,0,3,0,25-01000,60,N,N,18,465
2,1,1,2,3,0,25-00703,81,0,2,259,2316
2,6,1,1,6,0,25-02800,31,0,4,397,2271
2,1,1,2,0,0,25-00503,54,0,2,20,2973
2,4,1,1,8,0,25-00503,60,0,2,501,5414
2,3,1,2,2,0,25-01300,59,0,N,93,5446
1,1,2,2,4,0,25-02800,41,2,4,443,2499
2,1,1,1,0,0,25-00703,54,0,2,500,2782
2,6,1,1,8,0,25-00503,32,0,N,501,1663
1,1,1,1,6,0,25-01300,61,0,3,500,5871
2,6,1,0,1,0,25-01300,47,N,N,57,303
2,4,1,1,3,0,25-01000,48,0,6,280,5424
1,1,1,1,5,0,25-00703,46,1,3,307,6296
2,1,1,1,5,0,25-00703,40,2,4,501,6089
2,1,1,1,5,0,25-01000,71,0,2,426,2116
1,4,1,1,5,0,25-01300,39,0,2,443,2514
2,1,1,1,0,0,25-00703,59,0,4,381,4062
2,4,1,2,5,0,25-01300,70,0,N,335,2136
2,6,1,1,1,0,25-00703,19,0,5,16,2582
2,6,1,1,0,0,25-01000,16,3,5,487,1639
2,1,1,1,6,0,25-00503,72,0,2,500,3238
2,3,1,0,3,0,25-00703,94,N,N,N,577
1,1,1,1,7,0,25-00503,75,0,2,501,6242
2,4,1,1,8,0,25-01300,51,0,2,501,631
1,1,1,1,8,0,25-01000,77,0,2,501,4096
2,1,6,1,3,0,25-00503,78,0,2,464,2734
2,6,1,2,0,0,25-00703,19,0,N,76,4168
2,N,1,1,N,0,25-00703,17,2,4,51,7515
1,1,1,1,9,0,25-01300,62,0,3,51,5495
1,6,1,0,4,2,25-01000,55,N,N,181,310
2,1,1,1,0,0,25-01300,40,2,4,501,3466
2,1,1,1,2,0,25-00703,38,3,6,286,3956
2,3,1,1,3,0,25-00703,68,0,N,201,4376
1,6,1,1,5,0,25-00703,33,3,6,51,5675
1,4,1,2,9,0,25-01300,60,0,N,501,2417
1,1,6,1,8,0,25-00503,47,2,4,500,968
2,1,1,1,7,0,25-01300,45,4,9,500,2636
1,N,1,2,9,4,25-01000,9,5,7,141,7201
1,1,1,1,6,0,25-01300,33,3,5,499,1072
2,N,1,1,9,0,25-00703,6,2,4,500,6792
2,6,1,1,0,0,25-02800,18,1,3,330,4451
2,6,1,1,0,0,25-01300,20,2,4,51,4070
1,N,1,1,9,0,25-02800,4,2,4,500,6674
2,1,1,1,0,0,25-00703,50,1,3,323,2998
2,1,6,2,7,0,25-01300,30,1,3,500,5363
2,1,6,1,0,0,25-02800,36,1,3,501,3325
2,N,1,1,N,0,25-00703,11,2,4,51,7241
1,6,8,1,0,4,25-00503,17,1,3,501,5461
2,1,1,1,4,0,25-01000,66,0,2,39,5383
2,1,1,1,4,0,25-01000,68,0,2,51,3139
2,6,6,2,0,0,25-00503,19,0,N,0,5757
2,1,1,1,4,0,25-00503,72,0,3,501,5158
2,6,1,2,0,0,25-02800,50,0,N,461,1647
1,6,1,2,3,0,25-00503,22,0,N,18,1208
2,2,1,1,7,0,25-01000,23,0,3,499,5756
2,N,1,1,N,0,25-00703,6,2,6,51,7633
2,1,1,1,6,0,25-01000,53,0,2,499,2972
2,6,1,1,6,0,25-00703,25,0,5,501,4723
2,N,1,2,9,0,25-00703,7,1,2,123,6487
2,6,1,1,1,0,25-02800,68,0,N,72,3163
2,N,1,2,N,0,25-00703,3,1,2,42,7268
2,1,1,1,2,0,25-01300,69,0,2,416,3922
2,1,1,1,2,0,25-01300,72,0,2,293,6100
2,N,1,2,9,0,25-00503,13,1,3,500,6928
1,1,1,1,5,0,25-01000,78,0,2,500,6124
2,1,1,1,6,0,25-00503,78,0,2,452,1378
2,1,1,1,4,0,25-00503,44,0,6,397,5372
1,1,1,2,6,0,25-00503,56,0,3,45,3233
2,4,1,1,5,0,25-01300,52,0,N,426,470
1,1,1,1,8,0,25-00503,47,1,3,500,3189
2,1,6,1,7,0,25-00503,48,0,3,499,1515
2,3,1,2,3,0,25-00503,67,0,N,145,6567
1,2,1,0,3,0,25-00703,80,N,N,N,313
2,N,1,1,N,0,25-01000,16,2,3,281,7560
2,4,1,2,6,0,25-00503,58,0,N,499,2267
1,2,1,1,4,0,25-00703,78,1,4,499,2222
2,6,1,0,0,0,25-00503,23,N,N,N,450
2,1,1,1,6,0,25-02800,60,1,3,501,1463
2,1,1,1,2,0,25-01000,61,0,2,267,2545
2,N,1,1,N,0,25-00703,16,1,4,437,7227
2,1,1,1,5,0,25-01300,43,0,2,4,817
2,N,1,1,N,0,25-01300,8,1,3,501,7236
1,N,1,1,N,0,25-00703,6,4,6,501,6739
2,4,1,1,7,0,25-01000,49,3,4,501,3752
2,1,1,1,9,0,25-01300,62,0,2,501,2617
1,6,1,2,0,0,25-00703,17,0,3,204,1642
2,6,1,1,1,0,25-00503,17,1,2,501,4748
1,6,8,0,3,2,25-02800,49,N,N,N,308
1,2,1,0,2,0,25-01300,86,N,N,N,198
1,1,1,1,7,0,25-00703,53,0,4,500,3207
2,4,1,1,8,0,25-00503,67,0,N,501,542
2,1,1,1,7,0,25-00503,74,0,2,51,2265
2,4,1,1,7,0,25-01300,45,0,N,500,1541
2,5,1,2,2,0,25-00503,70,0,N,98,2026
1,6,1,1,6,0,25-01300,30,0,4,500,973
2,6,1,0,3,0,25-00503,24,N,N,N,386
2,4,1,1,4,0,25-00703,59,0,N,260,866
1,1,1,1,4,0,25-01000,45,0,2,501,4957
2,N,1,1,9,0,25-00703,0,4,6,500,7254
2,N,1,1,9,0,25-01000,6,2,3,153,7068
1,6,1,1,5,0,25-00503,22,0,3,500,2897
2,1,1,1,2,0,25-01000,82,0,2,51,1596
2,6,1,1,7,0,25-02800,38,0,N,500,4826
2,1,1,2,2,4,25-01300,37,2,5,378,3925
2,N,1,1,N,0,25-01300,2,2,4,501,7613
1,6,1,1,8,0,25-01300,29,0,N,501,517
2,6,1,1,0,0,25-00703,15,1,3,500,5911
2,4,1,2,2,0,25-01000,89,0,N,12,2111
1,3,1,1,1,0,25-00703,87,0,2,500,1611
1,6,1,2,1,0,25-01000,52,0,2,57,4694
1,1,1,1,8,0,25-00703,55,0,4,501,2146
2,1,1,1,5,0,25-00703,69,0,4,500,4833
2,1,1,1,8,0,25-01300,62,0,2,501,4033
1,1,1,1,9,0,25-00503,54,1,3,51,3870
1,1,1,1,2,0,25-00703,79,0,2,191,4220
1,1,1,1,8,0,25-00503,44,3,5,499,1669
1,6,1,1,1,0,25-01000,19,0,4,458,5276
2,1,1,1,8,0,25-00503,64,0,2,500,3089
2,1,1,2,2,0,25-02800,79,0,2,190,2518
1,6,1,2,0,0,25-00503,14,1,3,500,6200
2,N,1,1,N,0,25-01300,7,4,6,501,7081
2,6,1,0,0,4,25-00503,19,N,N,N,374
2,1,1,2,2,0,25-00703,55,0,3,212,1763
2,1,1,1,5,0,25-01000,48,1,3,500,2456
1,6,1,1,2,0,25-00503,15,0,6,500,6010
2,N,1,1,9,0,25-00503,9,2,4,500,7455
2,N,1,1,N,0,25-00503,2,2,4,501,7529
1,N,1,2,9,0,25-00503,0,2,4,461,6853
2,4,1,1,5,0,25-01300,41,0,N,305,2271
2,N,6,1,9,0,25-01300,4,2,4,500,7568
1,1,1,1,7,0,25-02800,72,0,2,501,1958
1,1,1,2,4,0,25-00703,57,0,2,266,905
1,N,2,1,9,0,25-01300,6,3,7,437,7169
1,3,1,1,5,0,25-00703,63,0,N,380,1406
2,1,1,1,8,3,25-00503,59,1,3,500,5114
2,4,1,0,2,0,25-01300,76,N,N,N,669
2,1,1,1,5,0,25-01000,72,0,2,501,5612
1,N,1,1,N,0,25-00703,7,2,4,313,6991
2,1,1,2,6,0,25-02800,45,0,6,425,1853
1,1,6,1,7,0,25-00503,41,2,4,500,2685
2,1,1,1,5,0,25-00703,54,0,3,499,2175
1,6,6,2,5,0,25-00503,31,0,N,455,5712
2,1,1,1,0,0,25-00503,45,2,4,500,1785
1,3,1,1,6,0,25-02800,71,1,4,500,1307
1,3,1,1,4,0,25-00703,71,0,N,337,3347
1,6,1,2,7,0,25-00703,23,0,N,499,1892
2,4,1,1,3,0,25-00703,68,0,3,499,6056
2,1,1,1,0,0,25-02800,41,3,5,500,1685
2,1,1,1,3,0,25-00703,58,0,2,500,3742
2,N,1,1,N,0,25-00703,3,2,4,501,7331
1,1,1,2,7,0,25-00703,34,4,6,278,4496
2,N,1,1,9,0,25-01300,10,2,4,197,6517
1,N,1,1,N,0,25-00503,7,3,5,501,7360
1,6,1,2,0,0,25-02800,15,1,2,51,5805
2,1,1,1,4,0,25-01000,66,0,2,39,5379
2,N,8,1,9,1,25-01000,7,2,4,43,7368
1,N,1,1,9,0,25-00703,7,2,4,500,7533
2,6,1,1,6,0,25-00503,68,0,N,500,3110
2,6,2,2,6,0,25-00703,30,2,4,360,770
2,1,1,2,9,0,25-01300,75,0,2,501,2404
2,1,1,1,5,0,25-00703,43,2,4,501,1304
2,4,1,1,6,0,25-00703,74,0,N,441,3195
1,1,6,1,9,0,25-00503,39,2,4,501,1008
1,1,1,1,6,0,25-01300,48,3,5,256,4849
1,1,1,1,9,1,25-01300,59,0,4,51,3376
2,N,1,1,9,0,25-01000,4,4,6,500,6795
2,N,1,1,9,0,25-00703,0,1,2,500,7319
2,6,1,1,7,0,25-01300,52,0,2,501,4202
2,1,6,1,0,0,25-01300,53,0,2,415,1953
1,6,1,1,0,0,25-01000,15,2,4,500,4345
1,N,1,1,N,0,25-02800,12,3,5,501,6857
2,6,1,1,2,0,25-00703,57,0,N,112,2278
2,1,1,2,8,0,25-00703,53,0,2,501,4403
1,1,6,1,1,0,25-00703,75,2,7,501,2133
1,1,1,2,3,0,25-01000,33,0,2,372,3431
