SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
2,1,1,2,5,9,28,1,N,2
2,N,1,1,N,3,14,1,N,2
2,1,1,1,8,8,32,1,N,2
1,1,1,2,2,10,34,1,N,2
1,3,1,1,8,5,61,1,N,2
1,1,1,1,8,10,30,1,N,2
2,6,1,2,4,4,61,1,N,2
1,6,1,1,3,5,26,1,N,2
1,N,1,1,N,1,4,1,N,2
2,1,1,2,2,1,46,1,N,2
1,6,1,1,1,4,17,1,N,2
1,1,1,1,9,6,45,1,N,2
1,N,1,2,N,3,10,1,N,2
2,6,2,2,4,9,23,1,N,2
2,1,1,1,4,9,68,1,N,2
1,1,1,1,9,9,52,1,N,2
2,3,1,1,9,9,92,1,N,2
2,N,1,1,N,3,14,1,N,2
1,1,1,1,9,10,62,1,2,2
2,1,1,1,8,10,53,1,N,2
1,1,1,1,9,9,47,1,N,2
1,1,1,1,6,7,61,1,N,2
2,6,1,1,0,4,15,1,N,2
2,1,1,1,7,4,49,1,N,2
2,3,2,1,9,10,61,1,N,2
1,6,2,2,4,5,24,1,N,2
2,4,1,1,7,7,46,1,N,2
2,N,1,2,N,3,11,1,N,2
2,1,1,1,6,9,55,1,N,2
2,1,1,1,5,7,63,1,N,2
1,1,1,1,8,7,30,1,N,2
2,N,1,1,N,N,1,1,N,2
2,1,1,1,0,4,39,1,N,2
1,1,1,1,7,8,24,1,N,2
1,1,1,2,5,5,37,1,N,2
2,1,1,1,5,9,58,1,N,2
2,N,1,1,N,1,3,1,N,2
1,1,1,1,8,9,34,1,N,2
2,1,1,1,3,7,70,1,N,2
2,1,8,1,4,1,43,1,N,2
2,1,1,1,6,9,34,1,N,2
2,1,1,1,6,5,54,1,N,2
2,6,2,2,6,9,23,1,N,2
1,N,9,2,N,N,2,1,N,2
2,1,1,1,7,7,49,1,N,2
2,1,1,1,8,7,67,1,N,2
1,1,1,1,9,10,41,1,N,2
2,1,6,2,8,9,32,1,N,2
1,6,1,1,5,5,28,1,N,2
2,1,1,1,7,9,35,1,N,2
1,1,1,1,8,6,39,1,N,2
2,N,9,1,N,N,1,1,N,2
2,1,2,1,0,5,57,1,N,2
1,1,1,1,4,7,69,1,N,2
2,5,1,2,5,6,31,1,N,2
2,6,1,2,4,5,61,1,N,2
1,6,1,1,5,7,19,1,N,2
2,N,1,1,N,N,0,1,N,2
2,1,1,1,4,12,32,1,N,2
2,1,9,1,5,9,61,1,N,2
1,3,1,1,8,4,92,1,N,2
2,6,1,1,5,9,26,1,N,2
2,N,9,1,N,3,10,1,N,2
1,1,1,2,8,9,43,1,N,2
2,6,1,2,2,7,23,1,N,2
2,1,1,1,4,9,43,1,N,2
2,6,1,1,3,9,23,1,N,2
2,1,1,1,0,9,46,1,N,2
1,1,1,1,3,9,57,1,N,2
2,6,8,2,2,3,70,1,N,2
1,4,1,1,3,8,77,1,2,2
1,N,1,1,N,2,5,1,N,2
1,1,1,1,5,5,29,1,N,2
1,N,2,2,N,2,3,1,N,2
1,1,1,1,8,5,36,1,N,2
2,1,1,1,3,7,44,1,N,2
2,1,1,1,9,11,46,1,N,2
2,1,1,1,0,7,79,1,N,2
1,3,1,0,2,9,88,2,N,2
2,N,1,2,N,3,8,1,N,2
2,6,8,1,3,4,27,1,N,2
2,6,1,1,6,5,45,1,N,2
2,1,1,1,3,9,54,1,N,2
2,1,1,1,8,10,62,1,N,2
2,6,1,2,6,9,52,1,N,2
2,1,1,1,7,9,61,1,N,2
1,6,1,1,4,5,20,1,N,2
1,1,1,1,6,9,48,1,N,2
2,1,1,1,1,9,37,1,N,2
2,1,1,1,6,10,34,1,N,2
1,1,1,1,7,7,66,1,N,2
2,3,1,1,6,10,77,1,N,2
1,1,1,1,8,7,70,1,5,2
2,6,1,1,0,8,24,1,N,2
2,1,1,1,1,3,58,1,N,2
1,1,1,2,9,5,58,1,N,2
2,N,1,1,N,N,2,1,N,2
1,N,1,1,N,3,11,1,N,2
1,1,1,1,9,7,52,1,N,2
2,1,1,2,6,8,30,1,N,2
1,6,1,1,1,7,21,1,N,2
2,6,1,1,1,8,23,1,N,2
1,N,9,1,N,3,9,1,N,2
1,1,1,1,4,7,32,1,N,2
1,1,1,1,8,8,31,1,5,2
2,1,1,1,1,7,60,1,N,2
1,1,1,1,8,9,68,1,N,2
2,1,1,1,1,5,65,1,N,2
1,1,6,1,9,10,50,1,N,2
1,6,1,1,2,4,21,1,N,2
2,1,1,1,0,4,32,1,N,2
1,N,1,1,N,3,11,1,N,2
1,2,1,0,5,5,39,2,N,2
1,1,1,1,9,5,32,1,N,2
2,1,2,1,9,11,47,1,N,2
1,1,1,1,9,10,55,1,N,2
2,1,1,2,2,7,35,1,N,2
1,N,1,1,N,3,7,1,N,2
2,6,1,1,0,9,26,1,N,2
1,1,1,1,9,9,38,1,N,2
1,N,1,1,N,3,10,1,N,2
2,6,2,2,0,4,16,1,N,2
1,1,1,1,9,3,45,1,N,2
2,4,1,0,2,3,84,2,N,2
2,1,1,2,0,7,59,1,N,2
1,1,2,1,8,7,67,1,N,2
2,1,1,1,7,5,74,1,N,2
2,1,1,1,0,7,54,1,N,2
1,N,3,1,N,3,13,1,N,2
2,3,1,1,3,7,72,1,N,2
1,6,1,1,6,7,28,1,N,2
2,6,9,1,0,4,16,1,N,2
1,4,1,1,5,5,30,1,N,2
1,6,1,1,0,3,41,1,N,2
2,1,5,1,0,3,52,1,N,2
1,6,1,2,3,5,25,1,N,2
1,1,1,1,5,7,72,1,2,2
1,1,1,1,2,7,73,1,N,2
1,6,1,1,4,5,19,1,N,2
2,1,1,1,2,10,60,1,N,2
1,1,1,1,9,9,44,1,N,2
1,1,1,1,6,5,31,1,N,2
2,1,1,2,4,5,75,1,N,2
2,N,1,1,N,1,4,1,N,2
1,N,1,1,N,N,0,1,N,2
1,1,1,1,7,5,61,1,N,2
1,6,1,1,9,9,30,1,N,2
1,2,1,0,0,7,39,2,N,2
2,1,1,1,9,11,41,1,N,2
2,N,1,2,N,3,8,1,N,2
2,N,1,2,N,1,5,1,N,2
2,1,1,1,9,10,50,1,N,2
1,6,1,1,0,8,34,1,N,2
2,6,1,2,4,3,59,1,N,2
1,1,1,1,9,10,55,1,N,2
2,2,1,1,3,10,35,1,N,2
2,4,1,1,6,5,58,1,N,2
1,N,1,1,N,2,6,1,N,2
1,4,1,1,7,5,46,1,N,2
1,6,1,2,6,7,26,1,5,2
2,1,1,1,8,12,41,1,N,2
2,1,1,1,6,7,30,1,N,2
2,4,1,1,2,6,37,1,N,2
1,6,1,2,5,5,24,1,N,2
1,1,1,1,9,9,33,1,N,2
2,N,1,1,N,3,10,1,N,2
1,6,1,0,2,6,28,2,N,2
1,1,1,2,5,5,24,1,N,2
2,N,1,1,N,3,8,1,N,2
2,4,1,2,3,7,63,1,N,2
2,4,6,1,1,5,64,1,N,2
2,1,1,1,4,9,29,1,N,2
1,1,1,1,8,5,44,1,3,2
1,4,1,1,3,5,51,1,N,2
1,1,1,1,7,7,34,1,N,2
2,4,6,2,9,10,63,1,N,2
2,4,1,1,5,5,44,1,N,2
2,6,1,2,5,9,26,1,N,2
2,1,1,1,3,9,66,1,N,2
2,1,1,1,6,7,58,1,N,2
1,1,1,1,5,1,43,1,N,2
2,1,1,1,7,8,63,1,N,2
2,4,2,2,2,8,63,1,N,2
1,6,1,1,6,4,40,1,N,2
1,1,1,1,9,10,71,1,3,2
1,1,1,1,8,6,56,1,N,2
2,4,1,1,3,5,65,1,N,2
2,1,1,2,0,5,60,1,N,2
2,1,1,1,5,10,73,1,N,2
1,6,1,1,9,5,38,1,N,2
1,6,1,1,6,7,35,1,N,2
1,1,1,1,8,9,72,1,N,2
2,1,1,2,1,8,25,1,N,2
2,1,1,1,7,7,54,1,N,2
1,N,1,1,N,3,11,1,N,2
2,4,1,0,1,6,65,3,N,2
2,1,1,1,3,5,41,1,N,2
2,1,1,1,0,5,36,1,N,2
1,1,1,1,9,10,48,1,N,2
2,6,1,1,0,5,17,1,N,2
1,6,1,1,5,5,49,1,N,2
1,1,1,1,9,7,39,1,N,2
2,N,1,2,N,2,4,1,N,2
1,N,1,2,N,4,14,1,N,2
2,N,1,1,N,1,3,1,N,2
1,1,1,1,8,5,57,1,N,2
2,1,1,1,3,7,62,1,N,2
2,6,2,2,0,7,56,1,N,2
1,6,1,1,6,4,16,1,N,2
2,6,1,1,0,4,15,1,N,2
1,N,1,1,N,3,10,1,N,2
1,N,1,1,N,3,9,1,N,2
1,1,1,1,2,7,52,1,N,2
1,1,1,1,9,9,58,1,N,2
1,1,1,1,6,7,82,1,N,2
1,1,1,1,9,9,56,1,N,2
1,1,1,1,8,7,54,1,N,2
1,1,1,1,6,5,78,1,N,2
2,6,1,2,8,11,30,1,N,2
1,1,1,1,8,10,61,1,N,2
2,N,1,1,N,3,10,1,N,2
1,1,1,1,7,5,65,1,N,2
2,1,1,1,0,5,61,1,N,2
1,N,1,2,N,3,13,1,N,2
1,1,1,1,8,9,34,1,N,2
1,6,8,2,1,9,27,1,N,2
1,3,9,1,7,7,69,1,5,2
2,4,8,2,4,7,40,1,N,2
1,1,1,1,2,9,62,1,N,2
1,6,1,1,0,4,16,1,N,2
2,1,1,1,2,9,74,1,N,2
1,1,1,1,9,9,92,1,N,2
2,1,1,1,5,7,71,1,N,2
2,4,1,1,5,5,47,1,N,2
1,4,1,1,3,4,56,1,N,2
2,4,1,2,8,9,46,1,N,2
1,1,1,1,4,5,67,1,N,2
1,6,1,1,1,4,18,1,N,2
2,1,1,1,1,9,50,1,N,2
2,6,6,1,5,9,30,1,N,2
1,6,1,2,3,8,66,1,N,1
2,4,1,2,4,7,92,1,N,2
2,1,1,1,8,7,55,1,N,2
2,4,1,2,2,6,54,1,N,1
1,N,1,1,N,3,9,1,N,2
1,N,3,1,N,4,14,1,N,2
1,N,9,1,N,4,14,1,N,2
2,3,1,1,7,10,92,1,N,2
1,1,1,1,7,10,31,1,N,2
1,6,2,1,4,5,18,1,N,2
2,1,1,1,9,7,55,1,N,2
2,4,1,1,1,8,77,1,N,2
1,1,3,1,8,5,63,1,N,2
1,6,2,0,2,6,41,3,N,2
1,1,1,1,8,7,53,1,N,2
2,1,1,2,1,5,66,1,N,1
2,1,1,2,0,6,51,1,N,2
2,3,1,1,9,8,73,1,N,2
1,1,1,1,6,7,60,1,N,2
1,1,1,1,8,10,27,1,N,2
2,1,1,2,2,8,42,1,N,2
2,6,1,2,3,7,40,1,N,2
1,6,1,2,2,4,16,1,N,2
1,N,2,2,N,3,8,1,N,2
1,1,1,1,8,5,62,1,N,2
2,2,1,1,4,10,66,1,N,2
2,1,1,1,9,8,41,1,N,2
2,3,1,1,4,6,73,1,N,2
2,5,2,2,2,8,60,1,N,2
2,6,6,1,7,10,40,1,N,2
1,N,1,2,N,3,10,1,N,2
1,N,1,1,N,3,13,1,N,2
1,6,1,1,8,9,47,1,N,2
2,6,1,1,2,5,20,1,N,2
1,1,1,1,8,8,62,1,N,2
1,1,2,1,7,9,44,1,N,2
1,1,9,1,8,9,86,1,N,2
1,1,1,1,9,7,41,1,N,2
2,6,9,2,2,5,19,1,N,2
1,N,1,1,N,2,4,1,N,2
2,1,1,1,0,6,36,1,N,2
1,1,1,1,9,9,55,1,N,2
1,1,1,1,8,11,47,1,N,2
1,2,6,1,0,4,16,1,N,2
2,1,1,1,2,7,71,1,N,2
2,6,6,1,2,4,38,1,N,2
1,1,1,1,4,1,62,1,N,2
1,N,1,1,N,1,4,1,N,2
1,1,1,1,6,5,35,1,N,2
1,1,1,1,7,6,41,1,N,2
1,1,1,2,7,5,24,1,N,2
2,6,1,1,0,4,16,1,N,2
1,1,1,1,8,9,49,1,N,2
1,4,1,2,8,8,44,1,2,2
2,4,1,1,7,5,54,1,N,2
1,1,1,1,8,5,70,1,N,2
2,1,1,2,1,9,40,1,N,2
1,1,1,2,7,9,40,1,N,2
2,4,1,1,1,5,85,1,N,2
2,N,1,1,N,1,3,1,N,2
1,N,1,1,N,3,8,1,N,2
2,1,1,1,9,9,48,1,N,2
2,1,1,1,5,12,61,1,N,2
1,1,1,1,5,8,41,1,N,2
1,1,2,1,7,9,40,1,5,2
2,1,1,1,5,9,37,1,N,2
1,6,1,1,9,9,51,1,N,2
2,1,1,1,3,8,71,1,N,2
2,1,1,1,8,9,43,1,N,2
1,4,1,2,4,9,53,1,N,2
2,1,1,1,0,5,42,1,N,2
2,N,1,2,N,3,11,1,N,2
2,1,1,2,0,4,56,1,N,2
1,N,1,1,N,1,4,1,N,2
2,6,1,1,8,8,53,1,N,2
1,1,1,1,3,1,61,1,N,2
2,1,2,2,0,5,29,1,N,2
2,N,2,2,N,3,11,1,N,2
2,4,1,2,6,8,40,1,N,2
1,1,2,2,5,10,54,1,N,2
1,N,1,1,N,1,3,1,N,2
1,6,1,1,0,3,15,1,N,2
2,4,1,1,3,5,61,1,N,2
2,1,1,2,6,6,51,1,N,2
2,1,1,1,5,10,78,1,N,2
1,1,1,2,9,10,40,1,N,2
1,4,1,0,1,4,60,2,N,2
2,4,1,1,4,7,81,1,N,2
1,N,1,1,N,1,13,1,N,2
1,1,1,1,3,8,53,1,N,2
1,1,1,1,5,7,83,1,N,2
2,1,1,1,0,4,48,1,N,2
1,1,1,1,9,10,42,1,N,2
2,4,1,2,6,7,50,1,N,2
1,1,1,1,5,5,62,1,N,2
2,N,1,1,N,1,5,1,N,2
2,1,1,1,6,7,43,1,N,2
1,N,9,1,N,3,7,1,N,2
2,N,6,1,N,N,2,1,N,2
1,N,1,1,N,3,12,1,N,2
2,N,1,1,N,3,11,1,N,2
2,6,1,0,2,4,23,2,N,2
2,N,1,2,N,3,11,1,N,2
1,4,1,1,9,10,58,1,N,2
2,1,1,1,5,5,46,1,N,2
2,1,1,1,3,10,73,1,N,2
1,1,1,1,9,7,55,1,N,2
2,1,1,2,0,9,33,1,N,2
2,N,1,1,N,3,9,1,N,2
2,1,1,1,5,6,46,1,N,2
1,1,1,1,7,5,51,1,N,2
2,1,1,1,4,10,75,1,N,2
1,N,8,2,N,N,2,1,N,2
1,1,1,1,9,10,56,1,N,2
2,1,1,1,9,9,63,1,N,2
1,1,1,1,8,5,58,1,N,2
2,1,1,1,1,9,57,1,N,2
2,1,1,1,3,5,37,1,N,2
2,1,1,1,7,9,27,1,N,2
2,3,1,2,3,4,65,1,N,2
2,4,1,1,7,7,27,1,N,2
1,2,1,0,2,6,59,2,N,2
2,1,1,1,3,9,73,1,N,2
2,6,1,2,8,9,26,1,N,2
2,1,1,1,9,10,59,1,N,2
2,4,1,1,0,9,60,1,N,2
1,6,1,1,3,7,20,1,N,2
2,3,1,1,4,5,76,1,N,2
2,1,1,1,7,9,46,1,N,2
2,1,1,1,5,5,33,1,N,2
2,1,1,1,9,9,46,1,N,2
1,N,1,1,N,N,2,1,N,2
1,4,1,2,9,5,41,1,3,2
1,4,1,1,3,4,68,1,N,2
1,1,1,1,1,5,80,1,N,2
1,6,1,2,4,8,32,1,N,2
2,6,6,1,8,10,30,1,N,2
2,1,1,1,6,9,38,1,N,2
2,6,1,1,0,4,15,1,N,2
1,1,1,1,7,10,40,1,N,2
2,6,2,2,7,9,33,1,N,2
1,6,1,2,0,5,20,1,N,2
2,3,1,1,4,4,69,1,N,2
2,4,1,1,6,9,44,1,N,2
2,1,8,1,4,1,40,1,N,2
1,6,1,1,0,5,17,1,N,2
2,6,9,1,1,7,22,1,N,2
1,1,1,1,8,9,78,1,N,2
2,N,1,1,N,2,6,1,N,2
1,1,1,1,7,9,30,1,N,2
2,N,1,2,N,3,8,1,N,2
2,3,1,2,5,5,92,1,N,2
2,6,2,1,8,10,33,1,N,2
2,1,1,1,0,7,41,1,N,2
1,4,1,1,8,7,62,1,N,2
2,N,1,1,N,2,5,1,N,2
1,1,1,1,6,10,68,1,N,2
1,N,1,1,N,3,11,1,N,2
1,1,1,1,7,5,65,1,N,2
2,6,1,1,5,5,25,1,N,2
1,1,1,2,4,4,88,1,N,2
1,1,8,1,2,4,52,1,N,2
1,4,1,1,7,7,84,1,N,1
2,5,1,2,2,7,35,1,N,2
2,1,1,1,0,7,53,1,N,2
1,N,1,2,N,3,6,1,N,2
1,1,1,1,5,5,43,1,6,2
2,1,1,1,0,9,50,1,N,2
1,1,1,1,6,5,86,1,N,2
2,6,1,1,3,5,23,1,N,2
2,4,1,2,6,7,69,1,N,2
1,N,1,1,N,2,3,1,N,2
1,6,1,1,0,4,17,1,N,2
1,6,1,0,0,5,31,2,N,2
1,2,1,1,8,7,72,1,N,2
1,4,1,2,7,4,53,1,N,2
2,1,1,2,4,7,56,1,N,2
2,1,1,1,5,8,61,1,N,2
2,2,6,1,9,6,32,1,N,2
2,1,1,1,9,10,50,1,N,2
1,4,1,1,7,5,61,1,N,2
2,N,1,2,N,N,0,1,N,2
1,1,1,2,5,5,25,1,N,2
2,N,1,1,N,3,9,1,N,2
2,1,1,1,4,9,24,1,N,2
2,1,1,2,3,5,42,1,N,2
2,4,1,1,7,9,47,1,N,2
1,4,1,2,2,5,53,1,N,1
2,3,1,1,8,7,37,1,N,2
2,6,1,1,2,8,27,1,N,2
1,1,1,1,3,5,66,1,N,1
2,3,1,1,3,5,71,1,N,2
2,6,1,2,5,9,23,1,N,2
1,N,1,1,N,3,14,1,N,2
2,N,9,1,N,3,14,1,N,2
1,6,1,1,4,5,27,1,N,2
2,N,1,1,N,1,6,1,N,2
2,3,1,0,4,7,92,3,N,1
2,4,1,1,7,7,64,1,N,2
2,N,1,1,N,3,8,1,N,2
1,1,1,1,9,9,58,1,N,2
1,1,2,1,3,5,58,1,N,2
2,1,1,2,2,8,88,1,N,2
1,1,1,1,8,5,30,1,N,2
2,6,2,2,2,4,34,1,N,2
2,4,1,1,3,4,50,1,N,2
2,1,1,1,3,5,56,1,N,2
2,3,1,1,5,5,92,1,N,2
1,2,1,2,4,5,25,1,N,2
2,6,1,2,2,7,20,1,N,2
1,6,1,1,7,9,45,1,N,2
1,N,1,1,N,1,4,1,N,2
1,1,1,1,9,8,60,1,N,2
2,1,2,1,8,8,50,1,N,2
1,1,1,1,9,9,48,1,N,2
1,1,1,1,4,5,78,1,N,2
1,2,1,1,9,9,28,1,N,2
1,4,1,2,5,7,53,1,N,2
2,N,1,1,N,3,8,1,N,2
1,1,1,2,3,1,45,1,N,1
2,1,1,1,8,10,58,1,N,2
2,2,1,1,0,4,34,1,N,2
1,1,1,1,5,5,58,1,N,2
1,1,1,1,6,5,70,1,N,2
2,1,1,2,1,4,36,1,N,2
2,6,1,2,4,5,23,1,N,1
2,1,3,1,6,5,67,1,N,2
2,4,1,2,9,9,51,1,N,2
2,N,9,1,N,3,14,1,N,2
1,6,2,1,6,5,23,1,N,2
1,6,1,1,6,7,28,1,N,2
1,N,1,2,N,N,2,1,N,2
2,3,1,2,4,7,69,1,N,2
2,1,1,1,0,4,38,1,N,2
2,1,1,1,0,10,58,1,N,2
2,1,1,1,7,5,72,1,N,2
1,1,1,1,7,7,67,1,N,2
1,1,1,1,2,3,53,1,N,2
2,4,1,1,9,9,60,1,N,2
1,N,6,1,N,3,11,1,N,2
1,1,1,2,8,5,51,1,N,2
2,6,1,1,1,4,17,1,N,2
1,1,1,1,8,5,47,1,N,2
2,2,1,2,2,9,24,1,N,2
2,6,1,1,0,3,15,1,N,2
2,4,1,2,6,5,45,1,N,2
2,1,1,1,5,9,78,1,N,2
1,4,1,1,1,5,59,1,N,2
2,6,1,1,0,8,23,1,N,2
1,1,1,1,7,9,69,1,N,2
2,1,1,1,3,9,77,1,N,2
1,6,2,2,0,5,20,1,N,2
1,1,1,1,9,12,70,1,N,2
1,6,1,1,2,9,63,1,N,2
1,N,1,1,N,3,12,1,N,2
2,1,1,1,8,5,48,1,N,2
2,1,1,1,6,9,29,1,N,2
1,N,6,1,N,2,4,1,N,2
2,6,1,1,1,5,18,1,N,2
2,1,6,1,0,10,34,1,N,2
1,6,1,1,2,4,18,1,N,1
2,1,1,1,0,4,43,1,N,2
1,4,1,1,5,7,51,1,N,2
2,1,6,1,0,9,56,1,N,2
2,1,1,1,0,3,45,1,N,2
2,1,1,1,0,4,32,1,N,2
1,N,9,1,N,3,12,1,N,2
1,1,1,1,8,7,40,1,N,2
2,N,1,2,N,N,2,1,N,2
1,1,1,1,5,7,47,1,N,1
1,N,9,2,N,3,9,1,N,2
2,6,1,1,4,8,26,1,N,2
2,4,1,0,0,6,27,2,N,2
1,1,2,1,8,10,37,1,N,2
1,1,1,1,7,7,53,1,N,2
2,1,1,1,8,5,74,1,N,2
2,1,1,2,2,9,31,1,N,2
2,1,1,1,3,7,54,1,N,2
2,N,1,1,N,2,6,1,N,2
1,4,2,2,1,5,57,1,N,2
2,1,1,1,9,10,34,1,N,2
1,6,1,1,0,7,19,1,N,2
2,1,1,1,7,9,40,1,N,2
1,1,1,1,5,8,76,1,N,1
1,1,1,1,7,5,75,1,N,1
2,1,1,1,6,5,59,1,N,2
2,N,1,1,N,3,7,1,N,2
1,6,7,2,8,7,59,1,N,2
2,N,1,1,N,3,9,1,N,2
