,AGEP_x,DEYE_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEYE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
64,40,2,0,1,0,N,1,3,501,06-08507,9,1,58,2,1,3,9,501,33.33333333333333
65,18,2,0,2,3,3,2,0,466,36-04010,6,2,39,2,1,2,4,130,16.666666666666664
66,30,2,4,3,9,2,1,1,53,24-01004,2,2,70,2,0,2,3,501,33.33333333333333
67,29,2,0,1,3,2,1,3,94,30-00600,5,2,63,2,0,2,3,459,50.0
68,34,2,4,2,1,3,1,3,477,32-00405,1,2,27,2,0,8,5,239,16.666666666666664
69,10,2,0,1,0,4,2,0,501,32-00405,9,1,28,2,1,3,6,194,16.666666666666664
70,0,2,0,6,1,2,2,0,78,01-01301,9,1,65,2,0,3,5,222,16.666666666666664
71,65,2,0,N,1,6,1,5,142,36-04010,8,1,5,2,1,3,N,501,33.33333333333333
72,49,2,3,6,0,7,2,5,356,17-03529,1,1,30,1,0,N,1,15,16.666666666666664
73,61,2,3,6,0,5,1,5,273,06-08507,1,2,23,2,0,2,3,113,33.33333333333333
74,30,2,2,6,0,N,1,5,474,36-03710,2,2,58,2,0,N,6,381,50.0
75,20,2,0,1,0,7,2,4,0,51-01301,3,2,41,2,0,2,5,501,33.33333333333333
76,53,2,0,4,0,3,0,1,341,30-00600,1,1,68,2,N,N,7,N,16.666666666666664
77,53,2,0,5,0,3,2,2,23,32-00405,9,2,38,2,3,4,5,124,16.666666666666664
78,48,2,4,6,0,2,2,6,354,13-04600,1,2,25,2,0,N,5,213,33.33333333333333
79,42,2,1,N,0,2,1,4,37,40-00200,1,2,12,2,2,4,N,196,16.666666666666664
80,22,1,1,6,0,5,2,6,158,51-51255,1,2,38,2,0,N,9,501,16.666666666666664
81,85,1,0,6,2,3,1,3,194,06-08507,7,2,23,2,0,4,4,501,0.0
82,23,1,3,4,2,7,2,1,260,51-01301,1,2,67,2,0,N,7,501,0.0
83,57,2,4,6,2,3,1,1,177,08-00803,8,2,23,2,2,4,1,30,50.0
84,43,2,0,N,0,2,1,6,118,28-01100,6,2,2,2,3,7,N,105,16.666666666666664
85,79,2,3,6,6,3,2,1,360,29-01901,2,1,57,2,0,N,3,91,16.666666666666664
86,56,2,0,5,0,6,2,N,103,51-51255,9,2,63,2,0,2,1,35,33.33333333333333
87,19,2,0,3,2,8,0,4,381,36-03710,2,2,95,2,N,N,0,N,16.666666666666664
88,35,2,4,1,0,6,2,0,139,26-02702,1,1,24,2,0,2,5,274,33.33333333333333
89,40,2,4,6,3,2,2,4,123,24-01004,8,1,33,2,1,2,2,48,33.33333333333333
90,42,2,0,3,0,3,1,6,73,08-00803,3,2,93,2,0,2,4,180,33.33333333333333
91,57,2,0,4,1,10,2,3,244,26-02702,9,2,45,2,0,6,2,48,16.666666666666664
92,21,2,1,1,3,2,2,9,136,38-00100,8,1,25,2,3,6,6,222,33.33333333333333
93,60,2,1,6,0,4,1,4,365,38-00100,8,1,15,2,4,6,0,501,16.666666666666664
94,55,2,0,2,1,2,1,7,378,19-01700,6,2,23,2,2,8,3,501,16.666666666666664
95,28,2,0,2,0,3,1,3,198,17-03529,9,1,58,2,1,4,4,501,16.666666666666664
96,55,2,0,1,4,5,2,7,86,29-01901,9,2,35,2,1,3,1,501,16.666666666666664
97,76,2,0,4,2,2,0,6,329,13-04600,1,2,87,2,N,N,3,N,16.666666666666664
98,19,2,0,N,0,2,2,3,258,28-01100,1,1,1,2,1,3,N,220,16.666666666666664
99,29,2,0,4,0,5,0,4,234,17-03531,2,1,61,2,N,N,0,0,16.666666666666664
100,36,2,0,6,0,3,2,7,226,32-00405,7,1,83,2,0,N,2,59,33.33333333333333
101,59,2,2,6,0,2,1,4,133,26-02702,1,2,57,2,0,N,1,44,33.33333333333333
102,42,2,0,4,0,3,0,2,439,19-01700,1,1,27,2,N,N,0,N,16.666666666666664
103,44,2,4,6,0,3,1,0,296,38-00100,1,1,18,2,1,7,4,501,16.666666666666664
104,75,2,1,6,0,N,2,5,241,38-00100,8,2,24,2,3,6,5,222,33.33333333333333
105,55,2,0,4,1,4,2,5,31,30-00600,3,2,50,2,2,3,5,124,33.33333333333333
106,58,2,2,4,3,2,1,4,475,19-01700,1,2,53,2,0,N,3,145,16.666666666666664
107,9,2,0,4,2,3,1,1,501,32-00405,9,1,25,2,0,N,2,91,16.666666666666664
108,31,2,0,4,0,2,2,0,501,17-03529,8,2,55,1,0,N,1,27,16.666666666666664
109,14,2,0,5,0,6,0,5,135,24-01004,1,2,29,2,N,N,1,34,16.666666666666664
110,23,2,4,6,0,3,2,2,147,13-04600,2,2,29,2,4,5,5,116,16.666666666666664
111,30,2,4,2,3,3,1,1,351,38-00100,1,2,41,2,1,7,0,501,16.666666666666664
112,59,2,0,6,N,2,2,0,243,01-01301,9,2,93,1,0,3,2,222,0.0
113,41,2,0,5,0,N,1,N,230,51-01301,6,1,38,2,0,3,3,501,33.33333333333333
114,53,2,0,1,0,4,2,0,279,19-01700,9,2,46,2,2,4,6,417,33.33333333333333
115,68,2,1,1,1,4,1,3,273,19-01700,9,2,25,2,1,3,6,288,33.33333333333333
116,5,2,4,2,2,2,1,9,437,24-01004,1,1,50,2,0,N,3,155,16.666666666666664
117,0,2,1,1,0,2,1,6,214,24-01004,8,1,38,2,0,2,8,501,50.0
118,18,2,0,6,0,8,0,0,71,38-00100,3,1,31,2,N,N,0,N,33.33333333333333
119,23,2,0,6,0,4,1,4,N,13-04600,8,2,57,2,0,N,2,45,33.33333333333333
120,76,2,1,6,6,2,1,1,83,30-00600,9,2,16,2,3,6,0,63,16.666666666666664
121,26,2,0,1,0,3,2,5,263,19-01700,8,2,69,1,0,2,3,217,16.666666666666664
122,72,2,1,6,1,2,1,7,127,26-02702,1,1,57,2,0,2,1,259,33.33333333333333
123,20,2,0,4,0,6,1,5,320,28-01100,9,2,68,2,0,3,4,116,33.33333333333333
124,72,1,2,1,1,2,1,3,124,36-03710,2,2,52,2,0,3,7,501,0.0
125,70,2,0,N,2,2,2,1,305,19-01700,6,1,1,2,1,3,N,122,16.666666666666664
126,60,2,0,4,0,5,1,4,252,30-00600,7,2,77,2,0,3,4,194,50.0
127,32,2,0,N,1,2,1,8,157,13-04600,1,2,9,2,3,5,N,501,16.666666666666664
128,44,2,2,1,0,4,2,5,424,32-00405,1,1,48,2,1,4,7,250,33.33333333333333
129,17,2,0,1,1,2,2,7,288,51-01301,9,2,30,2,0,2,9,501,33.33333333333333
130,31,2,1,2,0,3,2,0,271,38-00100,1,1,29,2,0,N,3,147,33.33333333333333
131,34,2,0,3,0,7,0,0,443,13-04600,1,2,66,2,N,N,2,74,16.666666666666664
132,32,2,0,6,2,N,0,N,295,24-01004,1,2,74,2,N,N,3,164,33.33333333333333
133,43,2,4,2,1,4,2,0,319,32-00405,1,2,24,2,0,5,0,99,33.33333333333333
134,60,2,2,5,0,8,2,1,176,36-03710,1,2,95,2,0,N,2,87,33.33333333333333
135,28,1,0,5,1,N,0,1,153,38-00100,1,2,41,2,N,N,2,N,16.666666666666664
136,41,2,1,4,0,2,2,1,71,13-04600,2,2,66,2,0,2,5,501,50.0
137,54,2,0,1,0,3,2,3,501,29-01901,9,1,28,2,0,2,0,501,50.0
138,44,2,2,1,0,2,2,6,271,51-01301,1,2,31,2,0,2,9,501,50.0
139,49,2,0,1,2,3,1,1,211,26-02702,8,2,69,2,0,2,8,501,16.666666666666664
140,32,2,3,1,1,3,2,3,280,06-07502,1,1,54,2,3,5,7,371,16.666666666666664
141,59,2,4,1,0,4,2,1,323,30-00600,1,1,53,2,4,12,8,362,16.666666666666664
142,67,2,1,1,0,3,2,6,365,30-00600,1,1,85,2,0,2,4,282,33.33333333333333
143,82,2,0,2,0,6,1,4,8,06-08507,2,1,66,2,0,N,4,179,50.0
144,54,2,0,1,0,3,2,4,241,06-07502,9,2,46,2,2,4,2,501,16.666666666666664
145,87,2,2,1,5,3,2,2,189,51-51255,6,2,31,2,1,3,8,501,33.33333333333333
146,78,2,2,1,0,2,1,1,17,26-02702,1,1,61,2,0,5,8,501,33.33333333333333
147,43,2,0,2,0,5,2,7,55,51-01301,1,1,43,2,1,2,9,501,33.33333333333333
148,55,2,4,1,1,2,1,3,115,38-00100,8,2,60,2,0,2,6,501,33.33333333333333
149,18,2,0,6,0,2,0,3,121,17-03529,9,1,20,2,N,N,0,N,16.666666666666664
150,42,2,0,3,1,2,1,5,213,38-00100,5,1,67,2,0,N,2,116,16.666666666666664
151,9,2,0,4,0,2,2,4,52,08-00803,9,2,39,2,0,N,9,501,33.33333333333333
152,95,2,4,N,0,2,2,9,490,51-01301,8,1,1,2,2,3,N,122,16.666666666666664
153,56,2,4,1,0,2,2,0,105,36-04010,1,1,28,2,0,2,3,265,50.0
154,56,2,0,3,3,2,2,8,285,51-51255,6,1,69,2,0,4,4,303,16.666666666666664
155,24,2,1,6,0,3,1,4,325,51-01301,8,2,25,2,2,4,1,37,16.666666666666664
156,16,2,0,2,3,5,2,4,39,32-00405,9,1,32,2,0,3,1,159,16.666666666666664
157,64,2,2,1,0,4,1,4,193,51-01301,1,2,61,2,0,2,3,501,33.33333333333333
158,15,2,0,N,0,2,0,3,443,51-01301,1,1,14,2,N,N,N,N,16.666666666666664
159,24,2,0,1,3,11,1,6,245,13-04600,8,1,29,2,0,2,8,501,16.666666666666664
160,33,2,0,2,1,4,2,4,217,17-03529,6,1,49,2,0,N,5,296,16.666666666666664
161,89,2,1,4,1,3,2,0,501,51-01301,1,1,42,2,0,N,8,501,33.33333333333333
162,28,2,1,1,0,3,1,0,305,38-00100,9,1,32,2,3,5,6,331,16.666666666666664
163,42,2,4,4,1,2,1,3,415,06-07502,1,2,22,2,0,2,7,501,33.33333333333333
164,47,2,0,4,2,6,1,3,148,36-04010,5,2,29,2,0,5,4,227,16.666666666666664
165,40,2,2,6,2,4,1,3,501,36-03710,8,1,27,2,0,3,6,501,33.33333333333333
166,45,2,0,3,0,2,0,N,453,36-04010,1,1,72,2,N,N,2,87,16.666666666666664
167,59,2,0,2,1,3,0,3,363,17-03531,1,1,57,2,N,N,1,26,16.666666666666664
168,26,1,0,N,4,4,1,6,371,32-00405,6,2,12,2,2,5,N,154,0.0
169,81,2,0,6,0,3,2,4,354,36-03710,8,1,20,2,0,4,0,501,33.33333333333333
170,36,2,1,1,1,7,2,2,342,51-01301,1,1,42,2,1,3,9,501,33.33333333333333
171,53,2,4,4,0,N,1,5,3,13-04600,1,1,42,2,0,N,9,501,50.0
172,43,2,0,6,0,5,2,8,428,51-51255,7,1,23,2,0,N,6,408,33.33333333333333
173,5,2,0,4,3,2,1,6,199,36-04010,9,2,65,2,0,2,6,452,50.0
174,38,2,3,2,2,2,2,4,68,38-00100,2,1,22,2,0,N,3,126,16.666666666666664
175,64,2,0,3,3,4,2,5,287,24-01004,9,2,80,2,0,N,4,231,16.666666666666664
176,95,2,4,1,0,5,2,3,143,17-03531,1,1,55,2,1,4,5,298,16.666666666666664
177,15,2,0,N,0,5,1,4,59,36-04010,9,1,6,2,2,3,N,243,16.666666666666664
178,7,2,0,2,5,8,1,7,324,36-04010,9,1,52,2,0,2,4,452,16.666666666666664
179,87,2,0,4,0,3,2,3,403,38-00100,5,2,47,2,2,5,0,96,16.666666666666664
180,57,2,0,1,0,3,2,0,501,06-08507,7,1,45,2,2,4,7,294,16.666666666666664
181,24,1,0,N,2,2,2,3,337,17-03531,1,1,3,2,4,5,N,0,0.0
182,27,2,2,1,0,2,2,2,501,29-01901,1,1,32,2,0,2,7,501,66.66666666666666
183,28,2,0,3,1,4,1,4,391,06-08507,7,2,52,2,0,4,7,501,33.33333333333333
184,40,1,4,6,3,5,2,7,428,36-03710,9,1,18,2,0,5,1,501,16.666666666666664
