,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
41,34,4,4,7,N,2,6,379,48-02101,1,2,27,2,3,3,91,0.0
42,19,1,6,N,11,2,0,N,48-02516,1,1,22,1,4,0,317,20.0
43,85,0,2,1,5,1,5,280,48-02516,9,1,27,2,6,0,372,0.0
44,52,0,4,6,3,1,3,249,48-02507,6,2,64,0,2,1,355,0.0
45,52,1,N,11,6,1,7,418,48-02507,9,1,3,1,3,N,365,0.0
46,45,1,N,5,2,2,N,361,48-02101,8,2,6,6,7,N,0,20.0
47,27,0,6,0,N,2,4,140,48-02515,9,2,27,0,N,7,409,60.0
48,64,0,2,N,N,1,0,383,48-02102,2,2,42,0,7,0,351,20.0
49,82,0,4,7,7,2,N,8,48-02507,9,2,30,4,5,2,38,0.0
50,44,0,2,7,N,0,7,479,48-02515,2,1,54,N,N,0,0,20.0
51,19,1,1,4,4,1,9,130,48-02101,9,1,64,0,2,9,501,20.0
52,21,1,5,4,7,2,6,403,48-02507,1,2,55,0,2,6,430,20.0
53,7,2,N,7,6,2,N,265,48-02515,1,2,11,2,4,N,252,20.0
54,63,4,5,N,7,1,6,492,48-02516,1,1,34,0,N,7,379,0.0
55,19,1,2,0,13,1,3,479,48-02102,8,2,19,3,7,2,197,20.0
56,38,1,N,N,7,1,N,113,48-02101,9,1,13,1,6,N,501,20.0
57,33,0,5,N,8,0,5,401,48-02515,9,1,44,N,N,4,N,20.0
58,1,0,3,6,13,0,1,369,48-02516,2,2,78,N,N,2,N,0.0
59,23,1,N,2,6,1,2,269,48-02515,8,2,14,3,6,N,109,20.0
60,30,2,1,4,4,1,7,484,48-02515,1,1,32,3,5,9,411,0.0
61,50,4,2,3,13,1,8,350,48-02515,1,1,40,0,2,0,140,0.0
62,54,0,5,0,3,1,5,241,48-02510,2,1,30,0,4,4,321,20.0
63,4,0,3,1,2,2,2,253,48-02507,2,1,78,0,2,4,310,20.0
64,86,1,6,3,5,1,6,283,48-02516,8,1,21,0,5,4,287,20.0
65,75,4,3,11,13,1,8,442,48-02516,1,2,75,0,N,6,318,20.0
66,45,1,5,5,8,2,7,258,48-02507,8,1,44,0,N,5,226,0.0
67,14,4,6,4,6,1,8,268,48-02510,1,2,31,0,2,3,245,0.0
68,2,1,N,3,6,2,N,338,48-02515,8,2,8,3,6,N,187,60.0
69,15,2,6,4,3,1,0,369,48-02507,1,2,16,2,4,0,233,20.0
70,41,0,1,3,5,1,N,238,48-02507,8,1,57,0,4,6,324,0.0
71,36,0,1,2,4,2,7,334,48-02101,3,1,49,2,4,6,501,40.0
72,52,0,4,0,3,1,4,147,48-02510,9,2,52,0,N,2,41,40.0
73,4,0,5,6,2,1,5,495,48-02515,2,2,36,0,6,5,257,20.0
74,64,1,1,0,11,1,5,440,48-02516,9,1,48,0,3,8,501,20.0
75,49,2,N,0,2,1,5,435,48-02510,8,2,0,3,4,N,249,0.0
76,15,1,4,5,11,2,3,392,48-02515,1,1,66,0,N,7,501,0.0
77,28,0,1,2,3,2,3,219,48-02102,9,2,41,2,4,3,147,40.0
78,61,0,4,0,5,1,8,N,48-02102,9,1,56,0,N,8,501,40.0
79,36,2,4,2,11,2,N,220,48-02507,1,2,92,3,6,8,449,0.0
80,17,0,6,2,5,2,6,487,48-02516,9,2,48,0,2,6,366,20.0
81,33,0,5,7,11,2,8,391,48-02101,6,1,56,0,2,7,501,0.0
82,55,1,N,5,8,2,N,157,48-02101,9,1,12,2,3,N,330,20.0
83,45,1,2,N,N,0,2,471,48-02515,8,1,67,N,N,2,N,60.0
84,49,0,1,3,4,2,9,7,48-02507,6,1,67,0,2,3,116,0.0
